B4GALT7-related spondylodysplastic Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
118	GO:MF	GO:0016787	hydrolase activity	2.8592566828597783e-06	True	"""Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."" [ISBN:0198506732]"	2479	96	34	20195	0.3541666666666667	0.0137152077450584	query_1	['GO:0003824']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'RAB8A', 'PSEN1', 'RAB31', 'RAB8B', 'BACE1', 'DTD2', 'RAB32', 'RAB5B', 'NCSTN', 'C19orf54', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'RAB12', 'EHD2', 'RAB10', 'SIRT2', 'RAB18', 'RAB35', 'DDX3Y', 'RAB23', 'ACOT13', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A']
119	GO:BP	GO:0042982	amyloid precursor protein metabolic process	3.137175194467178e-06	True	"""The chemical reactions and pathways involving amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease."" [GOC:go_curators]"	73	95	8	21110	0.0842105263157894	0.1095890410958904	query_1	['GO:0019538']	['PAWR', 'PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'GGA3', 'APH1A']
120	REAC	REAC:R-HSA-977225	Amyloid fiber formation	3.7750166093725474e-06	True	Amyloid fiber formation	110	82	10	10790	0.1219512195121951	0.0909090909090909	query_1	['REAC:R-HSA-392499']	['APH1B', 'BACE1', 'NCSTN', 'GGA1', 'PSENEN', 'GGA2', 'NAT8', 'GGA3', 'APH1A', 'APP']
121	REAC	REAC:R-HSA-9013700	NOTCH4 Activation and Transmission of Signal to the Nucleus	4.060380250690794e-06	True	NOTCH4 Activation and Transmission of Signal to the Nucleus	11	82	5	10790	0.0609756097560975	0.4545454545454545	query_1	['REAC:R-HSA-9013694']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A']
122	REAC	REAC:R-HSA-597592	Post-translational protein modification	5.793921140629286e-06	True	Post-translational protein modification	1415	82	31	10790	0.3780487804878049	0.0219081272084805	query_1	['REAC:R-HSA-392499']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'RAB8B', 'RABGGTB', 'RAB32', 'RAB5B', 'RAB5C', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'CHML', 'TRIM4', 'AURKA', 'RAB10', 'RAB18', 'APP', 'RAB35', 'RAB23', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A']
123	GO:MF	GO:0031489	myosin V binding	6.5399244026635614e-06	True	"""Binding to a class V myosin; myosin V is a dimeric molecule involved in intracellular transport."" [GOC:mah, http://www.mrc-lmb.cam.ac.uk/myosin/Review/Reviewframeset.html]"	16	96	5	20195	0.0520833333333333	0.3125	query_1	['GO:0017022']	['RAB14', 'RAB8A', 'RAB10', 'RAB3A', 'RAB6A']
124	CORUM	CORUM:142	CD147-gamma-secretase complex	6.76992467086014e-06	True	CD147-gamma-secretase complex	5	28	4	3383	0.1428571428571428	0.8	query_1	['CORUM:0000000']	['PSEN1', 'NCSTN', 'PSENEN', 'APH1A']
125	CORUM	CORUM:5975	Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)	6.76992467086014e-06	True	Gamma-secretase complex (APH1A, PSENEN, PSEN1, NCSTN, TMP21)	5	28	4	3383	0.1428571428571428	0.8	query_1	['CORUM:0000000']	['PSEN1', 'NCSTN', 'PSENEN', 'APH1A']
126	CORUM	CORUM:3271	Gamma-secretase-Delta1 complex	6.76992467086014e-06	True	Gamma-secretase-Delta1 complex	5	28	4	3383	0.1428571428571428	0.8	query_1	['CORUM:0000000']	['PSEN1', 'NCSTN', 'PSENEN', 'APH1A']
127	GO:MF	GO:0097367	carbohydrate derivative binding	7.147135500994092e-06	True	"""Binding to a carbohydrate derivative."" [GOC:pr]"	2301	96	32	20195	0.3333333333333333	0.0139069969578444	query_1	['GO:0005488']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'BMX', 'RAB8B', 'RAB32', 'RAB5B', 'HMMR', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'EHD3', 'RAB1A', 'RAB12', 'EHD2', 'AURKA', 'RAB10', 'RAB18', 'APP', 'RAB35', 'DDX3Y', 'EHD1', 'RAB23', 'RAB3A', 'RAB22A', 'RAB6A']
128	GO:MF	GO:0005515	protein binding	7.664589937112797e-06	True	"""Binding to a protein."" [GOC:go_curators]"	14881	96	92	20195	0.9583333333333334	0.0061823802163833	query_1	['GO:0005488']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABGGTB', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'IL24', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'RAB5C', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
129	GO:BP	GO:0050435	amyloid-beta metabolic process	8.0640707360738e-06	True	"""The chemical reactions and pathways involving amyloid-beta, a glycoprotein associated with Alzheimer's disease, and its precursor, amyloid precursor protein (APP)."" [GOC:ai]"	52	95	7	21110	0.0736842105263157	0.1346153846153846	query_1	['GO:0006518']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'GGA3', 'APH1A']
130	GO:CC	GO:1903561	extracellular vesicle	9.881085229016076e-06	True	"""Any vesicle that is part of the extracellular region."" [GO_REF:0000064, GOC:pm, GOC:TermGenie, PMID:24769233]"	2133	94	28	22122	0.2978723404255319	0.0131270511017346	query_1	['GO:0031982', 'GO:0065010']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
131	GO:CC	GO:0043230	extracellular organelle	9.980996993171762e-06	True	"""Organized structure of distinctive morphology and function, occurring outside the cell. Includes, for example, extracellular membrane vesicles (EMVs) and the cellulosomes of anaerobic bacteria and fungi."" [GOC:jl, PMID:9914479]"	2134	94	28	22122	0.2978723404255319	0.0131208997188378	query_1	['GO:0005576', 'GO:0043226']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
132	GO:CC	GO:0065010	extracellular membrane-bounded organelle	9.980996993171762e-06	True	"""Organized structure of distinctive morphology and function, bounded by a lipid bilayer membrane and occurring outside the cell."" [GOC:isa_complete]"	2134	94	28	22122	0.2978723404255319	0.0131208997188378	query_1	['GO:0043227', 'GO:0043230']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'RAB7A', 'EEA1', 'RAB8A', 'OSBPL1A', 'RAB8B', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'RAB1A', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'RAB6A']
133	GO:CC	GO:0043231	intracellular membrane-bounded organelle	1.1928613018926645e-05	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	14642	94	85	22122	0.9042553191489362	0.0058052178664116	query_1	['GO:0043227', 'GO:0043229']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABEP1', 'VPS45', 'RAB32', 'RAB5B', 'RIN3', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'RAB5C', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
134	GO:CC	GO:0005622	intracellular anatomical structure	1.2978740491901788e-05	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	17883	94	93	22122	0.9893617021276596	0.0052004697198456	query_1	['GO:0110165']	['RAB14', 'RAB34', 'GPAM', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'ANKLE2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'RAB39A', 'MICALL1', 'MTDH', 'RAB8A', 'PSEN1', 'AS3MT', 'HTT', 'TMEM102', 'RAB31', 'APH1B', 'OSBPL1A', 'BMX', 'HPS4', 'RAB8B', 'BACE1', 'SALL2', 'RABGGTB', 'RABEP1', 'VPS45', 'DTD2', 'RAB32', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'RABGEF1', 'RAB3IP', 'SCML1', 'HMMR', 'RAB5C', 'RABGGTA', 'CHM', 'RAB38', 'RAB5A', 'B4GALT7', 'RAB4A', 'GGA1', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'PSENEN', 'TNRC6C', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'NAT8', 'RAB3GAP2', 'SALL1', 'GGA3', 'YWHAE', 'TRIM4', 'PPFIA3', 'EHD2', 'GDI1', 'MECP2', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'TBC1D17', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'EHD1', 'GOLGA7B', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A', 'RAB3IL1']
135	GO:BP	GO:0042987	amyloid precursor protein catabolic process	1.3776426145153436e-05	True	"""The chemical reactions and pathways resulting in the breakdown of amyloid precursor protein (APP), the precursor of amyloid-beta, a glycoprotein associated with Alzheimer's disease."" [GOC:go_curators]"	56	95	7	21110	0.0736842105263157	0.125	query_1	['GO:0042982']	['PSEN1', 'APH1B', 'BACE1', 'NCSTN', 'PSENEN', 'GGA3', 'APH1A']
136	GO:BP	GO:0032879	regulation of localization	1.453076466479148e-05	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2115	95	30	21110	0.3157894736842105	0.0141843971631205	query_1	['GO:0050789', 'GO:0051179']	['RAB14', 'RAB7A', 'RUFY1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'HPS4', 'RAB8B', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'EHD3', 'YWHAE', 'EHD2', 'GDI1', 'GDI2', 'RAB10', 'APP', 'EHD1', 'RAB23', 'RAB3GAP1', 'RAB3A']
137	GO:BP	GO:0022406	membrane docking	2.2085964507536423e-05	True	"""The initial attachment of a membrane or protein to a target membrane. Docking requires only that the proteins come close enough to interact and adhere."" [GOC:isa_complete, PMID:27875684]"	93	95	8	21110	0.0842105263157894	0.086021505376344	query_1	['GO:0009987']	['RAB7A', 'RAB8A', 'RAB8B', 'RAB3IP', 'RAB13', 'PPFIA3', 'RAB10', 'RAB3A']
138	GO:CC	GO:0005886	plasma membrane	2.366172685284702e-05	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	5819	94	49	22122	0.5212765957446809	0.0084206908403505	query_1	['GO:0016020', 'GO:0071944']	['RAB14', 'GPAM', 'RBSN', 'SORT1', 'RAB7A', 'EEA1', 'PAWR', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'TMEM102', 'RAB31', 'APH1B', 'BMX', 'RAB8B', 'BACE1', 'RABGGTB', 'RAB5B', 'NCSTN', 'HMMR', 'RAB5C', 'RABGGTA', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'NGFR', 'EHD3', 'PSENEN', 'SHROOM3', 'RAB3GAP2', 'YWHAE', 'TRIM4', 'EHD2', 'APH1A', 'AURKA', 'RAB10', 'SIRT2', 'RAB18', 'APP', 'RAB35', 'EHD1', 'GOLGA7B', 'RAB23', 'RAB3A', 'RAB22A', 'PTP4A2', 'RAB6A']
139	HPA	HPA:0351181	pancreas; pancreatic endocrine cells[≥Low]	2.768878235611904e-05	True	pancreas; pancreatic endocrine cells[≥Low]	5617	76	61	11006	0.8026315789473685	0.010859889620794	query_1	['HPA:0350000']	['RAB14', 'RAB34', 'RBSN', 'RAB1B', 'SORT1', 'TPX2', 'RAB7A', 'RUFY1', 'EEA1', 'PAWR', 'OPTN', 'MICALL1', 'MTDH', 'PSEN1', 'HTT', 'RAB31', 'OSBPL1A', 'HPS4', 'BACE1', 'SALL2', 'RABGGTB', 'RABEP1', 'DTD2', 'RAB5B', 'RIN3', 'CCDC43', 'NCSTN', 'C19orf54', 'RAB5C', 'RABGGTA', 'CHM', 'RAB5A', 'B4GALT7', 'GGA1', 'RAB13', 'PSENEN', 'RAB1A', 'SHROOM3', 'CHML', 'GGA2', 'RAB3GAP2', 'SALL1', 'RAB12', 'GGA3', 'YWHAE', 'TRIM4', 'GDI1', 'MECP2', 'APH1A', 'GDI2', 'RAB10', 'APP', 'RAB35', 'SUN2', 'DDX3Y', 'RAB23', 'HPS1', 'ACOT13', 'RAB3GAP1', 'RAB3A', 'RAB22A']
140	GO:MF	GO:0140677	molecular function activator activity	2.8685599778711614e-05	True	"""A molecular function regulator that activates or increases the activity of its target via non-covalent binding that does not result in covalent modification to the target."" [GOC:curators]"	1321	96	23	20195	0.2395833333333333	0.0174110522331567	query_1	['GO:0098772']	['TPX2', 'APH1B', 'HPS4', 'RABEP1', 'RIN3', 'IL24', 'RABGEF1', 'RAB3IP', 'CHM', 'PSENEN', 'CHML', 'RAB3GAP2', 'GDI1', 'APH1A', 'AURKA', 'NGF', 'GDI2', 'TBC1D17', 'APP', 'HPS1', 'RAB3GAP1', 'RAB3A', 'RAB3IL1']
141	GO:CC	GO:0030667	secretory granule membrane	2.9643269995787864e-05	True	"""The lipid bilayer surrounding a secretory granule."" [GOC:mah]"	317	94	11	22122	0.1170212765957446	0.0347003154574132	query_1	['GO:0030141', 'GO:0030659', 'GO:0098588']	['RAB14', 'RAB7A', 'PSEN1', 'RAB31', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB10', 'RAB18', 'RAB3A', 'RAB6A']
142	GO:MF	GO:0036094	small molecule binding	3.1308865658447606e-05	True	"""Binding to a small molecule, any low molecular weight, monomeric, non-encoded molecule."" [GOC:curators, GOC:pde, GOC:pm]"	2584	96	33	20195	0.34375	0.0127708978328173	query_1	['GO:0005488']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'RAB8A', 'RAB31', 'OSBPL1A', 'BMX', 'RAB8B', 'RAB32', 'RAB5B', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'EHD3', 'RAB1A', 'RAB12', 'EHD2', 'MECP2', 'AURKA', 'RAB10', 'SIRT2', 'RAB18', 'RAB35', 'DDX3Y', 'EHD1', 'RAB23', 'RAB3A', 'RAB22A', 'RAB6A']
143	GO:BP	GO:0018344	protein geranylgeranylation	3.174024140390896e-05	True	"""The covalent attachment of a geranylgeranyl group to a protein."" [GOC:jl]"	7	95	4	21110	0.0421052631578947	0.5714285714285714	query_1	['GO:0018342']	['RABGGTB', 'RABGGTA', 'CHM', 'CHML']
144	GO:MF	GO:0043168	anion binding	3.4912991412442065e-05	True	"""Binding to an anion, a charged atom or group of atoms with a net negative charge."" [GOC:jl]"	2458	96	32	20195	0.3333333333333333	0.0130187144019528	query_1	['GO:0043167']	['RAB14', 'RAB34', 'RAB1B', 'RAB7A', 'RAB39A', 'MICALL1', 'RAB8A', 'RAB31', 'BMX', 'RAB8B', 'RAB32', 'RAB5B', 'RAB5C', 'RAB38', 'RAB5A', 'RAB4A', 'RAB13', 'EHD3', 'RAB1A', 'RAB12', 'EHD2', 'AURKA', 'RAB10', 'SIRT2', 'RAB18', 'RAB35', 'DDX3Y', 'EHD1', 'RAB23', 'RAB3A', 'RAB22A', 'RAB6A']
145	REAC	REAC:R-HSA-204998	Cell death signalling via NRAGE, NRIF and NADE	3.964589453390646e-05	True	Cell death signalling via NRAGE, NRIF and NADE	76	82	8	10790	0.0975609756097561	0.1052631578947368	query_1	['REAC:R-HSA-193704']	['PSEN1', 'APH1B', 'NCSTN', 'NGFR', 'PSENEN', 'YWHAE', 'APH1A', 'NGF']
146	GO:CC	GO:0005798	Golgi-associated vesicle	4.243028398008063e-05	True	"""Any vesicle associated with the Golgi complex and involved in mediating transport within the Golgi or between the Golgi and other parts of the cell."" [GOC:mah]"	94	94	7	22122	0.0744680851063829	0.0744680851063829	query_1	['GO:0031410']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'BACE1', 'RAB13', 'APP']
147	GO:BP	GO:0030030	cell projection organization	4.282733612735336e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1573	95	25	21110	0.2631578947368421	0.0158931977113795	query_1	['GO:0016043']	['RAB34', 'MICALL1', 'RAB8A', 'PSEN1', 'HTT', 'RAB8B', 'RAB3IP', 'RAB5A', 'RAB13', 'RILP', 'NGFR', 'EHD3', 'EHD2', 'GDI1', 'MECP2', 'AURKA', 'NGF', 'GDI2', 'RAB10', 'APP', 'RAB35', 'EHD1', 'RAB23', 'RAB3A', 'RAB6A']
148	GO:CC	GO:0030141	secretory granule	5.48739601056719e-05	True	"""A small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion. Secretory granules move towards the periphery of the cell and upon stimulation, their membranes fuse with the cell membrane, and their protein load is exteriorized. Processing of the contained protein may take place in secretory granules."" [GOC:mah, ISBN:0198506732]"	893	94	17	22122	0.1808510638297872	0.019036954087346	query_1	['GO:0012505', 'GO:0099503']	['RAB14', 'RAB7A', 'PSEN1', 'RAB31', 'HPS4', 'RAB5B', 'NCSTN', 'RAB5C', 'RAB4A', 'RAB13', 'PPFIA3', 'GDI2', 'RAB10', 'RAB18', 'APP', 'RAB3A', 'RAB6A']
149	GO:BP	GO:0048227	plasma membrane to endosome transport	6.326159126885426e-05	True	"""Transport of a vesicle from the plasma membrane to the endosome."" [GOC:jid]"	8	95	4	21110	0.0421052631578947	0.5	query_1	['GO:0016192']	['SORT1', 'RAB5B', 'RAB5C', 'RAB35']
150	GO:BP	GO:0019882	antigen processing and presentation	6.714743824016288e-05	True	"""The process in which an antigen-presenting cell expresses antigen (peptide or lipid) on its cell surface in association with an MHC protein complex."" [GO_REF:0000022, GOC:add, ISBN:0781735149, PMID:15771591, PMID:15928678]"	107	95	8	21110	0.0842105263157894	0.0747663551401869	query_1	['GO:0002376']	['RAB34', 'RAB8B', 'RAB32', 'RAB5B', 'RAB4A', 'RAB10', 'RAB35', 'RAB6A']
151	GO:MF	GO:0030695	GTPase regulator activity	8.178302804530306e-05	True	"""Binds to and modulates the activity of a GTPase."" [GOC:mah]"	505	96	14	20195	0.1458333333333333	0.0277227722772277	query_1	['GO:0060589']	['HPS4', 'RABEP1', 'RIN3', 'RABGEF1', 'RAB3IP', 'CHM', 'CHML', 'RAB3GAP2', 'GDI1', 'GDI2', 'TBC1D17', 'HPS1', 'RAB3GAP1', 'RAB3IL1']
152	GO:MF	GO:0060589	nucleoside-triphosphatase regulator activity	8.178302804530306e-05	True	"""Binds to and modulates the activity of an NTPase."" [GOC:dph, GOC:tb]"	505	96	14	20195	0.1458333333333333	0.0277227722772277	query_1	['GO:0030234']	['HPS4', 'RABEP1', 'RIN3', 'RABGEF1', 'RAB3IP', 'CHM', 'CHML', 'RAB3GAP2', 'GDI1', 'GDI2', 'TBC1D17', 'HPS1', 'RAB3GAP1', 'RAB3IL1']
153	GO:BP	GO:0000045	autophagosome assembly	8.347756558195101e-05	True	"""The formation of a double membrane-bounded structure, the autophagosome, that occurs when a specialized membrane sac, called the isolation membrane, starts to enclose a portion of the cytoplasm."" [GOC:autophagy, PMID:9412464]"	110	95	8	21110	0.0842105263157894	0.0727272727272727	query_1	['GO:0070925', 'GO:1905037']	['RAB1B', 'RAB7A', 'PSEN1', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'RAB23', 'RAB3GAP1']
154	GO:BP	GO:0061919	process utilizing autophagic mechanism	8.43954029237146e-05	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	568	95	15	21110	0.1578947368421052	0.0264084507042253	query_1	['GO:0009987']	['RAB1B', 'RAB7A', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'TBC1D17', 'SIRT2', 'RAB23', 'RAB3GAP1']
155	GO:BP	GO:0006914	autophagy	8.43954029237146e-05	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	568	95	15	21110	0.1578947368421052	0.0264084507042253	query_1	['GO:0044248', 'GO:0061919']	['RAB1B', 'RAB7A', 'OPTN', 'RAB39A', 'MTDH', 'RAB8A', 'PSEN1', 'HTT', 'RAB5A', 'RAB1A', 'RAB3GAP2', 'TBC1D17', 'SIRT2', 'RAB23', 'RAB3GAP1']
156	GO:CC	GO:0030136	clathrin-coated vesicle	9.19709612774237e-05	True	"""A vesicle with a coat formed of clathrin connected to the membrane via one of the clathrin adaptor complexes."" [GOC:mah, PMID:11252894]"	214	94	9	22122	0.0957446808510638	0.0420560747663551	query_1	['GO:0030135']	['RAB14', 'SORT1', 'RAB8A', 'RAB8B', 'RAB5A', 'RAB13', 'GGA2', 'RAB35', 'RAB3A']
157	GO:BP	GO:0032482	Rab protein signal transduction	9.793215944858148e-05	True	"""The series of molecular signals within the cell that are mediated by a member of the Rab family of proteins switching to a GTP-bound active state."" [GOC:mah]"	22	95	5	21110	0.0526315789473684	0.2272727272727272	query_1	['GO:0007265']	['RAB39A', 'RAB4A', 'RAB12', 'GDI1', 'RAB35']
158	GO:BP	GO:0051049	regulation of transport	0.0001034596652483	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1771	95	26	21110	0.2736842105263158	0.0146809712027103	query_1	['GO:0006810', 'GO:0032879']	['RAB7A', 'RUFY1', 'RAB8A', 'PSEN1', 'HTT', 'TMEM102', 'RAB31', 'HPS4', 'RAB8B', 'RAB5B', 'RIN3', 'RABGEF1', 'RAB5C', 'RAB5A', 'RAB4A', 'RAB13', 'EHD3', 'YWHAE', 'EHD2', 'GDI1', 'RAB10', 'APP', 'EHD1', 'RAB23', 'RAB3GAP1', 'RAB3A']
