Ataxia-telangiectasia	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
64	REAC	REAC:R-HSA-174437	Removal of the Flap Intermediate from the C-strand	4.115415594957369e-16	True	Removal of the Flap Intermediate from the C-strand	17	95	10	10022	0.1052631578947368	0.5882352941176471	query_1	['REAC:R-HSA-174414']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'PCNA', 'RPA3', 'RPA1', 'POLD1', 'WRN', 'POLD2']
23	GO:CC	GO:0043231	intracellular membrane-bounded organelle	4.234329436958924e-16	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	100	100	16420	1.0	0.0088691796008869	query_1	['GO:0043227', 'GO:0043229']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'WDR20', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
87	GO:BP	GO:0019953	sexual reproduction	4.623773808516131e-16	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1015	99	35	15719	0.3535353535353535	0.0344827586206896	query_1	['GO:0000003']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'RAD51D', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'AR', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'XRCC2', 'KAT5', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B', 'RNF8', 'MSH6']
88	GO:BP	GO:0000722	telomere maintenance via recombination	5.771032345376148e-16	True	"""Any recombinational process that contributes to the maintenance of proper telomeric length."" [GOC:elh, PMID:11850777]"	14	99	9	15719	0.0909090909090909	0.6428571428571429	query_1	['GO:0000723', 'GO:0006312']	['RAD50', 'RAD51D', 'BRCA2', 'ERCC1', 'ERCC4', 'RAD51', 'XRCC1', 'XRCC3', 'RAD51C']
89	GO:BP	GO:0007127	meiosis I	1.923757047423769e-15	True	"""The first meiotic nuclear division in which homologous chromosomes are paired and segregated from each other, producing two haploid daughter nuclei."" [GOC:dph, GOC:jl, GOC:mtg_cell_cycle, PMID:9334324]"	126	99	16	15719	0.1616161616161616	0.1269841269841269	query_1	['GO:0061982', 'GO:0140013']	['BRIP1', 'MUS81', 'RAD50', 'RAD51AP1', 'RAD51D', 'MLH1', 'BRCA2', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B']
90	GO:BP	GO:0008152	metabolic process	2.4828370271107832e-15	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10419	99	98	15719	0.98989898989899	0.00940589307995	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
65	REAC	REAC:R-HSA-73886	Chromosome Maintenance	2.8348666982199425e-15	True	Chromosome Maintenance	138	95	18	10022	0.1894736842105263	0.1304347826086956	query_1	['REAC:R-HSA-1640170']	['POLD3', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
24	GO:CC	GO:1902494	catalytic complex	2.9365889737881693e-15	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1723	100	42	16420	0.42	0.024376088218224	query_1	['GO:0032991']	['MUS81', 'TP53BP1', 'POLD3', 'FANCI', 'LIG3', 'XRCC6', 'PAXIP1', 'LIG4', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'RAD51', 'TOP3A', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'SLX4', 'RAD51C', 'RMI2', 'POLE2', 'RMI1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2']
66	REAC	REAC:R-HSA-1474165	Reproduction	4.1275509029748864e-15	True	Reproduction	141	95	18	10022	0.1894736842105263	0.1276595744680851	query_1	['REAC:0000000']	['RBBP8', 'NBN', 'RAD50', 'MLH1', 'H2AX', 'RPA2', 'BRCA2', 'ATR', 'RPA3', 'RPA1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'BRCA1', 'CDK2', 'RAD51C']
69	REAC	REAC:R-HSA-69109	Leading Strand Synthesis	4.695983772191162e-15	True	Leading Strand Synthesis	14	95	9	10022	0.0947368421052631	0.6428571428571429	query_1	['REAC:R-HSA-69190']	['POLD3', 'POLD4', 'POLA1', 'PRIM1', 'PCNA', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
67	REAC	REAC:R-HSA-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	4.695983772191162e-15	True	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	39	95	12	10022	0.1263157894736842	0.3076923076923077	query_1	['REAC:R-HSA-73893']	['POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
68	REAC	REAC:R-HSA-69091	Polymerase switching	4.695983772191162e-15	True	Polymerase switching	14	95	9	10022	0.0947368421052631	0.6428571428571429	query_1	['REAC:R-HSA-69109', 'REAC:R-HSA-69186']	['POLD3', 'POLD4', 'POLA1', 'PRIM1', 'PCNA', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
91	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	5.402107147873175e-15	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	109	99	15	15719	0.1515151515151515	0.1376146788990825	query_1	['GO:0044839', 'GO:1901987']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'RAD51C', 'TP53', 'RAD51B']
92	GO:BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis	5.580902608008847e-15	True	"""The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis."" [GOC:dph, GOC:tb]"	228	99	19	15719	0.1919191919191919	0.0833333333333333	query_1	['GO:0090304']	['RBBP8', 'MUS81', 'RAD50', 'APLF', 'FEN1', 'TDP1', 'RAD1', 'PMS2', 'APTX', 'ERCC4', 'ATRIP', 'RAD9A', 'MRE11', 'APEX1', 'EXO1', 'POLD1', 'WRN', 'PNKP', 'POLE']
93	GO:BP	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	6.532829872688192e-15	True	"""A mitotic cell cycle checkpoint that slows DNA synthesis in response to DNA damage by the prevention of new origin firing and the stabilization of slow replication fork progression."" [GOC:vw]"	17	99	9	15719	0.0909090909090909	0.5294117647058824	query_1	['GO:0044773']	['HUS1', 'RAD9B', 'MUS81', 'MSH2', 'MDC1', 'FANCD2', 'RAD9A', 'MRE11', 'HUS1B']
94	GO:BP	GO:0022616	DNA strand elongation	6.7266384407558805e-15	True	"""The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand."" [GOC:isa_complete, GOC:mah]"	37	99	11	15719	0.1111111111111111	0.2972972972972973	query_1	['GO:0006259']	['NBN', 'POLD3', 'RAD50', 'LIG3', 'LIG1', 'POLA1', 'PCNA', 'POLE3', 'MRE11', 'POLE', 'POLD2']
95	GO:BP	GO:0022414	reproductive process	1.6373031331618442e-14	True	"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]"	1453	99	39	15719	0.3939393939393939	0.0268410185822436	query_1	['GO:0000003', 'GO:0008150']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'RAD51D', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'PRKDC', 'XRCC2', 'KAT5', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B', 'RNF8', 'MSH6']
96	GO:BP	GO:0000003	reproduction	1.9936644649509446e-14	True	"""The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."" [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]"	1462	99	39	15719	0.3939393939393939	0.0266757865937072	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'RAD51D', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'PRKDC', 'XRCC2', 'KAT5', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B', 'RNF8', 'MSH6']
97	GO:BP	GO:0140013	meiotic nuclear division	4.1238707146137924e-14	True	"""One of the two nuclear divisions that occur as part of the meiotic cell cycle."" [PMID:9334324]"	184	99	17	15719	0.1717171717171717	0.092391304347826	query_1	['GO:0000280', 'GO:1903046']	['BRIP1', 'MUS81', 'RAD50', 'RAD51AP1', 'RAD51D', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B']
98	GO:BP	GO:2000779	regulation of double-strand break repair	6.683882356053131e-14	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	129	99	15	15719	0.1515151515151515	0.1162790697674418	query_1	['GO:0006282', 'GO:0006302']	['RBBP8', 'TP53BP1', 'RAD51AP1', 'WDR48', 'RPA2', 'OGG1', 'ATR', 'PARP1', 'ATRIP', 'RAD51', 'PRKDC', 'KAT5', 'RMI2', 'PNKP', 'KDM1A']
99	GO:BP	GO:0090656	t-circle formation	2.7389639102915453e-13	True	"""A telomere maintenance process that results in the formation of a telomeric circle, or t-circle. A t-circle is an extrachromosomal duplex or single-stranded circular DNA molecule composed of t-arrays. T-circles are involved in the control of telomere length via alternative-lengthening of telomeres (ALT) pathway and telomere rapid deletion (TRD)."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:19214183, PMID:19581589, PMID:19809492, PMID:19858100]"	15	99	8	15719	0.0808080808080808	0.5333333333333333	query_1	['GO:0001325', 'GO:0090737']	['NBN', 'ERCC1', 'XRCC5', 'BLM', 'EXO1', 'WRN', 'XRCC3', 'SLX4']
100	GO:BP	GO:0001325	formation of extrachromosomal circular DNA	2.7389639102915453e-13	True	"""Excision from the chromosome and circularization of a region of chromosomal DNA, generally, but not always, via homologous recombination between direct tandem repeats."" [GOC:jh, PMID:12044938]"	15	99	8	15719	0.0808080808080808	0.5333333333333333	query_1	['GO:0006259', 'GO:0022607']	['NBN', 'ERCC1', 'XRCC5', 'BLM', 'EXO1', 'WRN', 'XRCC3', 'SLX4']
101	GO:BP	GO:0090737	telomere maintenance via telomere trimming	2.7389639102915453e-13	True	"""A process that contributes to the maintenance of proper telomeric length and structure via the activation of telomere shortening pathways that compensate telomerase-dependent excessive telomere elongation. Telomere attrition is mediated by a mechanism which involves the generation of single-stranded C-rich telomeric DNA, and the formation and removal of double-stranded telomeric circular DNA (T-circles). Telomere trimming is an independent pathway to recombination-mediated telomere elongation and the well-documented gradual telomere attrition that accompanies cellular replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:27918544]"	15	99	8	15719	0.0808080808080808	0.5333333333333333	query_1	['GO:0000723']	['NBN', 'ERCC1', 'XRCC5', 'BLM', 'EXO1', 'WRN', 'XRCC3', 'SLX4']
102	GO:BP	GO:0006271	DNA strand elongation involved in DNA replication	2.7389639102915453e-13	True	"""The process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication."" [GOC:mah, ISBN:071673706X, ISBN:0815316194]"	15	99	8	15719	0.0808080808080808	0.5333333333333333	query_1	['GO:0006261', 'GO:0022616']	['POLD3', 'LIG3', 'LIG1', 'POLA1', 'PCNA', 'POLE3', 'POLE', 'POLD2']
25	GO:CC	GO:0070533	BRCA1-C complex	4.163986497061043e-13	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, CtIP and Mre11/Rad50/NBS1 (M/R/N) complex, and binds to DNA at DNA damage sites. BRCA1-C binding ta damaged DNA is required for DNA damage-induced Chk1 phosphorylation and the G2/M transition checkpoint."" [GOC:mah, PMID:15485915, PMID:16391231]"	6	100	6	16420	0.06	1.0	query_1	['GO:0140513']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'BRCA1', 'BARD1']
103	GO:BP	GO:0045190	isotype switching	4.949269870525308e-13	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of other isotypes of immunoglobulin, accomplished through a recombination process involving an intrachromosomal deletion involving switch regions that reside 5' of each constant region gene segment in the immunoglobulin heavy chain locus."" [ISBN:0781735149]"	53	99	11	15719	0.1111111111111111	0.2075471698113207	query_1	['GO:0002204', 'GO:0002312']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
104	GO:BP	GO:0002208	somatic diversification of immunoglobulins involved in immune response	4.949269870525308e-13	True	"""The somatic process that results in the generation of sequence diversity of immunoglobulins after induction, and contributes to an immune response."" [GOC:add, ISBN:0781735149, PMID:14991701]"	53	99	11	15719	0.1111111111111111	0.2075471698113207	query_1	['GO:0002381', 'GO:0016445']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
105	GO:BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	4.949269870525308e-13	True	"""The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, also known as immunoglobulin gene segments, within a single locus following the induction of and contributing to an immune response."" [GOC:add, ISBN:0781735149]"	53	99	11	15719	0.1111111111111111	0.2075471698113207	query_1	['GO:0002208', 'GO:0016447']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
106	GO:BP	GO:0002440	production of molecular mediator of immune response	5.112285855666887e-13	True	"""The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	215	99	17	15719	0.1717171717171717	0.0790697674418604	query_1	['GO:0002376', 'GO:0010467']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
107	GO:BP	GO:0033044	regulation of chromosome organization	5.120070772654142e-13	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome."" [GOC:mah]"	253	99	18	15719	0.1818181818181818	0.0711462450592885	query_1	['GO:0033043', 'GO:0051276']	['NBN', 'RAD50', 'LIG4', 'FEN1', 'ATR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATM', 'MRE11', 'CDK2', 'XRCC1', 'KAT5', 'XRCC3', 'SLX4', 'RMI2', 'PNKP']
26	GO:CC	GO:0000794	condensed nuclear chromosome	6.039684042809748e-13	True	"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct nuclear chromosome."" [GOC:elh]"	81	100	12	16420	0.12	0.1481481481481481	query_1	['GO:0000228', 'GO:0000793']	['HUS1', 'RAD9B', 'RAD50', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'BLM', 'RAD9A', 'RAD51', 'HUS1B', 'BRCA1']
108	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	7.38480707810359e-13	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	97	99	13	15719	0.1313131313131313	0.134020618556701	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'RAD51C', 'RAD51B']
70	REAC	REAC:R-HSA-212436	Generic Transcription Pathway	8.479097722152835e-13	True	Generic Transcription Pathway	1153	95	39	10022	0.4105263157894737	0.033824804856895	query_1	['REAC:R-HSA-73857']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'RAD51D', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53']
109	GO:BP	GO:0009416	response to light stimulus	8.813986592155183e-13	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]"	303	99	19	15719	0.1919191919191919	0.0627062706270627	query_1	['GO:0009314']	['HUS1', 'AKT1', 'XPA', 'MSH2', 'USP1', 'POLD3', 'FEN1', 'OGG1', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'WRN', 'TP53', 'KDM1A', 'MSH6']
110	GO:BP	GO:0000731	DNA synthesis involved in DNA repair	9.86454400609673e-13	True	"""Synthesis of DNA that proceeds from the broken 3' single-strand DNA end and uses the homologous intact duplex as the template."" [PMID:10357855]"	40	99	10	15719	0.101010101010101	0.25	query_1	['GO:0006281', 'GO:0071897']	['USP1', 'POLD3', 'POLD4', 'POLA1', 'PCNA', 'POLD1', 'WRN', 'POLE2', 'POLE', 'POLD2']
111	GO:BP	GO:0044839	cell cycle G2/M phase transition	1.0373984657758088e-12	True	"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]"	156	99	15	15719	0.1515151515151515	0.0961538461538461	query_1	['GO:0044770']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'RAD51C', 'TP53', 'RAD51B']
112	GO:BP	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	1.1008895710485448e-12	True	"""The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus during an immune response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149, PMID:9185563]"	57	99	11	15719	0.1111111111111111	0.1929824561403508	query_1	['GO:0002377', 'GO:0016064']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
27	GO:CC	GO:0043227	membrane-bounded organelle	1.1656370662934182e-12	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12219	100	100	16420	1.0	0.0081839757754317	query_1	['GO:0043226']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'WDR20', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
28	GO:CC	GO:0043229	intracellular organelle	1.6145980823170364e-12	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	100	100	16420	1.0	0.0081546114327652	query_1	['GO:0005622', 'GO:0043226']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'WDR20', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
