SHORT syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
122	GO:BP	GO:0002521	leukocyte differentiation	7.0368985816460126e-15	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	592	99	27	15719	0.2727272727272727	0.0456081081081081	query_1	['GO:0030097', 'GO:0030154']	['ITGB1', 'PIK3R2', 'SRC', 'SMAD7', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'TRAF6', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ']
123	GO:BP	GO:0036211	protein modification process	8.378128970087971e-15	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3399	99	59	15719	0.5959595959595959	0.01735804648426	query_1	['GO:0019538', 'GO:0043412']	['MET', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'DIP2A', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'LCK', 'PKN3', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
124	GO:BP	GO:0006950	response to stress	8.44326433998889e-15	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	3764	99	62	15719	0.6262626262626263	0.016471838469713	query_1	['GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'VEGFB', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'SQSTM1', 'PXN', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'VTN', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
33	REAC	REAC:R-HSA-9006936	Signaling by TGFB family members	1.0609407470589286e-14	True	Signaling by TGFB family members	118	95	17	10022	0.1789473684210526	0.1440677966101695	query_1	['REAC:R-HSA-162582']	['ITGB1', 'SMURF2', 'ITGB5', 'ITGAV', 'SMAD7', 'ITGB3', 'TGFB3', 'TGFBR2', 'PARD6A', 'PARD3', 'SMURF1', 'TGFBR1', 'ITGB6', 'PRKCZ', 'SMAD3', 'CBL', 'F11R']
125	GO:BP	GO:0008284	positive regulation of cell population proliferation	1.0642765886595803e-14	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	909	99	32	15719	0.3232323232323232	0.0352035203520352	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']	['ITGB1', 'NCK1', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'SHC1', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'PRKCI', 'ZAP70', 'LYN', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'TGFBR1', 'PTK2', 'PRKCZ', 'NCK2', 'PDGFRA']
6	GO:CC	GO:0005829	cytosol	1.096118927812126e-14	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5250	98	71	16420	0.7244897959183674	0.0135238095238095	query_1	['GO:0005737', 'GO:0110165']	['RAPGEF1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGAV', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'PIK3R1', 'WIPF3', 'CRK', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'WIPF1', 'PARD6A', 'SQSTM1', 'PXN', 'WIPF2', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'PIK3CA', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'DOCK3', 'TLN1', 'PTK2', 'DOCK2', 'LCK', 'PKN3', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'WDR6', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'ELMO2']
5	GO:CC	GO:0016020	membrane	1.096118927812126e-14	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8365	98	88	16420	0.8979591836734694	0.0105200239091452	query_1	['GO:0110165']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ITGA2B', 'ITGA5', 'PXN', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'DIP2A', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'WDR6', 'ELMO1', 'CBL', 'NCK2', 'PDGFRA', 'F11R', 'ELMO2']
126	GO:BP	GO:0030097	hemopoiesis	1.2350677217731612e-14	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	914	99	32	15719	0.3232323232323232	0.0350109409190372	query_1	['GO:0048468']	['ITGB1', 'PIK3R2', 'DOCK1', 'SRC', 'SMAD7', 'FGFR2', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'TRAF6', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'PTPN11', 'PDGFRA']
127	GO:BP	GO:0048010	vascular endothelial growth factor receptor signaling pathway	1.3114724036081976e-14	True	"""The series of molecular signals initiated by a ligand binding to a vascular endothelial growth factor receptor (VEGFR) on the surface of the target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb, GOC:signaling]"	53	99	12	15719	0.1212121212121212	0.2264150943396226	query_1	['GO:0007169']	['VEGFB', 'BCAR1', 'SRC', 'ITGB3', 'ITGA5', 'FYN', 'KDR', 'VAV1', 'PTK2B', 'VEGFA', 'VTN', 'PTK2']
34	REAC	REAC:R-HSA-2029482	Regulation of actin dynamics for phagocytic cup formation	1.5928682744051513e-14	True	Regulation of actin dynamics for phagocytic cup formation	66	95	14	10022	0.1473684210526315	0.2121212121212121	query_1	['REAC:R-HSA-2029480']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'WAS', 'VAV1', 'SYK', 'FCGR1A', 'PTK2', 'ELMO1', 'ELMO2']
128	GO:BP	GO:0048015	phosphatidylinositol-mediated signaling	1.6223737814197005e-14	True	"""The series of molecular signals in which a cell uses a phosphatidylinositol-mediated signaling to convert a signal into a response. Phosphatidylinositols include phosphatidylinositol (PtdIns) and its phosphorylated derivatives."" [GOC:bf, GOC:ceb, ISBN:0198506732]"	172	99	17	15719	0.1717171717171717	0.0988372093023255	query_1	['GO:0048017']	['PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'PIK3R1', 'HGF', 'PIK3AP1', 'PIK3CD', 'EGFR', 'PIK3CA', 'KDR', 'ERBB2', 'NYAP2', 'VEGFA', 'PTK2', 'CBL', 'PDGFRA']
129	GO:BP	GO:0050863	regulation of T cell activation	1.8234237235084225e-14	True	"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]"	363	99	22	15719	0.2222222222222222	0.0606060606060606	query_1	['GO:0042110', 'GO:0051249']	['NCK1', 'SRC', 'SMAD7', 'CTNNB1', 'SOS1', 'TGFBR2', 'DOCK8', 'FYN', 'LAT', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'TRAF6', 'LCK', 'PRKCZ', 'PTPN11', 'NCK2']
130	GO:BP	GO:0006909	phagocytosis	1.9489120556358348e-14	True	"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]"	242	99	19	15719	0.1919191919191919	0.0785123966942148	query_1	['GO:0006897']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'DOCK1', 'SRC', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'FCGR1A', 'PTK2', 'DOCK2', 'ELMO1', 'ELMO2']
35	REAC	REAC:R-HSA-449147	Signaling by Interleukins	2.0339875326951062e-14	True	Signaling by Interleukins	467	95	28	10022	0.2947368421052631	0.0599571734475374	query_1	['REAC:R-HSA-1280215']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'FN1', 'PIK3R2', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'PIK3CD', 'SQSTM1', 'FYN', 'LYN', 'GRB2', 'PIK3CA', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'PIK3R3', 'TRAF6', 'CRKL', 'LCK', 'BLNK', 'SMAD3', 'PTPN11', 'CBL']
131	GO:BP	GO:0006915	apoptotic process	2.0983949966962863e-14	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	99	43	15719	0.4343434343434343	0.0239021678710394	query_1	['GO:0012501']	['ITGB1', 'NCK1', 'PIK3CB', 'VEGFB', 'ITGAV', 'BCAR1', 'DOCK1', 'SRC', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'SQSTM1', 'DOCK8', 'PRKCI', 'LYN', 'SHB', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'TRAF6', 'CRKL', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'ELMO1', 'CBL', 'NCK2', 'ELMO2']
132	GO:BP	GO:0048017	inositol lipid-mediated signaling	2.3070352113249196e-14	True	"""The series of molecular signals in which a cell uses an inositol-containing lipid to convert a signal into a response. Inositol lipids include the phosphoinositides (phosphatidylinositol and its phosphorylated derivatives), ceramides containing inositol, and inositol glycolipids."" [GOC:bf, GOC:ceb, PMID:16088939]"	176	99	17	15719	0.1717171717171717	0.096590909090909	query_1	['GO:0035556']	['PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'PIK3R1', 'HGF', 'PIK3AP1', 'PIK3CD', 'EGFR', 'PIK3CA', 'KDR', 'ERBB2', 'NYAP2', 'VEGFA', 'PTK2', 'CBL', 'PDGFRA']
133	GO:BP	GO:0010634	positive regulation of epithelial cell migration	2.3070352113249196e-14	True	"""Any process that activates or increases the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	146	99	16	15719	0.1616161616161616	0.1095890410958904	query_1	['GO:0010631', 'GO:0010632', 'GO:0030335']	['RHOJ', 'MET', 'PIK3CB', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'PLCG2', 'TGFBR2', 'PIK3CD', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'DOCK5']
134	GO:BP	GO:0043412	macromolecule modification	2.391085841184656e-14	True	"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]"	3600	99	60	15719	0.6060606060606061	0.0166666666666666	query_1	['GO:0043170']	['MET', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'DIP2A', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'LCK', 'PKN3', 'PRKCZ', 'WDR6', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
135	GO:BP	GO:0065009	regulation of molecular function	2.3959375358950063e-14	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	99	50	15719	0.5050505050505051	0.0201612903225806	query_1	['GO:0065007']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'DOCK8', 'FYN', 'PRKCI', 'LAT', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
136	GO:BP	GO:0043410	positive regulation of MAPK cascade	2.4162668332214533e-14	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	464	99	24	15719	0.2424242424242424	0.0517241379310344	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']	['RAPGEF1', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'DVL2', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'TGFBR1', 'PRKCZ', 'PTPN11', 'PDGFRA']
137	GO:BP	GO:0044093	positive regulation of molecular function	2.6678559163212e-14	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	99	39	15719	0.3939393939393939	0.0265486725663716	query_1	['GO:0065009']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'SRC', 'FGFR2', 'ITGB3', 'CRK', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'DOCK8', 'FYN', 'PRKCI', 'LAT', 'LYN', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'PDGFRA', 'F11R']
138	GO:BP	GO:0050900	leukocyte migration	3.9710404268414447e-14	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	378	99	22	15719	0.2222222222222222	0.0582010582010582	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'VEGFB', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'WASL', 'SOS1', 'PIK3CD', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'PTK2', 'LCK', 'F11R']
139	GO:BP	GO:0006955	immune response	4.4387065449874556e-14	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1662	99	41	15719	0.4141414141414141	0.0246690734055355	query_1	['GO:0002376', 'GO:0050896']	['RAPGEF1', 'PIK3R2', 'BCAR1', 'SRC', 'SMAD7', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'TGFB1', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'VTN', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL']
140	GO:BP	GO:2000026	regulation of multicellular organismal development	4.849392832422538e-14	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1334	99	37	15719	0.3737373737373737	0.0277361319340329	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']	['RHOJ', 'ITGB1', 'PIK3CB', 'VEGFB', 'FN1', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PRKCI', 'PARD3', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'KDR', 'VCL', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'PTPN11', 'F11R']
141	GO:BP	GO:0007264	small GTPase mediated signal transduction	5.2155099833410267e-14	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	481	99	24	15719	0.2424242424242424	0.0498960498960499	query_1	['GO:0035556']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'DOCK1', 'SRC', 'CRK', 'SOS1', 'SQSTM1', 'DOCK8', 'WAS', 'LAT', 'DOCK4', 'GRB2', 'VAV1', 'CRKL', 'DOCK3', 'DOCK2', 'DOCK5', 'ELMO1', 'CBL', 'F11R']
142	GO:BP	GO:0007275	multicellular organism development	6.387818507307147e-14	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	99	65	15719	0.6565656565656566	0.0150532654006484	query_1	['GO:0032501', 'GO:0048856']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PARD6B', 'FYN', 'PRKCI', 'PARD3', 'ZAP70', 'LYN', 'DIP2A', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'NYAP2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
36	REAC	REAC:R-HSA-451927	Interleukin-2 family signaling	7.012891663946121e-14	True	Interleukin-2 family signaling	44	95	12	10022	0.1263157894736842	0.2727272727272727	query_1	['REAC:R-HSA-449147']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CD', 'GRB2', 'PIK3CA', 'SYK', 'PTK2B', 'PIK3R3', 'LCK']
37	REAC	REAC:R-HSA-9013149	RAC1 GTPase cycle	7.132989169773718e-14	True	RAC1 GTPase cycle	182	95	19	10022	0.2	0.1043956043956044	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PIK3R2', 'DOCK1', 'PIK3R1', 'WIPF3', 'WASL', 'SOS1', 'WIPF1', 'PARD6A', 'WIPF2', 'DOCK8', 'WAS', 'DOCK4', 'PIK3CA', 'VAV1', 'PIK3R3', 'DOCK3', 'DOCK2', 'DOCK5']
38	REAC	REAC:R-HSA-2172127	DAP12 interactions	7.851608279666192e-14	True	DAP12 interactions	33	95	11	10022	0.1157894736842105	0.3333333333333333	query_1	['REAC:R-HSA-168249']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LCP2', 'PIK3CA', 'SYK', 'PLCG1', 'LCK']
143	GO:BP	GO:0007159	leukocyte cell-cell adhesion	9.068734644903115e-14	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	394	99	22	15719	0.2222222222222222	0.0558375634517766	query_1	['GO:0098609']	['ITGB1', 'NCK1', 'SRC', 'SMAD7', 'TGFBR2', 'ITGA5', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'TRAF6', 'LCK', 'PRKCZ', 'PTPN11', 'NCK2', 'F11R']
39	REAC	REAC:R-HSA-422475	Axon guidance	9.104674867162863e-14	True	Axon guidance	540	95	29	10022	0.3052631578947368	0.0537037037037037	query_1	['REAC:R-HSA-9675108']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'WASL', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'TLN1', 'PTK2', 'PTPN11', 'NCK2']
144	GO:BP	GO:0007173	epidermal growth factor receptor signaling pathway	1.4087895436854988e-13	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	108	99	14	15719	0.1414141414141414	0.1296296296296296	query_1	['GO:0038127']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'PTPN11', 'CBL', 'NCK2']
145	GO:BP	GO:0002253	activation of immune response	1.5551234823964049e-13	True	"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	454	99	23	15719	0.2323232323232323	0.0506607929515418	query_1	['GO:0002376', 'GO:0050778']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'TRAF6', 'CRKL', 'PTK2', 'LCK', 'BLNK']
40	REAC	REAC:R-HSA-202733	Cell surface interactions at the vascular wall	1.6654832612212318e-13	True	Cell surface interactions at the vascular wall	140	95	17	10022	0.1789473684210526	0.1214285714285714	query_1	['REAC:R-HSA-109582']	['ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA5', 'FYN', 'LYN', 'PIK3CA', 'PLCG1', 'LCK', 'PTPN11', 'F11R']
41	REAC	REAC:R-HSA-177929	Signaling by EGFR	1.9789173786389191e-13	True	Signaling by EGFR	48	95	12	10022	0.1263157894736842	0.25	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'PXN', 'EGFR', 'PIK3CA', 'PLCG1', 'SH3KBP1', 'SH3GL2', 'PTPN11', 'CBL']
