Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
42	GO:CC	GO:0005737	cytoplasm	0.0003218759114475	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11233	100	86	16420	0.86	0.0076560135315588	query_1	['GO:0005622', 'GO:0110165']	['CUL3', 'EGLN3', 'RXRA', 'LRIG3', 'PTCH1', 'PNPLA2', 'MROH2B', 'IHH', 'NAA38', 'LIMCH1', 'CUL4B', 'SELENOS', 'SYVN1', 'CREBBP', 'STT3B', 'ARF1', 'DAD1', 'LMO7', 'DHH', 'CYTH4', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'TAMALIN', 'SCOC', 'CYTH2', 'ELOB', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CYTIP', 'ARFRP1', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'ARFIP2', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'EPAS1', 'ELOC', 'RPLP2', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'COPS5', 'PKHD1', 'RARA', 'DDX42', 'NRAP', 'RPN2', 'HHIP', 'HSPA8', 'CUL1', 'CUL2', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1', 'TUSC3', 'NAA35']
60	GO:BP	GO:0070085	glycosylation	0.0003282211505698	True	"""The covalent attachment and further modification of carbohydrate residues to a substrate molecule."" [GOC:hjd, GOC:mah]"	209	99	9	15719	0.0909090909090909	0.0430622009569378	query_1	['GO:0008152']	['STT3B', 'DAD1', 'UBE2J1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
59	GO:BP	GO:0006886	intracellular protein transport	0.0003282211505698	True	"""The directed movement of proteins in a cell, including the movement of proteins between specific compartments or structures within a cell, such as organelles of a eukaryotic cell."" [GOC:mah]"	865	99	18	15719	0.1818181818181818	0.0208092485549132	query_1	['GO:0008104', 'GO:0015031', 'GO:0046907']	['SELENOS', 'SYVN1', 'ARF1', 'DERL2', 'VCP', 'ARL1', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'SEL1L', 'SHH', 'FAF2', 'ERLEC1', 'HSPA8']
43	GO:CC	GO:0019005	SCF ubiquitin ligase complex	0.0003298034170939	True	"""A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."" [PMID:15571813, PMID:15688063]"	64	100	5	16420	0.05	0.078125	query_1	['GO:0031461']	['RBX1', 'SKP1', 'CUL5', 'CUL1', 'CUL2']
53	REAC	REAC:R-HSA-3371571	HSF1-dependent transactivation	0.0003451624872241	True	HSF1-dependent transactivation	24	83	4	10022	0.0481927710843373	0.1666666666666666	query_1	['REAC:R-HSA-3371556']	['CREBBP', 'HSP90AB1', 'EP300', 'HSPA8']
54	REAC	REAC:R-HSA-5619084	ABC transporter disorders	0.0003549180056975	True	ABC transporter disorders	78	83	6	10022	0.072289156626506	0.0769230769230769	query_1	['REAC:R-HSA-5619115']	['DERL2', 'VCP', 'OS9', 'DERL1', 'SEL1L', 'ERLEC1']
55	REAC	REAC:R-HSA-73893	DNA Damage Bypass	0.0003629574393454	True	DNA Damage Bypass	48	83	5	10022	0.0602409638554216	0.1041666666666666	query_1	['REAC:R-HSA-73894']	['CUL4B', 'VCP', 'DDB1', 'RBX1', 'CUL4A']
61	GO:BP	GO:0043619	regulation of transcription from RNA polymerase II promoter in response to oxidative stress	0.0003997391240898	True	"""Modulation of the frequency, rate or extent of transcription from an RNA polymerase II promoter as a result of a stimulus indicating the organism is under oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl]"	7	99	3	15719	0.0303030303030303	0.4285714285714285	query_1	['GO:0034599', 'GO:0043618']	['HIF1A', 'EPAS1', 'ARNT']
62	GO:BP	GO:0071482	cellular response to light stimulus	0.0004222463604605	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:mah]"	117	99	7	15719	0.0707070707070707	0.0598290598290598	query_1	['GO:0009416', 'GO:0071478']	['CUL4B', 'DDB2', 'CREBBP', 'DDB1', 'RBX1', 'EP300', 'CUL4A']
56	REAC	REAC:R-HSA-901042	Calnexin/calreticulin cycle	0.0004542949636603	True	Calnexin/calreticulin cycle	26	83	4	10022	0.0481927710843373	0.1538461538461538	query_1	['REAC:R-HSA-532668']	['SYVN1', 'DERL2', 'OS9', 'SEL1L']
63	GO:BP	GO:0001666	response to hypoxia	0.0004617247224021	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	278	99	10	15719	0.101010101010101	0.0359712230215827	query_1	['GO:0006950', 'GO:0036293']	['EGLN3', 'CREBBP', 'PPARD', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'EP300', 'ARNT']
64	GO:BP	GO:0043009	chordate embryonic development	0.0004905372347036	True	"""The process whose specific outcome is the progression of the embryo over time, from zygote formation through a stage including a notochord and neural tube until birth or egg hatching."" [GOC:mtg_sensu]"	640	99	15	15719	0.1515151515151515	0.0234375	query_1	['GO:0009792']	['CUL3', 'PTCH1', 'IHH', 'DAD1', 'EGLN1', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'ZFP14', 'RARA', 'PKD2', 'CUL4A', 'CDX1']
57	REAC	REAC:R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	0.0005120003223916	True	Global Genome Nucleotide Excision Repair (GG-NER)	84	83	6	10022	0.072289156626506	0.0714285714285714	query_1	['REAC:R-HSA-5696398']	['CUL4B', 'DDB2', 'DDB1', 'RBX1', 'COPS5', 'CUL4A']
65	GO:BP	GO:0048745	smooth muscle tissue development	0.0005310908776205	True	"""The process whose specific outcome is the progression of smooth muscle over time, from its formation to the mature structure."" [GOC:dph, GOC:jid, GOC:lm]"	23	99	4	15719	0.0404040404040404	0.1739130434782608	query_1	['GO:0060537']	['PTCH1', 'IHH', 'SHH', 'PKD2']
66	GO:BP	GO:0070861	regulation of protein exit from endoplasmic reticulum	0.0005310908776205	True	"""Any process that modulates the frequency, rate or extent of the directed movement of proteins from the endoplasmic reticulum."" [GOC:mah]"	23	99	4	15719	0.0404040404040404	0.1739130434782608	query_1	['GO:0032527', 'GO:0033157']	['DERL2', 'OS9', 'UBE2J1', 'ERLEC1']
67	GO:BP	GO:0017196	N-terminal peptidyl-methionine acetylation	0.0005804799912141	True	"""The acetylation of the N-terminal methionine of proteins to form the derivative N-acetyl-L-methionine."" [RESID:AA0049]"	8	99	3	15719	0.0303030303030303	0.375	query_1	['GO:0006474', 'GO:0018206']	['NAA38', 'NAA30', 'NAA35']
59	REAC	REAC:R-HSA-2644603	Signaling by NOTCH1 in Cancer	0.0006166167212853	True	Signaling by NOTCH1 in Cancer	55	83	5	10022	0.0602409638554216	0.0909090909090909	query_1	['REAC:R-HSA-5663202']	['CREBBP', 'RBX1', 'SKP1', 'EP300', 'CUL1']
63	REAC	REAC:R-HSA-2644606	Constitutive Signaling by NOTCH1 PEST Domain Mutants	0.0006166167212853	True	Constitutive Signaling by NOTCH1 PEST Domain Mutants	55	83	5	10022	0.0602409638554216	0.0909090909090909	query_1	['REAC:R-HSA-2644602']	['CREBBP', 'RBX1', 'SKP1', 'EP300', 'CUL1']
62	REAC	REAC:R-HSA-2894862	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	0.0006166167212853	True	Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants	55	83	5	10022	0.0602409638554216	0.0909090909090909	query_1	['REAC:R-HSA-2894858']	['CREBBP', 'RBX1', 'SKP1', 'EP300', 'CUL1']
61	REAC	REAC:R-HSA-2644602	Signaling by NOTCH1 PEST Domain Mutants in Cancer	0.0006166167212853	True	Signaling by NOTCH1 PEST Domain Mutants in Cancer	55	83	5	10022	0.0602409638554216	0.0909090909090909	query_1	['REAC:R-HSA-2644603']	['CREBBP', 'RBX1', 'SKP1', 'EP300', 'CUL1']
60	REAC	REAC:R-HSA-2894858	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	0.0006166167212853	True	Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer	55	83	5	10022	0.0602409638554216	0.0909090909090909	query_1	['REAC:R-HSA-2644603']	['CREBBP', 'RBX1', 'SKP1', 'EP300', 'CUL1']
58	REAC	REAC:R-HSA-9708530	Regulation of BACH1 activity	0.0006166167212853	True	Regulation of BACH1 activity	11	83	3	10022	0.036144578313253	0.2727272727272727	query_1	['REAC:R-HSA-9755511']	['RBX1', 'SKP1', 'CUL1']
68	GO:BP	GO:0036293	response to decreased oxygen levels	0.0006183597482507	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	290	99	10	15719	0.101010101010101	0.0344827586206896	query_1	['GO:0070482']	['EGLN3', 'CREBBP', 'PPARD', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'EP300', 'ARNT']
69	GO:BP	GO:0009792	embryo development ending in birth or egg hatching	0.0006437631206233	True	"""The process whose specific outcome is the progression of an embryo over time, from zygote formation until the end of the embryonic life stage. The end of the embryonic life stage is organism-specific and may be somewhat arbitrary; for mammals it is usually considered to be birth, for insects the hatching of the first instar larva from the eggshell."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	659	99	15	15719	0.1515151515151515	0.0227617602427921	query_1	['GO:0009790']	['CUL3', 'PTCH1', 'IHH', 'DAD1', 'EGLN1', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'ZFP14', 'RARA', 'PKD2', 'CUL4A', 'CDX1']
64	REAC	REAC:R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	0.0007121024277164	True	Recognition of DNA damage by PCNA-containing replication complex	30	83	4	10022	0.0481927710843373	0.1333333333333333	query_1	['REAC:R-HSA-73893']	['CUL4B', 'DDB1', 'RBX1', 'CUL4A']
70	GO:BP	GO:0071478	cellular response to radiation	0.0007782346612018	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]"	181	99	8	15719	0.0808080808080808	0.0441988950276243	query_1	['GO:0009314', 'GO:0071214']	['CUL4B', 'DDB2', 'CREBBP', 'ZMPSTE24', 'DDB1', 'RBX1', 'EP300', 'CUL4A']
71	GO:BP	GO:0051649	establishment of localization in cell	0.0007897584855104	True	"""Any process, occuring in a cell, that localizes a substance or cellular component. This may occur via movement, tethering or selective degradation."" [GOC:ai, GOC:dos, GOC:dph, GOC:tb]"	2072	99	29	15719	0.2929292929292929	0.0139961389961389	query_1	['GO:0051234', 'GO:0051641']	['CUL3', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'VCP', 'ARL1', 'ZMPSTE24', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SEL1L', 'GBF1', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'COPS5', 'PKHD1', 'HSPA8', 'PLEKHA8', 'PKD2', 'SYS1']
72	GO:BP	GO:0045184	establishment of protein localization	0.0008134859358764	True	"""The directed movement of a protein to a specific location."" [GOC:bf]"	1636	99	25	15719	0.2525252525252525	0.015281173594132	query_1	['GO:0008104', 'GO:0051234']	['SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'VCP', 'ARL1', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SEL1L', 'GBF1', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'HSPA8', 'FAM3D', 'PLEKHA8', 'SYS1']
44	GO:CC	GO:0030891	VCB complex	0.0008144020900327	True	"""A protein complex that possesses ubiquitin ligase activity; the complex is usually pentameric; for example, in mammals the subunits are pVHL, elongin B, elongin C, cullin-2 (Cul2), and Rbx1."" [GOC:mah, PMID:11865071]"	3	100	2	16420	0.02	0.6666666666666666	query_1	['GO:0000153']	['ELOB', 'CUL2']
73	GO:BP	GO:0000209	protein polyubiquitination	0.000933035487491	True	"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"	244	99	9	15719	0.0909090909090909	0.0368852459016393	query_1	['GO:0016567']	['CUL3', 'DDB2', 'SYVN1', 'UBE2J1', 'RBX1', 'SKP1', 'UBE2D2', 'ERCC8', 'CUL1']
74	GO:BP	GO:0046907	intracellular transport	0.0010107064903387	True	"""The directed movement of substances within a cell."" [GOC:ai]"	1553	99	24	15719	0.2424242424242424	0.0154539600772698	query_1	['GO:0006810', 'GO:0051641', 'GO:0051649']	['CUL3', 'SELENOS', 'SYVN1', 'ARF1', 'DERL2', 'VCP', 'ARL1', 'ZMPSTE24', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SEL1L', 'GBF1', 'SHH', 'FAF2', 'ERLEC1', 'HSPA8', 'PLEKHA8', 'SYS1']
65	REAC	REAC:R-HSA-9711123	Cellular response to chemical stress	0.0010414308290509	True	Cellular response to chemical stress	187	83	8	10022	0.0963855421686747	0.0427807486631016	query_1	['REAC:R-HSA-2262752']	['CUL3', 'RXRA', 'CREBBP', 'VCP', 'RBX1', 'SKP1', 'EP300', 'CUL1']
75	GO:BP	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	0.0010567495820756	True	"""The chemical reactions and pathways resulting in the breakdown of misfolded or attenuated proteins."" [GOC:jl]"	28	99	4	15719	0.0404040404040404	0.1428571428571428	query_1	['GO:0051603']	['CUL3', 'VCP', 'ZYG11B', 'DERL1']
76	GO:BP	GO:0033036	macromolecule localization	0.0011801193821502	True	"""Any process in which a macromolecule is transported to, or maintained in, a specific location."" [GOC:mah]"	2841	99	35	15719	0.3535353535353535	0.0123196057726152	query_1	['GO:0051179']	['RXRA', 'PTCH1', 'PNPLA2', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'HSP90AB1', 'VCP', 'ARL1', 'PLEKHA3', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'NEDD8', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'DDX42', 'HSPA8', 'FAM3D', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1']
77	GO:BP	GO:0070482	response to oxygen levels	0.0011801193821502	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	317	99	10	15719	0.101010101010101	0.0315457413249211	query_1	['GO:0009628']	['EGLN3', 'CREBBP', 'PPARD', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'EP300', 'ARNT']
78	GO:BP	GO:0009894	regulation of catabolic process	0.0011879647709839	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	971	99	18	15719	0.1818181818181818	0.0185375901132852	query_1	['GO:0009056', 'GO:0019222']	['CUL3', 'PNPLA2', 'CUL4B', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'SCOC', 'ELOB', 'ZYG11B', 'DDB1', 'RBX1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'SHH', 'EP300', 'ARNT']
79	GO:BP	GO:0051604	protein maturation	0.0012077554210112	True	"""Any process leading to the attainment of the full functional capacity of a protein."" [GOC:ai]"	319	99	10	15719	0.101010101010101	0.0313479623824451	query_1	['GO:0010467', 'GO:0019538']	['PTCH1', 'IHH', 'NAA38', 'CREBBP', 'DHH', 'ZMPSTE24', 'NAA30', 'SHH', 'EP300', 'NAA35']
66	REAC	REAC:R-HSA-382556	ABC-family proteins mediated transport	0.0012357207596675	True	ABC-family proteins mediated transport	101	83	6	10022	0.072289156626506	0.0594059405940594	query_1	['REAC:R-HSA-382551']	['DERL2', 'VCP', 'OS9', 'DERL1', 'SEL1L', 'ERLEC1']
67	REAC	REAC:R-HSA-1170546	Prolactin receptor signaling	0.0012491056959694	True	Prolactin receptor signaling	14	83	3	10022	0.036144578313253	0.2142857142857142	query_1	['REAC:R-HSA-1280215']	['RBX1', 'SKP1', 'CUL1']
80	GO:BP	GO:0001701	in utero embryonic development	0.0012769298121948	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	99	11	15719	0.1111111111111111	0.0281329923273657	query_1	['GO:0043009']	['CUL3', 'PTCH1', 'IHH', 'DAD1', 'EGLN1', 'HIF1A', 'EPAS1', 'ARNT', 'ZFP14', 'PKD2', 'CUL4A']
81	GO:BP	GO:0034067	protein localization to Golgi apparatus	0.0012983228181896	True	"""A process in which a protein is transported to, or maintained in, a location within the Golgi apparatus."" [GOC:mah]"	30	99	4	15719	0.0404040404040404	0.1333333333333333	query_1	['GO:0033365']	['ARL1', 'ARFRP1', 'GBF1', 'SYS1']
84	GO:BP	GO:0030908	protein splicing	0.0013461734558211	True	"""The post-translational removal of peptide sequences from within a protein sequence."" [GOC:mah]"	2	99	2	15719	0.0202020202020202	1.0	query_1	['GO:0016485']	['IHH', 'SHH']
86	GO:BP	GO:0001890	placenta development	0.0013461734558211	True	"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	147	99	7	15719	0.0707070707070707	0.0476190476190476	query_1	['GO:0048513']	['PPARD', 'HSP90AB1', 'EGLN1', 'HIF1A', 'EPAS1', 'ARNT', 'PKD2']
85	GO:BP	GO:0009790	embryo development	0.0013461734558211	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1083	99	19	15719	0.1919191919191919	0.0175438596491228	query_1	['GO:0007275']	['CUL3', 'LRIG3', 'PTCH1', 'IHH', 'CREBBP', 'DAD1', 'CDON', 'ARFRP1', 'EGLN1', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'ZFP14', 'RARA', 'PKD2', 'CUL4A', 'CDX1']
83	GO:BP	GO:0016539	intein-mediated protein splicing	0.0013461734558211	True	"""The removal of an internal amino acid sequence (an intein) from a protein during protein maturation; the excision of inteins is precise and the N- and C-terminal exteins are joined by a normal peptide bond. Protein splicing involves 4 nucleophilic displacements by the 3 conserved splice junction residues."" [GOC:ma, http://www.neb.com/neb/inteins.html]"	2	99	2	15719	0.0202020202020202	1.0	query_1	['GO:0030908']	['IHH', 'SHH']
82	GO:BP	GO:0072194	kidney smooth muscle tissue development	0.0013461734558211	True	"""The process whose specific outcome is the progression of smooth muscle in the kidney over time, from its formation to the mature structure."" [GOC:mtg_kidney_jan10]"	2	99	2	15719	0.0202020202020202	1.0	query_1	['GO:0001822', 'GO:0048745']	['SHH', 'PKD2']
87	GO:BP	GO:0008104	protein localization	0.0014691089310351	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2399	99	31	15719	0.3131313131313131	0.0129220508545227	query_1	['GO:0070727']	['PTCH1', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'HSP90AB1', 'VCP', 'ARL1', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'NEDD8', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'DDX42', 'HSPA8', 'FAM3D', 'PLEKHA8', 'PKD2', 'SYS1']
88	GO:BP	GO:0009101	glycoprotein biosynthetic process	0.0014808412398759	True	"""The chemical reactions and pathways resulting in the formation of glycoproteins, a protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide."" [GOC:go_curators, ISBN:0198506732]"	265	99	9	15719	0.0909090909090909	0.0339622641509433	query_1	['GO:0009059', 'GO:0009100', 'GO:1901137', 'GO:1901566']	['STT3B', 'DAD1', 'UBE2J1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
89	GO:BP	GO:0070727	cellular macromolecule localization	0.0015582671657385	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2409	99	31	15719	0.3131313131313131	0.0128684101286841	query_1	['GO:0033036', 'GO:0051641']	['PTCH1', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'HSP90AB1', 'VCP', 'ARL1', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'NEDD8', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'DDX42', 'HSPA8', 'FAM3D', 'PLEKHA8', 'PKD2', 'SYS1']
45	GO:CC	GO:0031467	Cul7-RING ubiquitin ligase complex	0.0015870575576717	True	"""A ubiquitin ligase complex in which a cullin from the Cul7 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 linker and an F-box protein."" [PMID:15571813, PMID:15688063]"	4	100	2	16420	0.02	0.5	query_1	['GO:0031461']	['RBX1', 'SKP1']
91	GO:BP	GO:0070914	UV-damage excision repair	0.0016371345803175	True	"""A DNA repair process that is initiated by an endonuclease that introduces a single-strand incision immediately 5' of a UV-induced damage site. UV-damage excision repair acts on both cyclobutane pyrimidine dimers (CPDs) and pyrimidine-pyrimidone 6-4 photoproducts (6-4PPs)."" [GOC:mah, PMID:9619100]"	12	99	3	15719	0.0303030303030303	0.25	query_1	['GO:0006281', 'GO:0034644']	['CUL4B', 'DDB2', 'DDB1']
90	GO:BP	GO:0097264	self proteolysis	0.0016371345803175	True	"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their own peptide bonds."" [GOC:yaf, PMID:18676612, PMID:19144634]"	12	99	3	15719	0.0303030303030303	0.25	query_1	['GO:0006508']	['IHH', 'DHH', 'SHH']
92	GO:BP	GO:0043687	post-translational protein modification	0.0016371345803175	True	"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]"	64	99	5	15719	0.0505050505050505	0.078125	query_1	['GO:0036211']	['STT3B', 'RBX1', 'STT3A', 'RNF7', 'COPS5']
