Waardenburg-Shah syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
312	REAC	REAC:R-HSA-5637812	Signaling by EGFRvIII in Cancer	6.907738025928608e-10	True	Signaling by EGFRvIII in Cancer	13	104	6	17376	0.0576923076923076	0.4615384615384615	query_1	['REAC:R-HSA-1643713']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
313	REAC	REAC:R-HSA-5637810	Constitutive Signaling by EGFRvIII	6.907738025928608e-10	True	Constitutive Signaling by EGFRvIII	13	104	6	17376	0.0576923076923076	0.4615384615384615	query_1	['REAC:R-HSA-5637812']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
314	GO:BP	GO:0014066	regulation of phosphatidylinositol 3-kinase signaling	6.920514209845145e-10	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade."" [GOC:ef]"	108	104	11	17376	0.1057692307692307	0.1018518518518518	query_1	['GO:0014065', 'GO:1902531']	['PLXNB1', 'FN1', 'SRC', 'HGF', 'EGFR', 'VEGFA', 'PTK2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
315	GO:BP	GO:0014068	positive regulation of phosphatidylinositol 3-kinase signaling	6.936764746753341e-10	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the phosphatidylinositol 3-kinase cascade."" [GOC:ef]"	80	104	10	17376	0.0961538461538461	0.125	query_1	['GO:0014065', 'GO:0014066', 'GO:1902533']	['PLXNB1', 'FN1', 'SRC', 'HGF', 'VEGFA', 'PTK2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
316	GO:BP	GO:0060284	regulation of cell development	6.943028001314628e-10	True	"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]"	803	104	24	17376	0.2307692307692307	0.0298879202988792	query_1	['GO:0045595', 'GO:0048468']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'PIK3R1', 'MITF', 'TFE3', 'SOS1', 'TGFBR2', 'ZAP70', 'SOX10', 'LYN', 'TGFB1', 'VCL', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'EDNRB', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
317	GO:BP	GO:0001558	regulation of cell growth	7.5646012071391e-10	True	"""Any process that modulates the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	417	104	18	17376	0.173076923076923	0.0431654676258992	query_1	['GO:0016049', 'GO:0040008', 'GO:0051128']	['FN1', 'BCAR1', 'SPP1', 'CRK', 'TNC', 'TGFB1', 'EGFR', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'TGFBR1', 'L1CAM', 'NRP1', 'ADAM15', 'SEMA4D']
318	GO:BP	GO:0002764	immune response-regulating signaling pathway	7.835320996992092e-10	True	"""The cascade of processes by which a signal interacts with a receptor, causing a change in the level or activity of a second messenger or other downstream target, and ultimately leading to the activation, perpetuation, or inhibition of an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	418	104	18	17376	0.173076923076923	0.0430622009569378	query_1	['GO:0007165', 'GO:0050776']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK']
319	GO:BP	GO:0007596	blood coagulation	8.598139797246168e-10	True	"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [http://www.graylab.ac.uk/omd/, ISBN:0198506732]"	221	104	14	17376	0.1346153846153846	0.0633484162895927	query_1	['GO:0007599', 'GO:0042060', 'GO:0050817']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'EDN1', 'VTN', 'TLN1', 'LCK', 'THBS1', 'PDGFRA']
320	GO:BP	GO:0090497	mesenchymal cell migration	8.913492138221349e-10	True	"""The orderly movement of a mesenchymal cell from one site to another, often during the development of a multicellular organism."" [GOC:dph, GOC:tb]"	58	104	9	17376	0.0865384615384615	0.1551724137931034	query_1	['GO:0001667']	['FN1', 'EDNRA', 'EDN3', 'SOX10', 'NRP2', 'EDN1', 'EDNRB', 'NRP1', 'SEMA4D']
321	GO:BP	GO:0050817	coagulation	1.080569594357932e-09	True	"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]"	225	104	14	17376	0.1346153846153846	0.0622222222222222	query_1	['GO:0032501']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'EDN1', 'VTN', 'TLN1', 'LCK', 'THBS1', 'PDGFRA']
322	GO:BP	GO:0051345	positive regulation of hydrolase activity	1.080569594357932e-09	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	547	104	20	17376	0.1923076923076923	0.036563071297989	query_1	['GO:0043085', 'GO:0051336']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'EDNRA', 'CRK', 'ITK', 'SOS1', 'FYN', 'LYN', 'EGFR', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'LCK', 'PDGFRA', 'SEMA4D', 'FLT1']
323	GO:BP	GO:0051246	regulation of protein metabolic process	1.152405989844822e-09	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2393	104	41	17376	0.3942307692307692	0.0171333054743	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['VEGFB', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
324	GO:BP	GO:0090066	regulation of anatomical structure size	1.176043009599618e-09	True	"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]"	488	104	19	17376	0.1826923076923076	0.0389344262295082	query_1	['GO:0065008']	['KEL', 'EDN2', 'FN1', 'PIK3R2', 'SPP1', 'EDNRA', 'EDN3', 'GRB2', 'VAV1', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'EDNRB', 'L1CAM', 'XK', 'NRP1', 'SEMA4D']
325	REAC	REAC:R-HSA-9665348	Signaling by ERBB2 ECD mutants	1.1819048803082191e-09	True	Signaling by ERBB2 ECD mutants	14	104	6	17376	0.0576923076923076	0.4285714285714285	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
326	GO:BP	GO:0007599	hemostasis	1.1949340482109175e-09	True	"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]"	227	104	14	17376	0.1346153846153846	0.0616740088105726	query_1	['GO:0050878']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'EDN1', 'VTN', 'TLN1', 'LCK', 'THBS1', 'PDGFRA']
327	GO:BP	GO:0001952	regulation of cell-matrix adhesion	1.1949340482109175e-09	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to the extracellular matrix."" [GOC:hjd]"	114	104	11	17376	0.1057692307692307	0.0964912280701754	query_1	['GO:0007160', 'GO:0010810']	['SRC', 'ITGB3', 'PIK3R1', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'NRP1', 'THBS1', 'ADAM15']
328	GO:BP	GO:0046777	protein autophosphorylation	1.4173235358676402e-09	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	230	104	14	17376	0.1346153846153846	0.0608695652173913	query_1	['GO:0006468']	['SRC', 'FYN', 'NEK6', 'ZAP70', 'LYN', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PTK2', 'LCK', 'PDGFRA', 'FLT1']
329	GO:BP	GO:0050851	antigen receptor-mediated signaling pathway	1.4195137577466467e-09	True	"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."" [GOC:add]"	188	104	13	17376	0.125	0.0691489361702127	query_1	['GO:0002429']	['BCAR1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'SYK', 'PLCG1', 'CRKL', 'LCK']
330	GO:BP	GO:0071675	regulation of mononuclear cell migration	1.4274103770816679e-09	True	"""Any process that modulates the rate, frequency or extent of mononuclear cell migration. Mononuclear cell migration is the movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	116	104	11	17376	0.1057692307692307	0.0948275862068965	query_1	['GO:0002685', 'GO:0071674']	['ITGB3', 'CRK', 'ITGA4', 'MADCAM1', 'LYN', 'TGFB1', 'PTK2B', 'CRKL', 'PTK2', 'THBS1', 'JAM2']
331	REAC	REAC:R-HSA-373755	Semaphorin interactions	1.4700804896603142e-09	True	Semaphorin interactions	64	104	9	17376	0.0865384615384615	0.140625	query_1	['REAC:R-HSA-422475']	['MET', 'ITGB1', 'PLXNB1', 'FYN', 'ERBB2', 'TLN1', 'NRP1', 'SEMA4D', 'PLXNA1']
332	GO:BP	GO:0043066	negative regulation of apoptotic process	1.5406316643634754e-09	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	837	104	24	17376	0.2307692307692307	0.028673835125448	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['ITGB1', 'VEGFB', 'ITGAV', 'SRC', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'ITGA5', 'SOX10', 'PLK1', 'EGFR', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'CBL', 'SEMA4D']
333	GO:BP	GO:0006915	apoptotic process	1.6205374591230456e-09	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1798	104	35	17376	0.3365384615384615	0.0194660734149054	query_1	['GO:0012501']	['ITGB1', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'EDNRA', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'TGFBR2', 'ITGA5', 'ITGA4', 'NEK6', 'SOX10', 'LYN', 'TGFB1', 'PLK1', 'EGFR', 'PLCG1', 'ERBB2', 'EDN1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'SEMA4D']
334	GO:BP	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	1.6866422304841386e-09	True	"""Any semaphorin-plexin signaling pathway that is involved in axon guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22790009]"	14	104	6	17376	0.0576923076923076	0.4285714285714285	query_1	['GO:0007411', 'GO:1902285']	['PLXNB1', 'EDNRA', 'EDN1', 'ECE1', 'NRP1', 'PLXNA1']
335	GO:BP	GO:0044087	regulation of cellular component biogenesis	1.7515765630375435e-09	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	919	104	25	17376	0.2403846153846154	0.0272034820457018	query_1	['GO:0044085', 'GO:0050794']	['MET', 'RAPGEF1', 'PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PLCG2', 'EML3', 'PXN', 'NEK7', 'GRB2', 'PLK1', 'JAM3', 'VCL', 'SYK', 'PTK2B', 'VEGFA', 'EML2', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'PTPN11', 'SEMA4D']
336	REAC	REAC:R-HSA-451927	Interleukin-2 family signaling	1.848692385283518e-09	True	Interleukin-2 family signaling	44	104	8	17376	0.0769230769230769	0.1818181818181818	query_1	['REAC:R-HSA-449147']	['PIK3R2', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'SYK', 'PTK2B', 'LCK']
337	GO:BP	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	1.9517934137576624e-09	True	"""An immune response-regulating cell surface receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GO_REF:0000022, GOC:add, GOC:bf, ISBN:0781735149]"	26	104	7	17376	0.0673076923076923	0.2692307692307692	query_1	['GO:0002252', 'GO:0002768', 'GO:0006909']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
338	GO:BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	1.9517934137576624e-09	True	"""An Fc-gamma receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GOC:phg, PMID:12488490, PMID:15466916]"	26	104	7	17376	0.0673076923076923	0.2692307692307692	query_1	['GO:0002431', 'GO:0002433', 'GO:0038094']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
339	GO:BP	GO:0002688	regulation of leukocyte chemotaxis	2.0117278289067118e-09	True	"""Any process that modulates the frequency, rate, or extent of leukocyte chemotaxis."" [GOC:add]"	120	104	11	17376	0.1057692307692307	0.0916666666666666	query_1	['GO:0002685', 'GO:0030595', 'GO:0050920']	['EDN2', 'VEGFB', 'EDN3', 'LYN', 'JAM3', 'EDN1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'PGF']
340	GO:BP	GO:0032879	regulation of localization	2.155863109326776e-09	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2020	104	37	17376	0.3557692307692308	0.0183168316831683	query_1	['GO:0050789', 'GO:0051179']	['RAPGEF1', 'KEL', 'ITGB1', 'ITGAV', 'PIK3R2', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'EDN3', 'FYN', 'LYN', 'TGFB1', 'PLK1', 'EGFR', 'VCL', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'CBL', 'PTPN11']
341	GO:BP	GO:0002757	immune response-activating signaling pathway	2.1782381337097622e-09	True	"""The series of molecular signals generated by a ligand binding to its receptor that lead to the activation or perpetuation of an immune response."" [GOC:add]"	390	104	17	17376	0.1634615384615384	0.0435897435897435	query_1	['GO:0002253', 'GO:0002764']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK']
342	GO:BP	GO:0050770	regulation of axonogenesis	2.1782381337097622e-09	True	"""Any process that modulates the frequency, rate or extent of axonogenesis, the generation of an axon, the long process of a neuron."" [GOC:ai]"	156	104	12	17376	0.1153846153846153	0.0769230769230769	query_1	['GO:0007409', 'GO:0010975', 'GO:0022603']	['KEL', 'PLXNB1', 'FN1', 'SPP1', 'POU3F2', 'CDH1', 'VEGFA', 'L1CAM', 'XK', 'NRP1', 'SEMA4D', 'PLXNA1']
343	REAC	REAC:R-HSA-1227986	Signaling by ERBB2	2.200077582928949e-09	True	Signaling by ERBB2	45	104	8	17376	0.0769230769230769	0.1777777777777777	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'FYN', 'EGFR', 'PLCG1', 'ERBB2']
344	GO:BP	GO:0030029	actin filament-based process	2.203077474054161e-09	True	"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]"	779	104	23	17376	0.2211538461538461	0.0295250320924261	query_1	['GO:0009987']	['MET', 'ITGB1', 'ITGB5', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PXN', 'GRB2', 'TGFB1', 'JAM3', 'EDN1', 'SH3KBP1', 'PTK2B', 'TLN1', 'TGFBR1', 'NRP1', 'PDGFRA']
345	GO:BP	GO:0031032	actomyosin structure organization	2.42148349461478e-09	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]"	197	104	13	17376	0.125	0.065989847715736	query_1	['GO:0030036']	['MET', 'ITGB1', 'ITGB5', 'PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'EDN1', 'PTK2B', 'TGFBR1', 'NRP1', 'PDGFRA']
346	GO:BP	GO:0036211	protein modification process	2.486200477169399e-09	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3393	104	49	17376	0.4711538461538461	0.0144414972001178	query_1	['GO:0019538', 'GO:0043412']	['MET', 'VEGFB', 'FN1', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'NEK9', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'NEK6', 'LAT', 'ZAP70', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'MOGS', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
347	GO:BP	GO:0032956	regulation of actin cytoskeleton organization	2.788738010808432e-09	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	342	104	16	17376	0.1538461538461538	0.0467836257309941	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']	['MET', 'PIK3R2', 'CD2AP', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'GRB2', 'TGFB1', 'JAM3', 'EDN1', 'PTK2B', 'TGFBR1', 'NRP1', 'PDGFRA']
348	GO:BP	GO:0048598	embryonic morphogenesis	2.8839513199359715e-09	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	581	104	20	17376	0.1923076923076923	0.0344234079173838	query_1	['GO:0009653', 'GO:0009790']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'EDNRA', 'ITGB3', 'TGFB3', 'SOS1', 'TGFBR2', 'ITGA5', 'ITGA4', 'GRB2', 'TGFB1', 'EDN1', 'ECE1', 'VTN', 'TGFBR1', 'ITGA3', 'PDGFRA', 'FLT1']
349	GO:BP	GO:0006898	receptor-mediated endocytosis	2.8951733828681663e-09	True	"""An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles."" [GOC:mah, ISBN:0716731363]"	244	104	14	17376	0.1346153846153846	0.0573770491803278	query_1	['GO:0006897']	['ITGB1', 'ITGAV', 'CD2AP', 'ITGB3', 'PLCG2', 'TGFBR2', 'ITGA4', 'GRB2', 'EGFR', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'CBL']
350	REAC	REAC:R-HSA-166520	Signaling by NTRKs	2.932556952294036e-09	True	Signaling by NTRKs	129	104	11	17376	0.1057692307692307	0.0852713178294573	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'PIK3R2', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PLCG1', 'SH3GL2', 'CRKL', 'PTPN11']
351	REAC	REAC:R-HSA-8874081	MET activates PTK2 signaling	2.973911722555267e-09	True	MET activates PTK2 signaling	29	104	7	17376	0.0673076923076923	0.2413793103448276	query_1	['REAC:R-HSA-8875878']	['MET', 'ITGB1', 'FN1', 'SRC', 'HGF', 'PTK2', 'ITGA3']
352	GO:BP	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	3.136011307416722e-09	True	"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to an inositol lipid at the 3' position of the inositol ring."" [GOC:bf]"	45	104	8	17376	0.0769230769230769	0.1777777777777777	query_1	['GO:0043550']	['PIK3R2', 'SRC', 'PIK3R1', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA', 'FLT1']
353	GO:BP	GO:0042981	regulation of apoptotic process	3.4686069737716963e-09	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	104	30	17376	0.2884615384615384	0.0218023255813953	query_1	['GO:0006915', 'GO:0043067']	['ITGB1', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'ITGA5', 'ITGA4', 'SOX10', 'LYN', 'TGFB1', 'PLK1', 'EGFR', 'PLCG1', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'CBL', 'SEMA4D']
