Myoclonic-astatic epilepsy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
182	GO:CC	GO:0043235	receptor complex	1.619358653537387e-07	True	"""Any protein complex that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function."" [GOC:go_curators]"	534	104	17	22122	0.1634615384615384	0.0318352059925093	query_1	['GO:0032991']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'LRP2', 'TFRC', 'ITGA2B', 'ITGA5', 'HFE', 'LDLR', 'LRP1', 'TF', 'TFR2', 'MUSK', 'LRP8', 'ITGB6', 'APP']
183	GO:BP	GO:0003013	circulatory system process	1.6923573798563998e-07	True	"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]"	599	103	19	21110	0.1844660194174757	0.031719532554257	query_1	['GO:0003008']	['SLC6A1', 'NTS', 'HBB', 'SRC', 'FGA', 'LRP2', 'SLC2A1', 'TFRC', 'APOE', 'SCN1A', 'FYN', 'AGT', 'BIN1', 'NTSR1', 'LRP1', 'FGB', 'FGG', 'CTSG', 'ELN']
184	GO:CC	GO:0009898	cytoplasmic side of plasma membrane	1.7871056518417138e-07	True	"""The leaflet the plasma membrane that faces the cytoplasm and any proteins embedded or anchored in it or attached to its surface."" [GOC:dos, GOC:tb]"	172	104	11	22122	0.1057692307692307	0.063953488372093	query_1	['GO:0005886', 'GO:0098562']	['SRC', 'AP2M1', 'AP2B1', 'FYN', 'AP2S1', 'AP2A2', 'LDLRAP1', 'NTSR1', 'AP2A1', 'FGR', 'PTK2']
185	GO:BP	GO:0015850	organic hydroxy compound transport	1.883003372535145e-07	True	"""The directed movement of an organic hydroxy compound (organic alcohol) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. An organic hydroxy compound is an organic compound having at least one hydroxy group attached to a carbon atom."" [GOC:ai]"	280	103	14	21110	0.1359223300970873	0.05	query_1	['GO:0071702']	['APOC3', 'SPP1', 'ITGB3', 'APOE', 'LDLR', 'PCSK9', 'AGT', 'LDLRAP1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2', 'DAB2']
186	KEGG	KEGG:04510	Focal adhesion	1.890459336314829e-07	True	Focal adhesion	202	73	14	8161	0.1917808219178082	0.0693069306930693	query_1	['KEGG:00000']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'ITGA2B', 'ITGA5', 'FYN', 'VTN', 'TLN1', 'PTK2', 'ITGB6']
187	GO:BP	GO:0007596	blood coagulation	1.9296108281807573e-07	True	"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [http://www.graylab.ac.uk/omd/, ISBN:0198506732]"	229	103	13	21110	0.1262135922330097	0.056768558951965	query_1	['GO:0007599', 'GO:0042060', 'GO:0050817']	['FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'APOE', 'FGB', 'FGG', 'CTSG', 'DMTN', 'SERPINA1', 'VTN', 'TLN1']
188	GO:BP	GO:0070527	platelet aggregation	1.9432850091700407e-07	True	"""The adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:BHF, GOC:vk]"	74	103	9	21110	0.087378640776699	0.1216216216216216	query_1	['GO:0030168', 'GO:0034109']	['FN1', 'HBB', 'FGA', 'ITGB3', 'FGB', 'FGG', 'CTSG', 'DMTN', 'TLN1']
189	WP	WP:WP306	Focal adhesion	2.480012293086202e-07	True	Focal adhesion	197	86	15	8133	0.1744186046511628	0.0761421319796954	query_1	['WP:000000']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'ITGA2B', 'ITGA5', 'FYN', 'FGR', 'VTN', 'TLN1', 'PTK2', 'ITGB6']
190	GO:MF	GO:0030023	extracellular matrix constituent conferring elasticity	2.486540275805624e-07	True	"""A component of the extracellular matrix that enables the matrix to recoil after transient stretching."" [GOC:mah, ISBN:0815316194]"	9	103	5	20195	0.0485436893203883	0.5555555555555556	query_1	['GO:0005201', 'GO:0097493']	['FBLN5', 'FBLN2', 'FBN1', 'FBN2', 'ELN']
191	GO:BP	GO:0050817	coagulation	2.5236697777136085e-07	True	"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]"	234	103	13	21110	0.1262135922330097	0.0555555555555555	query_1	['GO:0032501']	['FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'APOE', 'FGB', 'FGG', 'CTSG', 'DMTN', 'SERPINA1', 'VTN', 'TLN1']
192	GO:BP	GO:0007599	hemostasis	2.660817007620917e-07	True	"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]"	235	103	13	21110	0.1262135922330097	0.0553191489361702	query_1	['GO:0050878']	['FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'APOE', 'FGB', 'FGG', 'CTSG', 'DMTN', 'SERPINA1', 'VTN', 'TLN1']
193	GO:BP	GO:0099590	neurotransmitter receptor internalization	2.6637249840166226e-07	True	"""A receptor-mediated endocytosis process that results in the internalization of a neurotransmitter receptor."" [GOC:dos]"	31	103	7	21110	0.0679611650485436	0.2258064516129032	query_1	['GO:0031503', 'GO:0031623']	['ITGB3', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1', 'NUMB']
194	GO:BP	GO:0045937	positive regulation of phosphate metabolic process	2.797074136956309e-07	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	860	103	22	21110	0.2135922330097087	0.0255813953488372	query_1	['GO:0006796', 'GO:0010562', 'GO:0019220']	['C3', 'SRC', 'ITGB3', 'TGFB3', 'SNX9', 'TFRC', 'LRP4', 'ITGA5', 'HFE', 'FYN', 'AGT', 'NTSR1', 'TF', 'FGR', 'MUSK', 'VTN', 'APOC2', 'LRP8', 'PTK2', 'APP', 'DAB2', 'HPX']
195	GO:BP	GO:0010562	positive regulation of phosphorus metabolic process	2.797074136956309e-07	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	860	103	22	21110	0.2135922330097087	0.0255813953488372	query_1	['GO:0006793', 'GO:0031325', 'GO:0051174']	['C3', 'SRC', 'ITGB3', 'TGFB3', 'SNX9', 'TFRC', 'LRP4', 'ITGA5', 'HFE', 'FYN', 'AGT', 'NTSR1', 'TF', 'FGR', 'MUSK', 'VTN', 'APOC2', 'LRP8', 'PTK2', 'APP', 'DAB2', 'HPX']
196	WP	WP:WP5110	Familial hyperlipidemia type 3	2.871373405227642e-07	True	Familial hyperlipidemia type 3	13	86	6	8133	0.0697674418604651	0.4615384615384615	query_1	['WP:000000']	['APOE', 'LDLR', 'APOA1', 'LRP1', 'APOA2', 'APOA4']
197	GO:BP	GO:1905918	regulation of CoA-transferase activity	2.891041645144799e-07	True	"""Any process that modulates the frequency, rate or extent of CoA-transferase activity."" [GO_REF:0000059, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:20164328]"	8	103	5	21110	0.0485436893203883	0.625	query_1	['GO:0051338']	['APOE', 'AGT', 'APOA1', 'APOA2', 'APOA4']
198	GO:BP	GO:1905920	positive regulation of CoA-transferase activity	2.891041645144799e-07	True	"""Any process that activates or increases the frequency, rate or extent of CoA-transferase activity."" [GO_REF:0000059, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:20164328]"	8	103	5	21110	0.0485436893203883	0.625	query_1	['GO:0051347', 'GO:1905918']	['APOE', 'AGT', 'APOA1', 'APOA2', 'APOA4']
199	GO:CC	GO:0071682	endocytic vesicle lumen	2.903415426602784e-07	True	"""The volume enclosed by the membrane of an endocytic vesicle."" [GOC:pde]"	23	104	6	22122	0.0576923076923076	0.2608695652173913	query_1	['GO:0030139', 'GO:0070013']	['HBB', 'APOE', 'APOA1', 'HP', 'MPO', 'HPX']
200	GO:BP	GO:0030301	cholesterol transport	2.9132282610832617e-07	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah, ISBN:0198506732]"	109	103	10	21110	0.0970873786407767	0.091743119266055	query_1	['GO:0015918']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
201	REAC	REAC:R-HSA-6802948	Signaling by high-kinase activity BRAF mutants	3.065571131793104e-07	True	Signaling by high-kinase activity BRAF mutants	35	99	8	10790	0.0808080808080808	0.2285714285714285	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
202	REAC	REAC:R-HSA-5653656	Vesicle-mediated transport	3.3952462005968135e-07	True	Vesicle-mediated transport	718	99	26	10790	0.2626262626262626	0.0362116991643454	query_1	['REAC:0000000']	['HBB', 'AMPH', 'LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'MYO6', 'TPD52', 'LDLR', 'AP2S1', 'AP2A2', 'LDLRAP1', 'BIN1', 'APOA1', 'LRP1', 'TF', 'AP2A1', 'HP', 'SERPINA1', 'APP', 'DAB2', 'ALB', 'HPX']
203	REAC	REAC:R-HSA-5140745	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	3.534157614856486e-07	True	WNT5A-dependent internalization of FZD2, FZD5 and ROR2	13	99	6	10790	0.0606060606060606	0.4615384615384615	query_1	['REAC:R-HSA-4086400']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
204	GO:CC	GO:0005769	early endosome	3.692255396429207e-07	True	"""A membrane-bounded organelle that receives incoming material from primary endocytic vesicles that have been generated by clathrin-dependent and clathrin-independent endocytosis; vesicles fuse with the early endosome to deliver cargo for sorting into recycling or degradation pathways."" [GOC:mah, NIF_Subcellular:nlx_subcell_20090701, PMID:19696797]"	418	104	15	22122	0.1442307692307692	0.0358851674641148	query_1	['GO:0005768']	['APOC3', 'TFRC', 'APOE', 'HFE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'LRP1', 'TF', 'APOA2', 'APOA4', 'APOC2', 'APP', 'NUMB']
205	HP	HP:0400008	Menometrorrhagia	3.713619034911208e-07	True	Prolonged/excessive menses and bleeding at irregular intervals.	5	62	5	4851	0.0806451612903225	1.0	query_1	['HP:0000140']	['FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG']
206	GO:CC	GO:0030659	cytoplasmic vesicle membrane	4.193605510665864e-07	True	"""The lipid bilayer surrounding a cytoplasmic vesicle."" [GOC:mah]"	1204	104	24	22122	0.2307692307692307	0.0199335548172757	query_1	['GO:0012506', 'GO:0031410']	['ITGB1', 'ITGAV', 'ITGB3', 'AMPH', 'LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'ITGA2B', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'BIN1', 'LRP1', 'TF', 'AP2A1', 'DAB2', 'NUMB']
207	GO:MF	GO:0038024	cargo receptor activity	4.291822496112445e-07	True	"""Binding specifically to a substance (cargo) to deliver it to a transport vesicle. Cargo receptors span a membrane (either the plasma membrane or a vesicle membrane), binding simultaneously to cargo molecules and coat adaptors, to efficiently recruit soluble proteins to nascent vesicles."" [PMID:15239958, PMID:27903609]"	88	103	9	20195	0.087378640776699	0.1022727272727272	query_1	['GO:0003674']	['LRP2', 'TFRC', 'CD320', 'LDLR', 'LRP1', 'TFR2', 'VTN', 'LRP8', 'DAB2']
208	GO:BP	GO:0043691	reverse cholesterol transport	4.293999280093881e-07	True	"""The directed movement of peripheral cell cholesterol, cholest-5-en-3-beta-ol, towards the liver for catabolism."" [GOC:ecd, PMID:7751809]"	18	103	6	21110	0.058252427184466	0.3333333333333333	query_1	['GO:0030301']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOA4', 'APOC2']
209	GO:BP	GO:0048260	positive regulation of receptor-mediated endocytosis	4.387625289146402e-07	True	"""Any process that activates or increases the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	54	103	8	21110	0.0776699029126213	0.1481481481481481	query_1	['GO:0006898', 'GO:0045807', 'GO:0048259']	['C3', 'AP2M1', 'HFE', 'PCSK9', 'LDLRAP1', 'TF', 'VTN', 'DAB2']
210	GO:BP	GO:0045834	positive regulation of lipid metabolic process	4.4079910119427113e-07	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	152	103	11	21110	0.1067961165048543	0.0723684210526315	query_1	['GO:0006629', 'GO:0009893', 'GO:0019216']	['SRC', 'APOE', 'LDLR', 'LDLRAP1', 'APOA1', 'APOA2', 'FGR', 'APOA4', 'APOC2', 'PTK2', 'DAB2']
211	WP	WP:WP5304	Cholesterol metabolism	4.878494905661971e-07	True	Cholesterol metabolism	72	86	10	8133	0.1162790697674418	0.1388888888888889	query_1	['WP:000000']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
212	REAC	REAC:R-HSA-182218	Nef Mediated CD8 Down-regulation	5.151090039937847e-07	True	Nef Mediated CD8 Down-regulation	7	99	5	10790	0.0505050505050505	0.7142857142857143	query_1	['REAC:R-HSA-164938']	['AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
213	GO:BP	GO:0006954	inflammatory response	5.276214044344074e-07	True	"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]"	803	103	21	21110	0.203883495145631	0.0261519302615193	query_1	['GO:0006952']	['C3', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'TFRC', 'APOE', 'FYN', 'LDLR', 'AGT', 'APOA1', 'LRP1', 'ORM2', 'TFR2', 'HP', 'APOA2', 'FGR', 'SERPINA1', 'ITGB6', 'APP', 'ORM1']
214	GO:CC	GO:0001527	microfibril	5.288826374154719e-07	True	"""Extracellular matrix components occurring independently or along with elastin. Thought to have force-bearing functions in tendon. In addition to fibrillins, microfibrils may contain other associated proteins."" [PMID:27026396]"	12	104	5	22122	0.048076923076923	0.4166666666666667	query_1	['GO:0031012', 'GO:0099512']	['LTBP1', 'FBN1', 'FBN2', 'MFAP2', 'MFAP5']
215	REAC	REAC:R-HSA-2187338	Visual phototransduction	5.406980993997133e-07	True	Visual phototransduction	98	99	11	10790	0.1111111111111111	0.1122448979591836	query_1	['REAC:R-HSA-9709957']	['APOC3', 'LRP2', 'APOE', 'LDLR', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'AGRN', 'APOC2', 'LRP8']
216	HP	HP:0006704	Abnormal coronary artery morphology	5.59785152791059e-07	True	Any structural abnormality of the coronary arteries.	67	62	11	4851	0.1774193548387097	0.1641791044776119	query_1	['HP:0011004']	['TGFB3', 'APOE', 'LOX', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'FBN1', 'APOA2', 'MFAP5', 'ELN']
217	GO:CC	GO:0012506	vesicle membrane	5.718980765100265e-07	True	"""The lipid bilayer surrounding any membrane-bounded vesicle in the cell."" [GOC:mah, GOC:vesicle]"	1223	104	24	22122	0.2307692307692307	0.0196238757154538	query_1	['GO:0031090', 'GO:0031982']	['ITGB1', 'ITGAV', 'ITGB3', 'AMPH', 'LRP2', 'CLTC', 'SNX9', 'AP2M1', 'TFRC', 'APOE', 'AP2B1', 'ITGA2B', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LDLRAP1', 'BIN1', 'LRP1', 'TF', 'AP2A1', 'DAB2', 'NUMB']
218	REAC	REAC:R-HSA-177504	Retrograde neurotrophin signalling	6.139082531946859e-07	True	Retrograde neurotrophin signalling	14	99	6	10790	0.0606060606060606	0.4285714285714285	query_1	['REAC:R-HSA-187037']	['CLTC', 'AP2M1', 'AP2B1', 'AP2S1', 'AP2A2', 'AP2A1']
219	GO:BP	GO:0043393	regulation of protein binding	6.316320234950374e-07	True	"""Any process that modulates the frequency, rate or extent of protein binding."" [GOC:go_curators]"	202	103	12	21110	0.116504854368932	0.0594059405940594	query_1	['GO:0051098']	['SRC', 'ADD2', 'APOE', 'LOX', 'HFE', 'PCSK9', 'LDLRAP1', 'LRP1', 'VTN', 'APP', 'DAB2', 'ADD1']
220	REAC	REAC:R-HSA-5674135	MAP2K and MAPK activation	7.775850964779246e-07	True	MAP2K and MAPK activation	39	99	8	10790	0.0808080808080808	0.2051282051282051	query_1	['REAC:R-HSA-5673001']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
221	GO:BP	GO:0009719	response to endogenous stimulus	8.223357595393946e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1720	103	30	21110	0.2912621359223301	0.0174418604651162	query_1	['GO:0050896']	['ITGB1', 'ITGB5', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'LRP2', 'SLC2A1', 'APOE', 'LTBP1', 'LOX', 'ITGA5', 'HFE', 'FYN', 'LDLR', 'PCSK9', 'AGT', 'LRP1', 'FBN1', 'FGB', 'APOA2', 'FBN2', 'AGRN', 'DMTN', 'VTN', 'LRP8', 'PTK2', 'ITGB6', 'APP', 'DAB2']
222	WP	WP:WP5112	Familial hyperlipidemia type 5	8.234184719360476e-07	True	Familial hyperlipidemia type 5	15	86	6	8133	0.0697674418604651	0.4	query_1	['WP:000000']	['LDLR', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
223	GO:BP	GO:0042632	cholesterol homeostasis	8.55939097149557e-07	True	"""Any process involved in the maintenance of an internal steady state of cholesterol within an organism or cell."" [GOC:go_curators]"	87	103	9	21110	0.087378640776699	0.1034482758620689	query_1	['GO:0055092']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'APOA2', 'APOA4', 'APOC2']
224	GO:CC	GO:0005773	vacuole	8.68500399159982e-07	True	"""A closed structure, found only in eukaryotic cells, that is completely surrounded by unit membrane and contains liquid material. Cells contain one or several vacuoles, that may have different functions from each other. Vacuoles have a diverse array of functions. They can act as a storage organelle for nutrients or waste products, as a degradative compartment, as a cost-effective way of increasing cell size, and as a homeostatic regulator controlling both turgor pressure and pH of the cytosol."" [GOC:mtg_sensu, ISBN:0198506732]"	855	104	20	22122	0.1923076923076923	0.023391812865497	query_1	['GO:0005737', 'GO:0043231']	['C3', 'TCN2', 'SRC', 'LRP2', 'CLTC', 'AP2M1', 'AP2B1', 'MYO6', 'LDLR', 'AP2S1', 'PCSK9', 'AP2A2', 'LRP1', 'ORM2', 'AP2A1', 'MPO', 'AGRN', 'CTSG', 'DAB2', 'CP']
225	HP	HP:0002332	Lack of peer relationships	8.814802387304189e-07	True	Lack of peer relationships	10	62	6	4851	0.0967741935483871	0.6	query_1	['HP:0000735']	['SLC6A1', 'CHD2', 'SLC2A1', 'AP2M1', 'SCN1A', 'SYNGAP1']
226	HP	HP:0011170	Generalized myoclonic-atonic seizure	8.814802387304189e-07	True	A generalized myoclonic-atonic seizure is a type of generalized motor seizure characterized by a myoclonic jerk followed by an atonic motor component.	10	62	6	4851	0.0967741935483871	0.6	query_1	['HP:0032677']	['SLC6A1', 'CHD2', 'SLC2A1', 'AP2M1', 'SCN1A', 'SYNGAP1']
227	GO:MF	GO:0097493	structural molecule activity conferring elasticity	9.043730546971228e-07	True	"""The action of a molecule that contributes to the structural integrity of a complex or assembly within or outside a cell, providing elasticity and recoiling."" [GOC:BHF, GOC:rl, PMID:23283722]"	11	103	5	20195	0.0485436893203883	0.4545454545454545	query_1	['GO:0005198']	['FBLN5', 'FBLN2', 'FBN1', 'FBN2', 'ELN']
228	GO:BP	GO:0090066	regulation of anatomical structure size	9.070512551324672e-07	True	"""Any process that modulates the size of an anatomical structure."" [GOC:dph, GOC:tb]"	511	103	17	21110	0.1650485436893204	0.0332681017612524	query_1	['GO:0065008']	['NTS', 'FN1', 'HBB', 'SPP1', 'ADD2', 'FGA', 'ADD3', 'SNX9', 'AP2M1', 'APOE', 'AGT', 'BIN1', 'FGB', 'FGG', 'DMTN', 'ADD1', 'ELN']
229	WP	WP:WP5115	Network map of SARS-CoV-2 signaling pathway	9.421507272496492e-07	True	Network map of SARS-CoV-2 signaling pathway	217	86	15	8133	0.1744186046511628	0.0691244239631336	query_1	['WP:000000']	['FN1', 'HBB', 'FGA', 'HBD', 'FYN', 'AGT', 'CFH', 'APOA1', 'TF', 'HP', 'FGB', 'APOA2', 'FGG', 'CFB', 'ALB']
230	GO:BP	GO:0055092	sterol homeostasis	9.49628123135624e-07	True	"""Any process involved in the maintenance of an internal steady state of sterol within an organism or cell."" [GOC:BHF, GOC:rl]"	88	103	9	21110	0.087378640776699	0.1022727272727272	query_1	['GO:0055088']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'APOA2', 'APOA4', 'APOC2']
231	REAC	REAC:R-HSA-9656223	Signaling by RAF1 mutants	9.64692355127936e-07	True	Signaling by RAF1 mutants	40	99	8	10790	0.0808080808080808	0.2	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'FGG', 'TLN1']
232	GO:BP	GO:0015918	sterol transport	9.690062645510555e-07	True	"""The directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. Sterols are steroids with one or more hydroxyl groups and a hydrocarbon side-chain in the molecule."" [GOC:ai]"	123	103	10	21110	0.0970873786407767	0.08130081300813	query_1	['GO:0006869', 'GO:0015850']	['APOC3', 'APOE', 'LDLR', 'PCSK9', 'LDLRAP1', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
