Dyskeratosis congenita	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
205	GO:CC	GO:0043229	intracellular organelle	3.260446772731871e-15	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12235	112	111	17376	0.9910714285714286	0.0090723334695545	query_1	['GO:0005622', 'GO:0043226']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'TDP1', 'POLD4', 'H2AX', 'NHP2', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'LIG1', 'TEN1', 'WDR45B', 'DCP2', 'POLE4', 'TINF2', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'TOP3A', 'SMG6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'RTEL1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'NOP10', 'KHSRP', 'RMI2', 'USB1', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
206	REAC	REAC:R-HSA-6783310	Fanconi Anemia Pathway	3.793911197084279e-15	True	Fanconi Anemia Pathway	39	112	11	17376	0.0982142857142857	0.282051282051282	query_1	['REAC:R-HSA-73894']	['USP1', 'FANCI', 'WDR48', 'RPA2', 'ATR', 'RPA3', 'ERCC1', 'RPA1', 'ERCC4', 'ATRIP', 'FANCD2']
207	GO:BP	GO:2000779	regulation of double-strand break repair	4.3236481931022526e-15	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	129	112	16	17376	0.1428571428571428	0.1240310077519379	query_1	['GO:0006282', 'GO:0006302']	['RBBP8', 'TP53BP1', 'RAD51AP1', 'WDR48', 'RPA2', 'OGG1', 'ATR', 'PARP1', 'ATRIP', 'RAD51', 'PRKDC', 'RTEL1', 'KAT5', 'RMI2', 'WRAP53', 'PNKP']
208	REAC	REAC:R-HSA-74160	Gene expression (Transcription)	5.520574056704357e-15	True	Gene expression (Transcription)	1407	112	39	17376	0.3482142857142857	0.0277185501066098	query_1	['REAC:0000000']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'RMI1', 'TP53']
209	GO:BP	GO:0009059	macromolecule biosynthetic process	6.935810801147399e-15	True	"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	4361	112	69	17376	0.6160714285714286	0.0158220591607429	query_1	['GO:0043170', 'GO:1901576']	['RBBP8', 'BRIP1', 'AKT1', 'STN1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'TYMS', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'NHP2', 'OGG1', 'DHFR', 'LIG1', 'TEN1', 'WDR45B', 'DCP2', 'POLE4', 'TINF2', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'NOP10', 'KHSRP', 'NPM1', 'POLE2', 'TP53', 'WRAP53', 'PNKP', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8']
210	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	6.935810801147399e-15	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	108	112	15	17376	0.1339285714285714	0.1388888888888889	query_1	['GO:0044839', 'GO:1901987']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'NPM1', 'TP53', 'CTC1']
211	GO:BP	GO:0045930	negative regulation of mitotic cell cycle	7.504127966229044e-15	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	225	112	19	17376	0.1696428571428571	0.0844444444444444	query_1	['GO:0000278', 'GO:0007346', 'GO:0045786']	['RBBP8', 'HUS1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
212	GO:BP	GO:0007346	regulation of mitotic cell cycle	1.2903148711861295e-14	True	"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	487	112	25	17376	0.2232142857142857	0.0513347022587269	query_1	['GO:0000278', 'GO:0051726']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'BRCA2', 'RPA3', 'TERT', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'CTC1']
213	GO:BP	GO:0032206	positive regulation of telomere maintenance	1.3624239524779443e-14	True	"""Any process that activates or increases the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."" [GOC:mah]"	70	112	13	17376	0.1160714285714285	0.1857142857142857	query_1	['GO:0000723', 'GO:0032204', 'GO:0051054', 'GO:2001252']	['NBN', 'RAD50', 'TINF2', 'ATR', 'DKC1', 'PARN', 'XRCC5', 'ERCC1', 'ATM', 'MRE11', 'NAF1', 'RTEL1', 'PNKP']
214	REAC	REAC:R-HSA-174430	Telomere C-strand synthesis initiation	1.5394887105146454e-14	True	Telomere C-strand synthesis initiation	13	112	8	17376	0.0714285714285714	0.6153846153846154	query_1	['REAC:R-HSA-174417']	['STN1', 'TEN1', 'TINF2', 'POLA1', 'PRIM1', 'PRIM2', 'POLA2', 'CTC1']
215	GO:BP	GO:0000278	mitotic cell cycle	1.7456146671074754e-14	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	896	112	32	17376	0.2857142857142857	0.0357142857142857	query_1	['GO:0007049']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'LIG1', 'POLA1', 'BRCA2', 'PCNA', 'RPA3', 'TERT', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'RTEL1', 'KAT5', 'BARD1', 'TP53', 'CTC1', 'POLE']
216	GO:BP	GO:0051172	negative regulation of nitrogen compound metabolic process	2.290618510311823e-14	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2264	112	49	17376	0.4375	0.021643109540636	query_1	['GO:0006807', 'GO:0009892', 'GO:0051171']	['RBBP8', 'AKT1', 'NBN', 'STN1', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'TYMS', 'MLH1', 'SHQ1', 'MSH3', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'KAT5', 'BARD1', 'KHSRP', 'RMI2', 'NPM1', 'TP53', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
217	REAC	REAC:R-HSA-69278	Cell Cycle, Mitotic	3.43055821660401e-14	True	Cell Cycle, Mitotic	543	112	25	17376	0.2232142857142857	0.0460405156537753	query_1	['REAC:R-HSA-1640170']	['RPA4', 'AKT1', 'POLD3', 'TYMS', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'DHFR', 'LIG1', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'POLE2', 'TP53', 'POLE', 'POLD2']
218	GO:CC	GO:0043226	organelle	3.6058207927581446e-14	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12942	112	112	17376	1.0	0.0086539947457889	query_1	['GO:0110165']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'TDP1', 'POLD4', 'H2AX', 'NHP2', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'LIG1', 'TEN1', 'WDR45B', 'DCP2', 'POLE4', 'TINF2', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'TOP3A', 'SMG6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'RTEL1', 'ACTR3C', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'NOP10', 'KHSRP', 'RMI2', 'USB1', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
219	GO:BP	GO:1904354	negative regulation of telomere capping	7.12229263241171e-14	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomere capping."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	8	112	7	17376	0.0625	0.875	query_1	['GO:0016233', 'GO:0032205', 'GO:1904353']	['NBN', 'RAD50', 'ERCC1', 'ERCC4', 'ATM', 'SMG6', 'XRCC1']
220	GO:BP	GO:0044271	cellular nitrogen compound biosynthetic process	7.34579265824914e-14	True	"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	4431	112	68	17376	0.6071428571428571	0.0153464229293613	query_1	['GO:0034641', 'GO:0044249']	['RBBP8', 'BRIP1', 'AKT1', 'STN1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'TYMS', 'PAXIP1', 'LIG4', 'MLH1', 'POLD4', 'NHP2', 'OGG1', 'DHFR', 'LIG1', 'TEN1', 'DCP2', 'POLE4', 'TINF2', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'NOP10', 'KHSRP', 'NPM1', 'POLE2', 'TP53', 'WRAP53', 'PNKP', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8']
221	REAC	REAC:R-HSA-176187	Activation of ATR in response to replication stress	1.282714004339134e-13	True	Activation of ATR in response to replication stress	37	112	10	17376	0.0892857142857142	0.2702702702702703	query_1	['REAC:R-HSA-69481']	['HUS1', 'RAD9B', 'RPA2', 'RAD1', 'ATR', 'RPA3', 'RPA1', 'ATRIP', 'RAD9A', 'CDK2']
222	GO:BP	GO:0050896	response to stimulus	2.7981387869409573e-13	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7974	112	91	17376	0.8125	0.0114120892901931	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'LIG1', 'WDR45B', 'POLA1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'TERT', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'KHSRP', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
223	GO:BP	GO:0071103	DNA conformation change	2.966827144984037e-13	True	"""A cellular process that results in a change in the spatial configuration of a DNA molecule. A conformation change can bend DNA, or alter the, twist, writhe, or linking number of a DNA molecule."" [GOC:mah]"	88	112	13	17376	0.1160714285714285	0.1477272727272727	query_1	['GO:0051276']	['BRIP1', 'NBN', 'RAD50', 'XRCC6', 'XRCC5', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'TOP3A', 'RTEL1', 'WRN', 'PIF1']
224	GO:BP	GO:0031323	regulation of cellular metabolic process	2.9705072332904533e-13	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5073	112	72	17376	0.6428571428571429	0.0141927853341218	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'APLF', 'MLH1', 'SHQ1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'RTEL1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'KHSRP', 'RMI2', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
225	GO:BP	GO:0006271	DNA strand elongation involved in DNA replication	3.209500282620036e-13	True	"""The process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication."" [GOC:mah, ISBN:071673706X, ISBN:0815316194]"	15	112	8	17376	0.0714285714285714	0.5333333333333333	query_1	['GO:0006261', 'GO:0022616']	['POLD3', 'LIG3', 'LIG1', 'POLA1', 'PCNA', 'POLE3', 'POLE', 'POLD2']
226	REAC	REAC:R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	3.730972667453615e-13	True	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	77	112	12	17376	0.1071428571428571	0.1558441558441558	query_1	['REAC:R-HSA-5693606']	['NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'ATM', 'MRE11', 'BRCA1', 'KAT5', 'BARD1', 'TP53', 'RNF8']
227	GO:BP	GO:0051171	regulation of nitrogen compound metabolic process	3.88363653801077e-13	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	5234	112	73	17376	0.6517857142857143	0.0139472678639663	query_1	['GO:0006807', 'GO:0019222']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'APLF', 'MLH1', 'SHQ1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'RTEL1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'KHSRP', 'RMI2', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
228	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	4.2108208547978746e-13	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2639	112	51	17376	0.4553571428571428	0.0193255020841227	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['RBBP8', 'BRIP1', 'AKT1', 'NBN', 'STN1', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'TYMS', 'MLH1', 'SHQ1', 'MSH3', 'OGG1', 'DHFR', 'TEN1', 'DCP2', 'TINF2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'POLE3', 'NAF1', 'SMG6', 'APEX1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'KAT5', 'BARD1', 'KHSRP', 'RMI2', 'NPM1', 'TP53', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
229	GO:CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	4.222996929291511e-13	True	"""A transferase complex capable of catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:bhm, GOC:dph]"	297	112	19	17376	0.1696428571428571	0.0639730639730639	query_1	['GO:1990234']	['POLD3', 'XRCC6', 'POLD4', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'TERT', 'XRCC5', 'POLE3', 'PRIM2', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'POLD1', 'POLE2', 'POLE', 'POLD2']
230	GO:CC	GO:0005730	nucleolus	4.314500613675262e-13	True	"""A small, dense body one or more of which are present in the nucleus of eukaryotic cells. It is rich in RNA and protein, is not bounded by a limiting membrane, and is not seen during mitosis. Its prime function is the transcription of the nucleolar DNA into 45S ribosomal-precursor RNA, the processing of this RNA into 5.8S, 18S, and 28S components of ribosomal RNA, and the association of these components with 5S RNA and proteins synthesized outside the nucleolus. This association results in the formation of ribonucleoprotein precursors; these pass into the cytoplasm and mature into the 40S and 60S subunits of the ribosome."" [ISBN:0198506732]"	974	112	31	17376	0.2767857142857143	0.0318275154004106	query_1	['GO:0031981', 'GO:0043232']	['HUS1', 'NBN', 'STN1', 'XRCC6', 'HLTF', 'TYMS', 'FEN1', 'NHP2', 'POLA1', 'GAR1', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'NHEJ1', 'APTX', 'FANCD2', 'BLM', 'ATM', 'SMG6', 'APEX1', 'HUS1B', 'PRKDC', 'XRCC1', 'KAT5', 'WRN', 'NOP10', 'NPM1', 'TP53', 'PNKP']
231	REAC	REAC:R-HSA-5693606	DNA Double Strand Break Response	4.3330177333137203e-13	True	DNA Double Strand Break Response	78	112	12	17376	0.1071428571428571	0.1538461538461538	query_1	['REAC:R-HSA-5693532']	['NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'ATM', 'MRE11', 'BRCA1', 'KAT5', 'BARD1', 'TP53', 'RNF8']
232	GO:CC	GO:0070533	BRCA1-C complex	4.952384567672347e-13	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, CtIP and Mre11/Rad50/NBS1 (M/R/N) complex, and binds to DNA at DNA damage sites. BRCA1-C binding ta damaged DNA is required for DNA damage-induced Chk1 phosphorylation and the G2/M transition checkpoint."" [GOC:mah, PMID:15485915, PMID:16391231]"	6	112	6	17376	0.0535714285714285	1.0	query_1	['GO:0140513']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'BRCA1', 'BARD1']
233	GO:BP	GO:0002208	somatic diversification of immunoglobulins involved in immune response	6.304211404765904e-13	True	"""The somatic process that results in the generation of sequence diversity of immunoglobulins after induction, and contributes to an immune response."" [GOC:add, ISBN:0781735149, PMID:14991701]"	53	112	11	17376	0.0982142857142857	0.2075471698113207	query_1	['GO:0002381', 'GO:0016445']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
234	GO:BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	6.304211404765904e-13	True	"""The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, also known as immunoglobulin gene segments, within a single locus following the induction of and contributing to an immune response."" [GOC:add, ISBN:0781735149]"	53	112	11	17376	0.0982142857142857	0.2075471698113207	query_1	['GO:0002208', 'GO:0016447']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
235	GO:BP	GO:0045190	isotype switching	6.304211404765904e-13	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of other isotypes of immunoglobulin, accomplished through a recombination process involving an intrachromosomal deletion involving switch regions that reside 5' of each constant region gene segment in the immunoglobulin heavy chain locus."" [ISBN:0781735149]"	53	112	11	17376	0.0982142857142857	0.2075471698113207	query_1	['GO:0002204', 'GO:0002312']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
236	GO:BP	GO:0002440	production of molecular mediator of immune response	8.037880184288597e-13	True	"""The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	215	112	17	17376	0.1517857142857142	0.0790697674418604	query_1	['GO:0002376', 'GO:0010467']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
237	GO:BP	GO:1904353	regulation of telomere capping	8.341099759978165e-13	True	"""Any process that modulates the frequency, rate or extent of telomere capping."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	26	112	9	17376	0.0803571428571428	0.3461538461538461	query_1	['GO:0016233', 'GO:0032204']	['NBN', 'RAD50', 'ERCC1', 'ERCC4', 'ATM', 'SMG6', 'XRCC1', 'RTEL1', 'PNKP']
238	GO:CC	GO:0000794	condensed nuclear chromosome	1.0520606525011224e-12	True	"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct nuclear chromosome."" [GOC:elh]"	81	112	12	17376	0.1071428571428571	0.1481481481481481	query_1	['GO:0000228', 'GO:0000793']	['HUS1', 'RAD9B', 'RAD50', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'BLM', 'RAD9A', 'RAD51', 'HUS1B', 'BRCA1']
239	GO:BP	GO:0032508	DNA duplex unwinding	1.09697354473853e-12	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating a region of unpaired single strands."" [GOC:isa_complete, GOC:mah]"	75	112	12	17376	0.1071428571428571	0.16	query_1	['GO:0032392']	['BRIP1', 'NBN', 'RAD50', 'XRCC6', 'XRCC5', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'RTEL1', 'WRN', 'PIF1']
240	GO:BP	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	1.1132347658869456e-12	True	"""A mitotic cell cycle checkpoint that slows DNA synthesis in response to DNA damage by the prevention of new origin firing and the stabilization of slow replication fork progression."" [GOC:vw]"	17	112	8	17376	0.0714285714285714	0.4705882352941176	query_1	['GO:0044773']	['HUS1', 'RAD9B', 'MSH2', 'MDC1', 'FANCD2', 'RAD9A', 'MRE11', 'HUS1B']
