Vascular Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
302	GO:MF	GO:0005021	vascular endothelial growth factor receptor activity	5.762786644617303e-11	True	"""Combining with a vascular endothelial growth factor (VEGF) receptor ligand and transmitting the signal across the plasma membrane to initiate a change in cell activity."" [GOC:mah, GOC:signaling, PMID:19909239]"	7	99	6	20195	0.0606060606060606	0.8571428571428571	query_1	['GO:0004714']	['FLT4', 'NRP2', 'KDR', 'NRP1', 'PDGFRA', 'FLT1']
303	GO:BP	GO:1901698	response to nitrogen compound	5.842165589222585e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1136	99	29	21110	0.2929292929292929	0.0255281690140845	query_1	['GO:0042221']	['RAPGEF1', 'ITGB1', 'NCK1', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'CTNNB1', 'SOS1', 'COL3A1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'COL1A2', 'EGFR', 'SYK', 'CDH1', 'PTK2B', 'COL1A1', 'CRKL', 'VCAM1', 'PTK2', 'PTPN11', 'PDGFRA', 'ITGA2']
304	GO:BP	GO:0038127	ERBB signaling pathway	5.908373814293799e-11	True	"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]"	126	99	13	21110	0.1313131313131313	0.1031746031746031	query_1	['GO:0007169']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'CBL', 'PTPN11', 'NCK2']
305	GO:BP	GO:0097529	myeloid leukocyte migration	5.970017415230031e-11	True	"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]"	242	99	16	21110	0.1616161616161616	0.0661157024793388	query_1	['GO:0050900']	['ITGA9', 'VEGFB', 'PDGFB', 'PIK3R1', 'VEGFC', 'LYN', 'JAM3', 'VAV1', 'SYK', 'VEGFA', 'PTK2B', 'VEGFD', 'PTK2', 'THBS1', 'FLT1', 'PGF']
306	KEGG	KEGG:05410	Hypertrophic cardiomyopathy	6.149377275928777e-11	True	Hypertrophic cardiomyopathy	90	91	14	8161	0.1538461538461538	0.1555555555555555	query_1	['KEGG:00000']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGA11', 'ITGB3', 'TGFB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'ITGB6', 'ITGB7', 'ITGA3', 'ITGA2']
307	GO:BP	GO:0050789	regulation of biological process	6.463560922659027e-11	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	12480	99	92	21110	0.9292929292929292	0.0073717948717948	query_1	['GO:0008150', 'GO:0065007']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'ITGA11', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA2B', 'ITGA5', 'PXN', 'CAMKMT', 'FYN', 'ITGA4', 'LAT', 'DOCK4', 'ZAP70', 'ADAM19', 'MADCAM1', 'LYN', 'SHB', 'GRB2', 'PDGFRB', 'COL1A2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'ITGAE', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'COL1A1', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELMO1', 'CBL', 'JAM2', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF', 'PLXNA1']
308	WP	WP:WP49	IL-2 signaling pathway	6.920754086294913e-11	True	IL-2 signaling pathway	42	89	11	8133	0.1235955056179775	0.2619047619047619	query_1	['WP:000000']	['PIK3R1', 'SHC1', 'SOS1', 'FYN', 'GRB2', 'SYK', 'PTK2B', 'CRKL', 'LCK', 'CBL', 'PTPN11']
309	GO:CC	GO:0031091	platelet alpha granule	7.671235113421135e-11	True	"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]"	90	99	11	22122	0.1111111111111111	0.1222222222222222	query_1	['GO:0030141']	['VEGFB', 'FN1', 'PDGFB', 'ITGB3', 'TGFB3', 'VEGFC', 'HGF', 'ITGA2B', 'VEGFA', 'VEGFD', 'THBS1']
310	GO:BP	GO:0120036	plasma membrane bounded cell projection organization	7.818678754808039e-11	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]"	1535	99	33	21110	0.3333333333333333	0.0214983713355048	query_1	['GO:0030030']	['RAPGEF1', 'ITGB1', 'NCK1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'CTNNB1', 'SOS1', 'FYN', 'ITGA4', 'LYN', 'TNC', 'NRP2', 'VCL', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'CRKL', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'PTPN11', 'NCK2', 'SEMA4D', 'PLXNA1']
311	CORUM	CORUM:2480	CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	8.089016359803083e-11	True	CIN85 complex (CIN85, CRK, BCAR1, CBL, PIK3R1, GRB2, SOS1)	7	63	7	3383	0.1111111111111111	1.0	query_1	['CORUM:0000000']	['BCAR1', 'PIK3R1', 'CRK', 'SOS1', 'GRB2', 'SH3KBP1', 'CBL']
312	GO:BP	GO:0080134	regulation of response to stress	8.398541601512522e-11	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1438	99	32	21110	0.3232323232323232	0.0222531293463143	query_1	['GO:0006950', 'GO:0048583']	['P4HB', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'VEGFB', 'PDGFB', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'FLT4', 'CTNNB1', 'FYN', 'LYN', 'TNC', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'VEGFA', 'PTK2B', 'VTN', 'PTK2', 'THBS1', 'PTPN11', 'NCK2', 'PDGFRA', 'ITGA2']
313	GO:BP	GO:0007507	heart development	8.982782017812153e-11	True	"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]"	594	99	22	21110	0.2222222222222222	0.037037037037037	query_1	['GO:0048513', 'GO:0072359']	['ITGB1', 'VEGFB', 'FN1', 'PDGFB', 'SHC1', 'CTNNB1', 'SOS1', 'COL3A1', 'PDGFRB', 'NRP2', 'EGFR', 'KDR', 'ERBB2', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'NRP1', 'ADAM15', 'ITGA3', 'PTPN11', 'PDGFRA']
314	REAC	REAC:R-HSA-372708	p130Cas linkage to MAPK signaling for integrins	9.276029145876036e-11	True	p130Cas linkage to MAPK signaling for integrins	15	98	8	10790	0.0816326530612244	0.5333333333333333	query_1	['REAC:R-HSA-354192']	['FN1', 'BCAR1', 'SRC', 'ITGB3', 'CRK', 'ITGA2B', 'TLN1', 'PTK2']
315	REAC	REAC:R-HSA-9006335	Signaling by Erythropoietin	9.332004581826743e-11	True	Signaling by Erythropoietin	23	98	9	10790	0.0918367346938775	0.391304347826087	query_1	['REAC:R-HSA-162582']	['RAPGEF1', 'PIK3R1', 'SHC1', 'PLCG2', 'SOS1', 'LYN', 'VAV1', 'PLCG1', 'CRKL']
316	GO:BP	GO:0010594	regulation of endothelial cell migration	1.0452959627332569e-10	True	"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	167	99	14	21110	0.1414141414141414	0.0838323353293413	query_1	['GO:0010632', 'GO:0043542']	['MET', 'PDGFB', 'BCAR1', 'ITGB3', 'VEGFC', 'FLT4', 'NRP2', 'KDR', 'PLCG1', 'VEGFA', 'PTK2B', 'PTK2', 'NRP1', 'THBS1']
317	GO:BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	1.0799224018737795e-10	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	352	99	18	21110	0.1818181818181818	0.0511363636363636	query_1	['GO:0002757', 'GO:0002768']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK']
318	GO:BP	GO:0038094	Fc-gamma receptor signaling pathway	1.0974425620648341e-10	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin G (IgG) to an Fc-gamma receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:11244038]"	35	99	9	21110	0.0909090909090909	0.2571428571428571	query_1	['GO:0038093']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2', 'LCK']
319	GO:BP	GO:0031325	positive regulation of cellular metabolic process	1.1077040138503731e-10	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2976	99	45	21110	0.4545454545454545	0.0151209677419354	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['MET', 'NCK1', 'VEGFB', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'ITGA5', 'FYN', 'LAT', 'LYN', 'GRB2', 'PDGFRB', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'COL1A1', 'CRKL', 'VTN', 'DOCK3', 'VEGFD', 'PTK2', 'NRP1', 'THBS1', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
320	GO:BP	GO:0031346	positive regulation of cell projection organization	1.1337602792269172e-10	True	"""Any process that activates or increases the frequency, rate or extent of the process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	353	99	18	21110	0.1818181818181818	0.0509915014164305	query_1	['GO:0030030', 'GO:0031344', 'GO:0051130']	['RAPGEF1', 'NCK1', 'PLXNB1', 'FN1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'FYN', 'LYN', 'VEGFA', 'PTK2B', 'L1CAM', 'NRP1', 'ITGA3', 'SEMA4D', 'ITGA2', 'PLXNA1']
321	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	1.1767606861951731e-10	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3535	99	49	21110	0.494949494949495	0.0138613861386138	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['MET', 'NCK1', 'VEGFB', 'FN1', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'ITGA5', 'FYN', 'LAT', 'ADAM19', 'LYN', 'PDGFRB', 'TNC', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'COL1A1', 'CRKL', 'VTN', 'DOCK3', 'VEGFD', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'NCK2', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
322	GO:MF	GO:0050840	extracellular matrix binding	1.246768079143365e-10	True	"""Binding to a component of the extracellular matrix."" [GOC:ai]"	57	99	10	20195	0.101010101010101	0.175438596491228	query_1	['GO:0005488']	['ITGB1', 'ITGAV', 'SPP1', 'ITGB3', 'ITGA2B', 'VEGFA', 'VTN', 'THBS1', 'ITGA3', 'ITGA2']
323	GO:MF	GO:0005172	vascular endothelial growth factor receptor binding	1.27063926027343e-10	True	"""Binding to a vascular endothelial growth factor receptor."" [GOC:ai]"	14	99	7	20195	0.0707070707070707	0.5	query_1	['GO:0005126', 'GO:0070851']	['VEGFB', 'ITGB3', 'VEGFC', 'ITGA5', 'VEGFA', 'VEGFD', 'PGF']
324	KEGG	KEGG:05414	Dilated cardiomyopathy	1.3300138122258983e-10	True	Dilated cardiomyopathy	95	91	14	8161	0.1538461538461538	0.1473684210526315	query_1	['KEGG:00000']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGA11', 'ITGB3', 'TGFB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'ITGB6', 'ITGB7', 'ITGA3', 'ITGA2']
325	GO:BP	GO:0030168	platelet activation	1.4631301208025362e-10	True	"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [http://www.graylab.ac.uk/omd/]"	135	99	13	21110	0.1313131313131313	0.0962962962962963	query_1	['GO:0001775', 'GO:0007596']	['FN1', 'PDGFB', 'SRC', 'ITGB3', 'PLCG2', 'COL3A1', 'LYN', 'VCL', 'VAV1', 'SYK', 'TLN1', 'LCK', 'PDGFRA']
326	GO:CC	GO:0005576	extracellular region	1.4660708538526838e-10	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	4236	99	51	22122	0.5151515151515151	0.0120396600566572	query_1	['GO:0110165']	['P4HB', 'MET', 'ITGB1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'VEGFC', 'CRK', 'HGF', 'PLCG2', 'FLT4', 'CTNNB1', 'COL3A1', 'ITGA2B', 'ITGA4', 'LYN', 'GRB2', 'COL1A2', 'TNC', 'NRP2', 'JAM3', 'EGFR', 'KDR', 'VCL', 'COL10A1', 'CDH1', 'VEGFA', 'COL1A1', 'ADAM12', 'VTN', 'TLN1', 'VEGFD', 'VCAM1', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CALU', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
327	GO:BP	GO:0009893	positive regulation of metabolic process	1.4784973549184536e-10	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3848	99	51	21110	0.5151515151515151	0.0132536382536382	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['MET', 'NCK1', 'VEGFB', 'FN1', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'ITGA5', 'FYN', 'LAT', 'ADAM19', 'LYN', 'GRB2', 'PDGFRB', 'TNC', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'COL1A1', 'CRKL', 'VTN', 'DOCK3', 'VEGFD', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
328	GO:BP	GO:0060548	negative regulation of cell death	1.6752847460311644e-10	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	1005	99	27	21110	0.2727272727272727	0.026865671641791	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['MET', 'ITGB1', 'NCK1', 'VEGFB', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'ITGA5', 'FYN', 'PDGFRB', 'EGFR', 'KDR', 'ERBB2', 'VEGFA', 'PTK2B', 'PTK2', 'NRP1', 'THBS1', 'CBL', 'SEMA4D']
329	GO:BP	GO:0006915	apoptotic process	1.7998307895816054e-10	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1905	99	36	21110	0.3636363636363636	0.0188976377952755	query_1	['GO:0012501']	['P4HB', 'ITGB1', 'NCK1', 'VEGFB', 'ITGAV', 'BCAR1', 'DOCK1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'ITGA5', 'ITGA4', 'LYN', 'SHB', 'PDGFRB', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'VEGFA', 'PTK2B', 'CRKL', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ELMO1', 'CBL', 'NCK2', 'ELMO2', 'SEMA4D']
330	GO:BP	GO:0014911	positive regulation of smooth muscle cell migration	1.9187714212258517e-10	True	"""Any process that activates, maintains or increases the frequency, rate or extent of smooth muscle cell migration."" [CL:0000192, GOC:mtg_muscle]"	37	99	9	21110	0.0909090909090909	0.2432432432432432	query_1	['GO:0014909', 'GO:0014910', 'GO:0030335']	['PDGFB', 'SRC', 'ITGB3', 'CRK', 'DOCK4', 'PDGFRB', 'VTN', 'NRP1', 'ITGA2']
331	GO:BP	GO:0050678	regulation of epithelial cell proliferation	3.3343572038182455e-10	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	376	99	18	21110	0.1818181818181818	0.0478723404255319	query_1	['GO:0042127', 'GO:0050673']	['VEGFB', 'PDGFB', 'ITGB3', 'VEGFC', 'FLT4', 'CTNNB1', 'ITGA4', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'VEGFD', 'NRP1', 'THBS1', 'FLT1', 'PGF']
332	GO:CC	GO:0045121	membrane raft	3.5437667822174487e-10	True	"""Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions."" [PMID:16645198, PMID:20044567]"	324	99	16	22122	0.1616161616161616	0.0493827160493827	query_1	['GO:0098857']	['ITGB1', 'SRC', 'CRK', 'CTNNB1', 'FYN', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'KDR', 'VCL', 'CDH1', 'PTK2B', 'LCK', 'CBL']
333	GO:MF	GO:0004714	transmembrane receptor protein tyrosine kinase activity	3.60205670270116e-10	True	"""Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: ATP + a protein-L-tyrosine = ADP + a protein-L-tyrosine phosphate."" [EC:2.7.10.1, GOC:mah]"	63	99	10	20195	0.101010101010101	0.1587301587301587	query_1	['GO:0004713', 'GO:0019199']	['MET', 'FLT4', 'PDGFRB', 'NRP2', 'EGFR', 'KDR', 'ERBB2', 'NRP1', 'PDGFRA', 'FLT1']
334	GO:CC	GO:0098857	membrane microdomain	3.7139707069199403e-10	True	"""A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it."" [PMID:20044567, PMID:26253820]"	325	99	16	22122	0.1616161616161616	0.0492307692307692	query_1	['GO:0016020']	['ITGB1', 'SRC', 'CRK', 'CTNNB1', 'FYN', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'KDR', 'VCL', 'CDH1', 'PTK2B', 'LCK', 'CBL']
335	GO:BP	GO:0051345	positive regulation of hydrolase activity	3.838236464304106e-10	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	568	99	21	21110	0.2121212121212121	0.0369718309859154	query_1	['GO:0043085', 'GO:0051336']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'CRK', 'ITK', 'SOS1', 'FYN', 'LYN', 'PDGFRB', 'EGFR', 'VAV1', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'CRKL', 'LCK', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2']
336	KEGG	KEGG:04611	Platelet activation	3.85177216500353e-10	True	Platelet activation	124	91	15	8161	0.1648351648351648	0.1209677419354838	query_1	['KEGG:00000']	['ITGB1', 'SRC', 'ITGB3', 'PIK3R1', 'PLCG2', 'COL3A1', 'ITGA2B', 'FYN', 'LYN', 'COL1A2', 'LCP2', 'SYK', 'COL1A1', 'TLN1', 'ITGA2']
337	KEGG	KEGG:04650	Natural killer cell mediated cytotoxicity	3.85177216500353e-10	True	Natural killer cell mediated cytotoxicity	124	91	15	8161	0.1648351648351648	0.1209677419354838	query_1	['KEGG:00000']	['PIK3R1', 'SHC1', 'PLCG2', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'PTK2B', 'LCK', 'PTPN11']
338	GO:BP	GO:0034113	heterotypic cell-cell adhesion	4.5581576496483525e-10	True	"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]"	60	99	10	21110	0.101010101010101	0.1666666666666666	query_1	['GO:0098609']	['ITGB1', 'ITGAV', 'ITGB3', 'ITGA5', 'ITGA4', 'MADCAM1', 'JAM3', 'VCAM1', 'LCK', 'ITGB7']
339	GO:BP	GO:0009628	response to abiotic stimulus	5.349980556744886e-10	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1146	99	28	21110	0.2828282828282828	0.0244328097731239	query_1	['GO:0050896']	['P4HB', 'ITGB1', 'VEGFB', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CTNNB1', 'COL3A1', 'CAMKMT', 'FYN', 'LYN', 'GRB2', 'PDGFRB', 'EGFR', 'VEGFA', 'PTK2B', 'COL1A1', 'VEGFD', 'VCAM1', 'PTK2', 'ITGB6', 'THBS1', 'ADAM15', 'CBL', 'ITGA2', 'PGF']
340	GO:BP	GO:0007172	signal complex assembly	5.76173496680432e-10	True	"""The aggregation, arrangement and bonding together of a set of components to form a complex capable of relaying a signal within a cell."" [GOC:bf, GOC:signaling, PMID:9646862]"	8	99	6	21110	0.0606060606060606	0.75	query_1	['GO:0009966', 'GO:0065003']	['NCK1', 'SRC', 'PXN', 'PTK2B', 'PTK2', 'NCK2']
341	REAC	REAC:R-HSA-210990	PECAM1 interactions	5.764888500738357e-10	True	PECAM1 interactions	11	98	7	10790	0.0714285714285714	0.6363636363636364	query_1	['REAC:R-HSA-202733']	['ITGAV', 'ITGB3', 'FYN', 'LYN', 'PLCG1', 'LCK', 'PTPN11']
342	GO:BP	GO:0050673	epithelial cell proliferation	5.896434036193653e-10	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	449	99	19	21110	0.1919191919191919	0.042316258351893	query_1	['GO:0008283']	['VEGFB', 'PDGFB', 'ITGB3', 'VEGFC', 'HGF', 'FLT4', 'CTNNB1', 'ITGA4', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'VEGFD', 'NRP1', 'THBS1', 'FLT1', 'PGF']
