Dyskeratosis congenita	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
73	GO:BP	GO:0080135	regulation of cellular response to stress	1.2469469303054469e-17	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	111	33	15719	0.2972972972972973	0.0484581497797356	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['RBBP8', 'AKT1', 'USP1', 'TP53BP1', 'RAD52', 'RAD51AP1', 'WDR48', 'H2AX', 'RPA2', 'OGG1', 'DHFR', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'ATRIP', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'RTEL1', 'KAT5', 'BARD1', 'RMI2', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'RNF8']
74	GO:BP	GO:2000278	regulation of DNA biosynthetic process	2.0368684282330166e-17	True	"""Any process that modulates the frequency, rate or extent of DNA biosynthetic process."" [GOC:obol]"	125	111	18	15719	0.1621621621621621	0.144	query_1	['GO:0010556', 'GO:0031326', 'GO:0051052', 'GO:0071897']	['STN1', 'USP1', 'TEN1', 'DCP2', 'TINF2', 'PCNA', 'ATR', 'DKC1', 'PARN', 'XRCC5', 'ATM', 'NAF1', 'SMG6', 'TP53', 'WRAP53', 'PNKP', 'PIF1', 'CTC1']
75	GO:BP	GO:0002377	immunoglobulin production	2.146226037932705e-17	True	"""The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	104	111	17	15719	0.1531531531531531	0.1634615384615384	query_1	['GO:0002440']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
76	GO:BP	GO:0044773	mitotic DNA damage checkpoint signaling	2.2156640503192928e-17	True	"""A signal transduction process involved in mitotic DNA damage checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	85	111	16	15719	0.1441441441441441	0.188235294117647	query_1	['GO:0000077', 'GO:0044774']	['HUS1', 'RAD9B', 'NBN', 'MSH2', 'RPA2', 'MDC1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'TP53']
77	GO:BP	GO:0008152	metabolic process	2.3760406350866736e-17	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10419	111	110	15719	0.990990990990991	0.0105576350897398	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'TDP1', 'POLD4', 'H2AX', 'NHP2', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'LIG1', 'TEN1', 'WDR45B', 'DCP2', 'POLE4', 'TINF2', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'TOP3A', 'SMG6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'RTEL1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'NOP10', 'KHSRP', 'RMI2', 'USB1', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
54	REAC	REAC:R-HSA-68962	Activation of the pre-replicative complex	2.7560339641748288e-17	True	Activation of the pre-replicative complex	33	104	13	10022	0.125	0.3939393939393939	query_1	['REAC:R-HSA-69002', 'REAC:R-HSA-69206']	['RPA4', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLE2', 'POLE']
23	GO:CC	GO:0016604	nuclear body	2.756171586242903e-17	True	"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]"	808	112	34	16420	0.3035714285714285	0.042079207920792	query_1	['GO:0005654', 'GO:0110165']	['NBN', 'TP53BP1', 'H2AX', 'NHP2', 'RPA2', 'MDC1', 'OGG1', 'TINF2', 'GAR1', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'RPA1', 'FANCD2', 'BLM', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'EXO1', 'BRCA1', 'CDK2', 'BARD1', 'WRN', 'NOP10', 'RMI2', 'POLE2', 'RMI1', 'TP53', 'WRAP53']
78	GO:BP	GO:0032210	regulation of telomere maintenance via telomerase	2.777223390332212e-17	True	"""Any process that modulates the frequency, rate or extent of the addition of telomeric repeats by telomerase."" [GOC:mah]"	54	111	14	15719	0.1261261261261261	0.2592592592592592	query_1	['GO:0007004', 'GO:1904356', 'GO:2000278']	['STN1', 'TEN1', 'DCP2', 'TINF2', 'ATR', 'DKC1', 'PARN', 'XRCC5', 'ATM', 'NAF1', 'SMG6', 'PNKP', 'PIF1', 'CTC1']
79	GO:BP	GO:0044774	mitotic DNA integrity checkpoint signaling	4.67558224290131e-17	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	89	111	16	15719	0.1441441441441441	0.1797752808988764	query_1	['GO:0007093', 'GO:0031570']	['HUS1', 'RAD9B', 'NBN', 'MSH2', 'RPA2', 'MDC1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'TP53']
80	GO:BP	GO:0010332	response to gamma radiation	4.7889694491433626e-17	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:tair_curators]"	56	111	14	15719	0.1261261261261261	0.25	query_1	['GO:0010212']	['XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'ATR', 'PARP1', 'XRCC5', 'FANCD2', 'ATM', 'RAD51', 'PRKDC', 'POLB', 'WRN', 'TP53']
81	GO:BP	GO:0010165	response to X-ray	5.2646588977761277e-17	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:sm, Wikipedia:X-ray]"	32	111	12	15719	0.1081081081081081	0.375	query_1	['GO:0010212']	['MSH2', 'TP53BP1', 'XRCC6', 'LIG4', 'BRCA2', 'XRCC4', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'RAD51', 'TP53']
82	GO:BP	GO:0051321	meiotic cell cycle	5.2646588977761277e-17	True	"""Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."" [GOC:ai]"	277	111	23	15719	0.2072072072072072	0.0830324909747292	query_1	['GO:0007049', 'GO:0019953', 'GO:0022414']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'RMI1', 'MSH6']
83	GO:BP	GO:2001252	positive regulation of chromosome organization	7.258028988076319e-17	True	"""Any process that activates or increases the frequency, rate or extent of chromosome organization."" [GOC:obol]"	112	111	17	15719	0.1531531531531531	0.1517857142857142	query_1	['GO:0010638', 'GO:0033044', 'GO:0051276']	['NBN', 'RAD50', 'LIG4', 'FEN1', 'TINF2', 'ATR', 'DKC1', 'PARN', 'XRCC5', 'ERCC1', 'ATM', 'MRE11', 'NAF1', 'CDK2', 'RTEL1', 'KAT5', 'PNKP']
55	REAC	REAC:R-HSA-69239	Synthesis of DNA	8.073977038941125e-17	True	Synthesis of DNA	121	104	19	10022	0.1826923076923076	0.1570247933884297	query_1	['REAC:R-HSA-69242', 'REAC:R-HSA-69306']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'POLE2', 'POLE', 'POLD2']
84	GO:BP	GO:0006312	mitotic recombination	9.261741204004252e-17	True	"""The exchange, reciprocal or nonreciprocal, of genetic material between one DNA molecule and a homologous DNA region that occurs during mitotic cell cycles."" [GOC:elh]"	24	111	11	15719	0.0990990990990991	0.4583333333333333	query_1	['GO:0006310']	['MSH2', 'RAD50', 'RAD52', 'MLH1', 'MSH3', 'BRCA2', 'ERCC1', 'ERCC4', 'MRE11', 'RAD51', 'XRCC1']
85	GO:BP	GO:0051726	regulation of cell cycle	1.0532088338898356e-16	True	"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]"	1089	111	39	15719	0.3513513513513513	0.0358126721763085	query_1	['GO:0007049', 'GO:0050794']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'RAD51AP1', 'PAXIP1', 'FEN1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'RPA3', 'TERT', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'RMI2', 'NPM1', 'TP53', 'CTC1']
86	GO:BP	GO:0002520	immune system development	1.5024254060478575e-16	True	"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]"	194	111	20	15719	0.1801801801801801	0.1030927835051546	query_1	['GO:0002376', 'GO:0048731']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'TP53', 'CTC1', 'RNF8', 'MSH6']
87	GO:BP	GO:0019219	regulation of nucleobase-containing compound metabolic process	1.6088213728027963e-16	True	"""Any cellular process that modulates the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	3725	111	69	15719	0.6216216216216216	0.0185234899328859	query_1	['GO:0006139', 'GO:0031323', 'GO:0051171', 'GO:0080090']	['RBBP8', 'BRIP1', 'AKT1', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'SHQ1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'TEN1', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'XRCC1', 'RTEL1', 'KAT5', 'POLB', 'BARD1', 'WRN', 'KHSRP', 'RMI2', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
88	GO:BP	GO:0035825	homologous recombination	1.6421440870401516e-16	True	"""A DNA recombination process that results in the exchange of an equal amount of genetic material between highly homologous DNA molecules."" [GOC:mah, PMID:11139492, PMID:17304215]"	61	111	14	15719	0.1261261261261261	0.2295081967213114	query_1	['GO:0006310']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1', 'RMI1']
56	REAC	REAC:R-HSA-73893	DNA Damage Bypass	1.809593895504234e-16	True	DNA Damage Bypass	48	104	14	10022	0.1346153846153846	0.2916666666666667	query_1	['REAC:R-HSA-73894']	['USP1', 'POLD3', 'WDR48', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
24	GO:CC	GO:0043231	intracellular membrane-bounded organelle	2.3233570398293433e-16	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	112	111	16420	0.9910714285714286	0.0098447893569844	query_1	['GO:0043227', 'GO:0043229']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'TYMS', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'TDP1', 'POLD4', 'H2AX', 'NHP2', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'LIG1', 'TEN1', 'WDR45B', 'DCP2', 'POLE4', 'TINF2', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'TERT', 'DKC1', 'PARN', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'NAF1', 'TOP3A', 'SMG6', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'RTEL1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'NOP10', 'KHSRP', 'RMI2', 'USB1', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
57	REAC	REAC:R-HSA-6782210	Gap-filling DNA repair synthesis and ligation in TC-NER	3.607423376241978e-16	True	Gap-filling DNA repair synthesis and ligation in TC-NER	63	104	15	10022	0.1442307692307692	0.238095238095238	query_1	['REAC:R-HSA-6781827']	['POLD3', 'LIG3', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'XRCC1', 'POLD1', 'POLE2', 'POLE', 'POLD2']
89	GO:BP	GO:0022616	DNA strand elongation	3.8539680719066944e-16	True	"""The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand."" [GOC:isa_complete, GOC:mah]"	37	111	12	15719	0.1081081081081081	0.3243243243243243	query_1	['GO:0006259']	['NBN', 'POLD3', 'RAD50', 'LIG3', 'LIG1', 'POLA1', 'PCNA', 'TERT', 'POLE3', 'MRE11', 'POLE', 'POLD2']
58	REAC	REAC:R-HSA-6782135	Dual incision in TC-NER	4.593144672092365e-16	True	Dual incision in TC-NER	64	104	15	10022	0.1442307692307692	0.234375	query_1	['REAC:R-HSA-6781827']	['XPA', 'POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'ERCC1', 'RPA1', 'ERCC4', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
90	GO:BP	GO:0009411	response to UV	4.850826416768642e-16	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:hb]"	150	111	18	15719	0.1621621621621621	0.12	query_1	['GO:0009416']	['HUS1', 'AKT1', 'XPA', 'MSH2', 'USP1', 'POLD3', 'FEN1', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'WRN', 'NPM1', 'TP53', 'MSH6']
59	REAC	REAC:R-HSA-68952	DNA replication initiation	7.163110072343482e-16	True	DNA replication initiation	8	104	8	10022	0.0769230769230769	1.0	query_1	['REAC:R-HSA-69239']	['POLE4', 'POLA1', 'PRIM1', 'POLE3', 'PRIM2', 'POLA2', 'POLE2', 'POLE']
60	REAC	REAC:R-HSA-1500620	Meiosis	7.186238395414514e-16	True	Meiosis	116	104	18	10022	0.173076923076923	0.1551724137931034	query_1	['REAC:R-HSA-1474165', 'REAC:R-HSA-1640170']	['RBBP8', 'NBN', 'RAD50', 'MLH1', 'H2AX', 'RPA2', 'TINF2', 'BRCA2', 'ATR', 'RPA3', 'RPA1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'BRCA1', 'CDK2']
61	REAC	REAC:R-HSA-171319	Telomere Extension By Telomerase	7.222966504858133e-16	True	Telomere Extension By Telomerase	23	104	11	10022	0.1057692307692307	0.4782608695652174	query_1	['REAC:R-HSA-180786']	['SHQ1', 'NHP2', 'TINF2', 'GAR1', 'TERT', 'DKC1', 'CDK2', 'RTEL1', 'NOP10', 'WRAP53', 'PIF1']
62	REAC	REAC:R-HSA-5656169	Termination of translesion DNA synthesis	1.030445142973936e-15	True	Termination of translesion DNA synthesis	32	104	12	10022	0.1153846153846153	0.375	query_1	['REAC:R-HSA-110313']	['POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
63	REAC	REAC:R-HSA-69242	S Phase	1.1850858398153309e-15	True	S Phase	162	104	20	10022	0.1923076923076923	0.1234567901234567	query_1	['REAC:R-HSA-69278']	['AKT1', 'POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'POLE2', 'POLE', 'POLD2']
64	REAC	REAC:R-HSA-69306	DNA Replication	1.3573857737843596e-15	True	DNA Replication	187	104	21	10022	0.2019230769230769	0.1122994652406417	query_1	['REAC:0000000']	['RPA4', 'POLD3', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'LIG1', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'POLE2', 'POLE', 'POLD2']
65	REAC	REAC:R-HSA-912446	Meiotic recombination	1.86274905039386e-15	True	Meiotic recombination	86	104	16	10022	0.1538461538461538	0.1860465116279069	query_1	['REAC:R-HSA-1500620']	['RBBP8', 'NBN', 'RAD50', 'MLH1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'RPA1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'BRCA1', 'CDK2']
25	GO:CC	GO:1902494	catalytic complex	1.930204435428503e-15	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1723	112	45	16420	0.4017857142857143	0.0261172373766686	query_1	['GO:0032991']	['TP53BP1', 'POLD3', 'FANCI', 'LIG3', 'XRCC6', 'PAXIP1', 'LIG4', 'POLD4', 'NHP2', 'POLE4', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'PCNA', 'TERT', 'DKC1', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'RAD51', 'TOP3A', 'SMG6', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'NOP10', 'KHSRP', 'RMI2', 'POLE2', 'RMI1', 'WRAP53', 'POLE', 'POLD2', 'RNF8']
91	GO:BP	GO:0045934	negative regulation of nucleobase-containing compound metabolic process	2.531027874014892e-15	True	"""Any cellular process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1482	111	43	15719	0.3873873873873873	0.0290148448043184	query_1	['GO:0006139', 'GO:0019219', 'GO:0031324', 'GO:0051172']	['RBBP8', 'NBN', 'STN1', 'MSH2', 'TP53BP1', 'RAD50', 'LIG3', 'XRCC6', 'MLH1', 'SHQ1', 'MSH3', 'OGG1', 'TEN1', 'DCP2', 'TINF2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'NAF1', 'SMG6', 'APEX1', 'BRCA1', 'CDK2', 'XRCC1', 'RTEL1', 'KAT5', 'BARD1', 'RMI2', 'TP53', 'NEIL1', 'PIF1', 'CTC1', 'RNF8', 'MSH6']
92	GO:BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	2.991717631778072e-15	True	"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1963	111	49	15719	0.4414414414414414	0.0249617931737137	query_1	['GO:0006139', 'GO:0019219', 'GO:0031325', 'GO:0051173']	['RBBP8', 'AKT1', 'NBN', 'STN1', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'DCP2', 'TINF2', 'BRCA2', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'NAF1', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'KAT5', 'WRN', 'KHSRP', 'NPM1', 'TP53', 'WRAP53', 'PNKP', 'CTC1', 'RNF8']
93	GO:BP	GO:2001251	negative regulation of chromosome organization	5.4038669833965256e-15	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of chromosome organization."" [GOC:obol]"	97	111	15	15719	0.1351351351351351	0.1546391752577319	query_1	['GO:0010639', 'GO:0033044', 'GO:0051276']	['NBN', 'STN1', 'RAD50', 'TEN1', 'DCP2', 'TINF2', 'PARP1', 'ERCC1', 'ERCC4', 'ATM', 'SMG6', 'XRCC1', 'RTEL1', 'PIF1', 'CTC1']
94	GO:BP	GO:0051716	cellular response to stimulus	7.745732263757367e-15	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	6649	111	89	15719	0.8018018018018018	0.0133854714994736	query_1	['GO:0009987', 'GO:0050896']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'RAD52', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'DHFR', 'LIG1', 'WDR45B', 'POLA1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'TERT', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'KHSRP', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
95	GO:BP	GO:0018130	heterocycle biosynthetic process	8.177674942346994e-15	True	"""The chemical reactions and pathways resulting in the formation of heterocyclic compounds, those with a cyclic molecular structure and at least two different atoms in the ring (or rings)."" [ISBN:0198547684]"	3775	111	67	15719	0.6036036036036037	0.0177483443708609	query_1	['GO:0044249', 'GO:0046483']	['RBBP8', 'BRIP1', 'AKT1', 'STN1', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'LIG3', 'XRCC6', 'HLTF', 'TYMS', 'PAXIP1', 'LIG4', 'POLD4', 'NHP2', 'OGG1', 'DHFR', 'LIG1', 'TEN1', 'DCP2', 'POLE4', 'TINF2', 'POLA1', 'BRCA2', 'GAR1', 'PRIM1', 'PCNA', 'ATR', 'AR', 'TERT', 'DKC1', 'PARN', 'PARP1', 'XRCC5', 'ERCC1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'MRE11', 'NAF1', 'SMG6', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'POLB', 'WRN', 'NOP10', 'KHSRP', 'NPM1', 'POLE2', 'TP53', 'WRAP53', 'PNKP', 'PIF1', 'CTC1', 'POLE', 'POLD2', 'RNF8']
