Keppen-Lubinsky syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
142	GO:BP	GO:0098655	monoatomic cation transmembrane transport	9.70435155795969e-07	True	"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]"	786	100	20	17376	0.2	0.0254452926208651	query_1	['GO:0006812', 'GO:0034220']	['KCNJ16', 'CNNM2', 'GNB5', 'KCNJ15', 'MTNR1B', 'FYN', 'PDZK1', 'CNNM4', 'KCNJ10', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14', 'KCNJ12', 'ADRA2A', 'RGS7']
143	GO:BP	GO:0042310	vasoconstriction	1.0002668305078017e-06	True	"""A decrease in the diameter of blood vessels, especially arteries, due to constriction of smooth muscle cells that line the vessels, and usually causing an increase in blood pressure."" [GOC:pr, ISBN:0192800752]"	80	100	8	17376	0.08	0.1	query_1	['GO:0097746']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
144	GO:BP	GO:1905145	cellular response to acetylcholine	1.3163808112285866e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an acetylcholine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:21238497]"	32	100	6	17376	0.06	0.1875	query_1	['GO:0071417', 'GO:1901701', 'GO:1902075', 'GO:1905144']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'GNB1', 'GNAQ']
145	GO:BP	GO:1905144	response to acetylcholine	2.2796744518277605e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an acetylcholine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:21238497]"	35	100	6	17376	0.06	0.1714285714285714	query_1	['GO:0010243', 'GO:1901700', 'GO:1902074']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'GNB1', 'GNAQ']
146	GO:BP	GO:0010243	response to organonitrogen compound	2.639277815624544e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1013	100	22	17376	0.22	0.0217176702862783	query_1	['GO:0010033', 'GO:1901698']	['GNA11', 'GNAI2', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GNG2', 'FYN', 'RHOA', 'P2RY12', 'GNAS', 'GNAO1', 'HTR1B', 'GCGR', 'HTR1D', 'GNB1', 'GNAI3', 'GNAI1', 'GNAZ', 'GNAQ', 'HTR1A', 'RGS7']
147	GO:BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	2.8336602955764603e-06	True	"""Any process that modulates the frequency, rate or extent of vascular smooth muscle cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:23246467]"	61	100	7	17376	0.07	0.1147540983606557	query_1	['GO:0048660', 'GO:1990874']	['GNAI2', 'RHOA', 'HTR1B', 'GNAI3', 'GNA13', 'GNA12', 'S1PR2']
148	GO:BP	GO:0098662	inorganic cation transmembrane transport	3.1031240615608124e-06	True	"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	766	100	19	17376	0.19	0.0248041775456919	query_1	['GO:0098660']	['KCNJ16', 'CNNM2', 'GNB5', 'KCNJ15', 'MTNR1B', 'FYN', 'CNNM4', 'KCNJ10', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14', 'KCNJ12', 'ADRA2A', 'RGS7']
149	GO:BP	GO:1990874	vascular associated smooth muscle cell proliferation	3.4305933090756494e-06	True	"""The multiplication or reproduction of vascular smooth muscle cells, resulting in the expansion of a cell population. A vascular smooth muscle cell is a non-striated, elongated, spindle-shaped cell found lining the blood vessels."" [PMID:23246467]"	63	100	7	17376	0.07	0.1111111111111111	query_1	['GO:0048659']	['GNAI2', 'RHOA', 'HTR1B', 'GNAI3', 'GNA13', 'GNA12', 'S1PR2']
150	GO:CC	GO:0030425	dendrite	3.474731039869644e-06	True	"""A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."" [GOC:aruk, GOC:bc, GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]"	598	100	16	17376	0.16	0.0267558528428093	query_1	['GO:0043005', 'GO:0097447']	['GNB3', 'GNAI2', 'GNG13', 'GABBR1', 'RAP1GAP', 'FYN', 'RHOA', 'RGS12', 'HTR1B', 'HTR1D', 'KCNJ2', 'GNG3', 'GNAZ', 'KCNJ14', 'HTR1A', 'RGS14']
151	GO:CC	GO:0097447	dendritic tree	3.474731039869644e-06	True	"""The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches."" [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]"	600	100	16	17376	0.16	0.0266666666666666	query_1	['GO:0036477', 'GO:0043005']	['GNB3', 'GNAI2', 'GNG13', 'GABBR1', 'RAP1GAP', 'FYN', 'RHOA', 'RGS12', 'HTR1B', 'HTR1D', 'KCNJ2', 'GNG3', 'GNAZ', 'KCNJ14', 'HTR1A', 'RGS14']
152	GO:BP	GO:0098926	postsynaptic signal transduction	3.4822595218321706e-06	True	"""Signal transduction in which the initial step occurs in a postsynapse."" [GOC:dos]"	38	100	6	17376	0.06	0.1578947368421052	query_1	['GO:0007165', 'GO:0099536']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'GNB1', 'GNAQ']
153	GO:CC	GO:0002116	semaphorin receptor complex	3.591251339544398e-06	True	"""A stable binary complex of a neurophilin and a plexin, together forming a functional semaphorin receptor."" [GOC:hjd, PMID:10934324, PMID:12367632, PMID:12613544]"	11	100	4	17376	0.04	0.3636363636363636	query_1	['GO:0043235']	['PLXNB1', 'PLXNA2', 'NRP1', 'PLXNA1']
154	REAC	REAC:R-HSA-9717189	Sensory perception of taste	3.836868230192953e-06	True	Sensory perception of taste	32	100	5	17376	0.05	0.15625	query_1	['REAC:R-HSA-9709957']	['GNB3', 'GNG13', 'KCNJ2', 'GNB1', 'GNAT3']
155	GO:CC	GO:0008076	voltage-gated potassium channel complex	4.323258617115003e-06	True	"""A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential."" [GOC:mah]"	81	100	7	17376	0.07	0.0864197530864197	query_1	['GO:0034705', 'GO:0098797']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
156	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	4.891034861376294e-06	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	100	9	17376	0.09	0.0647482014388489	query_1	['GO:0042127', 'GO:0048659']	['GNAI2', 'RHOA', 'HTR1B', 'PTGIR', 'GNAI3', 'GNA13', 'S1PR1', 'GNA12', 'S1PR2']
157	GO:BP	GO:0042221	response to chemical	6.03087208200005e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3610	100	44	17376	0.44	0.0121883656509695	query_1	['GO:0050896']	['GNA11', 'TBXA2R', 'ARHGEF25', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GABBR1', 'GNG8', 'GNG2', 'PTK7', 'FYN', 'PDZK1', 'RHOA', 'KCNJ10', 'P2RY12', 'GNAS', 'GNAO1', 'HTR1B', 'GCGR', 'HTR1D', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GNAI3', 'S1PR1', 'GNAT3', 'NRP1', 'GNAI1', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1']
158	GO:BP	GO:0048659	smooth muscle cell proliferation	6.03087208200005e-06	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	100	9	17376	0.09	0.0629370629370629	query_1	['GO:0033002']	['GNAI2', 'RHOA', 'HTR1B', 'PTGIR', 'GNAI3', 'GNA13', 'S1PR1', 'GNA12', 'S1PR2']
159	REAC	REAC:R-HSA-399956	CRMPs in Sema3A signaling	6.557966370445829e-06	True	CRMPs in Sema3A signaling	16	100	4	17376	0.04	0.25	query_1	['REAC:R-HSA-373755']	['PLXNA2', 'FYN', 'NRP1', 'PLXNA1']
160	REAC	REAC:R-HSA-399954	Sema3A PAK dependent Axon repulsion	6.557966370445829e-06	True	Sema3A PAK dependent Axon repulsion	16	100	4	17376	0.04	0.25	query_1	['REAC:R-HSA-373755']	['PLXNA2', 'FYN', 'NRP1', 'PLXNA1']
161	REAC	REAC:R-HSA-375280	Amine ligand-binding receptors	6.785340332884148e-06	True	Amine ligand-binding receptors	36	100	5	17376	0.05	0.1388888888888889	query_1	['REAC:R-HSA-373076']	['ADRA2C', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
162	GO:BP	GO:0032501	multicellular organismal process	6.824220486922604e-06	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	6818	100	65	17376	0.65	0.0095335875623349	query_1	['GO:0008150']	['TRO', 'GNB3', 'GNA11', 'TBXA2R', 'ARHGEF25', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'GNG13', 'PLCB1', 'CD209', 'GNAL', 'GNB4', 'MTNR1B', 'GABBR1', 'GNG8', 'RAP1GAP', 'PTK7', 'FYN', 'MTNR1A', 'ADRA2C', 'CNNM4', 'PDCL', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'TMEM161B', 'KCNJ5', 'GNAS', 'RIC8A', 'BTN2A1', 'GNAO1', 'HTR1B', 'GCGR', 'PTGER3', 'PLCB3', 'HTR1D', 'OCIAD1', 'BTK', 'ADCY3', 'KCNJ2', 'GNAT2', 'GNB1', 'GNAI3', 'GNA13', 'S1PR1', 'GNAT3', 'KCNJ3', 'NRP1', 'MAGED2', 'FARP2', 'GNAQ', 'HTR1A', 'SEMA4D', 'KCNJ12', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1', 'S1PR2', 'RGS14']
163	GO:BP	GO:1903522	regulation of blood circulation	6.824220486922604e-06	True	"""Any process that modulates the frequency, rate or extent of blood circulation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]"	244	100	11	17376	0.11	0.0450819672131147	query_1	['GO:0008015', 'GO:0044057']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3', 'HTR1A', 'KCNJ12', 'ADRA2A']
164	GO:BP	GO:1901698	response to nitrogen compound	6.899446852600369e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1081	100	22	17376	0.22	0.0203515263644773	query_1	['GO:0042221']	['GNA11', 'GNAI2', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GNG2', 'FYN', 'RHOA', 'P2RY12', 'GNAS', 'GNAO1', 'HTR1B', 'GCGR', 'HTR1D', 'GNB1', 'GNAI3', 'GNAI1', 'GNAZ', 'GNAQ', 'HTR1A', 'RGS7']
165	GO:BP	GO:0071526	semaphorin-plexin signaling pathway	7.697399465180412e-06	True	"""The series of molecular signals generated as a consequence of a semaphorin receptor (composed of a plexin and a neurophilin) binding to a semaphorin ligand."" [GOC:BHF, GOC:mah, GOC:vk, PMID:15239959]"	44	100	6	17376	0.06	0.1363636363636363	query_1	['GO:0007166']	['PLXNB1', 'PLXNA2', 'NRP1', 'FARP2', 'SEMA4D', 'PLXNA1']
166	GO:BP	GO:0097305	response to alcohol	8.256049056516636e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	100	11	17376	0.11	0.044	query_1	['GO:0010033', 'GO:1901700']	['TBXA2R', 'GABBR1', 'GNG2', 'FYN', 'RHOA', 'GNAS', 'HTR1B', 'ADCY3', 'GNB1', 'GNAI1', 'RGS7']
167	REAC	REAC:R-HSA-5576886	Phase 4 - resting membrane potential	8.324503463894114e-06	True	Phase 4 - resting membrane potential	17	100	4	17376	0.04	0.2352941176470588	query_1	['REAC:R-HSA-5576891']	['KCNJ4', 'KCNJ2', 'KCNJ14', 'KCNJ12']
168	GO:BP	GO:0007191	adenylate cyclase-activating dopamine receptor signaling pathway	8.531845606263434e-06	True	"""An adenylate cyclase-activating G protein-coupled receptor signaling pathway initiated by dopamine binding to its receptor, and ending with the regulation of a downstream cellular process."" [GOC:mah, GOC:signaling]"	10	100	4	17376	0.04	0.4	query_1	['GO:0007189', 'GO:0007212']	['GNAL', 'GNG2', 'GNAS', 'GNB1']
169	GO:CC	GO:0034705	potassium channel complex	8.863962238308103e-06	True	"""An ion channel complex through which potassium ions pass."" [GOC:mah]"	91	100	7	17376	0.07	0.0769230769230769	query_1	['GO:0034703']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
170	GO:CC	GO:0036477	somatodendritic compartment	8.863962238308103e-06	True	"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]"	821	100	18	17376	0.18	0.0219244823386114	query_1	['GO:0110165']	['GNB3', 'GNAI2', 'GNG13', 'GABBR1', 'RAP1GAP', 'FYN', 'RHOA', 'RGS12', 'HTR1B', 'HTR1D', 'KCNJ2', 'GNG3', 'GNAZ', 'KCNJ14', 'HTR1A', 'GNA12', 'ADRA2A', 'RGS14']
171	REAC	REAC:R-HSA-1430728	Metabolism	1.1775741582333024e-05	True	Metabolism	1954	100	28	17376	0.28	0.014329580348004	query_1	['REAC:0000000']	['GNB3', 'GNA11', 'GNG5', 'PRKCA', 'GNAI2', 'GNG13', 'GNB5', 'PLCB1', 'GNA15', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'ADRA2C', 'GNG7', 'GNAS', 'GNB2', 'PLCB3', 'GNG12', 'ADCY3', 'GNB1', 'GNAI1', 'GNG3', 'GNAQ', 'GNG4', 'GNGT1', 'ADRA2A']
172	GO:BP	GO:0098660	inorganic ion transmembrane transport	1.2521338095568986e-05	True	"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]"	849	100	19	17376	0.19	0.022379269729093	query_1	['GO:0055085']	['KCNJ16', 'CNNM2', 'GNB5', 'KCNJ15', 'MTNR1B', 'FYN', 'CNNM4', 'KCNJ10', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14', 'KCNJ12', 'ADRA2A', 'RGS7']
173	REAC	REAC:R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	1.3109919642818176e-05	True	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	19	100	4	17376	0.04	0.2105263157894736	query_1	['REAC:R-HSA-400508']	['GNB3', 'GNG13', 'GNB1', 'GNAT3']
174	GO:BP	GO:0034220	monoatomic ion transmembrane transport	1.420410493201247e-05	True	"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	946	100	20	17376	0.2	0.0211416490486257	query_1	['GO:0006811', 'GO:0055085']	['KCNJ16', 'CNNM2', 'GNB5', 'KCNJ15', 'MTNR1B', 'FYN', 'PDZK1', 'CNNM4', 'KCNJ10', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14', 'KCNJ12', 'ADRA2A', 'RGS7']
175	GO:BP	GO:0023051	regulation of signaling	1.4367023849693016e-05	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3199	100	40	17376	0.4	0.0125039074710847	query_1	['GO:0023052', 'GO:0050789']	['GNA11', 'ARHGEF25', 'PLXNB1', 'PRKCA', 'GNAI2', 'PLCB1', 'MTNR1B', 'GABBR1', 'RAP1GAP', 'PTK7', 'FYN', 'KCTD16', 'ADRA2C', 'PDCL', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'GNAS', 'RGS20', 'HTR1B', 'OCIAD1', 'PTGIR', 'GNAI3', 'GNA13', 'RGS17', 'NRP1', 'GNAI1', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'GNA12', 'ADRA2A', 'RGS7', 'S1PR2', 'RGS14']
176	GO:BP	GO:0010646	regulation of cell communication	1.5155312585667675e-05	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3207	100	40	17376	0.4	0.0124727159338946	query_1	['GO:0007154', 'GO:0050794']	['GNA11', 'ARHGEF25', 'PLXNB1', 'PRKCA', 'GNAI2', 'PLCB1', 'MTNR1B', 'GABBR1', 'RAP1GAP', 'PTK7', 'FYN', 'KCTD16', 'ADRA2C', 'PDCL', 'RHOA', 'KCNJ10', 'BTN2A2', 'P2RY12', 'GNG7', 'RGS12', 'GNAS', 'RGS20', 'HTR1B', 'OCIAD1', 'PTGIR', 'GNAI3', 'GNA13', 'RGS17', 'NRP1', 'GNAI1', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNG4', 'GNA12', 'ADRA2A', 'RGS7', 'S1PR2', 'RGS14']
177	REAC	REAC:R-HSA-5621575	CD209 (DC-SIGN) signaling	1.6118535520537868e-05	True	CD209 (DC-SIGN) signaling	20	100	4	17376	0.04	0.2	query_1	['REAC:R-HSA-5621481']	['ICAM3', 'CD209', 'ICAM2', 'FYN']
178	GO:BP	GO:0044057	regulation of system process	1.924291823213981e-05	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	546	100	15	17376	0.15	0.0274725274725274	query_1	['GO:0003008', 'GO:0051239']	['TBXA2R', 'PRKCA', 'GNAI2', 'MTNR1B', 'ADRA2C', 'RHOA', 'TMEM161B', 'KCNJ5', 'PTGER3', 'KCNJ2', 'KCNJ3', 'HTR1A', 'KCNJ12', 'ADRA2A', 'S1PR2']
179	GO:BP	GO:0051345	positive regulation of hydrolase activity	1.9415692509196617e-05	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	547	100	15	17376	0.15	0.0274223034734917	query_1	['GO:0043085', 'GO:0051336']	['PLXNB1', 'GNB5', 'GNA15', 'RAP1GAP', 'FYN', 'RHOA', 'P2RY12', 'GNAS', 'GNA13', 'S1PR1', 'GNAQ', 'SEMA4D', 'GNA12', 'RGS7', 'RGS14']
180	GO:BP	GO:0099536	synaptic signaling	1.990214989288884e-05	True	"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]"	708	100	17	17376	0.17	0.0240112994350282	query_1	['GO:0007267']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'MTNR1B', 'GABBR1', 'FYN', 'KCNJ10', 'HTR1B', 'HTR1D', 'GNB1', 'GABBR2', 'GNAQ', 'HTR1A', 'ADRA2A', 'S1PR2', 'RGS14']
181	GO:BP	GO:0007267	cell-cell signaling	2.0415173039853175e-05	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1571	100	26	17376	0.26	0.0165499681731381	query_1	['GO:0007154', 'GO:0023052']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'MTNR1B', 'GABBR1', 'PTK7', 'FYN', 'ADRA2C', 'RHOA', 'KCNJ10', 'KCNJ5', 'HTR1B', 'HTR1D', 'BTK', 'PTGIR', 'GNB1', 'GABBR2', 'KCNJ3', 'NRP1', 'GNAZ', 'GNAQ', 'HTR1A', 'ADRA2A', 'S1PR2', 'RGS14']
182	GO:BP	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	2.2889354270648405e-05	True	"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of a nucleotide cyclase activity and a subsequent change in the concentration of a cyclic nucleotide."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	54	100	6	17376	0.06	0.1111111111111111	query_1	['GO:0007186']	['MTNR1B', 'MTNR1A', 'HTR1B', 'HTR1D', 'PTGIR', 'HTR1A']
183	REAC	REAC:R-HSA-400508	Incretin synthesis, secretion, and inactivation	2.3834459315894207e-05	True	Incretin synthesis, secretion, and inactivation	22	100	4	17376	0.04	0.1818181818181818	query_1	['REAC:R-HSA-2980736']	['GNB3', 'GNG13', 'GNB1', 'GNAT3']
184	GO:BP	GO:0014070	response to organic cyclic compound	2.4553846759237197e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	895	100	19	17376	0.19	0.0212290502793296	query_1	['GO:0010033']	['GNA11', 'TBXA2R', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GNG2', 'RHOA', 'P2RY12', 'GNAS', 'GNAO1', 'HTR1B', 'HTR1D', 'ADCY3', 'GNB1', 'GNAI3', 'GNAI1', 'GNAZ', 'HTR1A']
185	GO:BP	GO:0045761	regulation of adenylate cyclase activity	2.490026011149869e-05	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase activity."" [GOC:go_curators]"	55	100	6	17376	0.06	0.109090909090909	query_1	['GO:0031279', 'GO:0051339']	['GNAI2', 'GABBR1', 'GNG7', 'GNAS', 'GABBR2', 'GNAI3']
186	GO:CC	GO:0044297	cell body	3.26849985176243e-05	True	"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]"	556	100	14	17376	0.14	0.0251798561151079	query_1	['GO:0110165']	['GNB3', 'GNAI2', 'GNB4', 'GABBR1', 'RAP1GAP', 'FYN', 'KCNJ10', 'P2RY12', 'KCNJ2', 'GNG3', 'GNAZ', 'KCNJ14', 'GNA12', 'ADRA2A']
187	GO:BP	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	3.372806663938378e-05	True	"""Any semaphorin-plexin signaling pathway that is involved in axon guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22790009]"	14	100	4	17376	0.04	0.2857142857142857	query_1	['GO:0007411', 'GO:1902285']	['PLXNB1', 'PLXNA2', 'NRP1', 'PLXNA1']
188	REAC	REAC:R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	3.384935418027347e-05	True	Sema4D mediated inhibition of cell attachment and migration	8	100	3	17376	0.03	0.375	query_1	['REAC:R-HSA-400685']	['PLXNB1', 'RHOA', 'SEMA4D']
189	REAC	REAC:R-HSA-391908	Prostanoid ligand receptors	3.384935418027347e-05	True	Prostanoid ligand receptors	8	100	3	17376	0.03	0.375	query_1	['REAC:R-HSA-391903']	['TBXA2R', 'PTGER3', 'PTGIR']
190	GO:BP	GO:0001508	action potential	3.9176564516346265e-05	True	"""A process in which membrane potential cycles through a depolarizing spike, triggered in response to depolarization above some threshold, followed by repolarization. This cycle is driven by the flow of ions through various voltage gated channels with different thresholds and ion specificities."" [GOC:dph, GOC:go_curators, GOC:tb, ISBN:978-0-07-139011-8]"	136	100	8	17376	0.08	0.0588235294117647	query_1	['GO:0042391']	['GNA11', 'GNA15', 'MTNR1B', 'TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3', 'GNAQ']
191	GO:BP	GO:0019229	regulation of vasoconstriction	4.4622547902216416e-05	True	"""Any process that modulates the frequency, rate or extent of reductions in the diameter of blood vessels."" [GOC:jl]"	61	100	6	17376	0.06	0.0983606557377049	query_1	['GO:0042310', 'GO:0097746', 'GO:1903522']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1A', 'ADRA2A']
192	REAC	REAC:R-HSA-9717207	Sensory perception of sweet, bitter, and umami (glutamate) taste	4.620789651454871e-05	True	Sensory perception of sweet, bitter, and umami (glutamate) taste	26	100	4	17376	0.04	0.1538461538461538	query_1	['REAC:R-HSA-9717189']	['GNB3', 'GNG13', 'GNB1', 'GNAT3']
193	GO:BP	GO:0097746	blood vessel diameter maintenance	4.6969191413483856e-05	True	"""Any process that modulates the diameter of blood vessels."" [GOC:pr]"	140	100	8	17376	0.08	0.0571428571428571	query_1	['GO:0003018', 'GO:0008015', 'GO:0035296']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
194	GO:BP	GO:0035296	regulation of tube diameter	4.6969191413483856e-05	True	"""Any process that modulates the diameter of a tube."" [GOC:bf]"	140	100	8	17376	0.08	0.0571428571428571	query_1	['GO:0035150']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
