Waardenburg syndrome type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
961	GO:BP	GO:1903242	regulation of cardiac muscle hypertrophy in response to stress	0.0001225008054692	True	"""Any process that modulates the frequency, rate or extent of cardiac muscle hypertrophy in response to stress."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:19287093]"	10	101	3	17376	0.0297029702970297	0.3	query_1	['GO:0010611', 'GO:0010612', 'GO:0014898', 'GO:0080134']	['PPARG', 'FOXO1', 'SMAD3']
962	GO:BP	GO:0010743	regulation of macrophage derived foam cell differentiation	0.0001254782661943	True	"""Any process that modulates the rate, frequency or extent of macrophage derived foam cell differentiation. Macrophage derived foam cell differentiation is the process in which a macrophage acquires the specialized features of a foam cell. A foam cell is a type of cell containing lipids in small vacuoles and typically seen in atherosclerotic lesions, as well as other conditions."" [GOC:add, GOC:BHF, GOC:dph, GOC:tb]"	29	101	4	17376	0.0396039603960396	0.1379310344827586	query_1	['GO:0010742', 'GO:0045595']	['PPARG', 'NR1H2', 'PPARA', 'NR1H3']
963	GO:BP	GO:0051569	regulation of histone H3-K4 methylation	0.0001254782661943	True	"""Any process that modulates the frequency, rate or extent of the covalent addition of a methyl group to the lysine at position 4 of histone H3."" [GOC:ai]"	29	101	4	17376	0.0396039603960396	0.1379310344827586	query_1	['GO:0031060', 'GO:0051568']	['CTNNB1', 'SMAD4', 'SNW1', 'KDM1A']
964	GO:BP	GO:0071480	cellular response to gamma radiation	0.0001254782661943	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:mah]"	29	101	4	17376	0.0396039603960396	0.1379310344827586	query_1	['GO:0010332', 'GO:0071479']	['MDM2', 'CDKN1A', 'TP53', 'KDM1A']
965	GO:BP	GO:0051348	negative regulation of transferase activity	0.0001275685157598	True	"""Any process that stops or reduces the rate of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	264	101	9	17376	0.0891089108910891	0.034090909090909	query_1	['GO:0043086', 'GO:0051338']	['AKT1', 'PPARG', 'RB1', 'CDKN1A', 'WWTR1', 'KAT2B', 'CDKN1B', 'TP53', 'PML']
966	GO:BP	GO:0001890	placenta development	0.0001304059617238	True	"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	147	101	7	17376	0.0693069306930693	0.0476190476190476	query_1	['GO:0048513']	['AKT1', 'PPARG', 'RBPJ', 'NOTCH2', 'CDKN1B', 'NCOA1', 'VDR']
967	GO:BP	GO:0001932	regulation of protein phosphorylation	0.0001313735712851	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1029	101	18	17376	0.1782178217821782	0.0174927113702623	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['AKT1', 'PPARG', 'CDK7', 'RB1', 'CDKN1A', 'WWTR1', 'DAXX', 'SMAD4', 'CCND2', 'HDAC3', 'KAT2B', 'PDE8A', 'CCND3', 'CDKN1B', 'TP53', 'HDAC2', 'HIPK2', 'CCND1']
968	GO:BP	GO:0045639	positive regulation of myeloid cell differentiation	0.0001313735712851	True	"""Any process that activates or increases the frequency, rate or extent of myeloid cell differentiation."" [GOC:go_curators]"	99	101	6	17376	0.0594059405940594	0.0606060606060606	query_1	['GO:0030099', 'GO:0045597', 'GO:0045637']	['STAT3', 'FOXO3', 'RB1', 'RUNX1', 'NOTCH2', 'RCOR1']
969	REAC	REAC:R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	0.0001363746309344	True	p53-Dependent G1/S DNA damage checkpoint	66	101	5	17376	0.0495049504950495	0.0757575757575757	query_1	['REAC:R-HSA-69615']	['MDM2', 'CDKN1A', 'CDK2', 'CDKN1B', 'TP53']
970	REAC	REAC:R-HSA-4551638	SUMOylation of chromatin organization proteins	0.0001363746309344	True	SUMOylation of chromatin organization proteins	66	101	5	17376	0.0495049504950495	0.0757575757575757	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'HDAC1', 'SUMO1', 'SUMO2', 'HDAC2']
971	REAC	REAC:R-HSA-69563	p53-Dependent G1 DNA Damage Response	0.0001363746309344	True	p53-Dependent G1 DNA Damage Response	66	101	5	17376	0.0495049504950495	0.0757575757575757	query_1	['REAC:R-HSA-69580']	['MDM2', 'CDKN1A', 'CDK2', 'CDKN1B', 'TP53']
972	REAC	REAC:R-HSA-2559582	Senescence-Associated Secretory Phenotype (SASP)	0.0001380728585344	True	Senescence-Associated Secretory Phenotype (SASP)	109	101	6	17376	0.0594059405940594	0.055045871559633	query_1	['REAC:R-HSA-2559583']	['STAT3', 'CDKN1A', 'CDK2', 'CDK4', 'CDKN1B', 'CDK6']
973	REAC	REAC:R-HSA-5696398	Nucleotide Excision Repair	0.0001380728585344	True	Nucleotide Excision Repair	109	101	6	17376	0.0594059405940594	0.055045871559633	query_1	['REAC:R-HSA-73894']	['UBE2I', 'CDK7', 'SUMO1', 'USP7', 'EP300', 'SUMO2']
974	GO:BP	GO:0007420	brain development	0.000140495404535	True	"""The process whose specific outcome is the progression of the brain over time, from its formation to the mature structure. Brain development begins with patterning events in the neural tube and ends with the mature structure that is the center of thought and emotion. The brain is responsible for the coordination and control of bodily activities and the interpretation of information from the senses (sight, hearing, smell, etc.)."" [GOC:dph, GOC:jid, GOC:tb, UBERON:0000955]"	746	101	15	17376	0.1485148514851485	0.0201072386058981	query_1	['GO:0007417', 'GO:0048513', 'GO:0060322']	['SMAD1', 'CTNNB1', 'HDAC1', 'FOXG1', 'NCOR2', 'SIN3A', 'NOTCH1', 'RBPJ', 'MECP2', 'E2F1', 'SKI', 'RARA', 'TP53', 'KDM1A', 'CDK6']
975	GO:BP	GO:0045834	positive regulation of lipid metabolic process	0.0001413175438794	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving lipids."" [GOC:go_curators]"	149	101	7	17376	0.0693069306930693	0.046979865771812	query_1	['GO:0006629', 'GO:0009893', 'GO:0019216']	['AKT1', 'PPARG', 'NR1H2', 'PPARA', 'NR1H3', 'FABP1', 'NR1H4']
976	GO:BP	GO:0048754	branching morphogenesis of an epithelial tube	0.0001413175438794	True	"""The process in which the anatomical structures of branches in an epithelial tube are generated and organized. A tube is a long hollow cylinder."" [GOC:dgh, GOC:dph, GOC:jid]"	149	101	7	17376	0.0693069306930693	0.046979865771812	query_1	['GO:0035239', 'GO:0060562', 'GO:0061138']	['CTNNB1', 'AR', 'SMAD4', 'NOTCH1', 'ESR1', 'PML', 'VDR']
977	GO:CC	GO:0000803	sex chromosome	0.0001422720156956	True	"""A chromosome involved in sex determination."" [GOC:elh]"	29	101	4	17376	0.0396039603960396	0.1379310344827586	query_1	['GO:0005694']	['SUMO1', 'SMARCB1', 'CDK2', 'SMARCC1']
978	GO:BP	GO:1902751	positive regulation of cell cycle G2/M phase transition	0.0001425862094009	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	30	101	4	17376	0.0396039603960396	0.1333333333333333	query_1	['GO:0044839', 'GO:1901989', 'GO:1902749']	['SIN3A', 'MECP2', 'CDK4', 'CCND1']
979	GO:BP	GO:0007267	cell-cell signaling	0.0001451598759454	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1571	101	23	17376	0.2277227722772277	0.0146403564608529	query_1	['GO:0007154', 'GO:0023052']	['REST', 'AKT1', 'SMURF2', 'PPARG', 'CTNNB1', 'HDAC1', 'SMARCA4', 'TBL1X', 'AR', 'WWTR1', 'SMAD2', 'SMAD4', 'NOTCH1', 'RBPJ', 'MECP2', 'ESR2', 'SKI', 'NR1H4', 'FOXO1', 'RARA', 'TBL1XR1', 'SMAD3', 'CCND1']
980	GO:BP	GO:0060541	respiratory system development	0.0001452322160014	True	"""The progression of the respiratory system over time from its formation to its mature structure. The respiratory system carries out respiratory gaseous exchange."" [GOC:dph]"	206	101	8	17376	0.0792079207920792	0.0388349514563106	query_1	['GO:0048731']	['CTNNB1', 'SMAD2', 'NOTCH1', 'EP300', 'RBPJ', 'SKI', 'RARA', 'THRB']
981	REAC	REAC:R-HSA-983231	Factors involved in megakaryocyte development and platelet production	0.0001469679368791	True	Factors involved in megakaryocyte development and platelet production	162	101	7	17376	0.0693069306930693	0.0432098765432098	query_1	['REAC:R-HSA-109582']	['HDAC1', 'SIN3A', 'RCOR1', 'CDK2', 'TP53', 'HDAC2', 'KDM1A']
982	GO:BP	GO:0070542	response to fatty acid	0.0001493959440194	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a fatty acid stimulus."" [GOC:lp]"	61	101	5	17376	0.0495049504950495	0.081967213114754	query_1	['GO:0033993', 'GO:1901700']	['FOXO3', 'E2F1', 'NR1H4', 'FOXO1', 'CDK4']
983	GO:BP	GO:0032880	regulation of protein localization	0.0001515152051608	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	845	101	16	17376	0.1584158415841584	0.0189349112426035	query_1	['GO:0008104', 'GO:0060341']	['REST', 'AKT1', 'PPARG', 'NR1H2', 'CTNNB1', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'HDAC3', 'NR1H4', 'FOXO1', 'SMAD3', 'PML', 'KDM1A']
984	GO:BP	GO:0042327	positive regulation of phosphorylation	0.0001524969624418	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to a molecule."" [GOC:jl]"	752	101	15	17376	0.1485148514851485	0.0199468085106383	query_1	['GO:0016310', 'GO:0042325', 'GO:0045937']	['AKT1', 'PPARG', 'CDKN1A', 'AR', 'DAXX', 'SMAD4', 'CCND2', 'HDAC3', 'PDE8A', 'CCND3', 'CDKN1B', 'TP53', 'HDAC2', 'HIPK2', 'CCND1']
985	REAC	REAC:R-HSA-69615	G1/S DNA Damage Checkpoints	0.0001542966978632	True	G1/S DNA Damage Checkpoints	68	101	5	17376	0.0495049504950495	0.0735294117647058	query_1	['REAC:R-HSA-69620']	['MDM2', 'CDKN1A', 'CDK2', 'CDKN1B', 'TP53']
986	REAC	REAC:R-HSA-1852241	Organelle biogenesis and maintenance	0.0001545315148977	True	Organelle biogenesis and maintenance	289	101	9	17376	0.0891089108910891	0.0311418685121107	query_1	['REAC:0000000']	['RXRA', 'CREBBP', 'NCOA2', 'PPARA', 'TBL1X', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
987	GO:BP	GO:0030155	regulation of cell adhesion	0.0001545881062736	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell or to the extracellular matrix."" [GOC:mah]"	753	101	15	17376	0.1485148514851485	0.0199203187250996	query_1	['GO:0007155', 'GO:0050794']	['AKT1', 'CBFB', 'FOXO3', 'PPARA', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'NOTCH1', 'RUNX1', 'SMARCC2', 'RARA', 'SMAD3', 'PML', 'SMARCC1', 'CDK6']
988	GO:BP	GO:0050821	protein stabilization	0.0001545881062736	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	101	8	17376	0.0792079207920792	0.0384615384615384	query_1	['GO:0031647']	['CDK7', 'TBL1X', 'SUMO1', 'USP7', 'EP300', 'TP53', 'SMAD3', 'PML']
989	GO:BP	GO:0002064	epithelial cell development	0.0001597649266169	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	209	101	8	17376	0.0792079207920792	0.0382775119617224	query_1	['GO:0030855', 'GO:0048468']	['AKT1', 'E2F4', 'AR', 'NOTCH1', 'NOTCH2', 'ESR1', 'RARA', 'CDK6']
990	REAC	REAC:R-HSA-3232142	SUMOylation of ubiquitinylation proteins	0.0001598306650897	True	SUMOylation of ubiquitinylation proteins	35	101	4	17376	0.0396039603960396	0.1142857142857142	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'MDM2', 'SUMO1', 'PML']
991	GO:BP	GO:0032374	regulation of cholesterol transport	0.0001602524165646	True	"""Any process that modulates the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	62	101	5	17376	0.0495049504950495	0.0806451612903225	query_1	['GO:0030301', 'GO:0032371']	['RXRA', 'PPARG', 'NR1H2', 'NR1H3', 'GPS2']
992	GO:BP	GO:0032371	regulation of sterol transport	0.0001602524165646	True	"""Any process that modulates the frequency, rate or extent of the directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	62	101	5	17376	0.0495049504950495	0.0806451612903225	query_1	['GO:0015918', 'GO:0032368']	['RXRA', 'PPARG', 'NR1H2', 'NR1H3', 'GPS2']
993	GO:BP	GO:0061311	cell surface receptor signaling pathway involved in heart development	0.000160603788386	True	"""The series of molecular signals initiated by a ligand the binding to its receptor on the surface of a cell, which contributes to the progression of the heart over time."" [GOC:dph, GOC:mtg_heart, GOC:signaling]"	31	101	4	17376	0.0396039603960396	0.1290322580645161	query_1	['GO:0007166', 'GO:0007507']	['CTNNB1', 'NOTCH1', 'RBPJ', 'NOTCH2']
994	GO:BP	GO:0034968	histone lysine methylation	0.00016104525829	True	"""The modification of a histone by addition of one or more methyl groups to a lysine residue."" [GOC:mah, GOC:pr]"	103	101	6	17376	0.0594059405940594	0.058252427184466	query_1	['GO:0016571', 'GO:0018022']	['CTNNB1', 'SMARCB1', 'SMAD4', 'MECP2', 'SNW1', 'KDM1A']
995	GO:BP	GO:0061314	Notch signaling involved in heart development	0.0001624025098035	True	"""The series of molecular signals initiated by binding of an extracellular ligand to a Notch receptor on the surface of the target cell and contributing to the progression of the heart over time."" [GOC:mtg_heart]"	11	101	3	17376	0.0297029702970297	0.2727272727272727	query_1	['GO:0007219', 'GO:0061311']	['NOTCH1', 'RBPJ', 'NOTCH2']
996	GO:BP	GO:0048592	eye morphogenesis	0.0001642396052823	True	"""The process in which the anatomical structures of the eye are generated and organized."" [GOC:jid, GOC:mtg_sensu]"	153	101	7	17376	0.0693069306930693	0.0457516339869281	query_1	['GO:0001654', 'GO:0090596']	['STAT3', 'CTNNB1', 'NOTCH1', 'NOTCH2', 'SKI', 'THRB', 'HIPK2']
997	GO:BP	GO:0060341	regulation of cellular localization	0.0001671741336518	True	"""Any process that modulates the frequency, rate or extent of a process in which a cell, a substance, or a cellular entity is transported to, or maintained in a specific location within or in the membrane of a cell."" [GOC:dph, GOC:tb]"	950	101	17	17376	0.1683168316831683	0.0178947368421052	query_1	['GO:0032879', 'GO:0050794', 'GO:0051641']	['REST', 'AKT1', 'PPARG', 'NR1H2', 'CTNNB1', 'SIN3A', 'NR1H3', 'AR', 'WWTR1', 'SUMO1', 'USP7', 'HDAC3', 'NR1H4', 'FOXO1', 'SMAD3', 'PML', 'KDM1A']
998	GO:BP	GO:0035282	segmentation	0.0001687669206001	True	"""The regionalization process that divides an organism or part of an organism into a series of semi-repetitive parts, or segments, often arranged along a longitudinal axis."" [PMID:10611687, PMID:9706689]"	104	101	6	17376	0.0594059405940594	0.0576923076923076	query_1	['GO:0003002']	['SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'TP53', 'SMAD3']
999	GO:BP	GO:0009408	response to heat	0.0001687669206001	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:lr]"	104	101	6	17376	0.0594059405940594	0.0576923076923076	query_1	['GO:0006950', 'GO:0009266']	['AKT1', 'CREBBP', 'SUMO1', 'DAXX', 'EP300', 'HDAC2']
1000	GO:BP	GO:0001708	cell fate specification	0.0001687669206001	True	"""The cellular developmental process involved in cell fate commitment in which the cell is designated to follow a developmental path, unless they receive extrinsic cues that direct an alternative fate."" [GOC:go_curators]"	104	101	6	17376	0.0594059405940594	0.0576923076923076	query_1	['GO:0045165', 'GO:0048869']	['CTNNB1', 'HDAC1', 'AR', 'NOTCH1', 'RBPJ', 'HDAC2']
1001	REAC	REAC:R-HSA-9679506	SARS-CoV Infections	0.000168971324179	True	SARS-CoV Infections	365	101	10	17376	0.099009900990099	0.0273972602739726	query_1	['REAC:R-HSA-5663205']	['REST', 'UBE2I', 'AKT1', 'CREBBP', 'RB1', 'HDAC1', 'SUMO1', 'RCOR1', 'HDAC2', 'KDM1A']
1002	GO:BP	GO:0034605	cellular response to heat	0.0001709987205115	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a heat stimulus, a temperature stimulus above the optimal temperature for that organism."" [GOC:mah]"	63	101	5	17376	0.0495049504950495	0.0793650793650793	query_1	['GO:0009408', 'GO:0033554']	['CREBBP', 'SUMO1', 'DAXX', 'EP300', 'HDAC2']
