Transaldolase deficiency	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
88	GO:BP	GO:0034641	cellular nitrogen compound metabolic process	1.1901337447699987e-06	True	"""The chemical reactions and pathways involving various organic and inorganic nitrogenous compounds, as carried out by individual cells."" [GOC:mah]"	5768	95	61	15719	0.6421052631578947	0.0105755894590846	query_1	['GO:0006807', 'GO:0044237']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'OGDH', 'PHB1', 'STAT5B']
89	GO:BP	GO:0033146	regulation of intracellular estrogen receptor signaling pathway	1.284914463939832e-06	True	"""Any process that modulates the frequency, rate or extent of the activity of an intracellular estrogen receptor signaling pathway."" [GOC:mah]"	34	95	6	15719	0.0631578947368421	0.1764705882352941	query_1	['GO:0030520', 'GO:0033143']	['DDRGK1', 'UFL1', 'PHB2', 'BRCA1', 'UBA5', 'UFM1']
37	GO:CC	GO:0016604	nuclear body	1.645737585963873e-06	True	"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]"	808	97	19	16420	0.1958762886597938	0.0235148514851485	query_1	['GO:0005654', 'GO:0110165']	['UBE2I', 'LYRM4', 'NBN', 'ATF7IP', 'TP53BP1', 'ZNF350', 'H2AX', 'MDC1', 'SUMO1', 'RPA1', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'CBX5', 'BRCA1', 'MBD1', 'BARD1']
90	GO:BP	GO:0000724	double-strand break repair via homologous recombination	1.6943835448228206e-06	True	"""The error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences. A strand in the broken DNA searches for a homologous region in an intact chromosome to serve as the template for DNA synthesis. The restoration of two intact DNA molecules results in the exchange, reciprocal or nonreciprocal, of genetic material between the intact DNA molecule and the broken DNA molecule."" [GOC:elh, PMID:10357855]"	167	95	10	15719	0.1052631578947368	0.059880239520958	query_1	['GO:0000725', 'GO:0006302']	['RBBP8', 'NBN', 'TP53BP1', 'H2AX', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1']
91	GO:BP	GO:0019438	aromatic compound biosynthetic process	1.705750141151736e-06	True	"""The chemical reactions and pathways resulting in the formation of aromatic compounds, any substance containing an aromatic carbon ring."" [GOC:ai]"	3785	95	47	15719	0.4947368421052631	0.0124174372523117	query_1	['GO:0006725', 'GO:0044249']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'ADSL', 'CDK5RAP3', 'ATF7IP', 'TP53BP1', 'RAD50', 'ZNF45', 'ZNF350', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'DDRGK1', 'UFL1', 'PHB2', 'SDHD', 'BRCA2', 'SETDB1', 'PDHA1', 'SUMO1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'HDAC6', 'PDK1', 'SDHB', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'PHB1', 'STAT5B']
92	GO:BP	GO:0019646	aerobic electron transport chain	1.7385088712432946e-06	True	"""A process in which a series of electron carriers operate together to transfer electrons from donors such as NADH and FADH2 to oxygen to generate a transmembrane electrochemical gradient."" [GOC:ai, GOC:mtg_electron_transport]"	90	95	8	15719	0.0842105263157894	0.0888888888888888	query_1	['GO:0006119', 'GO:0009060', 'GO:0022904']	['SDHD', 'ISCU', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'NDUFV3']
93	GO:BP	GO:0032787	monocarboxylic acid metabolic process	1.7405616107500955e-06	True	"""The chemical reactions and pathways involving monocarboxylic acids, any organic acid containing one carboxyl (COOH) group or anion (COO-)."" [GOC:vk]"	585	95	17	15719	0.1789473684210526	0.029059829059829	query_1	['GO:0019752']	['PDK4', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'MCAT', 'PDHA1', 'PDK3', 'VDAC1', 'GPD1', 'PDK1', 'NDUFAB1', 'BRCA1', 'DLD', 'PDK2', 'ABHD6', 'OGDH']
94	GO:BP	GO:1901137	carbohydrate derivative biosynthetic process	1.8998893906760772e-06	True	"""The chemical reactions and pathways resulting in the formation of carbohydrate derivative."" [GOC:TermGenie]"	589	95	17	15719	0.1789473684210526	0.0288624787775891	query_1	['GO:1901135', 'GO:1901576']	['PDK4', 'ADSL', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'SDHD', 'PDHA1', 'PDK3', 'PDK1', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'PDK2', 'NDUFV3']
95	GO:BP	GO:0000729	DNA double-strand break processing	1.92873869893068e-06	True	"""The 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang."" [PMID:10357855]"	19	95	5	15719	0.0526315789473684	0.2631578947368421	query_1	['GO:0006259', 'GO:0006302']	['RBBP8', 'NBN', 'RAD50', 'BLM', 'MRE11']
96	GO:BP	GO:0035825	homologous recombination	1.92873869893068e-06	True	"""A DNA recombination process that results in the exchange of an equal amount of genetic material between highly homologous DNA molecules."" [GOC:mah, PMID:11139492, PMID:17304215]"	61	95	7	15719	0.0736842105263157	0.1147540983606557	query_1	['GO:0006310']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
97	GO:BP	GO:0009083	branched-chain amino acid catabolic process	2.5332757042530527e-06	True	"""The chemical reactions and pathways resulting in the breakdown of amino acids containing a branched carbon skeleton, comprising isoleucine, leucine and valine."" [GOC:ai]"	20	95	5	15719	0.0526315789473684	0.25	query_1	['GO:0009063', 'GO:0009081']	['DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
98	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	2.9415279098176448e-06	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	97	95	8	15719	0.0842105263157894	0.0824742268041237	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
100	GO:BP	GO:0042775	mitochondrial ATP synthesis coupled electron transport	3.124127794042258e-06	True	"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP, as it occurs in the mitochondrial inner membrane or chloroplast thylakoid membrane."" [GOC:mtg_sensu, ISBN:0716731363]"	98	95	8	15719	0.0842105263157894	0.0816326530612244	query_1	['GO:0042773']	['SDHD', 'ISCU', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'NDUFV3']
99	GO:BP	GO:0042773	ATP synthesis coupled electron transport	3.124127794042258e-06	True	"""The transfer of electrons through a series of electron donors and acceptors, generating energy that is ultimately used for synthesis of ATP."" [ISBN:0716731363]"	98	95	8	15719	0.0842105263157894	0.0816326530612244	query_1	['GO:0006119', 'GO:0022904']	['SDHD', 'ISCU', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'NDUFV3']
101	GO:BP	GO:0006974	DNA damage response	3.32936085388418e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]"	854	95	20	15719	0.2105263157894736	0.0234192037470726	query_1	['GO:0033554']	['RBBP8', 'CDK5RAP3', 'NBN', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'H2AX', 'UFL1', 'MDC1', 'BRCA2', 'SUMO1', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'CBX5', 'BRCA1', 'TRIM28', 'BARD1']
102	GO:BP	GO:0006006	glucose metabolic process	3.361844630857881e-06	True	"""The chemical reactions and pathways involving glucose, the aldohexose gluco-hexose. D-glucose is dextrorotatory and is sometimes known as dextrose; it is an important source of energy for living organisms and is found free as well as combined in homo- and hetero-oligosaccharides and polysaccharides."" [ISBN:0198506732]"	182	95	10	15719	0.1052631578947368	0.0549450549450549	query_1	['GO:0019318']	['PDK4', 'DLAT', 'PDHA2', 'PDHB', 'BCKDK', 'PDHA1', 'PDK3', 'GPD1', 'PDK1', 'PDK2']
38	GO:CC	GO:0000794	condensed nuclear chromosome	3.7254398287313007e-06	True	"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct nuclear chromosome."" [GOC:elh]"	81	97	7	16420	0.0721649484536082	0.0864197530864197	query_1	['GO:0000228', 'GO:0000793']	['UBE2I', 'RAD50', 'H2AX', 'BRCA2', 'BLM', 'RAD51', 'BRCA1']
103	GO:BP	GO:0044770	cell cycle phase transition	3.959524276468307e-06	True	"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]"	550	95	16	15719	0.1684210526315789	0.029090909090909	query_1	['GO:0022402']	['RBBP8', 'CDK5RAP3', 'NBN', 'TP53BP1', 'RAD50', 'PAXIP1', 'H2AX', 'DDRGK1', 'MDC1', 'PHB2', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
104	GO:BP	GO:0071704	organic substance metabolic process	4.017398539849011e-06	True	"""The chemical reactions and pathways involving an organic substance, any molecular entity containing carbon."" [GOC:mah]"	9998	95	83	15719	0.8736842105263158	0.0083016603320664	query_1	['GO:0008152']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'ADSL', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'TP53BP1', 'RAD50', 'ZNF45', 'UBAC2', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'SETDB1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'MOCS3', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'STAT5A', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MFN1', 'ABHD6', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
39	GO:CC	GO:1990229	iron-sulfur cluster assembly complex	4.042248604059187e-06	True	"""A protein complex capable of assembling an iron-sulfur (Fe-S) cluster."" [GOC:bhm, PMID:17350958]"	12	97	4	16420	0.0412371134020618	0.3333333333333333	query_1	['GO:0005829', 'GO:0032991']	['LYRM4', 'ISCU', 'NFS1', 'NDUFAB1']
105	GO:BP	GO:0006119	oxidative phosphorylation	4.227032780610661e-06	True	"""The phosphorylation of ADP to ATP that accompanies the oxidation of a metabolite through the operation of the respiratory chain. Oxidation of compounds establishes a proton gradient across the membrane, providing the energy for ATP synthesis."" [ISBN:0198506732, ISBN:0471331309]"	142	95	9	15719	0.0947368421052631	0.0633802816901408	query_1	['GO:0009060']	['PPIF', 'SDHD', 'ISCU', 'SDHB', 'NDUFAB1', 'SDHA', 'SDHC', 'DLD', 'NDUFV3']
106	GO:BP	GO:0010212	response to ionizing radiation	4.446749338627572e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [PMID:12509526]"	143	95	9	15719	0.0947368421052631	0.0629370629370629	query_1	['GO:0009314']	['TP53BP1', 'XRCC6', 'PAXIP1', 'H2AX', 'BRCA2', 'BLM', 'RAD51', 'BRCA1', 'BARD1']
107	GO:BP	GO:0007093	mitotic cell cycle checkpoint signaling	4.676114093150733e-06	True	"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	144	95	9	15719	0.0947368421052631	0.0625	query_1	['GO:0000075', 'GO:0045930', 'GO:1903047']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'MDC1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
108	GO:BP	GO:0006302	double-strand break repair	4.7006843967245e-06	True	"""The repair of double-strand breaks in DNA via homologous and nonhomologous mechanisms to reform a continuous DNA helix."" [GOC:elh]"	296	95	12	15719	0.1263157894736842	0.0405405405405405	query_1	['GO:0006281']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'XRCC6', 'H2AX', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1']
109	GO:BP	GO:0009063	amino acid catabolic process	5.284641503360759e-06	True	"""The chemical reactions and pathways resulting in the breakdown of amino acids, organic acids containing one or more amino substituents."" [GOC:ai]"	106	95	8	15719	0.0842105263157894	0.0754716981132075	query_1	['GO:0006520', 'GO:0046395', 'GO:1901565']	['GCSH', 'OTC', 'DLST', 'DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
40	GO:CC	GO:0099128	mitochondrial iron-sulfur cluster assembly complex	5.746789530670409e-06	True	"""A protein complex consisting of frataxin, cysteine desulfurase, an accessory protein and a Fe-S scaffold protein. In human these genes correspond to FXN, NFS1, ISD11 and ISCU respectively. This complex assembles Fe-S clusters onto the scaffolding protein using the substrates ferrous iron, electrons, and sulfur from l-cysteine."" [PMID:27519411]"	4	97	3	16420	0.0309278350515463	0.75	query_1	['GO:0098798']	['LYRM4', 'ISCU', 'NFS1']
41	GO:CC	GO:0043229	intracellular organelle	6.185753014601941e-06	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12263	97	91	16420	0.9381443298969072	0.0074206964038163	query_1	['GO:0005622', 'GO:0043226']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'LYRM4', 'MAIP1', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'ZNF45', 'UBAC2', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'MCU', 'SIL1', 'SETDB1', 'BCKDK', 'CDNF', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'SMDT1', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'ABHD6', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
110	GO:BP	GO:0018205	peptidyl-lysine modification	6.772438129290954e-06	True	"""The modification of peptidyl-lysine."" [GOC:go_curators]"	368	95	13	15719	0.1368421052631579	0.0353260869565217	query_1	['GO:0018193']	['UBE2I', 'GCSH', 'PAXIP1', 'SETDB2', 'METTL21C', 'BRCA2', 'SETDB1', 'SUMO1', 'PIAS1', 'HDAC6', 'NDUFAB1', 'BRCA1', 'TRIM28']
43	REAC	REAC:R-HSA-6804756	Regulation of TP53 Activity through Phosphorylation	6.88454665900879e-06	True	Regulation of TP53 Activity through Phosphorylation	92	83	8	10022	0.0963855421686747	0.0869565217391304	query_1	['REAC:R-HSA-5633007']	['RBBP8', 'NBN', 'RAD50', 'RPA1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
111	GO:BP	GO:0032508	DNA duplex unwinding	7.083302422704918e-06	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating a region of unpaired single strands."" [GOC:isa_complete, GOC:mah]"	75	95	7	15719	0.0736842105263157	0.0933333333333333	query_1	['GO:0032392']	['NBN', 'RAD50', 'XRCC6', 'RPA1', 'BLM', 'MRE11', 'RAD51']
44	REAC	REAC:R-HSA-3899300	SUMOylation of transcription cofactors	7.752883556356515e-06	True	SUMOylation of transcription cofactors	41	83	6	10022	0.072289156626506	0.1463414634146341	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'ZNF350', 'SUMO1', 'PIAS1', 'MBD1', 'TRIM28']
112	GO:BP	GO:0030518	intracellular steroid hormone receptor signaling pathway	8.350645767253939e-06	True	"""The series of molecular signals initiated by a steroid binding to an intracellular steroid hormone receptor."" [GOC:mah, GOC:signaling]"	113	95	8	15719	0.0842105263157894	0.0707964601769911	query_1	['GO:0030522', 'GO:0043401']	['DDRGK1', 'UFL1', 'PHB2', 'HDAC6', 'BRCA1', 'UBA5', 'PHB1', 'UFM1']
113	GO:BP	GO:0044571	[2Fe-2S] cluster assembly	8.350645767253939e-06	True	"""The incorporation of two iron atoms and two sulfur atoms into an iron-sulfur cluster."" [GOC:jl, GOC:mengo_curators, GOC:pde, GOC:tt, GOC:vw, PMID:15952888]"	11	95	4	15719	0.0421052631578947	0.3636363636363636	query_1	['GO:0016226']	['LYRM4', 'ISCU', 'NFS1', 'NDUFAB1']
114	GO:BP	GO:0045786	negative regulation of cell cycle	8.350645767253939e-06	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	376	95	13	15719	0.1368421052631579	0.0345744680851063	query_1	['GO:0007049', 'GO:0048523', 'GO:0051726']	['RBBP8', 'CDK5RAP3', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
115	GO:BP	GO:0044839	cell cycle G2/M phase transition	8.60272414696775e-06	True	"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]"	156	95	9	15719	0.0947368421052631	0.0576923076923076	query_1	['GO:0044770']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
116	GO:BP	GO:0009081	branched-chain amino acid metabolic process	8.748317062340417e-06	True	"""The chemical reactions and pathways involving amino acids containing a branched carbon skeleton, comprising isoleucine, leucine and valine."" [GOC:ai]"	26	95	5	15719	0.0526315789473684	0.1923076923076923	query_1	['GO:0006520']	['DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
117	GO:BP	GO:0006259	DNA metabolic process	9.176942149687891e-06	True	"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]"	1007	95	21	15719	0.2210526315789473	0.0208540218470705	query_1	['GO:0090304']	['RBBP8', 'NBN', 'ATF7IP', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'H2AX', 'UFL1', 'MDC1', 'BRCA2', 'SUMO1', 'HSPD1', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'TRIM28', 'BARD1', 'PHB1']
42	GO:CC	GO:0000800	lateral element	1.0228952806990054e-05	True	"""A proteinaceous core found between sister chromatids during meiotic prophase."" [GOC:elh]"	15	97	4	16420	0.0412371134020618	0.2666666666666666	query_1	['GO:0000795', 'GO:0110165']	['BRCA2', 'BLM', 'RAD51', 'BRCA1']
118	GO:BP	GO:0007005	mitochondrion organization	1.0266209409795571e-05	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components."" [GOC:dph, GOC:jl, GOC:mah, GOC:sgd_curators, PMID:9786946]"	522	95	15	15719	0.1578947368421052	0.028735632183908	query_1	['GO:0006996']	['PPIF', 'SPG7', 'MAIP1', 'HSPA9', 'PMPCA', 'PHB2', 'MCU', 'HSPD1', 'VDAC1', 'AFG3L2', 'HDAC6', 'NDUFAB1', 'MFN1', 'PMPCB', 'PHB1']
119	GO:BP	GO:0032392	DNA geometric change	1.124609597048938e-05	True	"""The process in which a transformation is induced in the geometry of a DNA double helix, resulting in a change in twist, writhe, or both, but with no change in linking number. Includes the unwinding of double-stranded DNA by helicases."" [GOC:mah]"	81	95	7	15719	0.0736842105263157	0.0864197530864197	query_1	['GO:0071103']	['NBN', 'RAD50', 'XRCC6', 'RPA1', 'BLM', 'MRE11', 'RAD51']
120	GO:BP	GO:0090309	positive regulation of DNA methylation-dependent heterochromatin formation	1.1710664173858963e-05	True	"""Any process that increases the rate, frequency, or extent of DNA methylation-dependent heterochromatin formation."" [GOC:BHF]"	12	95	4	15719	0.0421052631578947	0.3333333333333333	query_1	['GO:0006346', 'GO:0031453', 'GO:0090308']	['ATF7IP', 'SETDB2', 'SETDB1', 'TRIM28']
121	GO:BP	GO:0030520	intracellular estrogen receptor signaling pathway	1.3147216775145046e-05	True	"""The series of molecular signals initiated by estrogen binding to an intracellular receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	52	95	6	15719	0.0631578947368421	0.1153846153846153	query_1	['GO:0030518']	['DDRGK1', 'UFL1', 'PHB2', 'BRCA1', 'UBA5', 'UFM1']
43	GO:CC	GO:0030870	Mre11 complex	1.3329931228856213e-05	True	"""Trimeric protein complex that possesses endonuclease activity; involved in meiotic recombination, DNA repair and checkpoint signaling. In Saccharomyces cerevisiae, the complex comprises Mre11p, Rad50p, and Xrs2p; complexes identified in other species generally contain proteins orthologous to the Saccharomyces cerevisiae proteins."" [GOC:mah, GOC:vw, PMID:11988766, PMID:17674145]"	5	97	3	16420	0.0309278350515463	0.6	query_1	['GO:0140513']	['NBN', 'RAD50', 'MRE11']
44	GO:CC	GO:0043226	organelle	1.4765702397667536e-05	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	97	93	16420	0.9587628865979382	0.0071709461022438	query_1	['GO:0110165']	['PPIF', 'RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'SPG7', 'PPM1K', 'SNX1', 'LYRM4', 'MAIP1', 'CDK5RAP3', 'NBN', 'OTC', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'ZNF45', 'UBAC2', 'ZNF350', 'XRCC6', 'TALDO1', 'PAXIP1', 'DLAT', 'PDHA2', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'METTL21C', 'SDHD', 'DBT', 'BRCA2', 'MCU', 'SIL1', 'SETDB1', 'BCKDK', 'CDNF', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'SMDT1', 'SDHC', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'ABHD6', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
45	REAC	REAC:R-HSA-3108214	SUMOylation of DNA damage response and repair proteins	1.5615120092238466e-05	True	SUMOylation of DNA damage response and repair proteins	72	83	7	10022	0.0843373493975903	0.0972222222222222	query_1	['REAC:R-HSA-3108232']	['UBE2I', 'MDC1', 'SUMO1', 'RPA1', 'BLM', 'PIAS1', 'BRCA1']
122	GO:BP	GO:0106077	histone succinylation	1.591635115860361e-05	True	"""The modification of a histone by the addition of an succinyl group."" [PMID:29211711]"	4	95	3	15719	0.031578947368421	0.75	query_1	['GO:0018335']	['DLST', 'DLD', 'OGDH']
