Vascular Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
444	GO:BP	GO:0008286	insulin receptor signaling pathway	8.244578978510832e-06	True	"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]"	122	99	8	15719	0.0808080808080808	0.0655737704918032	query_1	['GO:0007169', 'GO:0032869']	['NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PTPN11']
47	GO:CC	GO:0098794	postsynapse	8.271893996296252e-06	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	99	16	16420	0.1616161616161616	0.0253968253968253	query_1	['GO:0045202', 'GO:0110165']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'SOS1', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'CDH1', 'PTK2B', 'CRKL', 'PTK2', 'NRP1', 'ITGA3', 'NCK2']
445	GO:BP	GO:0048012	hepatocyte growth factor receptor signaling pathway	8.401778170260786e-06	True	"""The series of molecular signals initiated by a ligand binding to a hepatocyte growth factor receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	13	99	4	15719	0.0404040404040404	0.3076923076923077	query_1	['GO:0007169']	['MET', 'BCAR1', 'HGF', 'NRP1']
446	GO:BP	GO:0010628	positive regulation of gene expression	8.872596331694556e-06	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	99	22	15719	0.2222222222222222	0.0199095022624434	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['NCK1', 'FN1', 'PDGFB', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'ADAM19', 'TNC', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'THBS1', 'ITGA3', 'PTPN11', 'NCK2', 'ITGA2']
447	GO:BP	GO:0051049	regulation of transport	8.964931516794303e-06	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1690	99	28	15719	0.2828282828282828	0.0165680473372781	query_1	['GO:0006810', 'GO:0032879']	['RAPGEF1', 'ITGB1', 'ITGAV', 'PDGFB', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'PLCG2', 'CTNNB1', 'FYN', 'LYN', 'PDGFRB', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'VTN', 'NRP1', 'THBS1', 'CBL', 'PTPN11', 'ITGA2']
448	GO:BP	GO:0001945	lymph vessel development	9.271146022889972e-06	True	"""The process whose specific outcome is the progression of a lymph vessel over time, from its formation to the mature structure."" [GOC:dph, UBERON:0001473]"	30	99	5	15719	0.0505050505050505	0.1666666666666666	query_1	['GO:0001944', 'GO:0048856']	['VEGFC', 'FLT4', 'KDR', 'SYK', 'VEGFA']
106	REAC	REAC:R-HSA-5674135	MAP2K and MAPK activation	9.593406717319494e-06	True	MAP2K and MAPK activation	39	98	6	10022	0.0612244897959183	0.1538461538461538	query_1	['REAC:R-HSA-5673001']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'VCL', 'TLN1']
449	GO:BP	GO:0043535	regulation of blood vessel endothelial cell migration	1.009232561150686e-05	True	"""Any process that modulates the frequency, rate or extent of the migration of the endothelial cells of blood vessels."" [GOC:go_curators]"	87	99	7	15719	0.0707070707070707	0.0804597701149425	query_1	['GO:0010594', 'GO:0043534']	['PDGFB', 'VEGFC', 'KDR', 'PLCG1', 'VEGFA', 'NRP1', 'THBS1']
450	GO:BP	GO:0007435	salivary gland morphogenesis	1.0950303591848064e-05	True	"""The process in which the anatomical structures of the salivary gland are generated and organized."" [GOC:jid]"	31	99	5	15719	0.0505050505050505	0.1612903225806451	query_1	['GO:0007431', 'GO:0022612']	['TGFB3', 'HGF', 'EGFR', 'NRP1', 'PLXNA1']
451	GO:BP	GO:0061041	regulation of wound healing	1.101124986308317e-05	True	"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]"	127	99	8	15719	0.0808080808080808	0.0629921259842519	query_1	['GO:0042060', 'GO:1903034']	['ITGB1', 'VEGFB', 'PDGFB', 'CRK', 'VTN', 'PTK2', 'THBS1', 'PDGFRA']
48	GO:CC	GO:0120025	plasma membrane bounded cell projection	1.1027474721364293e-05	True	"""A prolongation or process extending from a cell and that is bounded by plasma membrane, e.g. a cilium, lamellipodium, or axon."" [GOC:krc]"	2125	99	31	16420	0.3131313131313131	0.0145882352941176	query_1	['GO:0042995']	['P4HB', 'ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'CTNNB1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'DOCK4', 'NRP2', 'JAM3', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ADAM15', 'ITGA3', 'CBL', 'PDGFRA', 'ITGA2']
107	REAC	REAC:R-HSA-9656223	Signaling by RAF1 mutants	1.10940626734962e-05	True	Signaling by RAF1 mutants	40	98	6	10022	0.0612244897959183	0.15	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'ITGB3', 'ITGA2B', 'VCL', 'TLN1']
452	GO:BP	GO:0070661	leukocyte proliferation	1.1346720660427678e-05	True	"""The expansion of a leukocyte population by cell division."" [GOC:add]"	338	99	12	15719	0.1212121212121212	0.0355029585798816	query_1	['GO:0008283']	['NCK1', 'CTNNB1', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'SYK', 'ERBB2', 'VCAM1', 'PTK2', 'NCK2']
453	GO:BP	GO:0030949	positive regulation of vascular endothelial growth factor receptor signaling pathway	1.1499413915731964e-05	True	"""Any process that activates or increases the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."" [GOC:dgh]"	14	99	4	15719	0.0404040404040404	0.2857142857142857	query_1	['GO:0009967', 'GO:0030947', 'GO:0048010']	['VEGFB', 'ITGB3', 'ITGA5', 'VTN']
457	GO:BP	GO:0001101	response to acid chemical	1.1570993424867026e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by the chemical structure of the anion portion of a dissociated acid (rather than the acid acting as a proton donor). The acid chemical may be in gaseous, liquid or solid form."" [GOC:go_curators, GOC:rn]"	128	99	8	15719	0.0808080808080808	0.0625	query_1	['GO:0042221']	['COL3A1', 'FYN', 'LYN', 'COL1A2', 'EGFR', 'VEGFA', 'COL1A1', 'PDGFRA']
458	GO:BP	GO:0051781	positive regulation of cell division	1.1570993424867026e-05	True	"""Any process that activates or increases the frequency, rate or extent of cell division."" [GOC:ai]"	89	99	7	15719	0.0707070707070707	0.0786516853932584	query_1	['GO:0048522', 'GO:0051301', 'GO:0051302']	['VEGFB', 'PDGFB', 'TGFB3', 'VEGFC', 'VEGFA', 'VEGFD', 'PGF']
454	GO:BP	GO:1901564	organonitrogen compound metabolic process	1.1570993424867026e-05	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	99	61	15719	0.6161616161616161	0.0102331823519543	query_1	['GO:0006807', 'GO:0071704']	['P4HB', 'MET', 'P4HA3', 'NCK1', 'VEGFB', 'FN1', 'ITGAV', 'PDGFB', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'P4HA2', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'COL3A1', 'ITGA5', 'CAMKMT', 'FYN', 'LAT', 'ZAP70', 'ADAM19', 'LYN', 'SHB', 'PDGFRB', 'LCP2', 'EGFR', 'P4HA1', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'PTK2B', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'DOCK3', 'VEGFD', 'VCAM1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ADAM15', 'CBL', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
455	GO:BP	GO:0051129	negative regulation of cellular component organization	1.1570993424867026e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	695	99	17	15719	0.1717171717171717	0.0244604316546762	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']	['MET', 'NCK1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'PIK3R1', 'HGF', 'FYN', 'JAM3', 'CDH1', 'VEGFA', 'NRP1', 'THBS1', 'ITGA3', 'NCK2', 'SEMA4D']
456	GO:BP	GO:0048145	regulation of fibroblast proliferation	1.1570993424867026e-05	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	99	7	15719	0.0707070707070707	0.0786516853932584	query_1	['GO:0042127', 'GO:0048144']	['FN1', 'PDGFB', 'ITGB3', 'CTNNB1', 'PDGFRB', 'EGFR', 'PDGFRA']
109	REAC	REAC:R-HSA-194315	Signaling by Rho GTPases	1.2025243723481154e-05	True	Signaling by Rho GTPases	691	98	21	10022	0.2142857142857142	0.0303907380607814	query_1	['REAC:R-HSA-9716542']	['RAPGEF1', 'ITGB1', 'NCK1', 'PLXNB1', 'DOCK1', 'SRC', 'PIK3R1', 'CTNNB1', 'SOS1', 'SH3PXD2A', 'DOCK4', 'ZAP70', 'VAV1', 'CDH1', 'PTK2B', 'DOCK3', 'PTK2', 'LCK', 'NCK2', 'ELMO2', 'PLXNA1']
108	REAC	REAC:R-HSA-202403	TCR signaling	1.2025243723481154e-05	True	TCR signaling	120	98	9	10022	0.0918367346938775	0.075	query_1	['REAC:R-HSA-1280218']	['NCK1', 'PIK3R1', 'ITK', 'PLCG2', 'LAT', 'ZAP70', 'LCP2', 'PLCG1', 'LCK']
110	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	1.2331345478428825e-05	True	Signaling by TGF-beta Receptor Complex	90	98	8	10022	0.0816326530612244	0.0888888888888888	query_1	['REAC:R-HSA-9006936']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'COL1A2', 'ITGB6', 'CBL']
459	GO:BP	GO:0030100	regulation of endocytosis	1.2763849338089144e-05	True	"""Any process that modulates the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	282	99	11	15719	0.1111111111111111	0.0390070921985815	query_1	['GO:0006897', 'GO:0051128', 'GO:0060627']	['RAPGEF1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'CBL', 'ITGA2']
460	GO:BP	GO:0002244	hematopoietic progenitor cell differentiation	1.2881748819469232e-05	True	"""The process in which precursor cell type acquires the specialized features of a hematopoietic progenitor cell, a class of cell types including myeloid progenitor cells and lymphoid progenitor cells."" [GOC:add, GOC:rl, ISBN:0781735149, PMID:16551251]"	130	99	8	15719	0.0808080808080808	0.0615384615384615	query_1	['GO:0030097', 'GO:0030154']	['DOCK1', 'FLT4', 'SOS1', 'LYN', 'JAM3', 'KDR', 'PDGFRA', 'FLT1']
461	GO:BP	GO:0022607	cellular component assembly	1.3191982403614414e-05	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2852	99	38	15719	0.3838383838383838	0.0133239831697054	query_1	['GO:0016043', 'GO:0044085']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'PLXNB1', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PLCG2', 'CTNNB1', 'COL3A1', 'ITGA5', 'PXN', 'GRB2', 'PDGFRB', 'COL1A2', 'JAM3', 'KDR', 'VCL', 'SYK', 'CDH1', 'VEGFA', 'PTK2B', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'NRP1', 'THBS1', 'PTPN11', 'NCK2', 'PDGFRA', 'SEMA4D', 'ITGA2']
462	GO:BP	GO:0042113	B cell activation	1.4056742076475596e-05	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	285	99	11	15719	0.1111111111111111	0.0385964912280701	query_1	['GO:0046649']	['ITGB1', 'PIK3R1', 'PLCG2', 'ITGA4', 'ZAP70', 'LYN', 'SHB', 'SYK', 'SH3KBP1', 'PTK2B', 'VCAM1']
463	GO:BP	GO:0007431	salivary gland development	1.4719621395525716e-05	True	"""The process whose specific outcome is the progression of the salivary gland over time, from its formation to the mature structure. Salivary glands include any of the saliva-secreting exocrine glands of the oral cavity."" [GOC:jid, UBERON:0001044]"	33	99	5	15719	0.0505050505050505	0.1515151515151515	query_1	['GO:0035272', 'GO:0048732']	['TGFB3', 'HGF', 'EGFR', 'NRP1', 'PLXNA1']
464	GO:BP	GO:0061138	morphogenesis of a branching epithelium	1.5037502405174668e-05	True	"""The process in which the anatomical structures of a branched epithelium are generated and organized."" [GOC:dph]"	179	99	9	15719	0.0909090909090909	0.0502793296089385	query_1	['GO:0001763', 'GO:0002009']	['MET', 'SRC', 'HGF', 'CTNNB1', 'GRB2', 'KDR', 'VEGFA', 'NRP1', 'PLXNA1']
465	GO:BP	GO:0048585	negative regulation of response to stimulus	1.5063589384855238e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1532	99	26	15719	0.2626262626262626	0.0169712793733681	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'PDGFB', 'SRC', 'SPP1', 'TGFB3', 'CRK', 'HGF', 'CTNNB1', 'COL3A1', 'FYN', 'LYN', 'EGFR', 'SYK', 'PLCG1', 'VTN', 'NRP1', 'THBS1', 'ITGA3', 'CBL', 'NCK2', 'PDGFRA', 'SEMA4D']
466	GO:BP	GO:0019511	peptidyl-proline hydroxylation	1.5170888878729038e-05	True	"""The hydroxylation of peptidyl-proline to form peptidyl-hydroxyproline."" [GOC:mah]"	15	99	4	15719	0.0404040404040404	0.2666666666666666	query_1	['GO:0018126', 'GO:0018208']	['P4HB', 'P4HA3', 'P4HA2', 'P4HA1']
467	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	1.5797324649078997e-05	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	350	99	12	15719	0.1212121212121212	0.0342857142857142	query_1	['GO:0045859']	['PDGFB', 'SRC', 'SOS1', 'LYN', 'PDGFRB', 'EGFR', 'SYK', 'ERBB2', 'VEGFA', 'PTK2B', 'THBS1', 'FLT1']
49	GO:CC	GO:0099091	postsynaptic specialization, intracellular component	1.5923933080610627e-05	True	"""A network of proteins adjacent to the postsynaptic membrane. Its major components include the proteins that spatially and functionally organize neurotransmitter receptors in the adjacent membrane, such as anchoring and scaffolding molecules, signaling enzymes and cytoskeletal components."" [GOC:dos]"	16	99	4	16420	0.0404040404040404	0.25	query_1	['GO:0043232', 'GO:0099572']	['SRC', 'CTNNB1', 'LYN', 'PTK2B']
468	GO:BP	GO:0051241	negative regulation of multicellular organismal process	1.5931073551885093e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1056	99	21	15719	0.2121212121212121	0.0198863636363636	query_1	['GO:0032501', 'GO:0048519', 'GO:0051239']	['FN1', 'PDGFB', 'SPP1', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'DOCK4', 'LYN', 'EGFR', 'ERBB2', 'CDH1', 'PTK2B', 'VTN', 'NRP1', 'THBS1', 'JAM2', 'PTPN11', 'PDGFRA', 'SEMA4D']
469	GO:BP	GO:0006979	response to oxidative stress	1.6003670665464918e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of oxidative stress, a state often resulting from exposure to high levels of reactive oxygen species, e.g. superoxide anions, hydrogen peroxide (H2O2), and hydroxyl radicals."" [GOC:jl, PMID:12115731]"	416	99	13	15719	0.1313131313131313	0.03125	query_1	['GO:0006950']	['P4HB', 'MET', 'SRC', 'CRK', 'HGF', 'CTNNB1', 'PXN', 'FYN', 'PDGFRB', 'EGFR', 'PTK2B', 'COL1A1', 'PDGFRA']
111	REAC	REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	1.6462623095159625e-05	True	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	706	98	21	10022	0.2142857142857142	0.0297450424929178	query_1	['REAC:R-HSA-162582']	['RAPGEF1', 'ITGB1', 'NCK1', 'PLXNB1', 'DOCK1', 'SRC', 'PIK3R1', 'CTNNB1', 'SOS1', 'SH3PXD2A', 'DOCK4', 'ZAP70', 'VAV1', 'CDH1', 'PTK2B', 'DOCK3', 'PTK2', 'LCK', 'NCK2', 'ELMO2', 'PLXNA1']
112	REAC	REAC:R-HSA-9664323	FCGR3A-mediated IL10 synthesis	1.6462623095159625e-05	True	FCGR3A-mediated IL10 synthesis	43	98	6	10022	0.0612244897959183	0.1395348837209302	query_1	['REAC:R-HSA-9662851']	['PLCG2', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
470	GO:BP	GO:0048762	mesenchymal cell differentiation	1.6941303443367387e-05	True	"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]"	234	99	10	15719	0.101010101010101	0.0427350427350427	query_1	['GO:0030154', 'GO:0060485']	['FN1', 'TGFB3', 'HGF', 'CTNNB1', 'NRP2', 'COL1A1', 'PTK2', 'NRP1', 'ADAM15', 'SEMA4D']
113	REAC	REAC:R-HSA-8865999	MET activates PTPN11	1.6981164876075516e-05	True	MET activates PTPN11	4	98	3	10022	0.0306122448979591	0.75	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF', 'PTPN11']
114	REAC	REAC:R-HSA-198933	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	1.6981164876075516e-05	True	Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell	126	98	9	10022	0.0918367346938775	0.0714285714285714	query_1	['REAC:R-HSA-1280218']	['ITGB1', 'COL3A1', 'ITGA4', 'COL1A2', 'FCGR1A', 'CDH1', 'COL1A1', 'VCAM1', 'ITGB7']
115	REAC	REAC:R-HSA-1251932	PLCG1 events in ERBB2 signaling	1.6981164876075516e-05	True	PLCG1 events in ERBB2 signaling	4	98	3	10022	0.0306122448979591	0.75	query_1	['REAC:R-HSA-1227986']	['EGFR', 'PLCG1', 'ERBB2']
471	GO:BP	GO:0032535	regulation of cellular component size	1.7113766240308464e-05	True	"""A process that modulates the size of a cellular component."" [GOC:mah]"	353	99	12	15719	0.1212121212121212	0.0339943342776204	query_1	['GO:0016043', 'GO:0090066']	['NCK1', 'FN1', 'SPP1', 'GRB2', 'VAV1', 'CDH1', 'VEGFA', 'PTK2B', 'L1CAM', 'NRP1', 'NCK2', 'SEMA4D']
472	GO:BP	GO:0034109	homotypic cell-cell adhesion	1.7427809952406784e-05	True	"""The attachment of a cell to a second cell of the identical type via adhesion molecules."" [GOC:add]"	95	99	7	15719	0.0707070707070707	0.0736842105263157	query_1	['GO:0098609']	['FN1', 'ITGB3', 'LYN', 'VCL', 'SYK', 'TLN1', 'PDGFRA']
473	GO:BP	GO:0019932	second-messenger-mediated signaling	1.795993672980338e-05	True	"""Any intracellular signal transduction in which the signal is passed on within the cell via a second messenger; a small molecule or ion that can be quickly generated or released from intracellular stores, and can diffuse within the cell. Second-messenger signaling includes production or release of the second messenger, and effectors downstream of the second messenger that further transmit the signal within the cell."" [GOC:signaling, ISBN:0815316194, PMID:15221855, Wikipedia:Second_messenger_system]"	293	99	11	15719	0.1111111111111111	0.0375426621160409	query_1	['GO:0035556']	['PLCG2', 'LAT', 'ZAP70', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'VEGFA', 'PTK2B', 'VCAM1', 'THBS1']
475	GO:BP	GO:0061550	cranial ganglion development	1.8655770610671707e-05	True	"""The process whose specific outcome is the progression of a cranial ganglion over time, from its formation to the mature structure."" [GOC:dph]"	5	99	3	15719	0.0303030303030303	0.6	query_1	['GO:0021545', 'GO:0061548']	['CTNNB1', 'NRP2', 'NRP1']
474	GO:BP	GO:1901166	neural crest cell migration involved in autonomic nervous system development	1.8655770610671707e-05	True	"""Any neural crest cell migration that is involved in autonomic nervous system development."" [GOC:BHF, GOC:TermGenie]"	5	99	3	15719	0.0303030303030303	0.6	query_1	['GO:0001755', 'GO:0048483']	['FN1', 'NRP2', 'NRP1']
