Noonan syndrome with multiple lentigines	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
87	GO:BP	GO:0051128	regulation of cellular component organization	8.684486279576639e-30	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2462	103	63	21110	0.6116504854368932	0.0255889520714865	query_1	['GO:0016043', 'GO:0050794']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'CRK', 'HGF', 'PLCG2', 'CTNNB1', 'MAPK3', 'PXN', 'FYN', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'LAMTOR2', 'TLN1', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'PLXNA1']
88	GO:BP	GO:0051240	positive regulation of multicellular organismal process	9.541660566264717e-30	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1704	103	55	21110	0.5339805825242718	0.0322769953051643	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['ITGB1', 'NCK1', 'SMURF2', 'VEGFB', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'BRAF', 'MAP2K1', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'SMURF1', 'SH3KBP1', 'PTK2B', 'VEGFA', 'ADAM12', 'VTN', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
89	GO:BP	GO:0009611	response to wounding	1.0136711547992633e-29	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to the organism."" [GOC:go_curators]"	576	103	38	21110	0.3689320388349514	0.0659722222222222	query_1	['GO:0006950']	['ITGB1', 'PIK3CB', 'VEGFB', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'PLCG2', 'TGFBR2', 'ITGA5', 'LYN', 'TGFB1', 'BRAF', 'TNC', 'MAP2K1', 'CD44', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'VAV1', 'SYK', 'RAF1', 'ERBB2', 'VEGFA', 'VTN', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PDGFRA']
90	GO:BP	GO:0048856	anatomical structure development	1.1513135137007573e-29	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5896	103	87	21110	0.8446601941747572	0.0147557666214382	query_1	['GO:0032502']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'ADAM19', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
91	GO:BP	GO:0050896	response to stimulus	1.1976685996886245e-29	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	9081	103	100	21110	0.970873786407767	0.0110120030833608	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'MADCAM1', 'LAMTOR3', 'LYN', 'CNKSR1', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'YWHAB', 'YWHAZ', 'KDR', 'ITGAE', 'HSP90AA1', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'RAF1', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'LAMTOR2', 'TLN1', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'ITGB7', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
92	WP	WP:WP673	ErbB signaling pathway	1.4218194070576177e-29	True	ErbB signaling pathway	91	96	27	8133	0.28125	0.2967032967032967	query_1	['WP:000000']	['NCK1', 'PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'MAPK1', 'CRK', 'SHC1', 'PLCG2', 'MAPK3', 'SOS1', 'PIK3CD', 'GRB2', 'BRAF', 'MAP2K1', 'EGFR', 'ARAF', 'PIK3CA', 'HRAS', 'PLCG1', 'RAF1', 'ERBB2', 'PIK3R3', 'CRKL', 'PTK2', 'MAP2K2', 'CBL']
93	GO:BP	GO:0048518	positive regulation of biological process	2.8836975728590563e-29	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	6358	103	89	21110	0.8640776699029126	0.0139981126140295	query_1	['GO:0008150', 'GO:0050789']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'KSR1', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'ADAM19', 'MADCAM1', 'LAMTOR3', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'ADAM12', 'CRKL', 'VTN', 'LAMTOR2', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
94	REAC	REAC:R-HSA-76002	Platelet activation, signaling and aggregation	3.0501166044953425e-29	True	Platelet activation, signaling and aggregation	258	101	35	10790	0.3465346534653465	0.1356589147286821	query_1	['REAC:R-HSA-109582']	['PIK3CB', 'VEGFB', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'MAPK3', 'SOS1', 'ITGA2B', 'FYN', 'LAT', 'LYN', 'LCP2', 'PIK3CA', 'YWHAZ', 'VCL', 'VAV1', 'SYK', 'RAF1', 'VEGFA', 'PIK3R3', 'TLN1', 'VEGFD', 'PTK2', 'LCK', 'PTPN11']
95	GO:CC	GO:0005925	focal adhesion	5.776640590136338e-29	True	"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]"	425	103	33	22122	0.3203883495145631	0.0776470588235294	query_1	['GO:0030055']	['ITGB1', 'ITGB5', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'MAPK1', 'CTNNB1', 'MAPK3', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'LAMTOR3', 'TNC', 'MAP2K1', 'EGFR', 'CD44', 'YWHAB', 'YWHAZ', 'VCL', 'SH3KBP1', 'PTK2B', 'TLN1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'MAP2K2', 'ITGB7', 'CBL', 'FLT1']
96	WP	WP:WP313	Hepatocyte growth factor receptor signaling	6.342780560415976e-29	True	Hepatocyte growth factor receptor signaling	34	96	20	8133	0.2083333333333333	0.5882352941176471	query_1	['WP:000000']	['MET', 'RAPGEF1', 'ITGB1', 'SRC', 'MAPK1', 'CRK', 'HGF', 'MAPK3', 'SOS1', 'PXN', 'GRB2', 'MAP2K1', 'PIK3CA', 'HRAS', 'RAF1', 'PTK2B', 'CRKL', 'PTK2', 'MAP2K2', 'PTPN11']
97	GO:BP	GO:0007275	multicellular organism development	9.433980582707911e-29	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4658	103	79	21110	0.7669902912621359	0.0169600686990124	query_1	['GO:0032501', 'GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
98	GO:CC	GO:0030055	cell-substrate junction	1.2429434941168528e-28	True	"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	435	103	33	22122	0.3203883495145631	0.0758620689655172	query_1	['GO:0070161']	['ITGB1', 'ITGB5', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'MAPK1', 'CTNNB1', 'MAPK3', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'LAMTOR3', 'TNC', 'MAP2K1', 'EGFR', 'CD44', 'YWHAB', 'YWHAZ', 'VCL', 'SH3KBP1', 'PTK2B', 'TLN1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'MAP2K2', 'ITGB7', 'CBL', 'FLT1']
99	GO:BP	GO:0048514	blood vessel morphogenesis	1.495858616301869e-28	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	619	103	38	21110	0.3689320388349514	0.061389337641357	query_1	['GO:0001568', 'GO:0035239']	['ITGB1', 'PIK3CB', 'VEGFB', 'ITGAV', 'FN1', 'SMAD7', 'FGFR2', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'PIK3CA', 'YWHAZ', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'ADAM12', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
100	WP	WP:WP286	IL-3 signaling pathway	1.7545943291128902e-28	True	IL-3 signaling pathway	49	96	22	8133	0.2291666666666666	0.4489795918367347	query_1	['WP:000000']	['RAPGEF1', 'PIK3R2', 'SRC', 'PIK3R1', 'MAPK1', 'SHC1', 'MAPK3', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'GRB2', 'TGFB1', 'MAP2K1', 'YWHAB', 'HRAS', 'VAV1', 'SYK', 'RAF1', 'CRKL', 'PTPN11', 'CBL']
101	GO:BP	GO:0006935	chemotaxis	3.057945349778646e-28	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	631	103	38	21110	0.3689320388349514	0.0602218700475435	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'PIK3CB', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'MAPK3', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'NRP2', 'MAP2K1', 'KDR', 'HRAS', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'SMAD3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
102	GO:BP	GO:0042330	taxis	3.440029154826854e-28	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	633	103	38	21110	0.3689320388349514	0.0600315955766192	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'PIK3CB', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'ITGB3', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'MAPK3', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'NRP2', 'MAP2K1', 'KDR', 'HRAS', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'SMAD3', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
103	WP	WP:WP69	T-cell receptor signaling pathway	4.852236141125024e-28	True	T-cell receptor signaling pathway	90	96	26	8133	0.2708333333333333	0.2888888888888888	query_1	['WP:000000']	['NCK1', 'PIK3R2', 'PIK3R1', 'MAPK1', 'CRK', 'SHC1', 'ITK', 'MAPK3', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'GRB2', 'TGFB1', 'LCP2', 'MAP2K1', 'HRAS', 'VAV1', 'PLCG1', 'RAF1', 'PTK2B', 'CRKL', 'LCK', 'MAP2K2', 'PTPN11', 'CBL']
104	GO:BP	GO:0035239	tube morphogenesis	5.9580264726941e-28	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	867	103	42	21110	0.4077669902912621	0.0484429065743944	query_1	['GO:0009653', 'GO:0035295']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'TGFB1', 'NRP2', 'EGFR', 'PIK3CA', 'YWHAZ', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'ADAM12', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'ADAM15', 'PDGFRA', 'FLT1', 'PGF']
105	GO:BP	GO:0048869	cellular developmental process	9.37705085984841e-28	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4344	103	76	21110	0.7378640776699029	0.0174953959484346	query_1	['GO:0009987', 'GO:0032502']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'LYN', 'GRB2', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'MAP2K1', 'EGFR', 'CD44', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'VAV1', 'SYK', 'RAF1', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
106	GO:BP	GO:0022603	regulation of anatomical structure morphogenesis	1.087792545424918e-27	True	"""Any process that modulates the frequency, rate or extent of anatomical structure morphogenesis."" [GOC:mah]"	880	103	42	21110	0.4077669902912621	0.0477272727272727	query_1	['GO:0009653', 'GO:0050793']	['ITGB1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'TGFB1', 'BRAF', 'MAP2K1', 'CD44', 'KDR', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ADAM12', 'VEGFD', 'L1CAM', 'PTK2', 'NRP1', 'MAP2K2', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
107	GO:BP	GO:0051247	positive regulation of protein metabolic process	1.447589972212892e-27	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1451	103	50	21110	0.4854368932038835	0.0344589937973811	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['NCK1', 'VEGFB', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'HGF', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'TGFB1', 'BRAF', 'LCP2', 'MAP2K1', 'EGFR', 'CD44', 'ARAF', 'PIK3CA', 'KDR', 'HSP90AA1', 'HRAS', 'SYK', 'FCGR1A', 'RAF1', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'MAP2K2', 'SMAD3', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
108	KEGG	KEGG:05200	Pathways in cancer	1.466671251670776e-27	True	Pathways in cancer	529	97	46	8161	0.4742268041237113	0.0869565217391304	query_1	['KEGG:00000']	['MET', 'ITGB1', 'PIK3CB', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'FGFR2', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'GRB2', 'TGFB1', 'BRAF', 'MAP2K1', 'EGFR', 'ARAF', 'PIK3CA', 'HSP90AA1', 'HRAS', 'PLCG1', 'RAF1', 'ERBB2', 'CDH1', 'VEGFA', 'PIK3R3', 'CRKL', 'VEGFD', 'TGFBR1', 'PTK2', 'MAP2K2', 'SMAD3', 'CBL', 'PDGFRA', 'PGF']
109	GO:BP	GO:0050793	regulation of developmental process	1.88023149621967e-27	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2482	103	61	21110	0.5922330097087378	0.0245769540692989	query_1	['GO:0032502', 'GO:0050789']	['ITGB1', 'PIK3CB', 'SMURF2', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'YWHAZ', 'KDR', 'VCL', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'VEGFD', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'MAP2K2', 'SMAD3', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
110	KEGG	KEGG:04650	Natural killer cell mediated cytotoxicity	3.325947853952875e-27	True	Natural killer cell mediated cytotoxicity	124	97	28	8161	0.2886597938144329	0.2258064516129032	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'MAPK1', 'SHC1', 'PLCG2', 'MAPK3', 'SOS1', 'PIK3CD', 'FYN', 'LAT', 'ZAP70', 'GRB2', 'BRAF', 'LCP2', 'MAP2K1', 'ARAF', 'PIK3CA', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'RAF1', 'PTK2B', 'PIK3R3', 'LCK', 'MAP2K2', 'PTPN11']
111	GO:BP	GO:0048731	system development	3.342860318911431e-27	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3987	103	73	21110	0.7087378640776699	0.018309505894156	query_1	['GO:0007275', 'GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'VEGFB', 'PLXNB1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'MAPK1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'MAPK3', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'TGFB1', 'BRAF', 'TNC', 'NRP2', 'MAP2K1', 'EGFR', 'CD44', 'PIK3CA', 'YWHAZ', 'KDR', 'HSP90AA1', 'VCL', 'SYK', 'PLCG1', 'RAF1', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'MAP2K2', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
112	GO:BP	GO:0043410	positive regulation of MAPK cascade	5.0166085888425056e-27	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	483	103	34	21110	0.3300970873786408	0.0703933747412008	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']	['RAPGEF1', 'VEGFB', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'KSR1', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'MAPK3', 'LAMTOR3', 'BRAF', 'MAP2K1', 'EGFR', 'CD44', 'KDR', 'HRAS', 'SYK', 'RAF1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'LAMTOR2', 'TGFBR1', 'NRP1', 'MAP2K2', 'PTPN11', 'PDGFRA', 'FLT1']
