Transaldolase deficiency	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
177	REAC	REAC:R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	1.3672250479268358e-07	True	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	77	84	10	10790	0.119047619047619	0.1298701298701298	query_1	['REAC:R-HSA-5693606']	['UBE2I', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'SUMO1', 'MRE11', 'BRCA1', 'BARD1']
178	WP	WP:WP3878	ATM signaling in development and disease 	1.3837180936762552e-07	True	ATM signaling in development and disease 	45	60	8	8133	0.1333333333333333	0.1777777777777777	query_1	['WP:000000']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'MRE11', 'TRIM28']
179	WP	WP:WP2453	TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc)	1.383851008051762e-07	True	TCA cycle and deficiency of pyruvate dehydrogenase complex (PDHc)	16	60	6	8133	0.1	0.375	query_1	['WP:000000']	['DLST', 'DLAT', 'PDHA1', 'SDHA', 'DLD', 'OGDH']
180	HPA	HPA:0540051	stomach 1; glandular cells[≥Low]	1.469272389596164e-07	True	stomach 1; glandular cells[≥Low]	7656	83	80	11006	0.963855421686747	0.0104493207941483	query_1	['HPA:0540000']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
181	HPA	HPA:0540000	stomach 1	1.469272389596164e-07	True	stomach 1	7656	83	80	11006	0.963855421686747	0.0104493207941483	query_1	['HPA:0000000']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
182	HPA	HPA:0220052	gallbladder; glandular cells[≥Medium]	1.503456280891941e-07	True	gallbladder; glandular cells[≥Medium]	6606	83	75	11006	0.9036144578313252	0.011353315168029	query_1	['HPA:0220051']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
183	REAC	REAC:R-HSA-5693606	DNA Double Strand Break Response	1.5584804725611269e-07	True	DNA Double Strand Break Response	78	84	10	10790	0.119047619047619	0.1282051282051282	query_1	['REAC:R-HSA-5693532']	['UBE2I', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'SUMO1', 'MRE11', 'BRCA1', 'BARD1']
184	GO:BP	GO:0042770	signal transduction in response to DNA damage	1.7329049282178424e-07	True	"""A cascade of processes induced by the detection of DNA damage within a cell."" [GOC:go_curators]"	192	96	12	21110	0.125	0.0625	query_1	['GO:0006974', 'GO:0035556']	['CDK5RAP3', 'NBN', 'TP53BP1', 'PAXIP1', 'H2AX', 'MDC1', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
185	GO:BP	GO:0044818	mitotic G2/M transition checkpoint	1.7543631694256425e-07	True	"""A cell cycle checkpoint that detects and negatively regulates progression from G2 to M phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]"	51	96	8	21110	0.0833333333333333	0.1568627450980392	query_1	['GO:0007093', 'GO:0010972']	['RBBP8', 'CDK5RAP3', 'NBN', 'RAD50', 'BLM', 'MRE11', 'BRCA1', 'BARD1']
186	GO:CC	GO:0030062	mitochondrial tricarboxylic acid cycle enzyme complex	1.87717213115341e-07	True	"""Any of the heteromeric enzymes, located in the mitochondrion, that act in the tricarboxylic acid (TCA) cycle."" [GOC:mah, GOC:mtg_sensu]"	11	97	5	22122	0.0515463917525773	0.4545454545454545	query_1	['GO:0005759', 'GO:0045239', 'GO:0098798']	['DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
187	HP	HP:0100013	Neoplasm of the breast	1.880843989976028e-07	True	A tumor (abnormal growth of tissue) of the breast.	90	54	12	4851	0.2222222222222222	0.1333333333333333	query_1	['HP:0011793', 'HP:0031093']	['NBN', 'RAD50', 'SDHD', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'SDHB', 'BRCA1', 'SDHC', 'BARD1', 'PHB1']
188	HPA	HPA:0160052	endometrium 1; glandular cells[≥Medium]	1.89491987564766e-07	True	endometrium 1; glandular cells[≥Medium]	5144	83	66	11006	0.7951807228915663	0.0128304821150855	query_1	['HPA:0160051']	['UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'DLAT', 'PDHX', 'SETDB2', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'MCU', 'SIL1', 'BCKDK', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
189	HPA	HPA:0350472	pancreas; exocrine glandular cells[≥Medium]	1.962024909379699e-07	True	pancreas; exocrine glandular cells[≥Medium]	5297	83	67	11006	0.8072289156626506	0.0126486690579573	query_1	['HPA:0350471']	['RBBP8', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'NDUFV3', 'TRIM28', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
190	GO:CC	GO:0016605	PML body	2.2722393619583394e-07	True	"""A class of nuclear body; they react against SP100 auto-antibodies (PML, promyelocytic leukemia); cells typically contain 10-30 PML bodies per nucleus; alterations in the localization of PML bodies occurs after viral infection."" [GOC:ma, PMID:10944585]"	104	97	9	22122	0.0927835051546391	0.0865384615384615	query_1	['GO:0016604']	['UBE2I', 'NBN', 'SUMO1', 'RPA1', 'BLM', 'PIAS1', 'MRE11', 'RAD51', 'CBX5']
191	HPA	HPA:0460672	skin 1; melanocytes[≥Medium]	2.71736791827232e-07	True	skin 1; melanocytes[≥Medium]	3703	83	55	11006	0.6626506024096386	0.0148528220361868	query_1	['HPA:0460671']	['RBBP8', 'UBE2I', 'GCSH', 'PPM1K', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'H2AX', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'SDHD', 'DBT', 'SIL1', 'BCKDK', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'PDK1', 'NSUN6', 'SDHB', 'NFS1', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'NDUFV3', 'TRIM28', 'PEPD', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
192	HPA	HPA:0300412	lung; macrophages[≥Medium]	2.7417745501937685e-07	True	lung; macrophages[≥Medium]	4890	83	64	11006	0.7710843373493976	0.0130879345603271	query_1	['HPA:0300411']	['RBBP8', 'UBE2I', 'PDK4', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'PDHX', 'SETDB2', 'H2AX', 'UFL1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'SDHB', 'FAF2', 'NFS1', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'PEPD', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
193	HPA	HPA:0040000	bone marrow	2.788751332031605e-07	True	bone marrow	6486	83	74	11006	0.891566265060241	0.01140918902251	query_1	['HPA:0000000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'MCU', 'SIL1', 'BCKDK', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
194	HPA	HPA:0040081	bone marrow; hematopoietic cells[≥Low]	2.788751332031605e-07	True	bone marrow; hematopoietic cells[≥Low]	6486	83	74	11006	0.891566265060241	0.01140918902251	query_1	['HPA:0040000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'MCU', 'SIL1', 'BCKDK', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
195	GO:BP	GO:1901987	regulation of cell cycle phase transition	2.805330722859208e-07	True	"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	435	96	16	21110	0.1666666666666666	0.0367816091954023	query_1	['GO:0010564', 'GO:0044770']	['RBBP8', 'CDK5RAP3', 'NBN', 'TP53BP1', 'RAD50', 'PAXIP1', 'H2AX', 'DDRGK1', 'MDC1', 'PHB2', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
196	HPA	HPA:0600431	tonsil; germinal center cells[≥Low]	3.102494522355777e-07	True	tonsil; germinal center cells[≥Low]	5977	83	71	11006	0.8554216867469879	0.0118788689978249	query_1	['HPA:0600000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'PMPCA', 'PHB2', 'SDHD', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
197	HPA	HPA:0380000	placenta	3.386831179242385e-07	True	placenta	7509	83	79	11006	0.9518072289156626	0.0105207084831535	query_1	['HPA:0000000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
198	GO:MF	GO:0000104	succinate dehydrogenase activity	3.572070306814854e-07	True	"""Catalysis of the reaction: succinate + acceptor = fumarate + reduced acceptor."" [GOC:kd]"	4	97	4	20195	0.0412371134020618	1.0	query_1	['GO:0016627']	['SDHD', 'SDHB', 'SDHA', 'SDHC']
199	GO:BP	GO:0006281	DNA repair	3.69871012998247e-07	True	"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]"	591	96	18	21110	0.1875	0.0304568527918781	query_1	['GO:0006259', 'GO:0006974']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'XRCC6', 'PAXIP1', 'H2AX', 'UFL1', 'MDC1', 'BRCA2', 'SUMO1', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'TRIM28', 'BARD1']
200	GO:BP	GO:1901988	negative regulation of cell cycle phase transition	4.109137617440138e-07	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	259	96	13	21110	0.1354166666666666	0.0501930501930501	query_1	['GO:0010948', 'GO:0044770', 'GO:1901987']	['RBBP8', 'CDK5RAP3', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'BRCA2', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1']
201	HPA	HPA:0170051	endometrium 2; glandular cells[≥Low]	4.2175551186944534e-07	True	endometrium 2; glandular cells[≥Low]	6714	83	75	11006	0.9036144578313252	0.0111706881143878	query_1	['HPA:0170000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
202	HPA	HPA:0170000	endometrium 2	4.329732023321227e-07	True	endometrium 2	6908	83	76	11006	0.9156626506024096	0.0110017371163867	query_1	['HPA:0000000']	['RBBP8', 'SNX6', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
203	REAC	REAC:R-HSA-912446	Meiotic recombination	4.683070575002217e-07	True	Meiotic recombination	87	84	10	10790	0.119047619047619	0.1149425287356321	query_1	['REAC:R-HSA-1500620']	['RBBP8', 'NBN', 'RAD50', 'H2AX', 'BRCA2', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'BRCA1']
204	GO:CC	GO:0035861	site of double-strand break	4.748683810233068e-07	True	"""A region of a chromosome at which a DNA double-strand break has occurred. DNA damage signaling and repair proteins accumulate at the lesion to respond to the damage and repair the DNA to form a continuous DNA helix."" [GOC:bf, GOC:mah, GOC:vw, PMID:20096808, PMID:21035408]"	77	97	8	22122	0.0824742268041237	0.1038961038961039	query_1	['GO:0090734']	['RBBP8', 'NBN', 'TP53BP1', 'RAD50', 'H2AX', 'UFL1', 'MRE11', 'RAD51']
205	HPA	HPA:0600000	tonsil	4.753383141797146e-07	True	tonsil	7779	83	80	11006	0.963855421686747	0.0102840982131379	query_1	['HPA:0000000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'MCUB', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'RAD51', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'STAT5B', 'BCKDHA']
206	HPA	HPA:0590051	thyroid gland; glandular cells[≥Low]	4.891481600120951e-07	True	thyroid gland; glandular cells[≥Low]	7120	83	77	11006	0.927710843373494	0.010814606741573	query_1	['HPA:0590000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
207	HPA	HPA:0590000	thyroid gland	4.891481600120951e-07	True	thyroid gland	7120	83	77	11006	0.927710843373494	0.010814606741573	query_1	['HPA:0000000']	['RBBP8', 'UBE2I', 'PDK4', 'GCSH', 'PPM1K', 'SNX1', 'LYRM4', 'ADSL', 'MAIP1', 'CDK5RAP3', 'NBN', 'ATF7IP', 'DLST', 'HSPA9', 'TP53BP1', 'RAD50', 'UBAC2', 'XRCC6', 'PAXIP1', 'DLAT', 'PDHX', 'SETDB2', 'PDHB', 'H2AX', 'DDRGK1', 'UFL1', 'MDC1', 'PMPCA', 'PHB2', 'MCAT', 'SDHD', 'DBT', 'MCU', 'SIL1', 'BCKDK', 'BCKDHB', 'PDHA1', 'SUMO1', 'HSPD1', 'RPA1', 'PDK3', 'ARL14EP', 'FLYWCH1', 'BLM', 'PIAS1', 'MRE11', 'VDAC1', 'AFG3L2', 'HDAC6', 'ISCU', 'GPD1', 'PDK1', 'NSUN6', 'SDHB', 'FAF2', 'NFS1', 'CBX5', 'NDUFAB1', 'BRCA1', 'SDHA', 'MICU1', 'STAT5A', 'DLD', 'PDK2', 'MBD1', 'NDUFV3', 'TRIM28', 'BARD1', 'MICU2', 'MFN1', 'PEPD', 'PMPCB', 'UBA5', 'OGDH', 'PHB1', 'UFM1', 'BCKDHA']
