Rabson-Mendenhall syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
341	GO:BP	GO:0150116	regulation of cell-substrate junction organization	4.498208277177973e-09	True	"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	67	100	9	15719	0.09	0.1343283582089552	query_1	['GO:0051128', 'GO:0150115']	['SRC', 'PIK3R1', 'KDR', 'VCL', 'VEGFA', 'TLN1', 'PTK2', 'NRP1', 'SMAD3']
90	REAC	REAC:R-HSA-983705	Signaling by the B Cell Receptor (BCR)	4.942725557409556e-09	True	Signaling by the B Cell Receptor (BCR)	113	97	12	10022	0.1237113402061855	0.1061946902654867	query_1	['REAC:R-HSA-1280218']	['PIK3R1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'VAV1', 'SYK', 'SH3KBP1', 'IGHM', 'CD19', 'BLNK']
342	GO:BP	GO:0031294	lymphocyte costimulation	5.191174619757872e-09	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]"	46	100	8	15719	0.08	0.1739130434782608	query_1	['GO:0002376', 'GO:0051251']	['SRC', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'CD81', 'LCK', 'PTPN11']
28	GO:CC	GO:0031252	cell leading edge	5.265835588487089e-09	True	"""The area of a motile cell closest to the direction of movement."" [GOC:pg]"	406	101	17	16420	0.1683168316831683	0.041871921182266	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'INSR', 'PLCG2', 'CTNNB1', 'ITGA5', 'PXN', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'TLN1']
344	GO:BP	GO:0032956	regulation of actin cytoskeleton organization	5.473262009411224e-09	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	342	100	16	15719	0.16	0.0467836257309941	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']	['MET', 'PIK3R2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PXN', 'GRB2', 'TGFB1', 'APOA1', 'PIK3CA', 'PTK2B', 'TGFBR1', 'NRP1', 'SMAD3', 'PDGFRA']
343	GO:BP	GO:0030307	positive regulation of cell growth	5.473262009411224e-09	True	"""Any process that activates or increases the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	162	100	12	15719	0.12	0.074074074074074	query_1	['GO:0001558', 'GO:0016049', 'GO:0045927', 'GO:0048522']	['FN1', 'SMAD7', 'CRK', 'EGFR', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'TGFBR1', 'L1CAM', 'NRP1', 'SEMA4D']
345	GO:BP	GO:0030029	actin filament-based process	5.5699132995816535e-09	True	"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]"	779	100	23	15719	0.23	0.0295250320924261	query_1	['GO:0009987']	['MET', 'ITGB1', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PXN', 'GRB2', 'TGFB1', 'APOA1', 'PIK3CA', 'SH3KBP1', 'PTK2B', 'TLN1', 'TGFBR1', 'NRP1', 'SMAD3', 'PDGFRA']
346	GO:BP	GO:1904888	cranial skeletal system development	5.815004062151362e-09	True	"""The process whose specific outcome is the progression of a cranial skeletal system over time, from its formation to the mature structure. The cranial skeletal system is the skeletal subdivision of the head, and includes the skull (cranium plus mandible), pharyngeal and/or hyoid apparatus."" [GO_REF:0000094, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:11262227]"	69	100	9	15719	0.09	0.1304347826086956	query_1	['GO:0048856']	['FGFR2', 'TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'CRKL', 'TGFBR1', 'SMAD3', 'PDGFRA']
29	GO:CC	GO:0032587	ruffle membrane	5.995178951913733e-09	True	"""The portion of the plasma membrane surrounding a ruffle."" [GOC:mah]"	99	101	10	16420	0.099009900990099	0.101010101010101	query_1	['GO:0001726', 'GO:0031253', 'GO:0031256']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
347	GO:BP	GO:0035987	endodermal cell differentiation	6.134061377896252e-09	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]"	47	100	8	15719	0.08	0.1702127659574468	query_1	['GO:0001706', 'GO:0030154']	['ITGB5', 'ITGAV', 'FN1', 'CTNNB1', 'ITGA5', 'ITGA4', 'GRB2', 'VTN']
348	GO:BP	GO:0032869	cellular response to insulin stimulus	6.306954604356587e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	204	100	13	15719	0.13	0.0637254901960784	query_1	['GO:0032868', 'GO:0071375']	['PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'INSR', 'SHC1', 'SOS1', 'GRB2', 'PIK3CA', 'IGF1R', 'PIK3R3', 'IRS1', 'PTPN11']
349	GO:BP	GO:0048608	reproductive structure development	6.307514811975112e-09	True	"""The reproductive developmental process whose specific outcome is the progression of somatic structures that will be used in the process of creating new individuals from one or more parents, from their formation to the mature structures."" [GOC:dph, GOC:isa_complete, GOC:jid]"	295	100	15	15719	0.15	0.0508474576271186	query_1	['GO:0003006', 'GO:0048856', 'GO:0061458']	['C3', 'SRC', 'FGFR2', 'INSR', 'CTNNB1', 'TNC', 'KDR', 'VEGFA', 'CRKL', 'ESR1', 'TGFBR1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA']
350	GO:BP	GO:0030217	T cell differentiation	6.591306167452833e-09	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	296	100	15	15719	0.15	0.0506756756756756	query_1	['GO:0030098', 'GO:0042110']	['PIK3R2', 'SMAD7', 'PIK3R1', 'ITK', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ZAP70', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'PIK3R3', 'LCK']
351	GO:BP	GO:0060255	regulation of macromolecule metabolic process	6.867173874078321e-09	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	5751	100	67	15719	0.67	0.0116501478003825	query_1	['GO:0019222', 'GO:0043170']	['MET', 'C3', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'INSR', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'LAT', 'ADAM19', 'LYN', 'TGFB1', 'TNC', 'LCP2', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'IGF1R', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'IRS1', 'CRKL', 'ESR1', 'VTN', 'CD81', 'TGFBR1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'BLNK', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
352	GO:BP	GO:0060485	mesenchyme development	6.867173874078321e-09	True	"""The process whose specific outcome is the progression of a mesenchymal tissue over time, from its formation to the mature structure. A mesenchymal tissue is made up of loosely packed stellate cells."" [GOC:dph]"	297	100	15	15719	0.15	0.0505050505050505	query_1	['GO:0009888', 'GO:0048513']	['FN1', 'SMAD7', 'FGFR2', 'TGFB3', 'HGF', 'CTNNB1', 'TGFBR2', 'TGFB1', 'NRP2', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'ADAM15', 'SEMA4D']
30	GO:CC	GO:0097708	intracellular vesicle	7.445723087051829e-09	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2395	101	40	16420	0.396039603960396	0.0167014613778705	query_1	['GO:0031982', 'GO:0043231']	['RAPGEF1', 'C3', 'ITGB1', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'FGA', 'ITGB3', 'TGFB3', 'VEGFC', 'INSR', 'HGF', 'PLCG2', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'APOA1', 'KDR', 'FGB', 'VCL', 'SYK', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'CDH1', 'VEGFA', 'SH3GL2', 'TGFBR1', 'VCAM1', 'NRP1', 'ADAM15', 'FLT1']
353	GO:BP	GO:0061458	reproductive system development	7.513902147327e-09	True	"""The progression of the reproductive system over time from its formation to the mature structure. The reproductive system consists of the organs that function in reproduction."" [GOC:dph]"	299	100	15	15719	0.15	0.0501672240802675	query_1	['GO:0048731']	['C3', 'SRC', 'FGFR2', 'INSR', 'CTNNB1', 'TNC', 'KDR', 'VEGFA', 'CRKL', 'ESR1', 'TGFBR1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA']
354	GO:BP	GO:0071840	cellular component organization or biogenesis	8.199411251119108e-09	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	100	70	15719	0.7	0.0112323491655969	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'PLXNB1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'INSR', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'MS4A1', 'LYN', 'GRB2', 'TGFB1', 'TNC', 'NRP2', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'FGB', 'IGF1R', 'VCL', 'VAV1', 'SYK', 'FCGR1A', 'FGG', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'IGHM', 'VEGFA', 'SH3GL2', 'CRKL', 'ESR1', 'VTN', 'TLN1', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'SMAD3', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'PLXNA1']
355	GO:BP	GO:0007399	nervous system development	8.350975123113797e-09	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2331	100	40	15719	0.4	0.0171600171600171	query_1	['GO:0048731']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'VEGFC', 'CRK', 'HGF', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'LYN', 'TGFB1', 'TNC', 'NRP2', 'EGFR', 'IGF1R', 'VCL', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'TGFBR1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
93	REAC	REAC:R-HSA-2129379	Molecules associated with elastic fibres	8.926009762684681e-09	True	Molecules associated with elastic fibres	36	97	8	10022	0.0824742268041237	0.2222222222222222	query_1	['REAC:R-HSA-1566948']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'TGFB3', 'VTN', 'ITGB6']
92	REAC	REAC:R-HSA-9607240	FLT3 Signaling	8.926009762684681e-09	True	FLT3 Signaling	36	97	8	10022	0.0824742268041237	0.2222222222222222	query_1	['REAC:R-HSA-1280215']	['PIK3R1', 'SOS1', 'FYN', 'PIK3CA', 'SYK', 'LCK', 'PTPN11', 'CBL']
91	REAC	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	8.926009762684681e-09	True	Signaling by EGFR in Cancer	23	97	7	10022	0.0721649484536082	0.3043478260869565	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PIK3CA', 'PLCG1', 'CBL']
356	GO:BP	GO:0019222	regulation of metabolic process	9.071992588984849e-09	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	100	70	15719	0.7	0.0112089671737389	query_1	['GO:0008152', 'GO:0050789']	['MET', 'C3', 'ITGB1', 'PIK3CB', 'SMURF2', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'INSR', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'LAT', 'ADAM19', 'LYN', 'GRB2', 'TGFB1', 'TNC', 'LCP2', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'IGF1R', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'IRS1', 'CRKL', 'ESR1', 'VTN', 'CD81', 'TGFBR1', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
357	GO:BP	GO:1903037	regulation of leukocyte cell-cell adhesion	9.445873018964565e-09	True	"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	356	100	16	15719	0.16	0.0449438202247191	query_1	['GO:0007159', 'GO:0022407']	['SRC', 'SMAD7', 'TGFBR2', 'FYN', 'ITGA4', 'ZAP70', 'LYN', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'CD81', 'VCAM1', 'LCK', 'PTPN11']
358	GO:BP	GO:0044403	biological process involved in symbiotic interaction	1.2194097110837683e-08	True	"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]"	310	100	15	15719	0.15	0.0483870967741935	query_1	['GO:0044419']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'INSR', 'ITGA5', 'EGFR', 'CD81', 'ITGB6', 'NRP1', 'ITGB7', 'CBL', 'CR2']
359	GO:BP	GO:0045597	positive regulation of cell differentiation	1.2566626669741389e-08	True	"""Any process that activates or increases the frequency, rate or extent of cell differentiation."" [GOC:go_curators]"	814	100	23	15719	0.23	0.0282555282555282	query_1	['GO:0030154', 'GO:0045595', 'GO:0048522', 'GO:0051094']	['ITGB1', 'PLXNB1', 'FN1', 'SMAD7', 'TGFB3', 'VEGFC', 'HGF', 'CTNNB1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'KDR', 'SYK', 'SMURF1', 'VEGFA', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'SMAD3', 'SEMA4D', 'PLXNA1']
94	REAC	REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	1.2591652482059251e-08	True	Signaling by NTRK3 (TRKC)	14	97	6	10022	0.0618556701030927	0.4285714285714285	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1', 'IRS1']
95	REAC	REAC:R-HSA-1500931	Cell-Cell communication	1.2600795585154992e-08	True	Cell-Cell communication	123	97	12	10022	0.1237113402061855	0.0975609756097561	query_1	['REAC:0000000']	['ITGB1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CTNNB1', 'PXN', 'FYN', 'PIK3CA', 'CDH1', 'PTK2B', 'PTK2', 'PTPN11']
360	GO:BP	GO:0032868	response to insulin	1.2714182051585242e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	262	100	14	15719	0.14	0.0534351145038167	query_1	['GO:0043434']	['PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'INSR', 'SHC1', 'SOS1', 'LYN', 'GRB2', 'PIK3CA', 'IGF1R', 'PIK3R3', 'IRS1', 'PTPN11']
362	GO:BP	GO:0010720	positive regulation of cell development	1.29595576594402e-08	True	"""Any process that increases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	420	100	17	15719	0.17	0.0404761904761904	query_1	['GO:0045597', 'GO:0048468', 'GO:0060284']	['ITGB1', 'PLXNB1', 'FN1', 'SMAD7', 'VEGFC', 'CTNNB1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'SMURF1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
361	GO:BP	GO:0050920	regulation of chemotaxis	1.29595576594402e-08	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	217	100	13	15719	0.13	0.0599078341013824	query_1	['GO:0006935', 'GO:0032101', 'GO:0040012']	['MET', 'VEGFB', 'VEGFC', 'LYN', 'KDR', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'SMAD3', 'PDGFRA', 'SEMA4D', 'PGF']
363	GO:BP	GO:0044089	positive regulation of cellular component biogenesis	1.3817832333099208e-08	True	"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	481	100	18	15719	0.18	0.0374220374220374	query_1	['GO:0044085', 'GO:0044087', 'GO:0048522']	['MET', 'SRC', 'TGFB3', 'PIK3R1', 'PLCG2', 'PXN', 'GRB2', 'APOA1', 'PIK3CA', 'KDR', 'SYK', 'PTK2B', 'VEGFA', 'ESR1', 'TGFBR1', 'NRP1', 'SMAD3', 'SEMA4D']
364	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	1.3881415845094521e-08	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	100	14	15719	0.14	0.053030303030303	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['SRC', 'TGFBR2', 'FYN', 'ITGA4', 'ZAP70', 'LYN', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'CD81', 'VCAM1', 'LCK', 'PTPN11']
365	GO:BP	GO:0055123	digestive system development	1.4158387976476813e-08	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	100	11	15719	0.11	0.079136690647482	query_1	['GO:0048731']	['SRC', 'FGFR2', 'TGFB3', 'INSR', 'CTNNB1', 'TGFBR2', 'TGFB1', 'EGFR', 'CRKL', 'SMAD3', 'PDGFRA']
366	GO:BP	GO:0051179	localization	1.5227186385831913e-08	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4977	100	61	15719	0.61	0.0122563793449869	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'INSR', 'PLCG2', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'FYN', 'ITGA4', 'LAT', 'MADCAM1', 'MS4A1', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'APOA1', 'PIK3CA', 'FGB', 'IGF1R', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'SMURF1', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'IGHM', 'VEGFA', 'SH3GL2', 'IRS1', 'CRKL', 'ESR1', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CD19', 'SMAD3', 'ITGB7', 'PTPN11', 'CBL']
31	GO:CC	GO:0044853	plasma membrane raft	1.600316226644486e-08	True	"""A membrane raft that is part of the plasma membrane."" [GOC:jl]"	110	101	10	16420	0.099009900990099	0.0909090909090909	query_1	['GO:0045121', 'GO:0098590']	['SRC', 'INSR', 'CTNNB1', 'TGFBR2', 'MS4A1', 'LCP2', 'IGF1R', 'CDH1', 'IRS1', 'CBL']
368	GO:BP	GO:2000811	negative regulation of anoikis	1.6188568077217937e-08	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of anoikis."" [GOC:obol]"	19	100	6	15719	0.06	0.3157894736842105	query_1	['GO:0043066', 'GO:0043276', 'GO:2000209']	['ITGB1', 'SRC', 'ITGA5', 'PIK3CA', 'PIK3R3', 'PTK2']
367	GO:BP	GO:0048259	regulation of receptor-mediated endocytosis	1.6188568077217937e-08	True	"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	107	100	10	15719	0.1	0.0934579439252336	query_1	['GO:0006898', 'GO:0030100']	['C3', 'PIK3CB', 'ITGAV', 'ITGB3', 'INSR', 'PLCG2', 'SYK', 'VEGFA', 'VTN', 'CBL']
96	REAC	REAC:R-HSA-3000170	Syndecan interactions	1.6563949599310984e-08	True	Syndecan interactions	25	97	7	10022	0.0721649484536082	0.28	query_1	['REAC:R-HSA-3000171']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'TNC', 'VTN']
369	GO:BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	1.776532964538987e-08	True	"""The series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	34	100	7	15719	0.07	0.2058823529411764	query_1	['GO:0002429']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
370	GO:BP	GO:0050769	positive regulation of neurogenesis	2.0831985584988217e-08	True	"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]"	226	100	13	15719	0.13	0.0575221238938053	query_1	['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']	['ITGB1', 'PLXNB1', 'FN1', 'VEGFC', 'CTNNB1', 'LYN', 'TGFB1', 'SMURF1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
