Trichothiodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
1071	REAC	REAC:R-HSA-9012852	Signaling by NOTCH3	0.0063943210931236	True	Signaling by NOTCH3	46	107	3	17376	0.02803738317757	0.0652173913043478	query_1	['REAC:R-HSA-157118']	['CREBBP', 'EP300', 'KAT2B']
1072	REAC	REAC:R-HSA-69236	G1 Phase	0.0063943210931236	True	G1 Phase	46	107	3	17376	0.02803738317757	0.0652173913043478	query_1	['REAC:R-HSA-453279']	['CDK7', 'CCNH', 'MNAT1']
1073	REAC	REAC:R-HSA-69231	Cyclin D associated events in G1	0.0063943210931236	True	Cyclin D associated events in G1	46	107	3	17376	0.02803738317757	0.0652173913043478	query_1	['REAC:R-HSA-69236']	['CDK7', 'CCNH', 'MNAT1']
1074	GO:BP	GO:2000241	regulation of reproductive process	0.0064015051412147	True	"""Any process that modulates the frequency, rate or extent of reproductive process."" [GOC:mah]"	196	107	6	17376	0.0560747663551401	0.0306122448979591	query_1	['GO:0022414', 'GO:0050789']	['WDR77', 'SMURF2', 'CTNNB1', 'AR', 'ESR1', 'HDAC2']
1075	GO:BP	GO:0045088	regulation of innate immune response	0.0064015051412147	True	"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	346	107	8	17376	0.0747663551401869	0.0231213872832369	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']	['CREBBP', 'NR1H2', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'ESR1', 'HEXIM1']
1076	GO:BP	GO:0061448	connective tissue development	0.006418675175246	True	"""The progression of a connective tissue over time, from its formation to the mature structure."" [GOC:BHF]"	268	107	7	17376	0.0654205607476635	0.0261194029850746	query_1	['GO:0009888']	['NCOA2', 'CTNNB1', 'RUNX1', 'RARA', 'TBL1XR1', 'SMAD3', 'NCOA1']
1077	REAC	REAC:R-HSA-1640170	Cell Cycle	0.0064628328246774	True	Cell Cycle	673	107	11	17376	0.102803738317757	0.0163447251114413	query_1	['REAC:0000000']	['UBE2I', 'AKT1', 'CDK7', 'HDAC1', 'SUMO1', 'CCNH', 'DAXX', 'EP300', 'MNAT1', 'BRCA1', 'TP53']
1078	GO:BP	GO:0032368	regulation of lipid transport	0.0065935207395071	True	"""Any process that modulates the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	133	107	5	17376	0.0467289719626168	0.037593984962406	query_1	['GO:0006869', 'GO:0051049', 'GO:1905952']	['RXRA', 'AKT1', 'NR1H2', 'NR1H3', 'GPS2']
1079	GO:BP	GO:0031128	developmental induction	0.0066068903771184	True	"""A developmental process involving two tissues in which one tissue (the inducer) produces a signal that directs cell fate commitment of cells in the second tissue (the responder)."" [GOC:cjm, GOC:dph, GOC:mah, PMID:24503535]"	36	107	3	17376	0.02803738317757	0.0833333333333333	query_1	['GO:0032502']	['CTNNB1', 'AR', 'HIPK2']
1080	GO:BP	GO:0014014	negative regulation of gliogenesis	0.0066068903771184	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of gliogenesis, the formation of mature glia."" [GOC:ef]"	36	107	3	17376	0.02803738317757	0.0833333333333333	query_1	['GO:0014013', 'GO:0042063', 'GO:0050768']	['CTNNB1', 'SKI', 'TP53']
1081	GO:BP	GO:0051154	negative regulation of striated muscle cell differentiation	0.0066068903771184	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of striated muscle cell differentiation."" [CL:0000737, GOC:ai]"	36	107	3	17376	0.02803738317757	0.0833333333333333	query_1	['GO:0051146', 'GO:0051148', 'GO:0051153']	['CTDP1', 'SMAD4', 'HDAC3']
1082	GO:BP	GO:0071276	cellular response to cadmium ion	0.0066068903771184	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a cadmium (Cd) ion stimulus."" [GOC:mah]"	36	107	3	17376	0.02803738317757	0.0833333333333333	query_1	['GO:0046686', 'GO:0071248']	['AKT1', 'SUMO1', 'DAXX']
1083	GO:BP	GO:0008380	RNA splicing	0.0067998069772131	True	"""The process of removing sections of the primary RNA transcript to remove sequences not present in the mature form of the RNA and joining the remaining sections to form the mature form of the RNA."" [GOC:krc, GOC:mah]"	434	107	9	17376	0.0841121495327102	0.02073732718894	query_1	['GO:0006396']	['WDR77', 'DDX5', 'RNF113A', 'PRMT5', 'PRMT1', 'CDK13', 'KAT2B', 'CLNS1A', 'KDM1A']
1084	GO:BP	GO:0033120	positive regulation of RNA splicing	0.0071287514479099	True	"""Any process that activates or increases the frequency, rate or extent of RNA splicing."" [GOC:mah]"	37	107	3	17376	0.02803738317757	0.081081081081081	query_1	['GO:0008380', 'GO:0010628', 'GO:0043484', 'GO:0051254']	['WDR77', 'PRMT5', 'CLNS1A']
1085	GO:BP	GO:0010453	regulation of cell fate commitment	0.0071287514479099	True	"""Any process that modulates the frequency, rate or extent of cell fate commitment. Cell fate commitment is the commitment of cells to specific cell fates and their capacity to differentiate into particular kinds of cells. Positional information is established through protein signals that emanate from a localized source within a cell (the initial one-cell zygote) or within a developmental field."" [GOC:dph, GOC:tb]"	37	107	3	17376	0.02803738317757	0.081081081081081	query_1	['GO:0045165', 'GO:0050793', 'GO:0050794']	['HDAC1', 'AR', 'HDAC2']
1086	GO:BP	GO:0034728	nucleosome organization	0.0071696471276118	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of one or more nucleosomes."" [GOC:mah]"	136	107	5	17376	0.0467289719626168	0.0367647058823529	query_1	['GO:0006338', 'GO:0071824']	['SMARCA4', 'DAXX', 'SMARCB1', 'SMARCC2', 'SMARCC1']
1087	GO:BP	GO:0030879	mammary gland development	0.0071696471276118	True	"""The process whose specific outcome is the progression of the mammary gland over time, from its formation to the mature structure. The mammary gland is a large compound sebaceous gland that in female mammals is modified to secrete milk. Its development starts with the formation of the mammary line and ends as the mature gland cycles between nursing and weaning stages."" [PMID:9576833]"	136	107	5	17376	0.0467289719626168	0.0367647058823529	query_1	['GO:0048732']	['AKT1', 'NCOR2', 'AR', 'ESR1', 'PML']
1088	GO:BP	GO:0050684	regulation of mRNA processing	0.0071696471276118	True	"""Any process that modulates the frequency, rate or extent of mRNA processing, those processes involved in the conversion of a primary mRNA transcript into a mature mRNA prior to its translation into polypeptide."" [GOC:ai]"	136	107	5	17376	0.0467289719626168	0.0367647058823529	query_1	['GO:0006397', 'GO:1903311']	['WDR77', 'DDX5', 'CDK9', 'PRMT5', 'CLNS1A']
1089	GO:BP	GO:0042552	myelination	0.0071696471276118	True	"""The process in which myelin sheaths are formed and maintained around neurons. Oligodendrocytes in the brain and spinal cord and Schwann cells in the peripheral nervous system wrap axons with compact layers of their plasma membrane. Adjacent myelin segments are separated by a non-myelinated stretch of axon called a node of Ranvier."" [GOC:dgh, GOC:mah]"	136	107	5	17376	0.0467289719626168	0.0367647058823529	query_1	['GO:0008366']	['AKT1', 'CTNNB1', 'SKI', 'RARA', 'ERCC2']
1090	REAC	REAC:R-HSA-3371568	Attenuation phase	0.0071839463179617	True	Attenuation phase	14	107	2	17376	0.0186915887850467	0.1428571428571428	query_1	['REAC:R-HSA-3371571']	['CREBBP', 'EP300']
1091	REAC	REAC:R-HSA-5578768	Physiological factors	0.0071839463179617	True	Physiological factors	14	107	2	17376	0.0186915887850467	0.1428571428571428	query_1	['REAC:R-HSA-5576891']	['KAT2B', 'HIPK2']
1092	REAC	REAC:R-HSA-2032785	YAP1- and WWTR1 (TAZ)-stimulated gene expression	0.0071839463179617	True	YAP1- and WWTR1 (TAZ)-stimulated gene expression	14	107	2	17376	0.0186915887850467	0.1428571428571428	query_1	['REAC:R-HSA-212436']	['KAT2B', 'HIPK2']
1093	REAC	REAC:R-HSA-6804759	Regulation of TP53 Activity through Association with Co-factors	0.0071839463179617	True	Regulation of TP53 Activity through Association with Co-factors	14	107	2	17376	0.0186915887850467	0.1428571428571428	query_1	['REAC:R-HSA-5633007']	['AKT1', 'TP53']
1094	REAC	REAC:R-HSA-983231	Factors involved in megakaryocyte development and platelet production	0.0072037970164829	True	Factors involved in megakaryocyte development and platelet production	162	107	5	17376	0.0467289719626168	0.0308641975308641	query_1	['REAC:R-HSA-109582']	['HDAC1', 'SIN3A', 'TP53', 'HDAC2', 'KDM1A']
1095	GO:BP	GO:0045666	positive regulation of neuron differentiation	0.0073454684846136	True	"""Any process that activates or increases the frequency, rate or extent of neuron differentiation."" [GOC:go_curators]"	81	107	4	17376	0.0373831775700934	0.0493827160493827	query_1	['GO:0030182', 'GO:0045597', 'GO:0045664']	['FOXG1', 'SIN3A', 'RARA', 'NCOA1']
1096	GO:BP	GO:0045765	regulation of angiogenesis	0.0074518782083781	True	"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]"	276	107	7	17376	0.0654205607476635	0.0253623188405797	query_1	['GO:0001525', 'GO:0022603', 'GO:1901342']	['CTNNB1', 'RUNX1', 'MECP2', 'BRCA1', 'SP1', 'PML', 'HIPK2']
1097	GO:BP	GO:1902415	regulation of mRNA binding	0.0074921544397418	True	"""Any process that modulates the frequency, rate or extent of mRNA binding."" [GOC:rb, GOC:TermGenie, PMID:22890846]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:1905214']	['CARM1', 'CDK9']
1098	GO:BP	GO:0006283	transcription-coupled nucleotide-excision repair	0.0074921544397418	True	"""The nucleotide-excision repair process that carries out preferential repair of DNA lesions on the actively transcribed strand of the DNA duplex. In addition, the transcription-coupled nucleotide-excision repair pathway is required for the recognition and repair of a small subset of lesions that are not recognized by the global genome nucleotide excision repair pathway."" [PMID:10197977, PMID:11900249]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0006289']	['ERCC3', 'ERCC2']
1099	GO:BP	GO:0010887	negative regulation of cholesterol storage	0.0074921544397418	True	"""Any process that decreases the rate or extent of cholesterol storage. Cholesterol storage is the accumulation and maintenance in cells or tissues of cholesterol, cholest-5-en-3 beta-ol, the principal sterol of vertebrates and the precursor of many steroids, including bile acids and steroid hormones."" [GOC:BHF, GOC:dph, GOC:tb]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0010878', 'GO:0010885', 'GO:0010888']	['NR1H2', 'NR1H3']
1100	GO:BP	GO:0061365	positive regulation of triglyceride lipase activity	0.0074921544397418	True	"""Any process that increases the activity of triglyceride lipase."" [GOC:dph]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0060193']	['NR1H2', 'NR1H3']
1101	GO:BP	GO:0090239	regulation of histone H4 acetylation	0.0074921544397418	True	"""Any process that modulates the rate, frequency, or extent of histone H4 acetylation, the modification of histone H4 by the addition of an acetyl group."" [GOC:dph, GOC:tb]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0035065', 'GO:0043967']	['SMARCB1', 'BRCA1']
1102	GO:BP	GO:1903242	regulation of cardiac muscle hypertrophy in response to stress	0.0074921544397418	True	"""Any process that modulates the frequency, rate or extent of cardiac muscle hypertrophy in response to stress."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:19287093]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0010611', 'GO:0010612', 'GO:0014898', 'GO:0080134']	['FOXO1', 'SMAD3']
1103	GO:BP	GO:0001188	RNA polymerase I preinitiation complex assembly	0.0074921544397418	True	"""The aggregation, arrangement and bonding together of proteins on promoter DNA to form the transcriptional preinitiation complex (PIC), the formation of which is a prerequisite for transcription from an RNA polymerase I promoter."" [GOC:txnOH, PMID:12381659, PMID:14969726, PMID:8057832]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0006361', 'GO:0070897']	['SMARCA4', 'SMARCB1']
1104	GO:BP	GO:0010612	regulation of cardiac muscle adaptation	0.0074921544397418	True	"""Any process that modulates the rate, extent or frequency of the process in which cardiac muscle adapts, with consequent modifications to structural and/or functional phenotypes, in response to a stimulus. Stimuli include contractile activity, loading conditions, substrate supply, and environmental factors."" [GOC:dph, GOC:tb]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0014887', 'GO:0043502']	['FOXO1', 'SMAD3']
1105	GO:BP	GO:1900180	regulation of protein localization to nucleus	0.0074921544397418	True	"""Any process that modulates the frequency, rate or extent of protein localization to nucleus."" [GOC:TermGenie]"	138	107	5	17376	0.0467289719626168	0.036231884057971	query_1	['GO:0032880', 'GO:0034504']	['AKT1', 'SIN3A', 'SUMO1', 'HDAC3', 'SMAD3']
1106	GO:BP	GO:0007272	ensheathment of neurons	0.0074921544397418	True	"""The process in which glial cells envelop neuronal cell bodies and/or axons to form an insulating layer. This can take the form of myelinating or non-myelinating ensheathment."" [GOC:dgh, GOC:dph, GOC:tb]"	138	107	5	17376	0.0467289719626168	0.036231884057971	query_1	['GO:0007399', 'GO:0009987']	['AKT1', 'CTNNB1', 'SKI', 'RARA', 'ERCC2']
1107	GO:BP	GO:0070562	regulation of vitamin D receptor signaling pathway	0.0074921544397418	True	"""Any process that modulates the frequency, rate or extent of vitamin D receptor signaling pathway activity."" [GOC:BHF, GOC:mah]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0009966', 'GO:0032107', 'GO:0070561']	['RXRA', 'RXRB']
1108	GO:BP	GO:0010092	specification of animal organ identity	0.0074921544397418	True	"""The regionalization process in which the identity of an animal organ primordium is specified. Identity is considered to be the aggregate of characteristics by which a structure is recognized."" [GOC:tb]"	38	107	3	17376	0.02803738317757	0.0789473684210526	query_1	['GO:0003002', 'GO:0048645']	['CTNNB1', 'AR', 'FOXH1']
1109	GO:BP	GO:0036124	histone H3-K9 trimethylation	0.0074921544397418	True	"""The modification of histone H3 by addition of three methyl groups to lysine at position 9 of the histone."" [GOC:vw]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0018023', 'GO:0051567']	['SMARCB1', 'MECP2']
1110	GO:BP	GO:0008366	axon ensheathment	0.0074921544397418	True	"""Any process in which the axon of a neuron is insulated, and that insulation maintained, thereby preventing dispersion of the electrical signal."" [GOC:jl, ISBN:0878932437]"	138	107	5	17376	0.0467289719626168	0.036231884057971	query_1	['GO:0007272']	['AKT1', 'CTNNB1', 'SKI', 'RARA', 'ERCC2']
1111	GO:BP	GO:0060525	prostate glandular acinus development	0.0074921544397418	True	"""The progression of a glandular acinus of the prostate gland over time, from its initial formation to the mature structure. The glandular acini are the saclike structures of the gland."" [GOC:dph, PMID:18977204]"	10	107	2	17376	0.0186915887850467	0.2	query_1	['GO:0003006', 'GO:0030850', 'GO:0048856']	['WDR77', 'ESR1']
1112	GO:BP	GO:0048661	positive regulation of smooth muscle cell proliferation	0.0075140595904475	True	"""Any process that activates or increases the rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	82	107	4	17376	0.0373831775700934	0.048780487804878	query_1	['GO:0008284', 'GO:0048659', 'GO:0048660']	['AKT1', 'ZNF143', 'HDAC1', 'MNAT1']
1113	GO:BP	GO:0045089	positive regulation of innate immune response	0.0075911710448993	True	"""Any process that activates or increases the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	278	107	7	17376	0.0654205607476635	0.0251798561151079	query_1	['GO:0002833', 'GO:0031349', 'GO:0032103', 'GO:0045087', 'GO:0045088', 'GO:0050778']	['CREBBP', 'SIN3A', 'NR1H3', 'EP300', 'GPS2', 'ESR1', 'HEXIM1']
1114	GO:BP	GO:1901653	cellular response to peptide	0.0075937397035611	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	358	107	8	17376	0.0747663551401869	0.0223463687150838	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['AKT1', 'NCOA2', 'SP1', 'KAT2B', 'FOXO1', 'TP53', 'SMARCC1', 'NCOA1']
1115	GO:BP	GO:0048871	multicellular organismal-level homeostasis	0.0076185001598049	True	"""Any process involved in the maintenance of an internal steady state at the level of the multicellular organism."" [GOC:isa_complete]"	725	107	12	17376	0.1121495327102803	0.016551724137931	query_1	['GO:0032501', 'GO:0042592']	['AKT1', 'FOXO3', 'NR1H2', 'CTNNB1', 'NR1H3', 'PRMT1', 'HDAC3', 'FOXO1', 'ERCC2', 'KDM1A', 'SKIL', 'HIPK2']
1116	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	0.0076363605995231	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	107	5	17376	0.0467289719626168	0.0359712230215827	query_1	['GO:0042127', 'GO:0048659']	['AKT1', 'ZNF143', 'CTNNB1', 'HDAC1', 'MNAT1']
1117	GO:BP	GO:0072073	kidney epithelium development	0.0076363605995231	True	"""The process whose specific outcome is the progression of an epithelium in the kidney over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:mtg_kidney_jan10]"	139	107	5	17376	0.0467289719626168	0.0359712230215827	query_1	['GO:0001822', 'GO:0060429']	['CTNNB1', 'SMAD2', 'SMAD4', 'RARA', 'SMAD3']
1118	GO:BP	GO:0046328	regulation of JNK cascade	0.0076363605995231	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the JNK cascade."" [GOC:bf]"	139	107	5	17376	0.0467289719626168	0.0359712230215827	query_1	['GO:0007254', 'GO:0032872']	['PRMT1', 'GPS2', 'NCOR1', 'HDAC3', 'HIPK2']
1119	GO:BP	GO:0062013	positive regulation of small molecule metabolic process	0.0076363605995231	True	"""Any process that activates or increases the frequency, rate or extent of a small molecule metabolic process."" [GOC:vw]"	139	107	5	17376	0.0467289719626168	0.0359712230215827	query_1	['GO:0009893', 'GO:0044281', 'GO:0062012']	['AKT1', 'NR1H2', 'NR1H3', 'KAT2B', 'FOXO1']
