Branchioskeletogenital syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
100	REAC	REAC:R-HSA-1655829	Regulation of cholesterol biosynthesis by SREBP (SREBF)	4.4751079372715385e-06	True	Regulation of cholesterol biosynthesis by SREBP (SREBF)	52	98	7	10022	0.0714285714285714	0.1346153846153846	query_1	['REAC:R-HSA-8957322']	['RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'SP1', 'TBL1XR1', 'NCOA1']
426	GO:BP	GO:0072001	renal system development	4.479144833950896e-06	True	"""The process whose specific outcome is the progression of the renal system over time, from its formation to the mature structure. The renal system maintains fluid balance and contributes to electrolyte balance, acid/base balance, and disposal of nitrogenous waste products. In humans, the renal system comprises a pair of kidneys, a pair of ureters, urinary bladder, urethra, sphincter muscle and associated blood vessels."" [GOC:mtg_kidney_jan10, GOC:yaf, http://en.wikibooks.org/wiki/Human_Physiology/The_Urinary_System]"	304	99	12	15719	0.1212121212121212	0.0394736842105263	query_1	['GO:0048731']	['SMAD1', 'NOTCH3', 'CTNNB1', 'DLL1', 'WWTR1', 'SMAD2', 'SMAD4', 'NOTCH1', 'NOTCH2', 'APH1A', 'RARA', 'SMAD3']
427	GO:BP	GO:0030850	prostate gland development	4.583457237694334e-06	True	"""The process whose specific outcome is the progression of the prostate gland over time, from its formation to the mature structure. The prostate gland is a partly muscular, partly glandular body that is situated near the base of the mammalian male urethra and secretes an alkaline viscid fluid which is a major constituent of the ejaculatory fluid."" [PMID:11839751]"	47	99	6	15719	0.0606060606060606	0.1276595744680851	query_1	['GO:0001655', 'GO:0048608', 'GO:0048732']	['WDR77', 'CTNNB1', 'AR', 'NOTCH1', 'ESR1', 'RARA']
428	GO:BP	GO:0042771	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator	4.583457237694334e-06	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, in response to the detection of DNA damage, and ends when the execution phase of apoptosis is triggered."" [GOC:go_curators, GOC:mtg_apoptosis]"	47	99	6	15719	0.0606060606060606	0.1276595744680851	query_1	['GO:0008630', 'GO:0072332']	['SIRT1', 'EP300', 'SNW1', 'TP53', 'KDM1A', 'HIPK2']
429	GO:BP	GO:0060742	epithelial cell differentiation involved in prostate gland development	4.594694860223798e-06	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell of the prostate gland."" [GOC:dph]"	11	99	4	15719	0.0404040404040404	0.3636363636363636	query_1	['GO:0003006', 'GO:0030850', 'GO:0030855']	['WDR77', 'CTNNB1', 'AR', 'NOTCH1']
430	GO:BP	GO:0031293	membrane protein intracellular domain proteolysis	4.594694860223798e-06	True	"""The proteolytic cleavage of a transmembrane protein leading to the release of an intracellular domain."" [PMID:12808018]"	11	99	4	15719	0.0404040404040404	0.3636363636363636	query_1	['GO:0033619']	['APH1B', 'NCSTN', 'PSENEN', 'APH1A']
431	GO:BP	GO:0007183	SMAD protein complex assembly	4.594694860223798e-06	True	"""The aggregation, arrangement and bonding together of a set of components to form a protein complex that contains SMAD proteins."" [GOC:isa_complete]"	11	99	4	15719	0.0404040404040404	0.3636363636363636	query_1	['GO:0007178', 'GO:0065003']	['SMAD1', 'SMAD2', 'SMAD4', 'SMAD3']
432	GO:BP	GO:0060767	epithelial cell proliferation involved in prostate gland development	4.594694860223798e-06	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population that contributes to the progression of the prostate gland over time."" [GOC:dph]"	11	99	4	15719	0.0404040404040404	0.3636363636363636	query_1	['GO:0022414', 'GO:0030850', 'GO:0050673']	['WDR77', 'CTNNB1', 'AR', 'NOTCH1']
433	GO:BP	GO:0043408	regulation of MAPK cascade	4.867948592632902e-06	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	644	99	17	15719	0.1717171717171717	0.0263975155279503	query_1	['GO:0000165', 'GO:1902531']	['SRC', 'PSEN1', 'CTNNB1', 'AR', 'EGFR', 'SMAD4', 'NOTCH1', 'CDH2', 'NOTCH2', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'FOXO1', 'PDE8A', 'APP', 'HIPK2']
434	GO:BP	GO:0009991	response to extracellular stimulus	4.880525107537671e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an extracellular stimulus."" [GOC:go_curators]"	499	99	15	15719	0.1515151515151515	0.0300601202404809	query_1	['GO:0009605']	['RXRA', 'AKT1', 'SRC', 'KAT2A', 'FOXO3', 'NR1H2', 'RXRB', 'SIRT1', 'SNW1', 'SP1', 'FOXO1', 'RARA', 'TBL1XR1', 'TP53', 'NCOA1']
101	REAC	REAC:R-HSA-9006925	Intracellular signaling by second messengers	4.916649356892132e-06	True	Intracellular signaling by second messengers	288	98	14	10022	0.1428571428571428	0.0486111111111111	query_1	['REAC:R-HSA-162582']	['REST', 'AKT1', 'SRC', 'PIK3R1', 'FOXO3', 'HDAC1', 'EGFR', 'HDAC3', 'RCOR1', 'ESR1', 'FOXO1', 'TP53', 'HDAC2', 'KDM1A']
102	REAC	REAC:R-HSA-3214858	RMTs methylate histone arginines	5.1639365598295485e-06	True	RMTs methylate histone arginines	77	98	8	10022	0.0816326530612244	0.1038961038961039	query_1	['REAC:R-HSA-3247509']	['WDR77', 'COPRS', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'PRMT5', 'SMARCC2', 'SMARCC1']
435	GO:BP	GO:0033002	muscle cell proliferation	5.235449831368761e-06	True	"""The expansion of a muscle cell population by cell division."" [CL:0000187, GOC:mah]"	201	99	10	15719	0.101010101010101	0.0497512437810945	query_1	['GO:0008283']	['SMAD1', 'NOTCH3', 'AKT1', 'SRC', 'CTNNB1', 'HDAC1', 'NOTCH1', 'RUNX1', 'RBPJ', 'SKI']
436	GO:BP	GO:0050679	positive regulation of epithelial cell proliferation	5.465594457967159e-06	True	"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]"	202	99	10	15719	0.101010101010101	0.0495049504950495	query_1	['GO:0008284', 'GO:0050673', 'GO:0050678']	['AKT1', 'STAT3', 'CTNNB1', 'AR', 'EGFR', 'SIRT1', 'NOTCH1', 'RBPJ', 'NOTCH2', 'SP1']
437	GO:BP	GO:0003007	heart morphogenesis	5.465594457967159e-06	True	"""The developmental process in which the heart is generated and organized. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:dph, GOC:isa_complete]"	254	99	11	15719	0.1111111111111111	0.0433070866141732	query_1	['GO:0007507', 'GO:0009887']	['PSEN1', 'CTNNB1', 'DLL1', 'SMAD2', 'SMAD4', 'NOTCH1', 'RBPJ', 'NOTCH2', 'FOXH1', 'TP53', 'SMAD3']
103	REAC	REAC:R-HSA-8876384	Listeria monocytogenes entry into host cells	5.688894485904359e-06	True	Listeria monocytogenes entry into host cells	19	98	5	10022	0.0510204081632653	0.2631578947368421	query_1	['REAC:R-HSA-5663205']	['SRC', 'CTNNB1', 'CBLL1', 'CDH1', 'CTNND1']
438	GO:BP	GO:0032869	cellular response to insulin stimulus	5.957319457080469e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an insulin stimulus. Insulin is a polypeptide hormone produced by the islets of Langerhans of the pancreas in mammals, and by the homologous organs of other organisms."" [GOC:mah, ISBN:0198506732]"	204	99	10	15719	0.101010101010101	0.0490196078431372	query_1	['GO:0032868', 'GO:0071375']	['AKT1', 'SRC', 'PIK3R1', 'NCOA2', 'SIRT1', 'SP1', 'KAT2B', 'FOXO1', 'SMARCC1', 'NCOA1']
105	REAC	REAC:R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	5.958094789238512e-06	True	SMAD2/3 MH2 Domain Mutants in Cancer	3	98	3	10022	0.0306122448979591	1.0	query_1	['REAC:R-HSA-3304349']	['SMAD2', 'SMAD4', 'SMAD3']
106	REAC	REAC:R-HSA-3304347	Loss of Function of SMAD4 in Cancer	5.958094789238512e-06	True	Loss of Function of SMAD4 in Cancer	3	98	3	10022	0.0306122448979591	1.0	query_1	['REAC:R-HSA-3304351']	['SMAD2', 'SMAD4', 'SMAD3']
104	REAC	REAC:R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	5.958094789238512e-06	True	SMAD4 MH2 Domain Mutants in Cancer	3	98	3	10022	0.0306122448979591	1.0	query_1	['REAC:R-HSA-3304347']	['SMAD2', 'SMAD4', 'SMAD3']
439	GO:BP	GO:0031647	regulation of protein stability	6.340479178408509e-06	True	"""Any process that affects the structure and integrity of a protein, altering the likelihood of its degradation or aggregation."" [GOC:dph, GOC:mah, GOC:tb]"	315	99	12	15719	0.1212121212121212	0.0380952380952381	query_1	['GO:0065008']	['CREBBP', 'SRC', 'PIK3R1', 'KAT2A', 'TBL1X', 'SUMO1', 'SIRT1', 'EP300', 'HDAC3', 'CTNND1', 'TP53', 'SMAD3']
440	GO:BP	GO:0002065	columnar/cuboidal epithelial cell differentiation	6.449862233607846e-06	True	"""The process in which a relatively unspecialized cell acquires specialized features of a columnar/cuboidal epithelial cell. A columnar/cuboidal epithelial cell is a cell usually found in a two dimensional sheet with a free surface. Columnar/cuboidal epithelial cells take on the shape of a column or cube."" [GOC:dph]"	116	99	8	15719	0.0808080808080808	0.0689655172413793	query_1	['GO:0030855']	['AKT1', 'WDR77', 'SRC', 'CTNNB1', 'DLL1', 'NOTCH1', 'CDH2', 'RARA']
441	GO:BP	GO:0045766	positive regulation of angiogenesis	6.687812983862689e-06	True	"""Any process that activates or increases angiogenesis."" [GOC:go_curators]"	159	99	9	15719	0.0909090909090909	0.0566037735849056	query_1	['GO:0001525', 'GO:0045765', 'GO:1904018']	['SMAD1', 'STAT3', 'DLL1', 'SIRT1', 'RUNX1', 'SP1', 'CDH5', 'HIPK2', 'JUP']
442	GO:BP	GO:1904018	positive regulation of vasculature development	6.687812983862689e-06	True	"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]"	159	99	9	15719	0.0909090909090909	0.0566037735849056	query_1	['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']	['SMAD1', 'STAT3', 'DLL1', 'SIRT1', 'RUNX1', 'SP1', 'CDH5', 'HIPK2', 'JUP']
443	GO:BP	GO:1905208	negative regulation of cardiocyte differentiation	6.688822551531413e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cardiocyte differentiation."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:23069713]"	12	99	4	15719	0.0404040404040404	0.3333333333333333	query_1	['GO:0035051', 'GO:0045596', 'GO:0051241', 'GO:1905207']	['DLL1', 'EGFR', 'SMAD4', 'HDAC3']
444	GO:BP	GO:0007049	cell cycle	6.744973632317642e-06	True	"""The progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events. Canonically, the cell cycle comprises the replication and segregation of genetic material followed by the division of the cell, but in endocycles or syncytial cells nuclear replication or nuclear division may not be followed by cell division."" [GOC:go_curators, GOC:mtg_cell_cycle]"	1758	99	29	15719	0.2929292929292929	0.0164960182025028	query_1	['GO:0009987']	['UBE2I', 'CTBP1', 'AKT1', 'CDK8', 'SRC', 'STAT3', 'KAT2A', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'SIN3A', 'SMARCB1', 'EGFR', 'SIRT1', 'EP300', 'MECP2', 'PRMT5', 'NCOR1', 'HDAC3', 'SMARCC2', 'KAT2B', 'RARA', 'APP', 'TP53', 'SMARCC1', 'SKIL', 'HIPK2', 'CCNC']
445	GO:BP	GO:0045619	regulation of lymphocyte differentiation	7.005242048549428e-06	True	"""Any process that modulates the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	208	99	10	15719	0.101010101010101	0.048076923076923	query_1	['GO:0030098', 'GO:0051249', 'GO:1902105']	['CBFB', 'KAT2A', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
446	GO:BP	GO:0070828	heterochromatin organization	7.103061675997009e-06	True	"""Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic heterochromatin, a compact and highly condensed form of chromatin."" [GOC:mah]"	81	99	7	15719	0.0707070707070707	0.0864197530864197	query_1	['GO:0006338']	['CTBP1', 'HDAC1', 'SIN3A', 'SIRT1', 'MECP2', 'HDAC2', 'KDM1A']
447	GO:BP	GO:0097190	apoptotic signaling pathway	7.149902537184364e-06	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	588	99	16	15719	0.1616161616161616	0.0272108843537414	query_1	['GO:0006915', 'GO:0007165']	['AKT1', 'SRC', 'PSEN1', 'PIK3R1', 'CTNNB1', 'HDAC1', 'AR', 'CTNNA1', 'SIRT1', 'EP300', 'SNW1', 'TP53', 'SMAD3', 'KDM1A', 'SKIL', 'HIPK2']
448	GO:BP	GO:0050435	amyloid-beta metabolic process	7.197527896217291e-06	True	"""The chemical reactions and pathways involving amyloid-beta, a glycoprotein associated with Alzheimer's disease, and its precursor, amyloid precursor protein (APP)."" [GOC:ai]"	51	99	6	15719	0.0606060606060606	0.1176470588235294	query_1	['GO:0006518']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A', 'SP1']
449	GO:BP	GO:0002064	epithelial cell development	7.2542270711186655e-06	True	"""The process whose specific outcome is the progression of an epithelial cell over time, from its formation to the mature structure. An epithelial cell is a cell usually found in a two-dimensional sheet with a free surface."" [GOC:dph]"	209	99	10	15719	0.101010101010101	0.0478468899521531	query_1	['GO:0030855', 'GO:0048468']	['AKT1', 'SRC', 'DLL1', 'AR', 'NOTCH1', 'CDH2', 'NOTCH2', 'ESR1', 'RARA', 'CDH5']
451	GO:BP	GO:2000819	regulation of nucleotide-excision repair	7.308517597303783e-06	True	"""Any process that modulates the frequency, rate or extent of nucleotide-excision repair."" [GOC:jp, PMID:18836076]"	28	99	5	15719	0.0505050505050505	0.1785714285714285	query_1	['GO:0006282', 'GO:0006289']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
450	GO:BP	GO:0061647	histone H3-K9 modification	7.308517597303783e-06	True	"""The modification of histone H3 at a lysine in position 9 of the histone."" [GOC:vw]"	28	99	5	15719	0.0505050505050505	0.1785714285714285	query_1	['GO:0016570']	['SMARCB1', 'SIRT1', 'SMAD4', 'MECP2', 'KDM1A']
452	GO:BP	GO:0006282	regulation of DNA repair	7.527437995454961e-06	True	"""Any process that modulates the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	210	99	10	15719	0.101010101010101	0.0476190476190476	query_1	['GO:0006281', 'GO:0051052', 'GO:0080135']	['KAT2A', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'EGFR', 'SIRT1', 'SMARCC2', 'KAT2B', 'KDM1A', 'SMARCC1']
453	GO:BP	GO:0018022	peptidyl-lysine methylation	7.581930668035498e-06	True	"""The methylation of peptidyl-lysine to form either the mono-, di- or trimethylated derivative."" [GOC:ai]"	119	99	8	15719	0.0808080808080808	0.0672268907563025	query_1	['GO:0006479', 'GO:0018205']	['CTNNB1', 'KMT2A', 'SMARCB1', 'SIRT1', 'SMAD4', 'MECP2', 'SNW1', 'KDM1A']
454	GO:BP	GO:0051851	modulation by host of symbiont process	7.581930668035498e-06	True	"""The process in which an organism effects a change in the structure or processes of a symbiont organism. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction."" [GOC:cc]"	82	99	7	15719	0.0707070707070707	0.0853658536585365	query_1	['GO:0051702']	['REST', 'HDAC1', 'SMARCA4', 'SMARCB1', 'EP300', 'SNW1', 'SP1']
455	GO:BP	GO:0006289	nucleotide-excision repair	7.581930668035498e-06	True	"""A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts)."" [PMID:10197977]"	82	99	7	15719	0.0707070707070707	0.0853658536585365	query_1	['GO:0006281']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SIRT1', 'SMARCC2', 'TP53', 'SMARCC1']
456	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	7.671237603602422e-06	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	99	11	15719	0.1111111111111111	0.0416666666666666	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['AKT1', 'CBFB', 'SRC', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
457	GO:BP	GO:0035050	embryonic heart tube development	8.193182603944363e-06	True	"""The process whose specific outcome is the progression of the embryonic heart tube over time, from its formation to the mature structure. The heart tube forms as the heart rudiment from the heart field."" [GOC:go_curators]"	83	99	7	15719	0.0707070707070707	0.0843373493975903	query_1	['GO:0007507', 'GO:0035295', 'GO:0048568', 'GO:0060429']	['PSEN1', 'CTNNB1', 'DLL1', 'NOTCH1', 'NOTCH2', 'FOXH1', 'SMAD3']
458	GO:BP	GO:0032355	response to estradiol	8.553113950122735e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	99	8	15719	0.0808080808080808	0.0661157024793388	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['NRIP1', 'NCOA3', 'STAT3', 'CTNNB1', 'NCOR2', 'EGFR', 'ESR1', 'RARA']
462	GO:BP	GO:0043470	regulation of carbohydrate catabolic process	8.788774411826015e-06	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of carbohydrates."" [GOC:mlg]"	53	99	6	15719	0.0606060606060606	0.1132075471698113	query_1	['GO:0006109', 'GO:0009894', 'GO:0016052']	['PSEN1', 'STAT3', 'EP300', 'NCOR1', 'APP', 'TP53']
463	GO:BP	GO:0061448	connective tissue development	8.788774411826015e-06	True	"""The progression of a connective tissue over time, from its formation to the mature structure."" [GOC:BHF]"	268	99	11	15719	0.1111111111111111	0.0410447761194029	query_1	['GO:0009888']	['SMAD1', 'KAT2A', 'NCOA2', 'CTNNB1', 'SIRT1', 'NOTCH1', 'RUNX1', 'RARA', 'TBL1XR1', 'SMAD3', 'NCOA1']
460	GO:BP	GO:0000902	cell morphogenesis	8.788774411826015e-06	True	"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]"	921	99	20	15719	0.202020202020202	0.02171552660152	query_1	['GO:0009653']	['NOTCH3', 'SRC', 'PSEN1', 'CTNNB1', 'CDH11', 'FOXG1', 'SIN3A', 'AR', 'EGFR', 'SMAD4', 'NOTCH1', 'CDH2', 'EP300', 'NOTCH2', 'CDH1', 'CTNNA2', 'APP', 'CDH5', 'SKIL', 'CDH10']
461	GO:BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	8.788774411826015e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway."" [GOC:mah]"	84	99	7	15719	0.0707070707070707	0.0833333333333333	query_1	['GO:0007179', 'GO:0017015', 'GO:0090101']	['HDAC1', 'SIN3A', 'SIRT1', 'SKI', 'TP53', 'HDAC2', 'SKIL']
459	GO:BP	GO:0018076	N-terminal peptidyl-lysine acetylation	8.788774411826015e-06	True	"""The acetylation of the N-terminal lysine of proteins."" [GOC:ai]"	4	99	3	15719	0.0303030303030303	0.75	query_1	['GO:0006474', 'GO:0018394']	['CREBBP', 'EP300', 'KAT2B']
107	REAC	REAC:R-HSA-8864260	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	8.874727017793344e-06	True	Transcriptional regulation by the AP-2 (TFAP2) family of transcription factors	37	98	6	10022	0.0612244897959183	0.1621621621621621	query_1	['REAC:R-HSA-212436']	['UBE2I', 'CREBBP', 'SUMO1', 'EGFR', 'EP300', 'ESR1']
464	GO:BP	GO:0051169	nuclear transport	8.882583247448787e-06	True	"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]"	327	99	12	15719	0.1212121212121212	0.036697247706422	query_1	['GO:0046907']	['UBE2I', 'AKT1', 'PSEN1', 'STAT3', 'PIK3R1', 'SUMO1', 'NOTCH1', 'HDAC3', 'CDH1', 'TP53', 'SMAD3', 'JUP']
