Autosomal dominant cutis laxa	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
34	GO:CC	GO:0097708	intracellular vesicle	1.9523232136278007e-06	True	"""Any vesicle that is part of the intracellular region."" [GOC:vesicles]"	2395	103	36	16420	0.3495145631067961	0.0150313152400835	query_1	['GO:0031982', 'GO:0043231']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'VEGFC', 'HGF', 'PLCG2', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'GRB2', 'TGFB1', 'LOXL1', 'EGFR', 'KDR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'VEGFD', 'VCAM1', 'TGFBR1', 'NRP1', 'THBS1', 'ADAM15', 'FLT1']
35	GO:CC	GO:0032991	protein-containing complex	1.9523232136278007e-06	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5491	103	60	16420	0.5825242718446602	0.0109269714077581	query_1	['GO:0005575']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'SMURF2', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'SMAD7', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'FLT4', 'CTNNB1', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'RANBP3L', 'ITGAE', 'KDR', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'NRP1', 'EMILIN1', 'THBS1', 'ITGB7', 'ITGA3', 'PTPN11', 'JAM2', 'CBL', 'PDGFRA', 'FLT1', 'PLXNA1']
423	GO:BP	GO:0051668	localization within membrane	2.042776743045073e-06	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a membrane."" [GOC:ai]"	662	102	18	15719	0.1764705882352941	0.0271903323262839	query_1	['GO:0051641']	['ITGB1', 'ITGB3', 'PIK3R1', 'CRK', 'LRP4', 'FYN', 'ITGA4', 'MADCAM1', 'TGFB1', 'EGFR', 'SMURF1', 'ERBB2', 'MUSK', 'CDH1', 'AGRN', 'CRKL', 'ITGB7', 'ITGA3']
424	GO:BP	GO:0007565	female pregnancy	2.0893377169628347e-06	True	"""The set of physiological processes that allow an embryo or foetus to develop within the body of a female animal. It covers the time from fertilization of a female ovum by a male spermatozoon until birth."" [ISBN:0192800825]"	178	102	10	15719	0.0980392156862745	0.0561797752808988	query_1	['GO:0044703', 'GO:0044706']	['SMURF2', 'SPP1', 'ITGB3', 'TGFB3', 'TGFBR2', 'ITGA5', 'TGFB1', 'VEGFA', 'ITGA3', 'PGF']
425	GO:BP	GO:0016192	vesicle-mediated transport	2.093460094396008e-06	True	"""A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane."" [GOC:ai, GOC:mah, ISBN:08789310662000]"	1517	102	28	15719	0.2745098039215686	0.018457481872116	query_1	['GO:0006810']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'CTNNB1', 'LRP4', 'TGFBR2', 'FYN', 'ITGA4', 'LAT', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'VAV1', 'SYK', 'FCGR1A', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'VTN', 'PTK2', 'NRP1', 'THBS1', 'CBL']
426	GO:BP	GO:0019538	protein metabolic process	2.121965563981581e-06	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5066	102	58	15719	0.5686274509803921	0.0114488748519542	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['MET', 'SMURF2', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'ADAM19', 'LYN', 'TGFB1', 'LCP2', 'LOXL1', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'ADAM12', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
427	GO:BP	GO:2000377	regulation of reactive oxygen species metabolic process	2.1471254824990422e-06	True	"""Any process that modulates the frequency, rate or extent of reactive oxygen species metabolic process."" [GOC:mah]"	136	102	9	15719	0.088235294117647	0.0661764705882353	query_1	['GO:0031323', 'GO:0072593']	['SHC1', 'PLCG2', 'TGFBR2', 'FYN', 'FBLN5', 'GRB2', 'SYK', 'PTK2B', 'THBS1']
38	GO:CC	GO:0019898	extrinsic component of membrane	2.188285860645001e-06	True	"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"	286	103	12	16420	0.116504854368932	0.0419580419580419	query_1	['GO:0016020', 'GO:0110165']	['SRC', 'PIK3R1', 'CTNNB1', 'FYN', 'ZAP70', 'LYN', 'SYK', 'CDH1', 'PTK2B', 'CRKL', 'PTK2', 'LCK']
36	GO:CC	GO:0071062	alphav-beta3 integrin-vitronectin complex	2.188285860645001e-06	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin."" [PMID:10835423]"	3	103	3	16420	0.029126213592233	1.0	query_1	['GO:0098797']	['ITGB3', 'ITGA5', 'VTN']
37	GO:CC	GO:0034668	integrin alpha4-beta1 complex	2.188285860645001e-06	True	"""An integrin complex that comprises one alpha4 subunit and one beta1 subunit."" [PMID:12297042]"	3	103	3	16420	0.029126213592233	1.0	query_1	['GO:0008305']	['ITGB1', 'ITGA4', 'EMILIN1']
78	REAC	REAC:R-HSA-1266738	Developmental Biology	2.216740709674089e-06	True	Developmental Biology	1081	99	29	10022	0.2929292929292929	0.0268270120259019	query_1	['REAC:0000000']	['MET', 'ITGB1', 'ITGA9', 'PLXNB1', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'CTNNB1', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'AGRN', 'SH3GL2', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
428	GO:BP	GO:0043405	regulation of MAP kinase activity	2.291259803705387e-06	True	"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	180	102	10	15719	0.0980392156862745	0.0555555555555555	query_1	['GO:0071900']	['SRC', 'SOS1', 'LYN', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'THBS1', 'FLT1']
429	GO:BP	GO:0099173	postsynapse organization	2.291259803705387e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a postsynapse."" [GOC:dos]"	180	102	10	15719	0.0980392156862745	0.0555555555555555	query_1	['GO:0016043', 'GO:0050808']	['ITGB3', 'CRK', 'LRP4', 'FYN', 'NRP2', 'MUSK', 'PTK2B', 'CRKL', 'NRP1', 'ITGA3']
430	GO:BP	GO:0035583	sequestering of TGFbeta in extracellular matrix	2.3427244374050084e-06	True	"""Confining TGFbeta to the extracellular matrix (ECM) such that it is separated from other components of the signaling pathway, including its cell surface receptor. TGFbeta is secreted as part of a latent complex that is targeted to the extracellular matrix through latent-TGFbeta-binding protein (LTBP)-mediated association with matrix proteins."" [GOC:bf, GOC:BHF, GOC:signaling, PMID:12482908, PMID:20855508]"	3	102	3	15719	0.0294117647058823	1.0	query_1	['GO:0030512', 'GO:0035581', 'GO:0071694']	['LTBP1', 'FBN1', 'FBN2']
79	REAC	REAC:R-HSA-180292	GAB1 signalosome	2.3833698964106246e-06	True	GAB1 signalosome	16	99	5	10022	0.0505050505050505	0.3125	query_1	['REAC:R-HSA-177929']	['SRC', 'PIK3R1', 'PXN', 'EGFR', 'PTPN11']
431	GO:BP	GO:0019222	regulation of metabolic process	2.4761960851446603e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	102	66	15719	0.6470588235294118	0.010568454763811	query_1	['GO:0008152', 'GO:0050789']	['MET', 'ITGB1', 'SMURF2', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'ADAM19', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'MFAP4']
39	GO:CC	GO:0098590	plasma membrane region	2.6244802057890897e-06	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	103	24	16420	0.233009708737864	0.0199501246882793	query_1	['GO:0005886', 'GO:0016020']	['MET', 'ITGB1', 'ITGA9', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'CTNNB1', 'LRP4', 'TGFBR2', 'ITGA5', 'NRP2', 'LCP2', 'EGFR', 'PLCG1', 'ERBB2', 'MUSK', 'CDH1', 'CRKL', 'TLN1', 'NRP1', 'ITGA3', 'CBL']
432	GO:BP	GO:0002274	myeloid leukocyte activation	2.6335770334428954e-06	True	"""A change in the morphology or behavior of a myeloid leukocyte resulting from exposure to an activating factor such as a cellular or soluble ligand."" [GOC:add, ISBN:0781735149]"	231	102	11	15719	0.1078431372549019	0.0476190476190476	query_1	['GO:0045321']	['FN1', 'PLCG2', 'TGFBR2', 'LAT', 'LYN', 'TGFB1', 'LCP2', 'SYK', 'ITGB6', 'THBS1', 'CBL']
433	GO:BP	GO:1904888	cranial skeletal system development	2.6772475429113654e-06	True	"""The process whose specific outcome is the progression of a cranial skeletal system over time, from its formation to the mature structure. The cranial skeletal system is the skeletal subdivision of the head, and includes the skull (cranium plus mandible), pharyngeal and/or hyoid apparatus."" [GO_REF:0000094, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:11262227]"	69	102	7	15719	0.0686274509803921	0.1014492753623188	query_1	['GO:0048856']	['TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'CRKL', 'TGFBR1', 'PDGFRA']
434	GO:BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	2.826119112024212e-06	True	"""Any process that modulates the frequency, rate, or extent of an inflammatory response to an antigenic stimulus."" [GOC:add]"	43	102	6	15719	0.0588235294117647	0.1395348837209302	query_1	['GO:0002437', 'GO:0050727', 'GO:0050776']	['SRC', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
80	REAC	REAC:R-HSA-168256	Immune System	2.927831362003843e-06	True	Immune System	1957	99	41	10022	0.4141414141414141	0.0209504343382728	query_1	['REAC:0000000']	['RAPGEF1', 'ITGB1', 'SMURF2', 'ITGB5', 'FN1', 'ITGAV', 'SMAD7', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'LCK', 'ITGB7', 'PTPN11', 'CBL']
41	GO:CC	GO:0042995	cell projection	3.1138653773178635e-06	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2233	103	34	16420	0.3300970873786408	0.0152261531571876	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'PLCG2', 'CTNNB1', 'LRP4', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'SH3PXD2A', 'TGFB1', 'NRP2', 'JAM3', 'EGFR', 'PLCG1', 'SMURF1', 'ERBB2', 'CDH1', 'PTK2B', 'SH3KBP1', 'SH3GL2', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'ADAM15', 'ITGA3', 'CBL', 'PDGFRA']
40	GO:CC	GO:0098794	postsynapse	3.1138653773178635e-06	True	"""The part of a synapse that is part of the post-synaptic cell."" [GOC:dos]"	630	103	17	16420	0.1650485436893204	0.0269841269841269	query_1	['GO:0045202', 'GO:0110165']	['ITGB1', 'SRC', 'ITGB3', 'CTNNB1', 'LRP4', 'SOS1', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'MUSK', 'CDH1', 'PTK2B', 'CRKL', 'PTK2', 'NRP1', 'ITGA3']
83	REAC	REAC:R-HSA-9665686	Signaling by ERBB2 TMD/JMD mutants	3.1905504956798063e-06	True	Signaling by ERBB2 TMD/JMD mutants	17	99	5	10022	0.0505050505050505	0.2941176470588235	query_1	['REAC:R-HSA-1227990']	['SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
82	REAC	REAC:R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	3.1905504956798063e-06	True	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	17	99	5	10022	0.0505050505050505	0.2941176470588235	query_1	['REAC:R-HSA-9669938']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'LCK']
81	REAC	REAC:R-HSA-9669938	Signaling by KIT in disease	3.1905504956798063e-06	True	Signaling by KIT in disease	17	99	5	10022	0.0505050505050505	0.2941176470588235	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'LCK']
435	GO:BP	GO:1905477	positive regulation of protein localization to membrane	3.203416857799547e-06	True	"""Any process that activates or increases the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	104	102	8	15719	0.0784313725490196	0.0769230769230769	query_1	['GO:0072657', 'GO:1903829', 'GO:1905475']	['ITGB1', 'PIK3R1', 'LRP4', 'FYN', 'TGFB1', 'EGFR', 'ERBB2', 'ITGA3']
436	GO:BP	GO:0031295	T cell costimulation	3.240349480789136e-06	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]"	44	102	6	15719	0.0588235294117647	0.1363636363636363	query_1	['GO:0031294', 'GO:0050870']	['SRC', 'FYN', 'LYN', 'VAV1', 'LCK', 'PTPN11']
84	REAC	REAC:R-HSA-166520	Signaling by NTRKs	3.4231725349243952e-06	True	Signaling by NTRKs	129	99	10	10022	0.101010101010101	0.0775193798449612	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PLCG1', 'SH3GL2', 'CRKL', 'PTPN11']
437	GO:BP	GO:0045216	cell-cell junction organization	3.5352063224065397e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-cell junction. A cell-cell junction is a specialized region of connection between two cells."" [GOC:ai, GOC:dph, GOC:jl, GOC:mah]"	189	102	10	15719	0.0980392156862745	0.0529100529100529	query_1	['GO:0034330']	['SRC', 'SMAD7', 'TGFB3', 'CTNNB1', 'JAM3', 'VCL', 'CDH1', 'VEGFA', 'TLN1', 'TGFBR1']
438	GO:BP	GO:0043434	response to peptide hormone	3.6634012271434262e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]"	412	102	14	15719	0.1372549019607843	0.0339805825242718	query_1	['GO:0009725', 'GO:1901652']	['BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'LYN', 'GRB2', 'TGFB1', 'FBN1', 'PTK2', 'PTPN11']
42	GO:CC	GO:0002116	semaphorin receptor complex	3.856777614874366e-06	True	"""A stable binary complex of a neurophilin and a plexin, together forming a functional semaphorin receptor."" [GOC:hjd, PMID:10934324, PMID:12367632, PMID:12613544]"	11	103	4	16420	0.0388349514563106	0.3636363636363636	query_1	['GO:0043235']	['PLXNB1', 'NRP2', 'NRP1', 'PLXNA1']
439	GO:BP	GO:0000302	response to reactive oxygen species	3.87817227387359e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	191	102	10	15719	0.0980392156862745	0.0523560209424083	query_1	['GO:0006979', 'GO:1901700']	['MET', 'SRC', 'CRK', 'HGF', 'PXN', 'FYN', 'FBLN5', 'EGFR', 'PTK2B', 'PDGFRA']
440	GO:BP	GO:0051129	negative regulation of cellular component organization	4.011664078897526e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	695	102	18	15719	0.1764705882352941	0.0258992805755395	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']	['MET', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'PIK3R1', 'HGF', 'LRP4', 'FYN', 'TGFB1', 'JAM3', 'CDH1', 'VEGFA', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3', 'SEMA4D']
441	GO:BP	GO:0030217	T cell differentiation	4.086939369060387e-06	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	296	102	12	15719	0.1176470588235294	0.0405405405405405	query_1	['GO:0030098', 'GO:0042110']	['SMAD7', 'PIK3R1', 'ITK', 'CTNNB1', 'SOS1', 'TGFBR2', 'ZAP70', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'LCK']
442	GO:BP	GO:0050870	positive regulation of T cell activation	4.0942462408766365e-06	True	"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]"	242	102	11	15719	0.1078431372549019	0.0454545454545454	query_1	['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']	['SRC', 'TGFBR2', 'FYN', 'ZAP70', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'VCAM1', 'LCK', 'PTPN11']
443	GO:BP	GO:0010648	negative regulation of cell communication	4.137004975664327e-06	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1287	102	25	15719	0.2450980392156862	0.0194250194250194	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['MET', 'RAPGEF1', 'ITGB1', 'SMURF2', 'ITGAV', 'SRC', 'SMAD7', 'TGFB3', 'HGF', 'CTNNB1', 'LRP4', 'LTBP1', 'LYN', 'EGFR', 'FBN1', 'FBN2', 'SMURF1', 'PTK2B', 'TGFBR1', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'CBL']
445	GO:BP	GO:0007267	cell-cell signaling	4.159689371095003e-06	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1572	102	28	15719	0.2745098039215686	0.0178117048346055	query_1	['GO:0007154', 'GO:0023052']	['RAPGEF1', 'ITGB1', 'SMURF2', 'ITGAV', 'SRC', 'SPP1', 'HGF', 'PLCG2', 'CTNNB1', 'LRP4', 'LTBP1', 'FYN', 'LYN', 'TNC', 'EGFR', 'SYK', 'PLCG1', 'SMURF1', 'CDH1', 'PTK2B', 'SH3KBP1', 'AGRN', 'CRKL', 'ITGB6', 'NRP1', 'ITGA3', 'PTPN11', 'PGF']
444	GO:BP	GO:0031294	lymphocyte costimulation	4.159689371095003e-06	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]"	46	102	6	15719	0.0588235294117647	0.1304347826086956	query_1	['GO:0002376', 'GO:0051251']	['SRC', 'FYN', 'LYN', 'VAV1', 'LCK', 'PTPN11']
446	GO:BP	GO:0061756	leukocyte adhesion to vascular endothelial cell	4.159689371095003e-06	True	"""The attachment of a leukocyte to vascular endothelial cell via adhesion molecules."" [GOC:add, GOC:bc, GOC:BHF, GOC:BHF_miRNA, PMID:23897866]"	46	102	6	15719	0.0588235294117647	0.1304347826086956	query_1	['GO:0007159']	['ITGB1', 'ITGA4', 'MADCAM1', 'VCAM1', 'ITGB7', 'JAM2']
