Rabson-Mendenhall syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
250	GO:BP	GO:1901701	cellular response to oxygen-containing compound	1.1001278951579566e-15	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1287	100	36	21110	0.36	0.0279720279720279	query_1	['GO:0070887', 'GO:1901700']	['MET', 'RAPGEF1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'PIK3R1', 'CRK', 'INSR', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'IGF1R', 'CDH1', 'PTK2B', 'PIK3R3', 'IRS1', 'CRKL', 'ESR1', 'VCAM1', 'PTK2', 'ADAM15', 'PTPN11', 'PDGFRA']
251	GO:BP	GO:0051130	positive regulation of cellular component organization	1.1217748837739317e-15	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1119	100	34	21110	0.34	0.0303842716711349	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['MET', 'RAPGEF1', 'C3', 'PLXNB1', 'FN1', 'SRC', 'TGFB3', 'PIK3R1', 'INSR', 'HGF', 'PLCG2', 'CTNNB1', 'PXN', 'FYN', 'LYN', 'GRB2', 'APOA1', 'PIK3CA', 'KDR', 'IGF1R', 'SYK', 'FCGR1A', 'SMURF1', 'PTK2B', 'VEGFA', 'ESR1', 'VTN', 'TGFBR1', 'L1CAM', 'NRP1', 'SMAD3', 'CBL', 'SEMA4D', 'PLXNA1']
252	REAC	REAC:R-HSA-422475	Axon guidance	1.516333691209825e-15	True	Axon guidance	549	97	32	10790	0.3298969072164948	0.058287795992714	query_1	['REAC:R-HSA-9675108']	['MET', 'ITGB1', 'ITGA9', 'PIK3CB', 'PLXNB1', 'ITGAV', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
253	KEGG	KEGG:04664	Fc epsilon RI signaling pathway	1.5538226820207116e-15	True	Fc epsilon RI signaling pathway	67	94	16	8161	0.1702127659574468	0.2388059701492537	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'LAT', 'LYN', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'PIK3R3']
254	GO:BP	GO:0050673	epithelial cell proliferation	1.5632369422221629e-15	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	449	100	24	21110	0.24	0.0534521158129175	query_1	['GO:0008283']	['PIK3CB', 'VEGFB', 'FGFR2', 'ITGB3', 'VEGFC', 'HGF', 'FLT4', 'CTNNB1', 'PIK3CD', 'ITGA4', 'TGFB1', 'NRP2', 'EGFR', 'APOA1', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'ESR1', 'TGFBR1', 'NRP1', 'SMAD3', 'FLT1', 'PGF']
255	REAC	REAC:R-HSA-6806834	Signaling by MET	1.5824063489792105e-15	True	Signaling by MET	76	97	16	10790	0.1649484536082474	0.2105263157894736	query_1	['REAC:R-HSA-9006934']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'PIK3R1', 'CRK', 'HGF', 'SOS1', 'PIK3CA', 'SH3KBP1', 'SH3GL2', 'CRKL', 'PTK2', 'PTPN11', 'CBL']
256	REAC	REAC:R-HSA-168256	Immune System	1.6457754571734013e-15	True	Immune System	2049	97	57	10790	0.5876288659793815	0.027818448023426	query_1	['REAC:0000000']	['RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'SMAD7', 'FGA', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'PIK3CD', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'SMURF1', 'SH3KBP1', 'CDH1', 'PTK2B', 'IGHM', 'VEGFA', 'PIK3R3', 'SH3GL2', 'IRS1', 'CRKL', 'VTN', 'CD81', 'VCAM1', 'PTK2', 'LCK', 'CD19', 'BLNK', 'SMAD3', 'ITGB7', 'PTPN11', 'CBL', 'CR2']
257	REAC	REAC:R-HSA-1643685	Disease	1.9271556991973837e-15	True	Disease	1830	97	54	10790	0.5567010309278351	0.0295081967213114	query_1	['REAC:0000000']	['MET', 'C3', 'ITGB1', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'FGFR2', 'FGA', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'SH3KBP1', 'CDH1', 'IGHM', 'PIK3R3', 'SH3GL2', 'IRS1', 'ESR1', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'CD19', 'BLNK', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA']
258	GO:MF	GO:0019199	transmembrane receptor protein kinase activity	2.070657615869328e-15	True	"""Combining with a signal and transmitting the signal from one side of the membrane to the other to initiate a change in cell activity by catalysis of the reaction: a protein + ATP = a phosphoprotein + ADP."" [GOC:mah]"	82	99	14	20195	0.1414141414141414	0.1707317073170731	query_1	['GO:0004672', 'GO:0004888']	['MET', 'FGFR2', 'INSR', 'FLT4', 'TGFBR2', 'NRP2', 'EGFR', 'KDR', 'IGF1R', 'ERBB2', 'TGFBR1', 'NRP1', 'PDGFRA', 'FLT1']
259	WP	WP:WP366	TGF-beta signaling pathway	2.2756898942974138e-15	True	TGF-beta signaling pathway	131	94	20	8133	0.2127659574468085	0.1526717557251908	query_1	['WP:000000']	['MET', 'ITGB1', 'SMURF2', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'TGFBR2', 'GRB2', 'TGFB1', 'TNC', 'SMURF1', 'TGFBR1', 'PTK2', 'SMAD3']
260	WP	WP:WP5144	NRP1-triggered signaling pathways in pancreatic cancer 	2.403047810855424e-15	True	NRP1-triggered signaling pathways in pancreatic cancer 	54	94	15	8133	0.1595744680851064	0.2777777777777778	query_1	['WP:000000']	['MET', 'BCAR1', 'SRC', 'TGFB3', 'HGF', 'TGFBR2', 'EGFR', 'KDR', 'VEGFA', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'FLT1', 'PLXNA1']
261	GO:BP	GO:0034113	heterotypic cell-cell adhesion	2.520891171764381e-15	True	"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]"	60	100	13	21110	0.13	0.2166666666666666	query_1	['GO:0098609']	['ITGB1', 'ITGAV', 'FGA', 'ITGB3', 'ITGA5', 'ITGA4', 'MADCAM1', 'APOA1', 'FGB', 'FGG', 'VCAM1', 'LCK', 'ITGB7']
262	GO:MF	GO:0019901	protein kinase binding	2.6324237899781856e-15	True	"""Binding to a protein kinase, any enzyme that catalyzes the transfer of a phosphate group, usually from ATP, to a protein substrate."" [GOC:jl]"	709	99	28	20195	0.2828282828282828	0.0394922425952045	query_1	['GO:0019900']	['ITGB1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'CTNNB1', 'TGFBR2', 'LAT', 'GRB2', 'SYK', 'PLCG1', 'CDH1', 'PTK2B', 'IRS1', 'CRKL', 'ESR1', 'PTK2', 'NRP1', 'LCK', 'BLNK', 'SMAD3', 'PTPN11', 'CBL']
263	GO:CC	GO:0098796	membrane protein complex	2.6383408070202377e-15	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1361	101	35	22122	0.3465346534653465	0.0257163850110213	query_1	['GO:0016020', 'GO:0032991']	['ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ITGAV', 'PIK3R2', 'ITGB3', 'PIK3R1', 'INSR', 'SHC1', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'ITGA4', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'ITGAE', 'IGF1R', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'PIK3R3', 'IRS1', 'VTN', 'TGFBR1', 'VCAM1', 'ITGB6', 'ITGB7', 'CBL']
264	GO:BP	GO:1901699	cellular response to nitrogen compound	2.845979267109536e-15	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	703	100	28	21110	0.28	0.0398293029871977	query_1	['GO:0070887', 'GO:1901698']	['RAPGEF1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'INSR', 'SHC1', 'CTNNB1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'IGF1R', 'CDH1', 'PIK3R3', 'IRS1', 'CRKL', 'VCAM1', 'PTK2', 'PTPN11', 'PDGFRA']
265	KEGG	KEGG:04933	AGE-RAGE signaling pathway in diabetic complications	2.935686024950177e-15	True	AGE-RAGE signaling pathway in diabetic complications	100	94	18	8161	0.1914893617021276	0.18	query_1	['KEGG:00000']	['PIK3CB', 'VEGFB', 'FN1', 'PIK3R2', 'TGFB3', 'PIK3R1', 'VEGFC', 'PLCG2', 'TGFBR2', 'PIK3CD', 'TGFB1', 'PIK3CA', 'PLCG1', 'VEGFA', 'PIK3R3', 'TGFBR1', 'VCAM1', 'SMAD3']
266	GO:BP	GO:0036211	protein modification process	3.176739113718995e-15	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3617	100	56	21110	0.56	0.0154824440143765	query_1	['GO:0019538', 'GO:0043412']	['MET', 'C3', 'PIK3CB', 'SMURF2', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'INSR', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'LCP2', 'EGFR', 'APOA1', 'PIK3CA', 'KDR', 'IGF1R', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'CD81', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
267	GO:BP	GO:0071310	cellular response to organic substance	3.3882769890965705e-15	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:mah]"	2019	100	43	21110	0.43	0.0212976721149083	query_1	['GO:0010033', 'GO:0070887']	['RAPGEF1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'INSR', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'APOA1', 'PIK3CA', 'FGB', 'IGF1R', 'SYK', 'FGG', 'CDH1', 'PTK2B', 'PIK3R3', 'IRS1', 'CRKL', 'ESR1', 'VCAM1', 'PTK2', 'ADAM15', 'PTPN11', 'CBL', 'PDGFRA', 'PGF']
268	GO:BP	GO:0046777	protein autophosphorylation	3.4480023356168482e-15	True	"""The phosphorylation by a protein of one or more of its own amino acid residues (cis-autophosphorylation), or residues on an identical protein (trans-autophosphorylation)."" [ISBN:0198506732]"	231	100	19	21110	0.19	0.0822510822510822	query_1	['GO:0006468']	['SRC', 'FGFR2', 'VEGFC', 'INSR', 'FLT4', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'IGF1R', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PTK2', 'LCK', 'PDGFRA', 'FLT1']
269	REAC	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	3.678223263956833e-15	True	MAPK1/MAPK3 signaling	269	97	24	10790	0.2474226804123711	0.0892193308550185	query_1	['REAC:R-HSA-5683057']	['MET', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'EGFR', 'PIK3CA', 'FGB', 'VCL', 'FGG', 'ERBB2', 'IRS1', 'TLN1', 'PTK2', 'PTPN11', 'PDGFRA']
270	WP	WP:WP3888	VEGFA-VEGFR2 signaling	4.07036735600728e-15	True	VEGFA-VEGFR2 signaling	430	94	31	8133	0.3297872340425531	0.0720930232558139	query_1	['WP:000000']	['RAPGEF1', 'ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'CTNNB1', 'PXN', 'FYN', 'GRB2', 'NRP2', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'PLCG1', 'FGG', 'PTK2B', 'VEGFA', 'PTK2', 'PTPN11', 'CBL', 'FLT1', 'PGF']
271	WP	WP:WP2261	Glioblastoma signaling pathways	4.171586037267661e-15	True	Glioblastoma signaling pathways	83	94	17	8133	0.1808510638297872	0.2048192771084337	query_1	['WP:000000']	['MET', 'PIK3CB', 'PIK3R2', 'SRC', 'FGFR2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'GRB2', 'EGFR', 'PIK3CA', 'IGF1R', 'PLCG1', 'ERBB2', 'IRS1', 'CBL', 'PDGFRA']
272	GO:BP	GO:0060326	cell chemotaxis	4.270616866613047e-15	True	"""The directed movement of a motile cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [GOC:dph]"	318	100	21	21110	0.21	0.0660377358490566	query_1	['GO:0006935', 'GO:0016477', 'GO:0070887']	['MET', 'ITGA9', 'VEGFB', 'BCAR1', 'VEGFC', 'CRK', 'HGF', 'PIK3CD', 'LYN', 'KDR', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'NRP1', 'PDGFRA', 'FLT1', 'PGF']
273	GO:MF	GO:0019900	kinase binding	4.448101495834594e-15	True	"""Binding to a kinase, any enzyme that catalyzes the transfer of a phosphate group."" [GOC:jl]"	792	99	29	20195	0.2929292929292929	0.0366161616161616	query_1	['GO:0019899']	['ITGB1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'CTNNB1', 'TGFBR2', 'LAT', 'GRB2', 'EGFR', 'SYK', 'PLCG1', 'CDH1', 'PTK2B', 'IRS1', 'CRKL', 'ESR1', 'PTK2', 'NRP1', 'LCK', 'BLNK', 'SMAD3', 'PTPN11', 'CBL']
274	GO:MF	GO:0016301	kinase activity	4.9217669635688486e-15	True	"""Catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [ISBN:0198506732]"	795	99	29	20195	0.2929292929292929	0.0364779874213836	query_1	['GO:0016772']	['MET', 'PIK3CB', 'SRC', 'FGFR2', 'PIK3R1', 'INSR', 'ITK', 'FLT4', 'TGFBR2', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'NRP2', 'EGFR', 'PIK3CA', 'KDR', 'IGF1R', 'SYK', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'PDGFRA', 'FLT1']
275	GO:BP	GO:1904018	positive regulation of vasculature development	5.4121210555274e-15	True	"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]"	165	100	17	21110	0.17	0.103030303030303	query_1	['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']	['C3', 'ITGB1', 'VEGFB', 'ITGB3', 'VEGFC', 'HGF', 'TGFBR2', 'PIK3CD', 'ITGA5', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'ADAM12', 'NRP1', 'FLT1', 'PGF']
276	GO:BP	GO:0045766	positive regulation of angiogenesis	5.4121210555274e-15	True	"""Any process that activates or increases angiogenesis."" [GOC:go_curators]"	165	100	17	21110	0.17	0.103030303030303	query_1	['GO:0001525', 'GO:0045765', 'GO:1904018']	['C3', 'ITGB1', 'VEGFB', 'ITGB3', 'VEGFC', 'HGF', 'TGFBR2', 'PIK3CD', 'ITGA5', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'ADAM12', 'NRP1', 'FLT1', 'PGF']
277	REAC	REAC:R-HSA-9675108	Nervous system development	5.631744347010381e-15	True	Nervous system development	574	97	32	10790	0.3298969072164948	0.0557491289198606	query_1	['REAC:R-HSA-1266738']	['MET', 'ITGB1', 'ITGA9', 'PIK3CB', 'PLXNB1', 'ITGAV', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
278	GO:BP	GO:1901653	cellular response to peptide	5.663732303076296e-15	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	370	100	22	21110	0.22	0.0594594594594594	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'INSR', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'PIK3CA', 'IGF1R', 'PIK3R3', 'IRS1', 'VCAM1', 'PTK2', 'PTPN11']
279	GO:BP	GO:0030168	platelet activation	5.835705177905391e-15	True	"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [http://www.graylab.ac.uk/omd/]"	135	100	16	21110	0.16	0.1185185185185185	query_1	['GO:0001775', 'GO:0007596']	['PIK3CB', 'FN1', 'SRC', 'FGA', 'ITGB3', 'PLCG2', 'LYN', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'TLN1', 'LCK', 'PDGFRA']
280	GO:BP	GO:0022407	regulation of cell-cell adhesion	5.98403395254898e-15	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	476	100	24	21110	0.24	0.0504201680672268	query_1	['GO:0030155', 'GO:0098609']	['SRC', 'SMAD7', 'FGA', 'TGFBR2', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'LYN', 'TGFB1', 'APOA1', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'CDH1', 'VEGFA', 'CD81', 'VCAM1', 'PTK2', 'LCK', 'PTPN11']
281	GO:BP	GO:0007507	heart development	6.087920902671997e-15	True	"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]"	594	100	26	21110	0.26	0.0437710437710437	query_1	['GO:0048513', 'GO:0072359']	['ITGB1', 'VEGFB', 'FN1', 'SMAD7', 'FGFR2', 'INSR', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'TGFB1', 'NRP2', 'EGFR', 'KDR', 'IGF1R', 'ERBB2', 'VEGFA', 'CRKL', 'TGFBR1', 'VCAM1', 'PTK2', 'NRP1', 'SMAD3', 'ADAM15', 'PTPN11', 'PDGFRA']
282	GO:BP	GO:0050778	positive regulation of immune response	7.612340508706475e-15	True	"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	730	100	28	21110	0.28	0.0383561643835616	query_1	['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']	['RAPGEF1', 'C3', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'MS4A1', 'LYN', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'IGHM', 'CRKL', 'ESR1', 'CD81', 'PTK2', 'LCK', 'CD19', 'BLNK', 'CR2']
283	KEGG	KEGG:04611	Platelet activation	8.405451804811924e-15	True	Platelet activation	124	94	19	8161	0.202127659574468	0.1532258064516129	query_1	['KEGG:00000']	['ITGB1', 'PIK3CB', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'PLCG2', 'PIK3CD', 'ITGA2B', 'FYN', 'LYN', 'LCP2', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'PIK3R3', 'TLN1']
284	GO:BP	GO:0060560	developmental growth involved in morphogenesis	8.974617691974054e-15	True	"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]"	243	100	19	21110	0.19	0.0781893004115226	query_1	['GO:0009653', 'GO:0048589']	['ITGB1', 'FN1', 'SPP1', 'FGFR2', 'CTNNB1', 'TGFBR2', 'ITGA4', 'TGFB1', 'NRP2', 'VCL', 'SMURF1', 'CDH1', 'VEGFA', 'SH3GL2', 'ESR1', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
285	REAC	REAC:R-HSA-186797	Signaling by PDGF	9.286383780496034e-15	True	Signaling by PDGF	54	97	14	10790	0.1443298969072164	0.2592592592592592	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'SOS1', 'PIK3CA', 'PLCG1', 'CRKL', 'PTPN11', 'PDGFRA']
286	KEGG	KEGG:05225	Hepatocellular carcinoma	9.694871631388281e-15	True	Hepatocellular carcinoma	166	94	21	8161	0.2234042553191489	0.1265060240963855	query_1	['KEGG:00000']	['MET', 'PIK3CB', 'PIK3R2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'IGF1R', 'PLCG1', 'PIK3R3', 'TGFBR1', 'SMAD3']
287	GO:BP	GO:0043066	negative regulation of apoptotic process	1.0990883035215203e-14	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	884	100	30	21110	0.3	0.0339366515837104	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['ITGB1', 'PIK3CB', 'VEGFB', 'ITGAV', 'SRC', 'FGFR2', 'FGA', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'ITGA5', 'EGFR', 'PIK3CA', 'KDR', 'FGB', 'IGF1R', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'TGFBR1', 'PTK2', 'NRP1', 'SMAD3', 'CBL', 'SEMA4D']
288	GO:BP	GO:0050679	positive regulation of epithelial cell proliferation	1.6823975434781438e-14	True	"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]"	212	100	18	21110	0.18	0.0849056603773584	query_1	['GO:0008284', 'GO:0050673', 'GO:0050678']	['VEGFB', 'FGFR2', 'ITGB3', 'VEGFC', 'FLT4', 'CTNNB1', 'PIK3CD', 'ITGA4', 'TGFB1', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'TGFBR1', 'NRP1', 'PGF']
289	GO:BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	1.8308819699258705e-14	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]"	213	100	18	21110	0.18	0.0845070422535211	query_1	['GO:0043410', 'GO:0070371', 'GO:0070372']	['RAPGEF1', 'VEGFB', 'SRC', 'FGFR2', 'FGA', 'ITGB3', 'SHC1', 'FLT4', 'EGFR', 'KDR', 'FGB', 'FGG', 'PTK2B', 'VEGFA', 'CRKL', 'NRP1', 'PTPN11', 'PDGFRA']
290	GO:MF	GO:0016773	phosphotransferase activity, alcohol group as acceptor	1.843165992849399e-14	True	"""Catalysis of the transfer of a phosphorus-containing group from one compound (donor) to an alcohol group (acceptor)."" [GOC:jl]"	696	99	27	20195	0.2727272727272727	0.0387931034482758	query_1	['GO:0016772']	['MET', 'PIK3CB', 'SRC', 'FGFR2', 'INSR', 'ITK', 'FLT4', 'TGFBR2', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'NRP2', 'EGFR', 'PIK3CA', 'KDR', 'IGF1R', 'SYK', 'ERBB2', 'PTK2B', 'PIK3R3', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'PDGFRA', 'FLT1']
291	KEGG	KEGG:05165	Human papillomavirus infection	1.8682582153888623e-14	True	Human papillomavirus infection	331	94	27	8161	0.2872340425531915	0.0815709969788519	query_1	['KEGG:00000']	['ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'SPP1', 'ITGB3', 'PIK3R1', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'GRB2', 'TNC', 'EGFR', 'PIK3CA', 'VEGFA', 'PIK3R3', 'VTN', 'PTK2', 'ITGB6', 'ITGB7']
