Acral peeling skin syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
64	GO:BP	GO:0048519	negative regulation of biological process	9.177909782690905e-19	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5055	101	78	15719	0.7722772277227723	0.0154302670623145	query_1	['GO:0008150', 'GO:0050789']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'IHH', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'ADAM10', 'YOD1', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'ABL1', 'OS9', 'FOXG1', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'NR1H3', 'AR', 'CTNNA1', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'CSTA', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'ERLEC1', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'KAT2B', 'ESR1', 'CTNNA2', 'FOXO1', 'PDE8A', 'DRAP1', 'RARA', 'HHIP', 'APP', 'FOXH1', 'JAG1', 'CTNND1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'CCNC', 'JUP']
65	GO:BP	GO:0048583	regulation of response to stimulus	9.42341607743257e-19	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3723	101	68	15719	0.6732673267326733	0.0182648401826484	query_1	['GO:0050789', 'GO:0050896']	['RXRA', 'UBE2I', 'PTCH1', 'NCOA3', 'IHH', 'AKT1', 'SYVN1', 'CREBBP', 'SMURF2', 'ADAM10', 'DHH', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'CENPJ', 'ABL1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'KAT2B', 'ESR1', 'CTNNA2', 'FOXO1', 'PDE8A', 'RARA', 'HHIP', 'APP', 'FOXH1', 'JAG1', 'CTNND1', 'TBL1XR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
66	GO:BP	GO:0042221	response to chemical	1.057770458675146e-18	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3611	101	67	15719	0.6633663366336634	0.0185544170589864	query_1	['GO:0050896']	['NRIP1', 'RXRA', 'PTCH1', 'NOTCH3', 'NCOA3', 'IHH', 'AKT1', 'SYVN1', 'BOC', 'ADAM10', 'DHH', 'YOD1', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'OS9', 'FOXG1', 'UBE2J1', 'NCOR2', 'SIN3A', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SUMO1', 'SMAD2', 'SEL1L', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'NCOR1', 'ERLEC1', 'CDH1', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'JUP']
67	GO:BP	GO:0048522	positive regulation of cellular process	1.1809802886750065e-18	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	101	79	15719	0.7821782178217822	0.0151167240719479	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'BOC', 'ADAM10', 'DHH', 'CDON', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'SIN3A', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
1	GO:CC	GO:0017053	transcription repressor complex	2.4300088526763922e-18	True	"""A protein complex that possesses activity that prevents or downregulates transcription."" [GOC:mah]"	77	101	16	16420	0.1584158415841584	0.2077922077922078	query_1	['GO:0005667']	['FOXO3', 'CTNNB1', 'HDAC1', 'TBL1X', 'NCOR2', 'SIN3A', 'RBPJ', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'RCOR1', 'SP1', 'DRAP1', 'TBL1XR1', 'TP53']
68	GO:BP	GO:0044271	cellular nitrogen compound biosynthetic process	3.102092529353381e-18	True	"""The chemical reactions and pathways resulting in the formation of organic and inorganic nitrogenous compounds."" [GOC:jl, ISBN:0198506732]"	4445	101	73	15719	0.7227722772277227	0.0164229471316085	query_1	['GO:0034641', 'GO:0044249']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ITGB3BP', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
69	GO:BP	GO:0009892	negative regulation of metabolic process	9.140034379641866e-18	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2846	101	59	15719	0.5841584158415841	0.0207308503162333	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'AKT1', 'CREBBP', 'SMURF2', 'ADAM10', 'SRC', 'PSEN1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'CSTA', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'RCOR1', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL']
70	GO:BP	GO:0010467	gene expression	9.140034379641866e-18	True	"""The process in which a gene's sequence is converted into a mature gene product (protein or RNA). This includes the production of an RNA transcript and its processing, translation and maturation for protein-coding genes."" [GOC:txnOH-2018, PMID:25934543, PMID:31580950]"	5541	101	80	15719	0.7920792079207921	0.0144378271070203	query_1	['GO:0043170']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'ADAM10', 'DHH', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'CENPJ', 'ABL1', 'FOXG1', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'RXRB', 'NR1H3', 'AR', 'PSENEN', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
71	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	9.157127678317462e-18	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2640	101	57	15719	0.5643564356435643	0.021590909090909	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'TGIF1', 'AKT1', 'CREBBP', 'SMURF2', 'ADAM10', 'SRC', 'PSEN1', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ABL1', 'FOXG1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'NR1H3', 'AR', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'CSTA', 'MECP2', 'NOTCH2', 'GPS2', 'NCOR1', 'HDAC3', 'SKI', 'SNW1', 'RCOR1', 'KAT2B', 'ESR1', 'FOXO1', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL']
21	REAC	REAC:R-HSA-2173793	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	1.2054504164804993e-17	True	Transcriptional activity of SMAD2/SMAD3:SMAD4 heterotrimer	50	98	15	10022	0.1530612244897959	0.3	query_1	['REAC:R-HSA-170834', 'REAC:R-HSA-212436']	['TGIF1', 'CDK8', 'SMURF2', 'HDAC1', 'NCOR2', 'SMAD2', 'SMAD4', 'EP300', 'NCOR1', 'SKI', 'SNW1', 'SP1', 'SMAD3', 'SKIL', 'CCNC']
72	GO:BP	GO:0048518	positive regulation of biological process	1.4270934103293178e-17	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5899	101	82	15719	0.8118811881188119	0.0139006611290049	query_1	['GO:0008150', 'GO:0050789']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'BOC', 'ADAM10', 'DHH', 'CDON', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'CENPJ', 'ABL1', 'FOXG1', 'TBL1X', 'SIN3A', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'PSENEN', 'CTNNA1', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
73	GO:BP	GO:0071310	cellular response to organic substance	1.6512509146051892e-17	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:mah]"	1915	101	49	15719	0.4851485148514851	0.0255874673629242	query_1	['GO:0010033', 'GO:0070887']	['NRIP1', 'RXRA', 'PTCH1', 'NCOA3', 'AKT1', 'YOD1', 'SRC', 'PSEN1', 'DERL2', 'KAT2A', 'VCP', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'OS9', 'NCOR2', 'SIN3A', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'GPS2', 'NCOR1', 'ERLEC1', 'CDH1', 'SNW1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'APP', 'FOXH1', 'TP53', 'HDAC2', 'KDM1A', 'NCOA1', 'JUP']
22	REAC	REAC:R-HSA-8878159	Transcriptional regulation by RUNX3	1.8697799478969204e-17	True	Transcriptional regulation by RUNX3	94	98	18	10022	0.1836734693877551	0.1914893617021276	query_1	['REAC:R-HSA-212436']	['MAML1', 'MAML2', 'CREBBP', 'SMURF2', 'SRC', 'KAT2A', 'FOXO3', 'CTNNB1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'SNW1', 'KAT2B', 'MAML3', 'JAG1', 'TP53', 'SMAD3']
23	REAC	REAC:R-HSA-400206	Regulation of lipid metabolism by PPARalpha	1.9732754717482772e-17	True	Regulation of lipid metabolism by PPARalpha	112	98	19	10022	0.1938775510204081	0.1696428571428571	query_1	['REAC:R-HSA-556833']	['RXRA', 'NCOA3', 'CDK8', 'CREBBP', 'NR1H2', 'NCOA2', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'EP300', 'GPS2', 'NCOR1', 'HDAC3', 'SP1', 'TBL1XR1', 'NCOA1', 'CCNC']
74	GO:BP	GO:0051239	regulation of multicellular organismal process	2.935920818208714e-17	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	101	58	15719	0.5742574257425742	0.0206405693950177	query_1	['GO:0032501', 'GO:0050789']	['RXRA', 'PTCH1', 'NCOA3', 'IHH', 'AKT1', 'SMURF2', 'ADAM10', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'ABL1', 'FOXG1', 'UBE2J1', 'SIN3A', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'RBPJ', 'MECP2', 'NOTCH2', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'RARA', 'APP', 'JAG1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'JUP']
75	GO:BP	GO:0014070	response to organic cyclic compound	3.511197011336698e-17	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	893	101	35	15719	0.3465346534653465	0.0391937290033594	query_1	['GO:0010033']	['NRIP1', 'RXRA', 'PTCH1', 'NCOA3', 'IHH', 'DHH', 'SRC', 'KAT2A', 'NCOA2', 'CTNNB1', 'HDAC1', 'NCSTN', 'ABL1', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'NOTCH1', 'EP300', 'NCOR1', 'CDH1', 'SNW1', 'SP1', 'ESR1', 'RARA', 'APP', 'FOXH1', 'HDAC2', 'KDM1A', 'JUP']
24	REAC	REAC:R-HSA-9006931	Signaling by Nuclear Receptors	4.290647181091238e-17	True	Signaling by Nuclear Receptors	288	98	26	10022	0.2653061224489796	0.0902777777777777	query_1	['REAC:R-HSA-162582']	['NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'SRC', 'FOXO3', 'NR1H2', 'NCOA2', 'HDAC1', 'TBL1X', 'NCOR2', 'RXRB', 'NR1H3', 'EGFR', 'EP300', 'GPS2', 'NCOR1', 'HDAC3', 'SP1', 'KAT2B', 'ESR1', 'RARA', 'TBL1XR1', 'KDM1A', 'NCOA1']
76	GO:BP	GO:0045165	cell fate commitment	5.113611033205654e-17	True	"""The cellular developmental process by which a cell establishes the intrinsic character of a cell or tissue region irreversibly committing it to a particular fate."" [ISBN:0716731185]"	262	101	22	15719	0.2178217821782178	0.0839694656488549	query_1	['GO:0030154', 'GO:0048869']	['PTCH1', 'NOTCH3', 'IHH', 'DHH', 'CDON', 'PSEN1', 'CTNNB1', 'HDAC1', 'FOXG1', 'DLL1', 'AR', 'SMAD2', 'SMAD4', 'NOTCH1', 'SHH', 'RBPJ', 'NOTCH2', 'RARA', 'JAG1', 'TP53', 'NOTCH4', 'HDAC2']
77	GO:BP	GO:0009967	positive regulation of signal transduction	5.113611033205654e-17	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1468	101	43	15719	0.4257425742574257	0.0292915531335149	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['RXRA', 'UBE2I', 'IHH', 'CREBBP', 'SMURF2', 'DHH', 'CDON', 'SRC', 'PSEN1', 'VCP', 'CTNNB1', 'ADAM17', 'CENPJ', 'ABL1', 'TBL1X', 'DLL1', 'PLK2', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'NOTCH2', 'GPS2', 'HDAC3', 'SKI', 'SNW1', 'PDE8A', 'APP', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'SKIL', 'JUP']
25	REAC	REAC:R-HSA-9024446	NR1H2 and NR1H3-mediated signaling	6.442972282092375e-17	True	NR1H2 and NR1H3-mediated signaling	44	98	14	10022	0.1428571428571428	0.3181818181818182	query_1	['REAC:R-HSA-9006931']	['NRIP1', 'RXRA', 'NR1H2', 'TBL1X', 'NCOR2', 'RXRB', 'NR1H3', 'EP300', 'GPS2', 'NCOR1', 'HDAC3', 'TBL1XR1', 'KDM1A', 'NCOA1']
78	GO:BP	GO:0060322	head development	6.890844830443767e-17	True	"""The biological process whose specific outcome is the progression of a head from an initial condition to its mature state. The head is the anterior-most division of the body."" [GOC:dph]"	791	101	33	15719	0.3267326732673267	0.0417193426042983	query_1	['GO:0048856']	['PTCH1', 'NOTCH3', 'IHH', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'TACC3', 'CTNNB1', 'HDAC1', 'NCSTN', 'ABL1', 'FOXG1', 'NCOR2', 'SIN3A', 'DLL1', 'AMIGO1', 'CTNNA1', 'EGFR', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'CDH1', 'SKI', 'CTNNA2', 'RARA', 'APP', 'CTNND1', 'TP53', 'KDM1A']
79	GO:BP	GO:0023056	positive regulation of signaling	6.890844830443767e-17	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	101	45	15719	0.4455445544554455	0.0274223034734917	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['RXRA', 'UBE2I', 'IHH', 'CREBBP', 'SMURF2', 'DHH', 'CDON', 'SRC', 'PSEN1', 'VCP', 'CTNNB1', 'ADAM17', 'NCSTN', 'CENPJ', 'ABL1', 'TBL1X', 'DLL1', 'PLK2', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'HDAC3', 'SKI', 'SNW1', 'PDE8A', 'APP', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'SKIL', 'JUP']
80	GO:BP	GO:0010647	positive regulation of cell communication	7.072082141802066e-17	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	101	45	15719	0.4455445544554455	0.0273889227023737	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['RXRA', 'UBE2I', 'IHH', 'CREBBP', 'SMURF2', 'DHH', 'CDON', 'SRC', 'PSEN1', 'VCP', 'CTNNB1', 'ADAM17', 'NCSTN', 'CENPJ', 'ABL1', 'TBL1X', 'DLL1', 'PLK2', 'RXRB', 'NR1H3', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'GPS2', 'HDAC3', 'SKI', 'SNW1', 'PDE8A', 'APP', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'SKIL', 'JUP']
81	GO:BP	GO:2000026	regulation of multicellular organismal development	7.949373665672773e-17	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1334	101	41	15719	0.4059405940594059	0.0307346326836581	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']	['RXRA', 'PTCH1', 'NCOA3', 'IHH', 'AKT1', 'ADAM10', 'CDON', 'PSEN1', 'KAT2A', 'FOXO3', 'CTNNB1', 'HDAC1', 'ABL1', 'FOXG1', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'CTNNA1', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'RBPJ', 'MECP2', 'NOTCH2', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'RARA', 'JAG1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'JUP']
82	GO:BP	GO:0019222	regulation of metabolic process	1.0508125044668923e-16	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	6245	101	83	15719	0.8217821782178217	0.0132906325060048	query_1	['GO:0008152', 'GO:0050789']	['MAML1', 'MAML2', 'NRIP1', 'RXRA', 'UBE2I', 'PTCH1', 'NOTCH3', 'NCOA3', 'TGIF1', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'ADAM10', 'DHH', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'VCP', 'APH1B', 'FOXO3', 'NR1H2', 'NCOA2', 'CTNNB1', 'HDAC1', 'ADAM17', 'ITGB3BP', 'NCSTN', 'CENPJ', 'ABL1', 'FOXG1', 'UBE2J1', 'TBL1X', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'RXRB', 'NR1H3', 'AR', 'PSENEN', 'SUMO1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'SHH', 'EP300', 'RBPJ', 'CSTA', 'MECP2', 'NOTCH2', 'APH1A', 'GPS2', 'NCOR1', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'MAML3', 'PDE8A', 'DRAP1', 'RARA', 'APP', 'FOXH1', 'JAG1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'CCNC', 'JUP']
83	GO:BP	GO:0007275	multicellular organism development	1.1178266090771575e-16	True	"""The biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:dph, GOC:ems, GOC:isa_complete, GOC:tb]"	4318	101	70	15719	0.693069306930693	0.016211208893006	query_1	['GO:0032501', 'GO:0048856']	['MAML1', 'NRIP1', 'RXRA', 'PTCH1', 'NOTCH3', 'NCOA3', 'IHH', 'AKT1', 'CREBBP', 'SMURF2', 'BOC', 'ADAM10', 'DHH', 'CDON', 'SRC', 'PSEN1', 'KAT2A', 'FOXO3', 'TACC3', 'CTNNB1', 'HDAC1', 'ADAM17', 'NCSTN', 'ABL1', 'FOXG1', 'NCOR2', 'SIN3A', 'DLL1', 'PLK2', 'AMIGO1', 'RXRB', 'AR', 'CTNNA1', 'SMAD2', 'EGFR', 'SIRT1', 'SMAD4', 'NOTCH1', 'CDH2', 'SHH', 'EP300', 'RBPJ', 'MECP2', 'NOTCH2', 'APH1A', 'HDAC3', 'CDH1', 'SKI', 'SNW1', 'RCOR1', 'SP1', 'KAT2B', 'ESR1', 'CTNNA2', 'FOXO1', 'RARA', 'HHIP', 'APP', 'FOXH1', 'JAG1', 'CTNND1', 'TBL1XR1', 'TP53', 'SMAD3', 'NOTCH4', 'HDAC2', 'KDM1A', 'SKIL', 'NCOA1', 'JUP']
