Autosomal dominant cutis laxa	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
124	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	8.504428661352864e-17	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	189	103	19	17376	0.1844660194174757	0.1005291005291005	query_1	['GO:0007178', 'GO:0071560']	['SMURF2', 'ITGB5', 'SRC', 'SMAD7', 'TGFB3', 'LTBP1', 'TGFBR2', 'LOX', 'PXN', 'TGFB1', 'FBN1', 'FBN2', 'SMURF1', 'TGFBR1', 'ITGB6', 'PTK2', 'EMILIN1', 'THBS1', 'ITGA3']
125	GO:CC	GO:0030055	cell-substrate junction	1.0436745494516523e-16	True	"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	426	103	25	17376	0.2427184466019417	0.0586854460093896	query_1	['GO:0070161']	['ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'ITGA4', 'TNC', 'EGFR', 'VCL', 'PTK2B', 'SH3KBP1', 'TLN1', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'ITGB7', 'ITGA3', 'CBL', 'FLT1']
126	GO:BP	GO:0042221	response to chemical	1.1380633464757968e-16	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3610	103	62	17376	0.6019417475728155	0.017174515235457	query_1	['GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'VEGFB', 'PLXNB1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'PXN', 'FYN', 'ITGA4', 'LYN', 'FBLN5', 'GRB2', 'TGFB1', 'NRP2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
127	GO:BP	GO:0023056	positive regulation of signaling	1.3120964979688509e-16	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1640	103	43	17376	0.4174757281553398	0.0262195121951219	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['MET', 'RAPGEF1', 'ITGB1', 'SMURF2', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
128	GO:BP	GO:0009888	tissue development	1.3509813603532532e-16	True	"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"	1908	103	46	17376	0.4466019417475728	0.0241090146750524	query_1	['GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'SMURF2', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'HGF', 'CTNNB1', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'ITGA4', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'EGFR', 'RANBP3L', 'KDR', 'VCL', 'FBN2', 'SMURF1', 'PTK2B', 'VEGFA', 'AGRN', 'VTN', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'PDGFRA', 'SEMA4D', 'PLXNA1']
129	GO:BP	GO:0051094	positive regulation of developmental process	1.3641686157498575e-16	True	"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	1238	103	38	17376	0.3689320388349514	0.0306946688206785	query_1	['GO:0032502', 'GO:0048518', 'GO:0050793']	['ITGB1', 'SMURF2', 'VEGFB', 'PLXNB1', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'HGF', 'CTNNB1', 'TGFBR2', 'ITGA5', 'ZAP70', 'LYN', 'TGFB1', 'RANBP3L', 'KDR', 'FBN2', 'SYK', 'PLCG1', 'SMURF1', 'PTK2B', 'VEGFA', 'AGRN', 'ADAM12', 'VEGFD', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
130	GO:BP	GO:0010647	positive regulation of cell communication	1.3641686157498575e-16	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	103	43	17376	0.4174757281553398	0.0261716372489348	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['MET', 'RAPGEF1', 'ITGB1', 'SMURF2', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
131	GO:BP	GO:0034329	cell junction assembly	1.8110884961256118e-16	True	"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]"	391	103	24	17376	0.233009708737864	0.0613810741687979	query_1	['GO:0022607', 'GO:0034330']	['RAPGEF1', 'PLXNB1', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'CRK', 'CTNNB1', 'LRP4', 'ITGA5', 'JAM3', 'KDR', 'VCL', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'TLN1', 'PTK2', 'NRP1', 'THBS1', 'SEMA4D']
132	GO:BP	GO:0009966	regulation of signal transduction	1.8300803871041074e-16	True	"""Any process that modulates the frequency, rate or extent of signal transduction."" [GOC:sm]"	2832	103	55	17376	0.5339805825242718	0.0194209039548022	query_1	['GO:0007165', 'GO:0010646', 'GO:0023051', 'GO:0048583']	['MET', 'RAPGEF1', 'ITGB1', 'SMURF2', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'LTBP1', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'PXN', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'FBN1', 'KDR', 'VAV1', 'FBN2', 'SYK', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1']
133	REAC	REAC:R-HSA-3000178	ECM proteoglycans	2.0563157347162355e-16	True	ECM proteoglycans	73	103	14	17376	0.1359223300970873	0.1917808219178082	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TGFB3', 'LRP4', 'ITGA2B', 'TNC', 'MUSK', 'AGRN', 'VTN', 'ITGB6']
134	GO:BP	GO:0045765	regulation of angiogenesis	3.535884224504949e-16	True	"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]"	276	103	21	17376	0.203883495145631	0.0760869565217391	query_1	['GO:0001525', 'GO:0022603', 'GO:1901342']	['ITGB1', 'VEGFB', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'CTNNB1', 'TGFBR2', 'ITGA5', 'KDR', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VEGFD', 'NRP1', 'EMILIN1', 'THBS1', 'FLT1', 'PGF']
135	GO:BP	GO:0000902	cell morphogenesis	4.38084448754314e-16	True	"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]"	921	103	33	17376	0.3203883495145631	0.0358306188925081	query_1	['GO:0009653']	['MET', 'ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'CRK', 'HGF', 'CTNNB1', 'LRP4', 'SOS1', 'FYN', 'ITGA4', 'TGFB1', 'NRP2', 'EGFR', 'KDR', 'VCL', 'SMURF1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'L1CAM', 'ITGB6', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
136	GO:BP	GO:0010634	positive regulation of epithelial cell migration	4.38084448754314e-16	True	"""Any process that activates or increases the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	146	103	17	17376	0.1650485436893204	0.1164383561643835	query_1	['GO:0010631', 'GO:0010632', 'GO:0030335']	['MET', 'BCAR1', 'SRC', 'ITGB3', 'VEGFC', 'PLCG2', 'FLT4', 'TGFBR2', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'THBS1', 'ITGA3']
137	GO:BP	GO:1901342	regulation of vasculature development	4.619839902933523e-16	True	"""Any process that modulates the frequency, rate or extent of vasculature development."" [GOC:TermGenie]"	280	103	21	17376	0.203883495145631	0.075	query_1	['GO:0001944', 'GO:2000026']	['ITGB1', 'VEGFB', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'CTNNB1', 'TGFBR2', 'ITGA5', 'KDR', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VEGFD', 'NRP1', 'EMILIN1', 'THBS1', 'FLT1', 'PGF']
138	GO:BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	5.58837569716446e-16	True	"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	245	103	20	17376	0.1941747572815534	0.0816326530612244	query_1	['GO:0001932', 'GO:0018108']	['VEGFB', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'PLCG2', 'LRP4', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'PTK2B', 'VEGFA', 'VTN', 'NRP1', 'PTPN11', 'CBL', 'SEMA4D']
139	GO:CC	GO:0098797	plasma membrane protein complex	8.756427858326014e-16	True	"""Any protein complex that is part of the plasma membrane."" [GOC:dos]"	631	103	28	17376	0.2718446601941747	0.0443740095087163	query_1	['GO:0005886', 'GO:0098796']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'SHC1', 'CTNNB1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ITGA4', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'ITGAE', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VTN', 'VCAM1', 'TGFBR1', 'ITGB6', 'EMILIN1', 'ITGB7', 'ITGA3', 'CBL']
140	GO:CC	GO:0005576	extracellular region	8.756427858326014e-16	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	3761	103	62	17376	0.6019417475728155	0.0164849773996277	query_1	['GO:0110165']	['MET', 'ITGB1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'PSAT1', 'SPP1', 'ITGB3', 'TGFB3', 'VEGFC', 'CRK', 'HGF', 'PLCG2', 'FLT4', 'CTNNB1', 'LTBP1', 'TGFBR2', 'LOX', 'ITGA2B', 'ITGA4', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'MFAP3', 'TGFB1', 'NRP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'SMURF1', 'CDH1', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'MFAP5', 'VTN', 'TLN1', 'VEGFD', 'VCAM1', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELN', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1', 'MFAP4']
141	GO:BP	GO:0006796	phosphate-containing compound metabolic process	8.967728687681557e-16	True	"""The chemical reactions and pathways involving the phosphate group, the anion or salt of any phosphoric acid."" [GOC:ai]"	2608	103	52	17376	0.5048543689320388	0.0199386503067484	query_1	['GO:0006793']	['MET', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'ALDH18A1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
142	GO:BP	GO:0007507	heart development	1.0067039417035637e-15	True	"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]"	577	103	27	17376	0.2621359223300971	0.046793760831889	query_1	['GO:0048513', 'GO:0072359']	['ITGB1', 'VEGFB', 'FN1', 'SMAD7', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'LOX', 'TGFB1', 'NRP2', 'EGFR', 'FBN1', 'KDR', 'ERBB2', 'VEGFA', 'CRKL', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'ADAM15', 'ITGA3', 'PTPN11', 'ELN', 'PDGFRA']
143	GO:BP	GO:0051247	positive regulation of protein metabolic process	1.032384146208232e-15	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1399	103	39	17376	0.3786407766990291	0.0278770550393137	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['VEGFB', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'HGF', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'SMURF1', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
144	GO:CC	GO:0098802	plasma membrane signaling receptor complex	1.1355207367727665e-15	True	"""Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."" [GOC:dos]"	256	103	20	17376	0.1941747572815534	0.078125	query_1	['GO:0043235', 'GO:0098797']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ITGA4', 'ZAP70', 'LYN', 'ITGAE', 'SYK', 'ERBB2', 'PTK2B', 'TGFBR1', 'ITGB6', 'EMILIN1', 'ITGB7', 'ITGA3']
145	REAC	REAC:R-HSA-512988	Interleukin-3, Interleukin-5 and GM-CSF signaling	1.141201390757634e-15	True	Interleukin-3, Interleukin-5 and GM-CSF signaling	47	103	12	17376	0.116504854368932	0.2553191489361702	query_1	['REAC:R-HSA-449147']	['RAPGEF1', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'FYN', 'LYN', 'VAV1', 'SYK', 'CRKL', 'PTPN11', 'CBL']
146	GO:BP	GO:0010631	epithelial cell migration	1.1983884346472005e-15	True	"""The orderly movement of an epithelial cell from one site to another, often during the development of a multicellular organism."" [GOC:ascb_2009, GOC:BHF, GOC:dph, GOC:tb]"	294	103	21	17376	0.203883495145631	0.0714285714285714	query_1	['GO:0001667', 'GO:0090132']	['MET', 'ITGB1', 'BCAR1', 'SRC', 'ITGB3', 'VEGFC', 'PLCG2', 'FLT4', 'TGFBR2', 'PXN', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'ITGA3', 'PTPN11']
147	GO:BP	GO:0002685	regulation of leukocyte migration	1.280322555030924e-15	True	"""Any process that modulates the frequency, rate, or extent of leukocyte migration."" [GOC:add]"	220	103	19	17376	0.1844660194174757	0.0863636363636363	query_1	['GO:0002682', 'GO:0030334', 'GO:0050900']	['VEGFB', 'ITGB3', 'PIK3R1', 'VEGFC', 'CRK', 'ITGA4', 'MADCAM1', 'LYN', 'TGFB1', 'JAM3', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'PTK2', 'EMILIN1', 'THBS1', 'JAM2', 'PGF']
148	GO:BP	GO:0006793	phosphorus metabolic process	1.280322555030924e-15	True	"""The chemical reactions and pathways involving the nonmetallic element phosphorus or compounds that contain phosphorus, usually in the form of a phosphate group (PO4)."" [GOC:ai]"	2632	103	52	17376	0.5048543689320388	0.019756838905775	query_1	['GO:0044237']	['MET', 'VEGFB', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'FLT4', 'LRP4', 'SOS1', 'TGFBR2', 'LOX', 'ITGA5', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'SH3KBP1', 'SH3GL2', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'ALDH18A1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
149	GO:BP	GO:0090132	epithelium migration	1.3408236588456649e-15	True	"""The process in which the population of cells that make up an epithelium undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	296	103	21	17376	0.203883495145631	0.0709459459459459	query_1	['GO:0090130']	['MET', 'ITGB1', 'BCAR1', 'SRC', 'ITGB3', 'VEGFC', 'PLCG2', 'FLT4', 'TGFBR2', 'PXN', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'ITGA3', 'PTPN11']
150	REAC	REAC:R-HSA-177929	Signaling by EGFR	1.445405880764943e-15	True	Signaling by EGFR	48	103	12	17376	0.116504854368932	0.25	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'PXN', 'EGFR', 'PLCG1', 'SH3KBP1', 'SH3GL2', 'ADAM12', 'PTPN11', 'CBL']
151	GO:BP	GO:0043408	regulation of MAPK cascade	1.4787192729460782e-15	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	644	103	28	17376	0.2718446601941747	0.0434782608695652	query_1	['GO:0000165', 'GO:1902531']	['RAPGEF1', 'VEGFB', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'LYN', 'GRB2', 'EGFR', 'KDR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'TGFBR1', 'NRP1', 'EMILIN1', 'THBS1', 'PTPN11', 'PDGFRA', 'FLT1']
152	GO:BP	GO:0090130	tissue migration	1.8544121191971898e-15	True	"""The process in which the population of cells that make up a tissue undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	301	103	21	17376	0.203883495145631	0.0697674418604651	query_1	['GO:0032501']	['MET', 'ITGB1', 'BCAR1', 'SRC', 'ITGB3', 'VEGFC', 'PLCG2', 'FLT4', 'TGFBR2', 'PXN', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'ITGA3', 'PTPN11']
153	GO:BP	GO:0042127	regulation of cell population proliferation	2.223580394891757e-15	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1602	103	41	17376	0.3980582524271844	0.0255930087390761	query_1	['GO:0008283', 'GO:0050794']	['RAPGEF1', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA4', 'ZAP70', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ELN', 'PDGFRA', 'FLT1', 'PGF']
154	GO:BP	GO:0001775	cell activation	3.4437418546046228e-15	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1063	103	34	17376	0.3300970873786408	0.0319849482596425	query_1	['GO:0009987', 'GO:0032501']	['ITGB1', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'LCP2', 'VCL', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'SH3KBP1', 'TLN1', 'VCAM1', 'TGFBR1', 'ITGB6', 'LCK', 'EMILIN1', 'THBS1', 'PTPN11', 'CBL', 'PDGFRA']
155	GO:BP	GO:0008283	cell population proliferation	3.560925235918446e-15	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	1894	103	44	17376	0.4271844660194174	0.0232312565997888	query_1	['GO:0009987']	['RAPGEF1', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'ITGA4', 'ZAP70', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VEGFD', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ELN', 'PDGFRA', 'FLT1', 'PGF']
156	GO:BP	GO:0048699	generation of neurons	3.873000622577564e-15	True	"""The process in which nerve cells are generated. This includes the production of neuroblasts and their differentiation into neurons."" [GOC:nln]"	1376	103	38	17376	0.3689320388349514	0.0276162790697674	query_1	['GO:0022008']	['MET', 'RAPGEF1', 'ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'VEGFC', 'CRK', 'HGF', 'CTNNB1', 'LRP4', 'SOS1', 'FYN', 'ITGA4', 'LYN', 'TNC', 'TGFB1', 'NRP2', 'VCL', 'SMURF1', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'SH3GL2', 'CRKL', 'VEGFD', 'VCAM1', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'ITGA3', 'PTPN11', 'SEMA4D', 'PLXNA1']
157	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	3.9213845607105134e-15	True	Signaling by TGF-beta Receptor Complex	90	103	14	17376	0.1359223300970873	0.1555555555555555	query_1	['REAC:R-HSA-9006936']	['ITGB1', 'SMURF2', 'ITGB5', 'ITGAV', 'SMAD7', 'ITGB3', 'TGFB3', 'LTBP1', 'TGFBR2', 'FBN1', 'SMURF1', 'TGFBR1', 'ITGB6', 'CBL']
158	REAC	REAC:R-HSA-186763	Downstream signal transduction	3.9213845607105134e-15	True	Downstream signal transduction	26	103	10	17376	0.0970873786407767	0.3846153846153846	query_1	['REAC:R-HSA-186797']	['RAPGEF1', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'PLCG1', 'CRKL', 'PTPN11', 'PDGFRA']
159	REAC	REAC:R-HSA-76009	Platelet Aggregation (Plug Formation)	4.329667207720677e-15	True	Platelet Aggregation (Plug Formation)	38	103	11	17376	0.1067961165048543	0.2894736842105263	query_1	['REAC:R-HSA-76002']	['FN1', 'BCAR1', 'SRC', 'ITGB3', 'CRK', 'SHC1', 'SOS1', 'ITGA2B', 'SYK', 'TLN1', 'PTK2']
160	REAC	REAC:R-HSA-186797	Signaling by PDGF	4.571102587783645e-15	True	Signaling by PDGF	53	103	12	17376	0.116504854368932	0.2264150943396226	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'BCAR1', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'SOS1', 'PLCG1', 'CRKL', 'THBS1', 'PTPN11', 'PDGFRA']
