LMNA-related cardiocutaneous progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
42	REAC	REAC:R-HSA-5693571	Nonhomologous End-Joining (NHEJ)	2.493867141606894e-24	True	Nonhomologous End-Joining (NHEJ)	68	96	20	10022	0.2083333333333333	0.2941176470588235	query_1	['REAC:R-HSA-5693532']	['NBN', 'TP53BP1', 'RAD50', 'DCLRE1C', 'XRCC6', 'PAXIP1', 'LIG4', 'TDP1', 'H2AX', 'MDC1', 'XRCC4', 'XRCC5', 'NHEJ1', 'ATM', 'MRE11', 'BRCA1', 'PRKDC', 'KAT5', 'BARD1', 'RNF8']
36	GO:BP	GO:0071897	DNA biosynthetic process	3.3245517455632345e-24	True	"""The biosynthetic process resulting in the formation of DNA."" [GOC:mah]"	196	100	25	15719	0.25	0.1275510204081632	query_1	['GO:0006259', 'GO:0009059', 'GO:0034654']	['USP1', 'POLD3', 'RAD50', 'LIG3', 'LIG4', 'POLD4', 'LIG1', 'POLE4', 'POLA1', 'PCNA', 'ATR', 'XRCC5', 'RPA1', 'ATM', 'POLE3', 'MRE11', 'CHRAC1', 'POLD1', 'POLB', 'WRN', 'POLE2', 'TP53', 'PNKP', 'POLE', 'POLD2']
37	GO:BP	GO:0071479	cellular response to ionizing radiation	3.773192354912735e-24	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a ionizing radiation stimulus. Ionizing radiation is radiation with sufficient energy to remove electrons from atoms and may arise from spontaneous decay of unstable isotopes, resulting in alpha and beta particles and gamma rays. Ionizing radiation also includes X-rays."" [GOC:mah]"	75	100	19	15719	0.19	0.2533333333333333	query_1	['GO:0010212', 'GO:0071478']	['HUS1', 'RAD9B', 'TP53BP1', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'ATR', 'XRCC5', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'BARD1', 'WRN', 'TP53']
43	REAC	REAC:R-HSA-5696397	Gap-filling DNA repair synthesis and ligation in GG-NER	4.1566203985499866e-24	True	Gap-filling DNA repair synthesis and ligation in GG-NER	25	96	15	10022	0.15625	0.6	query_1	['REAC:R-HSA-5696399']	['POLD3', 'LIG3', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'XRCC1', 'POLD1', 'POLE2', 'POLE', 'POLD2']
44	REAC	REAC:R-HSA-69186	Lagging Strand Synthesis	6.061773371625663e-24	True	Lagging Strand Synthesis	20	96	14	10022	0.1458333333333333	0.7	query_1	['REAC:R-HSA-69190']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
38	GO:BP	GO:0002200	somatic diversification of immune receptors	8.477208398310563e-24	True	"""The somatic process allowing for the production of immune receptors whose specificity is not encoded in the germline genomic sequences."" [GOC:add, ISBN:0781735149, PMID:16102575, PMID:16166509]"	78	100	19	15719	0.19	0.2435897435897435	query_1	['GO:0002376', 'GO:0002520']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
39	GO:BP	GO:0010948	negative regulation of cell cycle process	1.352614517952066e-23	True	"""Any process that decreases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	298	100	28	15719	0.28	0.0939597315436241	query_1	['GO:0010564', 'GO:0022402', 'GO:0045786']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
40	GO:BP	GO:0043170	macromolecule metabolic process	1.4243376853555868e-23	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8561	100	99	15719	0.99	0.0115640696180352	query_1	['GO:0071704']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'ORC4', 'ORC2', 'RNF8', 'MSH6']
45	REAC	REAC:R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	2.0438435101044733e-23	True	Telomere C-strand (Lagging Strand) Synthesis	34	96	16	10022	0.1666666666666666	0.4705882352941176	query_1	['REAC:R-HSA-180786']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
46	REAC	REAC:R-HSA-3700989	Transcriptional Regulation by TP53	2.165155383019284e-23	True	Transcriptional Regulation by TP53	357	96	33	10022	0.34375	0.0924369747899159	query_1	['REAC:R-HSA-212436']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'MLH1', 'RPA2', 'MDC1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'PMS2', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53']
41	GO:BP	GO:0009628	response to abiotic stimulus	2.2394835905608697e-23	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	100	44	15719	0.44	0.0405156537753222	query_1	['GO:0050896']	['HUS1', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'DCLRE1C', 'RAD51AP1', 'XRCC6', 'PAXIP1', 'LIG4', 'FEN1', 'H2AX', 'OGG1', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'TP53', 'PNKP', 'RNF8', 'MSH6']
21	GO:CC	GO:1990391	DNA repair complex	4.1123003157053947e-23	True	"""A protein complex involved in DNA repair processes including direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [GOC:bhm, PMID:17217467, PMID:20551348, PMID:22749910, PMID:24192350]"	22	101	13	16420	0.1287128712871287	0.5909090909090909	query_1	['GO:1902494']	['TP53BP1', 'FANCI', 'DCLRE1C', 'XRCC6', 'LIG4', 'BRCA2', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'BRCA1', 'PRKDC']
22	GO:CC	GO:0032991	protein-containing complex	6.601702216132324e-23	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5491	101	83	16420	0.8217821782178217	0.0151156437807321	query_1	['GO:0005575']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'PAXIP1', 'LIG4', 'MLH1', 'FEN1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'NEIL1', 'POLE', 'POLD2', 'ORC4', 'ORC2', 'RNF8', 'MSH6']
42	GO:BP	GO:0016444	somatic cell DNA recombination	6.843060339367804e-23	True	"""Recombination occurring within or between DNA molecules in somatic cells."" [GOC:ma]"	71	100	18	15719	0.18	0.2535211267605634	query_1	['GO:0006310']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
43	GO:BP	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	6.843060339367804e-23	True	"""The process in which immune receptor genes are diversified through recombination of the germline genetic elements within a single genetic locus."" [GOC:add, ISBN:0781735149, PMID:16102575, PMID:16166509]"	71	100	18	15719	0.18	0.2535211267605634	query_1	['GO:0002200', 'GO:0016444']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
47	REAC	REAC:R-HSA-69206	G1/S Transition	1.560048689326192e-22	True	G1/S Transition	130	96	23	10022	0.2395833333333333	0.1769230769230769	query_1	['REAC:R-HSA-453279']	['MCM6', 'RPA4', 'MCM5', 'MCM7', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'MCM10', 'RPA3', 'RPA1', 'POLE3', 'MCM4', 'PRIM2', 'CDK2', 'MCM2', 'POLA2', 'POLE2', 'MCM3', 'POLE', 'ORC4', 'ORC2']
44	GO:BP	GO:0051716	cellular response to stimulus	6.509759452695597e-22	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	6649	100	90	15719	0.9	0.0135358700556474	query_1	['GO:0009987', 'GO:0050896']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'BRCA2', 'POLA1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
48	REAC	REAC:R-HSA-5696400	Dual Incision in GG-NER	8.510862094410357e-22	True	Dual Incision in GG-NER	41	96	16	10022	0.1666666666666666	0.3902439024390244	query_1	['REAC:R-HSA-5696399']	['XPA', 'POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
45	GO:BP	GO:0006807	nitrogen compound metabolic process	8.598834686783277e-22	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8936	100	99	15719	0.99	0.0110787824529991	query_1	['GO:0008152']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'ORC4', 'ORC2', 'RNF8', 'MSH6']
49	REAC	REAC:R-HSA-180786	Extension of Telomeres	8.947362437589579e-22	True	Extension of Telomeres	51	96	17	10022	0.1770833333333333	0.3333333333333333	query_1	['REAC:R-HSA-157579']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
46	GO:BP	GO:1901987	regulation of cell cycle phase transition	1.043737887681678e-21	True	"""Any process that modulates the frequency, rate or extent of cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	429	100	30	15719	0.3	0.0699300699300699	query_1	['GO:0010564', 'GO:0044770']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'PAXIP1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
47	GO:BP	GO:0044237	cellular metabolic process	1.2015104131020649e-21	True	"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]"	8338	100	97	15719	0.97	0.0116334852482609	query_1	['GO:0008152', 'GO:0009987']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'ORC4', 'ORC2', 'RNF8', 'MSH6']
48	GO:BP	GO:0016445	somatic diversification of immunoglobulins	1.2773224763101319e-21	True	"""The somatic process that results in the generation of sequence diversity of immunoglobulins."" [GOC:add, GOC:ma, ISBN:0781735149]"	67	100	17	15719	0.17	0.2537313432835821	query_1	['GO:0002200', 'GO:0002377']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
50	REAC	REAC:R-HSA-453279	Mitotic G1 phase and G1/S transition	2.8309974049345945e-21	True	Mitotic G1 phase and G1/S transition	147	96	23	10022	0.2395833333333333	0.1564625850340136	query_1	['REAC:R-HSA-69278']	['MCM6', 'RPA4', 'MCM5', 'MCM7', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'MCM10', 'RPA3', 'RPA1', 'POLE3', 'MCM4', 'PRIM2', 'CDK2', 'MCM2', 'POLA2', 'POLE2', 'MCM3', 'POLE', 'ORC4', 'ORC2']
49	GO:BP	GO:0045786	negative regulation of cell cycle	6.751626915370421e-21	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	376	100	28	15719	0.28	0.0744680851063829	query_1	['GO:0007049', 'GO:0048523', 'GO:0051726']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
51	REAC	REAC:R-HSA-5696399	Global Genome Nucleotide Excision Repair (GG-NER)	9.473183929903903e-21	True	Global Genome Nucleotide Excision Repair (GG-NER)	84	96	19	10022	0.1979166666666666	0.2261904761904762	query_1	['REAC:R-HSA-5696398']	['XPA', 'POLD3', 'LIG3', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'POLE3', 'XRCC1', 'POLD1', 'POLE2', 'POLE', 'POLD2']
50	GO:BP	GO:0016447	somatic recombination of immunoglobulin gene segments	1.412408830276259e-20	True	"""The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, as known as immunoglobulin gene segments, within a single locus."" [GOC:add, ISBN:0781735149]"	61	100	16	15719	0.16	0.2622950819672131	query_1	['GO:0002562', 'GO:0016445']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
51	GO:BP	GO:0022616	DNA strand elongation	1.570181007002673e-20	True	"""The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand."" [GOC:isa_complete, GOC:mah]"	37	100	14	15719	0.14	0.3783783783783784	query_1	['GO:0006259']	['NBN', 'POLD3', 'RAD50', 'MCM7', 'LIG3', 'LIG1', 'POLA1', 'PCNA', 'POLE3', 'MRE11', 'MCM4', 'MCM3', 'POLE', 'POLD2']
52	REAC	REAC:R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	1.7551206513498172e-20	True	Recognition of DNA damage by PCNA-containing replication complex	30	96	14	10022	0.1458333333333333	0.4666666666666667	query_1	['REAC:R-HSA-73893']	['USP1', 'POLD3', 'WDR48', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
53	REAC	REAC:R-HSA-69002	DNA Replication Pre-Initiation	1.7551206513498172e-20	True	DNA Replication Pre-Initiation	159	96	23	10022	0.2395833333333333	0.1446540880503144	query_1	['REAC:R-HSA-69306']	['MCM6', 'RPA4', 'MCM5', 'MCM7', 'H2AX', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'MCM10', 'RPA3', 'RPA1', 'POLE3', 'MCM4', 'PRIM2', 'CDK2', 'MCM2', 'POLA2', 'POLE2', 'MCM3', 'POLE', 'ORC4', 'ORC2']
52	GO:BP	GO:0006271	DNA strand elongation involved in DNA replication	2.1578461639753225e-20	True	"""The process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand, complementary to an existing template, as part of DNA replication."" [GOC:mah, ISBN:071673706X, ISBN:0815316194]"	15	100	11	15719	0.11	0.7333333333333333	query_1	['GO:0006261', 'GO:0022616']	['POLD3', 'MCM7', 'LIG3', 'LIG1', 'POLA1', 'PCNA', 'POLE3', 'MCM4', 'MCM3', 'POLE', 'POLD2']
54	GO:BP	GO:0104004	cellular response to environmental stimulus	4.791597182977538e-20	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]"	327	100	26	15719	0.26	0.0795107033639143	query_1	['GO:0051716']	['HUS1', 'RAD9B', 'XPA', 'TP53BP1', 'POLD3', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'TP53']
53	GO:BP	GO:0071214	cellular response to abiotic stimulus	4.791597182977538e-20	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]"	327	100	26	15719	0.26	0.0795107033639143	query_1	['GO:0009628', 'GO:0104004']	['HUS1', 'RAD9B', 'XPA', 'TP53BP1', 'POLD3', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'TP53']
54	REAC	REAC:R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	5.917399241043838e-20	True	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	77	96	18	10022	0.1875	0.2337662337662337	query_1	['REAC:R-HSA-5696398']	['XPA', 'POLD3', 'LIG3', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'ERCC1', 'RPA1', 'ERCC4', 'POLE3', 'XRCC1', 'POLD1', 'POLE2', 'POLE', 'POLD2']
55	GO:BP	GO:0006266	DNA ligation	6.501246115896036e-20	True	"""The re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [ISBN:0815316194]"	16	100	11	15719	0.11	0.6875	query_1	['GO:0006259']	['LIG3', 'XRCC6', 'LIG4', 'APLF', 'LIG1', 'XRCC4', 'NHEJ1', 'APTX', 'RAD51', 'XRCC1', 'PNKP']
56	GO:BP	GO:0045005	DNA-templated DNA replication maintenance of fidelity	7.4437878764009e-20	True	"""A DNA metabolic process that prevents or corrects errors to ensure that DNA is replicated accurately. Errors can be corrected either by intrinsic DNA polymerase proofreading activity or via mismatch repair."" [GOC:mah, GOC:vw]"	53	100	15	15719	0.15	0.2830188679245283	query_1	['GO:0006259', 'GO:0006261']	['RBBP8', 'NBN', 'RAD50', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'POLE']
57	GO:BP	GO:0044770	cell cycle phase transition	8.33718353783736e-20	True	"""The cell cycle process by which a cell commits to entering the next cell cycle phase."" [GOC:mtg_cell_cycle]"	550	100	31	15719	0.31	0.0563636363636363	query_1	['GO:0022402']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'PAXIP1', 'H2AX', 'RPA2', 'MDC1', 'BRCA2', 'RAD1', 'ATR', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'POLE']
55	REAC	REAC:R-HSA-174414	Processive synthesis on the C-strand of the telomere	9.023972308673306e-20	True	Processive synthesis on the C-strand of the telomere	19	96	12	10022	0.125	0.631578947368421	query_1	['REAC:R-HSA-174417']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'POLD1', 'WRN', 'POLD2']
