Nicolaides-Baraitser syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
670	HPA	HPA:0600222	tonsil; squamous epithelial cells[≥Medium]	1.2594232522959127e-05	True	tonsil; squamous epithelial cells[≥Medium]	4946	82	61	11006	0.7439024390243902	0.0123331985442782	query_1	['HPA:0600221']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'CDKN1A', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'PDE8A', 'CDKN1B', 'CLNS1A', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'NCOA1', 'HIPK2']
671	CORUM	CORUM:1257	ALL-1 supercomplex	1.2649010898471043e-05	True	ALL-1 supercomplex	28	75	8	3383	0.1066666666666666	0.2857142857142857	query_1	['CORUM:0000000']	['HDAC1', 'SMARCA2', 'SIN3A', 'SMARCB1', 'SMARCC2', 'HDAC2', 'KDM1A', 'SMARCC1']
672	KEGG	KEGG:04330	Notch signaling pathway	1.2664471713618805e-05	True	Notch signaling pathway	58	87	8	8161	0.0919540229885057	0.1379310344827586	query_1	['KEGG:00000']	['CREBBP', 'HDAC1', 'NCOR2', 'EP300', 'RBPJ', 'SNW1', 'KAT2B', 'HDAC2']
673	HPA	HPA:0570811	testis; spermatogonia cells[≥Low]	1.2831795907799346e-05	True	testis; spermatogonia cells[≥Low]	2822	82	44	11006	0.5365853658536586	0.0155917788802267	query_1	['HPA:0570000']	['REST', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CDK5', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'TFDP1', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'SUMO1', 'CCNH', 'SMARCB1', 'SMAD4', 'MECP2', 'RIOK1', 'NCOR1', 'CDK1', 'SKI', 'SNW1', 'RCOR1', 'CDKN2A', 'CDK2', 'FOXO1', 'CUL1', 'TBL1XR1', 'TP53', 'HDAC2', 'KDM1A', 'THRB', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
674	GO:BP	GO:0042110	T cell activation	1.30461931576125e-05	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	547	100	16	21110	0.16	0.0292504570383912	query_1	['GO:0046649']	['AKT1', 'CBFB', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'CDKN2A', 'CCND3', 'RARA', 'TP53', 'SMAD3', 'SMARCC1', 'CDK6']
675	GO:BP	GO:0072332	intrinsic apoptotic signaling pathway by p53 class mediator	1.3441961499384232e-05	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced by the cell cycle regulator phosphoprotein p53, or an equivalent protein, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]"	84	100	8	21110	0.08	0.0952380952380952	query_1	['GO:0072331', 'GO:0097193']	['CDKN1A', 'E2F2', 'EP300', 'E2F1', 'SNW1', 'TP53', 'KDM1A', 'HIPK2']
676	GO:BP	GO:0060766	negative regulation of androgen receptor signaling pathway	1.3556571700567644e-05	True	"""Any process that decreases the rate, frequency, or extent of the androgen receptor signaling pathway."" [GOC:dph]"	15	100	5	21110	0.05	0.3333333333333333	query_1	['GO:0030521', 'GO:0033144', 'GO:0060765']	['HDAC1', 'SMARCA4', 'NCOR2', 'NCOR1', 'FOXH1']
677	GO:BP	GO:0051348	negative regulation of transferase activity	1.3719134824625872e-05	True	"""Any process that stops or reduces the rate of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	272	100	12	21110	0.12	0.0441176470588235	query_1	['GO:0043086', 'GO:0051338']	['CDKN2B', 'AKT1', 'PPARG', 'RB1', 'CDKN2D', 'CDKN1A', 'WWTR1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'CDKN1B', 'TP53']
678	CORUM	CORUM:3063	Brg1-associated complex II	1.381921733675126e-05	True	Brg1-associated complex II	7	75	5	3383	0.0666666666666666	0.7142857142857143	query_1	['CORUM:0000000']	['SMARCA4', 'SMARCB1', 'PRMT5', 'SMARCC2', 'SMARCC1']
679	CORUM	CORUM:3067	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	1.381921733675126e-05	True	RNA polymerase II complex, (CDK8 complex), chromatin structure modifying	7	75	5	3383	0.0666666666666666	0.7142857142857143	query_1	['CORUM:0000000']	['CDK8', 'CCNH', 'SMARCB1', 'SMARCC2', 'SMARCC1']
680	REAC	REAC:R-HSA-9031525	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	1.4029656551361948e-05	True	NR1H2 & NR1H3 regulate gene expression to limit cholesterol uptake 	5	99	4	10790	0.0404040404040404	0.8	query_1	['REAC:R-HSA-9024446']	['RXRA', 'NR1H2', 'RXRB', 'NR1H3']
681	REAC	REAC:R-HSA-9031528	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	1.4029656551361948e-05	True	NR1H2 & NR1H3 regulate gene expression linked to triglyceride lipolysis in adipose	5	99	4	10790	0.0404040404040404	0.8	query_1	['REAC:R-HSA-9024446']	['RXRA', 'NR1H2', 'RXRB', 'NR1H3']
682	REAC	REAC:R-HSA-111448	Activation of NOXA and translocation to mitochondria	1.4029656551361948e-05	True	Activation of NOXA and translocation to mitochondria	5	99	4	10790	0.0404040404040404	0.8	query_1	['REAC:R-HSA-114452']	['TFDP1', 'E2F1', 'TP53', 'TFDP2']
683	REAC	REAC:R-HSA-9632974	NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 	1.4029656551361948e-05	True	NR1H2 & NR1H3 regulate gene expression linked to gluconeogenesis 	5	99	4	10790	0.0404040404040404	0.8	query_1	['REAC:R-HSA-9024446']	['NRIP1', 'RXRA', 'RXRB', 'NR1H3']
684	GO:BP	GO:1902751	positive regulation of cell cycle G2/M phase transition	1.4118267683764272e-05	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	31	100	6	21110	0.06	0.1935483870967742	query_1	['GO:0044839', 'GO:1901989', 'GO:1902749']	['CCNB1', 'SIN3A', 'MECP2', 'CDK1', 'CDK4', 'CCND1']
685	REAC	REAC:R-HSA-113510	E2F mediated regulation of DNA replication	1.4374992801005484e-05	True	E2F mediated regulation of DNA replication	22	99	6	10790	0.0606060606060606	0.2727272727272727	query_1	['REAC:R-HSA-69206']	['CCNB1', 'TFDP1', 'RB1', 'E2F1', 'CDK1', 'TFDP2']
686	GO:BP	GO:0032355	response to estradiol	1.5250667837116064e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	123	100	9	21110	0.09	0.073170731707317	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['NRIP1', 'NCOA3', 'CTNNB1', 'NCOR2', 'CCNA2', 'ESR1', 'RARA', 'CDKN1B', 'CCND1']
687	GO:BP	GO:0043985	histone H4-R3 methylation	1.5345136539742945e-05	True	"""The modification of histone H4 by addition of a methyl group to arginine at position 3 of the histone."" [GOC:mah]"	6	100	4	21110	0.04	0.6666666666666666	query_1	['GO:0034969']	['WDR77', 'COPRS', 'PRMT5', 'CLNS1A']
688	GO:BP	GO:0043069	negative regulation of programmed cell death	1.6144860797243096e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	905	100	20	21110	0.2	0.0220994475138121	query_1	['GO:0012501', 'GO:0043067', 'GO:0060548']	['AKT1', 'CTNNB1', 'RB1', 'HDAC1', 'SIN3A', 'CDKN2D', 'AR', 'MECP2', 'CCND2', 'HDAC3', 'MNAT1', 'CDK1', 'FOXO1', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'HIPK2', 'CCND1']
689	GO:BP	GO:0010721	negative regulation of cell development	1.681880990031481e-05	True	"""Any process that decreases the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:BHF, GOC:dph, GOC:tb]"	277	100	12	21110	0.12	0.0433212996389891	query_1	['GO:0045596', 'GO:0048468', 'GO:0060284']	['REST', 'CDKN2B', 'CBFB', 'CDK5', 'CTNNB1', 'RB1', 'RUNX1', 'SKI', 'CDKN2A', 'RARA', 'TP53', 'CDK6']
690	WP	WP:WP3584	MECP2 and associated Rett syndrome	1.7163176595964667e-05	True	MECP2 and associated Rett syndrome	73	93	9	8133	0.0967741935483871	0.1232876712328767	query_1	['WP:000000']	['REST', 'AKT1', 'HDAC1', 'FOXG1', 'SIN3A', 'MECP2', 'E2F1', 'NCOR1', 'SP1']
691	GO:BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	1.7310054746807912e-05	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	32	100	6	21110	0.06	0.1875	query_1	['GO:0048584', 'GO:0071560', 'GO:1903844']	['CDKN2B', 'CREBBP', 'SMAD4', 'EP300', 'SNW1', 'HIPK2']
692	GO:BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	1.7310054746807912e-05	True	"""Any process that activates or increases the frequency, rate or extent of TGF-beta receptor signaling pathway activity."" [GOC:go_curators]"	32	100	6	21110	0.06	0.1875	query_1	['GO:0007179', 'GO:0017015', 'GO:0090100', 'GO:1903846']	['CDKN2B', 'CREBBP', 'SMAD4', 'EP300', 'SNW1', 'HIPK2']
693	GO:BP	GO:0048384	retinoic acid receptor signaling pathway	1.7310054746807912e-05	True	"""The series of molecular signals generated as a consequence of a retinoic acid receptor binding to one of its physiological ligands."" [GOC:dgh]"	32	100	6	21110	0.06	0.1875	query_1	['GO:0030522']	['RXRA', 'PPARG', 'NR1H2', 'RXRB', 'SNW1', 'RARA']
694	WP	WP:WP2877	Vitamin D receptor pathway	1.7874593549660988e-05	True	Vitamin D receptor pathway	182	93	13	8133	0.1397849462365591	0.0714285714285714	query_1	['WP:000000']	['NRIP1', 'RXRA', 'CDKN2B', 'CCNE1', 'CDKN2D', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDK2', 'FOXO1', 'CDKN1B', 'CCND1', 'CCNC']
695	GO:BP	GO:0060537	muscle tissue development	1.8368065702754843e-05	True	"""The progression of muscle tissue over time, from its initial formation to its mature state. Muscle tissue is a contractile tissue made up of actin and myosin fibers."" [GOC:dph]"	410	100	14	21110	0.14	0.0341463414634146	query_1	['GO:0009888']	['CDK5', 'CTNNB1', 'RB1', 'SMAD4', 'RUNX1', 'EP300', 'RBPJ', 'HDAC3', 'CDK1', 'SKI', 'RARA', 'FOXH1', 'SMAD3', 'SKIL']
696	KEGG	KEGG:05162	Measles	1.8501382428855467e-05	True	Measles	139	87	11	8161	0.1264367816091954	0.079136690647482	query_1	['KEGG:00000']	['AKT1', 'CCNE2', 'CCNE1', 'CCND2', 'CDK2', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'CDK6', 'CCND1']
697	GO:BP	GO:0018193	peptidyl-amino acid modification	1.897309466167146e-05	True	"""The alteration of an amino acid residue in a peptide."" [GOC:mah]"	1216	100	23	21110	0.23	0.0189144736842105	query_1	['GO:0036211']	['UBE2I', 'AKT1', 'WDR77', 'CREBBP', 'CDK5', 'COPRS', 'CTNNB1', 'SUMO1', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'PRMT5', 'CDK1', 'SNW1', 'CDKN2A', 'CDK2', 'KAT2B', 'CLNS1A', 'TP53', 'HDAC2', 'KDM1A', 'HIPK2']
698	GO:BP	GO:0045321	leukocyte activation	1.9266519051590545e-05	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	1012	100	21	21110	0.21	0.0207509881422924	query_1	['GO:0001775', 'GO:0002376']	['AKT1', 'CBFB', 'FOXO3', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'NR1H3', 'CDKN1A', 'SMARCB1', 'RUNX1', 'EP300', 'RBPJ', 'GPS2', 'SMARCC2', 'CDKN2A', 'CCND3', 'RARA', 'TP53', 'SMAD3', 'SMARCC1', 'CDK6']
699	REAC	REAC:R-HSA-1181150	Signaling by NODAL	1.9304933193155952e-05	True	Signaling by NODAL	23	99	6	10790	0.0606060606060606	0.2608695652173913	query_1	['REAC:R-HSA-1266738']	['FOXO3', 'SMAD2', 'SMAD4', 'DRAP1', 'FOXH1', 'SMAD3']
700	HP	HP:0002888	Ependymoma	1.936632138248829e-05	True	The presence of an ependymoma of the central nervous system.	20	45	6	4851	0.1333333333333333	0.3	query_1	['HP:0009733']	['CDKN2B', 'CDKN1A', 'CDKN2C', 'CDKN2A', 'CDKN1B', 'TP53']
701	GO:BP	GO:1903706	regulation of hemopoiesis	1.9533674998810668e-05	True	"""Any process that modulates the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	412	100	14	21110	0.14	0.0339805825242718	query_1	['GO:0002682', 'GO:0030097', 'GO:0060284', 'GO:2000026']	['CBFB', 'FOXO3', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RCOR1', 'CDKN2A', 'RARA', 'SMARCC1', 'CDK6']
702	REAC	REAC:R-HSA-9013694	Signaling by NOTCH4	2.041751578445025e-05	True	Signaling by NOTCH4	81	99	9	10790	0.0909090909090909	0.1111111111111111	query_1	['REAC:R-HSA-157118']	['AKT1', 'CREBBP', 'SKP1', 'EP300', 'RBPJ', 'SNW1', 'KAT2B', 'CUL1', 'SMAD3']
703	WP	WP:WP5144	NRP1-triggered signaling pathways in pancreatic cancer 	2.0819162199001207e-05	True	NRP1-triggered signaling pathways in pancreatic cancer 	54	93	8	8133	0.086021505376344	0.1481481481481481	query_1	['WP:000000']	['AKT1', 'CCNE2', 'CCNE1', 'SMAD2', 'SMAD4', 'CDK2', 'CDKN1B', 'SMAD3']
704	HPA	HPA:0630000	cervix	2.122919481957098e-05	True	cervix	6922	82	73	11006	0.8902439024390244	0.0105460849465472	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'AR', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'CCND2', 'E2F1', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'ESR1', 'FOXO1', 'PDE8A', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
705	GO:BP	GO:0001503	ossification	2.140856233421944e-05	True	"""The formation of bone or of a bony substance, or the conversion of fibrous tissue or of cartilage into bone or a bony substance."" [GOC:mtg_mpo, PMID:17572649]"	415	100	14	21110	0.14	0.0337349397590361	query_1	['GO:0032501']	['REST', 'RXRA', 'AKT1', 'CBFB', 'PPARG', 'CTNNB1', 'RXRB', 'WWTR1', 'SMAD4', 'RUNX1', 'RBPJ', 'SKI', 'SMAD3', 'CDK6']
706	CORUM	CORUM:3064	RNA polymerase II complex, chromatin structure modifying	2.14118118616479e-05	True	RNA polymerase II complex, chromatin structure modifying	13	75	6	3383	0.08	0.4615384615384615	query_1	['CORUM:0000000']	['CDK8', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'DRAP1', 'SMARCC1']
707	WP	WP:WP34	Ovarian infertility	2.2631893354891623e-05	True	Ovarian infertility	37	93	7	8133	0.075268817204301	0.1891891891891892	query_1	['WP:000000']	['NRIP1', 'AKT1', 'CCND2', 'NCOR1', 'CDK4', 'CDKN1B', 'SMAD3']
708	REAC	REAC:R-HSA-186712	Regulation of beta-cell development	2.264269528937243e-05	True	Regulation of beta-cell development	39	99	7	10790	0.0707070707070707	0.1794871794871795	query_1	['REAC:R-HSA-1266738']	['AKT1', 'CREBBP', 'EP300', 'RBPJ', 'SNW1', 'KAT2B', 'FOXO1']
709	HPA	HPA:0380000	placenta	2.269665000358332e-05	True	placenta	7509	82	76	11006	0.926829268292683	0.0101211879078439	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'RXRA', 'NCOA3', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK5', 'PPARG', 'COPRS', 'CCNB1', 'CDK7', 'RBL1', 'FOXO3', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'CDKN1A', 'CCNA2', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SKP1', 'SMAD4', 'RUNX1', 'EP300', 'MECP2', 'E2F1', 'PRMT5', 'RIOK1', 'GPS2', 'NCOR1', 'HDAC3', 'MNAT1', 'CDK1', 'SMARCC2', 'SKI', 'SNW1', 'CDKN2C', 'RCOR1', 'CDKN2A', 'CDK2', 'SP1', 'KAT2B', 'FOXO1', 'PDE8A', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'TBL1XR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'SMARCC1', 'CDK6', 'NCOA1', 'HIPK2']
710	REAC	REAC:R-HSA-8943724	Regulation of PTEN gene transcription	2.4109677764552712e-05	True	Regulation of PTEN gene transcription	59	99	8	10790	0.0808080808080808	0.135593220338983	query_1	['REAC:R-HSA-6807070']	['REST', 'PPARG', 'HDAC1', 'HDAC3', 'RCOR1', 'TP53', 'HDAC2', 'KDM1A']
711	HP	HP:0010785	Gonadal neoplasm	2.513392048409257e-05	True	A tumor (abnormal growth of tissue) of a gonad.	103	45	10	4851	0.2222222222222222	0.0970873786407767	query_1	['HP:0010787']	['AKT1', 'CREBBP', 'CTNNB1', 'AR', 'SMAD4', 'EP300', 'CDKN2A', 'CDKN1B', 'TP53', 'CCND1']
712	GO:BP	GO:0033673	negative regulation of kinase activity	2.541001728817433e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	229	100	11	21110	0.11	0.0480349344978165	query_1	['GO:0042326', 'GO:0043549', 'GO:0051348']	['CDKN2B', 'AKT1', 'PPARG', 'RB1', 'CDKN2D', 'CDKN1A', 'WWTR1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'CDKN1B']
713	GO:MF	GO:0031492	nucleosomal DNA binding	2.5625856603602503e-05	True	"""Binding to the DNA portion of a nucleosome."" [GOC:mah]"	39	101	6	20195	0.0594059405940594	0.1538461538461538	query_1	['GO:0031490', 'GO:0031491']	['HDAC1', 'SMARCA4', 'SMARCB1', 'SMARCC2', 'HDAC2', 'SMARCC1']
714	GO:CC	GO:0140092	bBAF complex	2.565621317451376e-05	True	"""A brain-specific SWI/SNF-type complex that contains eight or nine proteins, including both conserved (core) and nonconserved components; contains the ATPase product of either the SMARCA4/BAF190A/BRG1 gene, the mammalian ortholog of the yeast SNF2 gene, or the SMARCA2/BAF190B/BRM gene, the mammalian ortholog of the Drosophila brm (brahma) gene, or an ortholog of either of these genes. Compared to the neuron-specific nBAF complex (GO:0071565) it does not contain DPF1, DPF3 or SMARCC1 or their orthologs. May contain PB1/BAF180."" [GOC:bhm, PMID:12368262, PMID:12620226, PMID:15525990, PMID:17640523, PMID:17920018, PMID:8804307, PMID:8895581]"	10	101	4	22122	0.0396039603960396	0.4	query_1	['GO:0070603']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2']
715	GO:BP	GO:0045621	positive regulation of lymphocyte differentiation	2.6558130678921266e-05	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte differentiation."" [GOC:go_curators]"	131	100	9	21110	0.09	0.0687022900763358	query_1	['GO:0030098', 'GO:0045619', 'GO:0051251', 'GO:1902107']	['CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
716	HP	HP:0011028	Abnormality of blood circulation	2.66529520868257e-05	True	An abnormality of blood circulation.	338	45	16	4851	0.3555555555555555	0.0473372781065088	query_1	['HP:0011025']	['CDKN2B', 'AKT1', 'CTNNB1', 'RB1', 'SIN3A', 'CDKN1A', 'SMAD2', 'SMARCB1', 'SMAD4', 'RUNX1', 'RBPJ', 'CDKN2C', 'RARA', 'CDKN1B', 'TBL1XR1', 'SMAD3']
717	REAC	REAC:R-HSA-2426168	Activation of gene expression by SREBF (SREBP)	2.7241059548151595e-05	True	Activation of gene expression by SREBF (SREBP)	40	99	7	10790	0.0707070707070707	0.175	query_1	['REAC:R-HSA-1655829']	['RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'SP1', 'TBL1XR1', 'NCOA1']
718	REAC	REAC:R-HSA-1257604	PIP3 activates AKT signaling	2.7523819712715464e-05	True	PIP3 activates AKT signaling	252	99	14	10790	0.1414141414141414	0.0555555555555555	query_1	['REAC:R-HSA-9006925']	['REST', 'AKT1', 'PPARG', 'FOXO3', 'HDAC1', 'CDKN1A', 'HDAC3', 'RCOR1', 'ESR1', 'FOXO1', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A']
719	HP	HP:0000098	Tall stature	2.7937920415210696e-05	True	A height above that which is expected according to age and gender norms.	169	45	12	4851	0.2666666666666666	0.0710059171597633	query_1	['HP:0000002']	['CDKN2B', 'AKT1', 'PPARG', 'CDKN1A', 'AR', 'SMAD2', 'SMAD4', 'CDKN2C', 'ESR1', 'CDKN1B', 'SMAD3', 'CCND1']
720	GO:CC	GO:0097129	cyclin D2-CDK4 complex	2.816232190334757e-05	True	"""A protein complex consisting of cyclin D2 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	3	101	3	22122	0.0297029702970297	1.0	query_1	['GO:0000307']	['CDKN2D', 'CCND2', 'CDK4']
721	GO:CC	GO:0019907	cyclin-dependent protein kinase activating kinase holoenzyme complex	2.816232190334757e-05	True	"""A cyclin-dependent kinase activating kinase complex capable of activating cyclin-dependent kinases by threonine phosphorylation, thus regulating cell cycle progression. consists of a kinase, cyclin and optional assembly factors, in human CDK7, CCNH and MNAT1. CAK activity is itself regulated throughout the cell cycle by T-loop phosphorylation of its kinase component (CDK7 in human). Phosphorylation of serine residues during mitosis inactivates the enzyme. Also capable of CAK phosphorylating the carboxyl-terminal domain (CTD) of RNA polymerase II and other transcription activating proteins, as part of the general transcription factor TFIIH."" [GOC:bhm, PMID:8752210]"	3	101	3	22122	0.0297029702970297	1.0	query_1	['GO:0019908', 'GO:0032806', 'GO:0150005']	['CDK7', 'CCNH', 'MNAT1']
722	GO:CC	GO:0032444	activin responsive factor complex	2.816232190334757e-05	True	"""A transcriptionally active complex that binds to an activin response element (ARE) in the promoter of target genes, and is composed of two SMAD2 proteins, one SMAD4 protein and a Forkhead activin signal transducer (FAST) transcription factor."" [PMID:12374795, PMID:9288972]"	3	101	3	22122	0.0297029702970297	1.0	query_1	['GO:0090575']	['SMAD2', 'SMAD4', 'FOXH1']
723	GO:CC	GO:0070985	transcription factor TFIIK complex	2.816232190334757e-05	True	"""A transcription factor complex that forms part of the holo TFIIH complex. In Saccharomyces/human, TFIIK contains Ccl1p/Cyclin H, Tfb3p/MAT1 and Kin28p/CDK7."" [GOC:mah, PMID:19818408, PMID:22572993]"	3	101	3	22122	0.0297029702970297	1.0	query_1	['GO:0005675', 'GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
724	GO:CC	GO:0097134	cyclin E1-CDK2 complex	2.816232190334757e-05	True	"""A protein complex consisting of cyclin E1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	3	101	3	22122	0.0297029702970297	1.0	query_1	['GO:0000307']	['CCNE2', 'CCNE1', 'CDK2']
725	GO:CC	GO:0016604	nuclear body	2.8902007884809263e-05	True	"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]"	885	101	18	22122	0.1782178217821782	0.0203389830508474	query_1	['GO:0005654', 'GO:0110165']	['UBE2I', 'NRIP1', 'CREBBP', 'NCOA2', 'RB1', 'NCOR2', 'CDKN1A', 'AR', 'WWTR1', 'SUMO1', 'SKI', 'SNW1', 'CDKN2A', 'CDK2', 'TP53', 'THRB', 'SKIL', 'HIPK2']
726	GO:BP	GO:0031669	cellular response to nutrient levels	2.9074337933481792e-05	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of nutrients."" [GOC:mah]"	232	100	11	21110	0.11	0.0474137931034482	query_1	['GO:0031667', 'GO:0031668']	['RXRA', 'CDKN2B', 'PPARG', 'FOXO3', 'RXRB', 'CDKN1A', 'SNW1', 'SP1', 'FOXO1', 'TP53', 'NCOA1']
