GAPO syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
65	GO:BP	GO:0051046	regulation of secretion	2.159836613265032e-08	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	98	20	15719	0.2040816326530612	0.0331125827814569	query_1	['GO:0046903', 'GO:0051049']	['VAMP7', 'CHMP2A', 'SYT1', 'HGS', 'VAMP2', 'STX1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'RAB9A', 'VAMP3', 'STXBP1', 'LGI3', 'VAMP8', 'EIPR1', 'RAB3A']
66	GO:BP	GO:0051047	positive regulation of secretion	2.4684404694254823e-08	True	"""Any process that activates or increases the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	312	98	15	15719	0.1530612244897959	0.048076923076923	query_1	['GO:0046903', 'GO:0051046', 'GO:0051050']	['VAMP7', 'CHMP2A', 'SYT1', 'HGS', 'STX1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'RAB9A', 'STXBP1', 'VAMP8', 'RAB3A']
67	GO:BP	GO:0048280	vesicle fusion with Golgi apparatus	2.946809991703709e-08	True	"""The joining of the lipid bilayer membrane around a vesicle to the lipid bilayer membrane around the Golgi."" [GOC:jid]"	9	98	5	15719	0.0510204081632653	0.5555555555555556	query_1	['GO:0006906', 'GO:0007030', 'GO:0048193']	['VTI1B', 'VTI1A', 'BET1', 'SEC22B', 'STX5']
68	GO:BP	GO:0036465	synaptic vesicle recycling	3.436377831269502e-08	True	"""The trafficking of synaptic vesicles from the pre-synaptic membrane so the vesicle can dock and prime for another round of exocytosis and neurotransmitter release. Recycling occurs after synaptic vesicle exocytosis, and is necessary to replenish presynaptic vesicle pools, sustain transmitter release and preserve the structural integrity of the presynaptic membrane. Recycling can occur following transient fusion with the presynaptic membrane (kiss and run), or via endocytosis of presynaptic membrane."" [GOC:bf, GOC:pad, GOC:PARL, PMID:15217342, PMID:22026965, PMID:23245563]"	78	98	9	15719	0.0918367346938775	0.1153846153846153	query_1	['GO:0006810', 'GO:0051649', 'GO:0099504']	['SYT1', 'PICALM', 'VAMP2', 'STX1A', 'SLC17A7', 'VAMP4', 'DNM2', 'STX1B', 'RAB3A']
69	GO:BP	GO:0006896	Golgi to vacuole transport	3.436377831269502e-08	True	"""The directed movement of substances from the Golgi to the vacuole."" [GOC:ai]"	19	98	6	15719	0.0612244897959183	0.3157894736842105	query_1	['GO:0006892', 'GO:0007034']	['AP1G2', 'VTI1B', 'VTI1A', 'VPS52', 'VPS54', 'AP1G1']
70	GO:BP	GO:1903232	melanosome assembly	3.436377831269502e-08	True	"""The aggregation, arrangement and bonding together of a set of components to form a melanosome, a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored."" [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22511774]"	19	98	6	15719	0.0612244897959183	0.3157894736842105	query_1	['GO:0032438', 'GO:0070925']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
14	REAC	REAC:R-HSA-6811438	Intra-Golgi traffic	3.5630688835925834e-08	True	Intra-Golgi traffic	44	82	8	10022	0.0975609756097561	0.1818181818181818	query_1	['REAC:R-HSA-6811442']	['GOSR1', 'VTI1A', 'GOSR2', 'STX6', 'STX16', 'SNAP29', 'NAPA', 'STX5']
15	REAC	REAC:R-HSA-264642	Acetylcholine Neurotransmitter Release Cycle	3.5630688835925834e-08	True	Acetylcholine Neurotransmitter Release Cycle	16	82	6	10022	0.073170731707317	0.375	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SLC18A3', 'SNAP25', 'RAB3A']
71	GO:BP	GO:0110010	basolateral protein secretion	3.7664500177909126e-08	True	"""The controlled release of proteins from a cell at the sides which interface adjacent cells and near the base."" [GOC:ha, PMID:27404358]"	4	98	4	15719	0.0408163265306122	1.0	query_1	['GO:0009306']	['AP1B1', 'AP1S1', 'AP1M2', 'AP1G1']
16	REAC	REAC:R-HSA-888590	GABA synthesis, release, reuptake and degradation	4.862779709389312e-08	True	GABA synthesis, release, reuptake and degradation	17	82	6	10022	0.073170731707317	0.3529411764705882	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'HSPA8', 'RAB3A']
73	GO:CC	GO:0005905	clathrin-coated pit	6.655721938826245e-08	True	"""A part of the endomembrane system in the form of an invagination of a membrane upon which a clathrin coat forms, and that can be converted by vesicle budding into a clathrin-coated vesicle. Coated pits form on the plasma membrane, where they are involved in receptor-mediated selective transport of many proteins and other macromolecules across the cell membrane, in the trans-Golgi network, and on some endosomes."" [GOC:mah, ISBN:0198506732, NIF_Subcellular:sao1969557946, PMID:10559856, PMID:17284835]"	72	101	8	16420	0.0792079207920792	0.1111111111111111	query_1	['GO:0012505', 'GO:0098590']	['PICALM', 'CLTC', 'AP1S1', 'AP1G1', 'SLC18A3', 'DNM2', 'AP1S3', 'AP1S2']
17	REAC	REAC:R-HSA-112310	Neurotransmitter release cycle	7.797764919729894e-08	True	Neurotransmitter release cycle	49	82	8	10022	0.0975609756097561	0.1632653061224489	query_1	['REAC:R-HSA-112315']	['SYT1', 'VAMP2', 'STX1A', 'SLC17A7', 'SLC18A3', 'SNAP25', 'HSPA8', 'RAB3A']
74	GO:CC	GO:0030670	phagocytic vesicle membrane	9.117478444085605e-08	True	"""The lipid bilayer surrounding a phagocytic vesicle."" [GOC:mah]"	75	101	8	16420	0.0792079207920792	0.1066666666666666	query_1	['GO:0030666', 'GO:0045335']	['VAMP7', 'DNM2', 'STX4', 'SNAP23', 'RAB9A', 'VAMP3', 'SEC22B', 'VAMP8']
72	GO:BP	GO:0016043	cellular component organization	1.4946245330534857e-07	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	98	66	15719	0.673469387755102	0.010932582408481	query_1	['GO:0071840']	['VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'ATP10B', 'ZFAND6', 'STX10', 'STX3', 'PILRB', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'NID2', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
73	GO:BP	GO:0032879	regulation of localization	1.5694236928145874e-07	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2021	98	35	15719	0.3571428571428571	0.0173181593270658	query_1	['GO:0050789', 'GO:0051179']	['VAMP7', 'VTI1B', 'CHMP2A', 'SYT1', 'HGS', 'PICALM', 'CLTC', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'STX1A', 'STX6', 'SLC17A7', 'STX10', 'STX3', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'RAB9A', 'VAMP3', 'HSPA8', 'STXBP1', 'LGI3', 'VAMP8', 'EIPR1', 'STX8', 'FURIN', 'RAB3A']
74	GO:BP	GO:0060155	platelet dense granule organization	1.573734379522929e-07	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a platelet dense granule. A platelet dense granule is an electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins."" [GOC:dph, PMID:11487378]"	24	98	6	15719	0.0612244897959183	0.25	query_1	['GO:0033363']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
75	GO:BP	GO:0098967	exocytic insertion of neurotransmitter receptor to postsynaptic membrane	1.7755705239520269e-07	True	"""The exocytic fusion of neurotransmitter receptor containing vesicles with the postsynaptic membrane resulting in the integration of NT receptors, enabling them to participate in neurotransmitter reception. This process includes tethering and docking steps that prepare vesicles for fusion."" [PMID:19503082]"	5	98	4	15719	0.0408163265306122	0.8	query_1	['GO:0006887', 'GO:0098969', 'GO:0099072']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
76	GO:BP	GO:0006904	vesicle docking involved in exocytosis	1.9592707028385855e-07	True	"""The initial attachment of a vesicle membrane to a target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane, that contributes to exocytosis."" [GOC:aruk, GOC:bc, GOC:jid, PMID:22438915]"	43	98	7	15719	0.0714285714285714	0.1627906976744186	query_1	['GO:0048278', 'GO:0140029']	['VTI1B', 'STX1A', 'STX1B', 'SNAP25', 'VAMP3', 'STXBP1', 'RAB3A']
77	GO:BP	GO:0006897	endocytosis	2.1744057305769857e-07	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	698	98	20	15719	0.2040816326530612	0.0286532951289398	query_1	['GO:0016192']	['VAMP7', 'SYT1', 'HGS', 'COLEC12', 'PICALM', 'CLTC', 'VAMP2', 'STX1A', 'SH3BP1', 'SLC17A7', 'AP1S1', 'SYNRG', 'VAMP4', 'DNM2', 'STX1B', 'SCARA3', 'SNAP25', 'IGF2R', 'HEATR5B', 'HSPG2']
75	GO:CC	GO:0048786	presynaptic active zone	2.9332333863183737e-07	True	"""A specialized region of the plasma membrane and cell cortex of a presynaptic neuron; encompasses a region of the plasma membrane where synaptic vesicles dock and fuse, and a specialized cortical cytoskeletal matrix."" [GOC:dh, GOC:dl, GOC:ef, GOC:jid, GOC:pr, PMID:3152289]"	87	101	8	16420	0.0792079207920792	0.0919540229885057	query_1	['GO:0098793', 'GO:0110165']	['STX1A', 'SLC17A7', 'STX3', 'STX1B', 'STX4', 'STXBP1', 'SNAP47', 'RAB3A']
18	REAC	REAC:R-HSA-210500	Glutamate Neurotransmitter Release Cycle	3.4127282715294135e-07	True	Glutamate Neurotransmitter Release Cycle	23	82	6	10022	0.073170731707317	0.2608695652173913	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SLC17A7', 'SNAP25', 'RAB3A']
78	GO:BP	GO:0072657	protein localization to membrane	3.441578946996437e-07	True	"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]"	575	98	18	15719	0.1836734693877551	0.0313043478260869	query_1	['GO:0008104', 'GO:0051668']	['VTI1B', 'HGS', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'STX1A', 'PACS1', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STXBP1', 'SNAP47', 'VAMP8', 'STX8', 'RAB3A']
19	REAC	REAC:R-HSA-449836	Other interleukin signaling	4.2946985398772834e-07	True	Other interleukin signaling	24	82	6	10022	0.073170731707317	0.25	query_1	['REAC:R-HSA-449147']	['VAMP2', 'STX1A', 'STX3', 'STX4', 'SNAP25', 'TXLNA']
77	GO:CC	GO:0061200	clathrin-sculpted gamma-aminobutyric acid transport vesicle	4.369890375472642e-07	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing gamma-aminobutyric acid transport vesicle."" [GOC:dph]"	8	101	4	16420	0.0396039603960396	0.5	query_1	['GO:0060198']	['SYT1', 'VAMP2', 'HSPA8', 'RAB3A']
76	GO:CC	GO:0061202	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	4.369890375472642e-07	True	"""The lipid bilayer surrounding a clathrin-sculpted gamma-aminobutyric acid transport vesicle."" [GOC:dph]"	8	101	4	16420	0.0396039603960396	0.5	query_1	['GO:0030665', 'GO:0061200']	['SYT1', 'VAMP2', 'HSPA8', 'RAB3A']
79	GO:BP	GO:0072659	protein localization to plasma membrane	4.572825089540314e-07	True	"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]"	280	98	13	15719	0.1326530612244898	0.0464285714285714	query_1	['GO:0072657', 'GO:1990778']	['VTI1B', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'PACS1', 'STX3', 'STX4', 'VAMP3', 'STXBP1', 'VAMP8', 'STX8', 'RAB3A']
80	GO:BP	GO:0001956	positive regulation of neurotransmitter secretion	5.723806898036532e-07	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of a neurotransmitter."" [GOC:hjd]"	15	98	5	15719	0.0510204081632653	0.3333333333333333	query_1	['GO:0007269', 'GO:0046928', 'GO:0050806', 'GO:0051590', 'GO:1903532']	['SYT1', 'STX1A', 'SLC18A3', 'STX1B', 'STXBP1']
81	GO:BP	GO:0071840	cellular component organization or biogenesis	5.838921025960716e-07	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	98	66	15719	0.673469387755102	0.0105905006418485	query_1	['GO:0009987']	['VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'ATP10B', 'ZFAND6', 'STX10', 'STX3', 'PILRB', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'NID2', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
82	GO:BP	GO:0050806	positive regulation of synaptic transmission	6.001024245038789e-07	True	"""Any process that activates or increases the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse."" [GOC:ai]"	147	98	10	15719	0.1020408163265306	0.0680272108843537	query_1	['GO:0007268', 'GO:0010647', 'GO:0023056', 'GO:0050804']	['SYT1', 'VAMP2', 'STX1A', 'STX3', 'SLC18A3', 'STX1B', 'STX4', 'SNAP25', 'STXBP1', 'SNAP47']
78	GO:CC	GO:0031901	early endosome membrane	6.646001285172989e-07	True	"""The lipid bilayer surrounding an early endosome."" [GOC:pz]"	178	101	10	16420	0.099009900990099	0.0561797752808988	query_1	['GO:0005769', 'GO:0010008']	['VTI1B', 'HGS', 'STAM2', 'STX7', 'TMEM30A', 'STAM', 'LITAF', 'VAMP3', 'STX12', 'VAMP8']
79	GO:CC	GO:0033565	ESCRT-0 complex	9.993135182381518e-07	True	"""A protein complex required for the recycling of Golgi proteins, formation of lumenal membranes and sorting of ubiquitinated proteins into those membranes. This complex includes Vps1p and Hse1p in yeast and the Hrs and STAM proteins in mammals."" [GOC:rb, PMID:12055639, PMID:17543868]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0036452']	['HGS', 'STAM2', 'STAM']
83	GO:CC	GO:0060200	clathrin-sculpted acetylcholine transport vesicle	9.993135182381518e-07	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing acetylcholine."" [GOC:dph]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0030133', 'GO:0060198']	['SYT1', 'SLC18A3', 'RAB3A']
82	GO:CC	GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane	9.993135182381518e-07	True	"""The lipid bilayer surrounding a clathrin-sculpted acetylcholine transport vesicle."" [GOC:dph]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0030658', 'GO:0030665', 'GO:0060200']	['SYT1', 'SLC18A3', 'RAB3A']
81	GO:CC	GO:0005737	cytoplasm	9.993135182381518e-07	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11233	101	91	16420	0.900990099009901	0.0081011305973471	query_1	['GO:0005622', 'GO:0110165']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CD99', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'TPP2', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'ZFAND5', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
80	GO:CC	GO:0070032	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	9.993135182381518e-07	True	"""A SNARE complex that contains synaptobrevin 2 (VAMP2), SNAP-25, syntaxin 1a, and complexin I (or orthologs thereof)."" [PMID:7553862]"	3	101	3	16420	0.0297029702970297	1.0	query_1	['GO:0031201']	['VAMP2', 'STX1A', 'SNAP25']
20	REAC	REAC:R-HSA-1280218	Adaptive Immune System	1.1790485318545157e-06	True	Adaptive Immune System	750	82	22	10022	0.2682926829268293	0.0293333333333333	query_1	['REAC:R-HSA-168256']	['AP1B1', 'CLEC4G', 'COLEC12', 'CD99', 'CLTC', 'PILRA', 'AP1S1', 'TPP2', 'AP1M2', 'PILRB', 'AP1G1', 'PIANP', 'DNM2', 'STX4', 'AP1S3', 'SNAP23', 'AP1S2', 'VAMP3', 'AP1M1', 'SEC22B', 'VAMP8', 'NPDC1']
83	GO:BP	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter	1.5515989745860843e-06	True	"""The release of a neurotransmitter into the synaptic cleft by exocytosis of synaptic vesicles, where the release step is dependent on a rise in cytosolic calcium ion levels."" [GOC:curators]"	18	98	5	15719	0.0510204081632653	0.2777777777777778	query_1	['GO:0016079', 'GO:0017156']	['SYT1', 'STX1B', 'SNAP25', 'STXBP1', 'RAB3A']
84	GO:CC	GO:0042581	specific granule	2.0336539098925094e-06	True	"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]"	155	101	9	16420	0.0891089108910891	0.0580645161290322	query_1	['GO:0030141']	['TMEM30A', 'ATP11A', 'STX3', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'AP1M1', 'VAMP8']
21	REAC	REAC:R-HSA-181429	Serotonin Neurotransmitter Release Cycle	2.325487723470398e-06	True	Serotonin Neurotransmitter Release Cycle	17	82	5	10022	0.0609756097560975	0.2941176470588235	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
22	REAC	REAC:R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	2.325487723470398e-06	True	Norepinephrine Neurotransmitter Release Cycle	17	82	5	10022	0.0609756097560975	0.2941176470588235	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
84	GO:BP	GO:0033363	secretory granule organization	2.4597818047717514e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a secretory granule. A secretory granule is a small subcellular vesicle, surrounded by a membrane, that is formed from the Golgi apparatus and contains a highly concentrated protein destined for secretion."" [GOC:mah]"	62	98	7	15719	0.0714285714285714	0.1129032258064516	query_1	['GO:0010256', 'GO:0016050']	['AP1B1', 'AGFG1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
85	GO:BP	GO:1903305	regulation of regulated secretory pathway	2.7473316888375446e-06	True	"""Any process that modulates the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	131	98	9	15719	0.0918367346938775	0.0687022900763358	query_1	['GO:0017157', 'GO:0045055']	['VAMP7', 'SYT1', 'STX1A', 'AP1G1', 'STXBP5', 'STX4', 'STXBP1', 'VAMP8', 'RAB3A']
86	GO:BP	GO:0022607	cellular component assembly	2.84031892939962e-06	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2852	98	40	15719	0.4081632653061224	0.0140252454417952	query_1	['GO:0016043', 'GO:0044085']	['AP1B1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'VAMP2', 'ATP8B1', 'STX7', 'STX1A', 'SH3BP1', 'AP1S1', 'SDCCAG8', 'PILRB', 'STAM', 'AP1G1', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'SNAP23', 'AP1S2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
87	GO:BP	GO:0032438	melanosome organization	3.015165259079153e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a melanosome. A melanosome is a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored."" [GOC:vk]"	39	98	6	15719	0.0612244897959183	0.1538461538461538	query_1	['GO:0048753']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
85	GO:CC	GO:0098590	plasma membrane region	3.4254035549893263e-06	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	101	23	16420	0.2277227722772277	0.0191188694929343	query_1	['GO:0005886', 'GO:0016020']	['SYT1', 'STAMBP', 'PICALM', 'CLTC', 'ATP8B1', 'TMEM30A', 'STX1A', 'AP1S1', 'LRRTM4', 'STX3', 'AP1G1', 'SLC18A3', 'PIANP', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'AP1S2', 'ANTXR1', 'HSPA8', 'STXBP1', 'SNAP29']
88	GO:BP	GO:0051590	positive regulation of neurotransmitter transport	3.4268789007269837e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of a neurotransmitter into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	21	98	5	15719	0.0510204081632653	0.238095238095238	query_1	['GO:0006836', 'GO:0051050', 'GO:0051588']	['SYT1', 'STX1A', 'SLC18A3', 'STX1B', 'STXBP1']
