GAPO syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
152	GO:CC	GO:0060203	clathrin-sculpted glutamate transport vesicle membrane	5.4960251109149565e-09	True	"""The lipid bilayer surrounding a clathrin-sculpted glutamate transport vesicle."" [GOC:dph]"	4	101	4	17376	0.0396039603960396	1.0	query_1	['GO:0030658', 'GO:0030665', 'GO:0060199']	['SYT1', 'VAMP2', 'SLC17A7', 'RAB3A']
153	REAC	REAC:R-HSA-112310	Neurotransmitter release cycle	5.827935175493401e-09	True	Neurotransmitter release cycle	49	101	8	17376	0.0792079207920792	0.1632653061224489	query_1	['REAC:R-HSA-112315']	['SYT1', 'VAMP2', 'STX1A', 'SLC17A7', 'SLC18A3', 'SNAP25', 'HSPA8', 'RAB3A']
154	REAC	REAC:R-HSA-888590	GABA synthesis, release, reuptake and degradation	5.9112387930418295e-09	True	GABA synthesis, release, reuptake and degradation	17	101	6	17376	0.0594059405940594	0.3529411764705882	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'HSPA8', 'RAB3A']
155	REAC	REAC:R-HSA-168256	Immune System	6.454220988284757e-09	True	Immune System	1957	101	35	17376	0.3465346534653465	0.0178845171180378	query_1	['REAC:0000000']	['VAMP7', 'AP1B1', 'CLEC4G', 'COLEC12', 'CD99', 'DOK3', 'CLTC', 'VAMP2', 'TMEM30A', 'PILRA', 'ATP11A', 'STX1A', 'AP1S1', 'TPP2', 'AP1M2', 'STX3', 'PILRB', 'AP1G1', 'PIANP', 'DNM2', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'SNAP23', 'AP1S2', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'HSPA8', 'VAMP8', 'SNAP29', 'NPDC1', 'RAB3A']
156	GO:CC	GO:0031902	late endosome membrane	6.5023664561202195e-09	True	"""The lipid bilayer surrounding a late endosome."" [GOC:pz]"	152	101	11	17376	0.1089108910891089	0.0723684210526315	query_1	['GO:0005770', 'GO:0010008']	['VAMP7', 'VTI1B', 'VTI1A', 'CHMP2A', 'HGS', 'GOSR2', 'TMEM30A', 'ATP10B', 'LITAF', 'VAMP8', 'STX8']
157	GO:BP	GO:0051046	regulation of secretion	6.866568453636708e-09	True	"""Any process that modulates the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	604	101	20	17376	0.198019801980198	0.0331125827814569	query_1	['GO:0046903', 'GO:0051049']	['VAMP7', 'CHMP2A', 'SYT1', 'HGS', 'VAMP2', 'STX1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'RAB9A', 'VAMP3', 'STXBP1', 'LGI3', 'VAMP8', 'EIPR1', 'RAB3A']
158	GO:BP	GO:0016043	cellular component organization	9.056427565829542e-09	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6030	101	66	17376	0.6534653465346535	0.0109452736318407	query_1	['GO:0071840']	['VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'ATP10B', 'ZFAND6', 'STX10', 'STX3', 'PILRB', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'NID2', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
159	GO:BP	GO:0051047	positive regulation of secretion	9.816460794432043e-09	True	"""Any process that activates or increases the frequency, rate or extent of the controlled release of a substance from a cell or a tissue."" [GOC:ai]"	312	101	15	17376	0.1485148514851485	0.048076923076923	query_1	['GO:0046903', 'GO:0051046', 'GO:0051050']	['VAMP7', 'CHMP2A', 'SYT1', 'HGS', 'STX1A', 'STAM', 'AP1G1', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'RAB9A', 'STXBP1', 'VAMP8', 'RAB3A']
160	GO:BP	GO:1903307	positive regulation of regulated secretory pathway	1.0225669347442008e-08	True	"""Any process that activates or increases the frequency, rate or extent of regulated secretory pathway."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:12526776]"	49	101	8	17376	0.0792079207920792	0.1632653061224489	query_1	['GO:0045055', 'GO:0045921', 'GO:1903305']	['VAMP7', 'SYT1', 'STX1A', 'AP1G1', 'STX4', 'STXBP1', 'VAMP8', 'RAB3A']
161	GO:CC	GO:0005737	cytoplasm	1.7442221688130442e-08	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11219	101	91	17376	0.900990099009901	0.0081112398609501	query_1	['GO:0005622', 'GO:0110165']	['AP1G2', 'VAMP7', 'APBA3', 'AP1B1', 'GOSR1', 'MLF1', 'VTI1B', 'VTI1A', 'TINAGL1', 'AGFG1', 'CHMP2A', 'SYT1', 'STAMBP', 'B4GALNT4', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CD99', 'DOK3', 'CLTC', 'GOSR2', 'VPS52', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'PACS1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'TPP2', 'ATP10B', 'AP1M2', 'ZFAND6', 'STX10', 'STX3', 'SYNRG', 'STAM', 'ZFAND5', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'VPS50', 'DNM2', 'STX1B', 'SCARA3', 'STX4', 'SNAP25', 'IGF2R', 'AP1S3', 'BET1', 'HEATR5B', 'SNAP23', 'LITAF', 'WDR37', 'VPS53', 'RAB9A', 'AP1S2', 'HSPG2', 'VAMP1', 'ANTXR1', 'TXLNA', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'LGI3', 'SNAP47', 'AFTPH', 'VAMP8', 'STX16', 'SNAP29', 'EIPR1', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
162	GO:BP	GO:0048280	vesicle fusion with Golgi apparatus	2.054777705722445e-08	True	"""The joining of the lipid bilayer membrane around a vesicle to the lipid bilayer membrane around the Golgi."" [GOC:jid]"	9	101	5	17376	0.0495049504950495	0.5555555555555556	query_1	['GO:0006906', 'GO:0007030', 'GO:0048193']	['VTI1B', 'VTI1A', 'BET1', 'SEC22B', 'STX5']
163	GO:BP	GO:0036465	synaptic vesicle recycling	2.112457365446936e-08	True	"""The trafficking of synaptic vesicles from the pre-synaptic membrane so the vesicle can dock and prime for another round of exocytosis and neurotransmitter release. Recycling occurs after synaptic vesicle exocytosis, and is necessary to replenish presynaptic vesicle pools, sustain transmitter release and preserve the structural integrity of the presynaptic membrane. Recycling can occur following transient fusion with the presynaptic membrane (kiss and run), or via endocytosis of presynaptic membrane."" [GOC:bf, GOC:pad, GOC:PARL, PMID:15217342, PMID:22026965, PMID:23245563]"	79	101	9	17376	0.0891089108910891	0.1139240506329113	query_1	['GO:0006810', 'GO:0051649', 'GO:0099504']	['SYT1', 'PICALM', 'VAMP2', 'STX1A', 'SLC17A7', 'VAMP4', 'DNM2', 'STX1B', 'RAB3A']
164	GO:BP	GO:0006896	Golgi to vacuole transport	2.245615573596361e-08	True	"""The directed movement of substances from the Golgi to the vacuole."" [GOC:ai]"	19	101	6	17376	0.0594059405940594	0.3157894736842105	query_1	['GO:0006892', 'GO:0007034']	['AP1G2', 'VTI1B', 'VTI1A', 'VPS52', 'VPS54', 'AP1G1']
165	GO:BP	GO:1903232	melanosome assembly	2.245615573596361e-08	True	"""The aggregation, arrangement and bonding together of a set of components to form a melanosome, a tissue-specific, membrane-bounded cytoplasmic organelle within which melanin pigments are synthesized and stored."" [GO_REF:0000079, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:22511774]"	19	101	6	17376	0.0594059405940594	0.3157894736842105	query_1	['GO:0032438', 'GO:0070925']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
166	GO:BP	GO:0032879	regulation of localization	2.7657533369547053e-08	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2020	101	35	17376	0.3465346534653465	0.0173267326732673	query_1	['GO:0050789', 'GO:0051179']	['VAMP7', 'VTI1B', 'CHMP2A', 'SYT1', 'HGS', 'PICALM', 'CLTC', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'STX1A', 'STX6', 'SLC17A7', 'STX10', 'STX3', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'RAB9A', 'VAMP3', 'HSPA8', 'STXBP1', 'LGI3', 'VAMP8', 'EIPR1', 'STX8', 'FURIN', 'RAB3A']
167	GO:BP	GO:0110010	basolateral protein secretion	2.7740072688199138e-08	True	"""The controlled release of proteins from a cell at the sides which interface adjacent cells and near the base."" [GOC:ha, PMID:27404358]"	4	101	4	17376	0.0396039603960396	1.0	query_1	['GO:0009306']	['AP1B1', 'AP1S1', 'AP1M2', 'AP1G1']
168	GO:BP	GO:0071840	cellular component organization or biogenesis	3.5987052613189756e-08	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6223	101	66	17376	0.6534653465346535	0.0106058171300016	query_1	['GO:0009987']	['VAMP7', 'AP1B1', 'GOSR1', 'VTI1B', 'VTI1A', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'ATP10D', 'ATP10A', 'COLEC12', 'PICALM', 'STAM2', 'CLTC', 'GOSR2', 'VAMP2', 'ATP8B1', 'STX7', 'TMEM30A', 'ATP11A', 'AP1AR', 'STX1A', 'STX6', 'VPS54', 'SH3BP1', 'SLC17A7', 'AP1S1', 'SDCCAG8', 'ATP10B', 'ZFAND6', 'STX10', 'STX3', 'PILRB', 'STAM', 'AP1G1', 'SLC18A3', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'NID2', 'STX4', 'SNAP25', 'AP1S3', 'BET1', 'SNAP23', 'AP1S2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'STX16', 'SNAP29', 'STX8', 'FURIN', 'VPS51', 'NAPA', 'RAB3A', 'STX5']
169	REAC	REAC:R-HSA-210500	Glutamate Neurotransmitter Release Cycle	4.2412092258816223e-08	True	Glutamate Neurotransmitter Release Cycle	23	101	6	17376	0.0594059405940594	0.2608695652173913	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SLC17A7', 'SNAP25', 'RAB3A']
170	GO:CC	GO:0005905	clathrin-coated pit	4.250604833056424e-08	True	"""A part of the endomembrane system in the form of an invagination of a membrane upon which a clathrin coat forms, and that can be converted by vesicle budding into a clathrin-coated vesicle. Coated pits form on the plasma membrane, where they are involved in receptor-mediated selective transport of many proteins and other macromolecules across the cell membrane, in the trans-Golgi network, and on some endosomes."" [GOC:mah, ISBN:0198506732, NIF_Subcellular:sao1969557946, PMID:10559856, PMID:17284835]"	72	101	8	17376	0.0792079207920792	0.1111111111111111	query_1	['GO:0012505', 'GO:0098590']	['PICALM', 'CLTC', 'AP1S1', 'AP1G1', 'SLC18A3', 'DNM2', 'AP1S3', 'AP1S2']
171	GO:CC	GO:0030670	phagocytic vesicle membrane	5.231837240172776e-08	True	"""The lipid bilayer surrounding a phagocytic vesicle."" [GOC:mah]"	74	101	8	17376	0.0792079207920792	0.1081081081081081	query_1	['GO:0030666', 'GO:0045335']	['VAMP7', 'DNM2', 'STX4', 'SNAP23', 'RAB9A', 'VAMP3', 'SEC22B', 'VAMP8']
172	REAC	REAC:R-HSA-449836	Other interleukin signaling	5.3726188279594896e-08	True	Other interleukin signaling	24	101	6	17376	0.0594059405940594	0.25	query_1	['REAC:R-HSA-449147']	['VAMP2', 'STX1A', 'STX3', 'STX4', 'SNAP25', 'TXLNA']
173	GO:BP	GO:0006897	endocytosis	7.741689524776092e-08	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	701	101	20	17376	0.198019801980198	0.028530670470756	query_1	['GO:0016192']	['VAMP7', 'SYT1', 'HGS', 'COLEC12', 'PICALM', 'CLTC', 'VAMP2', 'STX1A', 'SH3BP1', 'SLC17A7', 'AP1S1', 'SYNRG', 'VAMP4', 'DNM2', 'STX1B', 'SCARA3', 'SNAP25', 'IGF2R', 'HEATR5B', 'HSPG2']
174	GO:BP	GO:0060155	platelet dense granule organization	1.0174929903347885e-07	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a platelet dense granule. A platelet dense granule is an electron-dense granule occurring in blood platelets that stores and secretes adenosine nucleotides and serotonin. They contain a highly condensed core consisting of serotonin, histamine, calcium, magnesium, ATP, ADP, pyrophosphate and membrane lysosomal proteins."" [GOC:dph, PMID:11487378]"	24	101	6	17376	0.0594059405940594	0.25	query_1	['GO:0033363']	['AP1B1', 'AP1S1', 'AP1G1', 'AP1S3', 'AP1S2', 'AP1M1']
175	GO:BP	GO:0006904	vesicle docking involved in exocytosis	1.2065296442059065e-07	True	"""The initial attachment of a vesicle membrane to a target membrane, mediated by proteins protruding from the membrane of the vesicle and the target membrane, that contributes to exocytosis."" [GOC:aruk, GOC:bc, GOC:jid, PMID:22438915]"	43	101	7	17376	0.0693069306930693	0.1627906976744186	query_1	['GO:0048278', 'GO:0140029']	['VTI1B', 'STX1A', 'STX1B', 'SNAP25', 'VAMP3', 'STXBP1', 'RAB3A']
176	GO:BP	GO:0098967	exocytic insertion of neurotransmitter receptor to postsynaptic membrane	1.29341503894345e-07	True	"""The exocytic fusion of neurotransmitter receptor containing vesicles with the postsynaptic membrane resulting in the integration of NT receptors, enabling them to participate in neurotransmitter reception. This process includes tethering and docking steps that prepare vesicles for fusion."" [PMID:19503082]"	5	101	4	17376	0.0396039603960396	0.8	query_1	['GO:0006887', 'GO:0098969', 'GO:0099072']	['STX3', 'STX1B', 'SNAP25', 'SNAP47']
177	GO:BP	GO:0072657	protein localization to membrane	1.305831800592585e-07	True	"""A process in which a protein is transported to, or maintained in, a specific location in a membrane."" [GOC:mah]"	578	101	18	17376	0.1782178217821782	0.0311418685121107	query_1	['GO:0008104', 'GO:0051668']	['VTI1B', 'HGS', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'STX1A', 'PACS1', 'STX3', 'STX1B', 'STX4', 'SNAP25', 'VAMP3', 'STXBP1', 'SNAP47', 'VAMP8', 'STX8', 'RAB3A']
178	GO:CC	GO:0048786	presynaptic active zone	1.881770269400868e-07	True	"""A specialized region of the plasma membrane and cell cortex of a presynaptic neuron; encompasses a region of the plasma membrane where synaptic vesicles dock and fuse, and a specialized cortical cytoskeletal matrix."" [GOC:dh, GOC:dl, GOC:ef, GOC:jid, GOC:pr, PMID:3152289]"	87	101	8	17376	0.0792079207920792	0.0919540229885057	query_1	['GO:0098793', 'GO:0110165']	['STX1A', 'SLC17A7', 'STX3', 'STX1B', 'STX4', 'STXBP1', 'SNAP47', 'RAB3A']
179	GO:BP	GO:0072659	protein localization to plasma membrane	2.211987116935926e-07	True	"""A process in which a protein is transported to, or maintained in, a specific location in the plasma membrane."" [GOC:mah]"	282	101	13	17376	0.1287128712871287	0.0460992907801418	query_1	['GO:0072657', 'GO:1990778']	['VTI1B', 'PICALM', 'CLTC', 'VAMP2', 'STX7', 'PACS1', 'STX3', 'STX4', 'VAMP3', 'STXBP1', 'VAMP8', 'STX8', 'RAB3A']
180	GO:BP	GO:0050806	positive regulation of synaptic transmission	3.199908200975735e-07	True	"""Any process that activates or increases the frequency, rate or extent of synaptic transmission, the process of communication from a neuron to a target (neuron, muscle, or secretory cell) across a synapse."" [GOC:ai]"	147	101	10	17376	0.099009900990099	0.0680272108843537	query_1	['GO:0007268', 'GO:0010647', 'GO:0023056', 'GO:0050804']	['SYT1', 'VAMP2', 'STX1A', 'STX3', 'SLC18A3', 'STX1B', 'STX4', 'SNAP25', 'STXBP1', 'SNAP47']
181	GO:CC	GO:0061202	clathrin-sculpted gamma-aminobutyric acid transport vesicle membrane	3.4441058946914377e-07	True	"""The lipid bilayer surrounding a clathrin-sculpted gamma-aminobutyric acid transport vesicle."" [GOC:dph]"	8	101	4	17376	0.0396039603960396	0.5	query_1	['GO:0030665', 'GO:0061200']	['SYT1', 'VAMP2', 'HSPA8', 'RAB3A']
182	GO:CC	GO:0061200	clathrin-sculpted gamma-aminobutyric acid transport vesicle	3.4441058946914377e-07	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing gamma-aminobutyric acid transport vesicle."" [GOC:dph]"	8	101	4	17376	0.0396039603960396	0.5	query_1	['GO:0060198']	['SYT1', 'VAMP2', 'HSPA8', 'RAB3A']
183	GO:CC	GO:0031901	early endosome membrane	3.703518561612414e-07	True	"""The lipid bilayer surrounding an early endosome."" [GOC:pz]"	177	101	10	17376	0.099009900990099	0.0564971751412429	query_1	['GO:0005769', 'GO:0010008']	['VTI1B', 'HGS', 'STAM2', 'STX7', 'TMEM30A', 'STAM', 'LITAF', 'VAMP3', 'STX12', 'VAMP8']
184	GO:BP	GO:0001956	positive regulation of neurotransmitter secretion	3.960033907120146e-07	True	"""Any process that activates or increases the frequency, rate or extent of the regulated release of a neurotransmitter."" [GOC:hjd]"	15	101	5	17376	0.0495049504950495	0.3333333333333333	query_1	['GO:0007269', 'GO:0046928', 'GO:0050806', 'GO:0051590', 'GO:1903532']	['SYT1', 'STX1A', 'SLC18A3', 'STX1B', 'STXBP1']
185	REAC	REAC:R-HSA-2132295	MHC class II antigen presentation	4.0496046791288404e-07	True	MHC class II antigen presentation	121	101	9	17376	0.0891089108910891	0.0743801652892562	query_1	['REAC:R-HSA-1280218']	['AP1B1', 'CLTC', 'AP1S1', 'AP1M2', 'AP1G1', 'DNM2', 'AP1S3', 'AP1S2', 'AP1M1']
186	REAC	REAC:R-HSA-181429	Serotonin Neurotransmitter Release Cycle	4.0496046791288404e-07	True	Serotonin Neurotransmitter Release Cycle	17	101	5	17376	0.0495049504950495	0.2941176470588235	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
187	REAC	REAC:R-HSA-181430	Norepinephrine Neurotransmitter Release Cycle	4.0496046791288404e-07	True	Norepinephrine Neurotransmitter Release Cycle	17	101	5	17376	0.0495049504950495	0.2941176470588235	query_1	['REAC:R-HSA-112310']	['SYT1', 'VAMP2', 'STX1A', 'SNAP25', 'RAB3A']
188	GO:BP	GO:0022607	cellular component assembly	4.100335417417288e-07	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2839	101	40	17376	0.396039603960396	0.0140894681225783	query_1	['GO:0016043', 'GO:0044085']	['AP1B1', 'AGFG1', 'CHMP2A', 'SYT1', 'HGS', 'PICALM', 'STAM2', 'CLTC', 'VAMP2', 'ATP8B1', 'STX7', 'STX1A', 'SH3BP1', 'AP1S1', 'SDCCAG8', 'PILRB', 'STAM', 'AP1G1', 'VAMP4', 'STXBP5', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'SNAP23', 'AP1S2', 'VAMP1', 'ANTXR1', 'VAMP3', 'AP1M1', 'SEC22B', 'STX12', 'HSPA8', 'STXBP1', 'SNAP47', 'VAMP8', 'SNAP29', 'NAPA', 'RAB3A']
189	GO:CC	GO:0033565	ESCRT-0 complex	8.351234191130511e-07	True	"""A protein complex required for the recycling of Golgi proteins, formation of lumenal membranes and sorting of ubiquitinated proteins into those membranes. This complex includes Vps1p and Hse1p in yeast and the Hrs and STAM proteins in mammals."" [GOC:rb, PMID:12055639, PMID:17543868]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0036452']	['HGS', 'STAM2', 'STAM']
190	GO:CC	GO:0060200	clathrin-sculpted acetylcholine transport vesicle	8.351234191130511e-07	True	"""A clathrin-sculpted lipid bilayer membrane-enclosed vesicle after clathrin release and containing acetylcholine."" [GOC:dph]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0030133', 'GO:0060198']	['SYT1', 'SLC18A3', 'RAB3A']
191	GO:CC	GO:0060201	clathrin-sculpted acetylcholine transport vesicle membrane	8.351234191130511e-07	True	"""The lipid bilayer surrounding a clathrin-sculpted acetylcholine transport vesicle."" [GOC:dph]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0030658', 'GO:0030665', 'GO:0060200']	['SYT1', 'SLC18A3', 'RAB3A']
192	GO:CC	GO:0070032	synaptobrevin 2-SNAP-25-syntaxin-1a-complexin I complex	8.351234191130511e-07	True	"""A SNARE complex that contains synaptobrevin 2 (VAMP2), SNAP-25, syntaxin 1a, and complexin I (or orthologs thereof)."" [PMID:7553862]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0031201']	['VAMP2', 'STX1A', 'SNAP25']
193	GO:BP	GO:0048791	calcium ion-regulated exocytosis of neurotransmitter	1.0881120388277346e-06	True	"""The release of a neurotransmitter into the synaptic cleft by exocytosis of synaptic vesicles, where the release step is dependent on a rise in cytosolic calcium ion levels."" [GOC:curators]"	18	101	5	17376	0.0495049504950495	0.2777777777777778	query_1	['GO:0016079', 'GO:0017156']	['SYT1', 'STX1B', 'SNAP25', 'STXBP1', 'RAB3A']
194	GO:CC	GO:0042581	specific granule	1.2727202439007702e-06	True	"""Granule with a membranous, tubular internal structure, found primarily in mature neutrophil cells. Most are released into the extracellular fluid. Specific granules contain lactoferrin, lysozyme, vitamin B12 binding protein and elastase."" [GOC:jl, ISBN:0721662544, PMID:7334549]"	155	101	9	17376	0.0891089108910891	0.0580645161290322	query_1	['GO:0030141']	['TMEM30A', 'ATP11A', 'STX3', 'STX4', 'SNAP25', 'SNAP23', 'VAMP1', 'AP1M1', 'VAMP8']
195	GO:CC	GO:0098590	plasma membrane region	1.2760590844922894e-06	True	"""A membrane that is a (regional) part of the plasma membrane."" [GOC:dos]"	1203	101	23	17376	0.2277227722772277	0.0191188694929343	query_1	['GO:0005886', 'GO:0016020']	['SYT1', 'STAMBP', 'PICALM', 'CLTC', 'ATP8B1', 'TMEM30A', 'STX1A', 'AP1S1', 'LRRTM4', 'STX3', 'AP1G1', 'SLC18A3', 'PIANP', 'DNM2', 'STX1B', 'STX4', 'SNAP25', 'AP1S3', 'AP1S2', 'ANTXR1', 'HSPA8', 'STXBP1', 'SNAP29']
196	GO:BP	GO:0098916	anterograde trans-synaptic signaling	1.4181862180946096e-06	True	"""Cell-cell signaling from pre to post-synapse, across the synaptic cleft."" [GOC:dos]"	679	101	18	17376	0.1782178217821782	0.0265095729013254	query_1	['GO:0099537']	['APBA3', 'SYT1', 'VAMP2', 'STX1A', 'VPS54', 'SLC17A7', 'STX3', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'STXBP1', 'SNAP47', 'SNAP29', 'NAPA', 'RAB3A']
197	GO:BP	GO:0007268	chemical synaptic transmission	1.4181862180946096e-06	True	"""The vesicular release of classical neurotransmitter molecules from a presynapse, across a chemical synapse, the subsequent activation of neurotransmitter receptors at the postsynapse of a target cell (neuron, muscle, or secretory cell) and the effects of this activation on the postsynaptic membrane potential and ionic composition of the postsynaptic cytosol. This process encompasses both spontaneous and evoked release of neurotransmitter and all parts of synaptic vesicle exocytosis. Evoked transmission starts with the arrival of an action potential at the presynapse."" [GOC:jl, MeSH:D009435]"	679	101	18	17376	0.1782178217821782	0.0265095729013254	query_1	['GO:0098916']	['APBA3', 'SYT1', 'VAMP2', 'STX1A', 'VPS54', 'SLC17A7', 'STX3', 'SLC18A3', 'STXBP5', 'STX1B', 'STX4', 'SNAP25', 'SNAP23', 'STXBP1', 'SNAP47', 'SNAP29', 'NAPA', 'RAB3A']
