COG5-CDG	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
238	GO:BP	GO:0008625	extrinsic apoptotic signaling pathway via death domain receptors	5.668939812962792e-15	True	"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with a ligand binding to a death domain receptor on the cell surface, and ends when the execution phase of apoptosis is triggered."" [GOC:mah, GOC:mtg_apoptosis]"	83	101	14	21110	0.1386138613861386	0.1686746987951807	query_1	['GO:0097191']	['BAX', 'GSK3B', 'BCL2', 'TNFRSF1A', 'FASLG', 'TNF', 'FADD', 'BID', 'CFLAR', 'TRADD', 'TNFAIP3', 'BCL2L1', 'CASP8', 'BAD']
239	GO:BP	GO:0009617	response to bacterium	6.479530668907668e-15	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]"	786	101	29	21110	0.2871287128712871	0.0368956743002544	query_1	['GO:0051707']	['SHARPIN', 'AKT1', 'TNFRSF1B', 'NFKBIB', 'CARD8', 'TNFRSF1A', 'TAB2', 'RELA', 'NLRC4', 'FKBP5', 'FASLG', 'RBCK1', 'TBK1', 'TNF', 'RNF31', 'NFKB1', 'TNIP2', 'NLRP3', 'LTA', 'MALT1', 'TNIP1', 'TNFAIP3', 'PYCARD', 'NLRP1', 'TRAF6', 'NFKBIA', 'CASP1', 'CASP8', 'BCL10']
240	KEGG	KEGG:04625	C-type lectin receptor signaling pathway	7.556540870718997e-15	True	C-type lectin receptor signaling pathway	104	95	18	8161	0.1894736842105263	0.173076923076923	query_1	['KEGG:00000']	['AKT1', 'MAP3K14', 'CHUK', 'RELA', 'IKBKB', 'IKBKE', 'TNF', 'NFKB1', 'NLRP3', 'MALT1', 'NFKB2', 'IKBKG', 'RELB', 'PYCARD', 'NFKBIA', 'CASP1', 'CASP8', 'BCL10']
241	WP	WP:WP5098	T-cell activation SARS-CoV-2	8.261839713252978e-15	True	T-cell activation SARS-CoV-2	88	92	17	8133	0.1847826086956521	0.1931818181818181	query_1	['WP:000000']	['CARD11', 'BAX', 'GSK3B', 'AKT1', 'CHUK', 'FOXO3', 'RELA', 'IKBKB', 'TNF', 'NFKB1', 'LTA', 'MALT1', 'IKBKG', 'BCL2L1', 'NFKBIA', 'TP53', 'BCL10']
242	GO:CC	GO:0061702	canonical inflammasome complex	8.572850654278664e-15	True	"""A cytosolic protein complex that is capable of activating caspase-1."" [GOC:dph, PMID:17599095]"	18	101	9	22122	0.0891089108910891	0.5	query_1	['GO:0005829', 'GO:0032991']	['CARD8', 'NLRC4', 'CASP5', 'NLRP3', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'CASP1']
243	WP	WP:WP4961	STING pathway in Kawasaki-like disease and COVID-19	9.925544700656661e-15	True	STING pathway in Kawasaki-like disease and COVID-19	21	92	11	8133	0.1195652173913043	0.5238095238095238	query_1	['WP:000000']	['NFKBIE', 'CHUK', 'RELA', 'IKBKB', 'IKBKE', 'TBK1', 'NFKB1', 'NLRP3', 'IKBKG', 'REL', 'NFKBIA']
244	REAC	REAC:R-HSA-109581	Apoptosis	1.1368750423649951e-14	True	Apoptosis	176	94	20	10790	0.2127659574468085	0.1136363636363636	query_1	['REAC:R-HSA-5357801']	['BCL2L11', 'BAX', 'AKT1', 'BCL2', 'CARD8', 'FASLG', 'FAS', 'FADD', 'BID', 'BBC3', 'RIPK1', 'TRADD', 'TRAF2', 'BIRC2', 'BCL2L1', 'SFN', 'BAK1', 'CASP8', 'TP53', 'BAD']
245	GO:BP	GO:0032652	regulation of interleukin-1 production	1.2484632319848707e-14	True	"""Any process that modulates the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]"	112	101	15	21110	0.1485148514851485	0.1339285714285714	query_1	['GO:0001817', 'GO:0032612']	['PYDC2', 'CARD8', 'NLRC4', 'TNF', 'NLRP3', 'MALT1', 'TNFAIP3', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'CASP1', 'CASP8', 'APP', 'NLRP2']
246	GO:BP	GO:0032612	interleukin-1 production	1.2484632319848707e-14	True	"""The appearance of interleukin-1 due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:mah]"	112	101	15	21110	0.1485148514851485	0.1339285714285714	query_1	['GO:0001816']	['PYDC2', 'CARD8', 'NLRC4', 'TNF', 'NLRP3', 'MALT1', 'TNFAIP3', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'CASP1', 'CASP8', 'APP', 'NLRP2']
247	WP	WP:WP5072	Modulators of TCR signaling and T cell activation	1.3239146801724801e-14	True	Modulators of TCR signaling and T cell activation	61	92	15	8133	0.1630434782608695	0.2459016393442623	query_1	['WP:000000']	['CARD11', 'MAP3K8', 'AKT1', 'MAP3K14', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'MALT1', 'IKBKG', 'TNFAIP3', 'REL', 'TRAF6', 'NFKBIA', 'BCL10']
248	GO:BP	GO:0032496	response to lipopolysaccharide	1.3670396402842655e-14	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:add, ISBN:0721601464]"	333	101	21	21110	0.2079207920792079	0.063063063063063	query_1	['GO:0002237', 'GO:0033993', 'GO:1901700']	['AKT1', 'TNFRSF1B', 'NFKBIB', 'CARD8', 'TAB2', 'RELA', 'FASLG', 'TNF', 'NFKB1', 'TNIP2', 'NLRP3', 'LTA', 'MALT1', 'TNIP1', 'TNFAIP3', 'PYCARD', 'TRAF6', 'NFKBIA', 'CASP1', 'CASP8', 'BCL10']
249	WP	WP:WP2637	Interleukin-1 (IL-1) structural pathway	1.4520314836136662e-14	True	Interleukin-1 (IL-1) structural pathway	49	92	14	8133	0.1521739130434782	0.2857142857142857	query_1	['WP:000000']	['MAP3K8', 'TANK', 'NFKBIB', 'MAP3K14', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'NFKB1', 'TAB1', 'MAP3K7', 'TRAF6', 'NFKBIA', 'TAB3']
250	KEGG	KEGG:05200	Pathways in cancer	1.7661437601408272e-14	True	Pathways in cancer	529	95	33	8161	0.3473684210526316	0.0623818525519848	query_1	['KEGG:00000']	['BCL2L11', 'BAX', 'GSK3B', 'AKT1', 'CREBBP', 'TRAF3', 'BCL2', 'HSP90AB1', 'CHUK', 'RELA', 'IKBKB', 'FASLG', 'RBX1', 'FAS', 'FADD', 'NFKB1', 'BID', 'BBC3', 'SKP1', 'NFKB2', 'HSP90AA1', 'IKBKG', 'BIRC3', 'TRAF2', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'CUL1', 'TP53', 'BAD']
251	KEGG	KEGG:05222	Small cell lung cancer	1.838503309449208e-14	True	Small cell lung cancer	92	95	17	8161	0.1789473684210526	0.1847826086956521	query_1	['KEGG:00000']	['BAX', 'AKT1', 'TRAF3', 'BCL2', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'IKBKG', 'BIRC3', 'TRAF2', 'TRAF6', 'BIRC2', 'BCL2L1', 'NFKBIA', 'BAK1', 'TP53']
252	REAC	REAC:R-HSA-933542	TRAF6 mediated NF-kB activation	1.9378166309308253e-14	True	TRAF6 mediated NF-kB activation	25	94	11	10790	0.1170212765957446	0.44	query_1	['REAC:R-HSA-168928']	['NFKBIB', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'NFKB2', 'IKBKG', 'TRAF2', 'TRAF6', 'NFKBIA', 'APP']
253	GO:CC	GO:0097136	Bcl-2 family protein complex	2.1147402895601328e-14	True	"""A protein complex that consists of members of the Bcl-2 family of anti- and proapoptotic regulators. Bcl-2 proteins respond to cues from various forms of intracellular stress, such as DNA damage or cytokine deprivation, and interact with opposing family members to determine whether or not the caspase proteolytic cascade should be unleashed."" [GOC:so, PMID:14634621]"	12	101	8	22122	0.0792079207920792	0.6666666666666666	query_1	['GO:0032991']	['BCL2L11', 'BAX', 'BCL2', 'MCL1', 'BBC3', 'BCL2L1', 'BAK1', 'BAD']
254	REAC	REAC:R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	2.219520068971552e-14	True	Fc epsilon receptor (FCERI) signaling	182	94	20	10790	0.2127659574468085	0.1098901098901098	query_1	['REAC:R-HSA-168249']	['CARD11', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'FBXW11', 'IKBKG', 'TAB1', 'MAP3K7', 'TRAF6', 'NFKBIA', 'TAB3', 'CUL1', 'BCL10', 'UBE2N']
255	KEGG	KEGG:05167	Kaposi sarcoma-associated herpesvirus infection	2.273147416737347e-14	True	Kaposi sarcoma-associated herpesvirus infection	194	95	22	8161	0.231578947368421	0.1134020618556701	query_1	['KEGG:00000']	['BAX', 'GSK3B', 'AKT1', 'CREBBP', 'TRAF3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'IKBKE', 'TBK1', 'FAS', 'FADD', 'NFKB1', 'BID', 'TRADD', 'IKBKG', 'TRAF2', 'NFKBIA', 'BAK1', 'CASP8', 'TP53']
256	GO:BP	GO:1903320	regulation of protein modification by small protein conjugation or removal	2.5150314193354373e-14	True	"""Any process that modulates the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	254	101	19	21110	0.1881188118811881	0.0748031496062992	query_1	['GO:0031399', 'GO:0070647']	['TANK', 'HSPA1A', 'AKT1', 'UBE2V1', 'HSP90AB1', 'RELA', 'RBX1', 'BTRC', 'SKP1', 'MALT1', 'TNIP1', 'HSP90AA1', 'BIRC3', 'TNFAIP3', 'TRAF6', 'BIRC2', 'FBXW7', 'BCL10', 'UBE2N']
257	WP	WP:WP4562	Canonical NF-kB pathway	2.893087571559389e-14	True	Canonical NF-kB pathway	8	92	8	8133	0.0869565217391304	1.0	query_1	['WP:000000']	['NFKBIE', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'IKBKG', 'REL', 'NFKBIA']
258	WP	WP:WP3858	Toll-like receptor signaling related to MyD88	3.6493708368159257e-14	True	Toll-like receptor signaling related to MyD88	31	92	12	8133	0.1304347826086956	0.3870967741935484	query_1	['WP:000000']	['TRAF3', 'CHUK', 'RELA', 'IKBKB', 'IKBKE', 'TBK1', 'NFKB1', 'NFKB2', 'IKBKG', 'RELB', 'REL', 'TRAF6']
259	WP	WP:WP4329	miRNA role in immune response in sepsis	3.754953893520272e-14	True	miRNA role in immune response in sepsis	65	92	15	8133	0.1630434782608695	0.2307692307692307	query_1	['WP:000000']	['TRAF3', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'TNF', 'NFKB1', 'NFKB2', 'IKBKG', 'TAB1', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'NFKBIA']
260	GO:BP	GO:0032732	positive regulation of interleukin-1 production	3.781859589195301e-14	True	"""Any process that activates or increases the frequency, rate, or extent of interleukin-1 production."" [GOC:mah]"	72	101	13	21110	0.1287128712871287	0.1805555555555555	query_1	['GO:0001819', 'GO:0032612', 'GO:0032652']	['CARD8', 'NLRC4', 'TNF', 'NLRP3', 'MALT1', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'CASP1', 'CASP8', 'APP', 'NLRP2']
261	GO:BP	GO:0002237	response to molecule of bacterial origin	4.235965616992934e-14	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]"	352	101	21	21110	0.2079207920792079	0.0596590909090909	query_1	['GO:0009617', 'GO:0010033', 'GO:0043207']	['AKT1', 'TNFRSF1B', 'NFKBIB', 'CARD8', 'TAB2', 'RELA', 'FASLG', 'TNF', 'NFKB1', 'TNIP2', 'NLRP3', 'LTA', 'MALT1', 'TNIP1', 'TNFAIP3', 'PYCARD', 'TRAF6', 'NFKBIA', 'CASP1', 'CASP8', 'BCL10']
262	KEGG	KEGG:04215	Apoptosis - multiple species	4.9753760937763287e-14	True	Apoptosis - multiple species	32	95	12	8161	0.1263157894736842	0.375	query_1	['KEGG:00000']	['BCL2L11', 'BAX', 'BCL2', 'TNFRSF1A', 'FADD', 'BID', 'BBC3', 'BIRC3', 'BIRC2', 'BCL2L1', 'BAK1', 'CASP8']
263	GO:BP	GO:0031325	positive regulation of cellular metabolic process	5.0017746109791925e-14	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2976	101	50	21110	0.495049504950495	0.0168010752688172	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'NFKBIB', 'UBE2V1', 'BCL2', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'MEFV', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD']
264	GO:BP	GO:0071260	cellular response to mechanical stimulus	6.673980989865193e-14	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a mechanical stimulus."" [GOC:mah]"	75	101	13	21110	0.1287128712871287	0.1733333333333333	query_1	['GO:0009612', 'GO:0071214', 'GO:0071496']	['MAP3K14', 'TNFRSF1A', 'CASP5', 'FAS', 'FADD', 'NFKB1', 'TNFSF14', 'LTBR', 'BAK1', 'CASP1', 'CASP8', 'BCL10', 'BAD']
265	GO:BP	GO:0001836	release of cytochrome c from mitochondria	7.476850112234174e-14	True	"""The process that results in the movement of cytochrome c from the mitochondrial intermembrane space into the cytosol, which is part of the apoptotic signaling pathway and leads to caspase activation."" [GOC:add, GOC:mah, GOC:mtg_apoptosis, ISBN:0721639976, PMID:12925707, PMID:9560217]"	56	101	12	21110	0.1188118811881188	0.2142857142857142	query_1	['GO:0008637', 'GO:0097190']	['BCL2L11', 'BAX', 'AKT1', 'BCL2', 'BID', 'BBC3', 'PYCARD', 'BCL2L1', 'SFN', 'BAK1', 'TP53', 'BAD']
266	REAC	REAC:R-HSA-5213460	RIPK1-mediated regulated necrosis	9.139317080532711e-14	True	RIPK1-mediated regulated necrosis	28	94	11	10790	0.1170212765957446	0.3928571428571428	query_1	['REAC:R-HSA-5218859']	['FASLG', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'HSP90AA1', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8', 'CDC37']
267	REAC	REAC:R-HSA-5675482	Regulation of necroptotic cell death	9.139317080532711e-14	True	Regulation of necroptotic cell death	28	94	11	10790	0.1170212765957446	0.3928571428571428	query_1	['REAC:R-HSA-5213460']	['FASLG', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'HSP90AA1', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8', 'CDC37']
268	KEGG	KEGG:04660	T cell receptor signaling pathway	1.3553715530215802e-13	True	T cell receptor signaling pathway	103	95	17	8161	0.1789473684210526	0.1650485436893204	query_1	['KEGG:00000']	['CARD11', 'MAP3K8', 'GSK3B', 'AKT1', 'NFKBIE', 'NFKBIB', 'MAP3K14', 'CHUK', 'RELA', 'IKBKB', 'TNF', 'NFKB1', 'MALT1', 'IKBKG', 'MAP3K7', 'NFKBIA', 'BCL10']
269	GO:BP	GO:0043066	negative regulation of apoptotic process	1.4832135353216864e-13	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	884	101	29	21110	0.2871287128712871	0.0328054298642533	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'HSP90AB1', 'RELA', 'MCL1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'RIPK1', 'CFLAR', 'TNFSF14', 'MALT1', 'TAX1BP1', 'BIRC3', 'TRAF2', 'TNFAIP3', 'BIRC2', 'BCL2L1', 'SFN', 'BAK1', 'TP53', 'BCL10', 'BAD']
270	KEGG	KEGG:01524	Platinum drug resistance	1.848029456825177e-13	True	Platinum drug resistance	72	95	15	8161	0.1578947368421052	0.2083333333333333	query_1	['KEGG:00000']	['BAX', 'AKT1', 'BCL2', 'FASLG', 'FAS', 'FADD', 'BID', 'BBC3', 'BIRC3', 'BIRC2', 'BCL2L1', 'BAK1', 'CASP8', 'TP53', 'BAD']
271	GO:BP	GO:0008637	apoptotic mitochondrial changes	2.073124758210511e-13	True	"""The morphological and physiological alterations undergone by mitochondria during apoptosis."" [GOC:mah, GOC:mtg_apoptosis]"	106	101	14	21110	0.1386138613861386	0.1320754716981132	query_1	['GO:0006915', 'GO:0007005']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'BID', 'BBC3', 'PYCARD', 'BCL2L1', 'SFN', 'BAK1', 'TP53', 'BAD']
272	GO:BP	GO:0050789	regulation of biological process	2.2732940051195923e-13	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	12480	101	96	21110	0.9504950495049505	0.0076923076923076	query_1	['GO:0008150', 'GO:0065007']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'FYB1', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'NLRP3', 'LTA', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'RHPN2', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
273	GO:BP	GO:0070231	T cell apoptotic process	2.2875420355279123e-13	True	"""Any apoptotic process in a T cell, a type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex."" [CL:0000084, GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	61	101	12	21110	0.1188118811881188	0.1967213114754098	query_1	['GO:0070227']	['BCL2L11', 'BAX', 'AKT1', 'BCL2', 'FASLG', 'FAS', 'FADD', 'BBC3', 'RIPK1', 'BAK1', 'TP53', 'BCL10']
274	REAC	REAC:R-HSA-109606	Intrinsic Pathway for Apoptosis	2.338091120462922e-13	True	Intrinsic Pathway for Apoptosis	54	94	13	10790	0.1382978723404255	0.2407407407407407	query_1	['REAC:R-HSA-109581']	['BCL2L11', 'BAX', 'AKT1', 'BCL2', 'CARD8', 'BID', 'BBC3', 'BCL2L1', 'SFN', 'BAK1', 'CASP8', 'TP53', 'BAD']
275	GO:BP	GO:0065007	biological regulation	3.209897544687617e-13	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	12891	101	97	21110	0.9603960396039604	0.0075246295865332	query_1	['GO:0008150']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'TBKBP1', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'FYB1', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'NLRP3', 'LTA', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'COG7', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'RHPN2', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
276	GO:CC	GO:0031264	death-inducing signaling complex	3.645717581270605e-13	True	"""A protein complex formed by the association of signaling proteins with a death receptor upon ligand binding. The complex includes procaspases and death domain-containing proteins in addition to the ligand-bound receptor, and may control the activation of caspases 8 and 10."" [GOC:mtg_apoptosis, PMID:12628743, PMID:12655293, PMID:8521815]"	9	101	7	22122	0.0693069306930693	0.7777777777777778	query_1	['GO:0098797']	['CASP10', 'FAS', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'CASP8']
277	REAC	REAC:R-HSA-844456	The NLRP3 inflammasome	3.7474585849293873e-13	True	The NLRP3 inflammasome	15	94	9	10790	0.0957446808510638	0.6	query_1	['REAC:R-HSA-622312']	['HSP90AB1', 'RELA', 'NFKB1', 'PSTPIP1', 'NFKB2', 'MEFV', 'PYCARD', 'CASP1', 'APP']
278	GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	4.036438709832863e-13	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3958	101	56	21110	0.5544554455445545	0.0141485598787266	query_1	['GO:0009059', 'GO:0009889', 'GO:0060255']	['CARD11', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'APP', 'TP53', 'BCL10', 'UBE2N', 'NLRP2']
279	GO:BP	GO:0080135	regulation of cellular response to stress	4.278905672377422e-13	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	700	101	26	21110	0.2574257425742574	0.0371428571428571	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'CREBBP', 'UBE2V1', 'TRAF3', 'BCL2', 'MCL1', 'TNF', 'FAS', 'BID', 'BBC3', 'RIPK1', 'TRAF2', 'LTBR', 'PYCARD', 'TRAF6', 'BCL2L1', 'BAK1', 'APP', 'FBXW7', 'TP53', 'UBE2N', 'BAD']
280	KEGG	KEGG:05163	Human cytomegalovirus infection	4.460733289567066e-13	True	Human cytomegalovirus infection	223	95	22	8161	0.231578947368421	0.0986547085201793	query_1	['KEGG:00000']	['BAX', 'GSK3B', 'AKT1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'FASLG', 'TBK1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'BID', 'RIPK1', 'TRADD', 'IKBKG', 'TRAF2', 'NFKBIA', 'BAK1', 'CASP8', 'TP53']
281	GO:BP	GO:0071222	cellular response to lipopolysaccharide	4.656423632946171e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:mah]"	212	101	17	21110	0.1683168316831683	0.080188679245283	query_1	['GO:0032496', 'GO:0071219', 'GO:0071396', 'GO:1901701']	['AKT1', 'TNFRSF1B', 'NFKBIB', 'CARD8', 'RELA', 'TNF', 'NFKB1', 'TNIP2', 'NLRP3', 'MALT1', 'TNIP1', 'TNFAIP3', 'PYCARD', 'TRAF6', 'NFKBIA', 'CASP1', 'BCL10']
282	WP	WP:WP3863	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection	5.56011386323422e-13	True	T-cell antigen receptor (TCR) pathway during Staphylococcus aureus infection	62	92	14	8133	0.1521739130434782	0.2258064516129032	query_1	['WP:000000']	['CARD11', 'MAP3K8', 'GSK3B', 'AKT1', 'MAP3K14', 'CHUK', 'IKBKB', 'TNF', 'NFKB1', 'MALT1', 'IKBKG', 'MAP3K7', 'NFKBIA', 'BCL10']
