Geroderma osteodysplastica	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
108	GO:BP	GO:0035295	tube development	1.1976354176774204e-19	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	100	38	17376	0.38	0.0367504835589942	query_1	['GO:0007275', 'GO:0048856']	['RHOJ', 'MET', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'GORAB', 'SHB', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'TGFBR1', 'PTK2', 'ITGB6', 'SMAD3', 'PDGFRA']
109	GO:BP	GO:0048468	cell development	1.2481346916209296e-19	True	"""The cellular developmental process in which a specific cell progresses from an immature to a mature state. Cell development start once cell commitment has taken place."" [GOC:go_curators]"	2610	100	56	17376	0.56	0.021455938697318	query_1	['GO:0030154', 'GO:0048856', 'GO:0048869']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'FN1', 'PIK3R2', 'DOCK1', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'ITK', 'PLCG2', 'CTNNB1', 'PRAG1', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'ABL2', 'PARD6B', 'FYN', 'PRKCI', 'PARD3', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'KDR', 'VCL', 'VAV1', 'SYK', 'SMURF1', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'PTPN11', 'NCK2', 'PDGFRA', 'F11R']
110	REAC	REAC:R-HSA-9664417	Leishmania phagocytosis	1.555204119145496e-19	True	Leishmania phagocytosis	63	100	15	17376	0.15	0.238095238095238	query_1	['REAC:R-HSA-9664407']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'PTK2', 'ELMO1', 'ELMO2']
111	REAC	REAC:R-HSA-9664422	FCGR3A-mediated phagocytosis	1.555204119145496e-19	True	FCGR3A-mediated phagocytosis	63	100	15	17376	0.15	0.238095238095238	query_1	['REAC:R-HSA-9664417']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'PTK2', 'ELMO1', 'ELMO2']
112	REAC	REAC:R-HSA-9664407	Parasite infection	1.555204119145496e-19	True	Parasite infection	63	100	15	17376	0.15	0.238095238095238	query_1	['REAC:R-HSA-9658195']	['NCK1', 'DOCK1', 'WIPF3', 'CRK', 'WASL', 'WIPF1', 'WIPF2', 'FYN', 'WAS', 'LYN', 'VAV1', 'SYK', 'PTK2', 'ELMO1', 'ELMO2']
113	REAC	REAC:R-HSA-1280218	Adaptive Immune System	1.5959704259428197e-19	True	Adaptive Immune System	750	100	33	17376	0.33	0.044	query_1	['REAC:R-HSA-168256']	['ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'PIK3R2', 'PIK3R1', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'PIK3CA', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'TRAF6', 'LCK', 'BLNK', 'PTPN11']
114	GO:BP	GO:0048869	cellular developmental process	1.6711905210710366e-19	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4070	100	68	17376	0.68	0.0167076167076167	query_1	['GO:0009987', 'GO:0032502']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'CRK', 'FLT3LG', 'HGF', 'ITK', 'PLCG2', 'CTNNB1', 'PRAG1', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'ABL2', 'ITGA5', 'SQSTM1', 'PARD6B', 'FYN', 'PRKCI', 'PARD3', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'VAV1', 'SYK', 'SMURF1', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'PTPN11', 'NCK2', 'PDGFRA', 'F11R']
115	GO:BP	GO:0050790	regulation of catalytic activity	2.3479807118198576e-19	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1766	100	47	17376	0.47	0.0266138165345413	query_1	['GO:0065009']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'PIK3R2', 'KITLG', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'CTNNB1', 'SOS1', 'TGFBR2', 'ABL2', 'DOCK8', 'FYN', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'KDR', 'HRAS', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
116	GO:BP	GO:0031589	cell-substrate adhesion	3.4595501794887918e-19	True	"""The attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:mah, GOC:pf]"	344	100	25	17376	0.25	0.0726744186046511	query_1	['GO:0007155']	['ITGB1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'DOCK1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'KDR', 'VCL', 'PTK2B', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'PRKCZ', 'SMAD3', 'DOCK5']
117	REAC	REAC:R-HSA-9013149	RAC1 GTPase cycle	4.045650978250664e-19	True	RAC1 GTPase cycle	182	100	20	17376	0.2	0.1098901098901098	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'PIK3R2', 'DOCK1', 'PIK3R1', 'WIPF3', 'WASL', 'SOS1', 'WIPF1', 'PARD6A', 'ABL2', 'WIPF2', 'DOCK8', 'WAS', 'DOCK4', 'PIK3CA', 'VAV1', 'PIK3R3', 'DOCK3', 'DOCK2', 'DOCK5']
118	GO:BP	GO:0007264	small GTPase mediated signal transduction	4.111914646161843e-19	True	"""The series of molecular signals in which a small monomeric GTPase relays a signal."" [GOC:mah]"	480	100	28	17376	0.28	0.0583333333333333	query_1	['GO:0035556']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'DOCK1', 'KITLG', 'SRC', 'CRK', 'PRAG1', 'SOS1', 'ABL2', 'SQSTM1', 'DOCK8', 'WAS', 'LAT', 'DOCK4', 'GRB2', 'HRAS', 'VAV1', 'CRKL', 'DOCK3', 'DOCK2', 'DOCK5', 'ELMO1', 'CBL', 'F11R']
119	GO:BP	GO:0043549	regulation of kinase activity	4.922092982976362e-19	True	"""Any process that modulates the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:bf]"	695	100	32	17376	0.32	0.0460431654676259	query_1	['GO:0042325', 'GO:0051338']	['MET', 'PIK3CB', 'PIK3R2', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'KDR', 'HRAS', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'TRAF6', 'DOCK3', 'PTK2', 'PRKCZ', 'CBL', 'NCK2', 'PDGFRA']
120	GO:BP	GO:0032502	developmental process	6.894359707417209e-19	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6020	100	80	17376	0.8	0.0132890365448504	query_1	['GO:0008150']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'PRAG1', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'ABL2', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PARD6B', 'FYN', 'PRKCI', 'GORAB', 'WAS', 'PARD3', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
121	GO:BP	GO:0018193	peptidyl-amino acid modification	7.852046803672638e-19	True	"""The alteration of an amino acid residue in a peptide."" [GOC:mah]"	1167	100	39	17376	0.39	0.0334190231362467	query_1	['GO:0036211']	['MET', 'NCK1', 'KITLG', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'TGFBR2', 'ABL2', 'ITGA5', 'FYN', 'PRKCI', 'PARD3', 'ZAP70', 'LYN', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
122	GO:BP	GO:0051338	regulation of transferase activity	8.325183866363465e-19	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	829	100	34	17376	0.34	0.0410132689987937	query_1	['GO:0050790']	['MET', 'PIK3CB', 'PIK3R2', 'KITLG', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'KDR', 'HRAS', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'TRAF6', 'DOCK3', 'PTK2', 'PRKCZ', 'CBL', 'NCK2', 'PDGFRA']
123	GO:BP	GO:0035239	tube morphogenesis	8.461889923899456e-19	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	830	100	34	17376	0.34	0.0409638554216867	query_1	['GO:0009653', 'GO:0035295']	['RHOJ', 'MET', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SHB', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'TRAF6', 'TGFBR1', 'PTK2', 'SMAD3', 'PDGFRA']
124	GO:BP	GO:0008219	cell death	8.461889923899456e-19	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2010	100	49	17376	0.49	0.0243781094527363	query_1	['GO:0009987']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'PYCR1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'SQSTM1', 'DOCK8', 'FYN', 'PRKCI', 'LYN', 'SHB', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'ELMO1', 'CBL', 'NCK2', 'ELMO2']
125	REAC	REAC:R-HSA-449147	Signaling by Interleukins	1.0704938670704132e-18	True	Signaling by Interleukins	468	100	27	17376	0.27	0.0576923076923076	query_1	['REAC:R-HSA-1280215']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'FN1', 'PIK3R2', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'PIK3CD', 'SQSTM1', 'FYN', 'LYN', 'GRB2', 'PIK3CA', 'VAV1', 'SYK', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'LCK', 'BLNK', 'SMAD3', 'PTPN11', 'CBL']
126	REAC	REAC:R-HSA-5684996	MAPK1/MAPK3 signaling	1.3828400098119041e-18	True	MAPK1/MAPK3 signaling	261	100	22	17376	0.22	0.0842911877394636	query_1	['REAC:R-HSA-5683057']	['MET', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'FLT3LG', 'HGF', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'EGFR', 'PIK3CA', 'VCL', 'HRAS', 'ERBB2', 'TLN1', 'PTK2', 'PTPN11', 'PDGFRA']
127	GO:BP	GO:0007160	cell-matrix adhesion	1.8975924865248733e-18	True	"""The binding of a cell to the extracellular matrix via adhesion molecules."" [GOC:hb]"	219	100	21	17376	0.21	0.0958904109589041	query_1	['GO:0031589']	['ITGB1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'CTNNB1', 'ITGA2B', 'ITGA5', 'PXN', 'KDR', 'VCL', 'PTK2B', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'PRKCZ', 'SMAD3']
128	REAC	REAC:R-HSA-202733	Cell surface interactions at the vascular wall	1.92206604841215e-18	True	Cell surface interactions at the vascular wall	140	100	18	17376	0.18	0.1285714285714285	query_1	['REAC:R-HSA-109582']	['ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA5', 'FYN', 'LYN', 'PIK3CA', 'HRAS', 'PLCG1', 'LCK', 'PTPN11', 'F11R']
129	GO:BP	GO:0007010	cytoskeleton organization	2.3464229790003937e-18	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1440	100	42	17376	0.42	0.0291666666666666	query_1	['GO:0006996']	['RHOJ', 'MET', 'ITGB1', 'NCK1', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'CRK', 'SHC1', 'CTNNB1', 'WASL', 'WIPF1', 'PARD6A', 'ABL2', 'PXN', 'PARD6B', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'GRB2', 'TGFB1', 'PIK3CA', 'HRAS', 'SH3KBP1', 'PTK2B', 'TLN1', 'TGFBR1', 'PTK2', 'DOCK2', 'PRKCZ', 'SMAD3', 'ELMO1', 'NCK2', 'PDGFRA', 'F11R', 'ELMO2']
130	REAC	REAC:R-HSA-2173789	TGF-beta receptor signaling activates SMADs	2.43267160030045e-18	True	TGF-beta receptor signaling activates SMADs	44	100	13	17376	0.13	0.2954545454545454	query_1	['REAC:R-HSA-170834']	['ITGB1', 'SMURF2', 'ITGB5', 'ITGAV', 'SMAD7', 'ITGB3', 'TGFB3', 'TGFBR2', 'SMURF1', 'TGFBR1', 'ITGB6', 'SMAD3', 'CBL']
131	REAC	REAC:R-HSA-9006936	Signaling by TGFB family members	2.743574433428094e-18	True	Signaling by TGFB family members	118	100	17	17376	0.17	0.1440677966101695	query_1	['REAC:R-HSA-162582']	['ITGB1', 'SMURF2', 'ITGB5', 'ITGAV', 'SMAD7', 'ITGB3', 'TGFB3', 'TGFBR2', 'PARD6A', 'PARD3', 'SMURF1', 'TGFBR1', 'ITGB6', 'PRKCZ', 'SMAD3', 'CBL', 'F11R']
132	REAC	REAC:R-HSA-2172127	DAP12 interactions	3.267964877931049e-18	True	DAP12 interactions	33	100	12	17376	0.12	0.3636363636363636	query_1	['REAC:R-HSA-168249']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LCP2', 'PIK3CA', 'HRAS', 'SYK', 'PLCG1', 'LCK']
133	GO:BP	GO:0000165	MAPK cascade	3.42403103800479e-18	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	744	100	32	17376	0.32	0.043010752688172	query_1	['GO:0035556']	['RAPGEF1', 'PIK3CB', 'KLHDC10', 'ITGAV', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'LYN', 'GRB2', 'DVL2', 'EGFR', 'KDR', 'HRAS', 'SYK', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'TGFBR1', 'PRKCZ', 'SMAD3', 'PTPN11', 'PDGFRA']
134	GO:BP	GO:0001934	positive regulation of protein phosphorylation	3.5359089328015155e-18	True	"""Any process that activates or increases the frequency, rate or extent of addition of phosphate groups to amino acids within a protein."" [GOC:hjd]"	686	100	31	17376	0.31	0.0451895043731778	query_1	['GO:0001932', 'GO:0006468', 'GO:0031401', 'GO:0042327']	['KITLG', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'PLCG2', 'TGFBR2', 'ITGA5', 'SQSTM1', 'FYN', 'LAT', 'LYN', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PTK2', 'PRKCZ', 'PTPN11']
135	GO:BP	GO:0043085	positive regulation of catalytic activity	3.612431243703531e-18	True	"""Any process that activates or increases the activity of an enzyme."" [GOC:ebc, GOC:jl, GOC:tb, GOC:vw]"	1075	100	37	17376	0.37	0.0344186046511627	query_1	['GO:0044093', 'GO:0050790']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'CRK', 'ITK', 'CTNNB1', 'SOS1', 'TGFBR2', 'ABL2', 'DOCK8', 'FYN', 'LAT', 'LYN', 'DVL2', 'LCP2', 'EGFR', 'KDR', 'HRAS', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'DOCK3', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'PDGFRA', 'F11R']
136	REAC	REAC:R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	4.907164903624584e-18	True	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	34	100	12	17376	0.12	0.3529411764705882	query_1	['REAC:R-HSA-983705']	['NCK1', 'PIK3R1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'LYN', 'VAV1', 'SYK', 'SH3KBP1', 'BLNK']
137	GO:BP	GO:0006897	endocytosis	6.464052117118274e-18	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	701	100	31	17376	0.31	0.0442225392296719	query_1	['GO:0016192']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'DOCK1', 'SRC', 'ITGB3', 'PLCG2', 'WASL', 'TGFBR2', 'ABL2', 'FYN', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'HRAS', 'VAV1', 'SYK', 'FCGR1A', 'SH3KBP1', 'SH3GL2', 'VTN', 'PTK2', 'DOCK2', 'ELMO1', 'CBL', 'ELMO2']
138	GO:BP	GO:0043408	regulation of MAPK cascade	6.579542498142178e-18	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade."" [GOC:go_curators]"	644	100	30	17376	0.3	0.046583850931677	query_1	['GO:0000165', 'GO:1902531']	['RAPGEF1', 'PIK3CB', 'KLHDC10', 'FN1', 'PIK3R2', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'LYN', 'GRB2', 'DVL2', 'EGFR', 'KDR', 'HRAS', 'SYK', 'ERBB2', 'PTK2B', 'TRAF6', 'CRKL', 'TGFBR1', 'PRKCZ', 'PTPN11', 'PDGFRA']
139	REAC	REAC:R-HSA-177929	Signaling by EGFR	8.047646375098819e-18	True	Signaling by EGFR	48	100	13	17376	0.13	0.2708333333333333	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'PXN', 'EGFR', 'PIK3CA', 'HRAS', 'PLCG1', 'SH3KBP1', 'SH3GL2', 'PTPN11', 'CBL']
140	GO:BP	GO:0012501	programmed cell death	9.875164204417762e-18	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1849	100	46	17376	0.46	0.0248783126014061	query_1	['GO:0008219']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'SQSTM1', 'DOCK8', 'PRKCI', 'LYN', 'SHB', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'ELMO1', 'CBL', 'NCK2', 'ELMO2']
141	REAC	REAC:0000000	REACTOME root term	1.04875641900202e-17	True	REACTOME root term	9962	100	96	17376	0.96	0.0096366191527805	query_1	[]	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'ZNF398', 'PRAG1', 'WASL', 'SOS1', 'PYCR1', 'USP4', 'TGFBR2', 'PIK3CD', 'WIPF1', 'PARD6A', 'ABL2', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PXN', 'WIPF2', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R', 'ELMO2']
142	GO:CC	GO:0005829	cytosol	1.1311868559305376e-17	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5248	100	74	17376	0.74	0.0141006097560975	query_1	['GO:0005737', 'GO:0110165']	['RAPGEF1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGAV', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'SMAD7', 'PIK3R1', 'WIPF3', 'CRK', 'FLT3LG', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'PRAG1', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'WIPF1', 'PARD6A', 'ABL2', 'SQSTM1', 'PXN', 'WIPF2', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'GORAB', 'WAS', 'PARD3', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'PIK3CA', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'DOCK3', 'TLN1', 'PTK2', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'ELMO2']
