Mandibuloacral dysplasia with type A lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
220	GO:BP	GO:0043170	macromolecule metabolic process	1.3343881826339944e-11	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8540	102	85	17376	0.8333333333333334	0.0099531615925058	query_1	['GO:0071704']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'RPA3', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
221	GO:BP	GO:0061982	meiosis I cell cycle process	1.7082572339393652e-11	True	"""A process that contributes to the first meiotic division. The first meiotic division is the reductive division resulting in the separation of homologous chromosome pairs."" [PMID:29385397]"	132	102	13	17376	0.1274509803921568	0.0984848484848484	query_1	['GO:1903046']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'ERCC1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1', 'MSH6']
222	GO:CC	GO:0043226	organelle	1.887831386906644e-11	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12942	102	101	17376	0.9901960784313726	0.007804048833256	query_1	['GO:0110165']	['RBBP8', 'MICOS10', 'HUS1', 'RPA4', 'MTX3', 'MTX2', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MICOS13', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'MTX1', 'CHCHD3', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'RPA3', 'PMS2', 'PARP1', 'APOOL', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'VDAC1', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'CARD19', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'APOO', 'CHCHD6', 'POLD1', 'BARD1', 'POLB', 'WRN', 'EMD', 'RMI2', 'POLE2', 'DNAJC11', 'RMI1', 'TP53', 'CHCHD10', 'SAMM50', 'PNKP', 'NEIL1', 'IMMT', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
223	GO:CC	GO:1902494	catalytic complex	1.9045553349566116e-11	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1713	102	36	17376	0.3529411764705882	0.021015761821366	query_1	['GO:0032991']	['TP53BP1', 'POLD3', 'FANCI', 'DCLRE1C', 'LIG3', 'XRCC6', 'PAXIP1', 'LIG4', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'RAD51', 'TOP3A', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'POLD1', 'BARD1', 'RMI2', 'POLE2', 'RMI1', 'POLE', 'POLD2', 'RNF8']
224	GO:BP	GO:1904354	negative regulation of telomere capping	2.0198943901858216e-11	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomere capping."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	8	102	6	17376	0.0588235294117647	0.75	query_1	['GO:0016233', 'GO:0032205', 'GO:1904353']	['NBN', 'RAD50', 'ERCC1', 'ERCC4', 'ATM', 'XRCC1']
225	GO:BP	GO:0110025	DNA strand resection involved in replication fork processing	2.0198943901858216e-11	True	"""The 5' to 3' exonucleolytic resection of DNA at the site of a stalled replication fork that contributes to replication fork processing."" [GOC:mah, PMID:28475874]"	8	102	6	17376	0.0588235294117647	0.75	query_1	['GO:0006259', 'GO:0031297']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'BRCA1', 'BARD1']
226	REAC	REAC:R-HSA-1592230	Mitochondrial biogenesis	2.556387620971493e-11	True	Mitochondrial biogenesis	92	102	11	17376	0.1078431372549019	0.1195652173913043	query_1	['REAC:R-HSA-1852241']	['MICOS10', 'MTX2', 'MICOS13', 'MTX1', 'CHCHD3', 'APOOL', 'APOO', 'CHCHD6', 'DNAJC11', 'SAMM50', 'IMMT']
227	REAC	REAC:R-HSA-5423599	Diseases of Mismatch Repair (MMR)	2.6796504787673008e-11	True	Diseases of Mismatch Repair (MMR)	5	102	5	17376	0.0490196078431372	1.0	query_1	['REAC:R-HSA-9675135']	['MSH2', 'MLH1', 'MSH3', 'PMS2', 'MSH6']
228	GO:BP	GO:0036297	interstrand cross-link repair	2.7776105439404888e-11	True	"""Removal of a DNA interstrand crosslink (a covalent attachment of DNA bases on opposite strands of the DNA) and restoration of the DNA. DNA interstrand crosslinks occur when both strands of duplex DNA are covalently tethered together (e.g. by an exogenous or endogenous agent), thus preventing the strand unwinding necessary for essential DNA functions such as transcription and replication."" [GOC:vw, PMID:16464006, PMID:22064477]"	40	102	9	17376	0.088235294117647	0.225	query_1	['GO:0006281']	['XPA', 'FANCI', 'DCLRE1C', 'RAD51AP1', 'ERCC1', 'ERCC4', 'FANCD2', 'RAD51', 'RNF8']
229	GO:CC	GO:0098800	inner mitochondrial membrane protein complex	3.6537995527535176e-11	True	"""Any protein complex that is part of the inner mitochondrial membrane."" [GOC:dos]"	154	102	13	17376	0.1274509803921568	0.0844155844155844	query_1	['GO:0005743', 'GO:0098796', 'GO:0098798']	['MICOS10', 'MTX3', 'MTX2', 'MICOS13', 'MTX1', 'CHCHD3', 'APOOL', 'APOO', 'CHCHD6', 'DNAJC11', 'CHCHD10', 'SAMM50', 'IMMT']
230	GO:CC	GO:0030896	checkpoint clamp complex	3.8032508230279797e-11	True	"""Conserved heterotrimeric complex of PCNA-like proteins that is loaded onto DNA at sites of DNA damage."" [PMID:12531008]"	5	102	5	17376	0.0490196078431372	1.0	query_1	['GO:0000794', 'GO:0140513']	['HUS1', 'RAD9B', 'RAD1', 'RAD9A', 'HUS1B']
231	GO:BP	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	4.411166466101315e-11	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	61	102	10	17376	0.0980392156862745	0.1639344262295081	query_1	['GO:0000086', 'GO:0010389', 'GO:1901991', 'GO:1902750']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'BARD1']
232	GO:BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	4.561023798075225e-11	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	178	102	14	17376	0.1372549019607843	0.0786516853932584	query_1	['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'RPA2', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
233	GO:BP	GO:0002312	B cell activation involved in immune response	5.5438855304566476e-11	True	"""The change in morphology and behavior of a mature or immature B cell during an immune response, resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:jal]"	86	102	11	17376	0.1078431372549019	0.127906976744186	query_1	['GO:0002285', 'GO:0042113']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
234	GO:BP	GO:1902750	negative regulation of cell cycle G2/M phase transition	6.018111257794852e-11	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	63	102	10	17376	0.0980392156862745	0.1587301587301587	query_1	['GO:0044839', 'GO:1901988', 'GO:1902749']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'BARD1']
235	GO:BP	GO:0071103	DNA conformation change	7.050268067381044e-11	True	"""A cellular process that results in a change in the spatial configuration of a DNA molecule. A conformation change can bend DNA, or alter the, twist, writhe, or linking number of a DNA molecule."" [GOC:mah]"	88	102	11	17376	0.1078431372549019	0.125	query_1	['GO:0051276']	['BRIP1', 'NBN', 'RAD50', 'XRCC6', 'XRCC5', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'TOP3A', 'WRN']
236	GO:BP	GO:0033151	V(D)J recombination	1.1370508106006792e-10	True	"""The process in which immune receptor V, D, and J, or V and J gene segments, depending on the specific receptor, are recombined within a single locus utilizing the conserved heptamer and nonomer recombination signal sequences (RSS)."" [GOC:add, ISBN:0781700221, ISBN:0781735149]"	18	102	7	17376	0.0686274509803921	0.3888888888888889	query_1	['GO:0002562']	['DCLRE1C', 'LIG4', 'XRCC4', 'NHEJ1', 'ATM', 'PRKDC', 'POLB']
237	GO:BP	GO:0051103	DNA ligation involved in DNA repair	1.20935996526424e-10	True	"""The re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase, that contributes to DNA repair."" [GOC:ai]"	5	102	5	17376	0.0490196078431372	1.0	query_1	['GO:0006266', 'GO:0006281']	['LIG3', 'LIG4', 'XRCC4', 'NHEJ1', 'PNKP']
238	GO:BP	GO:0044839	cell cycle G2/M phase transition	1.2209916316779823e-10	True	"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]"	155	102	13	17376	0.1274509803921568	0.0838709677419354	query_1	['GO:0044770']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'TP53']
239	REAC	REAC:R-HSA-176187	Activation of ATR in response to replication stress	1.5009721381560287e-10	True	Activation of ATR in response to replication stress	37	102	8	17376	0.0784313725490196	0.2162162162162162	query_1	['REAC:R-HSA-69481']	['HUS1', 'RAD9B', 'RPA2', 'RAD1', 'RPA3', 'RPA1', 'RAD9A', 'CDK2']
240	GO:BP	GO:0000729	DNA double-strand break processing	1.7437243930859082e-10	True	"""The 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang."" [PMID:10357855]"	19	102	7	17376	0.0686274509803921	0.3684210526315789	query_1	['GO:0006259', 'GO:0006302']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD52', 'BLM', 'MRE11']
241	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	1.786391509568107e-10	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	96	102	11	17376	0.1078431372549019	0.1145833333333333	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1']
242	GO:BP	GO:0042113	B cell activation	2.0877747372656087e-10	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	288	102	16	17376	0.1568627450980392	0.0555555555555555	query_1	['GO:0046649']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'TP53', 'RNF8', 'MSH6']
243	GO:BP	GO:0006807	nitrogen compound metabolic process	2.2185937007159588e-10	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8916	102	85	17376	0.8333333333333334	0.009533423059668	query_1	['GO:0008152']	['RBBP8', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'RPA3', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'TP53', 'CHCHD10', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6']
244	GO:BP	GO:0045739	positive regulation of DNA repair	2.3229732428877022e-10	True	"""Any process that activates or increases the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	129	102	12	17376	0.1176470588235294	0.0930232558139534	query_1	['GO:0006281', 'GO:0006282', 'GO:0048584', 'GO:0051054']	['RBBP8', 'USP1', 'RAD51AP1', 'WDR48', 'H2AX', 'PCNA', 'PARP1', 'BRCA1', 'PRKDC', 'XRCC1', 'PNKP', 'RNF8']
245	GO:BP	GO:0000012	single strand break repair	2.864449048059642e-10	True	"""The repair of single strand breaks in DNA. Repair of such breaks is mediated by the same enzyme systems as are used in base excision repair."" [PMID:18626472]"	11	102	6	17376	0.0588235294117647	0.5454545454545454	query_1	['GO:0006281']	['LIG4', 'APLF', 'TDP1', 'PARP1', 'APTX', 'XRCC1']
246	REAC	REAC:R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	3.2271700719519656e-10	True	TP53 Regulates Transcription of DNA Repair Genes	61	102	9	17376	0.088235294117647	0.1475409836065573	query_1	['REAC:R-HSA-3700989']	['MSH2', 'FANCI', 'MLH1', 'MDC1', 'PMS2', 'FANCD2', 'ATM', 'BRCA1', 'TP53']
247	GO:BP	GO:0032508	DNA duplex unwinding	3.340057919325248e-10	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating a region of unpaired single strands."" [GOC:isa_complete, GOC:mah]"	75	102	10	17376	0.0980392156862745	0.1333333333333333	query_1	['GO:0032392']	['BRIP1', 'NBN', 'RAD50', 'XRCC6', 'XRCC5', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'WRN']
248	GO:BP	GO:0033044	regulation of chromosome organization	3.498472002755536e-10	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome."" [GOC:mah]"	252	102	15	17376	0.1470588235294117	0.0595238095238095	query_1	['GO:0033043', 'GO:0051276']	['LMNA', 'NBN', 'RAD50', 'LIG4', 'FEN1', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATM', 'MRE11', 'CDK2', 'XRCC1', 'RMI2', 'PNKP']
249	GO:BP	GO:0006301	postreplication repair	3.8665336719087884e-10	True	"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication. Includes pathways that remove replication-blocking lesions in conjunction with DNA replication."" [GOC:elh]"	35	102	8	17376	0.0784313725490196	0.2285714285714285	query_1	['GO:0006281']	['MSH2', 'USP1', 'POLD3', 'PCNA', 'BRCA1', 'POLD1', 'POLE2', 'POLD2']
250	GO:BP	GO:0032204	regulation of telomere maintenance	4.059688002788946e-10	True	"""Any process that modulates the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."" [GOC:mah]"	104	102	11	17376	0.1078431372549019	0.1057692307692307	query_1	['GO:0000723', 'GO:0033044', 'GO:0051052']	['LMNA', 'NBN', 'RAD50', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'ATM', 'MRE11', 'XRCC1', 'PNKP']
251	GO:BP	GO:0009416	response to light stimulus	4.395265326470736e-10	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]"	304	102	16	17376	0.1568627450980392	0.0526315789473684	query_1	['GO:0009314']	['HUS1', 'XPA', 'MSH2', 'USP1', 'POLD3', 'FEN1', 'OGG1', 'BRCA2', 'PCNA', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'WRN', 'TP53', 'MSH6']
252	GO:CC	GO:0031968	organelle outer membrane	4.779978233233119e-10	True	"""The outer, i.e. cytoplasm-facing in a cellular organelle, lipid bilayer of an organelle envelope."" [GOC:mah]"	232	102	14	17376	0.1372549019607843	0.0603448275862069	query_1	['GO:0019867', 'GO:0031967', 'GO:0098588']	['MICOS10', 'MTX3', 'MTX2', 'MICOS13', 'MTX1', 'CHCHD3', 'APOOL', 'VDAC1', 'APOO', 'CHCHD6', 'EMD', 'DNAJC11', 'SAMM50', 'IMMT']
253	GO:CC	GO:0019867	outer membrane	5.236000149351791e-10	True	"""The external membrane of Gram-negative bacteria or certain organelles such as mitochondria and chloroplasts; freely permeable to most ions and metabolites."" [GOC:go_curators]"	234	102	14	17376	0.1372549019607843	0.0598290598290598	query_1	['GO:0016020']	['MICOS10', 'MTX3', 'MTX2', 'MICOS13', 'MTX1', 'CHCHD3', 'APOOL', 'VDAC1', 'APOO', 'CHCHD6', 'EMD', 'DNAJC11', 'SAMM50', 'IMMT']
254	GO:BP	GO:0080134	regulation of response to stress	5.267295482606299e-10	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1380	102	31	17376	0.3039215686274509	0.022463768115942	query_1	['GO:0006950', 'GO:0048583']	['RBBP8', 'LMNA', 'USP1', 'TP53BP1', 'RAD52', 'RAD51AP1', 'XRCC6', 'WDR48', 'H2AX', 'RPA2', 'OGG1', 'BRCA2', 'PCNA', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'FANCD2', 'ATM', 'RAD9A', 'VDAC1', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'BARD1', 'RMI2', 'TP53', 'PNKP', 'BANF1', 'RNF8']
255	GO:BP	GO:0016446	somatic hypermutation of immunoglobulin genes	5.379891767071714e-10	True	"""Mutations occurring somatically that result in amino acid changes in the rearranged V regions of immunoglobulins."" [GOC:add, ISBN:0781735149, PMID:11205330, PMID:11205333, PMID:14975236, PMID:7813007]"	12	102	6	17376	0.0588235294117647	0.5	query_1	['GO:0002566', 'GO:0016445']	['MSH2', 'MLH1', 'PMS2', 'EXO1', 'POLB', 'MSH6']
256	REAC	REAC:R-HSA-164843	2-LTR circle formation	5.387096801033705e-10	True	2-LTR circle formation	7	102	5	17376	0.0490196078431372	0.7142857142857143	query_1	['REAC:R-HSA-162592']	['XRCC6', 'LIG4', 'XRCC4', 'XRCC5', 'BANF1']
257	GO:BP	GO:0033260	nuclear DNA replication	6.030503050372459e-10	True	"""The DNA-dependent DNA replication that occurs in the nucleus of eukaryotic organisms as part of the cell cycle."" [GOC:mtg_cell_cycle]"	37	102	8	17376	0.0784313725490196	0.2162162162162162	query_1	['GO:0044786']	['FEN1', 'LIG1', 'BRCA2', 'POLA1', 'PCNA', 'BLM', 'RAD51', 'WRN']
258	GO:BP	GO:0032392	DNA geometric change	6.88563157492345e-10	True	"""The process in which a transformation is induced in the geometry of a DNA double helix, resulting in a change in twist, writhe, or both, but with no change in linking number. Includes the unwinding of double-stranded DNA by helicases."" [GOC:mah]"	81	102	10	17376	0.0980392156862745	0.1234567901234567	query_1	['GO:0071103']	['BRIP1', 'NBN', 'RAD50', 'XRCC6', 'XRCC5', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'WRN']
259	GO:CC	GO:0032300	mismatch repair complex	7.385160345137042e-10	True	"""Any complex formed of proteins that act in mismatch repair."" [GOC:mah]"	7	102	5	17376	0.0490196078431372	0.7142857142857143	query_1	['GO:0005622', 'GO:0032991']	['MSH2', 'MLH1', 'MSH3', 'PMS2', 'MSH6']
260	GO:BP	GO:0002566	somatic diversification of immune receptors via somatic mutation	9.709015221068515e-10	True	"""The process in which immune receptor genes are diversified through somatic mutation."" [ISBN:0781735149, PMID:16102575]"	13	102	6	17376	0.0588235294117647	0.4615384615384615	query_1	['GO:0002200']	['MSH2', 'MLH1', 'PMS2', 'EXO1', 'POLB', 'MSH6']
261	GO:CC	GO:0005741	mitochondrial outer membrane	1.3533597147213847e-09	True	"""The outer, i.e. cytoplasm-facing, lipid bilayer of the mitochondrial envelope."" [GOC:ai]"	207	102	13	17376	0.1274509803921568	0.0628019323671497	query_1	['GO:0031966', 'GO:0031968']	['MICOS10', 'MTX3', 'MTX2', 'MICOS13', 'MTX1', 'CHCHD3', 'APOOL', 'VDAC1', 'APOO', 'CHCHD6', 'DNAJC11', 'SAMM50', 'IMMT']
262	REAC	REAC:R-HSA-110362	POLB-Dependent Long Patch Base Excision Repair	1.413987957828162e-09	True	POLB-Dependent Long Patch Base Excision Repair	8	102	5	17376	0.0490196078431372	0.625	query_1	['REAC:R-HSA-110373']	['FEN1', 'LIG1', 'PARP1', 'APEX1', 'POLB']
263	GO:CC	GO:0140535	intracellular protein-containing complex	1.4557243763581935e-09	True	"""A protein-containing complex located intracellularly."" [GOC:pg]"	896	102	24	17376	0.2352941176470588	0.0267857142857142	query_1	['GO:0032991']	['POLD3', 'DCLRE1C', 'XRCC6', 'LIG4', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'XRCC4', 'XRCC5', 'NHEJ1', 'POLE3', 'RAD51', 'PRIM2', 'BRCA1', 'PRKDC', 'POLA2', 'POLD1', 'BARD1', 'POLE2', 'POLE', 'POLD2', 'RNF8']
264	GO:BP	GO:0000722	telomere maintenance via recombination	1.677820324847978e-09	True	"""Any recombinational process that contributes to the maintenance of proper telomeric length."" [GOC:elh, PMID:11850777]"	14	102	6	17376	0.0588235294117647	0.4285714285714285	query_1	['GO:0000723', 'GO:0006312']	['RAD50', 'BRCA2', 'ERCC1', 'ERCC4', 'RAD51', 'XRCC1']
265	GO:BP	GO:0044786	cell cycle DNA replication	1.7438959670871674e-09	True	"""The DNA-dependent DNA replication that takes place as part of the cell cycle."" [GOC:mtg_cell_cycle]"	42	102	8	17376	0.0784313725490196	0.1904761904761904	query_1	['GO:0006261', 'GO:0022402']	['FEN1', 'LIG1', 'BRCA2', 'POLA1', 'PCNA', 'BLM', 'RAD51', 'WRN']
