Williams syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
57	REAC	REAC:R-HSA-983695	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	2.1945223800231883e-08	True	Antigen activates B Cell Receptor (BCR) leading to generation of second messengers	34	108	8	10022	0.074074074074074	0.2352941176470588	query_1	['REAC:R-HSA-983705']	['PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'VAV1', 'SYK', 'SH3KBP1']
207	GO:BP	GO:0048589	developmental growth	2.237913781665659e-08	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:go_curators]"	626	118	22	15719	0.1864406779661017	0.0351437699680511	query_1	['GO:0032502', 'GO:0040007']	['LIMK1', 'ITGB1', 'EIF4H', 'FN1', 'SRC', 'SPP1', 'LRP4', 'SOS1', 'ITGA4', 'NRP2', 'VCL', 'MUSK', 'CDH1', 'VEGFA', 'AGRN', 'SH3GL2', 'L1CAM', 'NRP1', 'ADAM15', 'PTPN11', 'SEMA4D', 'PLXNA1']
20	GO:CC	GO:0005576	extracellular region	2.320856865715932e-08	True	"""The space external to the outermost structure of a cell. For cells without external protective or external encapsulating structures this refers to space outside of the plasma membrane. This term covers the host cell environment outside an intracellular parasite."" [GOC:go_curators]"	3767	118	57	16420	0.4830508474576271	0.0151314043005043	query_1	['GO:0110165']	['MET', 'ITGB1', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'PSAT1', 'SPP1', 'ITGB3', 'TGFB3', 'VPS37D', 'CRK', 'HGF', 'PLCG2', 'LTBP1', 'LOX', 'STX1A', 'ITGA2B', 'ITGA4', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'MFAP3', 'NRP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'CDH1', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'MFAP5', 'VTN', 'TLN1', 'VCAM1', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'ELN', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1', 'MFAP4']
208	GO:BP	GO:0050817	coagulation	2.4550186736358472e-08	True	"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]"	225	118	14	15719	0.1186440677966101	0.0622222222222222	query_1	['GO:0032501']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'VTN', 'TLN1', 'LCK', 'EMILIN1', 'THBS1', 'PDGFRA']
209	GO:BP	GO:1901653	cellular response to peptide	2.5389761512912117e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	359	118	17	15719	0.1440677966101695	0.0473537604456824	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'GAB1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'FBN1', 'VCAM1', 'PTK2', 'PTPN11']
58	REAC	REAC:R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	2.6345017525673872e-08	True	Fcgamma receptor (FCGR) dependent phagocytosis	89	108	11	10022	0.1018518518518518	0.1235955056179775	query_1	['REAC:R-HSA-168249']	['LIMK1', 'PIK3R1', 'CRK', 'PLCG2', 'FYN', 'LYN', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2']
59	REAC	REAC:R-HSA-202433	Generation of second messenger molecules	2.7255322448749e-08	True	Generation of second messenger molecules	35	108	8	10022	0.074074074074074	0.2285714285714285	query_1	['REAC:R-HSA-202403']	['ITK', 'PLCG2', 'LAT', 'ZAP70', 'LCP2', 'PLCG1', 'LCK', 'GRAP2']
210	GO:BP	GO:0007599	hemostasis	2.72846721944776e-08	True	"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]"	227	118	14	15719	0.1186440677966101	0.0616740088105726	query_1	['GO:0050878']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'VTN', 'TLN1', 'LCK', 'EMILIN1', 'THBS1', 'PDGFRA']
211	GO:BP	GO:0045595	regulation of cell differentiation	2.8002711654584398e-08	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1479	118	34	15719	0.288135593220339	0.0229885057471264	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']	['LIMK1', 'ITGB1', 'PLXNB1', 'FN1', 'ITGAV', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'LRP4', 'SOS1', 'LOX', 'BCL7B', 'ZAP70', 'LYN', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
212	GO:BP	GO:0150116	regulation of cell-substrate junction organization	2.805573381621996e-08	True	"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	67	118	9	15719	0.0762711864406779	0.1343283582089552	query_1	['GO:0051128', 'GO:0150115']	['SRC', 'PIK3R1', 'KDR', 'VCL', 'VEGFA', 'TLN1', 'PTK2', 'NRP1', 'THBS1']
213	GO:BP	GO:0008283	cell population proliferation	2.8342852615818142e-08	True	"""The multiplication or reproduction of cells, resulting in the expansion of a cell population."" [GOC:mah, GOC:mb]"	1895	118	39	15719	0.3305084745762712	0.0205804749340369	query_1	['GO:0009987']	['RAPGEF1', 'ITGB1', 'MLXIPL', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'SOS1', 'FYN', 'ITGA4', 'BCL7B', 'ZAP70', 'LYN', 'TNC', 'NRP2', 'EGFR', 'KDR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'GAB2', 'VCAM1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ELN', 'PDGFRA', 'FLT1', 'PGF']
214	GO:BP	GO:0007179	transforming growth factor beta receptor signaling pathway	3.013815509984094e-08	True	"""The series of molecular signals initiated by an extracellular ligand binding to a transforming growth factor beta receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:BHF, GOC:mah, GOC:signaling]"	190	118	13	15719	0.1101694915254237	0.0684210526315789	query_1	['GO:0007178', 'GO:0071560']	['ITGB5', 'SRC', 'TGFB3', 'LTBP1', 'LOX', 'PXN', 'FBN1', 'FBN2', 'ITGB6', 'PTK2', 'EMILIN1', 'THBS1', 'ITGA3']
60	REAC	REAC:R-HSA-1643713	Signaling by EGFR in Cancer	3.05682101685315e-08	True	Signaling by EGFR in Cancer	23	108	7	10022	0.0648148148148148	0.3043478260869565	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SHC1', 'SOS1', 'GAB1', 'EGFR', 'PLCG1', 'CBL']
215	GO:BP	GO:0060560	developmental growth involved in morphogenesis	3.343902167039389e-08	True	"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]"	231	118	14	15719	0.1186440677966101	0.0606060606060606	query_1	['GO:0009653', 'GO:0048589']	['LIMK1', 'ITGB1', 'FN1', 'SPP1', 'ITGA4', 'NRP2', 'VCL', 'CDH1', 'VEGFA', 'SH3GL2', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
216	GO:BP	GO:1901888	regulation of cell junction assembly	3.3940967714797074e-08	True	"""Any process that modulates the frequency, rate or extent of cell junction assembly."" [GOC:TermGenie]"	192	118	13	15719	0.1101694915254237	0.0677083333333333	query_1	['GO:0034329', 'GO:0044087', 'GO:0051128']	['RAPGEF1', 'SRC', 'KDR', 'VCL', 'MUSK', 'PTK2B', 'VEGFA', 'AGRN', 'TLN1', 'PTK2', 'NRP1', 'THBS1', 'SEMA4D']
217	GO:BP	GO:0050770	regulation of axonogenesis	3.418526891677458e-08	True	"""Any process that modulates the frequency, rate or extent of axonogenesis, the generation of an axon, the long process of a neuron."" [GOC:ai]"	156	118	12	15719	0.1016949152542373	0.0769230769230769	query_1	['GO:0007409', 'GO:0010975', 'GO:0022603']	['LIMK1', 'PLXNB1', 'FN1', 'SPP1', 'RET', 'LRP4', 'CDH1', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
61	REAC	REAC:R-HSA-449147	Signaling by Interleukins	3.684945131968795e-08	True	Signaling by Interleukins	467	108	22	10022	0.2037037037037037	0.0471092077087794	query_1	['REAC:R-HSA-1280215']	['RAPGEF1', 'ITGB1', 'FN1', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'STX1A', 'FYN', 'LYN', 'GRB2', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'GAB2', 'VCAM1', 'LCK', 'CBL', 'PTPN11']
218	GO:BP	GO:0006955	immune response	3.8319343649761125e-08	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1662	118	36	15719	0.3050847457627119	0.0216606498194945	query_1	['GO:0002376', 'GO:0050896']	['LIMK1', 'RAPGEF1', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'NCF1', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'LCP2', 'JAM3', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'CRKL', 'VTN', 'GAB2', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ADAM15', 'CBL', 'PTPN11', 'SEMA4D', 'MFAP4']
219	GO:BP	GO:0097529	myeloid leukocyte migration	3.880535150001825e-08	True	"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]"	234	118	14	15719	0.1186440677966101	0.0598290598290598	query_1	['GO:0050900']	['ITGA9', 'VEGFB', 'PIK3R1', 'LYN', 'JAM3', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'PTK2', 'EMILIN1', 'THBS1', 'FLT1', 'PGF']
62	REAC	REAC:R-HSA-1266738	Developmental Biology	3.96385301445302e-08	True	Developmental Biology	1081	108	34	10022	0.3148148148148148	0.0314523589269195	query_1	['REAC:0000000']	['LIMK1', 'MET', 'ITGB1', 'ITGA9', 'PLXNB1', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'RET', 'SHC1', 'SOS1', 'GAB1', 'STX1A', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'AGRN', 'SH3GL2', 'GAB2', 'SHC3', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
21	GO:CC	GO:0032587	ruffle membrane	3.9775572077852e-08	True	"""The portion of the plasma membrane surrounding a ruffle."" [GOC:mah]"	99	118	10	16420	0.0847457627118644	0.101010101010101	query_1	['GO:0001726', 'GO:0031253', 'GO:0031256']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
22	GO:CC	GO:0098796	membrane protein complex	4.434896297930629e-08	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1249	118	30	16420	0.2542372881355932	0.0240192153722978	query_1	['GO:0016020', 'GO:0032991']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'PIK3R1', 'VPS37D', 'RET', 'SHC1', 'STX1A', 'ITGA2B', 'ITGA5', 'ITGA4', 'NCF1', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'ITGAE', 'SYK', 'ERBB2', 'CDH1', 'PTK2B', 'VTN', 'VCAM1', 'ITGB6', 'EMILIN1', 'ITGB7', 'ITGA3', 'CBL']
220	GO:BP	GO:0016043	cellular component organization	4.7702362146324414e-08	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	118	77	15719	0.652542372881356	0.0127546794765612	query_1	['GO:0071840']	['LIMK1', 'MET', 'RAPGEF1', 'ITGB1', 'EIF4H', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VPS37D', 'CRK', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'GAB1', 'LOX', 'STX1A', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'BUD23', 'BCL7B', 'SMARCA5', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'NRP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'RFC2', 'KDR', 'VCL', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'GTF2IRD2', 'MFAP5', 'CRKL', 'CLIP2', 'VTN', 'BAZ1B', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1', 'MFAP4']
221	GO:BP	GO:0050808	synapse organization	4.79692342841856e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a synapse, the junction between a neuron and a target (neuron, muscle, or secretory cell)."" [GOC:ai, GOC:pr]"	427	118	18	15719	0.1525423728813559	0.0421545667447306	query_1	['GO:0034330']	['ITGB1', 'PLXNB1', 'ITGB3', 'CRK', 'LRP4', 'FYN', 'TNC', 'NRP2', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'AGRN', 'CRKL', 'L1CAM', 'NRP1', 'ITGA3', 'SEMA4D']
222	GO:BP	GO:0044087	regulation of cellular component biogenesis	5.0764618703153326e-08	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	917	118	26	15719	0.2203389830508474	0.0283533260632497	query_1	['GO:0044085', 'GO:0050794']	['LIMK1', 'MET', 'RAPGEF1', 'SRC', 'TGFB3', 'PIK3R1', 'PLCG2', 'STX1A', 'PXN', 'GRB2', 'JAM3', 'KDR', 'VCL', 'SYK', 'MUSK', 'PTK2B', 'VEGFA', 'AGRN', 'TLN1', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ELN', 'PTPN11', 'SEMA4D']
223	GO:BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	5.408155676024624e-08	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]"	200	118	13	15719	0.1101694915254237	0.065	query_1	['GO:0043410', 'GO:0070371', 'GO:0070372']	['RAPGEF1', 'VEGFB', 'SRC', 'ITGB3', 'SHC1', 'EGFR', 'KDR', 'PTK2B', 'VEGFA', 'CRKL', 'NRP1', 'PTPN11', 'PDGFRA']
224	GO:BP	GO:0090287	regulation of cellular response to growth factor stimulus	5.6872250521440684e-08	True	"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]"	285	118	15	15719	0.1271186440677966	0.0526315789473684	query_1	['GO:0048583', 'GO:0071363']	['VEGFB', 'ITGB3', 'TGFB3', 'LTBP1', 'LOX', 'ITGA5', 'FBN1', 'KDR', 'FBN2', 'VEGFA', 'VTN', 'NRP1', 'EMILIN1', 'THBS1', 'ITGA3']
225	GO:BP	GO:0045123	cellular extravasation	5.7823247606615076e-08	True	"""The migration of a leukocyte from the blood vessels into the surrounding tissue."" [GOC:jl]"	73	118	9	15719	0.0762711864406779	0.1232876712328767	query_1	['GO:0050900']	['ITGB1', 'CRK', 'ITGA4', 'MADCAM1', 'JAM3', 'CRKL', 'VCAM1', 'ITGB7', 'JAM2']
64	REAC	REAC:R-HSA-194313	VEGF ligand-receptor interactions	7.027143298563358e-08	True	VEGF ligand-receptor interactions	8	108	5	10022	0.0462962962962962	0.625	query_1	['REAC:R-HSA-194138']	['VEGFB', 'KDR', 'VEGFA', 'FLT1', 'PGF']
63	REAC	REAC:R-HSA-195399	VEGF binds to VEGFR leading to receptor dimerization	7.027143298563358e-08	True	VEGF binds to VEGFR leading to receptor dimerization	8	108	5	10022	0.0462962962962962	0.625	query_1	['REAC:R-HSA-194313']	['VEGFB', 'KDR', 'VEGFA', 'FLT1', 'PGF']
226	GO:BP	GO:0010595	positive regulation of endothelial cell migration	7.34867721298985e-08	True	"""Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	102	118	10	15719	0.0847457627118644	0.0980392156862745	query_1	['GO:0010594', 'GO:0010634', 'GO:0043542']	['MET', 'BCAR1', 'ITGB3', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'NRP1', 'THBS1']
65	REAC	REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	7.83416434037297e-08	True	Non-integrin membrane-ECM interactions	57	108	9	10022	0.0833333333333333	0.1578947368421052	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TNC', 'AGRN', 'VTN', 'THBS1']
227	GO:BP	GO:0071840	cellular component organization or biogenesis	8.11454140032667e-08	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	118	78	15719	0.6610169491525424	0.0125160462130937	query_1	['GO:0009987']	['LIMK1', 'MET', 'RAPGEF1', 'ITGB1', 'EIF4H', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'VPS37D', 'CRK', 'HGF', 'RET', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'GAB1', 'LOX', 'STX1A', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'BUD23', 'BCL7B', 'SMARCA5', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'NRP2', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'RFC2', 'KDR', 'VCL', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'TRMT112', 'PTK2B', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'GTF2IRD2', 'MFAP5', 'CRKL', 'CLIP2', 'VTN', 'BAZ1B', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1', 'MFAP4']
228	GO:BP	GO:0001936	regulation of endothelial cell proliferation	8.610910635191383e-08	True	"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]"	135	118	11	15719	0.0932203389830508	0.0814814814814814	query_1	['GO:0001935', 'GO:0050678']	['VEGFB', 'ITGB3', 'ITGA4', 'NRP2', 'KDR', 'PLCG1', 'VEGFA', 'NRP1', 'THBS1', 'FLT1', 'PGF']
229	GO:BP	GO:0007159	leukocyte cell-cell adhesion	9.39956950567265e-08	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	394	118	17	15719	0.1440677966101695	0.0431472081218274	query_1	['GO:0098609']	['ITGB1', 'SRC', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'ITGB7', 'JAM2', 'PTPN11', 'SEMA4D']
66	REAC	REAC:R-HSA-180292	GAB1 signalosome	9.423333388036033e-08	True	GAB1 signalosome	16	108	6	10022	0.0555555555555555	0.375	query_1	['REAC:R-HSA-177929']	['SRC', 'PIK3R1', 'GAB1', 'PXN', 'EGFR', 'PTPN11']
230	GO:BP	GO:0050776	regulation of immune response	9.461720543187152e-08	True	"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	810	118	24	15719	0.2033898305084746	0.0296296296296296	query_1	['GO:0002682', 'GO:0006955', 'GO:0048583']	['LIMK1', 'RAPGEF1', 'BCAR1', 'SRC', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'NCF1', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'GAB2', 'PTK2', 'LCK', 'PTPN11', 'MFAP4']
231	GO:BP	GO:0030038	contractile actin filament bundle assembly	9.515540898541259e-08	True	"""Assembly of actin filament bundles in which the filaments are loosely packed (approximately 30-60 nm apart) and arranged with opposing polarities; the loose packing allows myosin (usually myosin-II) to enter the bundle."" [GOC:mah, ISBN:0815316194]"	105	118	10	15719	0.0847457627118644	0.0952380952380952	query_1	['GO:0051017']	['LIMK1', 'MET', 'ITGB5', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'PTK2B', 'NRP1', 'ELN']
232	GO:BP	GO:0043149	stress fiber assembly	9.515540898541259e-08	True	"""The aggregation, arrangement and bonding together of a set of components to form a stress fiber. A stress fiber is a contractile actin filament bundle that consists of short actin filaments with alternating polarity."" [GOC:go_curators, GOC:mah, PMID:16651381]"	105	118	10	15719	0.0847457627118644	0.0952380952380952	query_1	['GO:0030038', 'GO:0031032']	['LIMK1', 'MET', 'ITGB5', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'PTK2B', 'NRP1', 'ELN']
233	GO:BP	GO:0009893	positive regulation of metabolic process	1.032414667538779e-07	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3655	118	56	15719	0.4745762711864407	0.0153214774281805	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['MLX', 'MET', 'MLXIPL', 'VEGFB', 'FN1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'ITGA5', 'FYN', 'BUD23', 'NCF1', 'LAT', 'BCL7B', 'ADAM19', 'SMARCA5', 'GTF2I', 'LYN', 'GRB2', 'TNC', 'LCP2', 'EGFR', 'RFC2', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'TRMT112', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'CRKL', 'VTN', 'BAZ1B', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGA3', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF']
234	GO:BP	GO:0043542	endothelial cell migration	1.0437405837105585e-07	True	"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]"	212	118	13	15719	0.1101694915254237	0.0613207547169811	query_1	['GO:0010631']	['MET', 'ITGB1', 'BCAR1', 'ITGB3', 'PXN', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'THBS1']
67	REAC	REAC:R-HSA-166520	Signaling by NTRKs	1.1224748864250716e-07	True	Signaling by NTRKs	129	108	12	10022	0.1111111111111111	0.0930232558139534	query_1	['REAC:R-HSA-9006934']	['RAPGEF1', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'GAB1', 'PLCG1', 'SH3GL2', 'CRKL', 'SHC3', 'PTPN11']
70	REAC	REAC:R-HSA-8941237	Invadopodia formation	1.1355437424372396e-07	True	Invadopodia formation	4	108	4	10022	0.037037037037037	1.0	query_1	['REAC:R-HSA-1474244']	['SH3PXD2A', 'ADAM19', 'ADAM12', 'ADAM15']
68	REAC	REAC:R-HSA-8865999	MET activates PTPN11	1.1355437424372396e-07	True	MET activates PTPN11	4	108	4	10022	0.037037037037037	1.0	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF', 'GAB1', 'PTPN11']
69	REAC	REAC:R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	1.1355437424372396e-07	True	Neurophilin interactions with VEGF and VEGFR	4	108	4	10022	0.037037037037037	1.0	query_1	['REAC:R-HSA-194138']	['NRP2', 'KDR', 'NRP1', 'FLT1']
235	GO:BP	GO:0009888	tissue development	1.1368128449726037e-07	True	"""The process whose specific outcome is the progression of a tissue over time, from its formation to the mature structure."" [ISBN:0471245208]"	1908	118	38	15719	0.3220338983050847	0.0199161425576519	query_1	['GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'HGF', 'RET', 'LRP4', 'SOS1', 'LOX', 'ITGA5', 'ITGA4', 'GRB2', 'TNC', 'NRP2', 'EGFR', 'KDR', 'VCL', 'FBN2', 'PTK2B', 'VEGFA', 'AGRN', 'VTN', 'ITGB6', 'PTK2', 'NRP1', 'ADAM15', 'ITGA3', 'ELN', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
