Keppen-Lubinsky syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
46	GO:BP	GO:0042310	vasoconstriction	2.0723065892626286e-06	True	"""A decrease in the diameter of blood vessels, especially arteries, due to constriction of smooth muscle cells that line the vessels, and usually causing an increase in blood pressure."" [GOC:pr, ISBN:0192800752]"	80	99	8	15719	0.0808080808080808	0.1	query_1	['GO:0097746']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
47	GO:BP	GO:1905145	cellular response to acetylcholine	2.325420810004277e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an acetylcholine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:21238497]"	32	99	6	15719	0.0606060606060606	0.1875	query_1	['GO:0071417', 'GO:1901701', 'GO:1902075', 'GO:1905144']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'GNB1', 'GNAQ']
48	GO:BP	GO:0098655	monoatomic cation transmembrane transport	4.013333502791617e-06	True	"""The process in which a monoatomic cation is transported across a membrane. Monatomic cations (also called simple cations) are positively charged ions consisting of exactly one atom."" [GOC:dos, GOC:vw]"	786	99	20	15719	0.202020202020202	0.0254452926208651	query_1	['GO:0006812', 'GO:0034220']	['KCNJ16', 'CNNM2', 'GNB5', 'KCNJ15', 'MTNR1B', 'FYN', 'PDZK1', 'CNNM4', 'KCNJ10', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14', 'KCNJ12', 'ADRA2A', 'RGS7']
49	GO:BP	GO:1905144	response to acetylcholine	4.013333502791617e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an acetylcholine stimulus."" [GO_REF:0000071, GOC:TermGenie, PMID:21238497]"	35	99	6	15719	0.0606060606060606	0.1714285714285714	query_1	['GO:0010243', 'GO:1901700', 'GO:1902074']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'GNB1', 'GNAQ']
20	GO:CC	GO:0002116	semaphorin receptor complex	4.92361527063915e-06	True	"""A stable binary complex of a neurophilin and a plexin, together forming a functional semaphorin receptor."" [GOC:hjd, PMID:10934324, PMID:12367632, PMID:12613544]"	11	100	4	16420	0.04	0.3636363636363636	query_1	['GO:0043235']	['PLXNB1', 'PLXNA2', 'NRP1', 'PLXNA1']
50	GO:BP	GO:1904705	regulation of vascular associated smooth muscle cell proliferation	5.39444729193626e-06	True	"""Any process that modulates the frequency, rate or extent of vascular smooth muscle cell proliferation."" [GO_REF:0000058, GOC:TermGenie, PMID:23246467]"	61	99	7	15719	0.0707070707070707	0.1147540983606557	query_1	['GO:0048660', 'GO:1990874']	['GNAI2', 'RHOA', 'HTR1B', 'GNAI3', 'GNA13', 'GNA12', 'S1PR2']
51	GO:BP	GO:0032879	regulation of localization	5.618122198564806e-06	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2021	99	33	15719	0.3333333333333333	0.016328550222662	query_1	['GO:0050789', 'GO:0051179']	['KCNJ16', 'GNA11', 'GNAI2', 'GNB5', 'KCNJ15', 'ANKRD13B', 'PLCB1', 'MTNR1B', 'GABBR1', 'FYN', 'PDZK1', 'ADRA2C', 'RHOA', 'KCNJ10', 'P2RY12', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'HTR1B', 'PTGER3', 'KCNJ6', 'BTK', 'KCNJ2', 'KCNJ3', 'NRP1', 'GNAI1', 'GNAZ', 'KCNJ14', 'HTR1A', 'KCNJ12', 'ADRA2A', 'RGS7']
52	GO:BP	GO:0098926	postsynaptic signal transduction	6.223428033611134e-06	True	"""Signal transduction in which the initial step occurs in a postsynapse."" [GOC:dos]"	38	99	6	15719	0.0606060606060606	0.1578947368421052	query_1	['GO:0007165', 'GO:0099536']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'GNB1', 'GNAQ']
53	GO:BP	GO:1990874	vascular associated smooth muscle cell proliferation	6.395139341854045e-06	True	"""The multiplication or reproduction of vascular smooth muscle cells, resulting in the expansion of a cell population. A vascular smooth muscle cell is a non-striated, elongated, spindle-shaped cell found lining the blood vessels."" [PMID:23246467]"	63	99	7	15719	0.0707070707070707	0.1111111111111111	query_1	['GO:0048659']	['GNAI2', 'RHOA', 'HTR1B', 'GNAI3', 'GNA13', 'GNA12', 'S1PR2']
21	GO:CC	GO:0008076	voltage-gated potassium channel complex	6.709897747319126e-06	True	"""A protein complex that forms a transmembrane channel through which potassium ions may cross a cell membrane in response to changes in membrane potential."" [GOC:mah]"	81	100	7	16420	0.07	0.0864197530864197	query_1	['GO:0034705', 'GO:0098797']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
22	GO:CC	GO:0030425	dendrite	6.709897747319126e-06	True	"""A neuron projection that has a short, tapering, morphology. Dendrites receive and integrate signals from other neurons or from sensory stimuli, and conduct nerve impulses towards the axon or the cell body. In most neurons, the impulse is conveyed from dendrites to axon via the cell body, but in some types of unipolar neuron, the impulse does not travel via the cell body."" [GOC:aruk, GOC:bc, GOC:dos, GOC:mah, GOC:nln, ISBN:0198506732]"	598	100	16	16420	0.16	0.0267558528428093	query_1	['GO:0043005', 'GO:0097447']	['GNB3', 'GNAI2', 'GNG13', 'GABBR1', 'RAP1GAP', 'FYN', 'RHOA', 'RGS12', 'HTR1B', 'HTR1D', 'KCNJ2', 'GNG3', 'GNAZ', 'KCNJ14', 'HTR1A', 'RGS14']
23	GO:CC	GO:0097447	dendritic tree	6.721090119413708e-06	True	"""The entire complement of dendrites for a neuron, consisting of each primary dendrite and all its branches."" [GOC:aruk, GOC:bc, NIF_Subcellular:sao172297168]"	600	100	16	16420	0.16	0.0266666666666666	query_1	['GO:0036477', 'GO:0043005']	['GNB3', 'GNAI2', 'GNG13', 'GABBR1', 'RAP1GAP', 'FYN', 'RHOA', 'RGS12', 'HTR1B', 'HTR1D', 'KCNJ2', 'GNG3', 'GNAZ', 'KCNJ14', 'HTR1A', 'RGS14']
54	GO:BP	GO:0048660	regulation of smooth muscle cell proliferation	1.0734591821822935e-05	True	"""Any process that modulates the frequency, rate or extent of smooth muscle cell proliferation."" [CL:0000192, GOC:ebc]"	139	99	9	15719	0.0909090909090909	0.0647482014388489	query_1	['GO:0042127', 'GO:0048659']	['GNAI2', 'RHOA', 'HTR1B', 'PTGIR', 'GNAI3', 'GNA13', 'S1PR1', 'GNA12', 'S1PR2']
56	GO:BP	GO:0098662	inorganic cation transmembrane transport	1.1657023563149125e-05	True	"""A process in which an inorganic cation is transported from one side of a membrane to the other by means of some agent such as a transporter or pore."" [GOC:mah]"	766	99	19	15719	0.1919191919191919	0.0248041775456919	query_1	['GO:0098660']	['KCNJ16', 'CNNM2', 'GNB5', 'KCNJ15', 'MTNR1B', 'FYN', 'CNNM4', 'KCNJ10', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14', 'KCNJ12', 'ADRA2A', 'RGS7']
55	GO:BP	GO:0010243	response to organonitrogen compound	1.1657023563149125e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1014	99	22	15719	0.2222222222222222	0.0216962524654832	query_1	['GO:0010033', 'GO:1901698']	['GNA11', 'GNAI2', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GNG2', 'FYN', 'RHOA', 'P2RY12', 'GNAS', 'GNAO1', 'HTR1B', 'GCGR', 'HTR1D', 'GNB1', 'GNAI3', 'GNAI1', 'GNAZ', 'GNAQ', 'HTR1A', 'RGS7']
57	GO:BP	GO:0048659	smooth muscle cell proliferation	1.2969036644344188e-05	True	"""The multiplication or reproduction of smooth muscle cells, resulting in the expansion of a cell population."" [CL:0000192, GOC:ebc, PMID:1840698]"	143	99	9	15719	0.0909090909090909	0.0629370629370629	query_1	['GO:0033002']	['GNAI2', 'RHOA', 'HTR1B', 'PTGIR', 'GNAI3', 'GNA13', 'S1PR1', 'GNA12', 'S1PR2']
24	GO:CC	GO:0034705	potassium channel complex	1.3389000633980642e-05	True	"""An ion channel complex through which potassium ions pass."" [GOC:mah]"	91	100	7	16420	0.07	0.0769230769230769	query_1	['GO:0034703']	['KCNJ16', 'KCNJ4', 'KCNJ5', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14']
58	GO:BP	GO:0007191	adenylate cyclase-activating dopamine receptor signaling pathway	1.34401674905233e-05	True	"""An adenylate cyclase-activating G protein-coupled receptor signaling pathway initiated by dopamine binding to its receptor, and ending with the regulation of a downstream cellular process."" [GOC:mah, GOC:signaling]"	10	99	4	15719	0.0404040404040404	0.4	query_1	['GO:0007189', 'GO:0007212']	['GNAL', 'GNG2', 'GNAS', 'GNB1']
59	GO:BP	GO:0071526	semaphorin-plexin signaling pathway	1.3635012540309734e-05	True	"""The series of molecular signals generated as a consequence of a semaphorin receptor (composed of a plexin and a neurophilin) binding to a semaphorin ligand."" [GOC:BHF, GOC:mah, GOC:vk, PMID:15239959]"	44	99	6	15719	0.0606060606060606	0.1363636363636363	query_1	['GO:0007166']	['PLXNB1', 'PLXNA2', 'NRP1', 'FARP2', 'SEMA4D', 'PLXNA1']
60	GO:BP	GO:1903522	regulation of blood circulation	1.6409544775834474e-05	True	"""Any process that modulates the frequency, rate or extent of blood circulation."" [GO_REF:0000058, GOC:mr, GOC:TermGenie, PMID:10659969]"	244	99	11	15719	0.1111111111111111	0.0450819672131147	query_1	['GO:0008015', 'GO:0044057']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3', 'HTR1A', 'KCNJ12', 'ADRA2A']
25	GO:CC	GO:0036477	somatodendritic compartment	1.9458297997247727e-05	True	"""The region of a neuron that includes the cell body (cell soma) and dendrite(s), but excludes the axon."" [GOC:pad, GOC:PARL]"	821	100	18	16420	0.18	0.0219244823386114	query_1	['GO:0110165']	['GNB3', 'GNAI2', 'GNG13', 'GABBR1', 'RAP1GAP', 'FYN', 'RHOA', 'RGS12', 'HTR1B', 'HTR1D', 'KCNJ2', 'GNG3', 'GNAZ', 'KCNJ14', 'HTR1A', 'GNA12', 'ADRA2A', 'RGS14']
61	GO:BP	GO:0097305	response to alcohol	2.0560282272634035e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an alcohol stimulus."" [GOC:pr, PMID:24014527]"	250	99	11	15719	0.1111111111111111	0.044	query_1	['GO:0010033', 'GO:1901700']	['TBXA2R', 'GABBR1', 'GNG2', 'FYN', 'RHOA', 'GNAS', 'HTR1B', 'ADCY3', 'GNB1', 'GNAI1', 'RGS7']
72	REAC	REAC:R-HSA-9717189	Sensory perception of taste	2.4308734621962503e-05	True	Sensory perception of taste	32	84	5	10022	0.0595238095238095	0.15625	query_1	['REAC:R-HSA-9709957']	['GNB3', 'GNG13', 'KCNJ2', 'GNB1', 'GNAT3']
73	REAC	REAC:R-HSA-399954	Sema3A PAK dependent Axon repulsion	2.9622681891085303e-05	True	Sema3A PAK dependent Axon repulsion	16	84	4	10022	0.0476190476190476	0.25	query_1	['REAC:R-HSA-373755']	['PLXNA2', 'FYN', 'NRP1', 'PLXNA1']
74	REAC	REAC:R-HSA-399956	CRMPs in Sema3A signaling	2.9622681891085303e-05	True	CRMPs in Sema3A signaling	16	84	4	10022	0.0476190476190476	0.25	query_1	['REAC:R-HSA-373755']	['PLXNA2', 'FYN', 'NRP1', 'PLXNA1']
62	GO:BP	GO:1901698	response to nitrogen compound	3.140580784488401e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	99	22	15719	0.2222222222222222	0.0203327171903881	query_1	['GO:0042221']	['GNA11', 'GNAI2', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GNG2', 'FYN', 'RHOA', 'P2RY12', 'GNAS', 'GNAO1', 'HTR1B', 'GCGR', 'HTR1D', 'GNB1', 'GNAI3', 'GNAI1', 'GNAZ', 'GNAQ', 'HTR1A', 'RGS7']
75	REAC	REAC:R-HSA-382551	Transport of small molecules	3.458898706281448e-05	True	Transport of small molecules	675	84	18	10022	0.2142857142857142	0.0266666666666666	query_1	['REAC:0000000']	['GNB3', 'GNG5', 'GNG13', 'GNB5', 'GNB4', 'GNG11', 'GNG8', 'GNG10', 'GNG2', 'GNG7', 'GNAS', 'GNB2', 'GNG12', 'ADCY3', 'GNB1', 'GNG3', 'GNG4', 'GNGT1']
76	REAC	REAC:R-HSA-5576886	Phase 4 - resting membrane potential	3.749068465626563e-05	True	Phase 4 - resting membrane potential	17	84	4	10022	0.0476190476190476	0.2352941176470588	query_1	['REAC:R-HSA-5576891']	['KCNJ4', 'KCNJ2', 'KCNJ14', 'KCNJ12']
77	REAC	REAC:R-HSA-375280	Amine ligand-binding receptors	4.148544189965505e-05	True	Amine ligand-binding receptors	36	84	5	10022	0.0595238095238095	0.1388888888888889	query_1	['REAC:R-HSA-373076']	['ADRA2C', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
63	GO:BP	GO:0007187	G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger	4.445481780814893e-05	True	"""A G protein-coupled receptor signaling pathway in which the signal is transmitted via the activation or inhibition of a nucleotide cyclase activity and a subsequent change in the concentration of a cyclic nucleotide."" [GOC:mah, GOC:signaling, ISBN:0815316194]"	54	99	6	15719	0.0606060606060606	0.1111111111111111	query_1	['GO:0007186']	['MTNR1B', 'MTNR1A', 'HTR1B', 'HTR1D', 'PTGIR', 'HTR1A']
64	GO:BP	GO:0098660	inorganic ion transmembrane transport	4.814135765725104e-05	True	"""The process in which an inorganic ion is transported across a membrane."" [GOC:mah]"	849	99	19	15719	0.1919191919191919	0.022379269729093	query_1	['GO:0055085']	['KCNJ16', 'CNNM2', 'GNB5', 'KCNJ15', 'MTNR1B', 'FYN', 'CNNM4', 'KCNJ10', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14', 'KCNJ12', 'ADRA2A', 'RGS7']
65	GO:BP	GO:0045761	regulation of adenylate cyclase activity	4.814135765725104e-05	True	"""Any process that modulates the frequency, rate or extent of adenylate cyclase activity."" [GOC:go_curators]"	55	99	6	15719	0.0606060606060606	0.109090909090909	query_1	['GO:0031279', 'GO:0051339']	['GNAI2', 'GABBR1', 'GNG7', 'GNAS', 'GABBR2', 'GNAI3']
66	GO:BP	GO:1902287	semaphorin-plexin signaling pathway involved in axon guidance	5.533304516354669e-05	True	"""Any semaphorin-plexin signaling pathway that is involved in axon guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22790009]"	14	99	4	15719	0.0404040404040404	0.2857142857142857	query_1	['GO:0007411', 'GO:1902285']	['PLXNB1', 'PLXNA2', 'NRP1', 'PLXNA1']
67	GO:BP	GO:0034220	monoatomic ion transmembrane transport	5.620370318854146e-05	True	"""A process in which a monoatomic ion is transported across a membrane. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	946	99	20	15719	0.202020202020202	0.0211416490486257	query_1	['GO:0006811', 'GO:0055085']	['KCNJ16', 'CNNM2', 'GNB5', 'KCNJ15', 'MTNR1B', 'FYN', 'PDZK1', 'CNNM4', 'KCNJ10', 'KCNJ9', 'KCNJ4', 'KCNJ5', 'GNB2', 'KCNJ6', 'KCNJ2', 'KCNJ3', 'KCNJ14', 'KCNJ12', 'ADRA2A', 'RGS7']
68	GO:BP	GO:0044057	regulation of system process	5.79152328286468e-05	True	"""Any process that modulates the frequency, rate or extent of a system process, a multicellular organismal process carried out by any of the organs or tissues in an organ system."" [GOC:jl]"	545	99	15	15719	0.1515151515151515	0.0275229357798165	query_1	['GO:0003008', 'GO:0051239']	['TBXA2R', 'PRKCA', 'GNAI2', 'MTNR1B', 'ADRA2C', 'RHOA', 'TMEM161B', 'KCNJ5', 'PTGER3', 'KCNJ2', 'KCNJ3', 'HTR1A', 'KCNJ12', 'ADRA2A', 'S1PR2']
78	REAC	REAC:R-HSA-381771	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	5.875450786816644e-05	True	Synthesis, secretion, and inactivation of Glucagon-like Peptide-1 (GLP-1)	19	84	4	10022	0.0476190476190476	0.2105263157894736	query_1	['REAC:R-HSA-400508']	['GNB3', 'GNG13', 'GNB1', 'GNAT3']
69	GO:BP	GO:0051345	positive regulation of hydrolase activity	6.110728465028813e-05	True	"""Any process that activates or increases the frequency, rate or extent of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	548	99	15	15719	0.1515151515151515	0.0273722627737226	query_1	['GO:0043085', 'GO:0051336']	['PLXNB1', 'GNB5', 'GNA15', 'RAP1GAP', 'FYN', 'RHOA', 'P2RY12', 'GNAS', 'GNA13', 'S1PR1', 'GNAQ', 'SEMA4D', 'GNA12', 'RGS7', 'RGS14']
26	GO:CC	GO:0044297	cell body	6.22009963633088e-05	True	"""The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections."" [GOC:go_curators]"	556	100	14	16420	0.14	0.0251798561151079	query_1	['GO:0110165']	['GNB3', 'GNAI2', 'GNB4', 'GABBR1', 'RAP1GAP', 'FYN', 'KCNJ10', 'P2RY12', 'KCNJ2', 'GNG3', 'GNAZ', 'KCNJ14', 'GNA12', 'ADRA2A']
70	GO:BP	GO:0042221	response to chemical	6.681759473387784e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3611	99	44	15719	0.4444444444444444	0.012184990307394	query_1	['GO:0050896']	['GNA11', 'TBXA2R', 'ARHGEF25', 'PLXNB1', 'PLXNA2', 'PRKCA', 'GNAI2', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GABBR1', 'GNG8', 'GNG2', 'PTK7', 'FYN', 'PDZK1', 'RHOA', 'KCNJ10', 'P2RY12', 'GNAS', 'GNAO1', 'HTR1B', 'GCGR', 'HTR1D', 'BTK', 'PTGIR', 'ADCY3', 'GNAT2', 'GNB1', 'GNAI3', 'S1PR1', 'GNAT3', 'NRP1', 'GNAI1', 'GNAZ', 'GNAQ', 'HTR1A', 'SEMA4D', 'GNGT1', 'GNA12', 'ADRA2A', 'RGS7', 'PLXNA1']
71	GO:BP	GO:0099536	synaptic signaling	6.743153690653998e-05	True	"""Cell-cell signaling to, from or within a synapse."" [GOC:dos]"	708	99	17	15719	0.1717171717171717	0.0240112994350282	query_1	['GO:0007267']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'MTNR1B', 'GABBR1', 'FYN', 'KCNJ10', 'HTR1B', 'HTR1D', 'GNB1', 'GABBR2', 'GNAQ', 'HTR1A', 'ADRA2A', 'S1PR2', 'RGS14']
79	REAC	REAC:R-HSA-5621575	CD209 (DC-SIGN) signaling	7.206307659909625e-05	True	CD209 (DC-SIGN) signaling	20	84	4	10022	0.0476190476190476	0.2	query_1	['REAC:R-HSA-5621481']	['ICAM3', 'CD209', 'ICAM2', 'FYN']
72	GO:BP	GO:0001508	action potential	7.677373202155988e-05	True	"""A process in which membrane potential cycles through a depolarizing spike, triggered in response to depolarization above some threshold, followed by repolarization. This cycle is driven by the flow of ions through various voltage gated channels with different thresholds and ion specificities."" [GOC:dph, GOC:go_curators, GOC:tb, ISBN:978-0-07-139011-8]"	135	99	8	15719	0.0808080808080808	0.0592592592592592	query_1	['GO:0042391']	['GNA11', 'GNA15', 'MTNR1B', 'TMEM161B', 'KCNJ5', 'KCNJ2', 'KCNJ3', 'GNAQ']
73	GO:BP	GO:0019229	regulation of vasoconstriction	7.977419651854335e-05	True	"""Any process that modulates the frequency, rate or extent of reductions in the diameter of blood vessels."" [GOC:jl]"	61	99	6	15719	0.0606060606060606	0.0983606557377049	query_1	['GO:0042310', 'GO:0097746', 'GO:1903522']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1A', 'ADRA2A']
74	GO:BP	GO:0032811	negative regulation of epinephrine secretion	8.40788372988822e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the regulated release of epinephrine."" [GOC:vk]"	5	99	3	15719	0.0303030303030303	0.6	query_1	['GO:0014060', 'GO:0033604', 'GO:0048242']	['GABBR1', 'ADRA2C', 'ADRA2A']
76	GO:BP	GO:0014070	response to organic cyclic compound	8.669655288526242e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	893	99	19	15719	0.1919191919191919	0.0212765957446808	query_1	['GO:0010033']	['GNA11', 'TBXA2R', 'GNB5', 'PLCB1', 'GNA15', 'GNAL', 'GNG2', 'RHOA', 'P2RY12', 'GNAS', 'GNAO1', 'HTR1B', 'HTR1D', 'ADCY3', 'GNB1', 'GNAI3', 'GNAI1', 'GNAZ', 'HTR1A']
75	GO:BP	GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	8.669655288526242e-05	True	"""Any semaphorin-plexin signaling pathway that is involved in neuron projection guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22790009]"	16	99	4	15719	0.0404040404040404	0.25	query_1	['GO:0071526', 'GO:0097485']	['PLXNB1', 'PLXNA2', 'NRP1', 'PLXNA1']
78	GO:BP	GO:0035296	regulation of tube diameter	9.3198747807849e-05	True	"""Any process that modulates the diameter of a tube."" [GOC:bf]"	140	99	8	15719	0.0808080808080808	0.0571428571428571	query_1	['GO:0035150']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
77	GO:BP	GO:0097746	blood vessel diameter maintenance	9.3198747807849e-05	True	"""Any process that modulates the diameter of blood vessels."" [GOC:pr]"	140	99	8	15719	0.0808080808080808	0.0571428571428571	query_1	['GO:0003018', 'GO:0008015', 'GO:0035296']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
79	GO:BP	GO:0035150	regulation of tube size	9.706808692987114e-05	True	"""Ensuring that a tube is of the correct length and diameter. Tube size must be maintained not only during tube formation, but also throughout development and in some physiological processes."" [PMID:10887083]"	141	99	8	15719	0.0808080808080808	0.0567375886524822	query_1	['GO:0090066']	['TBXA2R', 'MTNR1B', 'ADRA2C', 'RHOA', 'HTR1B', 'HTR1D', 'HTR1A', 'ADRA2A']
80	GO:BP	GO:0007267	cell-cell signaling	9.948998203410476e-05	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1572	99	26	15719	0.2626262626262626	0.0165394402035623	query_1	['GO:0007154', 'GO:0023052']	['GNA11', 'GNAI2', 'PLCB1', 'GNA15', 'MTNR1B', 'GABBR1', 'PTK7', 'FYN', 'ADRA2C', 'RHOA', 'KCNJ10', 'KCNJ5', 'HTR1B', 'HTR1D', 'BTK', 'PTGIR', 'GNB1', 'GABBR2', 'KCNJ3', 'NRP1', 'GNAZ', 'GNAQ', 'HTR1A', 'ADRA2A', 'S1PR2', 'RGS14']
80	REAC	REAC:R-HSA-400508	Incretin synthesis, secretion, and inactivation	0.0001060935311971	True	Incretin synthesis, secretion, and inactivation	22	84	4	10022	0.0476190476190476	0.1818181818181818	query_1	['REAC:R-HSA-2980736']	['GNB3', 'GNG13', 'GNB1', 'GNAT3']
82	REAC	REAC:R-HSA-391908	Prostanoid ligand receptors	0.0001067165567257	True	Prostanoid ligand receptors	8	84	3	10022	0.0357142857142857	0.375	query_1	['REAC:R-HSA-391903']	['TBXA2R', 'PTGER3', 'PTGIR']
81	REAC	REAC:R-HSA-416550	Sema4D mediated inhibition of cell attachment and migration	0.0001067165567257	True	Sema4D mediated inhibition of cell attachment and migration	8	84	3	10022	0.0357142857142857	0.375	query_1	['REAC:R-HSA-400685']	['PLXNB1', 'RHOA', 'SEMA4D']
27	GO:CC	GO:0001750	photoreceptor outer segment	0.0001084563423577	True	"""The outer segment of a vertebrate photoreceptor that contains a stack of membrane discs embedded with photoreceptor proteins."" [GOC:cilia, GOC:krc, GOC:pde, ISBN:0824072820, PMID:19501669, PMID:26574505, PMID:6771304]"	84	100	6	16420	0.06	0.0714285714285714	query_1	['GO:0097733', 'GO:0110165']	['GNA11', 'GNAT2', 'GNB1', 'GNAT3', 'GNAQ', 'GNGT1']
