Wiedemann-Rautenstrauch syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
151	GO:CC	GO:0032991	protein-containing complex	1.103178509853215e-11	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5470	101	67	17376	0.6633663366336634	0.0122486288848263	query_1	['GO:0005575']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'FGA', 'ITGB3', 'PIK3R1', 'CRK', 'POLR3E', 'SHC1', 'LTBP1', 'SOS1', 'LOX', 'POLR3D', 'ITGA2B', 'PFDN1', 'ITGA5', 'PXN', 'ITGA4', 'IQGAP1', 'PDRG1', 'LAT', 'LYN', 'GRB2', 'TNC', 'LCP2', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'ITGAE', 'HSP90AA1', 'FGB', 'VCL', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'PFDN4', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'VCAM1', 'UXT', 'RPAP3', 'ITGB6', 'EMILIN1', 'POLR3A', 'THBS1', 'ITGB7', 'DNAAF10', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'PIH1D1']
152	GO:BP	GO:0006935	chemotaxis	1.1632075213239892e-11	True	"""The directed movement of a motile cell or organism, or the directed growth of a cell guided by a specific chemical concentration gradient. Movement may be towards a higher concentration (positive chemotaxis) or towards a lower concentration (negative chemotaxis)."" [ISBN:0198506732]"	592	101	23	17376	0.2277227722772277	0.0388513513513513	query_1	['GO:0042221', 'GO:0042330']	['MET', 'ITGA9', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'SOS1', 'LOX', 'FYN', 'LYN', 'JAM3', 'APOA1', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'THBS1', 'PDGFRA']
153	GO:BP	GO:0042330	taxis	1.2343543378677083e-11	True	"""The directed movement of a motile cell or organism in response to an external stimulus."" [GOC:jl, ISBN:0192801023]"	594	101	23	17376	0.2277227722772277	0.0387205387205387	query_1	['GO:0009605', 'GO:0040011']	['MET', 'ITGA9', 'ITGAV', 'BCAR1', 'ITGB3', 'CRK', 'SOS1', 'LOX', 'FYN', 'LYN', 'JAM3', 'APOA1', 'VAV1', 'SYK', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'PTK2', 'THBS1', 'PDGFRA']
154	REAC	REAC:R-HSA-2424491	DAP12 signaling	1.310378074834172e-11	True	DAP12 signaling	25	101	8	17376	0.0792079207920792	0.32	query_1	['REAC:R-HSA-2172127']	['PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LCP2', 'SYK', 'PLCG1', 'LCK']
155	REAC	REAC:R-HSA-3000170	Syndecan interactions	1.310378074834172e-11	True	Syndecan interactions	25	101	8	17376	0.0792079207920792	0.32	query_1	['REAC:R-HSA-3000171']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'TNC', 'VTN', 'THBS1']
156	REAC	REAC:R-HSA-8875878	MET promotes cell motility	1.310378074834172e-11	True	MET promotes cell motility	39	101	9	17376	0.0891089108910891	0.2307692307692307	query_1	['REAC:R-HSA-6806834']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'CRK', 'CRKL', 'PTK2', 'ITGA3']
157	GO:BP	GO:0071840	cellular component organization or biogenesis	1.4218712392603183e-11	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6223	101	72	17376	0.7128712871287128	0.0115699823236381	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'PFDN1', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LYN', 'FBLN5', 'LMNB2', 'GRB2', 'TNC', 'FBLN2', 'LOXL1', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'SYK', 'FCGR1A', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'PFDN4', 'MFAP5', 'CRKL', 'VTN', 'PFDN2', 'PFDN6', 'LRCH3', 'TLN1', 'UXT', 'PTK2', 'EMILIN1', 'THBS1', 'DNAAF10', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'PTPN11', 'PDGFRA', 'PIH1D1', 'MFAP4']
158	GO:BP	GO:0000165	MAPK cascade	2.2394338635085832e-11	True	"""An intracellular protein kinase cascade containing at least a MAPK, a MAPKK and a MAP3K. The cascade can also contain an additional tiers: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:bf, GOC:mtg_signaling_feb11, PMID:20811974, PMID:9561267]"	744	101	25	17376	0.2475247524752475	0.0336021505376344	query_1	['GO:0035556']	['RAPGEF1', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'CRK', 'SHC1', 'PLCG2', 'IQGAP1', 'LYN', 'GRB2', 'EGFR', 'FGB', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'EMILIN1', 'THBS1', 'PTPN11', 'PDGFRA']
159	GO:BP	GO:0071560	cellular response to transforming growth factor beta stimulus	2.285405329501284e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:ecd, PMID:15451575]"	241	101	16	17376	0.1584158415841584	0.0663900414937759	query_1	['GO:0071363', 'GO:0071559']	['ITGB5', 'SRC', 'TGFB3', 'CRK', 'LTBP1', 'LOX', 'PXN', 'FYN', 'FBN1', 'FBN2', 'CRKL', 'PTK2', 'ITGB6', 'EMILIN1', 'THBS1', 'ITGA3']
160	GO:BP	GO:0048856	anatomical structure development	2.285405329501284e-11	True	"""The biological process whose specific outcome is the progression of an anatomical structure from an initial condition to its mature state. This process begins with the formation of the structure and ends with the mature structure, whatever form that may be including its natural destruction. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GO_REF:0000021]"	5480	101	67	17376	0.6633663366336634	0.0122262773722627	query_1	['GO:0032502']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'SOS1', 'LOX', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'IQGAP1', 'SH3PXD2A', 'ADAM19', 'LYN', 'GRB2', 'TNC', 'LOXL1', 'JAM3', 'EGFR', 'APOA1', 'PFDN5', 'PAPSS2', 'FBN1', 'HSP90AA1', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'JAM2', 'PTPN11', 'PDGFRA', 'PIH1D1']
161	GO:BP	GO:0001568	blood vessel development	2.285405329501284e-11	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	678	101	24	17376	0.2376237623762376	0.0353982300884955	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'SHC1', 'SOS1', 'LOX', 'ITGA2B', 'ITGA5', 'LOXL1', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'PTK2', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA']
162	GO:BP	GO:0048008	platelet-derived growth factor receptor signaling pathway	2.7895395193217788e-11	True	"""The series of molecular signals initiated by a ligand binding to a platelet-derived growth factor receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	56	101	10	17376	0.099009900990099	0.1785714285714285	query_1	['GO:0007169']	['RAPGEF1', 'BCAR1', 'SRC', 'ITGB3', 'LOX', 'IQGAP1', 'VEGFA', 'CBL', 'PTPN11', 'PDGFRA']
163	GO:BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	2.8423213109814663e-11	True	"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	245	101	16	17376	0.1584158415841584	0.0653061224489796	query_1	['GO:0001932', 'GO:0018108']	['SRC', 'ITGB3', 'SHC1', 'PLCG2', 'LRP4', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'PTK2B', 'VEGFA', 'VTN', 'CBL', 'PTPN11']
164	GO:BP	GO:0032501	multicellular organismal process	2.8423213109814663e-11	True	"""Any biological process, occurring at the level of a multicellular organism, pertinent to its function."" [GOC:curators, GOC:dph, GOC:isa_complete, GOC:tb]"	6818	101	75	17376	0.7425742574257426	0.0110002933411557	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'POLR3D', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LAT', 'SH3PXD2A', 'LYN', 'GRB2', 'TNC', 'LCP2', 'LOXL1', 'JAM3', 'EGFR', 'APOA1', 'PFDN5', 'PAPSS2', 'FBN1', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'MFAP2', 'ADAM12', 'MFAP5', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'ELN', 'JAM2', 'PTPN11', 'PDGFRA']
165	REAC	REAC:R-HSA-449147	Signaling by Interleukins	3.149937292454801e-11	True	Signaling by Interleukins	468	101	20	17376	0.198019801980198	0.0427350427350427	query_1	['REAC:R-HSA-1280215']	['RAPGEF1', 'ITGB1', 'FN1', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'FYN', 'LYN', 'GRB2', 'HSP90AA1', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CRKL', 'VCAM1', 'LCK', 'CBL', 'PTPN11']
166	GO:BP	GO:0071559	response to transforming growth factor beta	3.172379962007041e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a transforming growth factor beta stimulus."" [GOC:mah]"	247	101	16	17376	0.1584158415841584	0.0647773279352226	query_1	['GO:0070848']	['ITGB5', 'SRC', 'TGFB3', 'CRK', 'LTBP1', 'LOX', 'PXN', 'FYN', 'FBN1', 'FBN2', 'CRKL', 'PTK2', 'ITGB6', 'EMILIN1', 'THBS1', 'ITGA3']
167	REAC	REAC:R-HSA-6802952	Signaling by BRAF and RAF1 fusions	3.466827131783238e-11	True	Signaling by BRAF and RAF1 fusions	63	101	10	17376	0.099009900990099	0.1587301587301587	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'IQGAP1', 'FGB', 'VCL', 'FGG', 'TLN1']
168	REAC	REAC:R-HSA-2219530	Constitutive Signaling by Aberrant PI3K in Cancer	3.466827131783238e-11	True	Constitutive Signaling by Aberrant PI3K in Cancer	63	101	10	17376	0.099009900990099	0.1587301587301587	query_1	['REAC:R-HSA-2219528']	['MET', 'SRC', 'PIK3R1', 'FYN', 'EGFR', 'VAV1', 'ERBB2', 'LCK', 'PTPN11', 'PDGFRA']
169	GO:BP	GO:0050821	protein stabilization	3.623175804375104e-11	True	"""Any process involved in maintaining the structure and integrity of a protein and preventing it from degradation or aggregation."" [GOC:ai]"	208	101	15	17376	0.1485148514851485	0.0721153846153846	query_1	['GO:0031647']	['PIK3R1', 'PFDN1', 'PDRG1', 'URI1', 'APOA1', 'VBP1', 'PFDN5', 'HSP90AA1', 'PFDN4', 'PFDN2', 'PFDN6', 'UXT', 'RPAP3', 'DNAAF10', 'PIH1D1']
170	REAC	REAC:R-HSA-2173789	TGF-beta receptor signaling activates SMADs	3.8749689654003246e-11	True	TGF-beta receptor signaling activates SMADs	44	101	9	17376	0.0891089108910891	0.2045454545454545	query_1	['REAC:R-HSA-170834']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'LTBP1', 'FBN1', 'ITGB6', 'CBL']
171	REAC	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	3.972961967238009e-11	True	Signaling by Ligand-Responsive EGFR Variants in Cancer	17	101	7	17376	0.0693069306930693	0.4117647058823529	query_1	['REAC:R-HSA-1643713']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'PLCG1', 'CBL']
172	REAC	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	3.972961967238009e-11	True	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	17	101	7	17376	0.0693069306930693	0.4117647058823529	query_1	['REAC:R-HSA-5637815']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'PLCG1', 'CBL']
173	REAC	REAC:R-HSA-2029480	Fcgamma receptor (FCGR) dependent phagocytosis	4.255945566772037e-11	True	Fcgamma receptor (FCGR) dependent phagocytosis	89	101	11	17376	0.1089108910891089	0.1235955056179775	query_1	['REAC:R-HSA-168249']	['PIK3R1', 'CRK', 'PLCG2', 'FYN', 'LYN', 'HSP90AA1', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2']
174	REAC	REAC:R-HSA-422475	Axon guidance	4.327908618819412e-11	True	Axon guidance	540	101	21	17376	0.2079207920792079	0.0388888888888888	query_1	['REAC:R-HSA-9675108']	['MET', 'ITGB1', 'ITGA9', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'HSP90AA1', 'PLCG1', 'ERBB2', 'AGRN', 'TLN1', 'PTK2', 'PTPN11']
175	REAC	REAC:R-HSA-1227986	Signaling by ERBB2	4.3742621604494425e-11	True	Signaling by ERBB2	45	101	9	17376	0.0891089108910891	0.2	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'FYN', 'EGFR', 'HSP90AA1', 'PLCG1', 'ERBB2']
176	GO:BP	GO:0050896	response to stimulus	4.486678501197907e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7974	101	81	17376	0.801980198019802	0.010158013544018	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'POLR3E', 'SHC1', 'ITK', 'PLCG2', 'LRP4', 'LTBP1', 'SOS1', 'LOX', 'POLR3D', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LAT', 'MADCAM1', 'LYN', 'FBLN5', 'GRB2', 'TNC', 'LCP2', 'LOXL1', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'PFDN5', 'PAPSS2', 'FBN1', 'AOX1', 'ITGAE', 'HSP90AA1', 'FGB', 'VCL', 'VAV1', 'FBN2', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'ADAM12', 'CRKL', 'VTN', 'TLN1', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'EMILIN1', 'POLR3A', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1', 'MFAP4']
177	GO:BP	GO:0001944	vasculature development	5.3320573888163706e-11	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	708	101	24	17376	0.2376237623762376	0.0338983050847457	query_1	['GO:0048731', 'GO:0072359']	['RAPGEF1', 'ITGB1', 'FN1', 'ITGAV', 'ITGB3', 'SHC1', 'SOS1', 'LOX', 'ITGA2B', 'ITGA5', 'LOXL1', 'JAM3', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'PTK2', 'EMILIN1', 'THBS1', 'ADAM15', 'PDGFRA']
178	GO:CC	GO:0005911	cell-cell junction	5.6352629282045535e-11	True	"""A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."" [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]"	475	101	20	17376	0.198019801980198	0.0421052631578947	query_1	['GO:0070161']	['ITGB1', 'ITGB3', 'PIK3R1', 'ITK', 'ITGA5', 'PXN', 'IQGAP1', 'LAT', 'LYN', 'GRB2', 'LCP2', 'JAM3', 'VCL', 'VAV1', 'PLCG1', 'CDH1', 'VEGFA', 'TLN1', 'ADAM15', 'JAM2']
179	REAC	REAC:R-HSA-114608	Platelet degranulation 	5.7761290888835894e-11	True	Platelet degranulation 	121	101	12	17376	0.1188118811881188	0.0991735537190082	query_1	['REAC:R-HSA-76005']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'APOA1', 'FGB', 'VCL', 'FGG', 'VEGFA', 'TLN1', 'THBS1']
180	REAC	REAC:R-HSA-1280218	Adaptive Immune System	5.87773151175369e-11	True	Adaptive Immune System	750	101	24	17376	0.2376237623762376	0.032	query_1	['REAC:R-HSA-168256']	['ITGB1', 'ITGB5', 'ITGAV', 'FGA', 'PIK3R1', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ITGA4', 'LAT', 'LYN', 'LCP2', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'CDH1', 'VCAM1', 'LCK', 'ITGB7', 'PTPN11']
181	GO:BP	GO:0042221	response to chemical	5.977947609773022e-11	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3610	101	53	17376	0.5247524752475248	0.0146814404432132	query_1	['GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'ITGA9', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'LOX', 'PXN', 'FYN', 'ITGA4', 'IQGAP1', 'LYN', 'FBLN5', 'GRB2', 'LOXL1', 'JAM3', 'EGFR', 'URI1', 'APOA1', 'FBN1', 'AOX1', 'HSP90AA1', 'FGB', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VCAM1', 'PTK2', 'LCK', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'PIH1D1']
182	GO:BP	GO:0043410	positive regulation of MAPK cascade	6.666986913100926e-11	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	464	101	20	17376	0.198019801980198	0.043103448275862	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']	['RAPGEF1', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'CRK', 'SHC1', 'PLCG2', 'IQGAP1', 'EGFR', 'FGB', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'THBS1', 'PTPN11', 'PDGFRA']
183	GO:BP	GO:0097435	supramolecular fiber organization	6.800244510189652e-11	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a supramolecular fiber, a polymer consisting of an indefinite number of protein or protein complex subunits that have polymerised to form a fiber-shaped structure."" [GOC:pr]"	787	101	25	17376	0.2475247524752475	0.0317662007623888	query_1	['GO:0016043']	['MET', 'ITGB1', 'ITGB5', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'LOX', 'PFDN1', 'PXN', 'FBLN5', 'GRB2', 'LOXL1', 'APOA1', 'VBP1', 'PFDN5', 'PTK2B', 'PFDN4', 'MFAP5', 'PFDN2', 'PFDN6', 'EMILIN1', 'ELN', 'PDGFRA', 'MFAP4']
184	GO:BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	7.204500301734907e-11	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	308	101	17	17376	0.1683168316831683	0.0551948051948051	query_1	['GO:0002764', 'GO:0007166']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK']
185	GO:BP	GO:0001667	ameboidal-type cell migration	8.294143381665189e-11	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	414	101	19	17376	0.1881188118811881	0.0458937198067632	query_1	['GO:0016477']	['MET', 'ITGB1', 'FN1', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'PXN', 'ITGA4', 'IQGAP1', 'APOA1', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'ITGB7', 'ITGA3', 'PTPN11']
186	REAC	REAC:R-HSA-76005	Response to elevated platelet cytosolic Ca2+	8.99510209344269e-11	True	Response to elevated platelet cytosolic Ca2+	126	101	12	17376	0.1188118811881188	0.0952380952380952	query_1	['REAC:R-HSA-76002']	['FN1', 'FGA', 'ITGB3', 'TGFB3', 'ITGA2B', 'APOA1', 'FGB', 'VCL', 'FGG', 'VEGFA', 'TLN1', 'THBS1']
187	REAC	REAC:R-HSA-9675108	Nervous system development	8.99510209344269e-11	True	Nervous system development	564	101	21	17376	0.2079207920792079	0.0372340425531914	query_1	['REAC:R-HSA-1266738']	['MET', 'ITGB1', 'ITGA9', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'HSP90AA1', 'PLCG1', 'ERBB2', 'AGRN', 'TLN1', 'PTK2', 'PTPN11']
188	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	1.0931918749505034e-10	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1114	101	29	17376	0.2871287128712871	0.026032315978456	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'SHC1', 'ITGA2B', 'ITGA5', 'ITGA4', 'SH3PXD2A', 'GRB2', 'JAM3', 'FBN2', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'VTN', 'PTK2', 'ITGB6', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'JAM2', 'PTPN11', 'PDGFRA']
189	GO:BP	GO:0035295	tube development	1.1035036409452312e-10	True	"""The process whose specific outcome is the progression of a tube over time, from its initial formation to a mature structure. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues including lung and trachea, kidney, the mammary gland, the vascular system and the gastrointestinal and urinary-genital tracts."" [PMID:12526790]"	1034	101	28	17376	0.2772277227722772	0.0270793036750483	query_1	['GO:0007275', 'GO:0048856']	['MET', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'SHC1', 'SOS1', 'LOX', 'ITGA2B', 'ITGA5', 'JAM3', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'ADAM12', 'CRKL', 'PTK2', 'ITGB6', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PDGFRA']
190	REAC	REAC:R-HSA-2871809	FCERI mediated Ca+2 mobilization	1.2143593708751315e-10	True	FCERI mediated Ca+2 mobilization	33	101	8	17376	0.0792079207920792	0.2424242424242424	query_1	['REAC:R-HSA-2454202']	['ITK', 'PLCG2', 'SOS1', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1']
191	REAC	REAC:R-HSA-2172127	DAP12 interactions	1.2143593708751315e-10	True	DAP12 interactions	33	101	8	17376	0.0792079207920792	0.2424242424242424	query_1	['REAC:R-HSA-168249']	['PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LCP2', 'SYK', 'PLCG1', 'LCK']
192	REAC	REAC:R-HSA-445144	Signal transduction by L1	1.2842483303400289e-10	True	Signal transduction by L1	20	101	7	17376	0.0693069306930693	0.35	query_1	['REAC:R-HSA-373760']	['ITGB1', 'ITGA9', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'EGFR']
193	REAC	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	1.2842483303400289e-10	True	Signaling by ERBB2 KD Mutants	20	101	7	17376	0.0693069306930693	0.35	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'HSP90AA1', 'PLCG1', 'ERBB2']
194	GO:BP	GO:0033674	positive regulation of kinase activity	1.3311308179999019e-10	True	"""Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	426	101	19	17376	0.1881188118811881	0.0446009389671361	query_1	['GO:0042327', 'GO:0043549', 'GO:0051347']	['MET', 'SRC', 'ITGB3', 'IQGAP1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'HSP90AA1', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'PDGFRA', 'PIH1D1']
