COG7-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
53	REAC	REAC:R-HSA-5676594	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	4.392200872764488e-14	True	TNF receptor superfamily (TNFSF) members mediating non-canonical NF-kB pathway	16	94	9	10022	0.0957446808510638	0.5625	query_1	['REAC:R-HSA-5668541']	['MAP3K14', 'TRAF3', 'LTA', 'TNFSF14', 'LTB', 'BIRC3', 'TRAF2', 'LTBR', 'BIRC2']
54	REAC	REAC:R-HSA-5603029	IkBA variant leads to EDA-ID	5.331438800534082e-14	True	IkBA variant leads to EDA-ID	7	94	7	10022	0.0744680851063829	1.0	query_1	['REAC:R-HSA-5602358']	['CHUK', 'RELA', 'IKBKB', 'NFKB1', 'NFKB2', 'IKBKG', 'NFKBIA']
144	GO:BP	GO:0070231	T cell apoptotic process	5.348028114591426e-14	True	"""Any apoptotic process in a T cell, a type of lymphocyte whose defining characteristic is the expression of a T cell receptor complex."" [CL:0000084, GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	59	101	12	15719	0.1188118811881188	0.2033898305084746	query_1	['GO:0070227']	['BCL2L11', 'BAX', 'AKT1', 'BCL2', 'FASLG', 'FAS', 'FADD', 'BBC3', 'RIPK1', 'BAK1', 'TP53', 'BCL10']
3	GO:CC	GO:0097136	Bcl-2 family protein complex	6.088201273238247e-14	True	"""A protein complex that consists of members of the Bcl-2 family of anti- and proapoptotic regulators. Bcl-2 proteins respond to cues from various forms of intracellular stress, such as DNA damage or cytokine deprivation, and interact with opposing family members to determine whether or not the caspase proteolytic cascade should be unleashed."" [GOC:so, PMID:14634621]"	12	101	8	16420	0.0792079207920792	0.6666666666666666	query_1	['GO:0032991']	['BCL2L11', 'BAX', 'BCL2', 'MCL1', 'BBC3', 'BCL2L1', 'BAK1', 'BAD']
145	GO:BP	GO:0002237	response to molecule of bacterial origin	6.359578372209714e-14	True	"""Any process that results in a change in state or activity of an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:rl, GOC:sm]"	337	101	21	15719	0.2079207920792079	0.0623145400593471	query_1	['GO:0009617', 'GO:0010033', 'GO:0043207']	['AKT1', 'TNFRSF1B', 'NFKBIB', 'CARD8', 'TAB2', 'RELA', 'FASLG', 'TNF', 'NFKB1', 'TNIP2', 'NLRP3', 'LTA', 'MALT1', 'TNIP1', 'TNFAIP3', 'PYCARD', 'TRAF6', 'NFKBIA', 'CASP1', 'CASP8', 'BCL10']
146	GO:BP	GO:0051239	regulation of multicellular organismal process	7.451414797434488e-14	True	"""Any process that modulates the frequency, rate or extent of a multicellular organismal process, the processes pertinent to the function of a multicellular organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai, GOC:dph, GOC:tb]"	2810	101	53	15719	0.5247524752475248	0.0188612099644128	query_1	['GO:0032501', 'GO:0050789']	['BCL2L11', 'CARD11', 'MAP3K8', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'TRAF3', 'PYDC2', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'TBK1', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'NLRP3', 'LTA', 'RIPK1', 'TNFSF14', 'TRADD', 'MALT1', 'LTB', 'HSP90AA1', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'SFN', 'NFKBIA', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'BAD', 'NLRP2']
55	REAC	REAC:R-HSA-1810476	RIP-mediated NFkB activation via ZBP1	8.931322805850927e-14	True	RIP-mediated NFkB activation via ZBP1	17	94	9	10022	0.0957446808510638	0.5294117647058824	query_1	['REAC:R-HSA-1606322']	['NFKBIB', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'RIPK1', 'NFKB2', 'IKBKG', 'NFKBIA']
147	GO:BP	GO:0008637	apoptotic mitochondrial changes	9.475804399421739e-14	True	"""The morphological and physiological alterations undergone by mitochondria during apoptosis."" [GOC:mah, GOC:mtg_apoptosis]"	104	101	14	15719	0.1386138613861386	0.1346153846153846	query_1	['GO:0006915', 'GO:0007005']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'BID', 'BBC3', 'PYCARD', 'BCL2L1', 'SFN', 'BAK1', 'TP53', 'BAD']
148	GO:BP	GO:1901564	organonitrogen compound metabolic process	9.927453738279253e-14	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	101	77	15719	0.7623762376237624	0.0129172957557456	query_1	['GO:0006807', 'GO:0071704']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'CREBBP', 'UBE2V1', 'MAP3K14', 'TRAF3', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'FASLG', 'CASP5', 'IKBKE', 'RBX1', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'MALT1', 'TNIP1', 'XPNPEP3', 'HSP90AA1', 'FBXW11', 'SNX33', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'PYCARD', 'COG7', 'NLRP1', 'TRAF6', 'BIRC2', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'CUL1', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
149	GO:BP	GO:0009894	regulation of catabolic process	9.927453738279253e-14	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	971	101	32	15719	0.3168316831683168	0.0329557157569515	query_1	['GO:0009056', 'GO:0019222']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'HSP90AB1', 'TAB2', 'FOXO3', 'RELA', 'MCL1', 'IKBKE', 'RBX1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'HSP90AA1', 'SNX33', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'MEFV', 'PYCARD', 'BCL2L1', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BAD']
56	REAC	REAC:R-HSA-9705671	SARS-CoV-2 activates/modulates innate and adaptive immune responses	1.039049252724627e-13	True	SARS-CoV-2 activates/modulates innate and adaptive immune responses	118	94	16	10022	0.1702127659574468	0.135593220338983	query_1	['REAC:R-HSA-9705683']	['CREBBP', 'UBE2V1', 'TRAF3', 'HSP90AB1', 'CHUK', 'TAB2', 'IKBKB', 'IKBKE', 'TBK1', 'HSP90AA1', 'IKBKG', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3', 'UBE2N']
150	GO:BP	GO:0031323	regulation of cellular metabolic process	1.2585762831660977e-13	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5085	101	71	15719	0.7029702970297029	0.0139626352015732	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'MCL1', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
57	REAC	REAC:R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	1.3091876329681048e-13	True	Cytosolic sensors of pathogen-associated DNA 	63	94	13	10022	0.1382978723404255	0.2063492063492063	query_1	['REAC:R-HSA-168249']	['CREBBP', 'NFKBIB', 'CHUK', 'RELA', 'IKBKB', 'TBK1', 'NFKB1', 'RIPK1', 'NFKB2', 'IKBKG', 'NLRP4', 'AIM2', 'NFKBIA']
151	GO:BP	GO:0031399	regulation of protein modification process	1.5453380160374611e-13	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1440	101	38	15719	0.3762376237623762	0.0263888888888888	query_1	['GO:0036211', 'GO:0051246']	['BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'UBE2V1', 'BCL2', 'HSP90AB1', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBX1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RIPK1', 'SKP1', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'PYCARD', 'TRAF6', 'BIRC2', 'SFN', 'BAK1', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'CDC37']
152	GO:BP	GO:0071222	cellular response to lipopolysaccharide	2.57431701213375e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipopolysaccharide stimulus; lipopolysaccharide is a major component of the cell wall of gram-negative bacteria."" [GOC:mah]"	202	101	17	15719	0.1683168316831683	0.0841584158415841	query_1	['GO:0032496', 'GO:0071219', 'GO:0071396', 'GO:1901701']	['AKT1', 'TNFRSF1B', 'NFKBIB', 'CARD8', 'RELA', 'TNF', 'NFKB1', 'TNIP2', 'NLRP3', 'MALT1', 'TNIP1', 'TNFAIP3', 'PYCARD', 'TRAF6', 'NFKBIA', 'CASP1', 'BCL10']
153	GO:BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	2.604278618367525e-13	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	277	101	19	15719	0.1881188118811881	0.0685920577617328	query_1	['GO:0002757', 'GO:0002768']	['CARD11', 'BAX', 'CREBBP', 'BCL2', 'RELA', 'IKBKB', 'FYB1', 'RBCK1', 'RNF31', 'NFKB1', 'TNIP2', 'MALT1', 'IKBKG', 'MAP3K7', 'TNFAIP3', 'TRAF6', 'NFKBIA', 'BCL10', 'UBE2N']
154	GO:BP	GO:0050729	positive regulation of inflammatory response	2.8856289578241693e-13	True	"""Any process that activates or increases the frequency, rate or extent of the inflammatory response."" [GOC:ai]"	140	101	15	15719	0.1485148514851485	0.1071428571428571	query_1	['GO:0006954', 'GO:0031349', 'GO:0032103', 'GO:0050727']	['TNFRSF1A', 'NLRC4', 'TNF', 'NLRP3', 'LTA', 'RIPK1', 'TRADD', 'TNIP1', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'NFKBIA', 'CASP1', 'APP']
58	REAC	REAC:R-HSA-168927	TICAM1, RIP1-mediated IKK complex recruitment	3.172291789996182e-13	True	TICAM1, RIP1-mediated IKK complex recruitment	19	94	9	10022	0.0957446808510638	0.4736842105263157	query_1	['REAC:R-HSA-168164']	['UBE2V1', 'CHUK', 'IKBKB', 'RIPK1', 'IKBKG', 'BIRC3', 'TRAF6', 'BIRC2', 'UBE2N']
155	GO:BP	GO:0071219	cellular response to molecule of bacterial origin	5.215225393011474e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus by molecules of bacterial origin such as peptides derived from bacterial flagellin."" [GOC:mah]"	211	101	17	15719	0.1683168316831683	0.0805687203791469	query_1	['GO:0002237', 'GO:0071216']	['AKT1', 'TNFRSF1B', 'NFKBIB', 'CARD8', 'RELA', 'TNF', 'NFKB1', 'TNIP2', 'NLRP3', 'MALT1', 'TNIP1', 'TNFAIP3', 'PYCARD', 'TRAF6', 'NFKBIA', 'CASP1', 'BCL10']
59	REAC	REAC:R-HSA-5357786	TNFR1-induced proapoptotic signaling	5.25851168518477e-13	True	TNFR1-induced proapoptotic signaling	13	94	8	10022	0.0851063829787234	0.6153846153846154	query_1	['REAC:R-HSA-75893']	['TNFRSF1A', 'TNF', 'FADD', 'RIPK1', 'TRADD', 'TRAF2', 'TNFAIP3', 'CASP8']
156	GO:BP	GO:0051607	defense response to virus	5.528976679132464e-13	True	"""Reactions triggered in response to the presence of a virus that act to protect the cell or organism."" [GOC:ai]"	289	101	19	15719	0.1881188118811881	0.0657439446366782	query_1	['GO:0009615', 'GO:0140546']	['TANK', 'MAP3K14', 'TRAF3', 'BCL2', 'CARD8', 'RELA', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'FADD', 'NLRP3', 'HSP90AA1', 'TNFAIP3', 'AIM2', 'PYCARD', 'NLRP1', 'BCL2L1', 'CASP1']
157	GO:BP	GO:0140546	defense response to symbiont	5.849622934013557e-13	True	"""Reactions triggered in response to the presence of a symbiont that act to protect the cell or organism from damage caused by that symbiont."" [GOC:pg]"	290	101	19	15719	0.1881188118811881	0.0655172413793103	query_1	['GO:0098542']	['TANK', 'MAP3K14', 'TRAF3', 'BCL2', 'CARD8', 'RELA', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'FADD', 'NLRP3', 'HSP90AA1', 'TNFAIP3', 'AIM2', 'PYCARD', 'NLRP1', 'BCL2L1', 'CASP1']
4	GO:CC	GO:0031264	death-inducing signaling complex	6.248055630683615e-13	True	"""A protein complex formed by the association of signaling proteins with a death receptor upon ligand binding. The complex includes procaspases and death domain-containing proteins in addition to the ligand-bound receptor, and may control the activation of caspases 8 and 10."" [GOC:mtg_apoptosis, PMID:12628743, PMID:12655293, PMID:8521815]"	9	101	7	16420	0.0693069306930693	0.7777777777777778	query_1	['GO:0098797']	['CASP10', 'FAS', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'CASP8']
158	GO:BP	GO:0043066	negative regulation of apoptotic process	6.657853627162445e-13	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	835	101	29	15719	0.2871287128712871	0.0347305389221556	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'HSP90AB1', 'RELA', 'MCL1', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'BID', 'RIPK1', 'CFLAR', 'TNFSF14', 'MALT1', 'TAX1BP1', 'BIRC3', 'TRAF2', 'TNFAIP3', 'BIRC2', 'BCL2L1', 'SFN', 'BAK1', 'TP53', 'BCL10', 'BAD']
159	GO:BP	GO:0050851	antigen receptor-mediated signaling pathway	9.509907035692233e-13	True	"""The series of molecular signals initiated by the cross-linking of an antigen receptor on a B or T cell."" [GOC:add]"	184	101	16	15719	0.1584158415841584	0.0869565217391304	query_1	['GO:0002429']	['CARD11', 'BAX', 'BCL2', 'RELA', 'IKBKB', 'FYB1', 'RBCK1', 'RNF31', 'NFKB1', 'MALT1', 'IKBKG', 'MAP3K7', 'TRAF6', 'NFKBIA', 'BCL10', 'UBE2N']
160	GO:BP	GO:0046902	regulation of mitochondrial membrane permeability	1.128870361137722e-12	True	"""Any process that modulates the frequency, rate or extent of the passage or uptake of molecules by the mitochondrial membrane."" [GOC:bf]"	56	101	11	15719	0.1089108910891089	0.1964285714285714	query_1	['GO:0006839', 'GO:0007006', 'GO:0090559']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'BCL2', 'BID', 'BBC3', 'BCL2L1', 'BAK1', 'TP53', 'BAD']
5	GO:CC	GO:0005737	cytoplasm	1.1954793955949685e-12	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	11233	101	99	16420	0.9801980198019802	0.0088133179026083	query_1	['GO:0005622', 'GO:0110165']	['SHARPIN', 'BCL2L11', 'CARD11', 'BAX', 'STIP1', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'MAP3K14', 'TRAF3', 'PYDC2', 'BCL2', 'CASP10', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'TAB2', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FKBP5', 'TBKBP1', 'FASLG', 'MCL1', 'CASP5', 'IKBKE', 'RBX1', 'FYB1', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'PSTPIP1', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'TNIP1', 'NFKB2', 'XPNPEP3', 'HSP90AA1', 'TAX1BP1', 'COG5', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'NLRP4', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'LTBR', 'RELB', 'PYCARD', 'REL', 'COG7', 'NLRP1', 'TRAF6', 'BIRC2', 'BCL2L1', 'SFN', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'TAB3', 'CUL1', 'FBXW7', 'RHPN2', 'TP53', 'BCL10', 'UBE2N', 'BAD', 'NLRP2', 'CDC37']
161	GO:BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	1.4213881101009813e-12	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	305	101	19	15719	0.1881188118811881	0.0622950819672131	query_1	['GO:0002764', 'GO:0007166']	['CARD11', 'BAX', 'CREBBP', 'BCL2', 'RELA', 'IKBKB', 'FYB1', 'RBCK1', 'RNF31', 'NFKB1', 'TNIP2', 'MALT1', 'IKBKG', 'MAP3K7', 'TNFAIP3', 'TRAF6', 'NFKBIA', 'BCL10', 'UBE2N']
60	REAC	REAC:R-HSA-937041	IKK complex recruitment mediated by RIP1	1.614567797248721e-12	True	IKK complex recruitment mediated by RIP1	22	94	9	10022	0.0957446808510638	0.4090909090909091	query_1	['REAC:R-HSA-937061']	['UBE2V1', 'CHUK', 'IKBKB', 'RIPK1', 'IKBKG', 'BIRC3', 'TRAF6', 'BIRC2', 'UBE2N']
61	REAC	REAC:R-HSA-9705683	SARS-CoV-2-host interactions	1.668767727434745e-12	True	SARS-CoV-2-host interactions	195	94	18	10022	0.1914893617021276	0.0923076923076923	query_1	['REAC:R-HSA-9694516']	['AKT1', 'CREBBP', 'UBE2V1', 'TRAF3', 'HSP90AB1', 'CHUK', 'TAB2', 'IKBKB', 'IKBKE', 'TBK1', 'HSP90AA1', 'IKBKG', 'TAB1', 'MAP3K7', 'TRAF6', 'SFN', 'TAB3', 'UBE2N']
162	GO:BP	GO:0010468	regulation of gene expression	1.6913279422833757e-12	True	"""Any process that modulates the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	4494	101	65	15719	0.6435643564356436	0.0144637294170004	query_1	['GO:0010467', 'GO:0060255']	['CARD11', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'FOXO3', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'LTA', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'MEFV', 'RELB', 'PYCARD', 'REL', 'NLRP1', 'TRAF6', 'BIRC2', 'NFKBIA', 'BAK1', 'CASP1', 'CASP8', 'APP', 'FBXW7', 'TP53', 'BCL10', 'UBE2N', 'NLRP2', 'CDC37']
163	GO:BP	GO:0062098	regulation of programmed necrotic cell death	1.7372363128302093e-12	True	"""Any process that modulates the frequency, rate or extent of programmed necrotic cell death."" [GOC:aruk, GOC:rph, PMID:27258785]"	28	101	9	15719	0.0891089108910891	0.3214285714285714	query_1	['GO:0010939', 'GO:0043067', 'GO:0097300']	['RBCK1', 'RNF31', 'FADD', 'RIPK1', 'CFLAR', 'BIRC3', 'BIRC2', 'CASP8', 'TP53']
164	GO:BP	GO:1901214	regulation of neuron death	1.7651545329085337e-12	True	"""Any process that modulates the frequency, rate or extent of neuron death."" [GOC:rph, GOC:TermGenie]"	309	101	19	15719	0.1881188118811881	0.0614886731391585	query_1	['GO:0010941', 'GO:0070997']	['BCL2L11', 'BAX', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'FOXO3', 'FASLG', 'MCL1', 'TBK1', 'TNF', 'BBC3', 'IKBKG', 'TRAF2', 'BCL2L1', 'CASP8', 'FBXW7', 'TP53', 'BAD']
165	GO:BP	GO:0080135	regulation of cellular response to stress	2.079656833840777e-12	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	101	26	15719	0.2574257425742574	0.0381791483113069	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'CREBBP', 'UBE2V1', 'TRAF3', 'BCL2', 'MCL1', 'TNF', 'FAS', 'BID', 'BBC3', 'RIPK1', 'TRAF2', 'LTBR', 'PYCARD', 'TRAF6', 'BCL2L1', 'BAK1', 'APP', 'FBXW7', 'TP53', 'UBE2N', 'BAD']
166	GO:BP	GO:0031329	regulation of cellular catabolic process	2.571711665474912e-12	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances, carried out by individual cells."" [GOC:mah]"	627	101	25	15719	0.2475247524752475	0.0398724082934609	query_1	['GO:0009894', 'GO:0031323', 'GO:0044248']	['BCL2L11', 'BAX', 'GSK3B', 'AKT1', 'TNFRSF1B', 'BCL2', 'TAB2', 'FOXO3', 'MCL1', 'IKBKE', 'TBK1', 'TNF', 'RNF31', 'SNX33', 'IKBKG', 'TRAF2', 'MAP3K7', 'MEFV', 'PYCARD', 'BCL2L1', 'APP', 'TAB3', 'FBXW7', 'TP53', 'BAD']
168	GO:BP	GO:0032088	negative regulation of NF-kappaB transcription factor activity	3.499560511184392e-12	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the activity of the transcription factor NF-kappaB."" [GOC:dph, GOC:rl, GOC:tb]"	83	101	12	15719	0.1188118811881188	0.144578313253012	query_1	['GO:0043433']	['NFKBIB', 'TRAF3', 'PYDC2', 'CHUK', 'CARD8', 'RBCK1', 'TAX1BP1', 'TNFAIP3', 'AIM2', 'PYCARD', 'NFKBIA', 'NLRP2']
167	GO:BP	GO:0070227	lymphocyte apoptotic process	3.499560511184392e-12	True	"""Any apoptotic process in a lymphocyte, a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:add, GOC:mtg_apoptosis, ISBN:0781765196]"	83	101	12	15719	0.1188118811881188	0.144578313253012	query_1	['GO:0071887']	['BCL2L11', 'BAX', 'AKT1', 'BCL2', 'FASLG', 'FAS', 'FADD', 'BBC3', 'RIPK1', 'BAK1', 'TP53', 'BCL10']
6	GO:CC	GO:0035631	CD40 receptor complex	4.0500920712648665e-12	True	"""A protein complex that contains at least CD40 (a cell surface receptor of the tumour necrosis factor receptor (TNFR) superfamily), and other signaling molecules."" [GOC:BHF, PMID:20614026, PMID:9221764]"	11	101	7	16420	0.0693069306930693	0.6363636363636364	query_1	['GO:0098802']	['TRAF3', 'CHUK', 'IKBKB', 'RNF31', 'TRAF2', 'TRAF6', 'BIRC2']
64	REAC	REAC:R-HSA-5218900	CASP8 activity is inhibited	5.2909561362818975e-12	True	CASP8 activity is inhibited	10	94	7	10022	0.0744680851063829	0.7	query_1	['REAC:R-HSA-5675482']	['FASLG', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'TRAF2', 'CASP8']
63	REAC	REAC:R-HSA-3371378	Regulation by c-FLIP	5.2909561362818975e-12	True	Regulation by c-FLIP	10	94	7	10022	0.0744680851063829	0.7	query_1	['REAC:R-HSA-140534']	['FASLG', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'TRAF2', 'CASP8']
