Autosomal recessive cutis laxa type 2, classic type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
129	GO:BP	GO:0055080	monoatomic cation homeostasis	1.8504340033130986e-07	True	"""Any process involved in the maintenance of an internal steady state of monoatomic cations within an organism or cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:jid, GOC:mah]"	564	97	18	15719	0.1855670103092783	0.0319148936170212	query_1	['GO:0050801']	['ATP6V0A2', 'AGTR1', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'DMPK', 'AGT', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ACE', 'ATP6V0D2']
130	GO:BP	GO:0061795	Golgi lumen acidification	2.0546128456803397e-07	True	"""Any process that reduces the pH of the Golgi lumen, measured by the concentration of the hydrogen ion."" [GOC:dph, PMID:23447592]"	13	97	5	15719	0.0515463917525773	0.3846153846153846	query_1	['GO:0051452']	['ATP6V0A2', 'ATP6AP2', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C']
24	REAC	REAC:R-HSA-9612973	Autophagy	2.104391956828403e-07	True	Autophagy	147	78	11	10022	0.141025641025641	0.0748299319727891	query_1	['REAC:0000000']	['CHMP2A', 'CHMP2B', 'CHMP4B', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'VPS37C', 'CHMP3', 'VPS28', 'CHMP4C']
25	REAC	REAC:R-HSA-68882	Mitotic Anaphase	2.167103282857033e-07	True	Mitotic Anaphase	226	78	13	10022	0.1666666666666666	0.0575221238938053	query_1	['REAC:R-HSA-2555396']	['CHMP2A', 'CHMP2B', 'VPS4A', 'CHMP4B', 'CHMP4A', 'LEMD2', 'CHMP6', 'CHMP7', 'IST1', 'CHMP3', 'CHMP4C', 'CC2D1B', 'SPAST']
26	REAC	REAC:R-HSA-2555396	Mitotic Metaphase and Anaphase	2.2000928475143818e-07	True	Mitotic Metaphase and Anaphase	227	78	13	10022	0.1666666666666666	0.0572687224669603	query_1	['REAC:R-HSA-68886']	['CHMP2A', 'CHMP2B', 'VPS4A', 'CHMP4B', 'CHMP4A', 'LEMD2', 'CHMP6', 'CHMP7', 'IST1', 'CHMP3', 'CHMP4C', 'CC2D1B', 'SPAST']
131	GO:BP	GO:0051301	cell division	2.2599481118962705e-07	True	"""The process resulting in division and partitioning of components of a cell to form more cells; may or may not be accompanied by the physical separation of a cell into distinct, individually membrane-bounded daughter cells."" [GOC:di, GOC:go_curators, GOC:pr]"	642	97	19	15719	0.1958762886597938	0.0295950155763239	query_1	['GO:0009987']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'TSG101', 'ARL8A', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'CHMP5', 'CHMP3', 'CHMP4C', 'SPAST', 'MITD1', 'ZFYVE19']
132	GO:BP	GO:0050801	monoatomic ion homeostasis	2.439262337898888e-07	True	"""Any process involved in the maintenance of an internal steady state of monoatomic ions within an organism or cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:ai]"	575	97	18	15719	0.1855670103092783	0.0313043478260869	query_1	['GO:0048878']	['ATP6V0A2', 'AGTR1', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'DMPK', 'AGT', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ACE', 'ATP6V0D2']
50	GO:CC	GO:0090543	Flemming body	2.5357634922127504e-07	True	"""A cell part that is the central region of the midbody characterized by a gap in alpha-tubulin staining. It is a dense structure of antiparallel microtubules from the central spindle in the middle of the intercellular bridge."" [GOC:pm, PMID:18641129, PMID:22522702]"	32	100	6	16420	0.06	0.1875	query_1	['GO:0030496', 'GO:0110165']	['VPS4A', 'VPS4B', 'TSG101', 'IST1', 'CHMP4C', 'ZFYVE19']
133	GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	2.6211101128581335e-07	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1592	97	30	15719	0.3092783505154639	0.0188442211055276	query_1	['GO:0008150']	['C3', 'ANPEP', 'PRG2', 'AGTR1', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'FGL2', 'VPS4B', 'FLOT1', 'TSG101', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'REN', 'CHMP5', 'CD68', 'CASP3', 'CHMP3', 'LITAF', 'CHMP4C', 'LGALS1', 'ACE', 'TP53', 'CYLD', 'CBL']
134	GO:BP	GO:0048388	endosomal lumen acidification	3.0862454709273613e-07	True	"""Any process that reduces the pH of the endosomal lumen, measured by the concentration of the hydrogen ion."" [GOC:jid]"	14	97	5	15719	0.0515463917525773	0.3571428571428571	query_1	['GO:0007032', 'GO:0051452']	['ATP6V0A1', 'ATP6AP2', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C']
135	GO:BP	GO:0036296	response to increased oxygen levels	3.1614883985253655e-07	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting an increase in the level of oxygen."" [GOC:al]"	28	97	6	15719	0.0618556701030927	0.2142857142857142	query_1	['GO:0070482']	['ATP6V0A2', 'TMEM199', 'CCDC115', 'ATP6V0D1', 'ATP6V1A', 'ATP6AP1']
136	GO:BP	GO:0009838	abscission	3.9855709141585657e-07	True	"""The controlled shedding of a body part."" [ISBN:0140514031]"	6	97	4	15719	0.0412371134020618	0.6666666666666666	query_1	['GO:0007275', 'GO:0032502']	['VPS4A', 'IST1', 'CHMP4C', 'ZFYVE19']
137	GO:BP	GO:0006996	organelle organization	4.087479015651929e-07	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3437	97	46	15719	0.4742268041237113	0.0133837649112598	query_1	['GO:0016043']	['CGNL1', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'CCDC115', 'VPS4B', 'TSG101', 'HSPA2', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'TFG', 'STAM', 'CHMP5', 'TCIRG1', 'VPS37C', 'ATP6V0A4', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'CHMP4C', 'ATP6AP1', 'ATL1', 'ATP2A1', 'SORBS1', 'ATP6V0C', 'RTN3', 'TP53', 'CYLD', 'SPAST']
51	GO:CC	GO:0071944	cell periphery	5.921907944928179e-07	True	"""The broad region around and including the plasma membrane of a cell,  encompassing the cell cortex (inside the cell), the plasma membrane, and any external encapsulating structures."" [GOC:pdt]"	5277	100	58	16420	0.58	0.0109910934242941	query_1	['GO:0110165']	['PIP4P1', 'LRFN3', 'C3', 'ANPEP', 'ATP6V0A2', 'CSNK1G1', 'PRG2', 'AGTR1', 'CHMP2A', 'CHMP2B', 'TRPC4AP', 'AGTR2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'MPZL2', 'FGL2', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'ARL8A', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'DMPK', 'CHMP6', 'CHMP7', 'AGT', 'REN', 'TBC1D24', 'PDIA6', 'FLOT2', 'CHMP5', 'CD68', 'TCIRG1', 'TIMP3', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'ATP6V1A', 'LITAF', 'CHMP4C', 'MPZL3', 'SORBS1', 'LGALS1', 'ATP6V0C', 'RTN3', 'ACE', 'CYLD', 'ATP6V0D2', 'CBL', 'ZFYVE19']
138	GO:BP	GO:0044085	cellular component biogenesis	6.081063076115413e-07	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component. Includes biosynthesis of constituent macromolecules, and those macromolecular modifications that are involved in synthesis or assembly of the cellular component."" [GOC:jl, GOC:mah]"	3106	97	43	15719	0.4432989690721649	0.0138441725692208	query_1	['GO:0071840']	['CGNL1', 'PIP4P1', 'LRFN3', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'STAM2', 'AIDA', 'VTA1', 'CCDC115', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'SH3BP1', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'AGT', 'TFG', 'STAM', 'CHMP5', 'TCIRG1', 'VPS37C', 'ATP6V0D1', 'CHMP3', 'VPS28', 'PLN', 'CHMP4C', 'ATL1', 'SORBS1', 'RTN3', 'ACE', 'TP53', 'CYLD', 'SPAST', 'VMA21']
139	GO:BP	GO:0006900	vesicle budding from membrane	6.081063076115413e-07	True	"""The evagination of a membrane, resulting in formation of a vesicle."" [GOC:jid, GOC:tb]"	80	97	8	15719	0.0824742268041237	0.1	query_1	['GO:0016050', 'GO:0016192', 'GO:0061024']	['VPS4A', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'TFG', 'CHMP5', 'CHMP4C']
27	REAC	REAC:R-HSA-5357801	Programmed Cell Death	6.239204114228362e-07	True	Programmed Cell Death	205	78	12	10022	0.1538461538461538	0.0585365853658536	query_1	['REAC:0000000']	['CHMP2A', 'CHMP2B', 'CHMP4B', 'FLOT1', 'CHMP4A', 'CHMP6', 'CHMP7', 'FLOT2', 'CASP3', 'CHMP3', 'CHMP4C', 'TP53']
140	GO:BP	GO:0071702	organic substance transport	6.646770044570749e-07	True	"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [GOC:mah]"	2638	97	39	15719	0.4020618556701031	0.014783927217589	query_1	['GO:0006810']	['AP1G2', 'C3', 'AGTR1', 'CHMP2A', 'CHMP2B', 'TRPC4AP', 'HGS', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'STAM2', 'VTA1', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'ARL8A', 'CHMP4A', 'CHMP6', 'CHMP7', 'IST1', 'AGT', 'STAM', 'REN', 'SLN', 'CHMP5', 'TCIRG1', 'VPS37C', 'CHMP3', 'VPS28', 'PLN', 'CHMP4C', 'ATP6AP1', 'ATP2A1', 'SORBS1', 'ACE', 'TP53', 'SARAF']
52	GO:CC	GO:0000793	condensed chromosome	7.292887641247636e-07	True	"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct structure."" [GOC:elh]"	274	100	12	16420	0.12	0.0437956204379562	query_1	['GO:0005694']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'HSPA2', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
141	GO:BP	GO:0070070	proton-transporting V-type ATPase complex assembly	8.929747389022936e-07	True	"""The aggregation, arrangement and bonding together of a proton-transporting V-type ATPase complex, proton-transporting two-sector ATPase complex that couples ATP hydrolysis to the transport of protons across a concentration gradient."" [GOC:mah]"	7	97	4	15719	0.0412371134020618	0.5714285714285714	query_1	['GO:0070071']	['PIP4P1', 'TMEM199', 'CCDC115', 'VMA21']
142	GO:BP	GO:0030003	intracellular monoatomic cation homeostasis	9.104023208870436e-07	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]"	490	97	16	15719	0.1649484536082474	0.0326530612244898	query_1	['GO:0006873', 'GO:0055080']	['ATP6V0A2', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'DMPK', 'AGT', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ATP6V0D2']
143	GO:BP	GO:0000280	nuclear division	9.5922451250017e-07	True	"""The division of a cell nucleus into two nuclei, with DNA and other nuclear contents distributed between the daughter nuclei."" [GOC:mah]"	427	97	15	15719	0.1546391752577319	0.0351288056206089	query_1	['GO:0048285']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'HSPA2', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'SPAST']
53	GO:CC	GO:0045335	phagocytic vesicle	9.684806388129246e-07	True	"""A membrane-bounded intracellular vesicle that arises from the ingestion of particulate material by phagocytosis."" [GOC:go_curators, ISBN:0198506732]"	136	100	9	16420	0.09	0.0661764705882353	query_1	['GO:0030139']	['PIP4P1', 'ATP6V0A2', 'HGS', 'ATP6V0A1', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V0C', 'ATP6V0D2']
54	GO:CC	GO:0016600	flotillin complex	1.072331030767067e-06	True	"""A protein complex that contains flotillin-1 and flotillin-2, and may contain associated proteins. Flotillins associate into membrane microdomains resembling caveolae."" [PMID:17206938, PMID:17600709]"	9	100	4	16420	0.04	0.4444444444444444	query_1	['GO:0005901', 'GO:0098797']	['FLOT1', 'FLOT2', 'SORBS1', 'CBL']
144	GO:BP	GO:0006873	intracellular monoatomic ion homeostasis	1.1540788025928636e-06	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic ions within a cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	499	97	16	15719	0.1649484536082474	0.032064128256513	query_1	['GO:0050801', 'GO:0055082']	['ATP6V0A2', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'DMPK', 'AGT', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ATP6V0D2']
145	GO:BP	GO:0098813	nuclear chromosome segregation	1.2034481096855367e-06	True	"""The process in which genetic material, in the form of nuclear chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. Nuclear chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:dos]"	314	97	13	15719	0.134020618556701	0.0414012738853503	query_1	['GO:0007059']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
55	GO:CC	GO:0033565	ESCRT-0 complex	1.4482210656145178e-06	True	"""A protein complex required for the recycling of Golgi proteins, formation of lumenal membranes and sorting of ubiquitinated proteins into those membranes. This complex includes Vps1p and Hse1p in yeast and the Hrs and STAM proteins in mammals."" [GOC:rb, PMID:12055639, PMID:17543868]"	3	100	3	16420	0.03	1.0	query_1	['GO:0036452']	['HGS', 'STAM2', 'STAM']
146	GO:BP	GO:0072666	establishment of protein localization to vacuole	1.4846183033610649e-06	True	"""The directed movement of a protein to a specific location in a vacuole."" [GOC:mah]"	60	97	7	15719	0.0721649484536082	0.1166666666666666	query_1	['GO:0072594', 'GO:0072665']	['HGS', 'VPS4A', 'STAM2', 'TSG101', 'STAM', 'VPS37C', 'VPS28']
28	REAC	REAC:R-HSA-2022377	Metabolism of Angiotensinogen to Angiotensins	1.6814807654535547e-06	True	Metabolism of Angiotensinogen to Angiotensins	17	78	5	10022	0.0641025641025641	0.2941176470588235	query_1	['REAC:R-HSA-2980736']	['ANPEP', 'ATP6AP2', 'AGT', 'REN', 'ACE']
147	GO:BP	GO:0051493	regulation of cytoskeleton organization	1.6978993600706204e-06	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	514	97	16	15719	0.1649484536082474	0.0311284046692607	query_1	['GO:0007010', 'GO:0033043']	['CGNL1', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'SH3BP1', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'CYLD', 'SPAST']
56	GO:CC	GO:0030662	coated vesicle membrane	1.7907056612619157e-06	True	"""The lipid bilayer surrounding a coated vesicle."" [GOC:mah]"	193	100	10	16420	0.1	0.0518134715025906	query_1	['GO:0030135', 'GO:0030659', 'GO:0098588']	['AP1G2', 'TMEM199', 'ATP6V0A1', 'ATP6AP2', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C', 'VMA21']
148	GO:BP	GO:0016043	cellular component organization	1.8467362735933595e-06	True	"""A process that results in the assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:ai, GOC:jl, GOC:mah]"	6037	97	63	15719	0.6494845360824743	0.0104356468444591	query_1	['GO:0071840']	['CGNL1', 'PIP4P1', 'LRFN3', 'C3', 'AGTR1', 'CHMP2A', 'CHMP2B', 'TMEM199', 'HGS', 'AGTR2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'STAM2', 'AIDA', 'VTA1', 'CCDC115', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'SMYD2', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'LEMD2', 'DMPK', 'CHMP6', 'CHMP7', 'IST1', 'AGT', 'TFG', 'STAM', 'SLN', 'TBC1D24', 'CHMP5', 'TCIRG1', 'VPS37C', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'PLN', 'ATP6V1A', 'CHMP4C', 'ATP6AP1', 'MPZL3', 'ATL1', 'ATP2A1', 'SORBS1', 'ATP6V0C', 'RTN3', 'ACE', 'TP53', 'CYLD', 'SPAST', 'VMA21', 'CBL', 'MITD1']
149	GO:BP	GO:0001990	regulation of systemic arterial blood pressure by hormone	1.998619468585238e-06	True	"""The process in which hormones modulate the force with which blood passes through the circulatory system. A hormone is one of a group of substances formed in very small amounts in one specialized organ or group of cells and carried (sometimes in the bloodstream) to another organ or group of cells, in the same organism, upon which they have a specific regulatory action."" [GOC:mtg_cardio, ISBN:0721643949]"	38	97	6	15719	0.0618556701030927	0.1578947368421052	query_1	['GO:0003044', 'GO:0050886']	['AGTR1', 'AGTR2', 'ATP6AP2', 'AGT', 'REN', 'ACE']
150	GO:BP	GO:0007098	centrosome cycle	2.6193039142344e-06	True	"""The cell cycle process in which centrosome duplication and separation takes place. The centrosome cycle can operate with a considerable degree of independence from other processes of the cell cycle."" [ISBN:0815316194]"	135	97	9	15719	0.0927835051546391	0.0666666666666666	query_1	['GO:0022402', 'GO:0031023']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'CHMP5', 'CHMP3', 'CHMP4C']
57	GO:CC	GO:0000775	chromosome, centromeric region	2.6234409764842023e-06	True	"""The region of a chromosome that includes the centromeric DNA and associated proteins. In monocentric chromosomes, this region corresponds to a single area of the chromosome, whereas in holocentric chromosomes, it is evenly distributed along the chromosome."" [GOC:cjm, GOC:elh, GOC:kmv, GOC:pr]"	254	100	11	16420	0.11	0.0433070866141732	query_1	['GO:0098687']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
151	GO:BP	GO:0019725	cellular homeostasis	3.1419042890227807e-06	True	"""Any process involved in the maintenance of an internal steady state at the level of the cell."" [GOC:isa_complete, GOC:jl, ISBN:0395825172]"	765	97	19	15719	0.1958762886597938	0.0248366013071895	query_1	['GO:0042592']	['ATP6V0A2', 'CHMP2B', 'TMEM199', 'ATP6V0A1', 'CCDC115', 'ATP6AP2', 'DMPK', 'AGT', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'PLN', 'ATP6V1A', 'ATP6AP1', 'ATP2A1', 'ATP6V0C', 'ACE', 'ATP6V0D2']
152	GO:BP	GO:0048285	organelle fission	3.412256488656589e-06	True	"""The creation of two or more organelles by division of one organelle."" [GOC:jid]"	473	97	15	15719	0.1546391752577319	0.0317124735729386	query_1	['GO:0006996']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'HSPA2', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'SPAST']
58	GO:CC	GO:0005874	microtubule	3.649507064226232e-06	True	"""Any of the long, generally straight, hollow tubes of internal diameter 12-15 nm and external diameter 24 nm found in a wide variety of eukaryotic cells; each consists (usually) of 13 protofilaments of polymeric tubulin, staggered in such a manner that the tubulin monomers are arranged in a helical pattern on the microtubular surface, and with the alpha/beta axes of the tubulin subunits parallel to the long axis of the tubule; exist in equilibrium with pool of tubulin monomers and can be rapidly assembled or disassembled in response to physiological stimuli; concerned with force generation, e.g. in the spindle."" [ISBN:0879693568]"	451	100	14	16420	0.14	0.0310421286031042	query_1	['GO:0015630', 'GO:0099513']	['KIF7', 'CHMP2A', 'CHMP2B', 'CHMP1A', 'CHMP1B', 'CHMP4B', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C', 'CYLD', 'SPAST']
153	GO:BP	GO:0007059	chromosome segregation	3.8064022007741183e-06	True	"""The process in which genetic material, in the form of chromosomes, is organized into specific structures and then physically separated and apportioned to two or more sets. In eukaryotes, chromosome segregation begins with the condensation of chromosomes, includes chromosome separation, and ends when chromosomes have completed movement to the spindle poles."" [GOC:jl, GOC:mah, GOC:mtg_cell_cycle, GOC:vw]"	411	97	14	15719	0.1443298969072164	0.0340632603406326	query_1	['GO:0022402']	['CHMP2A', 'CHMP2B', 'CHMP1A', 'VPS4A', 'CHMP1B', 'CHMP4B', 'VPS4B', 'ARL8A', 'CHMP4A', 'CHMP6', 'CHMP7', 'CHMP5', 'CHMP3', 'CHMP4C']
154	GO:BP	GO:0002018	renin-angiotensin regulation of aldosterone production	3.963911679330202e-06	True	"""The process in which an increase in active angiotensin stimulates the adrenal cortices to secrete aldosterone."" [ISBN:0721643949]"	3	97	3	15719	0.0309278350515463	1.0	query_1	['GO:0002016', 'GO:0003071', 'GO:2000858']	['AGTR1', 'AGT', 'REN']
59	GO:CC	GO:0030672	synaptic vesicle membrane	4.1442287865280286e-06	True	"""The lipid bilayer surrounding a synaptic vesicle."" [GOC:mah]"	120	100	8	16420	0.08	0.0666666666666666	query_1	['GO:0008021', 'GO:0099501']	['ATP6V0A1', 'ATP6AP2', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C']
60	GO:CC	GO:0099501	exocytic vesicle membrane	4.1442287865280286e-06	True	"""The lipid bilayer surrounding an exocytic vesicle."" [GOC:dos]"	120	100	8	16420	0.08	0.0666666666666666	query_1	['GO:0030658', 'GO:0070382']	['ATP6V0A1', 'ATP6AP2', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V1E1', 'ATP6V1A', 'ATP6AP1', 'ATP6V0C']
61	GO:CC	GO:0005886	plasma membrane	4.394669884304166e-06	True	"""The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins."" [ISBN:0716731363]"	4850	100	53	16420	0.53	0.0109278350515463	query_1	['GO:0016020', 'GO:0071944']	['PIP4P1', 'LRFN3', 'C3', 'ANPEP', 'ATP6V0A2', 'CSNK1G1', 'AGTR1', 'CHMP2A', 'CHMP2B', 'TRPC4AP', 'AGTR2', 'CHMP1A', 'VPS4A', 'ATP6V0A1', 'CHMP1B', 'CHMP4B', 'MPZL2', 'VPS4B', 'FLOT1', 'TSG101', 'HSPA2', 'ARL8A', 'SH3BP1', 'ATP6AP2', 'CHMP4A', 'DMPK', 'CHMP6', 'CHMP7', 'REN', 'TBC1D24', 'PDIA6', 'FLOT2', 'CHMP5', 'CD68', 'TCIRG1', 'ATP6V0A4', 'CASP3', 'ATP6V0D1', 'CHMP3', 'ATP6V1E1', 'VPS28', 'ATP6V1A', 'LITAF', 'CHMP4C', 'MPZL3', 'SORBS1', 'ATP6V0C', 'RTN3', 'ACE', 'CYLD', 'ATP6V0D2', 'CBL', 'ZFYVE19']
62	GO:CC	GO:0030139	endocytic vesicle	4.651099636912906e-06	True	"""A membrane-bounded intracellular vesicle formed by invagination of the plasma membrane around an extracellular substance. Endocytic vesicles fuse with early endosomes to deliver the cargo for further sorting."" [GOC:go_curators, PMID:19696797]"	331	100	12	16420	0.12	0.0362537764350453	query_1	['GO:0031410']	['PIP4P1', 'ATP6V0A2', 'HGS', 'ATP6V0A1', 'STAM2', 'FLOT2', 'TCIRG1', 'ATP6V0A4', 'ATP6V0D1', 'ATP6V0C', 'VPS9D1', 'ATP6V0D2']
