Waardenburg syndrome type 2	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
259	REAC	REAC:R-HSA-210990	PECAM1 interactions	4.926834283040667e-10	True	PECAM1 interactions	11	96	7	10790	0.0729166666666666	0.6363636363636364	query_1	['REAC:R-HSA-202733']	['ITGAV', 'ITGB3', 'FYN', 'LYN', 'PLCG1', 'LCK', 'PTPN11']
260	GO:BP	GO:0043542	endothelial cell migration	5.285357326054279e-10	True	"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]"	217	106	15	21110	0.1415094339622641	0.0691244239631336	query_1	['GO:0010631']	['MET', 'ITGB1', 'EDN2', 'BCAR1', 'ITGB3', 'PXN', 'SNAI2', 'NRP2', 'PLCG1', 'EDN1', 'PTK2B', 'VEGFA', 'TGFBR1', 'PTK2', 'THBS1']
261	GO:BP	GO:0007173	epidermal growth factor receptor signaling pathway	5.671809559119098e-10	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	109	106	12	21110	0.1132075471698113	0.110091743119266	query_1	['GO:0038127']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'CBL', 'PTPN11']
262	REAC	REAC:R-HSA-8875878	MET promotes cell motility	5.692364431045842e-10	True	MET promotes cell motility	40	96	10	10790	0.1041666666666666	0.25	query_1	['REAC:R-HSA-6806834']	['MET', 'RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'CRK', 'HGF', 'CRKL', 'PTK2', 'ITGA3']
263	GO:BP	GO:0043069	negative regulation of programmed cell death	5.79082753927314e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	905	106	26	21110	0.2452830188679245	0.0287292817679558	query_1	['GO:0012501', 'GO:0043067', 'GO:0060548']	['MET', 'ITGB1', 'VEGFB', 'ITGAV', 'KITLG', 'SRC', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'PLCG2', 'ITGA5', 'SNAI2', 'SOX10', 'PLK1', 'EGFR', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'PTK2', 'THBS1', 'CBL']
264	GO:BP	GO:1990138	neuron projection extension	5.903344500174902e-10	True	"""Long distance growth of a single neuron projection involved in cellular development. A neuron projection is a prolongation or process extending from a nerve cell, e.g. an axon or dendrite."" [GOC:BHF, GOC:rl, PMID:22790009]"	178	106	14	21110	0.1320754716981132	0.0786516853932584	query_1	['GO:0048588', 'GO:0048812', 'GO:0060560']	['ITGB1', 'EDN2', 'FN1', 'EDNRA', 'EDN3', 'ITGA4', 'NRP2', 'VCL', 'EDN1', 'CDH1', 'VEGFA', 'SH3GL2', 'L1CAM', 'PLXNA1']
265	GO:BP	GO:0002521	leukocyte differentiation	6.028935505738594e-10	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	610	106	22	21110	0.2075471698113207	0.0360655737704918	query_1	['GO:0030097', 'GO:0030154']	['ITGB1', 'KITLG', 'SRC', 'PIK3R1', 'MITF', 'ITK', 'PLCG2', 'TFE3', 'SOS1', 'TGFBR2', 'ITGA4', 'SH3PXD2A', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'VCAM1', 'ITGB6', 'LCK']
266	WP	WP:WP4806	EGFR tyrosine kinase inhibitor resistance	6.512242765386857e-10	True	EGFR tyrosine kinase inhibitor resistance	84	89	13	8133	0.146067415730337	0.1547619047619047	query_1	['WP:000000']	['MET', 'SRC', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'GRB2', 'EGFR', 'PLCG1', 'ERBB2', 'VEGFA', 'PDGFRA']
267	GO:BP	GO:1901653	cellular response to peptide	7.658776227701083e-10	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	370	106	18	21110	0.1698113207547169	0.0486486486486486	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EDN1', 'VCAM1', 'PTK2', 'PTPN11']
268	GO:MF	GO:0005126	cytokine receptor binding	8.00966382944794e-10	True	"""Binding to a cytokine receptor."" [GOC:mah, GOC:vw]"	278	106	16	20195	0.1509433962264151	0.0575539568345323	query_1	['GO:0005102']	['VEGFB', 'CD2AP', 'KITLG', 'ITGB3', 'TGFB3', 'PIK3R1', 'SHC1', 'TGFBR2', 'ITGA5', 'GRB2', 'TGFB1', 'SYK', 'PLCG1', 'VEGFA', 'TGFBR1', 'PGF']
269	GO:BP	GO:0034113	heterotypic cell-cell adhesion	8.078125991903691e-10	True	"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]"	60	106	10	21110	0.0943396226415094	0.1666666666666666	query_1	['GO:0098609']	['ITGB1', 'ITGAV', 'ITGB3', 'ITGA5', 'ITGA4', 'MADCAM1', 'JAM3', 'VCAM1', 'LCK', 'ITGB7']
270	WP	WP:WP3303	RAC1/PAK1/p38/MMP2 pathway	9.084861136860999e-10	True	RAC1/PAK1/p38/MMP2 pathway	68	89	12	8133	0.1348314606741573	0.1764705882352941	query_1	['WP:000000']	['ITGB1', 'FN1', 'SRC', 'PIK3R1', 'CRK', 'SOS1', 'PXN', 'GRB2', 'EGFR', 'ERBB2', 'PTK2', 'PTPN11']
271	KEGG	KEGG:05414	Dilated cardiomyopathy	1.0336784500275455e-09	True	Dilated cardiomyopathy	95	85	13	8161	0.1529411764705882	0.1368421052631579	query_1	['KEGG:00000']	['ITGB1', 'ITGA9', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGA2B', 'ITGA5', 'ITGA4', 'TGFB1', 'ITGB6', 'ITGB7', 'ITGA3']
272	GO:CC	GO:0045121	membrane raft	1.1219339120776239e-09	True	"""Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions."" [PMID:16645198, PMID:20044567]"	324	106	16	22122	0.1509433962264151	0.0493827160493827	query_1	['GO:0098857']	['ITGB1', 'SRC', 'CRK', 'TGFBR2', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'VCL', 'CDH1', 'PTK2B', 'EDNRB', 'TGFBR1', 'LCK', 'CBL']
273	GO:BP	GO:0070371	ERK1 and ERK2 cascade	1.144031955195655e-09	True	"""An intracellular protein kinase cascade containing at least ERK1 or ERK2 (MAPKs), a MEK (a MAPKK) and a MAP3K. The cascade may involve 4 different kinases, as it can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:add, GOC:signaling, ISBN:0121245462, ISBN:0896039986, PMID:20811974, PMID:28903453]"	325	106	17	21110	0.160377358490566	0.0523076923076923	query_1	['GO:0000165']	['RAPGEF1', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'SHC1', 'LYN', 'EGFR', 'SYK', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'CRKL', 'PTPN11', 'PDGFRA']
274	GO:CC	GO:0098857	membrane microdomain	1.1754661716137154e-09	True	"""A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it."" [PMID:20044567, PMID:26253820]"	325	106	16	22122	0.1509433962264151	0.0492307692307692	query_1	['GO:0016020']	['ITGB1', 'SRC', 'CRK', 'TGFBR2', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'VCL', 'CDH1', 'PTK2B', 'EDNRB', 'TGFBR1', 'LCK', 'CBL']
275	KEGG	KEGG:05220	Chronic myeloid leukemia	1.1859161141737892e-09	True	Chronic myeloid leukemia	76	85	12	8161	0.1411764705882353	0.1578947368421052	query_1	['KEGG:00000']	['TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'TGFBR2', 'GRB2', 'TGFB1', 'CRKL', 'TGFBR1', 'CBL', 'PTPN11']
276	GO:BP	GO:1901699	cellular response to nitrogen compound	1.215622693097768e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	703	106	23	21110	0.2169811320754717	0.0327169274537695	query_1	['GO:0070887', 'GO:1901698']	['RAPGEF1', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'EDN1', 'CDH1', 'CRKL', 'VCAM1', 'PTK2', 'PTPN11', 'PDGFRA']
277	GO:MF	GO:1990782	protein tyrosine kinase binding	1.2488559415491944e-09	True	"""Binding to protein tyrosine kinase."" [PMID:25499537]"	123	106	12	20195	0.1132075471698113	0.0975609756097561	query_1	['GO:0019901']	['ITGB1', 'PIK3R1', 'CRK', 'FLT3LG', 'SHC1', 'PLCG2', 'GRB2', 'PLCG1', 'CDH1', 'CRKL', 'CBL', 'PTPN11']
278	WP	WP:WP2643	Nanoparticle-mediated activation of receptor signaling	1.295297394035673e-09	True	Nanoparticle-mediated activation of receptor signaling	28	89	9	8133	0.1011235955056179	0.3214285714285714	query_1	['WP:000000']	['ITGB1', 'FN1', 'SRC', 'SOS1', 'PXN', 'GRB2', 'EGFR', 'TLN1', 'PTK2']
279	GO:BP	GO:0048729	tissue morphogenesis	1.3862130665738263e-09	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	636	106	22	21110	0.2075471698113207	0.0345911949685534	query_1	['GO:0009653', 'GO:0009888']	['MET', 'ITGB1', 'SRC', 'EDNRA', 'ITGB3', 'HGF', 'SOS1', 'TGFBR2', 'ITGA5', 'SNAI2', 'SOX10', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'EGFR', 'VCL', 'EDN1', 'VEGFA', 'TGFBR1', 'ITGA3', 'PLXNA1']
280	REAC	REAC:R-HSA-445144	Signal transduction by L1	1.4642566417800002e-09	True	Signal transduction by L1	20	96	8	10790	0.0833333333333333	0.4	query_1	['REAC:R-HSA-373760']	['ITGB1', 'ITGA9', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'EGFR', 'L1CAM']
281	GO:MF	GO:0017124	SH3 domain binding	1.516342304418789e-09	True	"""Binding to a SH3 domain (Src homology 3) of a protein, small protein modules containing approximately 50 amino acid residues found in a great variety of intracellular or membrane-associated proteins."" [GOC:go_curators, Pfam:PF00018]"	125	106	12	20195	0.1132075471698113	0.096	query_1	['GO:0019904']	['RAPGEF1', 'BCAR1', 'CD2AP', 'CRK', 'SOS1', 'ADAM19', 'LYN', 'GRB2', 'SH3KBP1', 'ADAM12', 'ADAM15', 'CBL']
282	GO:BP	GO:1901652	response to peptide	1.6184137885062286e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	507	106	20	21110	0.1886792452830188	0.039447731755424	query_1	['GO:0010243', 'GO:1901700']	['BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EDN1', 'NUDC', 'EDNRB', 'VCAM1', 'PTK2', 'PTPN11']
283	KEGG	KEGG:04014	Ras signaling pathway	1.749194991952465e-09	True	Ras signaling pathway	234	85	18	8161	0.2117647058823529	0.0769230769230769	query_1	['KEGG:00000']	['MET', 'VEGFB', 'KITLG', 'PIK3R1', 'FLT3LG', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'LAT', 'GRB2', 'EGFR', 'PLCG1', 'VEGFA', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF']
284	GO:BP	GO:0071310	cellular response to organic substance	1.8493622423125023e-09	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:mah]"	2019	106	37	21110	0.3490566037735849	0.0183259039128281	query_1	['GO:0010033', 'GO:0070887']	['RAPGEF1', 'EDN2', 'BCAR1', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'SNAI2', 'SOX10', 'LYN', 'GRB2', 'TGFB1', 'NRP2', 'EGFR', 'SYK', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'CRKL', 'EDNRB', 'VCAM1', 'PTK2', 'THBS1', 'ADAM15', 'CBL', 'PTPN11', 'PDGFRA', 'PGF']
285	WP	WP:WP2572	Primary focal segmental glomerulosclerosis (FSGS)	1.8502324070604879e-09	True	Primary focal segmental glomerulosclerosis (FSGS)	72	89	12	8133	0.1348314606741573	0.1666666666666666	query_1	['WP:000000']	['ITGB1', 'ITGAV', 'CD2AP', 'ITGB3', 'FYN', 'TGFB1', 'VCL', 'PLCG1', 'VTN', 'TLN1', 'PTK2', 'ITGA3']
286	WP	WP:WP673	ErbB signaling pathway	1.8763137985324034e-09	True	ErbB signaling pathway	91	89	13	8133	0.146067415730337	0.1428571428571428	query_1	['WP:000000']	['SRC', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'GRB2', 'EGFR', 'PLCG1', 'ERBB2', 'CRKL', 'PTK2', 'CBL']
287	GO:BP	GO:0009725	response to hormone	2.04502077499633e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	875	106	25	21110	0.2358490566037736	0.0285714285714285	query_1	['GO:0009719', 'GO:0010033']	['BCAR1', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'TGFBR2', 'PXN', 'SOX10', 'LYN', 'GRB2', 'TGFB1', 'EDN1', 'PTK2B', 'NUDC', 'EDNRB', 'PTK2', 'THBS1', 'ITGA3', 'PTPN11', 'PGF']
288	GO:BP	GO:0051094	positive regulation of developmental process	2.048955350687806e-09	True	"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	1310	106	30	21110	0.2830188679245283	0.0229007633587786	query_1	['GO:0032502', 'GO:0048518', 'GO:0050793']	['ITGB1', 'VEGFB', 'FN1', 'KITLG', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'TFE3', 'EDN3', 'TGFBR2', 'ITGA5', 'SNAI2', 'SOX10', 'LYN', 'TGFB1', 'SYK', 'PLCG1', 'POU3F2', 'EDN1', 'PTK2B', 'VEGFA', 'ADAM12', 'TGFBR1', 'L1CAM', 'PTK2', 'THBS1', 'FLT1', 'PGF', 'PLXNA1']
289	CORUM	CORUM:2529	LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	2.11677847070417e-09	True	LAT-PLC-gamma-1-p85-GRB2-CBL-VAV-SLP-76 signaling complex, C305 activated	6	52	6	3383	0.1153846153846153	1.0	query_1	['CORUM:0000000']	['PIK3R1', 'LAT', 'GRB2', 'LCP2', 'PLCG1', 'CBL']
290	KEGG	KEGG:04650	Natural killer cell mediated cytotoxicity	2.2743791767459147e-09	True	Natural killer cell mediated cytotoxicity	124	85	14	8161	0.1647058823529411	0.1129032258064516	query_1	['KEGG:00000']	['PIK3R1', 'SHC1', 'PLCG2', 'SOS1', 'FYN', 'LAT', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'PTK2B', 'LCK', 'PTPN11']
291	GO:BP	GO:0051246	regulation of protein metabolic process	2.352419162417337e-09	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2496	106	41	21110	0.3867924528301887	0.016426282051282	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['VEGFB', 'FN1', 'ITGAV', 'KITLG', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'SNAI2', 'LYN', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'CBL', 'PTPN11', 'FLT1', 'PGF']
292	GO:MF	GO:0140677	molecular function activator activity	2.3533238259517233e-09	True	"""A molecular function regulator that activates or increases the activity of its target via non-covalent binding that does not result in covalent modification to the target."" [GOC:curators]"	1321	106	30	20195	0.2830188679245283	0.0227100681302043	query_1	['GO:0098772']	['MET', 'RAPGEF1', 'EDN2', 'VEGFB', 'FN1', 'KITLG', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'NEK9', 'FLT3LG', 'HGF', 'SHC1', 'EDN3', 'SOS1', 'FYN', 'SH3PXD2A', 'NEK7', 'GRB2', 'TGFB1', 'EGFR', 'VAV1', 'SYK', 'EDN1', 'VEGFA', 'ITGB6', 'PTK2', 'LCK', 'PGF']
293	GO:BP	GO:0065007	biological regulation	2.3661345221696627e-09	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	12891	106	97	21110	0.9150943396226416	0.0075246295865332	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'ITGA9', 'EDN2', 'KLHDC10', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'EML3', 'SOS1', 'PYCR1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LAT', 'ADAM19', 'MADCAM1', 'SNAI2', 'SOX10', 'LYN', 'NEK7', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'POU3F1', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'SH3GL2', 'ADAM12', 'EML2', 'GPR143', 'CRKL', 'EDNRB', 'VTN', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
294	WP	WP:WP3888	VEGFA-VEGFR2 signaling	2.391553383637631e-09	True	VEGFA-VEGFR2 signaling	430	89	24	8133	0.2696629213483146	0.055813953488372	query_1	['WP:000000']	['RAPGEF1', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'PXN', 'FYN', 'GRB2', 'NRP2', 'VCL', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'CBL', 'PTPN11', 'FLT1', 'PGF']
295	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	2.662707475700173e-09	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3131	106	46	21110	0.4339622641509434	0.0146917917598211	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['MET', 'VEGFB', 'KITLG', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'PLCG2', 'TFE3', 'EDN3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'SNAI2', 'SOX10', 'LYN', 'NEK7', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'TFEB', 'POU3F1', 'SYK', 'FCGR1A', 'ERBB2', 'POU3F2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'LCK', 'THBS1', 'PTPN11', 'FLT1', 'PGF']
296	GO:MF	GO:0019838	growth factor binding	2.914578770145834e-09	True	"""Binding to a growth factor, proteins or polypeptides that stimulate a cell or organism to grow or proliferate."" [GOC:curators]"	132	106	12	20195	0.1132075471698113	0.0909090909090909	query_1	['GO:0005515']	['ITGAV', 'ITGB3', 'TGFB3', 'SHC1', 'TGFBR2', 'NRP2', 'EGFR', 'ERBB2', 'TGFBR1', 'THBS1', 'PDGFRA', 'FLT1']
297	REAC	REAC:R-HSA-422475	Axon guidance	2.955794915914972e-09	True	Axon guidance	549	96	25	10790	0.2604166666666667	0.0455373406193078	query_1	['REAC:R-HSA-9675108']	['MET', 'ITGB1', 'ITGA9', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'SHC1', 'SOS1', 'ITGA2B', 'ITGA5', 'FYN', 'LYN', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'SH3KBP1', 'SH3GL2', 'TUBB2A', 'TLN1', 'L1CAM', 'PTK2', 'PTPN11', 'PLXNA1']
298	GO:BP	GO:0007159	leukocyte cell-cell adhesion	3.1018706475457063e-09	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	402	106	18	21110	0.1698113207547169	0.044776119402985	query_1	['GO:0098609']	['ITGB1', 'KITLG', 'SRC', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'MADCAM1', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'ITGB7', 'JAM2', 'PTPN11']
299	GO:BP	GO:0038127	ERBB signaling pathway	3.285166320280569e-09	True	"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]"	126	106	12	21110	0.1132075471698113	0.0952380952380952	query_1	['GO:0007169']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'CBL', 'PTPN11']
300	GO:MF	GO:0005515	protein binding	3.676836510824795e-09	True	"""Binding to a protein."" [GOC:go_curators]"	14881	106	104	20195	0.981132075471698	0.0069887776359115	query_1	['GO:0005488']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'ITGA9', 'EDN2', 'KLHDC10', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'BCAR1', 'CD2AP', 'KITLG', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'NEK9', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFE3', 'EDN3', 'EML3', 'SOS1', 'PYCR1', 'CLGN', 'TGFBR2', 'TYR', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LAT', 'SH3PXD2A', 'ADAM19', 'MADCAM1', 'SNAI2', 'SOX10', 'LYN', 'NEK7', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'LCP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'ECE1', 'EML4', 'SH3GL2', 'ADAM12', 'EML2', 'GPR143', 'CRKL', 'EDNRB', 'VTN', 'TUBB2A', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PTPN11', 'PDGFRA', 'FLT1', 'PGF', 'PLXNA1']
301	GO:BP	GO:0045766	positive regulation of angiogenesis	4.279765264694338e-09	True	"""Any process that activates or increases angiogenesis."" [GOC:go_curators]"	165	106	13	21110	0.1226415094339622	0.0787878787878787	query_1	['GO:0001525', 'GO:0045765', 'GO:1904018']	['ITGB1', 'VEGFB', 'ITGB3', 'HGF', 'TGFBR2', 'ITGA5', 'PLCG1', 'PTK2B', 'VEGFA', 'ADAM12', 'THBS1', 'FLT1', 'PGF']
302	GO:BP	GO:1904018	positive regulation of vasculature development	4.279765264694338e-09	True	"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]"	165	106	13	21110	0.1226415094339622	0.0787878787878787	query_1	['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']	['ITGB1', 'VEGFB', 'ITGB3', 'HGF', 'TGFBR2', 'ITGA5', 'PLCG1', 'PTK2B', 'VEGFA', 'ADAM12', 'THBS1', 'FLT1', 'PGF']
303	GO:BP	GO:0033628	regulation of cell adhesion mediated by integrin	4.991149421078617e-09	True	"""Any process that modulates the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	49	106	9	21110	0.0849056603773584	0.1836734693877551	query_1	['GO:0030155', 'GO:0033627']	['ITGB3', 'CRK', 'SNAI2', 'LYN', 'JAM3', 'SYK', 'CRKL', 'PTK2', 'PTPN11']
304	REAC	REAC:R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	5.013710965330262e-09	True	GRB2:SOS provides linkage to MAPK signaling for Integrins 	14	96	7	10790	0.0729166666666666	0.5	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'ITGB3', 'SOS1', 'ITGA2B', 'TLN1', 'PTK2']
305	GO:BP	GO:0086100	endothelin receptor signaling pathway	5.739133153084265e-09	True	"""A G protein-coupled receptor signaling pathway initiated by endothelin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:10977869]"	10	106	6	21110	0.0566037735849056	0.6	query_1	['GO:0007186']	['BCAR1', 'EDNRA', 'EDN1', 'PTK2B', 'CRKL', 'EDNRB']
