Mandibuloacral dysplasia with type B lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
188	GO:BP	GO:0008104	protein localization	0.0003689407997394	True	"""Any process in which a protein is transported to, or maintained in, a specific location."" [GOC:ai]"	2400	101	31	17376	0.3069306930693069	0.0129166666666666	query_1	['GO:0070727']	['PTCH1', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'HSP90AB1', 'VCP', 'ARL1', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'NEDD8', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'DDX42', 'HSPA8', 'FAM3D', 'PLEKHA8', 'PKD2', 'SYS1']
189	GO:BP	GO:0070727	cellular macromolecule localization	0.0003964324333014	True	"""Any process in which a macromolecule is transported to, and/or maintained in, a specific location at the level of a cell. Localization at the cellular level encompasses movement within the cell, from within the cell to the cell surface, or from one location to another at the surface of a cell."" [GOC:mah]"	2410	101	31	17376	0.3069306930693069	0.012863070539419	query_1	['GO:0033036', 'GO:0051641']	['PTCH1', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'HSP90AB1', 'VCP', 'ARL1', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'NEDD8', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'DDX42', 'HSPA8', 'FAM3D', 'PLEKHA8', 'PKD2', 'SYS1']
190	GO:BP	GO:0017196	N-terminal peptidyl-methionine acetylation	0.0004092489112269	True	"""The acetylation of the N-terminal methionine of proteins to form the derivative N-acetyl-L-methionine."" [RESID:AA0049]"	8	101	3	17376	0.0297029702970297	0.375	query_1	['GO:0006474', 'GO:0018206']	['NAA38', 'NAA30', 'NAA35']
191	REAC	REAC:R-HSA-1170546	Prolactin receptor signaling	0.0004185358248184	True	Prolactin receptor signaling	14	101	3	17376	0.0297029702970297	0.2142857142857142	query_1	['REAC:R-HSA-1280215']	['RBX1', 'SKP1', 'CUL1']
192	GO:BP	GO:0071478	cellular response to radiation	0.0004230969322943	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an electromagnetic radiation stimulus. Electromagnetic radiation is a propagating wave in space with electric and magnetic components. These components oscillate at right angles to each other and to the direction of propagation."" [GOC:mah]"	182	101	8	17376	0.0792079207920792	0.0439560439560439	query_1	['GO:0009314', 'GO:0071214']	['CUL4B', 'DDB2', 'CREBBP', 'ZMPSTE24', 'DDB1', 'RBX1', 'EP300', 'CUL4A']
193	GO:BP	GO:0009894	regulation of catabolic process	0.0004324287727299	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	973	101	18	17376	0.1782178217821782	0.0184994861253854	query_1	['GO:0009056', 'GO:0019222']	['CUL3', 'PNPLA2', 'CUL4B', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'SCOC', 'ELOB', 'ZYG11B', 'DDB1', 'RBX1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'SHH', 'EP300', 'ARNT']
194	GO:BP	GO:0000209	protein polyubiquitination	0.0004681336500302	True	"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"	244	101	9	17376	0.0891089108910891	0.0368852459016393	query_1	['GO:0016567']	['CUL3', 'DDB2', 'SYVN1', 'UBE2J1', 'RBX1', 'SKP1', 'UBE2D2', 'ERCC8', 'CUL1']
195	GO:BP	GO:0043170	macromolecule metabolic process	0.0004681336500302	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8540	101	71	17376	0.7029702970297029	0.0083138173302107	query_1	['GO:0071704']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'IHH', 'NAA38', 'LIMCH1', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'DAD1', 'LMO7', 'DHH', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'ELOB', 'ZYG11B', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'SEL1L', 'EPAS1', 'ELOC', 'RPLP2', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'RPN2', 'HSPA8', 'CUL1', 'CUL2', 'PKD2', 'CUL4A', 'TUSC3', 'CDX1', 'NAA35']
196	GO:BP	GO:0051716	cellular response to stimulus	0.0004699573393264	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus by a cell and ends with a change in state or activity or the cell."" [GOC:bf, GOC:jl]"	6647	101	60	17376	0.594059405940594	0.0090266285542349	query_1	['GO:0009987', 'GO:0050896']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'MROH2B', 'IHH', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'BOC', 'DHH', 'CYTH4', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'CYTH3', 'CYTH1', 'ZMPSTE24', 'TAMALIN', 'CYTH2', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'ARFRP1', 'HSP90B1', 'EGLN1', 'VHL', 'ARFIP2', 'HIF1A', 'SEL1L', 'GBF1', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'FAF2', 'ERLEC1', 'SELENOK', 'CUL5', 'ERCC8', 'COPS5', 'PKHD1', 'RARA', 'HHIP', 'HSPA8', 'FAM3D', 'CUL1', 'CUL2', 'FABP5', 'PKD2', 'CUL4A']
197	GO:BP	GO:0006807	nitrogen compound metabolic process	0.0004767705277903	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8916	101	73	17376	0.7227722772277227	0.0081875280394795	query_1	['GO:0008152']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'IHH', 'NAA38', 'LIMCH1', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'DAD1', 'LMO7', 'DHH', 'CDON', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'ZMPSTE24', 'ELOB', 'ZYG11B', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'SEL1L', 'EPAS1', 'ELOC', 'RPLP2', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'RPN2', 'HSPA8', 'CUL1', 'CUL2', 'FABP5', 'PKD2', 'CUL4A', 'TUSC3', 'CDX1', 'NAA35']
198	GO:BP	GO:0009790	embryo development	0.0004767705277903	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1083	101	19	17376	0.1881188118811881	0.0175438596491228	query_1	['GO:0007275']	['CUL3', 'LRIG3', 'PTCH1', 'IHH', 'CREBBP', 'DAD1', 'CDON', 'ARFRP1', 'EGLN1', 'HIF1A', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'ZFP14', 'RARA', 'PKD2', 'CUL4A', 'CDX1']
199	GO:BP	GO:0070482	response to oxygen levels	0.0005349773099707	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	316	101	10	17376	0.099009900990099	0.0316455696202531	query_1	['GO:0009628']	['EGLN3', 'CREBBP', 'PPARD', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'EPAS1', 'EP300', 'ARNT']
200	GO:BP	GO:0009893	positive regulation of metabolic process	0.0005349773099707	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3648	101	40	17376	0.396039603960396	0.0109649122807017	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'PNPLA2', 'IHH', 'LIMCH1', 'CUL4B', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'SCOC', 'ELOB', 'ZYG11B', 'DDB1', 'DERL1', 'RBX1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'SELENOK', 'ERCC8', 'COPS5', 'RARA', 'HSPA8', 'FABP5', 'PKD2', 'CDX1']
201	REAC	REAC:R-HSA-162909	Host Interactions of HIV factors	0.0005555518650183	True	Host Interactions of HIV factors	125	101	6	17376	0.0594059405940594	0.048	query_1	['REAC:R-HSA-162906']	['ARF1', 'ELOB', 'RBX1', 'SKP1', 'ELOC', 'CUL5']
202	GO:CC	GO:0005622	intracellular anatomical structure	0.0005560665832137	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13677	101	94	17376	0.9306930693069309	0.0068728522336769	query_1	['GO:0110165']	['CUL3', 'EGLN3', 'RXRA', 'LRIG3', 'PTCH1', 'PNPLA2', 'MROH2B', 'IHH', 'NAA38', 'LIMCH1', 'CUL4B', 'SELENOS', 'DDB2', 'SYVN1', 'CREBBP', 'STT3B', 'PPARD', 'ARF1', 'DAD1', 'LMO7', 'DHH', 'GNL2', 'CYTH4', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'COX10', 'CYTH3', 'CYTH1', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'TAMALIN', 'SCOC', 'CYTH2', 'ELOB', 'NAA30', 'OS9', 'DDB1', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'CYTIP', 'ARFRP1', 'CSDE1', 'RPN1', 'HSP90B1', 'EGLN1', 'VHL', 'ARFIP2', 'PRCC', 'HIF1A', 'SKP1', 'SEL1L', 'GBF1', 'EPAS1', 'ELOC', 'RPLP2', 'NEDD8', 'SHH', 'EP300', 'ARNT', 'AHR', 'STT3A', 'FAF2', 'ERLEC1', 'CAND1', 'SELENOK', 'UBE2D2', 'RNF7', 'CUL5', 'MAGT1', 'ERCC8', 'COPS5', 'PKHD1', 'ZFP14', 'RARA', 'DDX42', 'NRAP', 'RPN2', 'HHIP', 'HSPA8', 'CUL1', 'CUL2', 'FABP5', 'PLEKHA8', 'PKD2', 'CUL4A', 'SYS1', 'TUSC3', 'CDX1', 'NAA35']
203	REAC	REAC:R-HSA-9759194	Nuclear events mediated by NFE2L2	0.000557004662957	True	Nuclear events mediated by NFE2L2	78	101	5	17376	0.0495049504950495	0.0641025641025641	query_1	['REAC:R-HSA-9755511']	['CREBBP', 'RBX1', 'SKP1', 'EP300', 'CUL1']
204	GO:BP	GO:0051604	protein maturation	0.000582557801353	True	"""Any process leading to the attainment of the full functional capacity of a protein."" [GOC:ai]"	320	101	10	17376	0.099009900990099	0.03125	query_1	['GO:0010467', 'GO:0019538']	['PTCH1', 'IHH', 'NAA38', 'CREBBP', 'DHH', 'ZMPSTE24', 'NAA30', 'SHH', 'EP300', 'NAA35']
205	GO:BP	GO:0001701	in utero embryonic development	0.000582557801353	True	"""The process whose specific outcome is the progression of the embryo in the uterus over time, from formation of the zygote in the oviduct, to birth. An example of this process is found in Mus musculus."" [GOC:go_curators, GOC:mtg_sensu]"	391	101	11	17376	0.1089108910891089	0.0281329923273657	query_1	['GO:0043009']	['CUL3', 'PTCH1', 'IHH', 'DAD1', 'EGLN1', 'HIF1A', 'EPAS1', 'ARNT', 'ZFP14', 'PKD2', 'CUL4A']
206	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	0.0006011616095535	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2994	101	35	17376	0.3465346534653465	0.011690046760187	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'IHH', 'LIMCH1', 'CUL4B', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'HSP90AB1', 'VCP', 'ELOB', 'ZYG11B', 'DDB1', 'DERL1', 'RBX1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'ERCC8', 'COPS5', 'RARA', 'HSPA8', 'PKD2', 'CDX1']
207	REAC	REAC:R-HSA-9013694	Signaling by NOTCH4	0.0006119525955015	True	Signaling by NOTCH4	80	101	5	17376	0.0495049504950495	0.0625	query_1	['REAC:R-HSA-157118']	['CREBBP', 'RBX1', 'SKP1', 'EP300', 'CUL1']
208	REAC	REAC:R-HSA-5362517	Signaling by Retinoic Acid	0.0006119525955015	True	Signaling by Retinoic Acid	42	101	4	17376	0.0396039603960396	0.0952380952380952	query_1	['REAC:R-HSA-9006931']	['RXRA', 'PPARD', 'RARA', 'FABP5']
209	REAC	REAC:R-HSA-1280218	Adaptive Immune System	0.0006423019675486	True	Adaptive Immune System	750	101	14	17376	0.1386138613861386	0.0186666666666666	query_1	['REAC:R-HSA-168256']	['CUL3', 'ARF1', 'LMO7', 'ELOB', 'UBE2J1', 'RBX1', 'VHL', 'SKP1', 'ELOC', 'UBE2D2', 'RNF7', 'CUL5', 'CUL1', 'CUL2']
210	GO:BP	GO:0006515	protein quality control for misfolded or incompletely synthesized proteins	0.0006613207713858	True	"""The chemical reactions and pathways resulting in the breakdown of misfolded or attenuated proteins."" [GOC:jl]"	28	101	4	17376	0.0396039603960396	0.1428571428571428	query_1	['GO:0051603']	['CUL3', 'VCP', 'ZYG11B', 'DERL1']
211	GO:CC	GO:0030891	VCB complex	0.0007259449890587	True	"""A protein complex that possesses ubiquitin ligase activity; the complex is usually pentameric; for example, in mammals the subunits are pVHL, elongin B, elongin C, cullin-2 (Cul2), and Rbx1."" [GOC:mah, PMID:11865071]"	3	101	2	17376	0.0198019801980198	0.6666666666666666	query_1	['GO:0000153']	['ELOB', 'CUL2']
212	REAC	REAC:R-HSA-73894	DNA Repair	0.0007410318999281	True	DNA Repair	329	101	9	17376	0.0891089108910891	0.0273556231003039	query_1	['REAC:0000000']	['CUL4B', 'DDB2', 'VCP', 'DDB1', 'RBX1', 'EP300', 'ERCC8', 'COPS5', 'CUL4A']
213	GO:BP	GO:0071702	organic substance transport	0.0007514423331998	True	"""The directed movement of organic substances into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or pore. An organic substance is a molecular entity that contains carbon."" [GOC:mah]"	2637	101	32	17376	0.3168316831683168	0.012135001896094	query_1	['GO:0006810']	['RXRA', 'PTCH1', 'SELENOS', 'SYVN1', 'PPARD', 'ARF1', 'DERL2', 'VCP', 'ARL1', 'ZMPSTE24', 'PLEKHA3', 'TAMALIN', 'OS9', 'UBE2J1', 'DERL1', 'ARFRP1', 'HSP90B1', 'ARFIP2', 'HIF1A', 'SEL1L', 'GBF1', 'SHH', 'FAF2', 'ERLEC1', 'SELENOK', 'CUL5', 'HSPA8', 'FAM3D', 'FABP5', 'PLEKHA8', 'PKD2', 'SYS1']
214	GO:BP	GO:0009101	glycoprotein biosynthetic process	0.0007604077541799	True	"""The chemical reactions and pathways resulting in the formation of glycoproteins, a protein that contains covalently bound glycose (i.e. monosaccharide) residues; the glycose occurs most commonly as oligosaccharide or fairly small polysaccharide but occasionally as monosaccharide."" [GOC:go_curators, ISBN:0198506732]"	264	101	9	17376	0.0891089108910891	0.034090909090909	query_1	['GO:0009059', 'GO:0009100', 'GO:1901137', 'GO:1901566']	['STT3B', 'DAD1', 'UBE2J1', 'DDOST', 'RPN1', 'STT3A', 'MAGT1', 'RPN2', 'TUSC3']
215	GO:BP	GO:0001890	placenta development	0.0007699166632224	True	"""The process whose specific outcome is the progression of the placenta over time, from its formation to the mature structure. The placenta is an organ of metabolic interchange between fetus and mother, partly of embryonic origin and partly of maternal origin."" [GOC:add, ISBN:068340007X]"	147	101	7	17376	0.0693069306930693	0.0476190476190476	query_1	['GO:0048513']	['PPARD', 'HSP90AB1', 'EGLN1', 'HIF1A', 'EPAS1', 'ARNT', 'PKD2']
216	GO:BP	GO:0043066	negative regulation of apoptotic process	0.0007990377809588	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	837	101	16	17376	0.1584158415841584	0.019115890083632	query_1	['GO:0006915', 'GO:0042981', 'GO:0043069']	['IHH', 'NAA38', 'SELENOS', 'SYVN1', 'PPARD', 'DAD1', 'HSP90AB1', 'DDB1', 'HSP90B1', 'VHL', 'HIF1A', 'SHH', 'COPS5', 'PKHD1', 'HHIP', 'NAA35']
217	REAC	REAC:R-HSA-9725371	Nuclear events stimulated by ALK signaling in cancer	0.0008302729951678	True	Nuclear events stimulated by ALK signaling in cancer	18	101	3	17376	0.0297029702970297	0.1666666666666666	query_1	['REAC:R-HSA-9725370']	['RBX1', 'SKP1', 'CUL1']
218	REAC	REAC:R-HSA-1368082	RORA activates gene expression	0.0008302729951678	True	RORA activates gene expression	18	101	3	17376	0.0297029702970297	0.1666666666666666	query_1	['REAC:R-HSA-400253']	['RXRA', 'CREBBP', 'EP300']
219	GO:BP	GO:0034067	protein localization to Golgi apparatus	0.0008306251869702	True	"""A process in which a protein is transported to, or maintained in, a location within the Golgi apparatus."" [GOC:mah]"	30	101	4	17376	0.0396039603960396	0.1333333333333333	query_1	['GO:0033365']	['ARL1', 'ARFRP1', 'GBF1', 'SYS1']
220	REAC	REAC:R-HSA-3371556	Cellular response to heat stress	0.0008546512092305	True	Cellular response to heat stress	87	101	5	17376	0.0495049504950495	0.057471264367816	query_1	['REAC:R-HSA-2262752']	['CREBBP', 'HSP90AB1', 'VCP', 'EP300', 'HSPA8']
221	GO:BP	GO:0042221	response to chemical	0.0009362764246566	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3610	101	39	17376	0.3861386138613861	0.0108033240997229	query_1	['GO:0050896']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'IHH', 'SELENOS', 'SYVN1', 'STT3B', 'PPARD', 'DAD1', 'BOC', 'DHH', 'DERL2', 'DNAJC10', 'HSP90AB1', 'VCP', 'OS9', 'UBE2J1', 'DERL1', 'RBX1', 'DDOST', 'HSP90B1', 'EGLN1', 'VHL', 'HIF1A', 'SEL1L', 'GBF1', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'FAF2', 'ERLEC1', 'COPS5', 'RARA', 'RPN2', 'HSPA8', 'PKD2']
222	GO:BP	GO:0043069	negative regulation of programmed cell death	0.0010056445049886	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	856	101	16	17376	0.1584158415841584	0.0186915887850467	query_1	['GO:0012501', 'GO:0043067', 'GO:0060548']	['IHH', 'NAA38', 'SELENOS', 'SYVN1', 'PPARD', 'DAD1', 'HSP90AB1', 'DDB1', 'HSP90B1', 'VHL', 'HIF1A', 'SHH', 'COPS5', 'PKHD1', 'HHIP', 'NAA35']
223	GO:BP	GO:0030908	protein splicing	0.0010056445049886	True	"""The post-translational removal of peptide sequences from within a protein sequence."" [GOC:mah]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0016485']	['IHH', 'SHH']
224	GO:BP	GO:0016539	intein-mediated protein splicing	0.0010056445049886	True	"""The removal of an internal amino acid sequence (an intein) from a protein during protein maturation; the excision of inteins is precise and the N- and C-terminal exteins are joined by a normal peptide bond. Protein splicing involves 4 nucleophilic displacements by the 3 conserved splice junction residues."" [GOC:ma, http://www.neb.com/neb/inteins.html]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0030908']	['IHH', 'SHH']
225	GO:BP	GO:0072194	kidney smooth muscle tissue development	0.0010056445049886	True	"""The process whose specific outcome is the progression of smooth muscle in the kidney over time, from its formation to the mature structure."" [GOC:mtg_kidney_jan10]"	2	101	2	17376	0.0198019801980198	1.0	query_1	['GO:0001822', 'GO:0048745']	['SHH', 'PKD2']
226	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	0.0010248820174109	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3356	101	37	17376	0.3663366336633663	0.0110250297973778	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['CUL3', 'EGLN3', 'RXRA', 'PTCH1', 'IHH', 'LIMCH1', 'CUL4B', 'CREBBP', 'PPARD', 'LMO7', 'CDON', 'HSP90AB1', 'VCP', 'ZMPSTE24', 'ELOB', 'ZYG11B', 'DDB1', 'DERL1', 'RBX1', 'CSDE1', 'EGLN1', 'VHL', 'HIF1A', 'SKP1', 'EPAS1', 'SHH', 'EP300', 'ARNT', 'AHR', 'CAND1', 'SELENOK', 'ERCC8', 'COPS5', 'RARA', 'HSPA8', 'PKD2', 'CDX1']
227	GO:BP	GO:0043687	post-translational protein modification	0.0010280069798969	True	"""The process of covalently altering one or more amino acids in a protein after the protein has been completely translated and released from the ribosome."" [GOC:jsg]"	64	101	5	17376	0.0495049504950495	0.078125	query_1	['GO:0036211']	['STT3B', 'RBX1', 'STT3A', 'RNF7', 'COPS5']
228	GO:BP	GO:0097190	apoptotic signaling pathway	0.0010384837992791	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	588	101	13	17376	0.1287128712871287	0.0221088435374149	query_1	['GO:0006915', 'GO:0007165']	['CUL3', 'SELENOS', 'SYVN1', 'PPARD', 'DNAJC10', 'HIF1A', 'SHH', 'EP300', 'SELENOK', 'CUL5', 'CUL1', 'CUL2', 'CUL4A']
