Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
504	GO:CC	GO:0097129	cyclin D2-CDK4 complex	1.4342336980419792e-06	True	"""A protein complex consisting of cyclin D2 and cyclin-dependent kinase 4 (CDK4). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0000307']	['CDKN2D', 'CCND2', 'CDK4']
505	GO:CC	GO:0097134	cyclin E1-CDK2 complex	1.4342336980419792e-06	True	"""A protein complex consisting of cyclin E1 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0000307']	['CCNE2', 'CCNE1', 'CDK2']
506	GO:CC	GO:0019907	cyclin-dependent protein kinase activating kinase holoenzyme complex	1.4342336980419792e-06	True	"""A cyclin-dependent kinase activating kinase complex capable of activating cyclin-dependent kinases by threonine phosphorylation, thus regulating cell cycle progression. consists of a kinase, cyclin and optional assembly factors, in human CDK7, CCNH and MNAT1. CAK activity is itself regulated throughout the cell cycle by T-loop phosphorylation of its kinase component (CDK7 in human). Phosphorylation of serine residues during mitosis inactivates the enzyme. Also capable of CAK phosphorylating the carboxyl-terminal domain (CTD) of RNA polymerase II and other transcription activating proteins, as part of the general transcription factor TFIIH."" [GOC:bhm, PMID:8752210]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0019908', 'GO:0032806', 'GO:0150005']	['CDK7', 'CCNH', 'MNAT1']
507	GO:CC	GO:0140552	TEAD-YAP complex	1.4342336980419792e-06	True	"""A transcription factor complex that is composed of the one DNA binding protein of the TEAD family and the transcriptional coactivator YAP."" [GOC:mah, PMID:11358867]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0090575']	['TEAD2', 'TEAD1', 'YAP1']
508	GO:CC	GO:0002193	MAML1-RBP-Jkappa- ICN1 complex	1.4342336980419792e-06	True	"""A protein complex that consists of the intracellular domain of Notch1 (ICN1), the DNA-binding transcription factor RBP-Jkappa, and the transcriptional coactivator Mastermind-like-1 (MAML1); the complex is involved in transcriptional activation in response to Notch-mediated signaling."" [CORUM:2949, PMID:16510869]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0032991']	['MAML1', 'NOTCH1', 'RBPJ']
509	GO:CC	GO:0032444	activin responsive factor complex	1.4342336980419792e-06	True	"""A transcriptionally active complex that binds to an activin response element (ARE) in the promoter of target genes, and is composed of two SMAD2 proteins, one SMAD4 protein and a Forkhead activin signal transducer (FAST) transcription factor."" [PMID:12374795, PMID:9288972]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0090575']	['SMAD2', 'SMAD4', 'FOXH1']
510	GO:CC	GO:0070985	transcription factor TFIIK complex	1.4342336980419792e-06	True	"""A transcription factor complex that forms part of the holo TFIIH complex. In Saccharomyces/human, TFIIK contains Ccl1p/Cyclin H, Tfb3p/MAT1 and Kin28p/CDK7."" [GOC:mah, PMID:19818408, PMID:22572993]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0005675', 'GO:0090575']	['CDK7', 'CCNH', 'MNAT1']
511	GO:BP	GO:0034969	histone arginine methylation	1.4378551212503749e-06	True	"""The modification of a histone by addition of a methyl group to an arginine residue."" [GOC:mah]"	9	101	4	17376	0.0396039603960396	0.4444444444444444	query_1	['GO:0016571', 'GO:0018216']	['WDR77', 'COPRS', 'PRMT5', 'CLNS1A']
512	GO:BP	GO:0007440	foregut morphogenesis	1.4378551212503749e-06	True	"""The process in which the anatomical structures of the foregut are generated and organized."" [GOC:jid]"	9	101	4	17376	0.0396039603960396	0.4444444444444444	query_1	['GO:0009653', 'GO:0048546']	['CTNNB1', 'SMAD2', 'NOTCH1', 'SMAD3']
513	GO:BP	GO:0045685	regulation of glial cell differentiation	1.4378551212503749e-06	True	"""Any process that modulates the frequency, rate or extent of glia cell differentiation."" [GOC:go_curators]"	68	101	7	17376	0.0693069306930693	0.1029411764705882	query_1	['GO:0010001', 'GO:0045595']	['CTNNB1', 'HDAC1', 'EGR2', 'NOTCH1', 'PRMT5', 'CDK1', 'HDAC2']
514	GO:BP	GO:0014855	striated muscle cell proliferation	1.4378551212503749e-06	True	"""The multiplication or reproduction of striated muscle cells, resulting in the expansion of a cell population. Striated muscles contain fibers that are divided by transverse bands into striations, and cardiac and skeletal muscle are types of striated muscle."" [CL:0000737, GOC:ef, GOC:mtg_muscle]"	68	101	7	17376	0.0693069306930693	0.1029411764705882	query_1	['GO:0033002']	['TBX5', 'NOTCH1', 'VGLL4', 'RUNX1', 'RBPJ', 'CDK1', 'YAP1']
515	GO:BP	GO:0097193	intrinsic apoptotic signaling pathway	1.484077402678283e-06	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway starts with reception of an intracellular signal (e.g. DNA damage, endoplasmic reticulum stress, oxidative stress etc.), and ends when the execution phase of apoptosis is triggered. The intrinsic apoptotic signaling pathway is crucially regulated by permeabilization of the mitochondrial outer membrane (MOMP)."" [GOC:mtg_apoptosis, GOC:yaf, PMID:11919192, PMID:17340152, PMID:18852119]"	294	101	12	17376	0.1188118811881188	0.0408163265306122	query_1	['GO:0035556', 'GO:0097190']	['AKT1', 'HDAC1', 'SNAI1', 'CDKN2D', 'CDKN1A', 'E2F2', 'EP300', 'E2F1', 'SNW1', 'CUL1', 'TP53', 'KDM1A']
516	GO:BP	GO:0006352	DNA-templated transcription initiation	1.5006201358708494e-06	True	"""The initial step of transcription, consisting of the assembly of the RNA polymerase preinitiation complex (PIC) at a gene promoter, as well as the formation of the first few bonds of the RNA transcript. Transcription initiation includes abortive initiation events, which occur when the first few nucleotides are repeatedly synthesized and then released, and ends when promoter clearance takes place."" [GOC:jid, GOC:txnOH, PMID:18280161]"	142	101	9	17376	0.0891089108910891	0.0633802816901408	query_1	['GO:0006351', 'GO:0032774']	['CDK7', 'SMARCA4', 'E2F2', 'CCNH', 'SMARCB1', 'TBP', 'ESR1', 'CDK4', 'TP53']
517	GO:BP	GO:0033043	regulation of organelle organization	1.5035212775795271e-06	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1153	101	23	17376	0.2277227722772277	0.0199479618386817	query_1	['GO:0006996', 'GO:0051128']	['AKT1', 'CDK5', 'AMOT', 'CCNB1', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'SMAD4', 'EP300', 'PRMT5', 'NOTCH2', 'MNAT1', 'SMARCC2', 'CDK2', 'KAT2B', 'CDKN1B', 'TP53', 'SMAD3', 'YAP1', 'SMARCC1']
518	GO:BP	GO:0060828	regulation of canonical Wnt signaling pathway	1.516223616917276e-06	True	"""Any process that modulates the rate, frequency, or extent of the Wnt signaling pathway through beta-catenin, the series of molecular signals initiated by binding of a Wnt protein to a frizzled family receptor on the surface of the target cell, followed by propagation of the signal via beta-catenin, and ending with a change in transcription of target genes."" [GOC:dph, GOC:sdb_2009, GOC:tb]"	239	101	11	17376	0.1089108910891089	0.0460251046025104	query_1	['GO:0030111', 'GO:0060070']	['CTNNB1', 'HDAC1', 'RBX1', 'SOX10', 'WWTR1', 'NOTCH1', 'RBPJ', 'FOXO1', 'EGR1', 'SMAD3', 'YAP1']
519	GO:BP	GO:0071840	cellular component organization or biogenesis	1.516223616917276e-06	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6223	101	62	17376	0.6138613861386139	0.0099630403342439	query_1	['GO:0009987']	['REST', 'AKT1', 'WDR77', 'CREBBP', 'SERTAD1', 'CDK5', 'E2F4', 'COPRS', 'AMOT', 'CCNB1', 'CCNA1', 'RBL1', 'CCNE2', 'RBL2', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'SIN3A', 'CDKN2D', 'EGR2', 'TEAD2', 'E2F5', 'CDKN1A', 'WWTR1', 'SMAD2', 'SMARCB1', 'SKP1', 'CHD4', 'SMAD4', 'AMOTL2', 'NOTCH1', 'VGLL4', 'RUNX1', 'EP300', 'TEAD1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'TBP', 'AMOTL1', 'KAT2B', 'ESR1', 'CDKN1B', 'CLNS1A', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1']
520	REAC	REAC:R-HSA-2197563	NOTCH2 intracellular domain regulates transcription	1.5388018149206342e-06	True	NOTCH2 intracellular domain regulates transcription	11	101	4	17376	0.0396039603960396	0.3636363636363636	query_1	['REAC:R-HSA-1980145']	['MAML1', 'EP300', 'RBPJ', 'NOTCH2']
521	REAC	REAC:R-HSA-9708530	Regulation of BACH1 activity	1.5388018149206342e-06	True	Regulation of BACH1 activity	11	101	4	17376	0.0396039603960396	0.3636363636363636	query_1	['REAC:R-HSA-9755511']	['RBX1', 'SKP1', 'SKP2', 'CUL1']
522	REAC	REAC:R-HSA-9759194	Nuclear events mediated by NFE2L2	1.5388018149206342e-06	True	Nuclear events mediated by NFE2L2	78	101	7	17376	0.0693069306930693	0.0897435897435897	query_1	['REAC:R-HSA-9755511']	['CREBBP', 'RBX1', 'SKP1', 'NOTCH1', 'EP300', 'CDKN2A', 'CUL1']
523	GO:CC	GO:1904949	ATPase complex	1.5432927651965127e-06	True	"""A protein complex which is capable of ATPase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:9606181]"	149	101	9	17376	0.0891089108910891	0.0604026845637583	query_1	['GO:1902494']	['RB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'CHD4', 'SMARCC2', 'HDAC2', 'SMARCC1']
524	GO:BP	GO:1901652	response to peptide	1.5692233342056434e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	490	101	15	17376	0.1485148514851485	0.0306122448979591	query_1	['GO:0010243', 'GO:1901700']	['AKT1', 'CDK5', 'RB1', 'EGR2', 'CCNA2', 'NOTCH1', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'SMARCC1']
525	GO:CC	GO:0140092	bBAF complex	1.578793146810498e-06	True	"""A brain-specific SWI/SNF-type complex that contains eight or nine proteins, including both conserved (core) and nonconserved components; contains the ATPase product of either the SMARCA4/BAF190A/BRG1 gene, the mammalian ortholog of the yeast SNF2 gene, or the SMARCA2/BAF190B/BRM gene, the mammalian ortholog of the Drosophila brm (brahma) gene, or an ortholog of either of these genes. Compared to the neuron-specific nBAF complex (GO:0071565) it does not contain DPF1, DPF3 or SMARCC1 or their orthologs. May contain PB1/BAF180."" [GOC:bhm, PMID:12368262, PMID:12620226, PMID:15525990, PMID:17640523, PMID:17920018, PMID:8804307, PMID:8895581]"	10	101	4	17376	0.0396039603960396	0.4	query_1	['GO:0070603']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2']
526	GO:BP	GO:0030217	T cell differentiation	1.6276543814327344e-06	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	297	101	12	17376	0.1188118811881188	0.0404040404040404	query_1	['GO:0030098', 'GO:0042110']	['CBFB', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'CDKN2A', 'EGR1', 'TP53', 'SMARCC1', 'CDK6']
527	GO:BP	GO:0042770	signal transduction in response to DNA damage	1.6591316068785642e-06	True	"""A cascade of processes induced by the detection of DNA damage within a cell."" [GOC:go_curators]"	190	101	10	17376	0.099009900990099	0.0526315789473684	query_1	['GO:0006974', 'GO:0035556']	['SNAI1', 'CDKN1A', 'E2F1', 'CDK1', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53', 'KDM1A', 'CCND1']
528	GO:BP	GO:0033143	regulation of intracellular steroid hormone receptor signaling pathway	1.7058711400261009e-06	True	"""Any process that modulates the frequency, rate or extent of the activity of any intracellular steroid hormone receptor signaling pathway."" [GOC:mah]"	70	101	7	17376	0.0693069306930693	0.1	query_1	['GO:0009966', 'GO:0030518']	['HDAC1', 'SMARCA4', 'EP300', 'SKP2', 'FOXH1', 'YAP1', 'KDM1A']
529	GO:BP	GO:0051098	regulation of binding	1.7364772092483755e-06	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	360	101	13	17376	0.1287128712871287	0.0361111111111111	query_1	['GO:0065009']	['AKT1', 'CDK5', 'CTNNB1', 'RB1', 'SIN3A', 'CDKN1A', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'SMAD3', 'HDAC2', 'KDM1A']
530	GO:BP	GO:0048583	regulation of response to stimulus	1.7653247375870645e-06	True	"""Any process that modulates the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	3729	101	45	17376	0.4455445544554455	0.0120675784392598	query_1	['GO:0050789', 'GO:0050896']	['REST', 'CDKN2B', 'AKT1', 'CREBBP', 'CDK5', 'AMOT', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'RBX1', 'SIN3A', 'CDKN2D', 'SOX10', 'WWTR1', 'SMAD2', 'SMARCB1', 'SMAD4', 'NOTCH1', 'VGLL4', 'EP300', 'RBPJ', 'PRMT5', 'NOTCH2', 'SMARCC2', 'CDKN2A', 'SNW1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'FOXH1', 'CDK4', 'EGR1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CCNC']
531	GO:BP	GO:0046622	positive regulation of organ growth	1.782223778327114e-06	True	"""Any process that activates or increases the frequency, rate or extent of growth of an organ of an organism."" [GOC:bf, GOC:tb]"	43	101	6	17376	0.0594059405940594	0.1395348837209302	query_1	['GO:0035265', 'GO:0046620', 'GO:0048639', 'GO:0051240']	['AKT1', 'TBX5', 'NOTCH1', 'RBPJ', 'CDK1', 'YAP1']
532	GO:BP	GO:0033045	regulation of sister chromatid segregation	1.802162803570676e-06	True	"""Any process that modulates the frequency, rate or extent of sister chromatid segregation."" [GOC:mah]"	105	101	8	17376	0.0792079207920792	0.0761904761904762	query_1	['GO:0000819', 'GO:0033044', 'GO:0051983']	['CCNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'KAT2B', 'SMARCC1']
533	GO:BP	GO:0008544	epidermis development	1.8887151763745457e-06	True	"""The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:go_curators, UBERON:0001003]"	363	101	13	17376	0.1287128712871287	0.0358126721763085	query_1	['GO:0009888']	['TFDP1', 'CTNNB1', 'HDAC1', 'SNAI1', 'SMAD4', 'NOTCH1', 'POU3F1', 'NAB2', 'RBPJ', 'POU3F2', 'NAB1', 'HDAC2', 'YAP1']
534	REAC	REAC:R-HSA-9006927	Signaling by Non-Receptor Tyrosine Kinases	1.891448745788669e-06	True	Signaling by Non-Receptor Tyrosine Kinases	50	101	6	17376	0.0594059405940594	0.12	query_1	['REAC:R-HSA-162582']	['AKT1', 'CCNE1', 'CDK2', 'CDK4', 'CDKN1B', 'CCND1']
535	REAC	REAC:R-HSA-8848021	Signaling by PTK6	1.891448745788669e-06	True	Signaling by PTK6	50	101	6	17376	0.0594059405940594	0.12	query_1	['REAC:R-HSA-9006927']	['AKT1', 'CCNE1', 'CDK2', 'CDK4', 'CDKN1B', 'CCND1']
536	GO:BP	GO:0060045	positive regulation of cardiac muscle cell proliferation	1.9323907461624707e-06	True	"""Any process that activates or increases the frequency, rate or extent of cardiac muscle cell proliferation."" [GOC:dph, GOC:rph]"	23	101	5	17376	0.0495049504950495	0.217391304347826	query_1	['GO:0008284', 'GO:0055023', 'GO:0060038', 'GO:0060043']	['TBX5', 'NOTCH1', 'RBPJ', 'CDK1', 'YAP1']
537	REAC	REAC:R-HSA-176408	Regulation of APC/C activators between G1/S and early anaphase	1.945306204133779e-06	True	Regulation of APC/C activators between G1/S and early anaphase	81	101	7	17376	0.0693069306930693	0.0864197530864197	query_1	['REAC:R-HSA-174143']	['CCNB1', 'CCNA1', 'CCNA2', 'SKP1', 'CDK1', 'CDK2', 'CUL1']
538	GO:BP	GO:0009987	cellular process	1.952019752436151e-06	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14469	101	100	17376	0.99009900990099	0.0069113276660446	query_1	['GO:0008150']	['REST', 'MAML1', 'CDKN2B', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'CKS1B', 'CDK8', 'SERTAD1', 'CBFB', 'CDK5', 'E2F4', 'COPRS', 'AMOT', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'TBX5', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'E2F5', 'CDKN1A', 'CCNA2', 'MAGEB2', 'E2F2', 'WWTR1', 'CCNH', 'SMAD2', 'SMARCB1', 'SKP1', 'CHD4', 'SMAD4', 'AMOTL2', 'NOTCH1', 'VGLL4', 'E2F6', 'RUNX1', 'POU3F1', 'NAB2', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2C', 'CDKN2A', 'SNW1', 'RCOR1', 'CDK2', 'SP1', 'TEAD3', 'TBP', 'UBE2W', 'AMOTL1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'DRAP1', 'NAB1', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'CLNS1A', 'EGR1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
539	GO:BP	GO:0006281	DNA repair	1.958242376805507e-06	True	"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]"	573	101	16	17376	0.1584158415841584	0.0279232111692844	query_1	['GO:0006259', 'GO:0006974']	['CDK7', 'SMARCA4', 'SMARCA2', 'RBX1', 'CDKN2D', 'SMARCB1', 'CHD4', 'MNAT1', 'CDK1', 'SMARCC2', 'CDK2', 'UBE2W', 'KAT2B', 'TP53', 'KDM1A', 'SMARCC1']
540	GO:BP	GO:0003365	establishment of cell polarity involved in ameboidal cell migration	1.9589749889863742e-06	True	"""The specification and formation of anisotropic intracellular organization that contributes to the self-propelled directed movement of an ameboid cell."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0001667', 'GO:0030010']	['AMOT', 'AMOTL2', 'AMOTL1']
541	GO:BP	GO:0061198	fungiform papilla formation	1.9589749889863742e-06	True	"""The developmental process pertaining to the initial formation of a spongiform papilla from unspecified parts. The fungiform papilla is a mushroom-shaped papilla of the tongue."" [GOC:dph]"	3	101	3	17376	0.0297029702970297	1.0	query_1	['GO:0048646', 'GO:0061197']	['CTNNB1', 'HDAC1', 'HDAC2']
542	GO:BP	GO:0050896	response to stimulus	1.999362507636123e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7974	101	72	17376	0.7128712871287128	0.0090293453724604	query_1	['GO:0008150']	['REST', 'MAML1', 'CDKN2B', 'AKT1', 'CREBBP', 'CDK5', 'AMOT', 'CCNB1', 'CDK7', 'RBL1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'SMARCA2', 'CCNE1', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'TEAD2', 'CDKN1A', 'CCNA2', 'E2F2', 'WWTR1', 'SMAD2', 'SMARCB1', 'CHD4', 'SMAD4', 'AMOTL2', 'NOTCH1', 'VGLL4', 'EP300', 'RBPJ', 'CCND2', 'TEAD1', 'TEAD4', 'E2F1', 'PRMT5', 'NOTCH2', 'MNAT1', 'POU3F2', 'CDK1', 'SMARCC2', 'CDKN2A', 'SNW1', 'CDK2', 'SP1', 'TEAD3', 'UBE2W', 'AMOTL1', 'KAT2B', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'FOXH1', 'CDK4', 'CDKN1B', 'CUL1', 'EGR1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'SMARCC1', 'CDK6', 'CCND1', 'CCNC']
