Geroderma osteodysplastica	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
43	REAC	REAC:R-HSA-1280215	Cytokine Signaling in Immune system	5.185546129841602e-14	True	Cytokine Signaling in Immune system	705	96	33	10022	0.34375	0.0468085106382978	query_1	['REAC:R-HSA-168256']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'FN1', 'PIK3R2', 'SMAD7', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'SOS1', 'PIK3CD', 'ABL2', 'SQSTM1', 'FYN', 'LYN', 'GRB2', 'PIK3CA', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'LCK', 'BLNK', 'SMAD3', 'PTPN11', 'CBL']
143	GO:BP	GO:0002694	regulation of leukocyte activation	6.003957910786419e-14	True	"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	586	100	26	15719	0.26	0.0443686006825938	query_1	['GO:0002682', 'GO:0045321', 'GO:0050865']	['NCK1', 'FN1', 'KITLG', 'SRC', 'SMAD7', 'CTNNB1', 'SOS1', 'TGFBR2', 'ABL2', 'DOCK8', 'FYN', 'LAT', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'SH3KBP1', 'TRAF6', 'LCK', 'PRKCZ', 'PTPN11', 'NCK2']
44	REAC	REAC:R-HSA-451927	Interleukin-2 family signaling	6.698944128655995e-14	True	Interleukin-2 family signaling	44	96	12	10022	0.125	0.2727272727272727	query_1	['REAC:R-HSA-449147']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CD', 'GRB2', 'PIK3CA', 'SYK', 'PTK2B', 'PIK3R3', 'LCK']
144	GO:BP	GO:0071375	cellular response to peptide hormone stimulus	7.040232575118655e-14	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [GOC:mah]"	298	100	20	15719	0.2	0.0671140939597315	query_1	['GO:0032870', 'GO:0043434', 'GO:1901653']	['NCK1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'PRKCI', 'LYN', 'GRB2', 'TGFB1', 'PIK3CA', 'HRAS', 'PIK3R3', 'PTK2', 'PRKCZ', 'PTPN11']
145	GO:BP	GO:0032956	regulation of actin cytoskeleton organization	7.681444433509849e-14	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	342	100	21	15719	0.21	0.0614035087719298	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']	['MET', 'NCK1', 'PIK3R2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'WASL', 'ABL2', 'PXN', 'WAS', 'GRB2', 'TGFB1', 'PIK3CA', 'HRAS', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2', 'PDGFRA', 'F11R']
146	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	1.039474300190685e-13	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	100	19	15719	0.19	0.0719696969696969	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['NCK1', 'KITLG', 'SRC', 'TGFBR2', 'ABL2', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'TRAF6', 'LCK', 'PRKCZ', 'PTPN11', 'NCK2']
147	GO:BP	GO:0000902	cell morphogenesis	1.395780958010658e-13	True	"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]"	921	100	31	15719	0.31	0.0336590662323561	query_1	['GO:0009653']	['RHOJ', 'MET', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'CRK', 'HGF', 'CTNNB1', 'PRAG1', 'WASL', 'SOS1', 'PARD6B', 'FYN', 'PARD3', 'DVL2', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'PTK2', 'ITGB6', 'PRKCZ', 'PTPN11', 'F11R']
45	REAC	REAC:R-HSA-9669938	Signaling by KIT in disease	1.4054368483928857e-13	True	Signaling by KIT in disease	17	96	9	10022	0.09375	0.5294117647058824	query_1	['REAC:R-HSA-5663202']	['PIK3R2', 'PIK3R1', 'SOS1', 'FYN', 'LYN', 'PIK3CA', 'HRAS', 'PIK3R3', 'LCK']
46	REAC	REAC:R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	1.4054368483928857e-13	True	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	17	96	9	10022	0.09375	0.5294117647058824	query_1	['REAC:R-HSA-9669938']	['PIK3R2', 'PIK3R1', 'SOS1', 'FYN', 'LYN', 'PIK3CA', 'HRAS', 'PIK3R3', 'LCK']
148	GO:BP	GO:0007173	epidermal growth factor receptor signaling pathway	1.5636792343338904e-13	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	108	100	14	15719	0.14	0.1296296296296296	query_1	['GO:0038127']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'PTPN11', 'CBL', 'NCK2']
149	GO:BP	GO:1903037	regulation of leukocyte cell-cell adhesion	1.6624806764130262e-13	True	"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	356	100	21	15719	0.21	0.0589887640449438	query_1	['GO:0007159', 'GO:0022407']	['NCK1', 'KITLG', 'SRC', 'SMAD7', 'TGFBR2', 'ABL2', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'TRAF6', 'LCK', 'PRKCZ', 'PTPN11', 'NCK2']
6	GO:CC	GO:0031252	cell leading edge	1.6721143698547157e-13	True	"""The area of a motile cell closest to the direction of movement."" [GOC:pg]"	406	100	22	16420	0.22	0.0541871921182266	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'BCAR1', 'KITLG', 'SRC', 'ITGB3', 'PLCG2', 'CTNNB1', 'WASL', 'WIPF1', 'PARD6A', 'ITGA5', 'PXN', 'DOCK8', 'PRKCI', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'TLN1', 'PRKCZ']
47	REAC	REAC:R-HSA-449147	Signaling by Interleukins	1.851380252661127e-13	True	Signaling by Interleukins	467	96	27	10022	0.28125	0.0578158458244111	query_1	['REAC:R-HSA-1280215']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'FN1', 'PIK3R2', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'PIK3CD', 'SQSTM1', 'FYN', 'LYN', 'GRB2', 'PIK3CA', 'VAV1', 'SYK', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'LCK', 'BLNK', 'SMAD3', 'PTPN11', 'CBL']
150	GO:BP	GO:1901701	cellular response to oxygen-containing compound	1.871790264155301e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1222	100	35	15719	0.35	0.0286415711947626	query_1	['GO:0070887', 'GO:1901700']	['MET', 'RAPGEF1', 'NCK1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGFR2', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'CTNNB1', 'SOS1', 'PYCR1', 'ABL2', 'PXN', 'FYN', 'PRKCI', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'HRAS', 'PTK2B', 'PIK3R3', 'TRAF6', 'CRKL', 'PTK2', 'PRKCZ', 'PTPN11', 'PDGFRA']
151	GO:BP	GO:0034330	cell junction organization	1.880409064109868e-13	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell junction. A cell junction is a specialized region of connection between two cells or between a cell and the extracellular matrix."" [GOC:dph, GOC:jl, GOC:mah]"	675	100	27	15719	0.27	0.04	query_1	['GO:0016043']	['RAPGEF1', 'ITGB1', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'CTNNB1', 'WASL', 'PARD6A', 'ITGA5', 'PARD6B', 'FYN', 'PRKCI', 'PARD3', 'KDR', 'VCL', 'ERBB2', 'PTK2B', 'CRKL', 'TLN1', 'TGFBR1', 'PTK2', 'SMAD3', 'F11R']
152	GO:BP	GO:1901653	cellular response to peptide	1.9254621778574145e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	359	100	21	15719	0.21	0.0584958217270195	query_1	['GO:0071417', 'GO:1901652', 'GO:1901701']	['NCK1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'PRKCI', 'LYN', 'GRB2', 'TGFB1', 'PIK3CA', 'HRAS', 'PIK3R3', 'PTK2', 'PRKCZ', 'PTPN11']
48	REAC	REAC:R-HSA-9607240	FLT3 Signaling	2.1777053796108586e-13	True	FLT3 Signaling	36	96	11	10022	0.1145833333333333	0.3055555555555556	query_1	['REAC:R-HSA-1280215']	['PIK3R1', 'FLT3LG', 'SOS1', 'ABL2', 'FYN', 'PIK3CA', 'HRAS', 'SYK', 'LCK', 'PTPN11', 'CBL']
50	REAC	REAC:R-HSA-5673001	RAF/MAP kinase cascade	2.738450329936992e-13	True	RAF/MAP kinase cascade	256	96	21	10022	0.21875	0.08203125	query_1	['REAC:R-HSA-5684996']	['MET', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'FLT3LG', 'HGF', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'EGFR', 'PIK3CA', 'VCL', 'HRAS', 'ERBB2', 'TLN1', 'PTK2', 'PDGFRA']
49	REAC	REAC:R-HSA-1280218	Adaptive Immune System	2.738450329936992e-13	True	Adaptive Immune System	750	96	33	10022	0.34375	0.044	query_1	['REAC:R-HSA-168256']	['ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'PIK3R2', 'PIK3R1', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'PIK3CA', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'SH3KBP1', 'PIK3R3', 'SH3GL2', 'TRAF6', 'LCK', 'BLNK', 'PTPN11']
153	GO:BP	GO:0071417	cellular response to organonitrogen compound	3.006311272263602e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	629	100	26	15719	0.26	0.0413354531001589	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['RAPGEF1', 'NCK1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'CTNNB1', 'SOS1', 'PXN', 'FYN', 'PRKCI', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'HRAS', 'PIK3R3', 'CRKL', 'PTK2', 'PRKCZ', 'PTPN11', 'PDGFRA']
154	GO:BP	GO:0022407	regulation of cell-cell adhesion	3.04635078711524e-13	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	465	100	23	15719	0.23	0.0494623655913978	query_1	['GO:0030155', 'GO:0098609']	['NCK1', 'KITLG', 'SRC', 'SMAD7', 'TGFBR2', 'ABL2', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'TRAF6', 'PTK2', 'LCK', 'PRKCZ', 'PTPN11', 'NCK2', 'F11R']
155	GO:BP	GO:0030098	lymphocyte differentiation	3.333307594693017e-13	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	417	100	22	15719	0.22	0.052757793764988	query_1	['GO:0046649', 'GO:1903131']	['ITGB1', 'PIK3R2', 'SMAD7', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ZAP70', 'SHB', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'PIK3R3', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ']
156	GO:BP	GO:0050778	positive regulation of immune response	3.6878320027423153e-13	True	"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	635	100	26	15719	0.26	0.0409448818897637	query_1	['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'TRAF6', 'CRKL', 'PTK2', 'LCK', 'BLNK', 'PRKCZ']
157	GO:BP	GO:0014065	phosphatidylinositol 3-kinase signaling	3.7251332177214763e-13	True	"""A series of reactions within the signal-receiving cell, mediated by the intracellular phosphatidylinositol 3-kinase (PI3K). Many cell surface receptor linked signaling pathways signal through PI3K to regulate numerous cellular functions."" [GOC:ef, http://www.biocarta.com, PMID:22525052, Wikipedia:PI3K]"	143	100	15	15719	0.15	0.1048951048951049	query_1	['GO:0048015']	['PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'PIK3R1', 'HGF', 'PIK3AP1', 'PIK3CD', 'EGFR', 'PIK3CA', 'KDR', 'ERBB2', 'PTK2', 'CBL', 'PDGFRA']
158	GO:BP	GO:2000026	regulation of multicellular organismal development	3.979926027960421e-13	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1334	100	36	15719	0.36	0.0269865067466266	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']	['RHOJ', 'ITGB1', 'PIK3CB', 'FN1', 'KITLG', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'PIK3CD', 'ITGA5', 'PRKCI', 'PARD3', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'KDR', 'VCL', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'PTK2B', 'TRAF6', 'TGFBR1', 'PRKCZ', 'SMAD3', 'PTPN11', 'F11R']
51	REAC	REAC:R-HSA-76009	Platelet Aggregation (Plug Formation)	4.046196494327366e-13	True	Platelet Aggregation (Plug Formation)	38	96	11	10022	0.1145833333333333	0.2894736842105263	query_1	['REAC:R-HSA-76002']	['FN1', 'BCAR1', 'SRC', 'ITGB3', 'CRK', 'SHC1', 'SOS1', 'ITGA2B', 'SYK', 'TLN1', 'PTK2']
159	GO:BP	GO:0050794	regulation of cellular process	4.3509330078277787e-13	True	"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]"	9803	100	95	15719	0.95	0.0096909109456288	query_1	['GO:0009987', 'GO:0050789']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'KLHDC10', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'ZNF398', 'PRAG1', 'WASL', 'SOS1', 'PYCR1', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ABL2', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PXN', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'GORAB', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R']
160	GO:BP	GO:0010634	positive regulation of epithelial cell migration	4.995630186291715e-13	True	"""Any process that activates or increases the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	146	100	15	15719	0.15	0.1027397260273972	query_1	['GO:0010631', 'GO:0010632', 'GO:0030335']	['RHOJ', 'MET', 'PIK3CB', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'PLCG2', 'TGFBR2', 'PIK3CD', 'KDR', 'PLCG1', 'PTK2B', 'PTK2', 'DOCK5']
161	GO:BP	GO:0051251	positive regulation of lymphocyte activation	5.240016764721639e-13	True	"""Any process that activates or increases the frequency, rate or extent of lymphocyte activation."" [GOC:ai]"	333	100	20	15719	0.2	0.06006006006006	query_1	['GO:0002696', 'GO:0046649', 'GO:0051249']	['NCK1', 'KITLG', 'SRC', 'TGFBR2', 'ABL2', 'DOCK8', 'FYN', 'ZAP70', 'LYN', 'SHB', 'TGFB1', 'PIK3CA', 'VAV1', 'SYK', 'SH3KBP1', 'TRAF6', 'LCK', 'PRKCZ', 'PTPN11', 'NCK2']
162	GO:BP	GO:0033674	positive regulation of kinase activity	5.441860746278969e-13	True	"""Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	428	100	22	15719	0.22	0.0514018691588785	query_1	['GO:0042327', 'GO:0043549', 'GO:0051347']	['MET', 'KITLG', 'SRC', 'FGFR2', 'ITGB3', 'TGFBR2', 'LAT', 'LYN', 'DVL2', 'LCP2', 'EGFR', 'KDR', 'HRAS', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'TRAF6', 'DOCK3', 'PTK2', 'PRKCZ', 'PDGFRA']
52	REAC	REAC:R-HSA-5683057	MAPK family signaling cascades	5.931790782189526e-13	True	MAPK family signaling cascades	300	96	22	10022	0.2291666666666666	0.0733333333333333	query_1	['REAC:R-HSA-162582']	['MET', 'PIK3CB', 'FN1', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'FLT3LG', 'HGF', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'EGFR', 'PIK3CA', 'VCL', 'HRAS', 'ERBB2', 'TLN1', 'PTK2', 'PTPN11', 'PDGFRA']
164	GO:BP	GO:0048731	system development	6.022454845156252e-13	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	100	59	15719	0.59	0.0159934941718622	query_1	['GO:0007275', 'GO:0048856']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'KITLG', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'PRAG1', 'WASL', 'SOS1', 'TGFBR2', 'PIK3CD', 'ABL2', 'ITGA2B', 'ITGA5', 'PARD6B', 'FYN', 'PRKCI', 'GORAB', 'PARD3', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
163	GO:BP	GO:0120036	plasma membrane bounded cell projection organization	6.022454845156252e-13	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a plasma membrane bounded prolongation or process extending from a cell, e.g. a cilium or axon."" [GOC:krc]"	1435	100	37	15719	0.37	0.0257839721254355	query_1	['GO:0030030']	['RAPGEF1', 'ITGB1', 'NCK1', 'FN1', 'SRC', 'SPP1', 'FGFR2', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'CTNNB1', 'PRAG1', 'WASL', 'SOS1', 'ABL2', 'PARD6B', 'FYN', 'PRKCI', 'GORAB', 'WAS', 'PARD3', 'LYN', 'DVL2', 'PIK3CA', 'VCL', 'HRAS', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'TGFBR1', 'PTK2', 'PRKCZ', 'PTPN11', 'NCK2']
165	GO:BP	GO:0045859	regulation of protein kinase activity	6.3484430458549e-13	True	"""Any process that modulates the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	593	100	25	15719	0.25	0.042158516020236	query_1	['GO:0001932', 'GO:0043549']	['PIK3CB', 'KITLG', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'LAT', 'LYN', 'SHB', 'DVL2', 'LCP2', 'EGFR', 'HRAS', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'TRAF6', 'DOCK3', 'PTK2', 'PRKCZ', 'CBL', 'NCK2']
166	GO:BP	GO:0032970	regulation of actin filament-based process	6.3484430458549e-13	True	"""Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton."" [GOC:mah]"	383	100	21	15719	0.21	0.0548302872062663	query_1	['GO:0030029', 'GO:0050794']	['MET', 'NCK1', 'PIK3R2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'WASL', 'ABL2', 'PXN', 'WAS', 'GRB2', 'TGFB1', 'PIK3CA', 'HRAS', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2', 'PDGFRA', 'F11R']
54	REAC	REAC:R-HSA-5637812	Signaling by EGFRvIII in Cancer	7.408212547484248e-13	True	Signaling by EGFRvIII in Cancer	13	96	8	10022	0.0833333333333333	0.6153846153846154	query_1	['REAC:R-HSA-1643713']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PIK3CA', 'HRAS', 'PLCG1', 'CBL']
53	REAC	REAC:R-HSA-5637810	Constitutive Signaling by EGFRvIII	7.408212547484248e-13	True	Constitutive Signaling by EGFRvIII	13	96	8	10022	0.0833333333333333	0.6153846153846154	query_1	['REAC:R-HSA-5637812']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PIK3CA', 'HRAS', 'PLCG1', 'CBL']
167	GO:BP	GO:0038127	ERBB signaling pathway	7.897231818238907e-13	True	"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]"	122	100	14	15719	0.14	0.1147540983606557	query_1	['GO:0007169']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'PTPN11', 'CBL', 'NCK2']
168	GO:BP	GO:0042981	regulation of apoptotic process	9.677781297074377e-13	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	100	36	15719	0.36	0.0261627906976744	query_1	['GO:0006915', 'GO:0043067']	['ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'BCAR1', 'KITLG', 'SRC', 'FGFR2', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'PIK3CD', 'ITGA5', 'SQSTM1', 'DOCK8', 'PRKCI', 'LYN', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'HRAS', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'TRAF6', 'TGFBR1', 'PTK2', 'LCK', 'PRKCZ', 'SMAD3', 'CBL', 'NCK2']
7	GO:CC	GO:0016020	membrane	1.0338275789238626e-12	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8365	100	87	16420	0.87	0.0104004781829049	query_1	['GO:0110165']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'KITLG', 'SRC', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'FLT3LG', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'PARD6A', 'ITGA2B', 'ITGA5', 'PXN', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'DVL2', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'HRAS', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'ELMO1', 'CBL', 'NCK2', 'PDGFRA', 'F11R', 'ELMO2']
