Waardenburg-Shah syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
165	GO:BP	GO:0150115	cell-substrate junction organization	5.4646033174245775e-11	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-substrate junction. A cell-substrate junction is a specialized region of connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	100	104	12	15719	0.1153846153846153	0.12	query_1	['GO:0034330']	['FN1', 'SRC', 'ITGB3', 'PIK3R1', 'ITGA5', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'NRP1', 'THBS1']
166	GO:BP	GO:1904018	positive regulation of vasculature development	5.4646033174245775e-11	True	"""Any process that activates or increases the frequency, rate or extent of vasculature development."" [GO_REF:0000058, GOC:TermGenie, PMID:21472453]"	159	104	14	15719	0.1346153846153846	0.0880503144654088	query_1	['GO:0001944', 'GO:0051094', 'GO:0051240', 'GO:1901342']	['ITGB1', 'VEGFB', 'ITGB3', 'HGF', 'TGFBR2', 'ITGA5', 'PLCG1', 'PTK2B', 'VEGFA', 'ADAM12', 'NRP1', 'THBS1', 'FLT1', 'PGF']
167	GO:BP	GO:0006897	endocytosis	6.142492240569632e-11	True	"""A vesicle-mediated transport process in which cells take up external materials or membrane constituents by the invagination of a part of the plasma membrane to form a new membrane-bounded vesicle."" [GOC:mah, ISBN:0198506732, ISBN:0716731363, Wikipedia:Endocytosis]"	698	104	25	15719	0.2403846153846154	0.0358166189111747	query_1	['GO:0016192']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'CD2AP', 'SRC', 'ITGB3', 'PLCG2', 'TGFBR2', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'VAV1', 'SYK', 'FCGR1A', 'SH3KBP1', 'VEGFA', 'SH3GL2', 'VTN', 'PTK2', 'THBS1', 'CBL']
168	GO:BP	GO:0007507	heart development	6.307560702725583e-11	True	"""The process whose specific outcome is the progression of the heart over time, from its formation to the mature structure. The heart is a hollow, muscular organ, which, by contracting rhythmically, keeps up the circulation of the blood."" [GOC:jid, UBERON:0000948]"	578	104	23	15719	0.2211538461538461	0.0397923875432525	query_1	['GO:0048513', 'GO:0072359']	['ITGB1', 'VEGFB', 'FN1', 'EDNRA', 'SHC1', 'SOS1', 'TGFBR2', 'TGFB1', 'NRP2', 'EGFR', 'ERBB2', 'EDN1', 'VEGFA', 'ECE1', 'CRKL', 'VCAM1', 'TGFBR1', 'PTK2', 'NRP1', 'ADAM15', 'ITGA3', 'PTPN11', 'PDGFRA']
169	GO:BP	GO:0048762	mesenchymal cell differentiation	6.499141770617873e-11	True	"""The process in which a relatively unspecialized cell acquires specialized features of a mesenchymal cell. A mesenchymal cell is a loosely associated cell that is part of the connective tissue in an organism. Mesenchymal cells give rise to more mature connective tissue cell types."" [GOC:dph, GOC:jid]"	234	104	16	15719	0.1538461538461538	0.0683760683760683	query_1	['GO:0030154', 'GO:0060485']	['FN1', 'EDNRA', 'TGFB3', 'HGF', 'EDN3', 'TGFBR2', 'SOX10', 'TGFB1', 'NRP2', 'EDN1', 'EDNRB', 'TGFBR1', 'PTK2', 'NRP1', 'ADAM15', 'SEMA4D']
170	GO:BP	GO:0051338	regulation of transferase activity	6.786642472627502e-11	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	104	27	15719	0.2596153846153846	0.032451923076923	query_1	['GO:0050790']	['MET', 'PIK3R2', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'EDN3', 'SOS1', 'TGFBR2', 'LAT', 'LYN', 'NEK7', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'CBL', 'PDGFRA', 'FLT1']
171	GO:BP	GO:0002429	immune response-activating cell surface receptor signaling pathway	7.209157780158748e-11	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of a cell, leading to the activation or perpetuation of an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	277	104	17	15719	0.1634615384615384	0.0613718411552346	query_1	['GO:0002757', 'GO:0002768']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK']
172	GO:BP	GO:0023051	regulation of signaling	7.356900746866465e-11	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3196	104	53	15719	0.5096153846153846	0.0165832290362953	query_1	['GO:0023052', 'GO:0050789']	['MET', 'RAPGEF1', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'CD2AP', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'PXN', 'FYN', 'NEK6', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'ECE1', 'CRKL', 'VTN', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1']
173	GO:BP	GO:0071840	cellular component organization or biogenesis	9.222934495724655e-11	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	104	76	15719	0.7307692307692307	0.0121951219512195	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'EDN2', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'SPP1', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'EML3', 'SOS1', 'CLGN', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'NEK6', 'LYN', 'NEK7', 'GRB2', 'TNC', 'TGFB1', 'NRP2', 'PLK1', 'JAM3', 'EGFR', 'TFEB', 'VCL', 'VAV1', 'SYK', 'FCGR1A', 'EML1', 'ERBB2', 'POU3F2', 'EDN1', 'SH3KBP1', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'ECE1', 'EML4', 'SH3GL2', 'EML2', 'CRKL', 'VTN', 'TUBB2A', 'TLN1', 'TGFBR1', 'L1CAM', 'PTK2', 'XK', 'NRP1', 'THBS1', 'ADAM15', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1']
174	GO:BP	GO:0030097	hemopoiesis	9.519949919762547e-11	True	"""The process whose specific outcome is the progression of the myeloid and lymphoid derived organ/tissue systems of the blood and other parts of the body over time, from formation to the mature structure. The site of hemopoiesis is variable during development, but occurs primarily in bone marrow or kidney in many adult vertebrates."" [GOC:dgh, ISBN:0198506732]"	914	104	28	15719	0.2692307692307692	0.0306345733041575	query_1	['GO:0048468']	['ITGB1', 'PIK3R2', 'SRC', 'PIK3R1', 'MITF', 'ITK', 'PLCG2', 'TFE3', 'SOS1', 'TGFBR2', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'LYN', 'TGFB1', 'JAM3', 'VAV1', 'SYK', 'EML1', 'ERBB2', 'PTK2B', 'VEGFA', 'VCAM1', 'ITGB6', 'LCK', 'PTPN11', 'PDGFRA', 'FLT1']
175	GO:BP	GO:0002521	leukocyte differentiation	9.882600718364892e-11	True	"""The process in which a relatively unspecialized hemopoietic precursor cell acquires the specialized features of a leukocyte. A leukocyte is an achromatic cell of the myeloid or lymphoid lineages capable of ameboid movement, found in blood or other tissue."" [CL:0000738, GOC:add, PMID:16551264]"	592	104	23	15719	0.2211538461538461	0.0388513513513513	query_1	['GO:0030097', 'GO:0030154']	['ITGB1', 'PIK3R2', 'SRC', 'PIK3R1', 'MITF', 'ITK', 'PLCG2', 'TFE3', 'SOS1', 'TGFBR2', 'ITGA4', 'SH3PXD2A', 'ZAP70', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'VCAM1', 'ITGB6', 'LCK']
176	GO:BP	GO:1902285	semaphorin-plexin signaling pathway involved in neuron projection guidance	1.0634575029066721e-10	True	"""Any semaphorin-plexin signaling pathway that is involved in neuron projection guidance."" [GOC:BHF, GOC:rl, GOC:TermGenie, PMID:22790009]"	16	104	7	15719	0.0673076923076923	0.4375	query_1	['GO:0071526', 'GO:0097485']	['PLXNB1', 'EDNRA', 'NRP2', 'EDN1', 'ECE1', 'NRP1', 'PLXNA1']
177	GO:BP	GO:0034113	heterotypic cell-cell adhesion	1.0646701819596607e-10	True	"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]"	59	104	10	15719	0.0961538461538461	0.1694915254237288	query_1	['GO:0098609']	['ITGB1', 'ITGAV', 'ITGB3', 'ITGA5', 'ITGA4', 'MADCAM1', 'JAM3', 'VCAM1', 'LCK', 'ITGB7']
178	GO:BP	GO:0010975	regulation of neuron projection development	1.1696744449900434e-10	True	"""Any process that modulates the rate, frequency or extent of neuron projection development. Neuron projection development is the process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:dph, GOC:tb]"	430	104	20	15719	0.1923076923076923	0.0465116279069767	query_1	['GO:0031175', 'GO:0120035']	['RAPGEF1', 'KEL', 'PLXNB1', 'FN1', 'SPP1', 'CRK', 'HGF', 'FYN', 'LYN', 'POU3F2', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'L1CAM', 'XK', 'NRP1', 'ITGA3', 'SEMA4D', 'PLXNA1']
179	GO:BP	GO:0048732	gland development	1.2657302591497866e-10	True	"""The process whose specific outcome is the progression of a gland over time, from its formation to the mature structure. A gland is an organ specialised for secretion."" [GOC:jid]"	432	104	20	15719	0.1923076923076923	0.0462962962962962	query_1	['GO:0048513']	['MET', 'SRC', 'EDNRA', 'TGFB3', 'HGF', 'TGFBR2', 'SOX10', 'TNC', 'TGFB1', 'EGFR', 'POU3F2', 'EDN1', 'CDH1', 'VEGFA', 'CRKL', 'VTN', 'TGFBR1', 'NRP1', 'PDGFRA', 'PLXNA1']
180	GO:BP	GO:0007173	epidermal growth factor receptor signaling pathway	1.27742870189171e-10	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	108	104	12	15719	0.1153846153846153	0.1111111111111111	query_1	['GO:0038127']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'CBL', 'PTPN11']
181	GO:BP	GO:1901699	cellular response to nitrogen compound	1.5296436878307172e-10	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	667	104	24	15719	0.2307692307692307	0.0359820089955022	query_1	['GO:0070887', 'GO:1901698']	['RAPGEF1', 'PIK3R2', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'EDN1', 'CDH1', 'CRKL', 'VCAM1', 'PTK2', 'PTPN11', 'PDGFRA']
182	GO:BP	GO:1901652	response to peptide	1.5427378866248762e-10	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	491	104	21	15719	0.2019230769230769	0.0427698574338085	query_1	['GO:0010243', 'GO:1901700']	['PIK3R2', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EDN1', 'NUDC', 'EDNRB', 'VCAM1', 'PTK2', 'PTPN11']
183	GO:BP	GO:0034446	substrate adhesion-dependent cell spreading	1.5678273660643178e-10	True	"""The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate."" [GOC:mah, GOC:pf, PMID:17050732]"	110	104	12	15719	0.1153846153846153	0.109090909090909	query_1	['GO:0031589']	['FN1', 'ITGAV', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'ITGA4', 'CRKL', 'PTK2', 'NRP1', 'ITGB7']
184	GO:BP	GO:1901698	response to nitrogen compound	1.5843760092223758e-10	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a nitrogen compound stimulus."" [GOC:pr, GOC:TermGenie]"	1082	104	30	15719	0.2884615384615384	0.0277264325323475	query_1	['GO:0042221']	['RAPGEF1', 'ITGB1', 'PIK3R2', 'BCAR1', 'SRC', 'EDNRA', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'CLGN', 'PXN', 'FYN', 'ITGA4', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'SYK', 'EDN1', 'CDH1', 'PTK2B', 'NUDC', 'CRKL', 'EDNRB', 'VCAM1', 'PTK2', 'PTPN11', 'PDGFRA']
185	GO:BP	GO:0051094	positive regulation of developmental process	1.6145194147011678e-10	True	"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	1237	104	32	15719	0.3076923076923077	0.0258690379951495	query_1	['GO:0032502', 'GO:0048518', 'GO:0050793']	['ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'TFE3', 'EDN3', 'TGFBR2', 'ITGA5', 'ZAP70', 'SOX10', 'LYN', 'TGFB1', 'SYK', 'PLCG1', 'POU3F2', 'EDN1', 'PTK2B', 'VEGFA', 'ADAM12', 'TGFBR1', 'L1CAM', 'PTK2', 'NRP1', 'THBS1', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
186	GO:BP	GO:0051247	positive regulation of protein metabolic process	1.6911361334462018e-10	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	104	34	15719	0.3269230769230769	0.0242683797287651	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['VEGFB', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'PLCG2', 'EDN3', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'TGFB1', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'CRKL', 'EDNRB', 'VTN', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF']
187	GO:BP	GO:0043542	endothelial cell migration	1.8218766918990807e-10	True	"""The orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:go_curators]"	212	104	15	15719	0.1442307692307692	0.070754716981132	query_1	['GO:0010631']	['MET', 'ITGB1', 'EDN2', 'BCAR1', 'ITGB3', 'PXN', 'NRP2', 'PLCG1', 'EDN1', 'PTK2B', 'VEGFA', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1']
188	GO:BP	GO:0006955	immune response	1.839668971281619e-10	True	"""Any immune system process that functions in the calibrated response of an organism to a potential internal or invasive threat."" [GO_REF:0000022, GOC:add]"	1662	104	37	15719	0.3557692307692308	0.0222623345367027	query_1	['GO:0002376', 'GO:0050896']	['RAPGEF1', 'PIK3R2', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'TFE3', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'MADCAM1', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'JAM3', 'TFEB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'EDN1', 'PTK2B', 'CRKL', 'VTN', 'ITGB6', 'PTK2', 'LCK', 'THBS1', 'ADAM15', 'CBL', 'PTPN11', 'SEMA4D']
189	GO:BP	GO:0071526	semaphorin-plexin signaling pathway	2.0088120511189376e-10	True	"""The series of molecular signals generated as a consequence of a semaphorin receptor (composed of a plexin and a neurophilin) binding to a semaphorin ligand."" [GOC:BHF, GOC:mah, GOC:vk, PMID:15239959]"	44	104	9	15719	0.0865384615384615	0.2045454545454545	query_1	['GO:0007166']	['MET', 'PLXNB1', 'EDNRA', 'NRP2', 'EDN1', 'ECE1', 'NRP1', 'SEMA4D', 'PLXNA1']
190	GO:BP	GO:0007159	leukocyte cell-cell adhesion	2.1250677305522707e-10	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	394	104	19	15719	0.1826923076923076	0.0482233502538071	query_1	['GO:0098609']	['ITGB1', 'SRC', 'TGFBR2', 'ITGA5', 'FYN', 'ITGA4', 'ZAP70', 'MADCAM1', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'ITGB7', 'JAM2', 'PTPN11', 'SEMA4D']
191	GO:BP	GO:0060548	negative regulation of cell death	2.2325846177042227e-10	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	951	104	28	15719	0.2692307692307692	0.0294426919032597	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['MET', 'ITGB1', 'VEGFB', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'MITF', 'HGF', 'SHC1', 'PLCG2', 'ITGA5', 'FYN', 'SOX10', 'PLK1', 'EGFR', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'EDNRB', 'TGFBR1', 'PTK2', 'NRP1', 'THBS1', 'CBL', 'SEMA4D']
192	GO:BP	GO:0050920	regulation of chemotaxis	2.48035602841415e-10	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	217	104	15	15719	0.1442307692307692	0.0691244239631336	query_1	['GO:0006935', 'GO:0032101', 'GO:0040012']	['MET', 'EDN2', 'VEGFB', 'EDN3', 'LYN', 'JAM3', 'EDN1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'THBS1', 'PDGFRA', 'SEMA4D', 'PGF']
193	GO:BP	GO:0086100	endothelin receptor signaling pathway	2.9347831280818406e-10	True	"""A G protein-coupled receptor signaling pathway initiated by endothelin binding to its receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:bf, GOC:BHF, GOC:mtg_cardiac_conduct_nov11, PMID:10977869]"	10	104	6	15719	0.0576923076923076	0.6	query_1	['GO:0007186']	['BCAR1', 'EDNRA', 'EDN1', 'PTK2B', 'CRKL', 'EDNRB']
194	GO:BP	GO:0010646	regulation of cell communication	2.9479870596488455e-10	True	"""Any process that modulates the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	3204	104	52	15719	0.5	0.0162297128589263	query_1	['GO:0007154', 'GO:0050794']	['MET', 'RAPGEF1', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'CD2AP', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'EDN3', 'SOS1', 'TGFBR2', 'ITGA5', 'PXN', 'FYN', 'NEK6', 'ZAP70', 'SOX10', 'LYN', 'GRB2', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'ERBB2', 'EDN1', 'CDH1', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TGFBR1', 'ITGB6', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'ITGA3', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1']
14	GO:CC	GO:0016020	membrane	3.031386921580048e-10	True	"""A lipid bilayer along with all the proteins and protein complexes embedded in it and attached to it."" [GOC:dos, GOC:mah, ISBN:0815316194]"	8365	104	86	16420	0.8269230769230769	0.0102809324566646	query_1	['GO:0110165']	['MET', 'RAPGEF1', 'KEL', 'ITGB1', 'ITGA9', 'ITGB5', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'EDNRA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'CLGN', 'TGFBR2', 'ITGA2B', 'ITGA5', 'PXN', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'ADAM19', 'MADCAM1', 'SOX10', 'LYN', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'JAM3', 'EGFR', 'TFEB', 'ITGAE', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'CDH1', 'PTK2B', 'NUDC', 'VEGFA', 'ECE1', 'EML4', 'MOGS', 'SH3GL2', 'ADAM12', 'EML2', 'CRKL', 'EDNRB', 'VTN', 'ECE2', 'TLN1', 'VCAM1', 'TGFBR1', 'L1CAM', 'ITGB6', 'PTK2', 'XK', 'NRP1', 'LCK', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'CBL', 'JAM2', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
27	REAC	REAC:R-HSA-2172127	DAP12 interactions	3.100139865694857e-10	True	DAP12 interactions	33	96	9	10022	0.09375	0.2727272727272727	query_1	['REAC:R-HSA-168249']	['PIK3R2', 'PIK3R1', 'PLCG2', 'SOS1', 'FYN', 'LCP2', 'SYK', 'PLCG1', 'LCK']
15	GO:CC	GO:0045121	membrane raft	3.241347965437429e-10	True	"""Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions."" [PMID:16645198, PMID:20044567]"	318	104	17	16420	0.1634615384615384	0.0534591194968553	query_1	['GO:0098857']	['ITGB1', 'SRC', 'CRK', 'TGFBR2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'VCL', 'CDH1', 'PTK2B', 'EDNRB', 'TGFBR1', 'LCK', 'CBL']
16	GO:CC	GO:0098857	membrane microdomain	3.241347965437429e-10	True	"""A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it."" [PMID:20044567, PMID:26253820]"	319	104	17	16420	0.1634615384615384	0.0532915360501567	query_1	['GO:0016020']	['ITGB1', 'SRC', 'CRK', 'TGFBR2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'EGFR', 'VCL', 'CDH1', 'PTK2B', 'EDNRB', 'TGFBR1', 'LCK', 'CBL']
195	GO:BP	GO:0010632	regulation of epithelial cell migration	3.384612339252282e-10	True	"""Any process that modulates the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	222	104	15	15719	0.1442307692307692	0.0675675675675675	query_1	['GO:0010631', 'GO:0030334', 'GO:0051239']	['MET', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'TGFBR2', 'NRP2', 'PLCG1', 'EDN1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'THBS1', 'ITGA3']
196	GO:BP	GO:0051493	regulation of cytoskeleton organization	3.3929302098814467e-10	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	514	104	21	15719	0.2019230769230769	0.0408560311284046	query_1	['GO:0007010', 'GO:0033043']	['MET', 'PLXNB1', 'PIK3R2', 'CD2AP', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'EML3', 'PXN', 'GRB2', 'TGFB1', 'PLK1', 'JAM3', 'EDN1', 'PTK2B', 'EML2', 'TGFBR1', 'PTK2', 'NRP1', 'PDGFRA']
197	GO:BP	GO:0007010	cytoskeleton organization	3.6884204278588317e-10	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:dph, GOC:jl, GOC:mah]"	1444	104	34	15719	0.3269230769230769	0.0235457063711911	query_1	['GO:0006996']	['MET', 'ITGB1', 'ITGB5', 'PLXNB1', 'PIK3R2', 'BCAR1', 'CD2AP', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'EML3', 'PXN', 'NEK6', 'NEK7', 'GRB2', 'TGFB1', 'PLK1', 'JAM3', 'EML1', 'EDN1', 'SH3KBP1', 'PTK2B', 'NUDC', 'EML4', 'EML2', 'TUBB2A', 'TLN1', 'TGFBR1', 'PTK2', 'NRP1', 'PDGFRA']
28	REAC	REAC:R-HSA-354194	GRB2:SOS provides linkage to MAPK signaling for Integrins 	3.8991087653985706e-10	True	GRB2:SOS provides linkage to MAPK signaling for Integrins 	14	96	7	10022	0.0729166666666666	0.5	query_1	['REAC:R-HSA-354192']	['FN1', 'SRC', 'ITGB3', 'SOS1', 'ITGA2B', 'TLN1', 'PTK2']
198	GO:BP	GO:0051347	positive regulation of transferase activity	4.3275169166361315e-10	True	"""Any process that activates or increases the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from a donor compound to an acceptor."" [GOC:ai]"	521	104	21	15719	0.2019230769230769	0.0403071017274472	query_1	['GO:0043085', 'GO:0051338']	['MET', 'SRC', 'ITGB3', 'EDN3', 'TGFBR2', 'LAT', 'LYN', 'NEK7', 'LCP2', 'PLK1', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'EDN1', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'PDGFRA', 'FLT1']
