Vogt-Koyanagi-Harada disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
189	GO:BP	GO:0002768	immune response-regulating cell surface receptor signaling pathway	7.457298069118269e-16	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell capable of activating, perpetuating, or inhibiting an immune response."" [GOC:add, ISBN:0781735149, PMID:15771571]"	380	101	23	21110	0.2277227722772277	0.0605263157894736	query_1	['GO:0002764', 'GO:0007166']	['PTPN22', 'CARD11', 'CREBBP', 'RELA', 'IKBKB', 'TLR4', 'FYB1', 'RBCK1', 'RNF31', 'NFKB1', 'TNIP2', 'PELI1', 'IRAK1', 'MALT1', 'TICAM2', 'IKBKG', 'MAP3K7', 'TRAF6', 'NFKBIA', 'BCL10', 'CD14', 'UBE2N', 'TNFAIP3']
190	GO:BP	GO:0019538	protein metabolic process	7.962953348300957e-16	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5449	101	69	21110	0.6831683168316832	0.0126628739218205	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['CUL3', 'PTPN22', 'SHARPIN', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'UBE2V1', 'MAP3K14', 'TRAF3', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'IRAK4', 'RBCK1', 'SPOP', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'NFKB1', 'PELI1', 'RIPK1', 'SKP1', 'CFLAR', 'TNFSF14', 'IRAK1', 'MALT1', 'TNIP1', 'XPNPEP3', 'HSP90AA1', 'FBXW11', 'SNX33', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
191	GO:BP	GO:0031396	regulation of protein ubiquitination	8.239127381435286e-16	True	"""Any process that modulates the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	212	101	19	21110	0.1881188118811881	0.0896226415094339	query_1	['GO:0016567', 'GO:1903320']	['CUL3', 'PTPN22', 'HSPA1A', 'UBE2V1', 'HSP90AB1', 'RBX1', 'BTRC', 'PELI1', 'SKP1', 'MALT1', 'HSP90AA1', 'BIRC3', 'TRAF6', 'BIRC2', 'TICAM1', 'FBXW7', 'BCL10', 'UBE2N', 'TNFAIP3']
192	WP	WP:WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	8.249673333081261e-16	True	Host-pathogen interaction of human coronaviruses - interferon induction	33	88	13	8133	0.1477272727272727	0.3939393939393939	query_1	['WP:000000']	['MYD88', 'TRAF3', 'CHUK', 'IKBKB', 'IKBKE', 'TBK1', 'NFKB1', 'RIPK1', 'IKBKG', 'MAP3K7', 'TRAF6', 'NFKBIA', 'TICAM1']
193	GO:BP	GO:0000209	protein polyubiquitination	8.483849884461707e-16	True	"""Addition of multiple ubiquitin groups to a protein, forming a ubiquitin chain."" [ISBN:0815316194]"	250	101	20	21110	0.198019801980198	0.08	query_1	['GO:0016567']	['CUL3', 'PTPN22', 'SHARPIN', 'UBE2V1', 'TRAF3', 'RBX1', 'RBCK1', 'SPOP', 'BTRC', 'RNF31', 'PELI1', 'SKP1', 'FBXW11', 'TRAF2', 'TRAF6', 'BIRC2', 'CUL1', 'LRSAM1', 'UBE2N', 'TNFAIP3']
194	GO:BP	GO:0036211	protein modification process	9.510026254337558e-16	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3617	101	57	21110	0.5643564356435643	0.0157589162289189	query_1	['GO:0019538', 'GO:0043412']	['CUL3', 'PTPN22', 'SHARPIN', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'CREBBP', 'MYD88', 'UBE2V1', 'MAP3K14', 'TRAF3', 'HTT', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'IKBKE', 'RBX1', 'TLR4', 'IRAK4', 'RBCK1', 'SPOP', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'PELI1', 'RIPK1', 'SKP1', 'IRAK1', 'MALT1', 'TNIP1', 'HSP90AA1', 'FBXW11', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'TRAF6', 'BIRC2', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
195	GO:BP	GO:0050794	regulation of cellular process	1.1425435902689757e-15	True	"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]"	11108	101	94	21110	0.9306930693069309	0.0084623694634497	query_1	['GO:0009987', 'GO:0050789']	['CUL3', 'PTPN22', 'SHARPIN', 'CARD11', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'MAP3K14', 'RAB8A', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'IRAK3', 'HSP90AB1', 'CHUK', 'HSPH1', 'TNFRSF1A', 'TAB2', 'RAB8B', 'RELA', 'IKBKB', 'DNAJA2', 'TBKBP1', 'FASLG', 'IKBKE', 'RBX1', 'TLR4', 'FYB1', 'IRAK4', 'RBCK1', 'AZI2', 'BTRC', 'TBK1', 'SKAP2', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'IRAK1', 'MALT1', 'LTB', 'TNIP1', 'NFKB2', 'DNAJA4', 'TICAM2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'LTBR', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'HSPA8', 'TAB3', 'TICAM1', 'CUL1', 'PTGES3', 'FBXW7', 'BCL10', 'CD14', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
196	GO:BP	GO:0031323	regulation of cellular metabolic process	1.274458978761946e-15	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	5493	101	69	21110	0.6831683168316832	0.0125614418350628	query_1	['GO:0019222', 'GO:0044237', 'GO:0050794']	['CUL3', 'PTPN22', 'CARD11', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'NFKBIE', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'RAB8A', 'TRAF3', 'HTT', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FASLG', 'IKBKE', 'TLR4', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'RIPK1', 'CFLAR', 'TRADD', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'CAND1', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'HSPA8', 'TAB3', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
197	REAC	REAC:R-HSA-5213460	RIPK1-mediated regulated necrosis	1.4244799514077697e-15	True	RIPK1-mediated regulated necrosis	28	96	12	10790	0.125	0.4285714285714285	query_1	['REAC:R-HSA-5218859']	['FASLG', 'FAS', 'FADD', 'PELI1', 'RIPK1', 'TRADD', 'HSP90AA1', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8', 'CDC37']
198	REAC	REAC:R-HSA-5675482	Regulation of necroptotic cell death	1.4244799514077697e-15	True	Regulation of necroptotic cell death	28	96	12	10790	0.125	0.4285714285714285	query_1	['REAC:R-HSA-5213460']	['FASLG', 'FAS', 'FADD', 'PELI1', 'RIPK1', 'TRADD', 'HSP90AA1', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8', 'CDC37']
199	GO:BP	GO:0001959	regulation of cytokine-mediated signaling pathway	1.5598358489230454e-15	True	"""Any process that modulates the frequency, rate or extent of the cytokine mediated signaling pathway."" [GOC:hjd]"	152	101	17	21110	0.1683168316831683	0.1118421052631579	query_1	['GO:0009966', 'GO:0019221', 'GO:0060759']	['SHARPIN', 'HSPA1A', 'IRAK3', 'TNFRSF1A', 'IKBKB', 'IKBKE', 'TBK1', 'IRAK2', 'FADD', 'IRF7', 'RIPK1', 'IRAK1', 'TICAM2', 'TRAF2', 'CASP8', 'TNFAIP3', 'CDC37']
200	KEGG	KEGG:04210	Apoptosis	1.861207392481724e-15	True	Apoptosis	135	93	20	8161	0.2150537634408602	0.1481481481481481	query_1	['KEGG:00000']	['MAP3K14', 'CASP10', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'FASLG', 'TNF', 'FAS', 'FADD', 'NFKB1', 'RIPK1', 'CFLAR', 'TRADD', 'IKBKG', 'BIRC3', 'TRAF2', 'BIRC2', 'NFKBIA', 'CASP8']
201	WP	WP:WP3617	Photodynamic therapy-induced NF-kB survival signaling	2.0885707108900416e-15	True	Photodynamic therapy-induced NF-kB survival signaling	35	88	13	8133	0.1477272727272727	0.3714285714285714	query_1	['WP:000000']	['CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'NFKB1', 'CFLAR', 'NFKB2', 'BIRC3', 'RELB', 'REL', 'TRAF6', 'BIRC2']
202	GO:MF	GO:0005164	tumor necrosis factor receptor binding	2.203485132388992e-15	True	"""Binding to a tumor necrosis factor receptor."" [GOC:ai]"	32	101	11	20195	0.1089108910891089	0.34375	query_1	['GO:0032813']	['TRAF3', 'FASLG', 'TNF', 'FADD', 'LTA', 'TNFSF14', 'TRADD', 'LTB', 'TRAF2', 'TRAF6', 'CASP8']
203	GO:BP	GO:0070647	protein modification by small protein conjugation or removal	2.401470102561067e-15	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to or removed from a target protein."" [GOC:mah]"	1053	101	33	21110	0.3267326732673267	0.0313390313390313	query_1	['GO:0036211']	['CUL3', 'PTPN22', 'SHARPIN', 'TANK', 'HSPA1A', 'UBE2V1', 'TRAF3', 'HSP90AB1', 'RELA', 'RBX1', 'RBCK1', 'SPOP', 'BTRC', 'RNF31', 'PELI1', 'SKP1', 'MALT1', 'TNIP1', 'HSP90AA1', 'FBXW11', 'BIRC3', 'TRAF2', 'CAND1', 'TRAF6', 'BIRC2', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3']
204	REAC	REAC:R-HSA-975163	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	2.4192870147170818e-15	True	IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	15	96	10	10790	0.1041666666666666	0.6666666666666666	query_1	['REAC:R-HSA-975138']	['TAB2', 'TLR4', 'IRAK2', 'TICAM2', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3', 'TICAM1', 'CD14']
205	REAC	REAC:R-HSA-937072	TRAF6-mediated induction of TAK1 complex within TLR4 complex	2.4192870147170818e-15	True	TRAF6-mediated induction of TAK1 complex within TLR4 complex	15	96	10	10790	0.1041666666666666	0.6666666666666666	query_1	['REAC:R-HSA-937061']	['TAB2', 'TLR4', 'IRAK2', 'TICAM2', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3', 'TICAM1', 'CD14']
206	GO:BP	GO:0097191	extrinsic apoptotic signaling pathway	2.554986094792377e-15	True	"""The series of molecular signals in which a signal is conveyed from the cell surface to trigger the apoptotic death of a cell. The pathway starts with either a ligand binding to a cell surface receptor, or a ligand being withdrawn from a cell surface receptor (e.g. in the case of signaling by dependence receptors), and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis, GOC:yaf, PMID:17340152]"	225	101	19	21110	0.1881188118811881	0.0844444444444444	query_1	['GO:0007166', 'GO:0097190']	['HSPA1A', 'GSK3B', 'TNFRSF1B', 'HTT', 'TNFRSF1A', 'RELA', 'FASLG', 'RBCK1', 'TNF', 'FAS', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'TRAF2', 'LTBR', 'CASP8', 'BCL10', 'TNFAIP3']
207	GO:BP	GO:0016567	protein ubiquitination	2.6339076882044787e-15	True	"""The process in which one or more ubiquitin groups are added to a protein."" [GOC:ai]"	830	101	30	21110	0.297029702970297	0.036144578313253	query_1	['GO:0032446']	['CUL3', 'PTPN22', 'SHARPIN', 'HSPA1A', 'UBE2V1', 'TRAF3', 'HSP90AB1', 'RBX1', 'RBCK1', 'SPOP', 'BTRC', 'RNF31', 'PELI1', 'SKP1', 'MALT1', 'HSP90AA1', 'FBXW11', 'BIRC3', 'TRAF2', 'CAND1', 'TRAF6', 'BIRC2', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3']
208	GO:BP	GO:0032446	protein modification by small protein conjugation	2.8350608794442654e-15	True	"""A protein modification process in which one or more groups of a small protein, such as ubiquitin or a ubiquitin-like protein, are covalently attached to a target protein."" [GOC:mah]"	905	101	31	21110	0.3069306930693069	0.0342541436464088	query_1	['GO:0070647']	['CUL3', 'PTPN22', 'SHARPIN', 'HSPA1A', 'UBE2V1', 'TRAF3', 'HSP90AB1', 'RELA', 'RBX1', 'RBCK1', 'SPOP', 'BTRC', 'RNF31', 'PELI1', 'SKP1', 'MALT1', 'HSP90AA1', 'FBXW11', 'BIRC3', 'TRAF2', 'CAND1', 'TRAF6', 'BIRC2', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3']
209	GO:BP	GO:0043067	regulation of programmed cell death	2.902443169836073e-15	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1491	101	38	21110	0.3762376237623762	0.0254862508383635	query_1	['GO:0010941', 'GO:0012501']	['CARD11', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'TRAF3', 'SARM1', 'HTT', 'CASP10', 'HSP90AB1', 'TNFRSF1A', 'RELA', 'FASLG', 'RBCK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'RIPK1', 'CFLAR', 'TNFSF14', 'TRADD', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'BIRC3', 'TRAF2', 'LTBR', 'TRAF6', 'BIRC2', 'CASP8', 'FBXW7', 'BCL10', 'TNFAIP3']
210	KEGG	KEGG:04217	Necroptosis	3.0547878204137706e-15	True	Necroptosis	159	93	21	8161	0.2258064516129032	0.1320754716981132	query_1	['KEGG:00000']	['SHARPIN', 'HSP90AB1', 'TNFRSF1A', 'FASLG', 'TLR4', 'RBCK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'TICAM2', 'HSP90AA1', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8', 'TICAM1', 'TNFAIP3']
211	GO:BP	GO:0031399	regulation of protein modification process	3.1066565812692737e-15	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1494	101	38	21110	0.3762376237623762	0.0254350736278447	query_1	['GO:0036211', 'GO:0051246']	['CUL3', 'PTPN22', 'TANK', 'HSPA1A', 'GSK3B', 'UBE2V1', 'HTT', 'IRAK3', 'HSP90AB1', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBX1', 'TLR4', 'BTRC', 'TBK1', 'TNF', 'FAS', 'PELI1', 'RIPK1', 'SKP1', 'IRAK1', 'MALT1', 'TNIP1', 'HSP90AA1', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TRAF6', 'BIRC2', 'TICAM1', 'FBXW7', 'BCL10', 'UBE2N', 'TNFAIP3', 'CDC37']
212	GO:BP	GO:0070265	necrotic cell death	3.655039802106617e-15	True	"""A type of cell death that is morphologically characterized by an increasingly translucent cytoplasm, swelling of organelles, minor ultrastructural modifications of the nucleus (specifically, dilatation of the nuclear membrane and condensation of chromatin into small, irregular, circumscribed patches) and increased cell volume (oncosis), culminating in the disruption of the plasma membrane and subsequent loss of intracellular contents. Necrotic cells do not fragment into discrete corpses as their apoptotic counterparts do. Moreover, their nuclei remain intact and can aggregate and accumulate in necrotic tissues."" [GOC:mtg_apoptosis, PMID:18846107, PMID:20823910]"	61	101	13	21110	0.1287128712871287	0.2131147540983606	query_1	['GO:0008219']	['FASLG', 'RBCK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'PELI1', 'RIPK1', 'CFLAR', 'BIRC3', 'TRAF2', 'BIRC2', 'CASP8']
213	GO:BP	GO:0033993	response to lipid	3.9991399620051445e-15	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a lipid stimulus."" [GOC:sl]"	916	101	31	21110	0.3069306930693069	0.0338427947598253	query_1	['GO:0010033']	['PTPN22', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'MYD88', 'NFKBIB', 'IRAK3', 'TAB2', 'RELA', 'FASLG', 'TLR4', 'TNF', 'IRAK2', 'NFKB1', 'TNIP2', 'PELI1', 'LTA', 'CFLAR', 'IRAK1', 'MALT1', 'TNIP1', 'TICAM2', 'TRAF6', 'NFKBIA', 'CASP8', 'HSPA8', 'TICAM1', 'PTGES3', 'BCL10', 'CD14', 'TNFAIP3']
214	GO:BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	5.782072302982868e-15	True	"""The series of molecular signals initiated by the binding of a lipopolysaccharide (LPS) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Lipopolysaccharides are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."" [GOC:mah, GOC:signaling, PMID:15379975]"	63	101	13	21110	0.1287128712871287	0.2063492063492063	query_1	['GO:0007166', 'GO:0071222']	['PTPN22', 'MYD88', 'TLR4', 'TNF', 'IRAK2', 'IRAK1', 'MALT1', 'TRAF6', 'NFKBIA', 'TICAM1', 'BCL10', 'CD14', 'TNFAIP3']
215	REAC	REAC:R-HSA-5684264	MAP3K8 (TPL2)-dependent MAPK1/3 activation	6.404637504532557e-15	True	MAP3K8 (TPL2)-dependent MAPK1/3 activation	16	96	10	10790	0.1041666666666666	0.625	query_1	['REAC:R-HSA-450294', 'REAC:R-HSA-9020702']	['MAP3K8', 'CHUK', 'IKBKB', 'BTRC', 'NFKB1', 'TNIP2', 'SKP1', 'FBXW11', 'IKBKG', 'CUL1']
216	WP	WP:WP4754	IL-18 signaling pathway	6.6355090565649444e-15	True	IL-18 signaling pathway	273	88	25	8133	0.2840909090909091	0.0915750915750915	query_1	['WP:000000']	['GSK3B', 'NFKBIE', 'MYD88', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'FASLG', 'TNF', 'FAS', 'FADD', 'NFKB1', 'CFLAR', 'IRAK1', 'LTB', 'NFKB2', 'TICAM2', 'BIRC3', 'MAP3K7', 'REL', 'TRAF6', 'NFKBIA', 'CASP8', 'FBXW7', 'TNFAIP3']
217	GO:BP	GO:0009056	catabolic process	7.303331961210962e-15	True	"""The chemical reactions and pathways resulting in the breakdown of substances, including the breakdown of carbon compounds with the liberation of energy for use by the cell or organism."" [ISBN:0198547684]"	2601	101	48	21110	0.4752475247524752	0.0184544405997693	query_1	['GO:0008152']	['CUL3', 'PTPN22', 'SHARPIN', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'MYD88', 'OPTN', 'RAB8A', 'SARM1', 'HTT', 'IRAK3', 'HSP90AB1', 'TAB2', 'RELA', 'IKBKE', 'RBX1', 'RBCK1', 'SPOP', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'PELI1', 'RIPK1', 'SKP1', 'MALT1', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'SNX33', 'IKBKG', 'TRAF2', 'MAP3K7', 'BIRC2', 'CASP8', 'TBC1D17', 'HSPA8', 'TAB3', 'TICAM1', 'CUL1', 'FBXW7', 'CUL4A', 'LRSAM1', 'LIPF', 'UBE2N', 'TNFAIP3', 'CDC37']
218	GO:BP	GO:0031325	positive regulation of cellular metabolic process	8.033663794584396e-15	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:mah]"	2976	101	51	21110	0.504950495049505	0.0171370967741935	query_1	['GO:0009893', 'GO:0031323', 'GO:0044237', 'GO:0048522']	['HSPA1A', 'GSK3B', 'TNFRSF1B', 'CREBBP', 'MYD88', 'NFKBIB', 'UBE2V1', 'OPTN', 'HTT', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'TLR4', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'FADD', 'IRF7', 'NFKB1', 'TNIP2', 'RIPK1', 'IRAK1', 'MALT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'FBXW11', 'SNX33', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'CAND1', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'HSPA8', 'TICAM1', 'PTGES3', 'FBXW7', 'BCL10', 'LRSAM1', 'UBE2N']
219	GO:BP	GO:0097190	apoptotic signaling pathway	9.803305243474945e-15	True	"""The series of molecular signals which triggers the apoptotic death of a cell. The pathway starts with reception of a signal, and ends when the execution phase of apoptosis is triggered."" [GOC:mtg_apoptosis]"	599	101	26	21110	0.2574257425742574	0.0434056761268781	query_1	['GO:0006915', 'GO:0007165']	['CUL3', 'HSPA1A', 'GSK3B', 'TNFRSF1B', 'HTT', 'CASP10', 'TNFRSF1A', 'RELA', 'FASLG', 'IKBKE', 'RBCK1', 'TNF', 'FAS', 'FADD', 'RIPK1', 'CFLAR', 'TRADD', 'TRAF2', 'LTBR', 'CASP8', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CUL4A', 'TNFAIP3']
220	GO:BP	GO:0006954	inflammatory response	1.1499624627513603e-14	True	"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]"	803	101	29	21110	0.2871287128712871	0.0361145703611457	query_1	['GO:0006952']	['CUL3', 'SHARPIN', 'TNFRSF1B', 'MYD88', 'NFKBIB', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TLR4', 'TBK1', 'TNF', 'IRAK2', 'NFKB1', 'TNIP2', 'LTA', 'RIPK1', 'TRADD', 'TNIP1', 'TICAM2', 'IKBKG', 'BIRC3', 'RELB', 'REL', 'BIRC2', 'NFKBIA', 'TICAM1', 'CD14', 'TNFAIP3']
221	GO:BP	GO:0043412	macromolecule modification	1.7020834142765012e-14	True	"""The covalent alteration of one or more monomeric units in a polypeptide, polynucleotide, polysaccharide, or other biological macromolecule, resulting in a change in its properties."" [GOC:go_curators]"	3840	101	57	21110	0.5643564356435643	0.01484375	query_1	['GO:0043170']	['CUL3', 'PTPN22', 'SHARPIN', 'MAP3K8', 'TANK', 'HSPA1A', 'GSK3B', 'CREBBP', 'MYD88', 'UBE2V1', 'MAP3K14', 'TRAF3', 'HTT', 'IRAK3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'FKBP5', 'IKBKE', 'RBX1', 'TLR4', 'IRAK4', 'RBCK1', 'SPOP', 'BTRC', 'TBK1', 'TNF', 'FAS', 'RNF31', 'IRAK2', 'PELI1', 'RIPK1', 'SKP1', 'IRAK1', 'MALT1', 'TNIP1', 'HSP90AA1', 'FBXW11', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'CAND1', 'TRAF6', 'BIRC2', 'TICAM1', 'CUL1', 'FBXW7', 'BCL10', 'CUL4A', 'LRSAM1', 'UBE2N', 'TNFAIP3', 'CDC37']
222	WP	WP:WP4562	Canonical NF-kB pathway	2.096476508490004e-14	True	Canonical NF-kB pathway	8	88	8	8133	0.0909090909090909	1.0	query_1	['WP:000000']	['NFKBIE', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'IKBKG', 'REL', 'NFKBIA']
223	GO:BP	GO:0002755	MyD88-dependent toll-like receptor signaling pathway	2.663319778454681e-14	True	"""A toll-like receptor signaling pathway in which the MyD88 adaptor molecule mediates transduction of the signal. Toll-like receptors directly bind pattern motifs from a variety of microbial sources to initiate an innate immune response."" [GOC:add, ISBN:0781735149, PMID:12467241, PMID:12524386, PMID:12855817, PMID:15585605, PMID:15728447]"	25	101	10	21110	0.099009900990099	0.4	query_1	['GO:0002224']	['MYD88', 'IRAK3', 'TLR4', 'IRAK4', 'IRAK2', 'IRF7', 'IRAK1', 'TNIP1', 'MAP3K7', 'TRAF6']
224	REAC	REAC:R-HSA-5357769	Caspase activation via extrinsic apoptotic signalling pathway	2.6839845705386013e-14	True	Caspase activation via extrinsic apoptotic signalling pathway	25	96	11	10790	0.1145833333333333	0.44	query_1	['REAC:R-HSA-109581']	['FASLG', 'TLR4', 'FAS', 'FADD', 'RIPK1', 'TRADD', 'TICAM2', 'TRAF2', 'CASP8', 'TICAM1', 'CD14']
225	REAC	REAC:R-HSA-2454202	Fc epsilon receptor (FCERI) signaling	3.7497950933522995e-14	True	Fc epsilon receptor (FCERI) signaling	182	96	20	10790	0.2083333333333333	0.1098901098901098	query_1	['REAC:R-HSA-168249']	['CARD11', 'UBE2V1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'NFKB1', 'SKP1', 'MALT1', 'FBXW11', 'IKBKG', 'TAB1', 'MAP3K7', 'TRAF6', 'NFKBIA', 'TAB3', 'CUL1', 'BCL10', 'UBE2N']
226	GO:BP	GO:0031398	positive regulation of protein ubiquitination	4.7124183258733676e-14	True	"""Any process that activates or increases the frequency, rate or extent of the addition of ubiquitin groups to a protein."" [GOC:mah]"	122	101	15	21110	0.1485148514851485	0.1229508196721311	query_1	['GO:0016567', 'GO:0031396', 'GO:1903322']	['CUL3', 'PTPN22', 'UBE2V1', 'RBX1', 'BTRC', 'PELI1', 'SKP1', 'MALT1', 'BIRC3', 'TRAF6', 'BIRC2', 'TICAM1', 'FBXW7', 'BCL10', 'UBE2N']
