Seckel syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
18	GO:CC	GO:0032991	protein-containing complex	4.547369245012072e-23	True	"""A stable assembly of two or more macromolecules, i.e. proteins, nucleic acids, carbohydrates or lipids, in which at least one component is a protein and the constituent parts function together."" [GOC:dos, GOC:mah]"	5491	109	88	16420	0.8073394495412844	0.0160262247313786	query_1	['GO:0005575']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'MLH1', 'FEN1', 'PLK4', 'CENPJ', 'CEP152', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
19	GO:CC	GO:0043601	nuclear replisome	6.122360807231621e-23	True	"""A multi-component enzymatic machine at the nuclear replication fork, which mediates DNA replication. Includes DNA primase, one or more DNA polymerases, DNA helicases, and other proteins."" [GOC:jl, GOC:mtg_sensu]"	21	109	13	16420	0.1192660550458715	0.6190476190476191	query_1	['GO:0030894', 'GO:0043596', 'GO:0140513']	['RPA4', 'XPA', 'POLD3', 'POLD4', 'RPA2', 'POLA1', 'PRIM1', 'RPA3', 'RPA1', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
41	REAC	REAC:R-HSA-174417	Telomere C-strand (Lagging Strand) Synthesis	1.3015528786300931e-22	True	Telomere C-strand (Lagging Strand) Synthesis	34	104	16	10022	0.1538461538461538	0.4705882352941176	query_1	['REAC:R-HSA-180786']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
44	GO:BP	GO:0051726	regulation of cell cycle	1.3633078909385476e-22	True	"""Any process that modulates the rate or extent of progression through the cell cycle."" [GOC:ai, GOC:dph, GOC:tb]"	1089	108	45	15719	0.4166666666666667	0.0413223140495867	query_1	['GO:0007049', 'GO:0050794']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'TP53BP1', 'RAD50', 'UIMC1', 'RAD51AP1', 'RAD51D', 'PAXIP1', 'FEN1', 'PLK4', 'CENPJ', 'H2AX', 'RPA2', 'MDC1', 'PLK2', 'BRCA2', 'RAD1', 'ATR', 'RPA3', 'CENPE', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'CEP63', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'RMI2', 'NPM1', 'TP53', 'ABRAXAS1']
20	GO:CC	GO:1990391	DNA repair complex	1.4175656952285445e-22	True	"""A protein complex involved in DNA repair processes including direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [GOC:bhm, PMID:17217467, PMID:20551348, PMID:22749910, PMID:24192350]"	22	109	13	16420	0.1192660550458715	0.5909090909090909	query_1	['GO:1902494']	['TP53BP1', 'FANCI', 'XRCC6', 'LIG4', 'BRCA2', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'ATM', 'BRCA1', 'PRKDC', 'KDM1A']
45	GO:BP	GO:0006282	regulation of DNA repair	1.5838596781887886e-22	True	"""Any process that modulates the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	210	108	25	15719	0.2314814814814814	0.119047619047619	query_1	['GO:0006281', 'GO:0051052', 'GO:0080135']	['RBBP8', 'USP1', 'TP53BP1', 'RAD52', 'UIMC1', 'RAD51AP1', 'WDR48', 'H2AX', 'RPA2', 'OGG1', 'PCNA', 'ATR', 'PARP1', 'ATRIP', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'ABRAXAS1', 'PNKP', 'KDM1A', 'RNF8']
21	GO:CC	GO:0043596	nuclear replication fork	2.1384097185029346e-22	True	"""The Y-shaped region of a nuclear replicating DNA molecule, resulting from the separation of the DNA strands and in which the synthesis of new strands takes place. Also includes associated protein complexes."" [GOC:jl, GOC:mtg_sensu]"	39	109	15	16420	0.1376146788990825	0.3846153846153846	query_1	['GO:0000228', 'GO:0005657']	['RPA4', 'XPA', 'POLD3', 'POLD4', 'RPA2', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
46	GO:BP	GO:0044773	mitotic DNA damage checkpoint signaling	2.5731369657307014e-22	True	"""A signal transduction process involved in mitotic DNA damage checkpoint."" [GOC:mtg_cell_cycle, GOC:TermGenie]"	85	108	19	15719	0.1759259259259259	0.2235294117647059	query_1	['GO:0000077', 'GO:0044774']	['HUS1', 'RAD9B', 'NBN', 'MSH2', 'UIMC1', 'RPA2', 'MDC1', 'PLK2', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'TP53', 'ABRAXAS1']
47	GO:BP	GO:0007093	mitotic cell cycle checkpoint signaling	3.9177029860534415e-22	True	"""A signaling process that ensures accurate chromosome replication and segregation by preventing progression through a mitotic cell cycle until conditions are suitable for the cell to proceed to the next stage."" [GOC:mtg_cell_cycle]"	144	108	22	15719	0.2037037037037037	0.1527777777777778	query_1	['GO:0000075', 'GO:0045930', 'GO:1903047']	['RBBP8', 'HUS1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'UIMC1', 'RPA2', 'MDC1', 'PLK2', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53', 'ABRAXAS1']
48	GO:BP	GO:0044774	mitotic DNA integrity checkpoint signaling	6.4315228491667305e-22	True	"""A signaling process that controls cell cycle progression in response to changes in DNA structure by monitoring the integrity of the DNA during mitosis. The DNA integrity checkpoint begins with detection of DNA damage, defects in DNA structure or DNA replication, and ends with signal transduction."" [GOC:mtg_cell_cycle]"	89	108	19	15719	0.1759259259259259	0.2134831460674157	query_1	['GO:0007093', 'GO:0031570']	['HUS1', 'RAD9B', 'NBN', 'MSH2', 'UIMC1', 'RPA2', 'MDC1', 'PLK2', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'TP53', 'ABRAXAS1']
42	REAC	REAC:R-HSA-5696398	Nucleotide Excision Repair	7.994507493341516e-22	True	Nucleotide Excision Repair	109	104	22	10022	0.2115384615384615	0.2018348623853211	query_1	['REAC:R-HSA-73894']	['UBE2I', 'XPA', 'POLD3', 'LIG3', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'SUMO1', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'POLE3', 'SUMO2', 'XRCC1', 'POLD1', 'POLE2', 'POLE', 'POLD2']
50	GO:BP	GO:0071214	cellular response to abiotic stimulus	1.8295235722720213e-21	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]"	327	108	28	15719	0.2592592592592592	0.0856269113149847	query_1	['GO:0009628', 'GO:0104004']	['HUS1', 'RAD9B', 'XPA', 'TP53BP1', 'POLD3', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'NPM1', 'TP53', 'KDM1A']
49	GO:BP	GO:0104004	cellular response to environmental stimulus	1.8295235722720213e-21	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]"	327	108	28	15719	0.2592592592592592	0.0856269113149847	query_1	['GO:0051716']	['HUS1', 'RAD9B', 'XPA', 'TP53BP1', 'POLD3', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'PARP1', 'XRCC5', 'ERCC1', 'ERCC4', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'NPM1', 'TP53', 'KDM1A']
51	GO:BP	GO:0002200	somatic diversification of immune receptors	2.0885267447049847e-21	True	"""The somatic process allowing for the production of immune receptors whose specificity is not encoded in the germline genomic sequences."" [GOC:add, ISBN:0781735149, PMID:16102575, PMID:16166509]"	78	108	18	15719	0.1666666666666666	0.2307692307692307	query_1	['GO:0002376', 'GO:0002520']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
52	GO:BP	GO:0043170	macromolecule metabolic process	3.395648083307142e-21	True	"""The chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	8561	108	104	15719	0.9629629629629628	0.012148113538138	query_1	['GO:0071704']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'PLK4', 'CENPJ', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'PLK2', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'CENPE', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'SUMO2', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PHLPP2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
53	GO:BP	GO:0045005	DNA-templated DNA replication maintenance of fidelity	4.675137052845547e-21	True	"""A DNA metabolic process that prevents or corrects errors to ensure that DNA is replicated accurately. Errors can be corrected either by intrinsic DNA polymerase proofreading activity or via mismatch repair."" [GOC:mah, GOC:vw]"	53	108	16	15719	0.1481481481481481	0.3018867924528302	query_1	['GO:0006259', 'GO:0006261']	['RBBP8', 'NBN', 'RAD50', 'TRAIP', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'BLM', 'MRE11', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'POLE']
43	REAC	REAC:R-HSA-5696400	Dual Incision in GG-NER	5.481695330847862e-21	True	Dual Incision in GG-NER	41	104	16	10022	0.1538461538461538	0.3902439024390244	query_1	['REAC:R-HSA-5696399']	['XPA', 'POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
54	GO:BP	GO:0016445	somatic diversification of immunoglobulins	5.694781441336176e-21	True	"""The somatic process that results in the generation of sequence diversity of immunoglobulins."" [GOC:add, GOC:ma, ISBN:0781735149]"	67	108	17	15719	0.1574074074074074	0.2537313432835821	query_1	['GO:0002200', 'GO:0002377']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
44	REAC	REAC:R-HSA-180786	Extension of Telomeres	6.2810846469069604e-21	True	Extension of Telomeres	51	104	17	10022	0.1634615384615384	0.3333333333333333	query_1	['REAC:R-HSA-157579']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'PRIM2', 'CDK2', 'POLA2', 'POLD1', 'WRN', 'POLD2']
55	GO:BP	GO:0010332	response to gamma radiation	1.2440019308518171e-20	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a gamma radiation stimulus. Gamma radiation is a form of electromagnetic radiation (EMR) or light emission of a specific frequency produced from sub-atomic particle interaction, such as electron-positron annihilation and radioactive decay. Gamma rays are generally characterized as EMR having the highest frequency and energy, and also the shortest wavelength, within the electromagnetic radiation spectrum."" [GOC:tair_curators]"	56	108	16	15719	0.1481481481481481	0.2857142857142857	query_1	['GO:0010212']	['XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'ATR', 'PARP1', 'XRCC5', 'FANCD2', 'ATM', 'RAD51', 'PRKDC', 'XRCC2', 'POLB', 'WRN', 'TP53', 'KDM1A']
56	GO:BP	GO:0016444	somatic cell DNA recombination	1.623032716065081e-20	True	"""Recombination occurring within or between DNA molecules in somatic cells."" [GOC:ma]"	71	108	17	15719	0.1574074074074074	0.2394366197183098	query_1	['GO:0006310']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
57	GO:BP	GO:0002562	somatic diversification of immune receptors via germline recombination within a single locus	1.623032716065081e-20	True	"""The process in which immune receptor genes are diversified through recombination of the germline genetic elements within a single genetic locus."" [GOC:add, ISBN:0781735149, PMID:16102575, PMID:16166509]"	71	108	17	15719	0.1574074074074074	0.2394366197183098	query_1	['GO:0002200', 'GO:0016444']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
58	GO:BP	GO:0016447	somatic recombination of immunoglobulin gene segments	5.592406901989181e-20	True	"""The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, as known as immunoglobulin gene segments, within a single locus."" [GOC:add, ISBN:0781735149]"	61	108	16	15719	0.1481481481481481	0.2622950819672131	query_1	['GO:0002562', 'GO:0016445']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
59	GO:BP	GO:0044237	cellular metabolic process	6.26713018097378e-20	True	"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]"	8338	108	102	15719	0.9444444444444444	0.0122331494363156	query_1	['GO:0008152', 'GO:0009987']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'PLK4', 'CENPJ', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'PLK2', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'CENPE', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'SUMO2', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PHLPP2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
45	REAC	REAC:R-HSA-110314	Recognition of DNA damage by PCNA-containing replication complex	9.949910605289645e-20	True	Recognition of DNA damage by PCNA-containing replication complex	30	104	14	10022	0.1346153846153846	0.4666666666666667	query_1	['REAC:R-HSA-73893']	['USP1', 'POLD3', 'WDR48', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
60	GO:BP	GO:0051321	meiotic cell cycle	1.2438026866760877e-19	True	"""Progression through the phases of the meiotic cell cycle, in which canonically a cell replicates to produce four offspring with half the chromosomal content of the progenitor cell via two nuclear divisions."" [GOC:ai]"	277	108	25	15719	0.2314814814814814	0.0902527075812274	query_1	['GO:0007049', 'GO:0019953', 'GO:0022414']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'RAD50', 'RAD51AP1', 'RAD51D', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'XRCC2', 'RMI1', 'MSH6']
61	GO:BP	GO:0006266	DNA ligation	1.7662452305588504e-19	True	"""The re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase."" [ISBN:0815316194]"	16	108	11	15719	0.1018518518518518	0.6875	query_1	['GO:0006259']	['LIG3', 'XRCC6', 'LIG4', 'APLF', 'LIG1', 'XRCC4', 'NHEJ1', 'APTX', 'RAD51', 'XRCC1', 'PNKP']
62	GO:BP	GO:0006807	nitrogen compound metabolic process	2.0522684465841562e-19	True	"""The chemical reactions and pathways involving organic or inorganic compounds that contain nitrogen."" [GOC:jl, ISBN:0198506732]"	8936	108	104	15719	0.9629629629629628	0.0116383169203222	query_1	['GO:0008152']	['RBBP8', 'UBE2I', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'UIMC1', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'HDAC1', 'APLF', 'MLH1', 'FEN1', 'PLK4', 'CENPJ', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'TRAIP', 'OGG1', 'LIG1', 'PLK2', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'CENPE', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ATRIP', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'SUMO2', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'NUP85', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'POLE2', 'RMI1', 'TP53', 'ABRAXAS1', 'PHLPP2', 'PNKP', 'NEIL1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'MSH6']
46	REAC	REAC:R-HSA-69190	DNA strand elongation	3.104141983965232e-19	True	DNA strand elongation	32	104	14	10022	0.1346153846153846	0.4375	query_1	['REAC:R-HSA-69239']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
47	REAC	REAC:R-HSA-174414	Processive synthesis on the C-strand of the telomere	4.2629957494589786e-19	True	Processive synthesis on the C-strand of the telomere	19	104	12	10022	0.1153846153846153	0.631578947368421	query_1	['REAC:R-HSA-174417']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'LIG1', 'PCNA', 'RPA3', 'RPA1', 'BLM', 'POLD1', 'WRN', 'POLD2']
48	REAC	REAC:R-HSA-6781827	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	4.533424783742964e-19	True	Transcription-Coupled Nucleotide Excision Repair (TC-NER)	77	104	18	10022	0.173076923076923	0.2337662337662337	query_1	['REAC:R-HSA-5696398']	['XPA', 'POLD3', 'LIG3', 'POLD4', 'RPA2', 'LIG1', 'POLE4', 'PCNA', 'RPA3', 'ERCC1', 'RPA1', 'ERCC4', 'POLE3', 'XRCC1', 'POLD1', 'POLE2', 'POLE', 'POLD2']
63	GO:BP	GO:0010165	response to X-ray	4.74726743358904e-19	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:sm, Wikipedia:X-ray]"	32	108	13	15719	0.1203703703703703	0.40625	query_1	['GO:0010212']	['MSH2', 'TP53BP1', 'XRCC6', 'LIG4', 'BRCA2', 'XRCC4', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'RAD51', 'XRCC2', 'TP53']
64	GO:BP	GO:0080135	regulation of cellular response to stress	5.401183584222523e-19	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	108	34	15719	0.3148148148148148	0.0499265785609397	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['RBBP8', 'AKT1', 'USP1', 'TP53BP1', 'RAD52', 'UIMC1', 'RAD51AP1', 'WDR48', 'H2AX', 'RPA2', 'OGG1', 'BRCA2', 'PHLPP1', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ATRIP', 'ERCC4', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'NPM1', 'TP53', 'ABRAXAS1', 'PNKP', 'KDM1A', 'RNF8']
65	GO:BP	GO:0000018	regulation of DNA recombination	5.401183584222523e-19	True	"""Any process that modulates the frequency, rate or extent of DNA recombination, a DNA metabolic process in which a new genotype is formed by reassortment of genes resulting in gene combinations different from those that were present in the parents."" [GOC:go_curators, ISBN:0198506732]"	126	108	19	15719	0.1759259259259259	0.1507936507936507	query_1	['GO:0006310', 'GO:0051052']	['RBBP8', 'MSH2', 'TP53BP1', 'RAD50', 'RAD51AP1', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'RPA2', 'MSH3', 'PARP1', 'BLM', 'MRE11', 'RAD51', 'KAT5', 'RMI2', 'KDM1A', 'MSH6']
66	GO:BP	GO:0000278	mitotic cell cycle	5.401183584222523e-19	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	900	108	38	15719	0.3518518518518518	0.0422222222222222	query_1	['GO:0007049']	['RBBP8', 'UBE2I', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'UIMC1', 'PLK4', 'CENPJ', 'RPA2', 'MDC1', 'LIG1', 'PLK2', 'BRCA2', 'POLA1', 'PCNA', 'RPA3', 'CENPE', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC2', 'KAT5', 'BARD1', 'PCNT', 'TP53', 'ABRAXAS1', 'POLE']
67	GO:BP	GO:0006312	mitotic recombination	5.917949933636705e-19	True	"""The exchange, reciprocal or nonreciprocal, of genetic material between one DNA molecule and a homologous DNA region that occurs during mitotic cell cycles."" [GOC:elh]"	24	108	12	15719	0.1111111111111111	0.5	query_1	['GO:0006310']	['MSH2', 'RAD50', 'RAD52', 'RAD51D', 'MLH1', 'MSH3', 'BRCA2', 'ERCC1', 'ERCC4', 'MRE11', 'RAD51', 'XRCC1']
49	REAC	REAC:R-HSA-1643685	Disease	6.79584001455325e-19	True	Disease	1723	104	59	10022	0.5673076923076923	0.0342426001160766	query_1	['REAC:0000000']	['RBBP8', 'UBE2I', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RAD51AP1', 'XRCC6', 'WDR48', 'RAD51D', 'LIG4', 'HDAC1', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'OGG1', 'LIG1', 'PLK2', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'ATR', 'RPA3', 'SUMO1', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'RPA1', 'ATRIP', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'PRIM2', 'EXO1', 'BRCA1', 'CDK2', 'POLA2', 'XRCC2', 'NUP85', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'NPM1', 'RMI1', 'TP53', 'NEIL1', 'KDM1A', 'MSH6']
