Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
206	GO:BP	GO:0050778	positive regulation of immune response	8.475221225254258e-14	True	"""Any process that activates or increases the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	730	100	27	21110	0.27	0.036986301369863	query_1	['GO:0002684', 'GO:0006955', 'GO:0048584', 'GO:0050776']	['RAPGEF1', 'BCAR1', 'SRC', 'NCR3', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GRB2', 'LCP2', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'GAB2', 'CD247', 'PTK2', 'LCK', 'BLNK', 'CD3E']
207	KEGG	KEGG:04670	Leukocyte transendothelial migration	1.1239581309864333e-13	True	Leukocyte transendothelial migration	114	85	17	8161	0.2	0.1491228070175438	query_1	['KEGG:00000']	['ITGB1', 'PIK3CB', 'PIK3R2', 'BCAR1', 'PIK3R1', 'ITK', 'PLCG2', 'PIK3CD', 'PXN', 'PIK3CA', 'VCL', 'VAV1', 'PLCG1', 'PTK2B', 'PIK3R3', 'PTK2', 'PTPN11']
208	GO:BP	GO:0043410	positive regulation of MAPK cascade	1.1689815000351741e-13	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	483	100	23	21110	0.23	0.0476190476190476	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']	['RAPGEF1', 'PIK3R5', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'PLCG2', 'EGFR', 'FGB', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'CRKL', 'GAREM1', 'PTPN11', 'PDGFRA']
209	GO:BP	GO:0001667	ameboidal-type cell migration	1.2979912097051105e-13	True	"""Cell migration that is accomplished by extension and retraction of a pseudopodium."" [GOC:dph]"	429	100	22	21110	0.22	0.0512820512820512	query_1	['GO:0016477']	['MET', 'ITGB1', 'PIK3CB', 'FN1', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'ITGB3', 'PTPN23', 'RET', 'PLCG2', 'PIK3CD', 'PXN', 'SH3BP1', 'PIK3CA', 'PLCG1', 'PTK2B', 'PIK3R3', 'PTK2', 'DOCK5', 'PTPN11']
210	KEGG	KEGG:04722	Neurotrophin signaling pathway	2.0460380426765591e-13	True	Neurotrophin signaling pathway	118	85	17	8161	0.2	0.1440677966101695	query_1	['KEGG:00000']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'GRB2', 'PIK3CA', 'PLCG1', 'PIK3R3', 'CRKL', 'SHC3', 'PTPN11']
211	GO:CC	GO:0005911	cell-cell junction	2.607186883359559e-13	True	"""A cell junction that forms a connection between two or more cells of an organism; excludes direct cytoplasmic intercellular bridges, such as ring canals in insects."" [GOC:aruk, GOC:bc, GOC:dgh, GOC:hb, GOC:mah, PMID:21422226, PMID:28096264]"	511	100	22	22122	0.22	0.0430528375733855	query_1	['GO:0070161']	['ITGB1', 'NCK1', 'ITGB3', 'PIK3R1', 'ITK', 'GAB1', 'ITGA5', 'PXN', 'SH3BP1', 'WAS', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'PIK3CA', 'VCL', 'VAV1', 'PLCG1', 'SH3KBP1', 'TLN1', 'CD3E']
212	GO:BP	GO:0050790	regulation of catalytic activity	3.1631057643182533e-13	True	"""Any process that modulates the activity of an enzyme."" [GOC:ai, GOC:ebc, GOC:vw]"	1840	100	39	21110	0.39	0.021195652173913	query_1	['GO:0065009']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'PIK3CB', 'PIK3R2', 'PIK3CG', 'SRC', 'ITGB3', 'HGS', 'PIK3R1', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'ITK', 'SOS1', 'SH3BP1', 'FYN', 'LAT', 'LYN', 'SHB', 'LCP2', 'EGFR', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'CBL', 'NCK2', 'PDGFRA']
213	GO:BP	GO:0050730	regulation of peptidyl-tyrosine phosphorylation	3.4227441941193053e-13	True	"""Any process that modulates the frequency, rate or extent of the phosphorylation of peptidyl-tyrosine."" [GOC:ai]"	251	100	18	21110	0.18	0.0717131474103585	query_1	['GO:0001932', 'GO:0018108']	['SRC', 'ITGB3', 'HGF', 'SHC1', 'PLCG2', 'ITGA5', 'FYN', 'LYN', 'EGFR', 'SYK', 'FCGR1A', 'PTK2B', 'VTN', 'DOCK3', 'CD3E', 'PTPN11', 'CBL', 'NCK2']
214	GO:BP	GO:0034446	substrate adhesion-dependent cell spreading	3.4984202572151193e-13	True	"""The morphogenetic process that results in flattening of a cell as a consequence of its adhesion to a substrate."" [GOC:mah, GOC:pf, PMID:17050732]"	111	100	14	21110	0.14	0.1261261261261261	query_1	['GO:0031589']	['ITGAV', 'FN1', 'DOCK1', 'SRC', 'FGA', 'ITGB3', 'PIK3R1', 'CRK', 'PXN', 'FGB', 'FGG', 'CRKL', 'PTK2', 'DOCK5']
215	GO:BP	GO:0050789	regulation of biological process	3.6684900510464543e-13	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	12480	100	95	21110	0.95	0.0076121794871794	query_1	['GO:0008150', 'GO:0065007']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGB5', 'NCR3LG1', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'STAM2', 'PIK3R6', 'CRK', 'PTPN23', 'NCR3', 'HGF', 'RET', 'SHC1', 'ITK', 'ADAMTSL2', 'PIK3AP1', 'PLCG2', 'ZNF398', 'WASL', 'SOS1', 'GAB1', 'USP4', 'PIK3CD', 'CYP4A11', 'ITGA2B', 'ITGA5', 'PXN', 'SH3BP1', 'FYN', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'STAM', 'SHB', 'GFRA3', 'GRB2', 'LCP2', 'EGFR', 'AKAP10', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'USP8', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'CD247', 'DOCK3', 'TLN1', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'GAREM1', 'BLNK', 'CD3E', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRB7', 'GRAP2']
216	GO:BP	GO:0048646	anatomical structure formation involved in morphogenesis	3.716463178891284e-13	True	"""The developmental process pertaining to the initial formation of an anatomical structure from unspecified parts. This process begins with the specific processes that contribute to the appearance of the discrete structure and ends when the structural rudiment is recognizable. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph, GOC:jid, GOC:tb]"	1174	100	32	21110	0.32	0.0272572402044293	query_1	['GO:0009653', 'GO:0032502']	['ITGB1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'DOCK1', 'PIK3CG', 'ITGB3', 'HGS', 'PIK3R6', 'HGF', 'RET', 'SHC1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SHB', 'GRB2', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'VTN', 'PTK2', 'ITGB6', 'DOCK2', 'DOCK5', 'PTPN11', 'PDGFRA']
217	WP	WP:WP4659	Gastrin signaling pathway	3.804287266777776e-13	True	Gastrin signaling pathway	114	88	17	8133	0.1931818181818181	0.1491228070175438	query_1	['WP:000000']	['ITGB1', 'PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'FYN', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'PIK3R3', 'PTK2', 'PTPN11']
218	GO:BP	GO:0001568	blood vessel development	4.02446693130531e-13	True	"""The process whose specific outcome is the progression of a blood vessel over time, from its formation to the mature structure. The blood vessel is the vasculature carrying blood."" [GOC:hjd, UBERON:0001981]"	706	100	26	21110	0.26	0.036827195467422	query_1	['GO:0001944', 'GO:0048856']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'ITGB3', 'HGS', 'PIK3R6', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SHB', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'CRKL', 'PTK2', 'PDGFRA']
219	WP	WP:WP4223	Ras signaling	4.403613902468692e-13	True	Ras signaling	182	88	20	8133	0.2272727272727272	0.1098901098901098	query_1	['WP:000000']	['MET', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'LAT', 'ZAP70', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'PIK3R3', 'GAB2', 'SHC3', 'PTPN11', 'PDGFRA']
220	GO:BP	GO:0035239	tube morphogenesis	6.403101283477214e-13	True	"""The process in which the anatomical structures of a tube are generated and organized. Epithelial and endothelial tubes transport gases, liquids and cells from one site to another and form the basic structure of many organs and tissues, with tube shape and organization varying from the single-celled excretory organ in Caenorhabditis elegans to the branching trees of the mammalian kidney and insect tracheal system."" [GOC:bf, PMID:14624839]"	867	100	28	21110	0.28	0.0322952710495963	query_1	['GO:0009653', 'GO:0035295']	['MET', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'ITGB3', 'HGS', 'PIK3R6', 'HGF', 'RET', 'SHC1', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SHB', 'EGFR', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'PTK2', 'PDGFRA']
221	GO:BP	GO:0007172	signal complex assembly	7.489009475005859e-13	True	"""The aggregation, arrangement and bonding together of a set of components to form a complex capable of relaying a signal within a cell."" [GOC:bf, GOC:signaling, PMID:9646862]"	8	100	7	21110	0.07	0.875	query_1	['GO:0009966', 'GO:0065003']	['NCK1', 'SRC', 'PXN', 'PTK2B', 'PTK2', 'CD3E', 'NCK2']
222	WP	WP:WP3932	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	8.126655221530646e-13	True	Focal adhesion: PI3K-Akt-mTOR-signaling pathway	302	88	24	8133	0.2727272727272727	0.0794701986754966	query_1	['WP:000000']	['MET', 'PIK3R5', 'ITGB1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'PIK3CG', 'SPP1', 'ITGB3', 'PIK3R1', 'HGF', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'GRB2', 'EGFR', 'PIK3CA', 'VTN', 'PTK2', 'ITGB6', 'PDGFRA']
223	GO:BP	GO:0051128	regulation of cellular component organization	8.478370981952281e-13	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	2462	100	44	21110	0.44	0.0178716490658001	query_1	['GO:0016043', 'GO:0050794']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PTPN23', 'HGF', 'RET', 'PLCG2', 'WASL', 'PXN', 'SH3BP1', 'FYN', 'WAS', 'LYN', 'STAM', 'GRB2', 'EGFR', 'PIK3CA', 'VCL', 'SYK', 'FCGR1A', 'USP8', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'DOCK2', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
224	GO:BP	GO:0001525	angiogenesis	8.774782948555614e-13	True	"""Blood vessel formation when new vessels emerge from the proliferation of pre-existing blood vessels."" [ISBN:0878932453]"	530	100	23	21110	0.23	0.0433962264150943	query_1	['GO:0048514', 'GO:0048646']	['ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'ITGB3', 'HGS', 'PIK3R6', 'HGF', 'SHC1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SHB', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'PTK2', 'PDGFRA']
225	GO:BP	GO:0001944	vasculature development	1.126294007563417e-12	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	737	100	26	21110	0.26	0.0352781546811397	query_1	['GO:0048731', 'GO:0072359']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'ITGB3', 'HGS', 'PIK3R6', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SHB', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'CRKL', 'PTK2', 'PDGFRA']
226	GO:BP	GO:0006909	phagocytosis	1.1277276949311662e-12	True	"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]"	315	100	19	21110	0.19	0.0603174603174603	query_1	['GO:0006897']	['MET', 'RAPGEF1', 'ITGB1', 'ITGAV', 'DOCK1', 'SRC', 'ITGB3', 'PLCG2', 'SH3BP1', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'FCGR1A', 'PTK2', 'DOCK2', 'ELMO1', 'ELMO2']
227	GO:BP	GO:0051240	positive regulation of multicellular organismal process	1.203736125563025e-12	True	"""Any process that activates or increases the frequency, rate or extent of an organismal process, any of the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1704	100	37	21110	0.37	0.0217136150234741	query_1	['GO:0032501', 'GO:0048518', 'GO:0051239']	['ITGB1', 'NCK1', 'FN1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'HGF', 'RET', 'ITK', 'PLCG2', 'GAB1', 'PIK3CD', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FGG', 'SH3KBP1', 'PTK2B', 'VTN', 'GAB2', 'PTK2', 'LCK', 'CD3E', 'PTPN11', 'NCK2']
228	GO:BP	GO:0050878	regulation of body fluid levels	1.2474638189173752e-12	True	"""Any process that modulates the levels of body fluids."" [GOC:ai, GOC:dph, GOC:tb]"	367	100	20	21110	0.2	0.0544959128065395	query_1	['GO:0065008']	['PIK3CB', 'FN1', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'PLCG2', 'CYP4A11', 'WAS', 'LYN', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FGG', 'VTN', 'TLN1', 'LCK', 'PDGFRA']
229	GO:MF	GO:0005178	integrin binding	1.255082173985137e-12	True	"""Binding to an integrin."" [GOC:ceb]"	158	100	15	20195	0.15	0.0949367088607595	query_1	['GO:0005102', 'GO:0044877', 'GO:0050839']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'ITGB3', 'ITGA2B', 'ITGA5', 'LYN', 'SYK', 'VTN', 'TLN1', 'PTK2', 'ITGB6']
230	KEGG	KEGG:04014	Ras signaling pathway	1.2635553864882568e-12	True	Ras signaling pathway	234	85	21	8161	0.2470588235294117	0.0897435897435897	query_1	['KEGG:00000']	['MET', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'LAT', 'ZAP70', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'PIK3R3', 'GAB2', 'SHC3', 'PTPN11', 'PDGFRA']
231	GO:BP	GO:0038094	Fc-gamma receptor signaling pathway	1.2971473115220001e-12	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin G (IgG) to an Fc-gamma receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:11244038]"	35	100	10	21110	0.1	0.2857142857142857	query_1	['GO:0038093']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'CD247', 'PTK2', 'LCK']
232	WP	WP:WP585	Interferon type I signaling pathways	1.3305802302321988e-12	True	Interferon type I signaling pathways	54	88	13	8133	0.1477272727272727	0.2407407407407407	query_1	['WP:000000']	['RAPGEF1', 'PIK3R2', 'PIK3R1', 'CRK', 'PIK3CD', 'FYN', 'ZAP70', 'VAV1', 'CRKL', 'GAB2', 'LCK', 'PTPN11', 'CBL']
233	GO:BP	GO:0032502	developmental process	1.490211159943123e-12	True	"""A biological process whose specific outcome is the progression of an integrated living unit: an anatomical structure (which may be a subcellular structure, cell, tissue, or organ), or organism over time from an initial condition to a later condition."" [GOC:isa_complete]"	6489	100	70	21110	0.7	0.0107874865156418	query_1	['GO:0008150']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'WIPF3', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'ITK', 'ADAMTSL2', 'PLCG2', 'WASL', 'SOS1', 'GAB1', 'PIK3CD', 'CYP4A11', 'ITGA2B', 'ITGA5', 'SH3BP1', 'FYN', 'WAS', 'ADAMTS2', 'ZAP70', 'LYN', 'SHB', 'GFRA3', 'GRB2', 'EGFR', 'PIK3CA', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'BLNK', 'CD3E', 'DOCK5', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
234	WP	WP:WP49	IL-2 signaling pathway	1.5572545815666469e-12	True	IL-2 signaling pathway	42	88	12	8133	0.1363636363636363	0.2857142857142857	query_1	['WP:000000']	['PIK3R1', 'SHC1', 'SOS1', 'FYN', 'GRB2', 'SYK', 'PTK2B', 'CRKL', 'GAB2', 'LCK', 'PTPN11', 'CBL']
235	KEGG	KEGG:05214	Glioma	1.7537350954698716e-12	True	Glioma	75	85	14	8161	0.1647058823529411	0.1866666666666666	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'PLCG2', 'SOS1', 'PIK3CD', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'PIK3R3', 'SHC3', 'PDGFRA']
236	REAC	REAC:R-HSA-1227986	Signaling by ERBB2	1.885789232160811e-12	True	Signaling by ERBB2	46	97	12	10790	0.1237113402061855	0.2608695652173913	query_1	['REAC:R-HSA-9006934']	['SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GAB1', 'FYN', 'EGFR', 'PIK3CA', 'PLCG1', 'USP8', 'ERBB2', 'GRB7']
237	GO:CC	GO:0005942	phosphatidylinositol 3-kinase complex	2.1335750877606894e-12	True	"""A protein complex capable of phosphatidylinositol 3-kinase activity and containing subunits of any phosphatidylinositol 3-kinase (PI3K) enzyme. These complexes are divided in three classes (called I, II and III) that differ for their presence across taxonomic groups and for the type of their constituents. Catalytic subunits of phosphatidylinositol 3-kinase enzymes are present in all 3 classes; regulatory subunits of phosphatidylinositol 3-kinase enzymes are present in classes I and III; adaptor proteins have been observed in class II complexes and may be present in other classes too."" [GOC:bf, PMID:24587488]"	30	100	9	22122	0.09	0.3	query_1	['GO:0019898', 'GO:0061695', 'GO:0098796']	['PIK3R5', 'PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PIK3CD', 'PIK3CA', 'PIK3R3']
238	GO:BP	GO:0048514	blood vessel morphogenesis	2.265271133077992e-12	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	619	100	24	21110	0.24	0.0387722132471728	query_1	['GO:0001568', 'GO:0035239']	['ITGB1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'ITGB3', 'HGS', 'PIK3R6', 'HGF', 'SHC1', 'SOS1', 'GAB1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'SHB', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'PTK2', 'PDGFRA']
239	GO:BP	GO:0006950	response to stress	2.35930270572607e-12	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	4017	100	55	21110	0.55	0.0136918098083146	query_1	['GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'FN1', 'PIK3R2', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PIK3R6', 'CRK', 'NCR3', 'HGF', 'RET', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'ITGA5', 'PXN', 'FYN', 'WAS', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'ITGB6', 'LCK', 'BLNK', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
240	GO:BP	GO:0070527	platelet aggregation	2.420039753250979e-12	True	"""The adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:BHF, GOC:vk]"	74	100	12	21110	0.12	0.1621621621621621	query_1	['GO:0030168', 'GO:0034109']	['PIK3CB', 'FN1', 'PIK3CG', 'FGA', 'ITGB3', 'LYN', 'FGB', 'VCL', 'SYK', 'FGG', 'TLN1', 'PDGFRA']
241	GO:CC	GO:0005737	cytoplasm	3.707207465589933e-12	True	"""The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."" [ISBN:0198547684]"	12365	100	91	22122	0.91	0.0073594824100283	query_1	['GO:0005622', 'GO:0110165']	['RAPGEF1', 'PIK3R5', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R1', 'WIPF3', 'STAM2', 'PIK3R6', 'CRK', 'PTPN23', 'HGF', 'RET', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'WASL', 'SOS1', 'GAB1', 'USP4', 'PIK3CD', 'WIPF1', 'CYP4A11', 'ITGA2B', 'ITGA5', 'PXN', 'SH3BP1', 'WIPF2', 'FYN', 'WAS', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'STAM', 'SHB', 'GFRA3', 'GRB2', 'LCP2', 'EGFR', 'AKAP10', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'USP8', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'SH3GL2', 'LITAF', 'CRKL', 'VTN', 'GAB2', 'SHC3', 'CD247', 'DOCK3', 'TLN1', 'PTK2', 'DOCK2', 'LCK', 'BLNK', 'CD3E', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'GRB7', 'ELMO2', 'GRAP2']
242	KEGG	KEGG:04935	Growth hormone synthesis, secretion and action	5.191943101048004e-12	True	Growth hormone synthesis, secretion and action	120	85	16	8161	0.188235294117647	0.1333333333333333	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'BCAR1', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'SOS1', 'PIK3CD', 'GRB2', 'PIK3CA', 'PLCG1', 'PIK3R3', 'CRKL', 'SHC3', 'PTK2']
243	GO:BP	GO:0050900	leukocyte migration	5.339131014581394e-12	True	"""The movement of a leukocyte within or between different tissues and organs of the body."" [GOC:add, ISBN:0781735149, PMID:14680625, PMID:14708592, PMID:7507411, PMID:8600538]"	396	100	20	21110	0.2	0.0505050505050505	query_1	['GO:0002376', 'GO:0016477']	['ITGB1', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'RET', 'WASL', 'SOS1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'VAV1', 'SYK', 'PTK2B', 'CRKL', 'PTK2', 'ARTN', 'LCK']
244	GO:BP	GO:0007015	actin filament organization	5.412423953833595e-12	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	453	100	21	21110	0.21	0.0463576158940397	query_1	['GO:0030036', 'GO:0097435']	['MET', 'NCK1', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'WIPF3', 'WASL', 'WIPF1', 'PXN', 'SH3BP1', 'WAS', 'GRB2', 'PIK3CA', 'SH3KBP1', 'PTK2B', 'ELMO1', 'NCK2', 'ELMO2']
245	KEGG	KEGG:04662	B cell receptor signaling pathway	5.429177150614431e-12	True	B cell receptor signaling pathway	81	85	14	8161	0.1647058823529411	0.1728395061728395	query_1	['KEGG:00000']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3AP1', 'PLCG2', 'SOS1', 'PIK3CD', 'LYN', 'GRB2', 'PIK3CA', 'VAV1', 'SYK', 'PIK3R3', 'BLNK']
246	REAC	REAC:R-HSA-202433	Generation of second messenger molecules	5.5018361731484876e-12	True	Generation of second messenger molecules	37	97	11	10790	0.1134020618556701	0.2972972972972973	query_1	['REAC:R-HSA-202403']	['NCK1', 'ITK', 'PLCG2', 'WAS', 'LAT', 'ZAP70', 'LCP2', 'PLCG1', 'LCK', 'CD3E', 'GRAP2']
