Progeroid syndrome, Petty type	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
477	GO:BP	GO:0000302	response to reactive oxygen species	1.3408919591422455e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a reactive oxygen species stimulus. Reactive oxygen species include singlet oxygen, superoxide, and oxygen free radicals."" [GOC:krc]"	191	98	10	17376	0.1020408163265306	0.0523560209424083	query_1	['GO:0006979', 'GO:1901700']	['MET', 'SRC', 'CRK', 'HGF', 'PXN', 'FYN', 'EGFR', 'SIRPA', 'PTK2B', 'PDGFRA']
478	GO:BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	1.5400324328634525e-06	True	"""Any process that modulates the frequency, rate, or extent of an inflammatory response to an antigenic stimulus."" [GOC:add]"	43	98	6	17376	0.0612244897959183	0.1395348837209302	query_1	['GO:0002437', 'GO:0050727', 'GO:0050776']	['SRC', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A']
479	GO:BP	GO:0070527	platelet aggregation	1.5645006821527617e-06	True	"""The adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:BHF, GOC:vk]"	71	98	7	17376	0.0714285714285714	0.0985915492957746	query_1	['GO:0030168', 'GO:0034109']	['FN1', 'ITGB3', 'LYN', 'VCL', 'SYK', 'TLN1', 'PDGFRA']
480	GO:BP	GO:0009887	animal organ morphogenesis	1.619883102239463e-06	True	"""Morphogenesis of an animal organ. An organ is defined as a tissue or set of tissues that work together to perform a specific function or functions. Morphogenesis is the process in which anatomical structures are generated and organized. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dgh, GOC:go_curators, ISBN:0471245208, ISBN:0721662544]"	1006	98	21	17376	0.2142857142857142	0.0208747514910536	query_1	['GO:0009653', 'GO:0048513']	['SMURF2', 'SRC', 'SMAD7', 'TGFB3', 'HGF', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'PAX3', 'DVL2', 'TGFB1', 'EGFR', 'SYK', 'SMURF1', 'CRKL', 'TGFBR1', 'PKD1', 'PTK2', 'ITGB6', 'SMAD3', 'PDGFRA']
481	REAC	REAC:R-HSA-9682385	FLT3 signaling in disease	1.7382750054731645e-06	True	FLT3 signaling in disease	27	98	5	17376	0.0510204081632653	0.1851851851851851	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'GRB2', 'PTPN11', 'CBL']
482	GO:BP	GO:0031295	T cell costimulation	1.7590737580732437e-06	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]"	44	98	6	17376	0.0612244897959183	0.1363636363636363	query_1	['GO:0031294', 'GO:0050870']	['SRC', 'FYN', 'LYN', 'VAV1', 'LCK', 'PTPN11']
483	GO:BP	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	2.0144346885965685e-06	True	"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to an inositol lipid at the 3' position of the inositol ring."" [GOC:bf]"	45	98	6	17376	0.0612244897959183	0.1333333333333333	query_1	['GO:0043550']	['SRC', 'PIK3R1', 'LYN', 'PTK2B', 'PTK2', 'PDGFRA']
484	GO:BP	GO:0001894	tissue homeostasis	2.0398965038230825e-06	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."" [GOC:add, GOC:isa_complete]"	254	98	11	17376	0.1122448979591836	0.0433070866141732	query_1	['GO:0048871', 'GO:0060249']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'NPHP4', 'VCL', 'SYK', 'OSCAR', 'PTK2B', 'SH3GL2', 'PTPN11']
485	GO:BP	GO:0060249	anatomical structure homeostasis	2.0398965038230825e-06	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]"	254	98	11	17376	0.1122448979591836	0.0433070866141732	query_1	['GO:0048871']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'NPHP4', 'VCL', 'SYK', 'OSCAR', 'PTK2B', 'SH3GL2', 'PTPN11']
486	REAC	REAC:R-HSA-9020558	Interleukin-2 signaling	2.082027603092939e-06	True	Interleukin-2 signaling	12	98	4	17376	0.0408163265306122	0.3333333333333333	query_1	['REAC:R-HSA-451927']	['SHC1', 'SYK', 'PTK2B', 'LCK']
487	GO:CC	GO:0071062	alphav-beta3 integrin-vitronectin complex	2.1109343821215403e-06	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin."" [PMID:10835423]"	3	98	3	17376	0.0306122448979591	1.0	query_1	['GO:0098797']	['ITGB3', 'ITGA5', 'VTN']
488	GO:BP	GO:0009725	response to hormone	2.2306083750464105e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	845	98	19	17376	0.1938775510204081	0.0224852071005917	query_1	['GO:0009719', 'GO:0010033']	['LATS1', 'NCK1', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'TGFBR2', 'PXN', 'LYN', 'GRB2', 'TGFB1', 'PTK2B', 'PTK2', 'PTPN11']
489	GO:BP	GO:0031294	lymphocyte costimulation	2.278729870033591e-06	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]"	46	98	6	17376	0.0612244897959183	0.1304347826086956	query_1	['GO:0002376', 'GO:0051251']	['SRC', 'FYN', 'LYN', 'VAV1', 'LCK', 'PTPN11']
490	REAC	REAC:R-HSA-9013404	RAC2 GTPase cycle	2.286696390377667e-06	True	RAC2 GTPase cycle	85	98	7	17376	0.0714285714285714	0.0823529411764705	query_1	['REAC:R-HSA-9012999']	['ITGB1', 'DOCK1', 'PIK3R1', 'DOCK4', 'VAV1', 'DOCK3', 'DOCK2']
491	GO:BP	GO:0044409	entry into host	2.392192648367273e-06	True	"""Entry of a symbiont into the body, tissues, or cells of a host organism as part of the symbiont life cycle. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:vw]"	155	98	9	17376	0.0918367346938775	0.0580645161290322	query_1	['GO:0044000']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'CBL']
492	GO:BP	GO:0051701	biological process involved in interaction with host	2.3969019513228774e-06	True	"""An interaction between two organisms living together in more or less intimate association. The term host is used for the larger (macro) of the two members of a symbiosis; the various forms of symbiosis include parasitism, commensalism and mutualism."" [GOC:cc]"	204	98	10	17376	0.1020408163265306	0.0490196078431372	query_1	['GO:0044403']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'SFTPD', 'ITGA5', 'EGFR', 'ITGB6', 'CBL']
493	GO:CC	GO:0005622	intracellular anatomical structure	2.439321106184377e-06	True	"""A component of a cell contained within (but not including) the plasma membrane. In eukaryotes it includes the nucleus and cytoplasm."" [ISBN:0198506732]"	13677	98	95	17376	0.9693877551020408	0.0069459676829714	query_1	['GO:0110165']	['RAPGEF1', 'LATS1', 'ITGB1', 'SFTPA1', 'NCK1', 'SMURF2', 'ITGB5', 'ITGAV', 'FN1', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'SKAP1', 'SFTPD', 'CRK', 'NPHP4', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'ZNF398', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'RPGRIP1L', 'WIPF1', 'PARD6A', 'ITGA2B', 'ITGA5', 'NPHP1', 'PXN', 'ASAP1', 'WIPF2', 'FYN', 'CHST10', 'FYB1', 'PAX3', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'SKAP2', 'LYN', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'CD47', 'VCL', 'VAV1', 'SYK', 'DMBT1', 'PLCG1', 'FCGR1A', 'OSCAR', 'SIRPA', 'SMURF1', 'ERBB2', 'SUGCT', 'SH3KBP1', 'PTK2B', 'CKAP4', 'SH3GL2', 'CRKL', 'VTN', 'CC2D1B', 'DOCK3', 'SLC25A24', 'TLN1', 'TGFBR1', 'PKD1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'SMAD3', 'DOCK5', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ELMO2', 'SFTPA2', 'ZDHHC2']
494	GO:CC	GO:0019897	extrinsic component of plasma membrane	2.439321106184377e-06	True	"""The component of a plasma membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:curators, GOC:dos]"	154	98	9	17376	0.0918367346938775	0.0584415584415584	query_1	['GO:0005886', 'GO:0019898']	['SRC', 'FYN', 'ZAP70', 'LYN', 'SYK', 'PTK2B', 'CRKL', 'PTK2', 'LCK']
495	GO:BP	GO:0051707	response to other organism	2.476024152790683e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1430	98	25	17376	0.2551020408163265	0.0174825174825174	query_1	['GO:0043207', 'GO:0044419']	['NCK1', 'SRC', 'SFTPD', 'CRK', 'SHC1', 'PLCG2', 'WASL', 'WIPF1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'TGFB1', 'CD47', 'VAV1', 'SYK', 'DMBT1', 'FCGR1A', 'SIRPA', 'PTK2B', 'PTK2', 'ITGB6', 'LCK', 'SMAD3', 'PTPN11']
496	GO:BP	GO:0043207	response to external biotic stimulus	2.5623486267046264e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1433	98	25	17376	0.2551020408163265	0.0174459176552686	query_1	['GO:0009605', 'GO:0009607']	['NCK1', 'SRC', 'SFTPD', 'CRK', 'SHC1', 'PLCG2', 'WASL', 'WIPF1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'TGFB1', 'CD47', 'VAV1', 'SYK', 'DMBT1', 'FCGR1A', 'SIRPA', 'PTK2B', 'PTK2', 'ITGB6', 'LCK', 'SMAD3', 'PTPN11']
497	GO:BP	GO:0035987	endodermal cell differentiation	2.5623486267046264e-06	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]"	47	98	6	17376	0.0612244897959183	0.1276595744680851	query_1	['GO:0001706', 'GO:0030154']	['ITGB5', 'ITGAV', 'FN1', 'ITGA5', 'GRB2', 'VTN']
498	REAC	REAC:R-HSA-9674555	Signaling by CSF3 (G-CSF)	2.9315073642275463e-06	True	Signaling by CSF3 (G-CSF)	30	98	5	17376	0.0510204081632653	0.1666666666666666	query_1	['REAC:R-HSA-1280215']	['SHC1', 'LYN', 'GRB2', 'SYK', 'PTPN11']
499	REAC	REAC:R-HSA-2029485	Role of phospholipids in phagocytosis	2.9315073642275463e-06	True	Role of phospholipids in phagocytosis	30	98	5	17376	0.0510204081632653	0.1666666666666666	query_1	['REAC:R-HSA-2029480']	['PIK3R1', 'PLCG2', 'SYK', 'PLCG1', 'FCGR1A']
500	GO:BP	GO:0070663	regulation of leukocyte proliferation	2.933684996179279e-06	True	"""Any process that modulates the frequency, rate or extent of leukocyte proliferation."" [GOC:add, GOC:mah]"	264	98	11	17376	0.1122448979591836	0.0416666666666666	query_1	['GO:0042127', 'GO:0070661']	['NCK1', 'SFTPD', 'SOS1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'SYK', 'ERBB2', 'PTK2', 'NCK2']
501	GO:BP	GO:0060548	negative regulation of cell death	2.9936877065526974e-06	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	953	98	20	17376	0.2040816326530612	0.0209863588667366	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['MET', 'ITGB1', 'NCK1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'ITGA5', 'FYN', 'EGFR', 'ERBB2', 'PTK2B', 'TGFBR1', 'PTK2', 'SMAD3', 'CBL']
502	REAC	REAC:R-HSA-3304356	SMAD2/3 Phosphorylation Motif Mutants in Cancer	3.001475835798721e-06	True	SMAD2/3 Phosphorylation Motif Mutants in Cancer	4	98	3	17376	0.0306122448979591	0.75	query_1	['REAC:R-HSA-3304349']	['TGFBR2', 'TGFBR1', 'SMAD3']
503	REAC	REAC:R-HSA-8865999	MET activates PTPN11	3.001475835798721e-06	True	MET activates PTPN11	4	98	3	17376	0.0306122448979591	0.75	query_1	['REAC:R-HSA-6806834']	['MET', 'HGF', 'PTPN11']
504	REAC	REAC:R-HSA-1251932	PLCG1 events in ERBB2 signaling	3.001475835798721e-06	True	PLCG1 events in ERBB2 signaling	4	98	3	17376	0.0306122448979591	0.75	query_1	['REAC:R-HSA-1227986']	['EGFR', 'PLCG1', 'ERBB2']
505	REAC	REAC:R-HSA-3656532	TGFBR1 KD Mutants in Cancer	3.001475835798721e-06	True	TGFBR1 KD Mutants in Cancer	4	98	3	17376	0.0306122448979591	0.75	query_1	['REAC:R-HSA-3656534']	['TGFBR2', 'TGFBR1', 'SMAD3']
506	GO:BP	GO:0045936	negative regulation of phosphate metabolic process	3.154257175839564e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	392	98	13	17376	0.1326530612244898	0.0331632653061224	query_1	['GO:0006796', 'GO:0010563', 'GO:0019220']	['LATS1', 'NCK1', 'SMAD7', 'HGF', 'PARD6A', 'PARD3', 'LYN', 'SHB', 'SIRPA', 'SH3GL2', 'CRKL', 'CBL', 'NCK2']
507	GO:BP	GO:0051641	cellular localization	3.2080596405661792e-06	True	"""A cellular localization process whereby a substance or cellular entity, such as a protein complex or organelle, is transported to, and/or maintained in, a specific location within a cell including the localization of substances or cellular entities to the cell membrane."" [GOC:tb, GOC:vw]"	3253	98	40	17376	0.4081632653061224	0.0122963418383031	query_1	['GO:0009987', 'GO:0051179']	['LATS1', 'ITGB1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'SKAP1', 'CRK', 'NPHP4', 'PLCG2', 'WASL', 'USP4', 'PARD6A', 'NPHP1', 'FYN', 'FYB1', 'WAS', 'PARD3', 'LAT', 'LYN', 'DVL2', 'TGFB1', 'EGFR', 'VCL', 'SYK', 'DMBT1', 'PLCG1', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'SLC25A24', 'PKD1', 'DOCK2', 'LCK', 'SMAD3', 'PTPN11', 'CBL', 'ZDHHC2']
508	GO:BP	GO:0010563	negative regulation of phosphorus metabolic process	3.228467608921558e-06	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:dph, GOC:tb]"	393	98	13	17376	0.1326530612244898	0.0330788804071246	query_1	['GO:0006793', 'GO:0031324', 'GO:0051174']	['LATS1', 'NCK1', 'SMAD7', 'HGF', 'PARD6A', 'PARD3', 'LYN', 'SHB', 'SIRPA', 'SH3GL2', 'CRKL', 'CBL', 'NCK2']
509	GO:CC	GO:0042995	cell projection	3.247971136536637e-06	True	"""A prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"	2233	98	32	17376	0.3265306122448979	0.0143304970891177	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'NPHP4', 'PLCG2', 'WASL', 'RPGRIP1L', 'WIPF1', 'PARD6A', 'ITGA5', 'NPHP1', 'PXN', 'ASAP1', 'FYN', 'PARD3', 'DOCK4', 'TGFB1', 'EGFR', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'TLN1', 'PKD1', 'PTK2', 'CBL', 'PDGFRA']
510	REAC	REAC:R-HSA-187687	Signalling to ERKs	3.296554292756475e-06	True	Signalling to ERKs	31	98	5	17376	0.0510204081632653	0.1612903225806451	query_1	['REAC:R-HSA-187037']	['RAPGEF1', 'CRK', 'SHC1', 'SOS1', 'CRKL']
511	REAC	REAC:R-HSA-5654741	Signaling by FGFR3	3.296554292756475e-06	True	Signaling by FGFR3	31	98	5	17376	0.0510204081632653	0.1612903225806451	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PLCG1', 'PTPN11', 'CBL']
512	REAC	REAC:R-HSA-389356	CD28 co-stimulation	3.296554292756475e-06	True	CD28 co-stimulation	31	98	5	17376	0.0510204081632653	0.1612903225806451	query_1	['REAC:R-HSA-388841']	['PIK3R1', 'FYN', 'LYN', 'VAV1', 'LCK']
513	REAC	REAC:R-HSA-3000171	Non-integrin membrane-ECM interactions	3.332607102322353e-06	True	Non-integrin membrane-ECM interactions	57	98	6	17376	0.0612244897959183	0.1052631578947368	query_1	['REAC:R-HSA-1474244']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'VTN']
514	GO:CC	GO:0098796	membrane protein complex	3.37965816611666e-06	True	"""Any protein complex that is part of a membrane."" [GOC:dos]"	1247	98	23	17376	0.2346938775510204	0.0184442662389735	query_1	['GO:0016020', 'GO:0032991']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'PIK3R1', 'SKAP1', 'SHC1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VTN', 'CACNA2D2', 'TGFBR1', 'PKD1', 'ITGB6', 'CBL']
515	GO:BP	GO:0033043	regulation of organelle organization	3.479238389581949e-06	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1153	98	22	17376	0.2244897959183673	0.0190806591500433	query_1	['GO:0006996', 'GO:0051128']	['MET', 'LATS1', 'NCK1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'WASL', 'PXN', 'WAS', 'GRB2', 'TGFB1', 'CD47', 'PTK2B', 'TGFBR1', 'PKD1', 'PTK2', 'SMAD3', 'NCK2', 'PDGFRA']
516	REAC	REAC:R-HSA-8875360	InlB-mediated entry of Listeria monocytogenes into host cell	3.775006923865565e-06	True	InlB-mediated entry of Listeria monocytogenes into host cell	14	98	4	17376	0.0408163265306122	0.2857142857142857	query_1	['REAC:R-HSA-8876384']	['MET', 'SH3KBP1', 'SH3GL2', 'CBL']
517	REAC	REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	3.775006923865565e-06	True	Signaling by NTRK3 (TRKC)	14	98	4	17376	0.0408163265306122	0.2857142857142857	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PLCG1']
518	GO:BP	GO:0007267	cell-cell signaling	3.78195281617333e-06	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1571	98	26	17376	0.2653061224489796	0.0165499681731381	query_1	['GO:0007154', 'GO:0023052']	['RAPGEF1', 'LATS1', 'ITGB1', 'SMURF2', 'ITGAV', 'SRC', 'SPP1', 'NPHP4', 'HGF', 'PLCG2', 'FYN', 'LYN', 'DVL2', 'EGFR', 'SYK', 'PLCG1', 'SMURF1', 'SH3KBP1', 'PTK2B', 'CRKL', 'SIRPG', 'PKD1', 'ITGB6', 'SMAD3', 'PTPN11', 'ZDHHC2']
519	GO:BP	GO:0009607	response to biotic stimulus	3.899437320724128e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]"	1467	98	25	17376	0.2551020408163265	0.0170415814587593	query_1	['GO:0050896']	['NCK1', 'SRC', 'SFTPD', 'CRK', 'SHC1', 'PLCG2', 'WASL', 'WIPF1', 'FYN', 'WAS', 'ZAP70', 'LYN', 'TGFB1', 'CD47', 'VAV1', 'SYK', 'DMBT1', 'FCGR1A', 'SIRPA', 'PTK2B', 'PTK2', 'ITGB6', 'LCK', 'SMAD3', 'PTPN11']
520	GO:BP	GO:0060429	epithelium development	4.301013249015979e-06	True	"""The process whose specific outcome is the progression of an epithelium over time, from its formation to the mature structure. An epithelium is a tissue that covers the internal or external surfaces of an anatomical structure."" [GOC:dph, GOC:mtg_lung]"	1168	98	22	17376	0.2244897959183673	0.0188356164383561	query_1	['GO:0009888']	['MET', 'RAPGEF1', 'LATS1', 'ITGB1', 'SMURF2', 'SRC', 'SMAD7', 'HGF', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'ITGA5', 'NPHP1', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'VCL', 'DMBT1', 'SMURF1', 'PKD1', 'SMAD3']
521	GO:BP	GO:0008286	insulin receptor signaling pathway	4.410841863442742e-06	True	"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]"	122	98	8	17376	0.0816326530612244	0.0655737704918032	query_1	['GO:0007169', 'GO:0032869']	['NCK1', 'BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PTPN11']
522	GO:BP	GO:0002862	negative regulation of inflammatory response to antigenic stimulus	4.6110472687328295e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of an inflammatory response to an antigenic stimulus."" [GOC:add]"	28	98	5	17376	0.0510204081632653	0.1785714285714285	query_1	['GO:0002437', 'GO:0002861', 'GO:0050728', 'GO:0050777']	['SRC', 'FYN', 'LYN', 'SYK', 'PLCG1']
