Ablepharon macrostomia syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
767	TF	TF:M12464	Factor: ZNF148; motif: NNCCCCTCCCCC	0.0003172546029997	True	Factor: ZNF148; motif: NNCCCCTCCCCC	7040	100	61	20011	0.61	0.0086647727272727	query_1	['TF:M00000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'RANBP2', 'TGIF1', 'WDR77', 'CREBBP', 'COPRS', 'FOXO3', 'SENP1', 'NCOA2', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBL1X', 'SIN3A', 'RXRB', 'TEAD2', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'ELK3', 'MECP2', 'TEAD4', 'SUMO2', 'HDAC3', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'KAT2B', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'RARA', 'FOXH1', 'TBL1XR1', 'HDAC2', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SKIL', 'HIPK2', 'VDR']
768	HPA	HPA:0160000	endometrium 1	0.0003199568590088	True	endometrium 1	7048	77	68	11006	0.8831168831168831	0.0096481271282633	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'WDR77', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'ESR1', 'WT1', 'WWP1', 'HIPK1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
769	CORUM	CORUM:189	BAF complex	0.0003201254008898	True	BAF complex	13	63	5	3383	0.0793650793650793	0.3846153846153846	query_1	['CORUM:0000000']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
770	CORUM	CORUM:1230	WINAC complex	0.0003201254008898	True	WINAC complex	13	63	5	3383	0.0793650793650793	0.3846153846153846	query_1	['CORUM:0000000']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
771	GO:MF	GO:0046914	transition metal ion binding	0.0003238771847402	True	"""Binding to a transition metal ions; a transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."" [ISBN:0198506732]"	1117	100	20	20195	0.2	0.0179051029543419	query_1	['GO:0046872']	['RXRA', 'CREBBP', 'NR1H2', 'RXRB', 'NR1H3', 'AR', 'EP300', 'ESR2', 'SKI', 'NR5A1', 'NR1H4', 'ESR1', 'WT1', 'GATA4', 'RARA', 'TP53', 'SMAD3', 'THRB', 'ZFPM2', 'VDR']
772	GO:BP	GO:0060767	epithelial cell proliferation involved in prostate gland development	0.000331498150564	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population that contributes to the progression of the prostate gland over time."" [GOC:dph]"	11	100	4	21110	0.04	0.3636363636363636	query_1	['GO:0022414', 'GO:0030850', 'GO:0050673']	['SOX9', 'WDR77', 'CTNNB1', 'AR']
773	GO:BP	GO:0060742	epithelial cell differentiation involved in prostate gland development	0.000331498150564	True	"""The process in which a relatively unspecialized cell acquires specialized features of an epithelial cell of the prostate gland."" [GOC:dph]"	11	100	4	21110	0.04	0.3636363636363636	query_1	['GO:0003006', 'GO:0030850', 'GO:0030855']	['WDR77', 'CTNNB1', 'AR', 'PSAP']
774	GO:BP	GO:0060736	prostate gland growth	0.000331498150564	True	"""The increase in size or mass of the prostate gland where the increase in size or mass has the specific outcome of the progression of the gland, from its formation to its mature state."" [GOC:dph]"	11	100	4	21110	0.04	0.3636363636363636	query_1	['GO:0003006', 'GO:0030850', 'GO:0035265']	['SOX9', 'AR', 'ESR1', 'PSAP']
775	HPA	HPA:0050011	breast; adipocytes[≥Low]	0.0003342658765777	True	breast; adipocytes[≥Low]	2780	77	39	11006	0.5064935064935064	0.0140287769784172	query_1	['HPA:0050000']	['REST', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'COPRS', 'FOXO3', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'RXRB', 'NR1H3', 'MED12', 'WWTR1', 'SUMO1', 'AAGAB', 'SMARCB1', 'SMAD9', 'ELK3', 'EP300', 'MECP2', 'SUMO2', 'SMARCC2', 'RCOR1', 'WWP1', 'TBL1XR1', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SRF', 'HIPK2', 'RANGAP1']
776	HP	HP:0001428	Somatic mutation	0.0003355366694406	True	A mode of inheritance in which a trait or disorder results from a de novo mutation occurring after conception, rather than being inherited from a preceding generation.	168	55	12	4851	0.2181818181818181	0.0714285714285714	query_1	['HP:0034335']	['AKT1', 'CTNNB1', 'AR', 'SMARCB1', 'SMAD4', 'RUNX1', 'EP300', 'ESR1', 'WT1', 'FOXO1', 'RARA', 'TP53']
777	GO:BP	GO:0007492	endoderm development	0.0003432424739393	True	"""The process whose specific outcome is the progression of the endoderm over time, from its formation to the mature structure. The endoderm is the innermost germ layer that develops into the gastrointestinal tract, the lungs and associated tissues."" [GOC:dph, GOC:tb]"	85	100	7	21110	0.07	0.0823529411764705	query_1	['GO:0009888']	['CTNNB1', 'HDAC1', 'MED12', 'SMAD2', 'SMAD4', 'GATA4', 'SMAD3']
778	HP	HP:0000036	Abnormal penis morphology	0.0003491903737455	True	Abnormality of the male external sex organ.	723	55	24	4851	0.4363636363636363	0.0331950207468879	query_1	['HP:0000032']	['SOX9', 'TGIF1', 'AKT1', 'CREBBP', 'SMARCA4', 'SMARCA2', 'SIN3A', 'MED12', 'AR', 'SMARCB1', 'SMAD4', 'EP300', 'MECP2', 'SMARCC2', 'SKI', 'NR5A1', 'SRY', 'WT1', 'GATA4', 'FOXH1', 'TBL1XR1', 'TWIST2', 'KDM1A', 'ZFPM2']
779	HPA	HPA:0500000	soft tissue 1	0.0003561128352206	True	soft tissue 1	5354	77	58	11006	0.7532467532467533	0.0108330220395965	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'COPRS', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'RXRB', 'NR1H3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'HDAC3', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'WWP1', 'FOXO1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'ZFPM2', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
780	WP	WP:WP4879	Overlap between signal transduction pathways contributing to LMNA laminopathies	0.0003747869825328	True	Overlap between signal transduction pathways contributing to LMNA laminopathies	57	89	7	8133	0.0786516853932584	0.1228070175438596	query_1	['WP:000000']	['CREBBP', 'CTNNB1', 'HDAC1', 'SMAD2', 'RUNX2', 'KAT2B', 'SMAD3']
781	HP	HP:0034335	Inheritance modifier	0.0003762983071295	True	The terms in this hierarchy can be used to specificy the context in which inheritance of a disease is typically observed.	322	55	16	4851	0.2909090909090909	0.0496894409937888	query_1	['HP:0000005']	['NRIP1', 'RANBP2', 'AKT1', 'CTNNB1', 'AR', 'SMARCB1', 'SMAD9', 'SMAD4', 'RUNX1', 'EP300', 'NR5A1', 'ESR1', 'WT1', 'FOXO1', 'RARA', 'TP53']
782	HP	HP:0045017	Congenital malformation of the left heart	0.0003772763604888	True	Defect or defects of the morphogenesis of the left heart identifiable at birth.	41	55	7	4851	0.1272727272727272	0.1707317073170731	query_1	['HP:0001627']	['CREBBP', 'NKX2-5', 'FLI1', 'TBX5', 'EP300', 'WT1', 'GATA4']
783	GO:BP	GO:0010001	glial cell differentiation	0.0003783741009428	True	"""The process in which a relatively unspecialized cell acquires the specialized features of a glial cell."" [GOC:go_curators, GOC:mtg_sensu]"	235	100	10	21110	0.1	0.0425531914893617	query_1	['GO:0030154', 'GO:0042063']	['SOX9', 'AKT1', 'GBA1', 'CTNNB1', 'HDAC1', 'MED12', 'GPR37L1', 'PRMT5', 'SKI', 'HDAC2']
784	GO:BP	GO:0036293	response to decreased oxygen levels	0.0003855605028906	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	299	100	11	21110	0.11	0.0367892976588628	query_1	['GO:0070482']	['REST', 'AKT1', 'CREBBP', 'SMAD4', 'EP300', 'MECP2', 'TP53', 'SMAD3', 'MYOCD', 'SRF', 'HIPK2']
785	HPA	HPA:0310000	lymph node	0.0003910495888536	True	lymph node	6523	77	65	11006	0.8441558441558441	0.0099647401502376	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'WDR77', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'HDAC1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'ESR2', 'RUNX2', 'SMARCC2', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'FOXO1', 'HIPK1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
786	TF	TF:M09636_1	Factor: MAZ; motif: GGGMGGGGSSGGGGGGGGGGGG; match class: 1	0.0003918689053729	True	Factor: MAZ; motif: GGGMGGGGSSGGGGGGGGGGGG; match class: 1	14426	100	93	20011	0.93	0.0064466934701233	query_1	['TF:M09636']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'TGIF1', 'AKT1', 'WDR77', 'CREBBP', 'NKX2-5', 'CBFB', 'COPRS', 'FOXO3', 'SENP1', 'NR1H2', 'NCOA2', 'HDAC1', 'FLI1', 'SMARCA4', 'SMARCA2', 'ELK1', 'FOXG1', 'TBL1X', 'TBX5', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'TEAD2', 'MED12', 'AR', 'MAF', 'WWTR1', 'SUMO1', 'GPR37L1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'TEAD1', 'TEAD4', 'PRMT5', 'SUMO2', 'GPS2', 'HDAC3', 'ESR2', 'RUNX2', 'GPR37', 'ELK4', 'SMARCC2', 'SKI', 'NR5A1', 'RCOR1', 'SP1', 'TEAD3', 'SENP2', 'KAT2B', 'WT1', 'WWP1', 'GATA4', 'FOXO1', 'HIPK1', 'PDE8A', 'RARA', 'FOXH1', 'TBL1XR1', 'TP53', 'SMAD3', 'TWIST2', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'SKIL', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
787	GO:MF	GO:0097718	disordered domain specific binding	0.000391905724939	True	"""Binding to a disordered domain of a protein."" [GOC:gg, PMID:11746698]"	33	100	5	20195	0.05	0.1515151515151515	query_1	['GO:0019904']	['NCOA3', 'CTNNB1', 'TEAD2', 'SMAD2', 'TP53']
788	HP	HP:0001679	Abnormal aortic morphology	0.0003962970026857	True	An abnormality of the aorta.	367	55	17	4851	0.3090909090909091	0.0463215258855585	query_1	['HP:0011004', 'HP:0030962']	['TGIF1', 'CREBBP', 'NKX2-5', 'GBA1', 'FLI1', 'SMARCA2', 'TBX5', 'MED12', 'SMAD2', 'SMAD4', 'EP300', 'SKI', 'SRY', 'WT1', 'GATA4', 'FOXH1', 'SMAD3']
789	HPA	HPA:0010012	adipose tissue; adipocytes[≥Medium]	0.0003971194128179	True	adipose tissue; adipocytes[≥Medium]	2229	77	34	11006	0.4415584415584415	0.0152534768954688	query_1	['HPA:0010011']	['REST', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'GBA1', 'FOXO3', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'RXRB', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'MECP2', 'SUMO2', 'GPS2', 'SMARCC2', 'RCOR1', 'SP1', 'TBL1XR1', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'ZFPM2', 'HIPK2']
790	GO:BP	GO:0019083	viral transcription	0.0004047309869515	True	"""The process by which a viral genome, or part of a viral genome, is transcribed within the host cell."" [GOC:jl, ISBN:0781702534]"	53	100	6	21110	0.06	0.1132075471698113	query_1	['GO:0016032', 'GO:0019080']	['REST', 'HDAC1', 'SMARCA4', 'SMARCB1', 'EP300', 'SP1']
791	KEGG	KEGG:04350	TGF-beta signaling pathway	0.0004066605021282	True	TGF-beta signaling pathway	97	81	8	8161	0.0987654320987654	0.0824742268041237	query_1	['KEGG:00000']	['TGIF1', 'CREBBP', 'SMAD2', 'SMAD9', 'SMAD4', 'EP300', 'SP1', 'SMAD3']
792	HP	HP:0002650	Scoliosis	0.0004086861624373	True	The presence of an abnormal lateral curvature of the spine.	1040	55	29	4851	0.5272727272727272	0.0278846153846153	query_1	['HP:0010674']	['SOX9', 'TGIF1', 'AKT1', 'CREBBP', 'GBA1', 'CTNNB1', 'FLI1', 'SMARCA4', 'SMARCA2', 'FOXG1', 'TBX5', 'SIN3A', 'MED12', 'MAF', 'SMAD2', 'SMARCB1', 'ASAH1', 'SMAD4', 'EP300', 'MECP2', 'RUNX2', 'SMARCC2', 'SKI', 'SRY', 'WT1', 'FOXH1', 'TBL1XR1', 'SMAD3', 'VDR']
793	GO:BP	GO:0045444	fat cell differentiation	0.0004093232671359	True	"""The process in which a relatively unspecialized cell acquires specialized features of an adipocyte, an animal connective tissue cell specialized for the synthesis and storage of fat."" [CL:0000136, GOC:go_curators]"	237	100	10	21110	0.1	0.0421940928270042	query_1	['GO:0030154']	['AKT1', 'WWTR1', 'EP300', 'GPS2', 'SENP2', 'FOXO1', 'TBL1XR1', 'SMAD3', 'YAP1', 'ZFPM2']
794	HPA	HPA:0420051	salivary gland; glandular cells[≥Low]	0.0004118966944977	True	salivary gland; glandular cells[≥Low]	6893	77	67	11006	0.8701298701298701	0.0097200058029885	query_1	['HPA:0420000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'RUNX2', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'FOXO1', 'HIPK1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
795	HPA	HPA:0420000	salivary gland	0.0004118966944977	True	salivary gland	6893	77	67	11006	0.8701298701298701	0.0097200058029885	query_1	['HPA:0000000']	['REST', 'UBE2I', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'COPRS', 'FOXO3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'SMARCA2', 'ELK1', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'SMAD9', 'ASAH1', 'SMAD4', 'VGLL4', 'RUNX1', 'ELK3', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'RUNX2', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'FOXO1', 'HIPK1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'ZFPM2', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
796	HPA	HPA:0100121	cerebral cortex; glial cells[≥Low]	0.0004126323808476	True	cerebral cortex; glial cells[≥Low]	4919	77	55	11006	0.7142857142857143	0.0111811343769058	query_1	['HPA:0100000']	['REST', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'COPRS', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'TBL1X', 'NCOR2', 'RXRB', 'NR1H3', 'HIVEP3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMAD2', 'SMARCB1', 'ASAH1', 'VGLL4', 'EP300', 'MECP2', 'PRMT5', 'SUMO2', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'SKI', 'RCOR1', 'SP1', 'SENP2', 'KAT2B', 'WWP1', 'PDE8A', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'CNPY2', 'MYOCD', 'YAP1', 'KDM1A', 'THRB', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
797	GO:BP	GO:0051052	regulation of DNA metabolic process	0.0004133585699278	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving DNA."" [GOC:ai]"	527	100	14	21110	0.14	0.0265654648956356	query_1	['GO:0006259', 'GO:0019219', 'GO:0060255']	['AKT1', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'MECP2', 'PRMT5', 'SMARCC2', 'SENP2', 'KAT2B', 'WT1', 'TP53', 'KDM1A', 'SMARCC1']
798	GO:BP	GO:0045580	regulation of T cell differentiation	0.0004141805390917	True	"""Any process that modulates the frequency, rate or extent of T cell differentiation."" [GOC:go_curators]"	180	100	9	21110	0.09	0.05	query_1	['GO:0030217', 'GO:0045619', 'GO:0050863']	['CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
799	GO:BP	GO:0010565	regulation of cellular ketone metabolic process	0.0004189366110589	True	"""Any process that modulates the chemical reactions and pathways involving any of a class of organic compounds that contain the carbonyl group, CO, and in which the carbonyl group is bonded only to carbon atoms. The general formula for a ketone is RCOR, where R and R are alkyl or aryl groups."" [GOC:dph, GOC:tb]"	130	100	8	21110	0.08	0.0615384615384615	query_1	['GO:0031323', 'GO:0042180', 'GO:0062012']	['REST', 'SOX9', 'AKT1', 'NR1H2', 'NCOR2', 'NR1H3', 'NCOR1', 'NR1H4']
800	REAC	REAC:R-HSA-597592	Post-translational protein modification	0.0004190654033009	True	Post-translational protein modification	1415	92	30	10790	0.3260869565217391	0.0212014134275618	query_1	['REAC:R-HSA-392499']	['UBE2I', 'NRIP1', 'RXRA', 'RANBP2', 'CREBBP', 'SENP1', 'NR1H2', 'NCOA2', 'HDAC1', 'NCOR2', 'SIN3A', 'AR', 'SUMO1', 'SMAD2', 'SMAD4', 'EP300', 'SUMO2', 'NR5A1', 'SENP2', 'KAT2B', 'ESR1', 'RARA', 'TP53', 'SMAD3', 'HDAC2', 'THRB', 'NCOA1', 'HIPK2', 'VDR', 'RANGAP1']
801	GO:BP	GO:2000819	regulation of nucleotide-excision repair	0.0004225371932813	True	"""Any process that modulates the frequency, rate or extent of nucleotide-excision repair."" [GOC:jp, PMID:18836076]"	28	100	5	21110	0.05	0.1785714285714285	query_1	['GO:0006282', 'GO:0006289']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
802	GO:BP	GO:0030325	adrenal gland development	0.0004225371932813	True	"""The process whose specific outcome is the progression of the adrenal gland over time, from its formation to the mature structure. This gland can either be a discrete structure located bilaterally above each kidney, or a cluster of cells in the head kidney that perform the functions of the adrenal gland. In either case, this organ consists of two cells types, aminergic chromaffin cells and steroidogenic cortical cells."" [GOC:dgh]"	28	100	5	21110	0.05	0.1785714285714285	query_1	['GO:0035270', 'GO:0048732']	['SMAD2', 'SMAD4', 'NR5A1', 'WT1', 'SMAD3']
803	REAC	REAC:R-HSA-1592230	Mitochondrial biogenesis	0.0004288540391175	True	Mitochondrial biogenesis	92	92	8	10790	0.0869565217391304	0.0869565217391304	query_1	['REAC:R-HSA-1852241']	['RXRA', 'CREBBP', 'NCOA2', 'TBL1X', 'NCOR1', 'HDAC3', 'TBL1XR1', 'NCOA1']
804	HPA	HPA:0340463	ovary; ovarian stroma cells[High]	0.0004485334112732	True	ovary; ovarian stroma cells[High]	378	77	13	11006	0.1688311688311688	0.0343915343915343	query_1	['HPA:0340462']	['RXRA', 'AKT1', 'ELK1', 'RXRB', 'MED12', 'MAF', 'SMARCB1', 'MECP2', 'SUMO2', 'TBL1XR1', 'HDAC2', 'KDM1A', 'SRF']
805	GO:BP	GO:0045599	negative regulation of fat cell differentiation	0.000453587290951	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of adipocyte differentiation."" [GOC:go_curators]"	54	100	6	21110	0.06	0.1111111111111111	query_1	['GO:0045444', 'GO:0045596', 'GO:0045598']	['WWTR1', 'GPS2', 'FOXO1', 'SMAD3', 'YAP1', 'ZFPM2']
806	GO:BP	GO:0055021	regulation of cardiac muscle tissue growth	0.000453587290951	True	"""Any process that modulates the frequency, rate or extent of cardiac muscle growth."" [GOC:vk]"	54	100	6	21110	0.06	0.1111111111111111	query_1	['GO:0055017', 'GO:0060420']	['NKX2-5', 'TBX5', 'VGLL4', 'RUNX1', 'YAP1', 'ZFPM2']
807	GO:BP	GO:0010718	positive regulation of epithelial to mesenchymal transition	0.000453587290951	True	"""Any process that increases the rate, frequency, or extent of epithelial to mesenchymal transition. Epithelial to mesenchymal transition is where an epithelial cell loses apical/basolateral polarity, severs intercellular adhesive junctions, degrades basement membrane components and becomes a migratory mesenchymal cell."" [GOC:BHF, GOC:dph, GOC:tb]"	54	100	6	21110	0.06	0.1111111111111111	query_1	['GO:0001837', 'GO:0010717', 'GO:0045597', 'GO:0051240']	['CTNNB1', 'WWTR1', 'SMAD2', 'SMAD4', 'SMAD3', 'HDAC2']
808	GO:BP	GO:0051248	negative regulation of protein metabolic process	0.0004622436316876	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of chemical reactions and pathways involving a protein."" [GOC:ai]"	1004	100	19	21110	0.19	0.0189243027888446	query_1	['GO:0010605', 'GO:0019538', 'GO:0051172', 'GO:0051246']	['AKT1', 'GBA1', 'NR1H2', 'CTNNB1', 'NR1H3', 'WWTR1', 'SMARCB1', 'SMAD4', 'GPS2', 'SENP2', 'KAT2B', 'RARA', 'TP53', 'SMAD3', 'HDAC2', 'MYOCD', 'KDM1A', 'SMARCC1', 'HIPK2']
809	GO:BP	GO:0002088	lens development in camera-type eye	0.0004718187993705	True	"""The process whose specific outcome is the progression of the lens over time, from its formation to the mature structure. The lens is a transparent structure in the eye through which light is focused onto the retina. An example of this process is found in Mus musculus."" [GOC:dph, ISBN:0582064333]"	89	100	7	21110	0.07	0.0786516853932584	query_1	['GO:0043010', 'GO:0048856']	['CTNNB1', 'MAF', 'SKI', 'HIPK1', 'SMAD3', 'SKIL', 'HIPK2']
810	GO:BP	GO:1902107	positive regulation of leukocyte differentiation	0.0004766495359466	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	183	100	9	21110	0.09	0.0491803278688524	query_1	['GO:0002521', 'GO:1902105', 'GO:1903708']	['CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
811	GO:BP	GO:1903708	positive regulation of hemopoiesis	0.0004766495359466	True	"""Any process that activates or increases the frequency, rate or extent of hemopoiesis."" [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:20080761]"	183	100	9	21110	0.09	0.0491803278688524	query_1	['GO:0002684', 'GO:0010720', 'GO:0030097', 'GO:0051240', 'GO:1903706']	['CBFB', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
812	REAC	REAC:R-HSA-1181150	Signaling by NODAL	0.0004853830582502	True	Signaling by NODAL	23	92	5	10790	0.0543478260869565	0.217391304347826	query_1	['REAC:R-HSA-1266738']	['FOXO3', 'SMAD2', 'SMAD4', 'FOXH1', 'SMAD3']
813	HPA	HPA:0600432	tonsil; germinal center cells[≥Medium]	0.0005056475121883	True	tonsil; germinal center cells[≥Medium]	4094	77	49	11006	0.6363636363636364	0.0119687347337567	query_1	['HPA:0600431']	['REST', 'NRIP1', 'SOX9', 'RXRA', 'NCOA3', 'RANBP2', 'AKT1', 'CREBBP', 'GBA1', 'HDAC1', 'SMARCA4', 'TBL1X', 'NCOR2', 'SIN3A', 'RXRB', 'NR1H3', 'MED12', 'MAF', 'WWTR1', 'SUMO1', 'AAGAB', 'SMARCB1', 'SMAD9', 'RUNX1', 'ELK3', 'EP300', 'PRMT5', 'GPS2', 'NCOR1', 'HDAC3', 'SMARCC2', 'RCOR1', 'SP1', 'KAT2B', 'WWP1', 'FOXO1', 'HIPK1', 'TBL1XR1', 'SMAD3', 'PSAP', 'HDAC2', 'MYOCD', 'KDM1A', 'ZFPM2', 'SMARCC1', 'SRF', 'NCOA1', 'HIPK2', 'RANGAP1']
