Branchio-oculo-facial syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
94	GO:BP	GO:0043067	regulation of programmed cell death	1.1244645987561674e-14	True	"""Any process that modulates the frequency, rate or extent of programmed cell death, cell death resulting from activation of endogenous cellular processes."" [GOC:jl]"	1405	100	39	15719	0.39	0.0277580071174377	query_1	['GO:0010941', 'GO:0012501']	['CITED2', 'REST', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'FOXO3', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'DNMT1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'AR', 'RYBP', 'SMAD4', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'TFAP2B', 'CDKN1B', 'TP53', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
95	GO:BP	GO:0008284	positive regulation of cell population proliferation	1.6837197817471676e-14	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	909	100	32	15719	0.32	0.0352035203520352	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']	['BMI1', 'AKT1', 'MYC', 'EZH2', 'SERTAD1', 'CCNB1', 'CTNNB1', 'HDAC1', 'SMARCA4', 'CCNE1', 'FOXG1', 'DNMT1', 'CDKN1A', 'CCNA2', 'AR', 'KDM5B', 'SMAD4', 'CCND2', 'E2F1', 'MNAT1', 'CDK1', 'SUZ12', 'CDK2', 'SP1', 'ESR1', 'TFAP2B', 'CDK4', 'CDKN1B', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
96	GO:BP	GO:0012501	programmed cell death	1.7898848390566063e-14	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	100	44	15719	0.44	0.0237837837837837	query_1	['GO:0008219']	['CITED2', 'REST', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'MAX', 'FOXO3', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'DNMT1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'AR', 'E2F2', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'TFAP2B', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
35	REAC	REAC:R-HSA-6804116	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	1.81002203843478e-14	True	TP53 Regulates Transcription of Genes Involved in G1 Cell Cycle Arrest	14	98	9	10022	0.0918367346938775	0.6428571428571429	query_1	['REAC:R-HSA-6791312']	['CCNA1', 'CCNE2', 'CCNE1', 'CDKN1A', 'CCNA2', 'E2F1', 'CDK2', 'CDKN1B', 'TP53']
97	GO:BP	GO:0042981	regulation of apoptotic process	3.642482371550288e-14	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	100	38	15719	0.38	0.0276162790697674	query_1	['GO:0006915', 'GO:0043067']	['CITED2', 'REST', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'FOXO3', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'DNMT1', 'SIN3A', 'CDKN2D', 'AR', 'RYBP', 'SMAD4', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'TFAP2B', 'CDKN1B', 'TP53', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
98	GO:BP	GO:0009719	response to endogenous stimulus	3.7049153682869925e-14	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1624	100	41	15719	0.41	0.0252463054187192	query_1	['GO:0050896']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'CDK5', 'EHMT2', 'MAX', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'DNMT1', 'SIN3A', 'CCNA2', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'YY1', 'SP1', 'CITED4', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CCND1']
99	GO:BP	GO:0006259	DNA metabolic process	3.980873938944867e-14	True	"""Any cellular metabolic process involving deoxyribonucleic acid. This is one of the two main types of nucleic acid, consisting of a long, unbranched macromolecule formed from one, or more commonly, two, strands of linked deoxyribonucleotides."" [ISBN:0198506732]"	1007	100	33	15719	0.33	0.0327706057596822	query_1	['GO:0090304']	['BMI1', 'AKT1', 'CTCF', 'MYC', 'EZH2', 'EHMT2', 'CDK7', 'CCNE2', 'TFDP1', 'TRRAP', 'CTNNB1', 'RBBP4', 'SMARCA4', 'CCNE1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'RUVBL1', 'EHMT1', 'MNAT1', 'YY1', 'CDK1', 'CDKN2A', 'CDK2', 'UBE2W', 'KAT5', 'TP53', 'YEATS4', 'KDM1A', 'EPC1']
100	GO:BP	GO:0008152	metabolic process	5.4408835900858126e-14	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10419	100	98	15719	0.98	0.00940589307995	query_1	['GO:0008150']	['CITED2', 'REST', 'CDKN2B', 'TGIF1', 'BMI1', 'AKT1', 'CTCF', 'MYC', 'EZH2', 'CREBBP', 'CKS1B', 'SERTAD1', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'TFAP2C', 'CCNB1', 'MAX', 'CDK7', 'CCNA1', 'RBL1', 'FOXO3', 'KCTD1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'CCNE1', 'EED', 'FOXG1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PCGF6', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'CCNH', 'KDM5B', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'YY1', 'CDK1', 'SUZ12', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'CITED4', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'TFAP2B', 'FOXH1', 'RNF2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'YEATS4', 'HDAC2', 'ACOT1', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
37	REAC	REAC:R-HSA-3247509	Chromatin modifying enzymes	1.2149759215772277e-13	True	Chromatin modifying enzymes	268	98	22	10022	0.2244897959183673	0.0820895522388059	query_1	['REAC:R-HSA-4839726']	['REST', 'EZH2', 'CREBBP', 'EHMT2', 'TRRAP', 'HDAC1', 'RBBP4', 'SMARCA4', 'EED', 'KDM5B', 'EP300', 'RUVBL1', 'EHMT1', 'SUZ12', 'RCOR1', 'KAT5', 'CDK4', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
36	REAC	REAC:R-HSA-4839726	Chromatin organization	1.2149759215772277e-13	True	Chromatin organization	268	98	22	10022	0.2244897959183673	0.0820895522388059	query_1	['REAC:0000000']	['REST', 'EZH2', 'CREBBP', 'EHMT2', 'TRRAP', 'HDAC1', 'RBBP4', 'SMARCA4', 'EED', 'KDM5B', 'EP300', 'RUVBL1', 'EHMT1', 'SUZ12', 'RCOR1', 'KAT5', 'CDK4', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
101	GO:BP	GO:0071900	regulation of protein serine/threonine kinase activity	1.5317709768798417e-13	True	"""Any process that modulates the rate, frequency, or extent of protein serine/threonine kinase activity."" [GOC:mah]"	350	100	21	15719	0.21	0.06	query_1	['GO:0045859']	['CDKN2B', 'AKT1', 'EZH2', 'SERTAD1', 'CCNB1', 'CDK7', 'CCNA1', 'CCNE2', 'RB1', 'CCNE1', 'CDKN2D', 'CDKN1A', 'CCNA2', 'CCNH', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'CCND1']
38	REAC	REAC:R-HSA-8866907	Activation of the TFAP2 (AP-2) family of transcription factors	1.557032259268463e-13	True	Activation of the TFAP2 (AP-2) family of transcription factors	11	98	8	10022	0.0816326530612244	0.7272727272727273	query_1	['REAC:R-HSA-8864260']	['CITED2', 'CREBBP', 'TFAP2C', 'TFAP2A', 'EP300', 'CITED4', 'TFAP2B', 'YEATS4']
39	REAC	REAC:R-HSA-187577	SCF(Skp2)-mediated degradation of p27/p21	1.7588546408205254e-13	True	SCF(Skp2)-mediated degradation of p27/p21	60	98	13	10022	0.1326530612244898	0.2166666666666666	query_1	['REAC:R-HSA-69202', 'REAC:R-HSA-69656']	['CKS1B', 'CCNA1', 'CCNE2', 'CCNE1', 'CDKN1A', 'CCNA2', 'SKP1', 'CDK2', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'CCND1']
40	REAC	REAC:R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	1.8839022696737893e-13	True	FOXO-mediated transcription of cell cycle genes	17	98	9	10022	0.0918367346938775	0.5294117647058824	query_1	['REAC:R-HSA-9614085']	['FOXO3', 'RBL2', 'FOXG1', 'CDKN1A', 'SMAD2', 'SMAD4', 'FOXO1', 'CDKN1B', 'SMAD3']
102	GO:BP	GO:0033554	cellular response to stress	2.2077605973911398e-13	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1891	100	43	15719	0.43	0.0227392913802221	query_1	['GO:0006950', 'GO:0051716']	['CITED2', 'REST', 'CDKN2B', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'EHMT2', 'CBX3', 'MAX', 'CDK7', 'RBL1', 'FOXO3', 'TRRAP', 'CTNNB1', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'EP300', 'E2F1', 'RUVBL1', 'MNAT1', 'YY1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'UBE2W', 'FOXO1', 'KAT5', 'CDKN1B', 'TP53', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1']
41	REAC	REAC:R-HSA-1257604	PIP3 activates AKT signaling	2.861424403014275e-13	True	PIP3 activates AKT signaling	249	98	21	10022	0.2142857142857142	0.0843373493975903	query_1	['REAC:R-HSA-9006925']	['REST', 'BMI1', 'AKT1', 'EZH2', 'FOXO3', 'RING1', 'HDAC1', 'PHC1', 'RBBP4', 'EED', 'CDKN1A', 'SUZ12', 'RCOR1', 'ESR1', 'FOXO1', 'RNF2', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A', 'PHC3']
103	GO:BP	GO:0010941	regulation of cell death	2.9670325708564053e-13	True	"""Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	1554	100	39	15719	0.39	0.025096525096525	query_1	['GO:0008219', 'GO:0050794']	['CITED2', 'REST', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'FOXO3', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'DNMT1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'AR', 'RYBP', 'SMAD4', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'TFAP2B', 'CDKN1B', 'TP53', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
42	REAC	REAC:R-HSA-6804114	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	3.5638167576717054e-13	True	TP53 Regulates Transcription of Genes Involved in G2 Cell Cycle Arrest	18	98	9	10022	0.0918367346938775	0.5	query_1	['REAC:R-HSA-6791312']	['E2F4', 'CCNB1', 'RBL1', 'RBL2', 'TFDP1', 'EP300', 'CDK1', 'TP53', 'TFDP2']
104	GO:BP	GO:0008219	cell death	3.5893543871076485e-13	True	"""Any biological process that results in permanent cessation of all vital functions of a cell. A cell should be considered dead when any one of the following molecular or morphological criteria is met: (1) the cell has lost the integrity of its plasma membrane; (2) the cell, including its nucleus, has undergone complete fragmentation into discrete bodies (frequently referred to as apoptotic bodies). The cell corpse (or its fragments) may be engulfed by an adjacent cell in vivo, but engulfment of whole cells should not be considered a strict criteria to define cell death as, under some circumstances, live engulfed cells can be released from phagosomes (see PMID:18045538)."" [GOC:mah, GOC:mtg_apoptosis, PMID:25236395]"	2011	100	44	15719	0.44	0.0218796618597712	query_1	['GO:0009987']	['CITED2', 'REST', 'BMI1', 'AKT1', 'MYC', 'CDK5', 'MAX', 'FOXO3', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'DNMT1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'AR', 'E2F2', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'TFAP2B', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
105	GO:BP	GO:0048522	positive regulation of cellular process	3.6879631461275484e-13	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	100	71	15719	0.71	0.0135859165709911	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'CTCF', 'MYC', 'EZH2', 'CREBBP', 'SERTAD1', 'CDK5', 'E2F4', 'TFAP2C', 'CCNB1', 'MAX', 'CDK7', 'FOXO3', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'CCNE1', 'FOXG1', 'DNMT1', 'SIN3A', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'KDM5B', 'SMAD2', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'MNAT1', 'YY1', 'CDK1', 'SUZ12', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'YAF2', 'CITED4', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1']
106	GO:BP	GO:0040029	epigenetic regulation of gene expression	4.4666735655943713e-13	True	"""A process that modulates the frequency, rate or extent of gene expression through chromatin remodelling either by modifying higher order chromatin fiber structure, nucleosomal histones, or the DNA. Once established, this regulation may be maintained over many cell divisions. It can also be heritable in the absence of the instigating signal."" [PMID:10521337, PMID:11498582, PMID:22243696, PMID:34414474]"	173	100	16	15719	0.16	0.0924855491329479	query_1	['GO:0006338', 'GO:0010468']	['BMI1', 'CTCF', 'EZH2', 'CBX3', 'TFAP2C', 'RB1', 'HDAC1', 'DNMT1', 'SIN3A', 'EP300', 'EHMT1', 'SUZ12', 'CDK2', 'TP53', 'KDM1A', 'EPC1']
107	GO:BP	GO:0050794	regulation of cellular process	5.66311915304568e-13	True	"""Any process that modulates the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators]"	9803	100	95	15719	0.95	0.0096909109456288	query_1	['GO:0009987', 'GO:0050789']	['CITED2', 'REST', 'CDKN2B', 'TGIF1', 'BMI1', 'AKT1', 'CTCF', 'MYC', 'EZH2', 'CREBBP', 'CKS1B', 'SERTAD1', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'TFAP2C', 'CCNB1', 'MAX', 'CDK7', 'CCNA1', 'RBL1', 'FOXO3', 'KCTD1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'CCNE1', 'EED', 'FOXG1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PCGF6', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'CCNH', 'KDM5B', 'SMAD2', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'YY1', 'CDK1', 'SUZ12', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'CITED4', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'TFAP2B', 'FOXH1', 'RNF2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
21	GO:CC	GO:0043231	intracellular membrane-bounded organelle	6.209437590896256e-13	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	100	98	16420	0.98	0.0086917960088691	query_1	['GO:0043227', 'GO:0043229']	['CITED2', 'REST', 'CDKN2B', 'TGIF1', 'BMI1', 'AKT1', 'CTCF', 'MYC', 'EZH2', 'CREBBP', 'CKS1B', 'SERTAD1', 'CDK5', 'EHMT2', 'CBX3', 'E2F4', 'TFAP2C', 'CCNB1', 'MAX', 'CDK7', 'CCNA1', 'RBL1', 'FOXO3', 'KCTD1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'CCNE1', 'EED', 'FOXG1', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PCGF6', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'CCNH', 'KDM5B', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'E2F6', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'YY1', 'CDK1', 'SUZ12', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'CITED4', 'UBE2W', 'KCTD15', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'L3MBTL2', 'TFAP2B', 'FOXH1', 'RNF2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
108	GO:BP	GO:0051338	regulation of transferase activity	6.50230027590255e-13	True	"""Any process that modulates the frequency, rate or extent of transferase activity, the catalysis of the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor). Transferase is the systematic name for any enzyme of EC class 2."" [GOC:ai]"	832	100	29	15719	0.29	0.0348557692307692	query_1	['GO:0050790']	['CDKN2B', 'BMI1', 'AKT1', 'MYC', 'EZH2', 'SERTAD1', 'CDK5', 'CCNB1', 'CDK7', 'CCNA1', 'RBL1', 'CCNE2', 'RBL2', 'CTNNB1', 'RB1', 'CCNE1', 'CDKN2D', 'CDKN1A', 'CCNA2', 'CCNH', 'SKP1', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'TP53', 'CCND1']
43	REAC	REAC:R-HSA-8878171	Transcriptional regulation by RUNX1	1.0433054741201857e-12	True	Transcriptional regulation by RUNX1	235	98	20	10022	0.2040816326530612	0.0851063829787234	query_1	['REAC:R-HSA-212436']	['BMI1', 'CREBBP', 'CDK7', 'RING1', 'HDAC1', 'PHC1', 'SMARCA4', 'SIN3A', 'CCNH', 'RYBP', 'EP300', 'CCND2', 'MNAT1', 'YAF2', 'ESR1', 'CCND3', 'RNF2', 'CDK6', 'CCND1', 'PHC3']
109	GO:BP	GO:0071495	cellular response to endogenous stimulus	1.5937220287153158e-12	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1385	100	36	15719	0.36	0.0259927797833935	query_1	['GO:0009719']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'EZH2', 'CREBBP', 'CDK5', 'EHMT2', 'MAX', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'DNMT1', 'SIN3A', 'CCNA2', 'AR', 'KDM5B', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'SP1', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
44	REAC	REAC:R-HSA-170834	Signaling by TGF-beta Receptor Complex	1.851957856435215e-12	True	Signaling by TGF-beta Receptor Complex	90	98	14	10022	0.1428571428571428	0.1555555555555555	query_1	['REAC:R-HSA-9006936']	['CDKN2B', 'TGIF1', 'MYC', 'E2F4', 'RBL1', 'TFDP1', 'HDAC1', 'E2F5', 'SMAD2', 'SMAD4', 'EP300', 'SP1', 'TFDP2', 'SMAD3']
45	REAC	REAC:R-HSA-6807070	PTEN Regulation	3.2940660424923158e-12	True	PTEN Regulation	138	98	16	10022	0.1632653061224489	0.1159420289855072	query_1	['REAC:R-HSA-1257604']	['REST', 'BMI1', 'AKT1', 'EZH2', 'RING1', 'HDAC1', 'PHC1', 'RBBP4', 'EED', 'SUZ12', 'RCOR1', 'RNF2', 'TP53', 'HDAC2', 'KDM1A', 'PHC3']
110	GO:BP	GO:0048518	positive regulation of biological process	3.5349714912818244e-12	True	"""Any process that activates or increases the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5899	100	74	15719	0.74	0.0125444990676385	query_1	['GO:0008150', 'GO:0050789']	['CITED2', 'REST', 'CDKN2B', 'BMI1', 'AKT1', 'CTCF', 'MYC', 'EZH2', 'CREBBP', 'SERTAD1', 'CDK5', 'E2F4', 'TFAP2C', 'CCNB1', 'MAX', 'CDK7', 'FOXO3', 'TFDP1', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'TFAP2A', 'RBBP4', 'SMARCA4', 'CCNE1', 'FOXG1', 'DNMT1', 'RBX1', 'SIN3A', 'E2F5', 'CDKN1A', 'CCNA2', 'AR', 'E2F2', 'KDM5B', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'YY1', 'CDK1', 'SUZ12', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'YAF2', 'CITED4', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'TFAP2B', 'FOXH1', 'CDK4', 'CDKN1B', 'TP53', 'TFDP2', 'SMAD3', 'YEATS4', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1']
112	GO:BP	GO:0010629	negative regulation of gene expression	3.73222345204561e-12	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	962	100	30	15719	0.3	0.0311850311850311	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['CITED2', 'REST', 'BMI1', 'AKT1', 'CTCF', 'EZH2', 'CBX3', 'MAX', 'RBL1', 'RBL2', 'CTNNB1', 'RB1', 'HDAC1', 'DNMT1', 'SIN3A', 'CDKN1A', 'SMAD2', 'E2F1', 'EHMT1', 'YY1', 'CDK1', 'SUZ12', 'RCOR1', 'CDK2', 'ESR1', 'KAT5', 'TP53', 'SMAD3', 'KDM1A', 'EPC1']
111	GO:BP	GO:0048144	fibroblast proliferation	3.73222345204561e-12	True	"""The multiplication or reproduction of fibroblast cells, resulting in the expansion of the fibroblast population."" [GOC:jid]"	106	100	13	15719	0.13	0.1226415094339622	query_1	['GO:0008283']	['BMI1', 'MYC', 'CKS1B', 'CCNB1', 'CTNNB1', 'CDKN1A', 'CCNA2', 'E2F1', 'CDK1', 'ESR1', 'CDK4', 'TP53', 'CDK6']
47	REAC	REAC:R-HSA-9006925	Intracellular signaling by second messengers	4.477300536896357e-12	True	Intracellular signaling by second messengers	288	98	21	10022	0.2142857142857142	0.0729166666666666	query_1	['REAC:R-HSA-162582']	['REST', 'BMI1', 'AKT1', 'EZH2', 'FOXO3', 'RING1', 'HDAC1', 'PHC1', 'RBBP4', 'EED', 'CDKN1A', 'SUZ12', 'RCOR1', 'ESR1', 'FOXO1', 'RNF2', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A', 'PHC3']
46	REAC	REAC:R-HSA-1643685	Disease	4.477300536896357e-12	True	Disease	1723	98	48	10022	0.4897959183673469	0.0278583865351131	query_1	['REAC:0000000']	['REST', 'AKT1', 'MYC', 'EZH2', 'CREBBP', 'CDK5', 'CDK7', 'FOXO3', 'CCNE2', 'TFDP1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'CCNE1', 'EED', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN1A', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'SMAD4', 'EP300', 'CCND2', 'E2F1', 'MNAT1', 'SUZ12', 'CDKN2A', 'RCOR1', 'CDK2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'CCND1']
