Cerebrotendinous xanthomatosis	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
140	GO:BP	GO:0002921	negative regulation of humoral immune response	9.769993990280624e-07	True	"""Any process that stops, prevents, or reduces the frequency, rate, or extent of a humoral immune response."" [GOC:add]"	17	98	5	15719	0.0510204081632653	0.2941176470588235	query_1	['GO:0002920', 'GO:0006959', 'GO:0050777']	['MASP1', 'CR1', 'C4BPB', 'CD46', 'C4BPA']
141	GO:BP	GO:0030003	intracellular monoatomic cation homeostasis	1.097482759045171e-06	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]"	490	98	16	15719	0.1632653061224489	0.0326530612244898	query_1	['GO:0006873', 'GO:0055080']	['GP1BB', 'HEPH', 'ITGB3', 'ELANE', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'F2', 'TF', 'TFR2', 'SLC40A1', 'CP', 'HPX']
143	GO:BP	GO:0010811	positive regulation of cell-substrate adhesion	1.1234310786077432e-06	True	"""Any process that increases the frequency, rate or extent of cell-substrate adhesion. Cell-substrate adhesion is the attachment of a cell to the underlying substrate via adhesion molecules."" [GOC:dph, GOC:pf, GOC:tb]"	120	98	9	15719	0.0918367346938775	0.075	query_1	['GO:0010810', 'GO:0031589', 'GO:0045785']	['FN1', 'FGA', 'ITGB3', 'FLNA', 'ITGA5', 'APOA1', 'FGB', 'FGG', 'VTN']
142	GO:BP	GO:0065007	biological regulation	1.1234310786077432e-06	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	98	90	15719	0.9183673469387756	0.0082766231377597	query_1	['GO:0008150']	['RHOD', 'MASP1', 'PTX3', 'C3', 'F12', 'GP1BB', 'ITGB1', 'MASP2', 'APOC3', 'CR1', 'INHA', 'ITGB5', 'ITGAV', 'FN1', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'SERPINA3', 'TGFB3', 'FCN2', 'HBD', 'ELANE', 'GP1BA', 'GP9', 'FCN3', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'CFP', 'ITGA2B', 'ITGA5', 'HFE', 'COLEC10', 'CRP', 'INHBE', 'PRDX4', 'INHBC', 'CFHR4', 'ITIH2', 'SERPIND1', 'WHAMM', 'CFH', 'C4A', 'C4BPB', 'ZNF655', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'ORM2', 'TFR2', 'HP', 'FGB', 'APOA2', 'PROS1', 'C4B_2', 'FGG', 'MPO', 'APOA4', 'CFI', 'SERPINC1', 'CFB', 'CFHR1', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'APOC2', 'SLC40A1', 'FCN1', 'TLN1', 'PLAUR', 'PTK2', 'ITGB6', 'C9', 'CP', 'ALB', 'C5', 'HPX', 'ORM1', 'HPR']
144	GO:BP	GO:0001817	regulation of cytokine production	1.2300314933703574e-06	True	"""Any process that modulates the frequency, rate, or extent of production of a cytokine."" [GOC:add, ISBN:0781735149]"	709	98	19	15719	0.1938775510204081	0.0267983074753173	query_1	['GO:0001816', 'GO:0010468', 'GO:0051239']	['C3', 'CR1', 'INHA', 'ITGAV', 'FN1', 'SRC', 'TGFB3', 'ELANE', 'HFE', 'CRP', 'CD46', 'APOA1', 'F2', 'ORM2', 'APOA2', 'FCN1', 'ITGB6', 'C5', 'ORM1']
48	GO:CC	GO:0005925	focal adhesion	1.23890827628687e-06	True	"""A cell-substrate junction that anchors the cell to the extracellular matrix and that forms a point of termination of actin filaments. In insects focal adhesion has also been referred to as hemi-adherens junction (HAJ)."" [GOC:aruk, GOC:bc, ISBN:0124325653, ISBN:0815316208, PMID:10419689, PMID:12191915, PMID:15246682, PMID:1643657, PMID:16805308, PMID:19197329, PMID:23033047, PMID:26923917, PMID:28796323, PMID:8314002]"	417	99	14	16420	0.1414141414141414	0.0335731414868105	query_1	['GO:0030055']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'FLNA', 'ITGA2B', 'ITGA5', 'CD46', 'LRP1', 'TLN1', 'PLAUR', 'PTK2', 'ITGB6']
145	GO:BP	GO:0000041	transition metal ion transport	1.2678591950561287e-06	True	"""The directed movement of transition metal ions into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. A transition metal is an element whose atom has an incomplete d-subshell of extranuclear electrons, or which gives rise to a cation or cations with an incomplete d-subshell. Transition metals often have more than one valency state. Biologically relevant transition metals include vanadium, manganese, iron, copper, cobalt, nickel, molybdenum and silver."" [ISBN:0198506732]"	87	98	8	15719	0.0816326530612244	0.0919540229885057	query_1	['GO:0030001']	['HEPH', 'TFRC', 'HFE', 'TF', 'TFR2', 'SLC40A1', 'CP', 'HPX']
49	GO:CC	GO:0044217	other organism part	1.2715181413182346e-06	True	"""Any constituent part of a secondary organism with which the first organism is interacting."" [GOC:jl]"	3	99	3	16420	0.0303030303030303	1.0	query_1	['GO:0110165']	['CFH', 'C4B_2', 'C9']
50	GO:CC	GO:0071062	alphav-beta3 integrin-vitronectin complex	1.2715181413182346e-06	True	"""A protein complex that consists of an alphav-beta3 integrin complex bound to vitronectin."" [PMID:10835423]"	3	99	3	16420	0.0303030303030303	1.0	query_1	['GO:0098797']	['ITGB3', 'ITGA5', 'VTN']
147	GO:BP	GO:0002923	regulation of humoral immune response mediated by circulating immunoglobulin	1.2824366533537526e-06	True	"""Any process that modulates the frequency, rate, or extent of a humoral immune response mediated by circulating immunoglobulin."" [GOC:add]"	18	98	5	15719	0.0510204081632653	0.2777777777777778	query_1	['GO:0002455', 'GO:0002889', 'GO:0002920']	['CR1', 'C4BPB', 'CD46', 'C4BPA', 'HPX']
146	GO:BP	GO:0051917	regulation of fibrinolysis	1.2824366533537526e-06	True	"""Any process that modulates the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	18	98	5	15719	0.0510204081632653	0.2777777777777778	query_1	['GO:0030193', 'GO:0042730']	['F12', 'F11', 'F2', 'VTN', 'PLAUR']
149	GO:BP	GO:0001816	cytokine production	1.3258848315979843e-06	True	"""The appearance of a cytokine due to biosynthesis or secretion following a cellular stimulus, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149]"	714	98	19	15719	0.1938775510204081	0.026610644257703	query_1	['GO:0010467', 'GO:0032501']	['C3', 'CR1', 'INHA', 'ITGAV', 'FN1', 'SRC', 'TGFB3', 'ELANE', 'HFE', 'CRP', 'CD46', 'APOA1', 'F2', 'ORM2', 'APOA2', 'FCN1', 'ITGB6', 'C5', 'ORM1']
150	GO:BP	GO:0048878	chemical homeostasis	1.3258848315979843e-06	True	"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]"	954	98	22	15719	0.2244897959183673	0.0230607966457023	query_1	['GO:0042592']	['GP1BB', 'APOC3', 'HEPH', 'ITGB3', 'ELANE', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'APOA1', 'F2', 'TF', 'TFR2', 'APOA2', 'APOA4', 'APOC2', 'SLC40A1', 'ITGB6', 'CP', 'HPX']
148	GO:BP	GO:0006873	intracellular monoatomic ion homeostasis	1.3258848315979843e-06	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic ions within a cell. Monatomic ions (also called simple ions) are ions consisting of exactly one atom."" [GOC:mah]"	499	98	16	15719	0.1632653061224489	0.032064128256513	query_1	['GO:0050801', 'GO:0055082']	['GP1BB', 'HEPH', 'ITGB3', 'ELANE', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'F2', 'TF', 'TFR2', 'SLC40A1', 'CP', 'HPX']
50	REAC	REAC:R-HSA-75892	Platelet Adhesion to exposed collagen	1.4947212915472842e-06	True	Platelet Adhesion to exposed collagen	15	97	5	10022	0.0515463917525773	0.3333333333333333	query_1	['REAC:R-HSA-109582']	['GP1BB', 'ITGB1', 'VWF', 'GP1BA', 'GP9']
51	GO:CC	GO:0030055	cell-substrate junction	1.513246409844898e-06	True	"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	426	99	14	16420	0.1414141414141414	0.0328638497652582	query_1	['GO:0070161']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'FLNA', 'ITGA2B', 'ITGA5', 'CD46', 'LRP1', 'TLN1', 'PLAUR', 'PTK2', 'ITGB6']
151	GO:BP	GO:0045780	positive regulation of bone resorption	1.6863001644231495e-06	True	"""Any process that activates or increases the frequency, rate or extent of bone resorption."" [GOC:go_curators]"	19	98	5	15719	0.0510204081632653	0.2631578947368421	query_1	['GO:0045124', 'GO:0045453', 'GO:0051240']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'TF']
152	GO:BP	GO:0098771	inorganic ion homeostasis	1.7073854162351205e-06	True	"""Any process involved in the maintenance of an internal steady state of inorganic ions within an organism or cell."" [GOC:dos]"	509	98	16	15719	0.1632653061224489	0.0314341846758349	query_1	['GO:0048878']	['GP1BB', 'HEPH', 'ITGB3', 'ELANE', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'F2', 'TF', 'TFR2', 'SLC40A1', 'CP', 'HPX']
153	GO:BP	GO:0098869	cellular oxidant detoxification	1.7073854162351205e-06	True	"""Any process carried out at the cellular level that reduces or removes the toxicity superoxide radicals or hydrogen peroxide."" [GOC:dos, GOC:vw]"	91	98	8	15719	0.0816326530612244	0.0879120879120879	query_1	['GO:1990748']	['HBB', 'HBD', 'APOE', 'PRDX4', 'HP', 'MPO', 'APOA4', 'ALB']
154	GO:BP	GO:2000427	positive regulation of apoptotic cell clearance	1.7073854162351205e-06	True	"""Any process that activates or increases the frequency, rate or extent of apoptotic cell clearance."" [GOC:obol]"	8	98	4	15719	0.0408163265306122	0.5	query_1	['GO:0043277', 'GO:0050766', 'GO:2000425']	['C3', 'C4A', 'C4B_2', 'C2']
155	GO:BP	GO:1900024	regulation of substrate adhesion-dependent cell spreading	1.7073854162351205e-06	True	"""Any process that modulates the frequency, rate or extent of substrate adhesion-dependent cell spreading."" [GOC:TermGenie, GOC:yaf]"	61	98	7	15719	0.0714285714285714	0.1147540983606557	query_1	['GO:0010810', 'GO:0034446']	['FGA', 'ITGB3', 'FLNA', 'APOA1', 'FGB', 'FGG', 'PTK2']
156	GO:BP	GO:0045959	negative regulation of complement activation, classical pathway	1.7073854162351205e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of complement activation by the classical pathway."" [GOC:go_curators]"	8	98	4	15719	0.0408163265306122	0.5	query_1	['GO:0002924', 'GO:0006958', 'GO:0030450', 'GO:0045916']	['CR1', 'C4BPB', 'CD46', 'C4BPA']
157	GO:BP	GO:1905918	regulation of CoA-transferase activity	1.7073854162351205e-06	True	"""Any process that modulates the frequency, rate or extent of CoA-transferase activity."" [GO_REF:0000059, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:20164328]"	8	98	4	15719	0.0408163265306122	0.5	query_1	['GO:0051338']	['APOE', 'APOA1', 'APOA2', 'APOA4']
158	GO:BP	GO:1905920	positive regulation of CoA-transferase activity	1.7073854162351205e-06	True	"""Any process that activates or increases the frequency, rate or extent of CoA-transferase activity."" [GO_REF:0000059, GOC:aruk, GOC:bc, GOC:TermGenie, PMID:20164328]"	8	98	4	15719	0.0408163265306122	0.5	query_1	['GO:0051347', 'GO:1905918']	['APOE', 'APOA1', 'APOA2', 'APOA4']
51	REAC	REAC:R-HSA-6806667	Metabolism of fat-soluble vitamins	1.7308606092727492e-06	True	Metabolism of fat-soluble vitamins	46	97	7	10022	0.0721649484536082	0.1521739130434782	query_1	['REAC:R-HSA-196854']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
159	GO:BP	GO:1901564	organonitrogen compound metabolic process	1.8150973684857137e-06	True	"""The chemical reactions and pathways involving organonitrogen compound."" [GOC:pr, GOC:TermGenie]"	5961	98	63	15719	0.6428571428571429	0.0105686965274282	query_1	['GO:0006807', 'GO:0071704']	['MASP1', 'PTX3', 'C3', 'F12', 'GP1BB', 'MASP2', 'APOC3', 'CR1', 'INHA', 'ITGAV', 'FN1', 'SRC', 'FGA', 'ITGB3', 'SERPINA3', 'TGFB3', 'FCN2', 'ELANE', 'GP1BA', 'GP9', 'FCN3', 'FLNA', 'TFRC', 'F11', 'COLEC11', 'APOE', 'ITGA5', 'HFE', 'COLEC10', 'INHBE', 'PRDX4', 'INHBC', 'ITIH2', 'SERPIND1', 'CFH', 'C4BPB', 'APOA1', 'LRP1', 'F2', 'F9', 'GALNT12', 'TFR2', 'HP', 'FGB', 'APOA2', 'FGG', 'APOA4', 'CFI', 'SERPINC1', 'CFB', 'C2', 'CTSG', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'FCN1', 'GDPD1', 'PLAUR', 'PTK2', 'CP', 'HPX', 'HPR']
161	GO:BP	GO:0032374	regulation of cholesterol transport	1.8565665859649568e-06	True	"""Any process that modulates the frequency, rate or extent of the directed movement of cholesterol into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	62	98	7	15719	0.0714285714285714	0.1129032258064516	query_1	['GO:0030301', 'GO:0032371']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
162	GO:BP	GO:0002712	regulation of B cell mediated immunity	1.8565665859649568e-06	True	"""Any process that modulates the frequency, rate, or extent of B cell mediated immunity."" [GOC:add]"	62	98	7	15719	0.0714285714285714	0.1129032258064516	query_1	['GO:0002706', 'GO:0002822', 'GO:0019724']	['C3', 'CR1', 'TFRC', 'C4BPB', 'CD46', 'C4BPA', 'HPX']
163	GO:BP	GO:0032371	regulation of sterol transport	1.8565665859649568e-06	True	"""Any process that modulates the frequency, rate or extent of the directed movement of sterols into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	62	98	7	15719	0.0714285714285714	0.1129032258064516	query_1	['GO:0015918', 'GO:0032368']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOA4', 'APOC2']
160	GO:BP	GO:0002889	regulation of immunoglobulin mediated immune response	1.8565665859649568e-06	True	"""Any process that modulates the frequency, rate, or extent of an immunoglobulin mediated immune response."" [GOC:add]"	62	98	7	15719	0.0714285714285714	0.1129032258064516	query_1	['GO:0002712', 'GO:0016064']	['C3', 'CR1', 'TFRC', 'C4BPB', 'CD46', 'C4BPA', 'HPX']
164	GO:BP	GO:0007044	cell-substrate junction assembly	1.8963129419380693e-06	True	"""The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:mah]"	93	98	8	15719	0.0816326530612244	0.086021505376344	query_1	['GO:0034329', 'GO:0150115']	['RHOD', 'FN1', 'SRC', 'ITGB3', 'ITGA5', 'WHAMM', 'TLN1', 'PTK2']
165	GO:BP	GO:0048522	positive regulation of cellular process	1.950232216086684e-06	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	98	58	15719	0.5918367346938775	0.0110983543819364	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['RHOD', 'PTX3', 'C3', 'GP1BB', 'ITGB1', 'CR1', 'INHA', 'ITGAV', 'FN1', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'HBD', 'ELANE', 'GP1BA', 'GP9', 'FCN3', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'CFP', 'ITGA5', 'HFE', 'COLEC10', 'CRP', 'INHBE', 'INHBC', 'WHAMM', 'C4A', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'HP', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'APOA4', 'C2', 'CTSG', 'MBL2', 'VTN', 'APOC2', 'SLC40A1', 'FCN1', 'PLAUR', 'PTK2', 'HPX', 'HPR']
166	GO:BP	GO:0051235	maintenance of location	2.187219922702656e-06	True	"""Any process in which a cell, substance or cellular entity, such as a protein complex or organelle, is maintained in a location and prevented from moving elsewhere."" [GOC:ai, GOC:dph, GOC:tb]"	330	98	13	15719	0.1326530612244898	0.0393939393939393	query_1	['GO:0051179']	['C3', 'GP1BB', 'ITGAV', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'CRP', 'APOA1', 'F2', 'F9', 'ALB']
167	GO:BP	GO:0090207	regulation of triglyceride metabolic process	2.299976393091384e-06	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving triglyceride, any triester of glycerol."" [GOC:dph, GOC:sl, GOC:tb]"	39	98	6	15719	0.0612244897959183	0.1538461538461538	query_1	['GO:0006641', 'GO:0019216', 'GO:0031323']	['C3', 'APOC3', 'APOE', 'APOA1', 'APOA4', 'APOC2']
52	REAC	REAC:R-HSA-6798695	Neutrophil degranulation	2.5390399511494047e-06	True	Neutrophil degranulation	463	97	18	10022	0.1855670103092783	0.038876889848812	query_1	['REAC:R-HSA-168249']	['PTX3', 'C3', 'CR1', 'ITGAV', 'HBB', 'SERPINA3', 'ELANE', 'CFP', 'PRDX4', 'ORM2', 'HP', 'MPO', 'CTSG', 'SERPINA1', 'FCN1', 'PLAUR', 'A1BG', 'ORM1']
168	GO:BP	GO:0051179	localization	2.5961726666431707e-06	True	"""Any process in which a cell, a substance, or a cellular entity, such as a protein complex or organelle, is transported, tethered to or otherwise maintained in a specific location. In the case of substances, localization may also be achieved via selective degradation."" [GOC:ai, GOC:dos]"	4977	98	56	15719	0.5714285714285714	0.0112517580872011	query_1	['GO:0008150']	['PTX3', 'C3', 'GP1BB', 'ITGB1', 'APOC3', 'CR1', 'INHA', 'ITGAV', 'HBB', 'SRC', 'HEPH', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'FCN2', 'HBD', 'ELANE', 'GP1BA', 'GP9', 'FCN3', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'CFP', 'HFE', 'COLEC10', 'CRP', 'CFHR4', 'WHAMM', 'C4A', 'C4BPB', 'APOA1', 'LRP1', 'F2', 'TF', 'F9', 'TFR2', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'APOA4', 'CFI', 'C2', 'MBL2', 'C4BPA', 'VTN', 'APOC2', 'SLC40A1', 'FCN1', 'PTK2', 'CP', 'ALB', 'HPX']
169	GO:BP	GO:0010572	positive regulation of platelet activation	2.824442917746828e-06	True	"""Any process that increases the rate or frequency of platelet activation. Platelet activation is a series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue."" [GOC:dph, GOC:sl, GOC:tb]"	9	98	4	15719	0.0408163265306122	0.4444444444444444	query_1	['GO:0010543', 'GO:0030168', 'GO:0050867']	['GP1BB', 'GP1BA', 'GP9', 'FLNA']
170	GO:BP	GO:0030450	regulation of complement activation, classical pathway	2.824442917746828e-06	True	"""Any process that modulates the frequency, rate or extent of the classical pathway of complement activation."" [GOC:go_curators]"	9	98	4	15719	0.0408163265306122	0.4444444444444444	query_1	['GO:0002923', 'GO:0006958', 'GO:0030449']	['CR1', 'C4BPB', 'CD46', 'C4BPA']
171	GO:BP	GO:0071281	cellular response to iron ion	2.824442917746828e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an iron ion stimulus."" [GOC:mah]"	9	98	4	15719	0.0408163265306122	0.4444444444444444	query_1	['GO:0010039', 'GO:0071248']	['HFE', 'TF', 'TFR2', 'SLC40A1']
172	GO:BP	GO:0097006	regulation of plasma lipoprotein particle levels	3.0342486024292763e-06	True	"""Any process involved in the maintenance of internal levels of plasma lipoprotein particles within an organism."" [GOC:BHF]"	67	98	7	15719	0.0714285714285714	0.1044776119402985	query_1	['GO:0050789']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'MPO', 'APOA4', 'APOC2']
173	GO:BP	GO:0150115	cell-substrate junction organization	3.1705315817740467e-06	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-substrate junction. A cell-substrate junction is a specialized region of connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	100	98	8	15719	0.0816326530612244	0.08	query_1	['GO:0034330']	['RHOD', 'FN1', 'SRC', 'ITGB3', 'ITGA5', 'WHAMM', 'TLN1', 'PTK2']
174	GO:BP	GO:0016032	viral process	3.5986184481676542e-06	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	408	98	14	15719	0.1428571428571428	0.034313725490196	query_1	['GO:0008150']	['PTX3', 'ITGB1', 'CR1', 'ITGB5', 'ITGAV', 'ITGB3', 'FCN3', 'TFRC', 'APOE', 'ITGA5', 'CD46', 'MBL2', 'FCN1', 'ITGB6']
