KID syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
181	GO:BP	GO:0022407	regulation of cell-cell adhesion	3.2885057339098023e-12	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to another cell."" [GOC:isa_complete]"	465	101	22	15719	0.2178217821782178	0.0473118279569892	query_1	['GO:0030155', 'GO:0098609']	['SRC', 'FGA', 'TFRC', 'HFE', 'FYN', 'ITGA4', 'ZAP70', 'CXCL12', 'LYN', 'APOA1', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'VEGFA', 'CD81', 'VCAM1', 'PTK2', 'LCK', 'PTPN11']
182	GO:BP	GO:0030098	lymphocyte differentiation	3.779869054817061e-12	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	417	101	21	15719	0.2079207920792079	0.0503597122302158	query_1	['GO:0046649', 'GO:1903131']	['ITGB1', 'PIK3R2', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA4', 'ZAP70', 'MS4A1', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'PIK3R3', 'VCAM1', 'LCK', 'CD19', 'BLNK', 'CR2']
183	GO:BP	GO:0007173	epidermal growth factor receptor signaling pathway	3.823026785731486e-12	True	"""The series of molecular signals initiated by binding of a ligand to the tyrosine kinase receptor EGFR (ERBB1) on the surface of a cell. The pathway ends with regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	108	101	13	15719	0.1287128712871287	0.1203703703703703	query_1	['GO:0038127']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'CBL', 'PTPN11']
184	GO:BP	GO:0043551	regulation of phosphatidylinositol 3-kinase activity	4.276618594932986e-12	True	"""Any process that modulates the frequency, rate or extent of phosphatidylinositol 3-kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to an inositol lipid at the 3' position of the inositol ring."" [GOC:bf]"	45	101	10	15719	0.099009900990099	0.2222222222222222	query_1	['GO:0043550']	['PIK3R2', 'SRC', 'PIK3R1', 'LYN', 'PTK2B', 'PIK3R3', 'PTK2', 'CD19', 'PDGFRA', 'FLT1']
19	GO:CC	GO:0031091	platelet alpha granule	4.344223091791685e-12	True	"""A secretory organelle found in blood platelets, which is unique in that it exhibits further compartmentalization and acquires its protein content via two distinct mechanisms: (1) biosynthesis predominantly at the megakaryocyte (MK) level (with some vestigial platelet synthesis) (e.g. platelet factor 4) and (2) endocytosis and pinocytosis at both the MK and circulating platelet levels (e.g. fibrinogen (Fg) and IgG)."" [PMID:8467233]"	88	102	12	16420	0.1176470588235294	0.1363636363636363	query_1	['GO:0030141']	['VEGFB', 'FN1', 'FGA', 'ITGB3', 'TGFB3', 'HGF', 'ITGA2B', 'FGB', 'FGG', 'VEGFA', 'SERPINA1', 'ALB']
185	GO:BP	GO:0006909	phagocytosis	4.6765870594548354e-12	True	"""A vesicle-mediated transport process that results in the engulfment of external particulate material by phagocytes and their delivery to the lysosome. The particles are initially contained within phagocytic vacuoles (phagosomes), which then fuse with primary lysosomes to effect digestion of the particles."" [ISBN:0198506732]"	242	101	17	15719	0.1683168316831683	0.0702479338842975	query_1	['GO:0006897']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'FYN', 'LYN', 'APOA1', 'PIK3CA', 'VAV1', 'SYK', 'FCGR1A', 'IGHM', 'PTK2']
41	REAC	REAC:R-HSA-168256	Immune System	4.7252109288232756e-12	True	Immune System	1957	100	52	10022	0.52	0.0265712825753704	query_1	['REAC:0000000']	['RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'FN1', 'ITGAV', 'PIK3R2', 'FGA', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'PIK3CD', 'FYN', 'ITGA4', 'LAT', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'VTN', 'CD81', 'VCAM1', 'PTK2', 'LCK', 'CD19', 'BLNK', 'CBL', 'PTPN11', 'CR2', 'NANOG']
186	GO:BP	GO:0010033	response to organic substance	4.934402562031707e-12	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:sm, PMID:23356676]"	2672	101	49	15719	0.4851485148514851	0.0183383233532934	query_1	['GO:0042221']	['MET', 'GJB6', 'RAPGEF1', 'ITGB1', 'ADRA1A', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'CXCL12', 'LYN', 'GJB2', 'GRB2', 'NRP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'PTK2B', 'PIK3R3', 'CRKL', 'ABCC1', 'CD81', 'VCAM1', 'PTK2', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'PGF']
187	GO:BP	GO:1901700	response to oxygen-containing compound	5.855601813125538e-12	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	101	39	15719	0.3861386138613861	0.0228471001757469	query_1	['GO:0042221']	['MET', 'GJB6', 'RAPGEF1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'CXCL12', 'LYN', 'GJB2', 'GRB2', 'CXCR4', 'EGFR', 'PIK3CA', 'FGB', 'FGG', 'PTK2B', 'PIK3R3', 'CRKL', 'ABCC1', 'VCAM1', 'PTK2', 'CBL', 'PTPN11', 'PDGFRA']
188	GO:BP	GO:0006915	apoptotic process	6.058223225901362e-12	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	101	40	15719	0.396039603960396	0.0222345747637576	query_1	['GO:0012501']	['GJB6', 'ITGB1', 'PIK3CB', 'ADRA1A', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'TFRC', 'CTNNB1', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'CXCR4', 'EGFR', 'PIK3CA', 'KDR', 'FGB', 'PLCG1', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'PTK2', 'NRP1', 'LCK', 'ALB', 'CBL', 'ACKR3', 'SEMA4D']
189	GO:BP	GO:0042981	regulation of apoptotic process	7.2029514059351495e-12	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	101	35	15719	0.3465346534653465	0.0254360465116279	query_1	['GO:0006915', 'GO:0043067']	['ITGB1', 'PIK3CB', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'TFRC', 'CTNNB1', 'PIK3CD', 'ITGA5', 'ITGA4', 'CXCL12', 'LYN', 'EGFR', 'PIK3CA', 'KDR', 'FGB', 'PLCG1', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'PTK2', 'NRP1', 'LCK', 'ALB', 'CBL', 'ACKR3', 'SEMA4D']
190	GO:BP	GO:0051246	regulation of protein metabolic process	8.247352163891063e-12	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	2396	101	46	15719	0.4554455445544554	0.0191986644407345	query_1	['GO:0019538', 'GO:0051171', 'GO:0060255', 'GO:0080090']	['C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'APOA1', 'TFR2', 'PIK3CA', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'HPX', 'SEMA4D', 'FLT1', 'PGF']
191	GO:BP	GO:0031175	neuron projection development	8.966119640300304e-12	True	"""The process whose specific outcome is the progression of a neuron projection over time, from its formation to the mature structure. A neuron projection is any process extending from a neural cell, such as axons or dendrites (collectively called neurites)."" [GOC:mah]"	928	101	29	15719	0.2871287128712871	0.03125	query_1	['GO:0048666', 'GO:0120036']	['RAPGEF1', 'ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'CRK', 'HGF', 'CTNNB1', 'SOS1', 'FYN', 'ITGA4', 'CXCL12', 'LYN', 'TNC', 'NRP2', 'CXCR4', 'VCL', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
192	GO:BP	GO:0002252	immune effector process	9.04639686323125e-12	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	604	101	24	15719	0.2376237623762376	0.0397350993377483	query_1	['GO:0002376']	['RAPGEF1', 'C3', 'SRC', 'TGFB3', 'CRK', 'PLCG2', 'TFRC', 'PIK3CD', 'HFE', 'FYN', 'LAT', 'LYN', 'APOA1', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'IGHM', 'CD81', 'PTK2', 'CD19', 'CBL', 'HPX', 'CR2']
193	GO:BP	GO:0071310	cellular response to organic substance	9.04639686323125e-12	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic substance stimulus."" [GOC:mah]"	1915	101	41	15719	0.4059405940594059	0.0214099216710182	query_1	['GO:0010033', 'GO:0070887']	['GJB6', 'RAPGEF1', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PXN', 'FYN', 'ITGA4', 'CXCL12', 'LYN', 'GJB2', 'GRB2', 'NRP2', 'CXCR4', 'EGFR', 'APOA1', 'PIK3CA', 'FGB', 'SYK', 'FGG', 'PTK2B', 'PIK3R3', 'CRKL', 'ABCC1', 'VCAM1', 'PTK2', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'PGF']
194	GO:BP	GO:0010634	positive regulation of epithelial cell migration	9.787041954076408e-12	True	"""Any process that activates or increases the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	146	101	14	15719	0.1386138613861386	0.0958904109589041	query_1	['GO:0010631', 'GO:0010632', 'GO:0030335']	['MET', 'PIK3CB', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'PIK3CD', 'NRP2', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1']
195	GO:BP	GO:0050789	regulation of biological process	1.0221979392221378e-11	True	"""Any process that modulates the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:ai, GOC:go_curators]"	10508	101	97	15719	0.9603960396039604	0.0092310620479634	query_1	['GO:0008150', 'GO:0065007']	['MET', 'GJB6', 'RAPGEF1', 'C3', 'ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'CR2', 'PGF', 'PLXNA1', 'HPR', 'NANOG']
196	GO:BP	GO:0034329	cell junction assembly	1.0221979392221378e-11	True	"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]"	390	101	20	15719	0.198019801980198	0.0512820512820512	query_1	['GO:0022607', 'GO:0034330']	['GJB6', 'RAPGEF1', 'PLXNB1', 'FN1', 'SRC', 'ITGB3', 'CRK', 'CTNNB1', 'ITGA5', 'GJB1', 'GJB2', 'KDR', 'VCL', 'PTK2B', 'VEGFA', 'CRKL', 'TLN1', 'PTK2', 'NRP1', 'SEMA4D']
197	GO:BP	GO:0032879	regulation of localization	1.0828420176609058e-11	True	"""Any process that modulates the frequency, rate or extent of any process in which a cell, a substance, or a cellular entity is transported to, or maintained in, a specific location."" [GOC:mah]"	2021	101	42	15719	0.4158415841584158	0.0207817911924789	query_1	['GO:0050789', 'GO:0051179']	['RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'CXCL12', 'MS4A1', 'LYN', 'CXCR4', 'EGFR', 'APOA1', 'TF', 'TFR2', 'FGB', 'VCL', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'CD81', 'NRP1', 'LCK', 'CD19', 'CBL', 'PTPN11']
198	GO:BP	GO:0048588	developmental cell growth	1.2914436485059602e-11	True	"""The growth of a cell, where growth contributes to the progression of the cell over time from one condition to another."" [GOC:go_curators, GOC:isa_complete]"	219	101	16	15719	0.1584158415841584	0.0730593607305936	query_1	['GO:0016049', 'GO:0048468', 'GO:0048589']	['ITGB1', 'ADRA1A', 'FN1', 'SPP1', 'CTNNB1', 'ITGA4', 'CXCL12', 'NRP2', 'CXCR4', 'VCL', 'VEGFA', 'SH3GL2', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
199	GO:BP	GO:0001935	endothelial cell proliferation	1.5227544688966548e-11	True	"""The multiplication or reproduction of endothelial cells, resulting in the expansion of a cell population. Endothelial cells are thin flattened cells which line the inside surfaces of body cavities, blood vessels, and lymph vessels, making up the endothelium."" [GOC:add, ISBN:0781735149]"	151	101	14	15719	0.1386138613861386	0.0927152317880794	query_1	['GO:0050673']	['PIK3CB', 'VEGFB', 'ITGB3', 'PIK3CD', 'ITGA4', 'CXCL12', 'NRP2', 'APOA1', 'KDR', 'PLCG1', 'VEGFA', 'NRP1', 'FLT1', 'PGF']
200	GO:BP	GO:0038094	Fc-gamma receptor signaling pathway	1.5599274151754527e-11	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin G (IgG) to an Fc-gamma receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:11244038]"	35	101	9	15719	0.0891089108910891	0.2571428571428571	query_1	['GO:0038093']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'PTK2', 'LCK']
201	GO:BP	GO:2000026	regulation of multicellular organismal development	1.579383900861457e-11	True	"""Any process that modulates the frequency, rate or extent of multicellular organismal development."" [GOC:obol]"	1334	101	34	15719	0.3366336633663366	0.025487256371814	query_1	['GO:0007275', 'GO:0050793', 'GO:0051239']	['C3', 'ITGB1', 'PIK3CB', 'VEGFB', 'PLXNB1', 'FN1', 'SPP1', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'ZAP70', 'CXCL12', 'LYN', 'CXCR4', 'KDR', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'PTPN11', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
202	GO:BP	GO:0070527	platelet aggregation	1.5891326466707902e-11	True	"""The adhesion of one platelet to one or more other platelets via adhesion molecules."" [GOC:BHF, GOC:vk]"	71	101	11	15719	0.1089108910891089	0.1549295774647887	query_1	['GO:0030168', 'GO:0034109']	['PIK3CB', 'FN1', 'FGA', 'ITGB3', 'LYN', 'FGB', 'VCL', 'SYK', 'FGG', 'TLN1', 'PDGFRA']
203	GO:BP	GO:0030183	B cell differentiation	1.635806669261451e-11	True	"""The process in which a precursor cell type acquires the specialized features of a B cell. A B cell is a lymphocyte of B lineage with the phenotype CD19-positive and capable of B cell mediated immunity."" [GO_REF:0000022, GOC:mah]"	152	101	14	15719	0.1386138613861386	0.0921052631578947	query_1	['GO:0030098', 'GO:0042113']	['ITGB1', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'ITGA4', 'MS4A1', 'SYK', 'PTK2B', 'PIK3R3', 'VCAM1', 'CD19', 'BLNK', 'CR2']
20	GO:CC	GO:0045121	membrane raft	1.660013275861163e-11	True	"""Any of the small (10-200 nm), heterogeneous, highly dynamic, sterol- and sphingolipid-enriched membrane domains that compartmentalize cellular processes. Small rafts can sometimes be stabilized to form larger platforms through protein-protein and protein-lipid interactions."" [PMID:16645198, PMID:20044567]"	318	102	18	16420	0.1764705882352941	0.0566037735849056	query_1	['GO:0098857']	['ITGB1', 'ADRA1A', 'SRC', 'CRK', 'CTNNB1', 'FYN', 'LAT', 'ZAP70', 'MS4A1', 'LYN', 'LCP2', 'EGFR', 'KDR', 'VCL', 'PTK2B', 'LCK', 'CD19', 'CBL']
21	GO:CC	GO:0098857	membrane microdomain	1.6710612933472178e-11	True	"""A membrane region with a lipid composition that is distinct from that of the membrane regions that surround it."" [PMID:20044567, PMID:26253820]"	319	102	18	16420	0.1764705882352941	0.0564263322884012	query_1	['GO:0016020']	['ITGB1', 'ADRA1A', 'SRC', 'CRK', 'CTNNB1', 'FYN', 'LAT', 'ZAP70', 'MS4A1', 'LYN', 'LCP2', 'EGFR', 'KDR', 'VCL', 'PTK2B', 'LCK', 'CD19', 'CBL']
204	GO:BP	GO:0038127	ERBB signaling pathway	1.70085916699545e-11	True	"""The series of molecular signals initiated by binding of a ligand to a member of the ERBB family of receptor tyrosine kinases on the surface of a cell, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:jc, PMID:16460914, Wikipedia:ErbB]"	122	101	13	15719	0.1287128712871287	0.1065573770491803	query_1	['GO:0007169']	['BCAR1', 'SRC', 'SHC1', 'SOS1', 'GRB2', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'PTK2', 'CBL', 'PTPN11']
205	GO:BP	GO:0065007	biological regulation	1.8373345269541348e-11	True	"""Any process that modulates a measurable attribute of any biological process, quality or function."" [GOC:dph, GOC:isa_complete, GOC:mah, GOC:pr, GOC:vw]"	10874	101	98	15719	0.9702970297029704	0.0090123229722273	query_1	['GO:0008150']	['MET', 'GJB6', 'RAPGEF1', 'C3', 'ITGB1', 'ITGA9', 'PIK3CB', 'ITGB5', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA2B', 'KCNK1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'LAT', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'LCP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'ABCC1', 'VTN', 'CD81', 'TLN1', 'VCAM1', 'L1CAM', 'PTK2', 'ITGB6', 'NRP1', 'LCK', 'CD19', 'BLNK', 'ALB', 'CBL', 'PTPN11', 'ACKR3', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'CR2', 'PGF', 'PLXNA1', 'HPR', 'NANOG']
206	GO:BP	GO:0044409	entry into host	2.1124503883636835e-11	True	"""Entry of a symbiont into the body, tissues, or cells of a host organism as part of the symbiont life cycle. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:vw]"	155	101	14	15719	0.1386138613861386	0.0903225806451612	query_1	['GO:0044000']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'TFRC', 'ITGA5', 'CXCR4', 'EGFR', 'CD81', 'ITGB6', 'NRP1', 'CBL', 'CR2']
42	REAC	REAC:R-HSA-9669938	Signaling by KIT in disease	2.2991818915366912e-11	True	Signaling by KIT in disease	17	100	8	10022	0.08	0.4705882352941176	query_1	['REAC:R-HSA-5663202']	['PIK3R2', 'PIK3R1', 'SOS1', 'FYN', 'LYN', 'PIK3CA', 'PIK3R3', 'LCK']
43	REAC	REAC:R-HSA-9670439	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	2.2991818915366912e-11	True	Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants	17	100	8	10022	0.08	0.4705882352941176	query_1	['REAC:R-HSA-9669938']	['PIK3R2', 'PIK3R1', 'SOS1', 'FYN', 'LYN', 'PIK3CA', 'PIK3R3', 'LCK']
207	GO:BP	GO:0040007	growth	2.456145522194602e-11	True	"""The increase in size or mass of an entire organism, a part of an organism or a cell."" [GOC:bf, GOC:ma]"	898	101	28	15719	0.2772277227722772	0.0311804008908685	query_1	['GO:0008150']	['ITGB1', 'ADRA1A', 'FN1', 'BCAR1', 'SRC', 'SPP1', 'CRK', 'CTNNB1', 'SOS1', 'ITGA4', 'CXCL12', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'PIK3CA', 'VCL', 'ERBB2', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'CD81', 'L1CAM', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
44	REAC	REAC:R-HSA-8853659	RET signaling	3.122767036243721e-11	True	RET signaling	38	100	10	10022	0.1	0.2631578947368421	query_1	['REAC:R-HSA-422475']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CD', 'PIK3CA', 'PLCG1', 'PIK3R3', 'PTPN11']
208	GO:BP	GO:0150115	cell-substrate junction organization	3.135522989291914e-11	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-substrate junction. A cell-substrate junction is a specialized region of connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	100	101	12	15719	0.1188118811881188	0.12	query_1	['GO:0034330']	['FN1', 'SRC', 'ITGB3', 'PIK3R1', 'ITGA5', 'KDR', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'NRP1']
22	GO:CC	GO:0019898	extrinsic component of membrane	3.159761503755586e-11	True	"""The component of a membrane consisting of gene products and protein complexes that are loosely bound to one of its surfaces, but not integrated into the hydrophobic region."" [GOC:dos, GOC:jl, GOC:mah]"	286	102	17	16420	0.1666666666666666	0.0594405594405594	query_1	['GO:0016020', 'GO:0110165']	['PIK3CB', 'PIK3R2', 'SRC', 'PIK3R1', 'CTNNB1', 'PIK3CD', 'FYN', 'ZAP70', 'LYN', 'TF', 'PIK3CA', 'SYK', 'PTK2B', 'PIK3R3', 'CRKL', 'PTK2', 'LCK']
209	GO:BP	GO:0042110	T cell activation	3.2430323297179883e-11	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	525	101	22	15719	0.2178217821782178	0.0419047619047619	query_1	['GO:0046649']	['PIK3R2', 'SRC', 'PIK3R1', 'ITK', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'HFE', 'FYN', 'LAT', 'ZAP70', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'PIK3R3', 'CD81', 'VCAM1', 'LCK', 'PTPN11']
45	REAC	REAC:R-HSA-210990	PECAM1 interactions	3.349978111560994e-11	True	PECAM1 interactions	11	100	7	10022	0.07	0.6363636363636364	query_1	['REAC:R-HSA-202733']	['ITGAV', 'ITGB3', 'FYN', 'LYN', 'PLCG1', 'LCK', 'PTPN11']
