Ataxia-telangiectasia	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
165	REAC	REAC:R-HSA-5656169	Termination of translesion DNA synthesis	8.369223470249796e-19	True	Termination of translesion DNA synthesis	32	100	12	17376	0.12	0.375	query_1	['REAC:R-HSA-110313']	['POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
166	GO:CC	GO:0032993	protein-DNA complex	8.66412489191696e-19	True	"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]"	226	100	21	17376	0.21	0.0929203539823008	query_1	['GO:0032991']	['RPA4', 'XPA', 'POLD3', 'RAD52', 'XRCC6', 'POLD4', 'H2AX', 'RPA2', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'PARP1', 'XRCC5', 'RPA1', 'PRIM2', 'PRKDC', 'POLA2', 'KAT5', 'POLD1', 'POLD2']
167	GO:CC	GO:0043231	intracellular membrane-bounded organelle	1.1208456260971257e-18	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11246	100	100	17376	1.0	0.0088920505068468	query_1	['GO:0043227', 'GO:0043229']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'WDR20', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
168	GO:BP	GO:0061982	meiosis I cell cycle process	1.2117070072385069e-18	True	"""A process that contributes to the first meiotic division. The first meiotic division is the reductive division resulting in the separation of homologous chromosome pairs."" [PMID:29385397]"	132	100	18	17376	0.18	0.1363636363636363	query_1	['GO:1903046']	['BRIP1', 'MUS81', 'RAD50', 'RAD51AP1', 'RAD51D', 'MLH1', 'BRCA2', 'ERCC1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B', 'MSH6']
169	GO:BP	GO:0080135	regulation of cellular response to stress	1.989039765866291e-18	True	"""Any process that modulates the frequency, rate or extent of a cellular response to stress. Cellular response to stress is a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	681	100	31	17376	0.31	0.0455212922173274	query_1	['GO:0033554', 'GO:0050794', 'GO:0080134']	['RBBP8', 'AKT1', 'USP1', 'TP53BP1', 'RAD52', 'RAD51AP1', 'WDR48', 'H2AX', 'RPA2', 'OGG1', 'BRCA2', 'PHLPP1', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'ATRIP', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'TP53', 'PNKP', 'KDM1A', 'RNF8']
170	REAC	REAC:R-HSA-73857	RNA Polymerase II Transcription	2.041274683919648e-18	True	RNA Polymerase II Transcription	1272	100	39	17376	0.39	0.0306603773584905	query_1	['REAC:R-HSA-74160']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'RAD51D', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53']
171	GO:BP	GO:0045930	negative regulation of mitotic cell cycle	2.2232640378795285e-18	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	225	100	21	17376	0.21	0.0933333333333333	query_1	['GO:0000278', 'GO:0007346', 'GO:0045786']	['RBBP8', 'HUS1', 'RAD9B', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'XRCC3', 'TP53']
172	GO:BP	GO:0002520	immune system development	2.4575001847766746e-18	True	"""The process whose specific outcome is the progression of an organismal system whose objective is to provide calibrated responses by an organism to a potential internal or invasive threat, over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:add, GOC:dph]"	194	100	20	17376	0.2	0.1030927835051546	query_1	['GO:0002376', 'GO:0048731']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PHLPP1', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'POLB', 'TP53', 'RNF8', 'MSH6']
173	GO:BP	GO:1903047	mitotic cell cycle process	2.4575001847766746e-18	True	"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	746	100	32	17376	0.32	0.0428954423592493	query_1	['GO:0000278', 'GO:0022402']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'LIG1', 'BRCA2', 'POLA1', 'PCNA', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'KAT5', 'BARD1', 'XRCC3', 'RAD51C', 'TP53', 'RAD51B', 'POLE']
174	GO:BP	GO:0008152	metabolic process	2.7718676292392866e-18	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10396	100	98	17376	0.98	0.0094267025779145	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
175	REAC	REAC:R-HSA-174437	Removal of the Flap Intermediate from the C-strand	2.7990356528483608e-18	True	Removal of the Flap Intermediate from the C-strand	17	100	10	17376	0.1	0.5882352941176471	query_1	['REAC:R-HSA-174414']	['POLD3', 'FEN1', 'POLD4', 'RPA2', 'PCNA', 'RPA3', 'RPA1', 'POLD1', 'WRN', 'POLD2']
176	GO:BP	GO:0007346	regulation of mitotic cell cycle	4.9576334810251985e-18	True	"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	487	100	27	17376	0.27	0.055441478439425	query_1	['GO:0000278', 'GO:0051726']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'BRCA2', 'RPA3', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'XRCC3', 'RAD51C', 'TP53', 'RAD51B']
177	REAC	REAC:R-HSA-68952	DNA replication initiation	5.2819716739214404e-18	True	DNA replication initiation	8	100	8	17376	0.08	1.0	query_1	['REAC:R-HSA-69239']	['POLE4', 'POLA1', 'PRIM1', 'POLE3', 'PRIM2', 'POLA2', 'POLE2', 'POLE']
178	GO:BP	GO:0000278	mitotic cell cycle	5.732496277761058e-18	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	896	100	34	17376	0.34	0.0379464285714285	query_1	['GO:0007049']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'LIG1', 'BRCA2', 'POLA1', 'PCNA', 'RPA3', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC2', 'KAT5', 'BARD1', 'XRCC3', 'RAD51C', 'TP53', 'RAD51B', 'POLE']
179	REAC	REAC:R-HSA-110313	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	1.3225825458245207e-17	True	Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template	39	100	12	17376	0.12	0.3076923076923077	query_1	['REAC:R-HSA-73893']	['POLD3', 'POLD4', 'RPA2', 'POLE4', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'POLD1', 'POLE2', 'POLE', 'POLD2']
180	GO:BP	GO:0009411	response to UV	1.3325557146685541e-17	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:hb]"	151	100	18	17376	0.18	0.119205298013245	query_1	['GO:0009416']	['HUS1', 'AKT1', 'XPA', 'MSH2', 'USP1', 'POLD3', 'FEN1', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'WRN', 'TP53', 'KDM1A', 'MSH6']
181	GO:BP	GO:0019953	sexual reproduction	3.2696369825407345e-17	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1018	100	35	17376	0.35	0.0343811394891945	query_1	['GO:0000003']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'RAD51D', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'AR', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'XRCC2', 'KAT5', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B', 'RNF8', 'MSH6']
182	REAC	REAC:R-HSA-69091	Polymerase switching	5.2426410285997843e-17	True	Polymerase switching	14	100	9	17376	0.09	0.6428571428571429	query_1	['REAC:R-HSA-69109', 'REAC:R-HSA-69186']	['POLD3', 'POLD4', 'POLA1', 'PRIM1', 'PCNA', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
183	REAC	REAC:R-HSA-69109	Leading Strand Synthesis	5.2426410285997843e-17	True	Leading Strand Synthesis	14	100	9	17376	0.09	0.6428571428571429	query_1	['REAC:R-HSA-69190']	['POLD3', 'POLD4', 'POLA1', 'PRIM1', 'PCNA', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
184	REAC	REAC:0000000	REACTOME root term	5.966748636200666e-17	True	REACTOME root term	9962	100	95	17376	0.95	0.0095362377032724	query_1	[]	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'WDR20', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'EXO1', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
185	REAC	REAC:R-HSA-74160	Gene expression (Transcription)	6.072297387949332e-17	True	Gene expression (Transcription)	1407	100	39	17376	0.39	0.0277185501066098	query_1	['REAC:0000000']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'RAD51D', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53']
186	GO:BP	GO:0036297	interstrand cross-link repair	8.991993444368898e-17	True	"""Removal of a DNA interstrand crosslink (a covalent attachment of DNA bases on opposite strands of the DNA) and restoration of the DNA. DNA interstrand crosslinks occur when both strands of duplex DNA are covalently tethered together (e.g. by an exogenous or endogenous agent), thus preventing the strand unwinding necessary for essential DNA functions such as transcription and replication."" [GOC:vw, PMID:16464006, PMID:22064477]"	40	100	12	17376	0.12	0.3	query_1	['GO:0006281']	['XPA', 'FANCI', 'RAD51AP1', 'RAD51D', 'ATR', 'ERCC1', 'ERCC4', 'FANCD2', 'RAD51', 'XRCC3', 'SLX4', 'RNF8']
187	GO:BP	GO:0000722	telomere maintenance via recombination	2.5497708228425747e-16	True	"""Any recombinational process that contributes to the maintenance of proper telomeric length."" [GOC:elh, PMID:11850777]"	14	100	9	17376	0.09	0.6428571428571429	query_1	['GO:0000723', 'GO:0006312']	['RAD50', 'RAD51D', 'BRCA2', 'ERCC1', 'ERCC4', 'RAD51', 'XRCC1', 'XRCC3', 'RAD51C']
188	GO:CC	GO:1902494	catalytic complex	3.138605703007351e-16	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1713	100	42	17376	0.42	0.0245183887915936	query_1	['GO:0032991']	['MUS81', 'TP53BP1', 'POLD3', 'FANCI', 'LIG3', 'XRCC6', 'PAXIP1', 'LIG4', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'RAD51', 'TOP3A', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'SLX4', 'RAD51C', 'RMI2', 'POLE2', 'RMI1', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2']
189	GO:BP	GO:0007127	meiosis I	4.771387440765476e-16	True	"""The first meiotic nuclear division in which homologous chromosomes are paired and segregated from each other, producing two haploid daughter nuclei."" [GOC:dph, GOC:jl, GOC:mtg_cell_cycle, PMID:9334324]"	126	100	16	17376	0.16	0.1269841269841269	query_1	['GO:0061982', 'GO:0140013']	['BRIP1', 'MUS81', 'RAD50', 'RAD51AP1', 'RAD51D', 'MLH1', 'BRCA2', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B']
190	GO:BP	GO:0022414	reproductive process	9.5781438784632e-16	True	"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]"	1456	100	39	17376	0.39	0.0267857142857142	query_1	['GO:0000003', 'GO:0008150']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'RAD51D', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'PRKDC', 'XRCC2', 'KAT5', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B', 'RNF8', 'MSH6']
191	GO:BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis	1.1177191276572132e-15	True	"""The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis."" [GOC:dph, GOC:tb]"	228	100	19	17376	0.19	0.0833333333333333	query_1	['GO:0090304']	['RBBP8', 'MUS81', 'RAD50', 'APLF', 'FEN1', 'TDP1', 'RAD1', 'PMS2', 'APTX', 'ERCC4', 'ATRIP', 'RAD9A', 'MRE11', 'APEX1', 'EXO1', 'POLD1', 'WRN', 'PNKP', 'POLE']
192	GO:BP	GO:0000003	reproduction	1.1565268903329165e-15	True	"""The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."" [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]"	1465	100	39	17376	0.39	0.0266211604095563	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'BRIP1', 'AKT1', 'NBN', 'MUS81', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'RAD51D', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'HUS1B', 'EXO1', 'CDK2', 'PRKDC', 'XRCC2', 'KAT5', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B', 'RNF8', 'MSH6']
193	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	1.2338139447031728e-15	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	108	100	15	17376	0.15	0.1388888888888889	query_1	['GO:0044839', 'GO:1901987']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'RAD51C', 'TP53', 'RAD51B']
194	GO:BP	GO:0022616	DNA strand elongation	2.5113442613017238e-15	True	"""The DNA metabolic process in which an existing DNA strand is extended by activities including the addition of nucleotides to the 3' end of the strand."" [GOC:isa_complete, GOC:mah]"	37	100	11	17376	0.11	0.2972972972972973	query_1	['GO:0006259']	['NBN', 'POLD3', 'RAD50', 'LIG3', 'LIG1', 'POLA1', 'PCNA', 'POLE3', 'MRE11', 'POLE', 'POLD2']
195	GO:BP	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	2.8322652454281604e-15	True	"""A mitotic cell cycle checkpoint that slows DNA synthesis in response to DNA damage by the prevention of new origin firing and the stabilization of slow replication fork progression."" [GOC:vw]"	17	100	9	17376	0.09	0.5294117647058824	query_1	['GO:0044773']	['HUS1', 'RAD9B', 'MUS81', 'MSH2', 'MDC1', 'FANCD2', 'RAD9A', 'MRE11', 'HUS1B']
196	GO:CC	GO:0043227	membrane-bounded organelle	3.390268966153456e-15	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12190	100	100	17376	1.0	0.0082034454470877	query_1	['GO:0043226']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'WDR20', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
197	REAC	REAC:R-HSA-69206	G1/S Transition	4.4836831214845366e-15	True	G1/S Transition	130	100	15	17376	0.15	0.1153846153846153	query_1	['REAC:R-HSA-453279']	['RPA4', 'AKT1', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLE2', 'POLE']
198	GO:CC	GO:0043229	intracellular organelle	4.726315571776663e-15	True	"""Organized structure of distinctive morphology and function, occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:go_curators]"	12235	100	100	17376	1.0	0.008173273395995	query_1	['GO:0005622', 'GO:0043226']	['RBBP8', 'HUS1', 'RPA4', 'BRIP1', 'AKT1', 'RAD9B', 'XPA', 'NBN', 'MUS81', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'FANCI', 'RAD52', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'RAD51D', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'WDR20', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PHLPP1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'PRIM2', 'HUS1B', 'EXO1', 'USP46', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'XRCC2', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'XRCC3', 'SLX4', 'RAD51C', 'RMI2', 'NDUFAF5', 'POLE2', 'RMI1', 'TP53', 'PHLPP2', 'PNKP', 'NEIL1', 'RAD51B', 'KDM1A', 'POLE', 'POLD2', 'RNF8', 'PALB2', 'MSH6']
199	GO:BP	GO:0140013	meiotic nuclear division	9.694413374178872e-15	True	"""One of the two nuclear divisions that occur as part of the meiotic cell cycle."" [PMID:9334324]"	184	100	17	17376	0.17	0.092391304347826	query_1	['GO:0000280', 'GO:1903046']	['BRIP1', 'MUS81', 'RAD50', 'RAD51AP1', 'RAD51D', 'MLH1', 'BRCA2', 'RAD1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'SLX4', 'RAD51C', 'RMI1', 'RAD51B']
200	GO:BP	GO:2000779	regulation of double-strand break repair	1.835196839215572e-14	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	129	100	15	17376	0.15	0.1162790697674418	query_1	['GO:0006282', 'GO:0006302']	['RBBP8', 'TP53BP1', 'RAD51AP1', 'WDR48', 'RPA2', 'OGG1', 'ATR', 'PARP1', 'ATRIP', 'RAD51', 'PRKDC', 'KAT5', 'RMI2', 'PNKP', 'KDM1A']
201	REAC	REAC:R-HSA-453279	Mitotic G1 phase and G1/S transition	2.857786497943804e-14	True	Mitotic G1 phase and G1/S transition	147	100	15	17376	0.15	0.1020408163265306	query_1	['REAC:R-HSA-69278']	['RPA4', 'AKT1', 'RPA2', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'RPA3', 'RPA1', 'POLE3', 'PRIM2', 'CDK2', 'POLA2', 'POLE2', 'POLE']
