FG syndrome type 1	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
318	GO:BP	GO:0071840	cellular component organization or biogenesis	3.063264854108693e-08	True	"""A process that results in the biosynthesis of constituent macromolecules, assembly, arrangement of constituent parts, or disassembly of a cellular component."" [GOC:mah]"	6232	100	69	15719	0.69	0.0110718870346598	query_1	['GO:0009987']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PIK3CB', 'ITGB5', 'PLXNB1', 'FN1', 'ITGAV', 'PIK3R2', 'BCAR1', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'ITGA5', 'HFE', 'PXN', 'FYN', 'GJB1', 'ITGA4', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'FCGR1A', 'FGG', 'ERBB2', 'CERS2', 'SH3KBP1', 'PTK2B', 'IGHM', 'VEGFA', 'SH3GL2', 'CRKL', 'ABCC1', 'VTN', 'TLN1', 'L1CAM', 'PTK2', 'NRP1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'GOLGA5', 'PLXNA1']
319	GO:BP	GO:0071674	mononuclear cell migration	3.104329338196468e-08	True	"""The movement of a mononuclear cell within or between different tissues and organs of the body."" [GOC:mah]"	188	100	12	15719	0.12	0.0638297872340425	query_1	['GO:0050900']	['ITGB3', 'CRK', 'PIK3CD', 'ITGA4', 'ZAP70', 'CXCL12', 'LYN', 'CXCR4', 'PTK2B', 'CRKL', 'PTK2', 'FLT1']
39	GO:CC	GO:0031252	cell leading edge	3.1566548448204376e-08	True	"""The area of a motile cell closest to the direction of movement."" [GOC:pg]"	406	101	16	16420	0.1584158415841584	0.0394088669950738	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'CTNNB1', 'ITGA5', 'PXN', 'CXCR4', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'TLN1']
320	GO:BP	GO:0001952	regulation of cell-matrix adhesion	3.3073487175869094e-08	True	"""Any process that modulates the frequency, rate or extent of attachment of a cell to the extracellular matrix."" [GOC:hjd]"	114	100	10	15719	0.1	0.087719298245614	query_1	['GO:0007160', 'GO:0010810']	['PIK3CB', 'SRC', 'ITGB3', 'PIK3R1', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'NRP1']
321	GO:BP	GO:0030029	actin filament-based process	3.3348693060561626e-08	True	"""Any cellular process that depends upon or alters the actin cytoskeleton, that part of the cytoskeleton comprising actin filaments and their associated proteins."" [GOC:mah]"	779	100	22	15719	0.22	0.0282413350449293	query_1	['GO:0009987']	['MET', 'ITGB1', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PXN', 'CXCL12', 'GRB2', 'APOA1', 'TF', 'PIK3CA', 'SH3KBP1', 'PTK2B', 'TLN1', 'NRP1', 'PDGFRA']
86	REAC	REAC:R-HSA-180292	GAB1 signalosome	4.1064551039223723e-08	True	GAB1 signalosome	16	99	6	10022	0.0606060606060606	0.375	query_1	['REAC:R-HSA-177929']	['SRC', 'PIK3R1', 'PXN', 'EGFR', 'PIK3CA', 'PTPN11']
322	GO:BP	GO:0043491	protein kinase B signaling	4.395231297825701e-08	True	"""A series of reactions, mediated by the intracellular serine/threonine kinase protein kinase B (also called AKT), which occurs as a result of a single trigger reaction or compound."" [GOC:bf, PMID:20517722]"	194	100	12	15719	0.12	0.0618556701030927	query_1	['GO:0035556']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'VEGFB', 'SRC', 'PIK3CD', 'EGFR', 'PIK3CA', 'VEGFA', 'PIK3R3', 'PTK2']
323	GO:BP	GO:0031032	actomyosin structure organization	5.213962537137575e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]"	197	100	12	15719	0.12	0.0609137055837563	query_1	['GO:0030036']	['MET', 'ITGB1', 'ITGB5', 'PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'APOA1', 'PTK2B', 'NRP1', 'PDGFRA']
324	GO:BP	GO:0048513	animal organ development	5.912366609494877e-08	True	"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]"	2936	100	44	15719	0.44	0.0149863760217983	query_1	['GO:0048856']	['MET', 'ITGB1', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'FYN', 'CXCL12', 'MED12', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'PIK3CA', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
325	GO:BP	GO:0045859	regulation of protein kinase activity	6.238497017669087e-08	True	"""Any process that modulates the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	593	100	19	15719	0.19	0.0320404721753794	query_1	['GO:0001932', 'GO:0043549']	['PIK3CB', 'ADRA1A', 'SRC', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'LAT', 'LYN', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PTK2', 'CBL', 'FLT1']
326	GO:BP	GO:0045595	regulation of cell differentiation	6.261807674279307e-08	True	"""Any process that modulates the frequency, rate or extent of cell differentiation, the process in which relatively unspecialized cells acquire specialized structural and functional features."" [GOC:go_curators]"	1479	100	30	15719	0.3	0.0202839756592292	query_1	['GO:0030154', 'GO:0050793', 'GO:0050794']	['ITGB1', 'PLXNB1', 'FN1', 'ITGAV', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'CTNNB1', 'SOS1', 'ZAP70', 'CXCL12', 'LYN', 'CXCR4', 'EGFR', 'VCL', 'SYK', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'PDGFRA', 'SEMA4D', 'PLXNA1', 'NANOG']
327	GO:BP	GO:0008286	insulin receptor signaling pathway	6.286051134125063e-08	True	"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]"	122	100	10	15719	0.1	0.081967213114754	query_1	['GO:0007169', 'GO:0032869']	['PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PIK3CA', 'PIK3R3', 'PTPN11']
88	REAC	REAC:R-HSA-6802952	Signaling by BRAF and RAF1 fusions	6.427089730041919e-08	True	Signaling by BRAF and RAF1 fusions	63	99	9	10022	0.0909090909090909	0.1428571428571428	query_1	['REAC:R-HSA-6802957']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'VCL', 'FGG', 'TLN1']
87	REAC	REAC:R-HSA-187037	Signaling by NTRK1 (TRKA)	6.427089730041919e-08	True	Signaling by NTRK1 (TRKA)	110	99	11	10022	0.1111111111111111	0.1	query_1	['REAC:R-HSA-166520']	['RAPGEF1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PIK3CA', 'PLCG1', 'SH3GL2', 'CRKL']
40	GO:CC	GO:0034774	secretory granule lumen	6.526412577847447e-08	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	313	101	14	16420	0.1386138613861386	0.0447284345047923	query_1	['GO:0030141', 'GO:0060205']	['C3', 'VEGFB', 'FN1', 'FGA', 'TGFB3', 'HGF', 'APOA1', 'TF', 'FGB', 'VCL', 'FGG', 'VEGFA', 'SERPINA1', 'ALB']
41	GO:CC	GO:0060205	cytoplasmic vesicle lumen	7.19305695998308e-08	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	101	14	16420	0.1386138613861386	0.0443037974683544	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['C3', 'VEGFB', 'FN1', 'FGA', 'TGFB3', 'HGF', 'APOA1', 'TF', 'FGB', 'VCL', 'FGG', 'VEGFA', 'SERPINA1', 'ALB']
89	REAC	REAC:R-HSA-373755	Semaphorin interactions	7.331573740713114e-08	True	Semaphorin interactions	64	99	9	10022	0.0909090909090909	0.140625	query_1	['REAC:R-HSA-422475']	['MET', 'ITGB1', 'PLXNB1', 'FYN', 'ERBB2', 'TLN1', 'NRP1', 'SEMA4D', 'PLXNA1']
328	GO:BP	GO:0030307	positive regulation of cell growth	7.599341673384859e-08	True	"""Any process that activates or increases the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	162	100	11	15719	0.11	0.0679012345679012	query_1	['GO:0001558', 'GO:0016049', 'GO:0045927', 'GO:0048522']	['FN1', 'CRK', 'CXCL12', 'CXCR4', 'EGFR', 'ERBB2', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
329	GO:BP	GO:0010594	regulation of endothelial cell migration	8.082275652588629e-08	True	"""Any process that modulates the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	163	100	11	15719	0.11	0.0674846625766871	query_1	['GO:0010632', 'GO:0043542']	['MET', 'PIK3CB', 'BCAR1', 'ITGB3', 'PIK3CD', 'NRP2', 'PLCG1', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1']
330	GO:BP	GO:0038095	Fc-epsilon receptor signaling pathway	8.29063919442723e-08	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin E (IgE) to an Fc-epsilon receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:12413516, PMID:15048725]"	24	100	6	15719	0.06	0.25	query_1	['GO:0038093']	['PLCG2', 'SOS1', 'LYN', 'VAV1', 'SYK', 'PLCG1']
331	GO:BP	GO:0048729	tissue morphogenesis	8.48594203732158e-08	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	605	100	19	15719	0.19	0.0314049586776859	query_1	['GO:0009653', 'GO:0009888']	['MET', 'ITGB1', 'SRC', 'ITGB3', 'HGF', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'MED12', 'GRB2', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'VCL', 'VEGFA', 'NRP1', 'PLXNA1']
332	GO:BP	GO:0051896	regulation of protein kinase B signaling	8.540581774581452e-08	True	"""Any process that modulates the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B."" [GOC:ai]"	164	100	11	15719	0.11	0.0670731707317073	query_1	['GO:0043491', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'VEGFB', 'SRC', 'PIK3CD', 'EGFR', 'PIK3CA', 'VEGFA', 'PTK2']
333	GO:BP	GO:0045453	bone resorption	8.888724811135465e-08	True	"""The process in which specialized cells known as osteoclasts degrade the organic and inorganic portions of bone, and endocytose and transport the degradation products."" [GOC:mah, PMID:10968780]"	65	100	8	15719	0.08	0.123076923076923	query_1	['GO:0001894', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'CTNNB1', 'TF', 'SYK', 'PTK2B']
90	REAC	REAC:R-HSA-9671555	Signaling by PDGFR in disease	8.95690356853333e-08	True	Signaling by PDGFR in disease	18	99	6	10022	0.0606060606060606	0.3333333333333333	query_1	['REAC:R-HSA-5663202']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'PIK3CA', 'PDGFRA']
91	REAC	REAC:R-HSA-373760	L1CAM interactions	9.084119769177603e-08	True	L1CAM interactions	114	99	11	10022	0.1111111111111111	0.0964912280701754	query_1	['REAC:R-HSA-422475']	['ITGB1', 'ITGA9', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'NRP2', 'EGFR', 'SH3GL2', 'L1CAM', 'NRP1']
43	GO:CC	GO:0001726	ruffle	9.793145062101193e-08	True	"""Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork."" [ISBN:0124325653]"	177	101	11	16420	0.1089108910891089	0.0621468926553672	query_1	['GO:0031252', 'GO:0120025']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
42	GO:CC	GO:0048471	perinuclear region of cytoplasm	9.793145062101193e-08	True	"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]"	717	101	20	16420	0.198019801980198	0.0278940027894002	query_1	['GO:0005737', 'GO:0110165']	['RAPGEF1', 'ITGB1', 'SRC', 'SPP1', 'PIK3R1', 'PLCG2', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'LYN', 'GJB2', 'EGFR', 'TF', 'PIK3CA', 'ERBB2', 'PTK2B', 'SH3GL2', 'PTK2', 'CBL']
334	GO:BP	GO:0002697	regulation of immune effector process	1.0629077448835729e-07	True	"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]"	363	100	15	15719	0.15	0.0413223140495867	query_1	['GO:0002252', 'GO:0002682']	['RAPGEF1', 'C3', 'TGFB3', 'CRK', 'PLCG2', 'TFRC', 'HFE', 'LYN', 'APOA1', 'VAV1', 'SYK', 'FCGR1A', 'CD81', 'HPX', 'CR2']
92	REAC	REAC:R-HSA-388841	Costimulation by the CD28 family	1.0750102762361035e-07	True	Costimulation by the CD28 family	67	99	9	10022	0.0909090909090909	0.1343283582089552	query_1	['REAC:R-HSA-1280218']	['PIK3R2', 'PIK3R1', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'PIK3R3', 'LCK', 'PTPN11']
335	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	1.1338704539778145e-07	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	3000	100	44	15719	0.44	0.0146666666666666	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['MET', 'C3', 'ADRA1A', 'VEGFB', 'PIK3R2', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'TFRC', 'CTNNB1', 'ITGA5', 'HFE', 'FYN', 'LAT', 'LYN', 'MED12', 'LCP2', 'EGFR', 'TF', 'TFR2', 'PIK3CA', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'PTPN11', 'HPX', 'SEMA4D', 'FLT1', 'PGF', 'NANOG']
336	GO:BP	GO:0007399	nervous system development	1.204544224616304e-07	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2331	100	38	15719	0.38	0.0163020163020163	query_1	['GO:0048731']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'CRK', 'HGF', 'CTNNB1', 'SOS1', 'FYN', 'GJB1', 'ITGA4', 'CXCL12', 'LYN', 'MED12', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'VCL', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'ACKR3', 'SEMA4D', 'PLXNA1']
93	REAC	REAC:R-HSA-8876384	Listeria monocytogenes entry into host cells	1.257230339491661e-07	True	Listeria monocytogenes entry into host cells	19	99	6	10022	0.0606060606060606	0.3157894736842105	query_1	['REAC:R-HSA-5663205']	['MET', 'SRC', 'CTNNB1', 'SH3KBP1', 'SH3GL2', 'CBL']
94	REAC	REAC:R-HSA-8875555	MET activates RAP1 and RAC1	1.3133965507637876e-07	True	MET activates RAP1 and RAC1	10	99	5	10022	0.0505050505050505	0.5	query_1	['REAC:R-HSA-8875878']	['MET', 'RAPGEF1', 'CRK', 'HGF', 'CRKL']
337	GO:BP	GO:0048667	cell morphogenesis involved in neuron differentiation	1.3354856801686606e-07	True	"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]"	555	100	18	15719	0.18	0.0324324324324324	query_1	['GO:0000904', 'GO:0048666']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'SOS1', 'FYN', 'ITGA4', 'CXCL12', 'NRP2', 'VCL', 'ERBB2', 'VEGFA', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
338	GO:BP	GO:2000209	regulation of anoikis	1.3664882924227309e-07	True	"""Any process that modulates the frequency, rate or extent of anoikis."" [GOC:mah]"	26	100	6	15719	0.06	0.2307692307692307	query_1	['GO:0042981', 'GO:0043276']	['ITGB1', 'SRC', 'ITGA5', 'PIK3CA', 'PIK3R3', 'PTK2']
339	GO:BP	GO:0007015	actin filament organization	1.3664882924227309e-07	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	429	100	16	15719	0.16	0.0372960372960372	query_1	['GO:0030036', 'GO:0097435']	['MET', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'CXCL12', 'GRB2', 'APOA1', 'TF', 'PIK3CA', 'SH3KBP1', 'PTK2B', 'NRP1']
340	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	1.4059045132776433e-07	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	100	13	15719	0.13	0.0492424242424242	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['SRC', 'TFRC', 'FYN', 'ITGA4', 'ZAP70', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'CD81', 'VCAM1', 'LCK', 'PTPN11']
341	GO:BP	GO:0050920	regulation of chemotaxis	1.4664788318026693e-07	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism in response to a specific chemical concentration gradient."" [GOC:ai]"	217	100	12	15719	0.12	0.0552995391705069	query_1	['GO:0006935', 'GO:0032101', 'GO:0040012']	['MET', 'VEGFB', 'CXCL12', 'LYN', 'CXCR4', 'PTK2B', 'VEGFA', 'PTK2', 'NRP1', 'PDGFRA', 'SEMA4D', 'PGF']
95	REAC	REAC:R-HSA-202403	TCR signaling	1.4877816413855953e-07	True	TCR signaling	120	99	11	10022	0.1111111111111111	0.0916666666666666	query_1	['REAC:R-HSA-1280218']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'ITK', 'PLCG2', 'LAT', 'ZAP70', 'LCP2', 'PIK3CA', 'PLCG1', 'LCK']
96	REAC	REAC:R-HSA-168249	Innate Immune System	1.4877816413855953e-07	True	Innate Immune System	1022	99	30	10022	0.303030303030303	0.0293542074363992	query_1	['REAC:R-HSA-168256']	['C3', 'PIK3CB', 'ITGAV', 'PIK3R2', 'FGA', 'PIK3R1', 'CRK', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'FYN', 'LYN', 'LCP2', 'PIK3CA', 'FGB', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'SERPINA1', 'VTN', 'CD81', 'PTK2', 'LCK', 'CD19', 'PTPN11', 'CR2']
97	REAC	REAC:R-HSA-2871796	FCERI mediated MAPK activation	1.5858791587917848e-07	True	FCERI mediated MAPK activation	33	99	7	10022	0.0707070707070707	0.2121212121212121	query_1	['REAC:R-HSA-2454202']	['PLCG2', 'SOS1', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1']
342	GO:BP	GO:0002009	morphogenesis of an epithelium	1.771171921414295e-07	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	500	100	17	15719	0.17	0.034	query_1	['GO:0048729', 'GO:0060429']	['MET', 'ITGB1', 'SRC', 'HGF', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'MED12', 'GRB2', 'TNC', 'CXCR4', 'EGFR', 'VCL', 'VEGFA', 'NRP1', 'PLXNA1']
98	REAC	REAC:R-HSA-1500931	Cell-Cell communication	1.8793716135991888e-07	True	Cell-Cell communication	123	99	11	10022	0.1111111111111111	0.089430894308943	query_1	['REAC:0000000']	['ITGB1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CTNNB1', 'PXN', 'FYN', 'PIK3CA', 'PTK2B', 'PTK2', 'PTPN11']
343	GO:BP	GO:0010628	positive regulation of gene expression	1.9068515772696045e-07	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1105	100	25	15719	0.25	0.0226244343891402	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['C3', 'PIK3CB', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'PIK3CD', 'HFE', 'TNC', 'TFR2', 'PIK3CA', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CD81', 'BLNK', 'PTPN11', 'HPX']
44	GO:CC	GO:0005942	phosphatidylinositol 3-kinase complex	2.0192433068478101e-07	True	"""A protein complex capable of phosphatidylinositol 3-kinase activity and containing subunits of any phosphatidylinositol 3-kinase (PI3K) enzyme. These complexes are divided in three classes (called I, II and III) that differ for their presence across taxonomic groups and for the type of their constituents. Catalytic subunits of phosphatidylinositol 3-kinase enzymes are present in all 3 classes; regulatory subunits of phosphatidylinositol 3-kinase enzymes are present in classes I and III; adaptor proteins have been observed in class II complexes and may be present in other classes too."" [GOC:bf, PMID:24587488]"	30	101	6	16420	0.0594059405940594	0.2	query_1	['GO:0019898', 'GO:0061695', 'GO:0098796']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'PIK3CD', 'PIK3CA', 'PIK3R3']
344	GO:BP	GO:0050769	positive regulation of neurogenesis	2.287399423631369e-07	True	"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]"	226	100	12	15719	0.12	0.0530973451327433	query_1	['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']	['ITGB1', 'PLXNB1', 'FN1', 'CTNNB1', 'CXCL12', 'LYN', 'CXCR4', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
