Moyamoya angiopathy-short stature-facial dysmorphism-hypergonadotropic hypogonadism syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
357	GO:BP	GO:0048585	negative regulation of response to stimulus	3.3458077401620343e-09	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1534	100	31	17376	0.31	0.0202086049543676	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['SHARPIN', 'BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'PYDC2', 'BCL2', 'CARD8', 'TNFRSF1A', 'RELA', 'MCL1', 'RBX1', 'BTRC', 'TNF', 'NFKB1', 'BID', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'TNFAIP3', 'MEFV', 'PYCARD', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'NLRP2']
358	GO:CC	GO:1902554	serine/threonine protein kinase complex	3.9640280431156394e-09	True	"""A protein complex which is capable of protein serine/threonine kinase activity."" [GOC:bhm, GOC:TermGenie, PMID:18191223]"	130	100	11	17376	0.11	0.0846153846153846	query_1	['GO:1902911']	['TANK', 'TRAF3', 'CHUK', 'IKBKB', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'IKBKG', 'MAP3K7', 'PYCARD']
359	GO:BP	GO:0097194	execution phase of apoptosis	4.017783988675376e-09	True	"""A stage of the apoptotic process that starts with the controlled breakdown of the cell through the action of effector caspases or other effector molecules (e.g. cathepsins, calpains etc.). Key steps of the execution phase are rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:mtg_apoptosis, PMID:21760595]"	72	100	9	17376	0.09	0.125	query_1	['GO:0006915', 'GO:0009987']	['SHARPIN', 'BAX', 'AKT1', 'CASP10', 'FASLG', 'BBC3', 'CFLAR', 'BCL2L1', 'CASP8']
360	GO:BP	GO:0061919	process utilizing autophagic mechanism	4.153151977763898e-09	True	"""A cellular process involving delivery of a portion of the cytoplasm to lysosomes or to the plant or fungal vacuole that does not involve direct transport through the endocytic or vacuolar protein sorting (Vps) pathways. This process typically leads to degradation of the cargo; however, it can also be used to deliver resident proteins, such as in the cytoplasm-to-vacuole targeting (Cvt) pathway."" [PMID:21997368, PMID:22966490, PMID:28596378]"	553	100	19	17376	0.19	0.0343580470162748	query_1	['GO:0009987']	['BCL2L11', 'GSK3B', 'AKT1', 'BCL2', 'TAB2', 'MCL1', 'TBK1', 'RNF31', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'MAP3K7', 'MEFV', 'PYCARD', 'BCL2L1', 'TAB3', 'FBXW7', 'BAD', 'CDC37']
361	GO:BP	GO:0006914	autophagy	4.153151977763898e-09	True	"""The cellular catabolic process in which cells digest parts of their own cytoplasm; allows for both recycling of macromolecular constituents under conditions of cellular stress and remodeling the intracellular structure for cell differentiation."" [GOC:autophagy, ISBN:0198547684, PMID:11099404, PMID:9412464]"	553	100	19	17376	0.19	0.0343580470162748	query_1	['GO:0044248', 'GO:0061919']	['BCL2L11', 'GSK3B', 'AKT1', 'BCL2', 'TAB2', 'MCL1', 'TBK1', 'RNF31', 'HSP90AA1', 'TAX1BP1', 'IKBKG', 'MAP3K7', 'MEFV', 'PYCARD', 'BCL2L1', 'TAB3', 'FBXW7', 'BAD', 'CDC37']
362	GO:BP	GO:0097527	necroptotic signaling pathway	4.153151977763898e-09	True	"""The series of molecular signals which triggers the necroptotic death of a cell. The pathway starts with reception of a signal, is characterized by activation of receptor-interacting serine/threonine-protein kinase 1 and/or 3 (RIPK1/3, also called RIP1/3), and ends when the execution phase of necroptosis is triggered."" [GOC:mtg_apoptosis, PMID:20823910]"	8	100	5	17376	0.05	0.625	query_1	['GO:0007165', 'GO:0070266']	['FASLG', 'TNF', 'FAS', 'FADD', 'RIPK1']
363	GO:BP	GO:1905710	positive regulation of membrane permeability	4.391554147564639e-09	True	"""Any process that activates or increases the frequency, rate or extent of the passage or uptake of molecules by a membrane."" [PMID:27482894]"	49	100	8	17376	0.08	0.1632653061224489	query_1	['GO:0090559']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'BID', 'BBC3', 'BCL2L1', 'BAK1']
364	GO:CC	GO:0008385	IkappaB kinase complex	5.451810395442284e-09	True	"""A trimeric protein complex that phosphorylates inhibitory-kappaB (I-kappaB) proteins. The complex is composed of two kinase subunits (alpha and beta) and a regulatory gamma subunit (also called NEMO). In a resting state, NF-kappaB dimers are bound to inhibitory IKB proteins, sequestering NF-kappaB in the cytoplasm. Phosphorylation of I-kappaB targets I-kappaB for ubiquitination and proteasomal degradation, thus releasing the NF-kappaB dimers, which can translocate to the nucleus to bind DNA and regulate transcription."" [GOC:bf, GOC:ma, PMID:12055104, PMID:20300203]"	8	100	5	17376	0.05	0.625	query_1	['GO:0005829', 'GO:1902554']	['CHUK', 'IKBKB', 'IKBKG', 'MAP3K7', 'PYCARD']
365	GO:BP	GO:0009059	macromolecule biosynthetic process	7.462128852090333e-09	True	"""The chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:mah]"	4361	100	54	17376	0.54	0.0123824810823205	query_1	['GO:0043170', 'GO:1901576']	['CARD11', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'NFKBIE', 'NFKBIB', 'UBE2V1', 'TRAF3', 'PYDC2', 'BCL2', 'HSP90AB1', 'CHUK', 'CARD8', 'TNFRSF1A', 'RELA', 'IKBKB', 'NLRC4', 'FASLG', 'IKBKE', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'CFLAR', 'TRADD', 'MALT1', 'SHMT1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'TAX1BP1', 'FBXW11', 'IKBKG', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'AIM2', 'RELB', 'PYCARD', 'REL', 'TRAF6', 'SHMT2', 'BIRC2', 'NFKBIA', 'BCL10', 'UBE2N', 'NLRP2']
366	REAC	REAC:R-HSA-937042	IRAK2 mediated activation of TAK1 complex	7.563203712825371e-09	True	IRAK2 mediated activation of TAK1 complex	10	100	5	17376	0.05	0.5	query_1	['REAC:R-HSA-166058', 'REAC:R-HSA-975871']	['TAB2', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3']
367	GO:BP	GO:0034340	response to type I interferon	8.173952268310266e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a type I interferon stimulus. Type I interferons include the interferon-alpha, beta, delta, episilon, zeta, kappa, tau, and omega gene families."" [GOC:add, ISBN:0126896631, PMID:15546383, PMID:16681834]"	78	100	9	17376	0.09	0.1153846153846153	query_1	['GO:0034097', 'GO:0045087']	['TANK', 'TRAF3', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'FADD', 'SHMT2', 'CDC37']
368	REAC	REAC:R-HSA-5676590	NIK-->noncanonical NF-kB signaling	8.390858444049532e-09	True	NIK-->noncanonical NF-kB signaling	59	100	8	17376	0.08	0.135593220338983	query_1	['REAC:R-HSA-5668541']	['MAP3K14', 'CHUK', 'BTRC', 'SKP1', 'NFKB2', 'FBXW11', 'RELB', 'CUL1']
369	GO:BP	GO:0009896	positive regulation of catabolic process	9.106723023536251e-09	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways resulting in the breakdown of substances."" [GOC:go_curators]"	513	100	18	17376	0.18	0.0350877192982456	query_1	['GO:0009056', 'GO:0009893', 'GO:0009894']	['BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'RBX1', 'TBK1', 'TNF', 'RNF31', 'HSP90AA1', 'SNX33', 'IKBKG', 'MAP3K7', 'TNFAIP3', 'MEFV', 'FBXW7', 'BAD']
370	REAC	REAC:R-HSA-5689896	Ovarian tumor domain proteases	9.704578099721916e-09	True	Ovarian tumor domain proteases	38	100	7	17376	0.07	0.1842105263157894	query_1	['REAC:R-HSA-5688426']	['TRAF3', 'TNIP2', 'RIPK1', 'TNIP1', 'IKBKG', 'TNFAIP3', 'TRAF6']
371	GO:BP	GO:0097202	activation of cysteine-type endopeptidase activity	1.0256142689237126e-08	True	"""Any process that initiates the activity of the inactive enzyme cysteine-type endopeptidase."" [GOC:mtg_apoptosis, PMID:21726810]"	19	100	6	17376	0.06	0.3157894736842105	query_1	['GO:0031638', 'GO:2001056']	['NLRC4', 'FADD', 'PYCARD', 'BAK1', 'CASP8', 'BAD']
372	GO:BP	GO:0044546	NLRP3 inflammasome complex assembly	1.0259212263221031e-08	True	"""The aggregation, arrangement and bonding together of a set of components to form the NLRP3 inflammasome complex, occurring at the level of an individual cell."" [GOC:jl, PMID:21048113]"	34	100	7	17376	0.07	0.2058823529411764	query_1	['GO:0140632']	['PYDC2', 'CARD8', 'BRCC3', 'NLRP3', 'AIM2', 'MEFV', 'PYCARD']
373	GO:CC	GO:1902911	protein kinase complex	1.0610362044562885e-08	True	"""A protein complex which is capable of protein kinase activity."" [GO_REF:0000088, GOC:bhm, GOC:TermGenie, PMID:24606918]"	144	100	11	17376	0.11	0.0763888888888889	query_1	['GO:0061695']	['TANK', 'TRAF3', 'CHUK', 'IKBKB', 'TBKBP1', 'IKBKE', 'AZI2', 'TBK1', 'IKBKG', 'MAP3K7', 'PYCARD']
374	GO:BP	GO:0007005	mitochondrion organization	1.2244734813594192e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a mitochondrion; includes mitochondrial morphogenesis and distribution, and replication of the mitochondrial genome as well as synthesis of new mitochondrial components."" [GOC:dph, GOC:jl, GOC:mah, GOC:sgd_curators, PMID:9786946]"	523	100	18	17376	0.18	0.034416826003824	query_1	['GO:0006996']	['SHARPIN', 'BCL2L11', 'BAX', 'HSPA1A', 'GSK3B', 'AKT1', 'BCL2', 'RNF31', 'BID', 'BBC3', 'HSP90AA1', 'PYCARD', 'BCL2L1', 'SFN', 'BAK1', 'FBXW7', 'BAD', 'CDC37']
375	GO:BP	GO:2001240	negative regulation of extrinsic apoptotic signaling pathway in absence of ligand	1.2619475936823712e-08	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of extrinsic apoptotic signaling pathway in absence of ligand."" [GOC:mtg_apoptosis]"	35	100	7	17376	0.07	0.2	query_1	['GO:0097192', 'GO:1901099', 'GO:2001237', 'GO:2001239']	['HSPA1A', 'AKT1', 'BCL2', 'MCL1', 'TNF', 'RIPK1', 'BCL2L1']
376	GO:BP	GO:1901099	negative regulation of signal transduction in absence of ligand	1.2619475936823712e-08	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of signal transduction in absence of ligand."" [GOC:TermGenie]"	35	100	7	17376	0.07	0.2	query_1	['GO:0009968', 'GO:0038034']	['HSPA1A', 'AKT1', 'BCL2', 'MCL1', 'TNF', 'RIPK1', 'BCL2L1']
377	REAC	REAC:R-HSA-4755510	SUMOylation of immune response proteins	1.3091227193143276e-08	True	SUMOylation of immune response proteins	11	100	5	17376	0.05	0.4545454545454545	query_1	['REAC:R-HSA-3108232']	['RELA', 'IKBKE', 'NFKB2', 'IKBKG', 'NFKBIA']
378	REAC	REAC:R-HSA-9645460	Alpha-protein kinase 1 signaling pathway	1.3091227193143276e-08	True	Alpha-protein kinase 1 signaling pathway	11	100	5	17376	0.05	0.4545454545454545	query_1	['REAC:R-HSA-168249']	['TAB2', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3']
379	REAC	REAC:R-HSA-9014325	TICAM1,TRAF6-dependent induction of TAK1 complex	1.3091227193143276e-08	True	TICAM1,TRAF6-dependent induction of TAK1 complex	11	100	5	17376	0.05	0.4545454545454545	query_1	['REAC:R-HSA-168164']	['TAB2', 'TAB1', 'MAP3K7', 'TRAF6', 'TAB3']
380	GO:BP	GO:0043933	protein-containing complex organization	1.3300770972912212e-08	True	"""Any process in which macromolecules aggregate, disaggregate, or are modified, resulting in the formation, disassembly, or alteration of a protein complex."" [GOC:mah]"	1727	100	32	17376	0.32	0.0185292414591777	query_1	['GO:0016043']	['BCL2L11', 'CARD11', 'BAX', 'HSPA1A', 'GSK3B', 'PYDC2', 'HSP90AB1', 'CARD8', 'BRCC3', 'NLRC4', 'IKBKE', 'TNF', 'FAS', 'FADD', 'PSTPIP1', 'BID', 'NLRP3', 'BBC3', 'RIPK1', 'SHMT1', 'HSP90AA1', 'IKBKG', 'TRAF2', 'AIM2', 'MEFV', 'PYCARD', 'NLRP1', 'SHMT2', 'BIRC2', 'BAK1', 'BCL10', 'BAD']
381	GO:BP	GO:0042110	T cell activation	1.4897837745422818e-08	True	"""The change in morphology and behavior of a mature or immature T cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	530	100	18	17376	0.18	0.0339622641509433	query_1	['GO:0046649']	['CARD11', 'BAX', 'MAP3K8', 'AKT1', 'TNFRSF1B', 'BCL2', 'AZI2', 'FADD', 'BID', 'NLRP3', 'TNFSF14', 'MALT1', 'RELB', 'PYCARD', 'TRAF6', 'CASP8', 'BCL10', 'BAD']
382	GO:CC	GO:0002947	tumor necrosis factor receptor superfamily complex	1.5181024505140506e-08	True	"""A receptor complex that contains one or more members of the tumor necrosis factor (TNF) receptor superfamily."" [GOC:krc]"	4	100	4	17376	0.04	1.0	query_1	['GO:0043235']	['TNFRSF1B', 'TNFRSF1A', 'TRADD', 'TRAF2']
383	GO:CC	GO:0072558	NLRP1 inflammasome complex	1.5181024505140506e-08	True	"""An inflammasome complex that consists of two components, NLRP1 (NALP1) and caspase-1 or caspase-5. The exact mechanisms of NLRP1 activation remain obscure, but potassium ion efflux appears to be essential."" [GOC:add, GOC:BHF, GOC:vp, PMID:20303873]"	4	100	4	17376	0.04	1.0	query_1	['GO:0061702']	['CASP5', 'PYCARD', 'NLRP1', 'CASP1']
384	GO:BP	GO:0030163	protein catabolic process	1.6939290127114546e-08	True	"""The chemical reactions and pathways resulting in the breakdown of a protein by the destruction of the native, active configuration, with or without the hydrolysis of peptide bonds."" [GOC:mah]"	992	100	24	17376	0.24	0.0241935483870967	query_1	['GO:0009057', 'GO:0019538', 'GO:1901565']	['SHARPIN', 'HSPA1A', 'GSK3B', 'AKT1', 'TNFRSF1B', 'HSP90AB1', 'RELA', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'RIPK1', 'SKP1', 'MALT1', 'HSP90AA1', 'FBXW11', 'SNX33', 'TRAF2', 'TNFAIP3', 'BIRC2', 'CASP8', 'CUL1', 'FBXW7', 'UBE2N']
385	GO:BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.7975567893698083e-08	True	"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1959	100	34	17376	0.34	0.0173557937723328	query_1	['GO:0006139', 'GO:0019219', 'GO:0031325', 'GO:0051173']	['BAX', 'HSPA1A', 'AKT1', 'TNFRSF1B', 'BABAM2', 'NFKBIB', 'UBE2V1', 'HSP90AB1', 'CHUK', 'BRCC3', 'TNFRSF1A', 'RELA', 'IKBKB', 'RBCK1', 'BTRC', 'TBK1', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'NLRP3', 'RIPK1', 'TNIP1', 'NFKB2', 'HSP90AA1', 'FBXW11', 'IKBKG', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'BCL10', 'UBE2N']
386	GO:BP	GO:0051402	neuron apoptotic process	1.7975567893698083e-08	True	"""Any apoptotic process in a neuron, the basic cellular unit of nervous tissue. Each neuron consists of a body, an axon, and dendrites. Their purpose is to receive, conduct, and transmit impulses in the nervous system."" [CL:0000540, GOC:mtg_apoptosis]"	244	100	13	17376	0.13	0.0532786885245901	query_1	['GO:0006915', 'GO:0070997']	['BCL2L11', 'BAX', 'BCL2', 'FASLG', 'MCL1', 'TNF', 'FAS', 'FADD', 'BID', 'BBC3', 'NLRP1', 'BCL2L1', 'FBXW7']
387	GO:BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	2.243337682968644e-08	True	"""The series of molecular signals initiated by the binding of a lipopolysaccharide (LPS) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. Lipopolysaccharides are major components of the outer membrane of Gram-negative bacteria, making them prime targets for recognition by the immune system."" [GOC:mah, GOC:signaling, PMID:15379975]"	60	100	8	17376	0.08	0.1333333333333333	query_1	['GO:0007166', 'GO:0071222']	['AKT1', 'CARD8', 'TNF', 'MALT1', 'TNFAIP3', 'TRAF6', 'NFKBIA', 'BCL10']
388	GO:BP	GO:0097345	mitochondrial outer membrane permeabilization	2.275155589968376e-08	True	"""The process by which the mitochondrial outer membrane becomes permeable to the passing of proteins and other molecules from the intermembrane space to the cytosol as part of the apoptotic signaling pathway."" [GOC:BHF, GOC:mtg_apoptosis, GOC:pg, PMID:21041309]"	38	100	7	17376	0.07	0.1842105263157894	query_1	['GO:0097190', 'GO:1902110']	['BAX', 'HSPA1A', 'GSK3B', 'BID', 'BBC3', 'BCL2L1', 'BAK1']
389	GO:BP	GO:0045321	leukocyte activation	2.2901007219225554e-08	True	"""A change in morphology and behavior of a leukocyte resulting from exposure to a specific antigen, mitogen, cytokine, cellular ligand, or soluble factor."" [GOC:add]"	924	100	23	17376	0.23	0.0248917748917748	query_1	['GO:0001775', 'GO:0002376']	['CARD11', 'BAX', 'MAP3K8', 'AKT1', 'TNFRSF1B', 'BCL2', 'AZI2', 'TNF', 'FADD', 'TNIP2', 'BID', 'NLRP3', 'TNFSF14', 'MALT1', 'TNFAIP3', 'LTBR', 'RELB', 'PYCARD', 'TRAF6', 'BAK1', 'CASP8', 'BCL10', 'BAD']
390	GO:BP	GO:0009968	negative regulation of signal transduction	2.4103489441147333e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of signal transduction."" [GOC:sm]"	1187	100	26	17376	0.26	0.0219039595619208	query_1	['GO:0007165', 'GO:0009966', 'GO:0010648', 'GO:0023057', 'GO:0048585']	['BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'PYDC2', 'BCL2', 'CARD8', 'RELA', 'MCL1', 'RBX1', 'BTRC', 'TNF', 'BID', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'TNFAIP3', 'PYCARD', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'NLRP2']
391	GO:BP	GO:0046649	lymphocyte activation	2.447973075058249e-08	True	"""A change in morphology and behavior of a lymphocyte resulting from exposure to a specific antigen, mitogen, cytokine, chemokine, cellular ligand, or soluble factor."" [GOC:mgi_curators, ISBN:0781735149]"	767	100	21	17376	0.21	0.0273794002607561	query_1	['GO:0045321']	['CARD11', 'BAX', 'MAP3K8', 'AKT1', 'TNFRSF1B', 'BCL2', 'AZI2', 'FADD', 'TNIP2', 'BID', 'NLRP3', 'TNFSF14', 'MALT1', 'TNFAIP3', 'RELB', 'PYCARD', 'TRAF6', 'BAK1', 'CASP8', 'BCL10', 'BAD']
392	GO:BP	GO:0070059	intrinsic apoptotic signaling pathway in response to endoplasmic reticulum stress	2.523248633141952e-08	True	"""The series of molecular signals in which an intracellular signal is conveyed to trigger the apoptotic death of a cell. The pathway is induced in response to a stimulus indicating endoplasmic reticulum (ER) stress, and ends when the execution phase of apoptosis is triggered. ER stress usually results from the accumulation of unfolded or misfolded proteins in the ER lumen."" [GOC:mah, GOC:mtg_apoptosis, PMID:18701708]"	61	100	8	17376	0.08	0.1311475409836065	query_1	['GO:0034976', 'GO:0097193']	['BCL2L11', 'BAX', 'HSPA1A', 'BCL2', 'BBC3', 'TRAF2', 'BCL2L1', 'BAK1']
393	REAC	REAC:R-HSA-597592	Post-translational protein modification	2.645516849288831e-08	True	Post-translational protein modification	1338	100	27	17376	0.27	0.0201793721973094	query_1	['REAC:R-HSA-392499']	['BABAM2', 'TRAF3', 'BRCC3', 'RELA', 'IKBKE', 'RBX1', 'BTRC', 'TNIP2', 'RIPK1', 'SKP1', 'ABRAXAS2', 'TNIP1', 'NFKB2', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'TRAF6', 'BIRC2', 'NFKBIA', 'CUL1', 'FBXW7', 'BCL10', 'UBE2N']
394	REAC	REAC:R-HSA-5633008	TP53 Regulates Transcription of Cell Death Genes	2.7202348396416607e-08	True	TP53 Regulates Transcription of Cell Death Genes	44	100	7	17376	0.07	0.1590909090909091	query_1	['REAC:R-HSA-3700989']	['BAX', 'CASP10', 'NLRC4', 'FAS', 'BID', 'BBC3', 'CASP1']
395	GO:BP	GO:0010648	negative regulation of cell communication	2.8872919115217664e-08	True	"""Any process that decreases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1290	100	27	17376	0.27	0.0209302325581395	query_1	['GO:0007154', 'GO:0010646', 'GO:0048523']	['BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'PYDC2', 'BCL2', 'HSP90AB1', 'CARD8', 'RELA', 'MCL1', 'RBX1', 'BTRC', 'TNF', 'BID', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'TNFAIP3', 'PYCARD', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'NLRP2']
396	GO:BP	GO:0023057	negative regulation of signaling	2.9256522845345848e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1291	100	27	17376	0.27	0.0209140201394268	query_1	['GO:0023051', 'GO:0023052', 'GO:0048519']	['BAX', 'TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'PYDC2', 'BCL2', 'HSP90AB1', 'CARD8', 'RELA', 'MCL1', 'RBX1', 'BTRC', 'TNF', 'BID', 'RIPK1', 'CFLAR', 'TNIP1', 'FBXW11', 'TNFAIP3', 'PYCARD', 'BCL2L1', 'NFKBIA', 'BAK1', 'CASP8', 'FBXW7', 'NLRP2']
397	REAC	REAC:R-HSA-209560	NF-kB is activated and signals survival	3.5052841115864805e-08	True	NF-kB is activated and signals survival	13	100	5	17376	0.05	0.3846153846153846	query_1	['REAC:R-HSA-193639']	['RELA', 'IKBKB', 'NFKB1', 'TRAF6', 'NFKBIA']
398	GO:BP	GO:0016310	phosphorylation	3.7882975207704745e-08	True	"""The process of introducing a phosphate group into a molecule, usually with the formation of a phosphoric ester, a phosphoric anhydride or a phosphoric amide."" [ISBN:0198506732]"	1701	100	31	17376	0.31	0.0182245737801293	query_1	['GO:0006796']	['BAX', 'MAP3K8', 'GSK3B', 'AKT1', 'MAP3K14', 'BCL2', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'IKBKB', 'IKBKE', 'TBK1', 'TNF', 'FAS', 'RIPK1', 'MALT1', 'HSP90AA1', 'IKBKG', 'TAB1', 'TRAF2', 'MAP3K7', 'TNFAIP3', 'PYCARD', 'TRAF6', 'SFN', 'BAK1', 'FBXW7', 'BCL10', 'BAD', 'CDC37']
399	GO:BP	GO:1902532	negative regulation of intracellular signal transduction	3.7882975207704745e-08	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of intracellular signal transduction."" [GOC:dph, GOC:signaling, GOC:tb, GOC:TermGenie]"	496	100	17	17376	0.17	0.034274193548387	query_1	['GO:0009968', 'GO:0035556', 'GO:1902531']	['TANK', 'HSPA1A', 'GSK3B', 'AKT1', 'PYDC2', 'BCL2', 'CARD8', 'RELA', 'MCL1', 'BID', 'RIPK1', 'TNIP1', 'FBXW11', 'TNFAIP3', 'PYCARD', 'BCL2L1', 'CASP8']
