Progeroid syndrome, Petty type	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
57	REAC	REAC:R-HSA-9716542	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	7.571741623173645e-09	True	Signaling by Rho GTPases, Miro GTPases and RHOBTB3	706	94	26	10022	0.2765957446808511	0.036827195467422	query_1	['REAC:R-HSA-162582']	['RAPGEF1', 'ITGB1', 'NCK1', 'DOCK1', 'SRC', 'PIK3R1', 'WIPF3', 'WASL', 'SOS1', 'WIPF1', 'PARD6A', 'WIPF2', 'WAS', 'DOCK4', 'ZAP70', 'DVL2', 'VAV1', 'PTK2B', 'CKAP4', 'DOCK3', 'PTK2', 'DOCK2', 'LCK', 'DOCK5', 'NCK2', 'ELMO2']
178	GO:BP	GO:0022607	cellular component assembly	7.74064828317259e-09	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2852	96	44	15719	0.4583333333333333	0.0154277699859747	query_1	['GO:0016043', 'GO:0044085']	['MET', 'RAPGEF1', 'LATS1', 'ITGB1', 'NCK1', 'ITGB5', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'SKAP1', 'CRK', 'NPHP4', 'PLCG2', 'WASL', 'USP4', 'RPGRIP1L', 'WIPF1', 'ITGA5', 'NPHP1', 'PXN', 'ASAP1', 'WAS', 'PARD3', 'GRB2', 'TGFB1', 'CD47', 'VCL', 'SYK', 'SMURF1', 'PTK2B', 'CRKL', 'VTN', 'TLN1', 'TGFBR1', 'PKD1', 'PTK2', 'SMAD3', 'DOCK5', 'PTPN11', 'NCK2', 'PDGFRA']
179	GO:BP	GO:0090130	tissue migration	7.750672856420967e-09	True	"""The process in which the population of cells that make up a tissue undergo directed movement."" [GOC:ascb_2009, GOC:dph, GOC:tb]"	301	96	15	15719	0.15625	0.0498338870431893	query_1	['GO:0032501']	['MET', 'ITGB1', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'PLCG2', 'TGFBR2', 'PXN', 'PLCG1', 'PTK2B', 'TGFBR1', 'PTK2', 'DOCK5', 'PTPN11']
180	GO:BP	GO:0048514	blood vessel morphogenesis	8.152789399409808e-09	True	"""The process in which the anatomical structures of blood vessels are generated and organized. The blood vessel is the vasculature carrying blood."" [GOC:jid]"	597	96	20	15719	0.2083333333333333	0.033500837520938	query_1	['GO:0001568', 'GO:0035239']	['ITGB1', 'ITGAV', 'FN1', 'SMAD7', 'ITGB3', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA2B', 'ITGA5', 'SHB', 'TGFB1', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'TGFBR1', 'PTK2', 'PDGFRA']
181	GO:BP	GO:0030168	platelet activation	8.349836853960521e-09	True	"""A series of progressive, overlapping events triggered by exposure of the platelets to subendothelial tissue. These events include shape change, adhesiveness, aggregation, and release reactions. When carried through to completion, these events lead to the formation of a stable hemostatic plug."" [http://www.graylab.ac.uk/omd/]"	131	96	11	15719	0.1145833333333333	0.0839694656488549	query_1	['GO:0001775', 'GO:0007596']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'TLN1', 'LCK', 'PDGFRA']
182	GO:BP	GO:0033628	regulation of cell adhesion mediated by integrin	8.658887717663147e-09	True	"""Any process that modulates the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	48	96	8	15719	0.0833333333333333	0.1666666666666666	query_1	['GO:0030155', 'GO:0033627']	['ITGB3', 'SKAP1', 'CRK', 'LYN', 'SYK', 'CRKL', 'PTK2', 'PTPN11']
183	GO:BP	GO:0051050	positive regulation of transport	8.66765841321402e-09	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	889	96	24	15719	0.25	0.0269966254218222	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['RAPGEF1', 'ITGB1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'SFTPD', 'PLCG2', 'WASL', 'PARD6A', 'FYN', 'CD47', 'SYK', 'PLCG1', 'FCGR1A', 'SIRPA', 'ERBB2', 'VTN', 'SIRPG', 'DOCK2', 'SMAD3', 'PTPN11', 'CBL', 'ZDHHC2']
60	REAC	REAC:R-HSA-5637810	Constitutive Signaling by EGFRvIII	8.703948168886815e-09	True	Constitutive Signaling by EGFRvIII	13	94	6	10022	0.0638297872340425	0.4615384615384615	query_1	['REAC:R-HSA-5637812']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
59	REAC	REAC:R-HSA-5637812	Signaling by EGFRvIII in Cancer	8.703948168886815e-09	True	Signaling by EGFRvIII in Cancer	13	94	6	10022	0.0638297872340425	0.4615384615384615	query_1	['REAC:R-HSA-1643713']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
58	REAC	REAC:R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	8.703948168886815e-09	True	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	13	94	6	10022	0.0638297872340425	0.4615384615384615	query_1	['REAC:R-HSA-8848021']	['BCAR1', 'DOCK1', 'CRK', 'PXN', 'ELMO1', 'ELMO2']
184	GO:BP	GO:0150115	cell-substrate junction organization	9.49448906210076e-09	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cell-substrate junction. A cell-substrate junction is a specialized region of connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	100	96	10	15719	0.1041666666666666	0.1	query_1	['GO:0034330']	['FN1', 'SRC', 'ITGB3', 'PIK3R1', 'ITGA5', 'VCL', 'PTK2B', 'TLN1', 'PTK2', 'SMAD3']
19	GO:CC	GO:0030055	cell-substrate junction	9.645785456596364e-09	True	"""A cell junction that forms a connection between a cell and the extracellular matrix."" [GOC:aruk, GOC:bc, GOC:hb, GOC:mah, PMID:10419689, PMID:1643657, PMID:16805308, PMID:26923917, PMID:8314002]"	426	98	17	16420	0.173469387755102	0.0399061032863849	query_1	['GO:0070161']	['ITGB1', 'ITGB5', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'ITGA2B', 'ITGA5', 'PXN', 'EGFR', 'VCL', 'SH3KBP1', 'PTK2B', 'TLN1', 'PTK2', 'ITGB6', 'CBL']
185	GO:BP	GO:0002252	immune effector process	9.725352816889783e-09	True	"""Any process of the immune system that executes a component of an immune response. An effector immune process takes place after its activation."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	604	96	20	15719	0.2083333333333333	0.0331125827814569	query_1	['GO:0002376']	['RAPGEF1', 'SFTPA1', 'SRC', 'SMAD7', 'TGFB3', 'CRK', 'PLCG2', 'FYN', 'WAS', 'LAT', 'LYN', 'SHB', 'CD47', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'PTK2', 'DOCK2', 'CBL']
61	REAC	REAC:R-HSA-2129379	Molecules associated with elastic fibres	9.805474835624429e-09	True	Molecules associated with elastic fibres	36	94	8	10022	0.0851063829787234	0.2222222222222222	query_1	['REAC:R-HSA-1566948']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'TGFB3', 'VTN', 'ITGB6']
186	GO:BP	GO:0110053	regulation of actin filament organization	9.973658352107828e-09	True	"""Any process that modulates the frequency, rate or extent of actin filament organization."" [GOC:kmv]"	258	96	14	15719	0.1458333333333333	0.0542635658914728	query_1	['GO:0007015', 'GO:0032956', 'GO:1902903']	['MET', 'LATS1', 'NCK1', 'TGFB3', 'PIK3R1', 'WASL', 'PXN', 'WAS', 'GRB2', 'CD47', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2']
187	GO:BP	GO:1902905	positive regulation of supramolecular fiber organization	1.001352421858324e-08	True	"""Any process that activates or increases the frequency, rate or extent of supramolecular fiber organization."" [GO_REF:0000058, GOC:PARL, GOC:rl, GOC:TermGenie, PMID:23921388]"	171	96	12	15719	0.125	0.0701754385964912	query_1	['GO:0051130', 'GO:0097435', 'GO:1902903']	['MET', 'NCK1', 'TGFB3', 'WASL', 'PXN', 'WAS', 'GRB2', 'CD47', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2']
188	GO:BP	GO:0044089	positive regulation of cellular component biogenesis	1.149379441876469e-08	True	"""Any process that activates or increases the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	481	96	18	15719	0.1875	0.0374220374220374	query_1	['GO:0044085', 'GO:0044087', 'GO:0048522']	['MET', 'NCK1', 'SRC', 'TGFB3', 'PIK3R1', 'SKAP1', 'NPHP4', 'PLCG2', 'WASL', 'NPHP1', 'PXN', 'GRB2', 'CD47', 'SYK', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2']
189	GO:BP	GO:0070371	ERK1 and ERK2 cascade	1.1547947430266274e-08	True	"""An intracellular protein kinase cascade containing at least ERK1 or ERK2 (MAPKs), a MEK (a MAPKK) and a MAP3K. The cascade may involve 4 different kinases, as it can also contain an additional tier: the upstream MAP4K. The kinases in each tier phosphorylate and activate the kinase in the downstream tier to transmit a signal within a cell."" [GOC:add, GOC:signaling, ISBN:0121245462, ISBN:0896039986, PMID:20811974, PMID:28903453]"	311	96	15	15719	0.15625	0.0482315112540192	query_1	['GO:0000165']	['RAPGEF1', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'SHC1', 'LYN', 'EGFR', 'SYK', 'SIRPA', 'ERBB2', 'PTK2B', 'CRKL', 'PTPN11', 'PDGFRA']
191	GO:BP	GO:0050793	regulation of developmental process	1.1625475127958404e-08	True	"""Any process that modulates the frequency, rate or extent of development, the biological process whose specific outcome is the progression of a multicellular organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:go_curators]"	2324	96	39	15719	0.40625	0.0167814113597246	query_1	['GO:0032502', 'GO:0050789']	['LATS1', 'ITGB1', 'SMURF2', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'ITGA5', 'ASAP1', 'FYN', 'PARD3', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'EGFR', 'VCL', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'CRKL', 'TGFBR1', 'PTK2', 'SMAD3', 'PTPN11', 'PDGFRA']
190	GO:BP	GO:0048013	ephrin receptor signaling pathway	1.1625475127958404e-08	True	"""The series of molecular signals initiated by ephrin binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	50	96	8	15719	0.0833333333333333	0.16	query_1	['GO:0007169']	['NCK1', 'SRC', 'CRK', 'FYN', 'LYN', 'PTK2', 'PTPN11', 'NCK2']
62	REAC	REAC:R-HSA-199418	Negative regulation of the PI3K/AKT network	1.2463084031700884e-08	True	Negative regulation of the PI3K/AKT network	97	94	11	10022	0.1170212765957446	0.1134020618556701	query_1	['REAC:R-HSA-1257604']	['MET', 'SRC', 'PIK3R1', 'HGF', 'FYN', 'EGFR', 'VAV1', 'ERBB2', 'LCK', 'PTPN11', 'PDGFRA']
192	GO:BP	GO:0008284	positive regulation of cell population proliferation	1.2938568417817024e-08	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	909	96	24	15719	0.25	0.0264026402640264	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']	['ITGB1', 'NCK1', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'SHC1', 'TGFBR2', 'ZAP70', 'LYN', 'TGFB1', 'EGFR', 'CD47', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'CRKL', 'SIRPG', 'TGFBR1', 'PTK2', 'NCK2', 'PDGFRA']
193	GO:BP	GO:0036211	protein modification process	1.3967358000757704e-08	True	"""The covalent alteration of one or more amino acids occurring in proteins, peptides and nascent polypeptides (co-translational, post-translational modifications). Includes the modification of charged tRNAs that are destined to occur in a protein (pre-translation modification)."" [GOC:bf, GOC:jl]"	3399	96	48	15719	0.5	0.0141218005295675	query_1	['GO:0019538', 'GO:0043412']	['MET', 'LATS1', 'NCK1', 'SMURF2', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'USP4', 'TGFBR2', 'PARD6A', 'ITGA5', 'FYN', 'PARD3', 'LAT', 'ZAP70', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'SIRPA', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'DOCK3', 'TGFBR1', 'PKD1', 'PTK2', 'LCK', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ZDHHC2']
63	REAC	REAC:R-HSA-5673001	RAF/MAP kinase cascade	1.4005503365037946e-08	True	RAF/MAP kinase cascade	256	94	16	10022	0.1702127659574468	0.0625	query_1	['REAC:R-HSA-5684996']	['MET', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'EGFR', 'VCL', 'ERBB2', 'TLN1', 'PTK2', 'PDGFRA']
64	REAC	REAC:R-HSA-9665348	Signaling by ERBB2 ECD mutants	1.4186965443493228e-08	True	Signaling by ERBB2 ECD mutants	14	94	6	10022	0.0638297872340425	0.4285714285714285	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
194	GO:BP	GO:0033674	positive regulation of kinase activity	1.4365580011702216e-08	True	"""Any process that activates or increases the frequency, rate or extent of kinase activity, the catalysis of the transfer of a phosphate group, usually from ATP, to a substrate molecule."" [GOC:mah]"	428	96	17	15719	0.1770833333333333	0.0397196261682243	query_1	['GO:0042327', 'GO:0043549', 'GO:0051347']	['MET', 'SRC', 'ITGB3', 'TGFBR2', 'LAT', 'LYN', 'DVL2', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'DOCK3', 'PKD1', 'PTK2', 'PDGFRA']
20	GO:CC	GO:0031410	cytoplasmic vesicle	1.4611774865581967e-08	True	"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]"	2393	98	39	16420	0.3979591836734694	0.0162975344755537	query_1	['GO:0005737', 'GO:0097708']	['RAPGEF1', 'ITGB1', 'SFTPA1', 'ITGB5', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'WIPF3', 'SFTPD', 'HGF', 'WASL', 'WIPF1', 'ITGA2B', 'ITGA5', 'FYN', 'WAS', 'LYN', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'CD47', 'VCL', 'SYK', 'DMBT1', 'FCGR1A', 'OSCAR', 'SIRPA', 'ERBB2', 'SH3KBP1', 'CKAP4', 'SH3GL2', 'TGFBR1', 'PKD1', 'DOCK2', 'SFTPA2', 'ZDHHC2']
195	GO:BP	GO:0007596	blood coagulation	1.547900264245022e-08	True	"""The sequential process in which the multiple coagulation factors of the blood interact, ultimately resulting in the formation of an insoluble fibrin clot; it may be divided into three stages: stage 1, the formation of intrinsic and extrinsic prothrombin converting principle; stage 2, the formation of thrombin; stage 3, the formation of stable fibrin polymers."" [http://www.graylab.ac.uk/omd/, ISBN:0198506732]"	221	96	13	15719	0.1354166666666666	0.0588235294117647	query_1	['GO:0007599', 'GO:0042060', 'GO:0050817']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'WAS', 'LYN', 'VCL', 'VAV1', 'SYK', 'VTN', 'TLN1', 'LCK', 'PDGFRA']
196	GO:BP	GO:0000902	cell morphogenesis	1.6492673877536995e-08	True	"""The developmental process in which the size or shape of a cell is generated and organized."" [GOC:clt, GOC:dph, GOC:go_curators, GOC:tb]"	921	96	24	15719	0.25	0.0260586319218241	query_1	['GO:0009653']	['MET', 'LATS1', 'ITGB1', 'FN1', 'SRC', 'SPP1', 'CRK', 'HGF', 'WASL', 'SOS1', 'FYN', 'PARD3', 'DVL2', 'TGFB1', 'EGFR', 'VCL', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'SH3GL2', 'PTK2', 'ITGB6', 'PTPN11']
65	REAC	REAC:R-HSA-5683057	MAPK family signaling cascades	1.7737752783532532e-08	True	MAPK family signaling cascades	300	94	17	10022	0.1808510638297872	0.0566666666666666	query_1	['REAC:R-HSA-162582']	['MET', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'SHC1', 'SOS1', 'ITGA2B', 'FYN', 'EGFR', 'VCL', 'ERBB2', 'TLN1', 'PTK2', 'PTPN11', 'PDGFRA']
66	REAC	REAC:R-HSA-1433557	Signaling by SCF-KIT	1.8029052743175282e-08	True	Signaling by SCF-KIT	39	94	8	10022	0.0851063829787234	0.2051282051282051	query_1	['REAC:R-HSA-9006934']	['PIK3R1', 'SOS1', 'FYN', 'LYN', 'VAV1', 'LCK', 'PTPN11', 'CBL']
197	GO:BP	GO:0050817	coagulation	1.9091268868940185e-08	True	"""The process in which a fluid solution, or part of it, changes into a solid or semisolid mass."" [ISBN:0198506732]"	225	96	13	15719	0.1354166666666666	0.0577777777777777	query_1	['GO:0032501']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'WAS', 'LYN', 'VCL', 'VAV1', 'SYK', 'VTN', 'TLN1', 'LCK', 'PDGFRA']
198	GO:BP	GO:0048731	system development	1.939607041640972e-08	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	96	50	15719	0.5208333333333334	0.0135538086202222	query_1	['GO:0007275', 'GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'SFTPD', 'CRK', 'NPHP4', 'HGF', 'SHC1', 'WASL', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'ITGA2B', 'ITGA5', 'NPHP1', 'ASAP1', 'FYN', 'PAX3', 'PARD3', 'LYN', 'SHB', 'DVL2', 'TGFB1', 'EGFR', 'VCL', 'SYK', 'PLCG1', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'VTN', 'TGFBR1', 'PKD1', 'PTK2', 'ITGB6', 'SMAD3', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
199	GO:BP	GO:0002009	morphogenesis of an epithelium	2.0153034208944227e-08	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	500	96	18	15719	0.1875	0.036	query_1	['GO:0048729', 'GO:0060429']	['MET', 'ITGB1', 'SMURF2', 'SRC', 'HGF', 'SOS1', 'TGFBR2', 'RPGRIP1L', 'ITGA5', 'NPHP1', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'VCL', 'SMURF1', 'PKD1', 'SMAD3']
200	GO:BP	GO:0007599	hemostasis	2.0957655051296336e-08	True	"""The stopping of bleeding (loss of body fluid) or the arrest of the circulation to an organ or part."" [ISBN:0198506732]"	227	96	13	15719	0.1354166666666666	0.0572687224669603	query_1	['GO:0050878']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'WAS', 'LYN', 'VCL', 'VAV1', 'SYK', 'VTN', 'TLN1', 'LCK', 'PDGFRA']
201	GO:BP	GO:0012501	programmed cell death	2.2760437437729277e-08	True	"""A process which begins when a cell receives an internal or external signal and activates a series of biochemical events (signaling pathway). The process ends with the death of the cell."" [GOC:lr, GOC:mtg_apoptosis]"	1850	96	34	15719	0.3541666666666667	0.0183783783783783	query_1	['GO:0008219']	['MET', 'LATS1', 'ITGB1', 'NCK1', 'ITGAV', 'BCAR1', 'DOCK1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'TGFBR2', 'ITGA5', 'PAX3', 'LYN', 'SHB', 'TGFB1', 'EGFR', 'SYK', 'PLCG1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'CRKL', 'TGFBR1', 'PTK2', 'LCK', 'SMAD3', 'ELMO1', 'CBL', 'NCK2', 'ELMO2']
202	GO:BP	GO:0010634	positive regulation of epithelial cell migration	2.39555377549029e-08	True	"""Any process that activates or increases the frequency, rate or extent of epithelial cell migration."" [GOC:BHF, GOC:dph, GOC:tb]"	146	96	11	15719	0.1145833333333333	0.0753424657534246	query_1	['GO:0010631', 'GO:0010632', 'GO:0030335']	['MET', 'BCAR1', 'DOCK1', 'SRC', 'ITGB3', 'PLCG2', 'TGFBR2', 'PLCG1', 'PTK2B', 'PTK2', 'DOCK5']
203	GO:BP	GO:0030030	cell projection organization	2.6779651989799653e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a prolongation or process extending from a cell, e.g. a flagellum or axon."" [GOC:jl, GOC:mah, http://www.cogsci.princeton.edu/~wn/]"	1470	96	30	15719	0.3125	0.0204081632653061	query_1	['GO:0016043']	['RAPGEF1', 'ITGB1', 'NCK1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'WASL', 'SOS1', 'RPGRIP1L', 'NPHP1', 'ASAP1', 'FYN', 'WAS', 'PARD3', 'LYN', 'DVL2', 'VCL', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'TGFBR1', 'PTK2', 'PTPN11', 'NCK2']
204	GO:BP	GO:0034329	cell junction assembly	2.8636775669444514e-08	True	"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]"	390	96	16	15719	0.1666666666666666	0.041025641025641	query_1	['GO:0022607', 'GO:0034330']	['RAPGEF1', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'CRK', 'NPHP4', 'ITGA5', 'NPHP1', 'PARD3', 'VCL', 'PTK2B', 'CRKL', 'TLN1', 'PTK2', 'SMAD3']
205	GO:BP	GO:0051495	positive regulation of cytoskeleton organization	3.0651645275200374e-08	True	"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	190	96	12	15719	0.125	0.0631578947368421	query_1	['GO:0007010', 'GO:0010638', 'GO:0051493']	['MET', 'NCK1', 'TGFB3', 'WASL', 'PXN', 'WAS', 'GRB2', 'CD47', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2']
206	GO:BP	GO:0060627	regulation of vesicle-mediated transport	3.5165538394471995e-08	True	"""Any process that modulates the rate, frequency, or extent of vesicle-mediated transport, the directed movement of substances, either within a vesicle or in the vesicle membrane, into, out of or within a cell."" [GOC:dph, GOC:tb]"	519	96	18	15719	0.1875	0.0346820809248554	query_1	['GO:0016192', 'GO:0050794', 'GO:0051049']	['RAPGEF1', 'ITGAV', 'SRC', 'ITGB3', 'SFTPD', 'PLCG2', 'WASL', 'LYN', 'TGFB1', 'CD47', 'SYK', 'FCGR1A', 'SIRPA', 'VTN', 'SIRPG', 'DOCK2', 'CBL', 'ZDHHC2']
21	GO:CC	GO:0031252	cell leading edge	3.5808980811744754e-08	True	"""The area of a motile cell closest to the direction of movement."" [GOC:pg]"	406	98	16	16420	0.1632653061224489	0.0394088669950738	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'WASL', 'WIPF1', 'PARD6A', 'ITGA5', 'PXN', 'EGFR', 'PLCG1', 'ERBB2', 'PTK2B', 'TLN1']
207	GO:BP	GO:0070372	regulation of ERK1 and ERK2 cascade	3.582733780204337e-08	True	"""Any process that modulates the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:add, ISBN:0121245462, ISBN:0896039986]"	287	96	14	15719	0.1458333333333333	0.048780487804878	query_1	['GO:0043408', 'GO:0070371']	['RAPGEF1', 'FN1', 'SRC', 'ITGB3', 'SHC1', 'LYN', 'EGFR', 'SYK', 'SIRPA', 'ERBB2', 'PTK2B', 'CRKL', 'PTPN11', 'PDGFRA']
208	GO:BP	GO:0034113	heterotypic cell-cell adhesion	4.2173975312606125e-08	True	"""The attachment of a cell to a cell of a different type via adhesion molecules."" [GOC:add]"	59	96	8	15719	0.0833333333333333	0.135593220338983	query_1	['GO:0098609']	['ITGB1', 'ITGAV', 'ITGB3', 'SKAP1', 'ITGA5', 'CD47', 'SIRPA', 'LCK']
209	GO:BP	GO:0043410	positive regulation of MAPK cascade	4.534135231463909e-08	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the MAPK cascade."" [GOC:go_curators]"	464	96	17	15719	0.1770833333333333	0.0366379310344827	query_1	['GO:0000165', 'GO:0043408', 'GO:1902533']	['RAPGEF1', 'SRC', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'DVL2', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'CRKL', 'TGFBR1', 'PTPN11', 'PDGFRA']
210	GO:BP	GO:0042127	regulation of cell population proliferation	4.7076314246340996e-08	True	"""Any process that modulates the frequency, rate or extent of cell proliferation."" [GOC:jl]"	1604	96	31	15719	0.3229166666666667	0.0193266832917705	query_1	['GO:0008283', 'GO:0050794']	['RAPGEF1', 'ITGB1', 'NCK1', 'ITGAV', 'FN1', 'SRC', 'SMAD7', 'ITGB3', 'TGFB3', 'SFTPD', 'SHC1', 'SOS1', 'TGFBR2', 'ZAP70', 'SKAP2', 'LYN', 'DVL2', 'TGFB1', 'EGFR', 'CD47', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'CRKL', 'SIRPG', 'TGFBR1', 'PTK2', 'SMAD3', 'NCK2', 'PDGFRA']
211	GO:BP	GO:0048666	neuron development	4.7380059819703046e-08	True	"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]"	1058	96	25	15719	0.2604166666666667	0.0236294896030245	query_1	['GO:0030182', 'GO:0048468']	['RAPGEF1', 'ITGB1', 'NCK1', 'FN1', 'SPP1', 'CRK', 'NPHP4', 'HGF', 'WASL', 'SOS1', 'RPGRIP1L', 'ASAP1', 'FYN', 'PARD3', 'LYN', 'DVL2', 'VCL', 'SMURF1', 'ERBB2', 'PTK2B', 'SH3GL2', 'CRKL', 'PTK2', 'PTPN11', 'NCK2']
