FG syndrome type 1	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
398	GO:BP	GO:0007409	axonogenesis	6.958587301904263e-10	True	"""De novo generation of a long process of a neuron, including the terminal branched region. Refers to the morphogenesis or creation of shape or form of the developing axon, which carries efferent (outgoing) action potentials from the cell body towards target cells."" [GOC:dph, GOC:jid, GOC:pg, GOC:pr, ISBN:0198506732]"	430	101	18	17376	0.1782178217821782	0.041860465116279	query_1	['GO:0048667', 'GO:0048812', 'GO:0061564']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'SOS1', 'FYN', 'ITGA4', 'CXCL12', 'NRP2', 'VCL', 'ERBB2', 'VEGFA', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
399	REAC	REAC:R-HSA-373755	Semaphorin interactions	7.256230269740528e-10	True	Semaphorin interactions	64	101	9	17376	0.0891089108910891	0.140625	query_1	['REAC:R-HSA-422475']	['MET', 'ITGB1', 'PLXNB1', 'FYN', 'ERBB2', 'TLN1', 'NRP1', 'SEMA4D', 'PLXNA1']
400	REAC	REAC:R-HSA-202403	TCR signaling	7.780238578687887e-10	True	TCR signaling	122	101	11	17376	0.1089108910891089	0.0901639344262295	query_1	['REAC:R-HSA-1280218']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'ITK', 'PLCG2', 'LAT', 'ZAP70', 'LCP2', 'PIK3CA', 'PLCG1', 'LCK']
401	GO:BP	GO:0046718	viral entry into host cell	8.319980753030385e-10	True	"""The process that occurs after viral attachment by which a virus, or viral nucleic acid, breaches the plasma membrane or cell envelope and enters the host cell. The process ends when the viral nucleic acid is released into the host cell cytoplasm."" [GOC:jl]"	148	101	12	17376	0.1188118811881188	0.081081081081081	query_1	['GO:0019058', 'GO:0044409']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TFRC', 'ITGA5', 'CXCR4', 'EGFR', 'CD81', 'ITGB6', 'NRP1', 'CR2']
402	REAC	REAC:R-HSA-1500931	Cell-Cell communication	8.414180279627867e-10	True	Cell-Cell communication	123	101	11	17376	0.1089108910891089	0.089430894308943	query_1	['REAC:0000000']	['ITGB1', 'PIK3CB', 'PIK3R2', 'PIK3R1', 'CTNNB1', 'PXN', 'FYN', 'PIK3CA', 'PTK2B', 'PTK2', 'PTPN11']
403	GO:BP	GO:0030036	actin cytoskeleton organization	8.655202990325148e-10	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	695	101	22	17376	0.2178217821782178	0.0316546762589928	query_1	['GO:0007010', 'GO:0030029']	['MET', 'ITGB1', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PXN', 'CXCL12', 'GRB2', 'APOA1', 'TF', 'PIK3CA', 'SH3KBP1', 'PTK2B', 'TLN1', 'NRP1', 'PDGFRA']
404	GO:BP	GO:0045807	positive regulation of endocytosis	9.671580586981416e-10	True	"""Any process that activates or increases the frequency, rate or extent of endocytosis."" [GOC:go_curators]"	150	101	12	17376	0.1188118811881188	0.08	query_1	['GO:0006897', 'GO:0030100', 'GO:0051050', 'GO:0051130']	['RAPGEF1', 'C3', 'PLCG2', 'HFE', 'APOA1', 'TF', 'TFR2', 'SYK', 'FCGR1A', 'VEGFA', 'VTN', 'CBL']
405	GO:BP	GO:0048585	negative regulation of response to stimulus	9.734477211243456e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1534	101	32	17376	0.3168316831683168	0.0208604954367666	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ADRA1A', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'FGA', 'TGFB3', 'CRK', 'HGF', 'CTNNB1', 'HFE', 'FYN', 'CXCL12', 'LYN', 'EGFR', 'APOA1', 'FGB', 'SYK', 'PLCG1', 'FGG', 'CERS2', 'VTN', 'NRP1', 'CBL', 'ACKR3', 'PDGFRA', 'SEMA4D', 'CR2']
406	GO:BP	GO:0032102	negative regulation of response to external stimulus	9.97635387396022e-10	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	383	101	17	17376	0.1683168316831683	0.0443864229765013	query_1	['GO:0009605', 'GO:0032101', 'GO:0048585']	['SRC', 'SPP1', 'FGA', 'CRK', 'HGF', 'FYN', 'LYN', 'APOA1', 'FGB', 'SYK', 'PLCG1', 'FGG', 'CERS2', 'VTN', 'NRP1', 'PDGFRA', 'SEMA4D']
407	GO:BP	GO:0031344	regulation of cell projection organization	9.97635387396022e-10	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell projections."" [GOC:mah]"	631	101	21	17376	0.2079207920792079	0.0332805071315372	query_1	['GO:0030030', 'GO:0051128']	['RAPGEF1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'FYN', 'CXCL12', 'LYN', 'PIK3CA', 'CERS2', 'PTK2B', 'VEGFA', 'CRKL', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
408	GO:BP	GO:1900024	regulation of substrate adhesion-dependent cell spreading	9.97635387396022e-10	True	"""Any process that modulates the frequency, rate or extent of substrate adhesion-dependent cell spreading."" [GOC:TermGenie, GOC:yaf]"	61	101	9	17376	0.0891089108910891	0.1475409836065573	query_1	['GO:0010810', 'GO:0034446']	['FGA', 'ITGB3', 'CRK', 'APOA1', 'FGB', 'FGG', 'CRKL', 'PTK2', 'NRP1']
409	GO:BP	GO:0002443	leukocyte mediated immunity	9.97635387396022e-10	True	"""Any process involved in the carrying out of an immune response by a leukocyte."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	383	101	17	17376	0.1683168316831683	0.0443864229765013	query_1	['GO:0002252']	['C3', 'CRK', 'PLCG2', 'TFRC', 'PIK3CD', 'HFE', 'LAT', 'LYN', 'VAV1', 'SYK', 'FCGR1A', 'IGHM', 'CD81', 'CD19', 'CBL', 'HPX', 'CR2']
410	GO:BP	GO:0097529	myeloid leukocyte migration	1.1110517993465622e-09	True	"""The movement of a myeloid leukocyte within or between different tissues and organs of the body."" [GOC:cvs, PMID:22342843, PMID:24157461]"	234	101	14	17376	0.1386138613861386	0.0598290598290598	query_1	['GO:0050900']	['ITGA9', 'VEGFB', 'PIK3R1', 'PIK3CD', 'CXCL12', 'LYN', 'VAV1', 'SYK', 'PTK2B', 'VEGFA', 'CD81', 'PTK2', 'FLT1', 'PGF']
411	GO:BP	GO:0001704	formation of primary germ layer	1.4033796452396468e-09	True	"""The formation of the ectoderm, mesoderm and endoderm during gastrulation."" [GOC:go_curators]"	120	101	11	17376	0.1089108910891089	0.0916666666666666	query_1	['GO:0007369', 'GO:0048646']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'CTNNB1', 'ITGA5', 'ITGA4', 'GRB2', 'VTN', 'NANOG']
412	REAC	REAC:R-HSA-388841	Costimulation by the CD28 family	1.4123408474031034e-09	True	Costimulation by the CD28 family	69	101	9	17376	0.0891089108910891	0.1304347826086956	query_1	['REAC:R-HSA-1280218']	['PIK3R2', 'PIK3R1', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'PIK3R3', 'LCK', 'PTPN11']
413	GO:BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	1.5083526322428407e-09	True	"""An Fc-gamma receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GOC:phg, PMID:12488490, PMID:15466916]"	26	101	7	17376	0.0693069306930693	0.2692307692307692	query_1	['GO:0002431', 'GO:0002433', 'GO:0038094']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
414	GO:BP	GO:0002433	immune response-regulating cell surface receptor signaling pathway involved in phagocytosis	1.5083526322428407e-09	True	"""An immune response-regulating cell surface receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GO_REF:0000022, GOC:add, GOC:bf, ISBN:0781735149]"	26	101	7	17376	0.0693069306930693	0.2692307692307692	query_1	['GO:0002252', 'GO:0002768', 'GO:0006909']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
415	REAC	REAC:R-HSA-180292	GAB1 signalosome	1.5838862661178622e-09	True	GAB1 signalosome	16	101	6	17376	0.0594059405940594	0.375	query_1	['REAC:R-HSA-177929']	['SRC', 'PIK3R1', 'PXN', 'EGFR', 'PIK3CA', 'PTPN11']
416	GO:BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	1.6606454949817755e-09	True	"""Any process that modulates the frequency, rate, or extent of an inflammatory response to an antigenic stimulus."" [GOC:add]"	43	101	8	17376	0.0792079207920792	0.1860465116279069	query_1	['GO:0002437', 'GO:0050727', 'GO:0050776']	['C3', 'SRC', 'FYN', 'LYN', 'SYK', 'PLCG1', 'FCGR1A', 'CD81']
417	GO:BP	GO:0007267	cell-cell signaling	1.738067433444114e-09	True	"""Any process that mediates the transfer of information from one cell to another. This process includes signal transduction in the receiving cell and, where applicable, release of a ligand and any processes that actively facilitate its transport and presentation to the receiving cell. Examples include signaling via soluble ligands, via cell adhesion molecules and via gap junctions."" [GOC:dos, GOC:mah]"	1571	101	32	17376	0.3168316831683168	0.0203691915977084	query_1	['GO:0007154', 'GO:0023052']	['RAPGEF1', 'C3', 'ITGB1', 'ADRA1A', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'HGF', 'PLCG2', 'CTNNB1', 'HFE', 'FYN', 'GJB1', 'CXCL12', 'LYN', 'MED12', 'GJB2', 'TNC', 'EGFR', 'TFR2', 'FGB', 'SYK', 'PLCG1', 'FGG', 'SH3KBP1', 'PTK2B', 'CRKL', 'ITGB6', 'NRP1', 'PTPN11', 'PGF']
418	GO:BP	GO:0002250	adaptive immune response	1.8965785570777e-09	True	"""An immune response mediated by cells expressing specific receptors for antigens produced through a somatic diversification process, and allowing for an enhanced secondary response to subsequent exposures to the same antigen (immunological memory)."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	521	101	19	17376	0.1881188118811881	0.036468330134357	query_1	['GO:0006955']	['C3', 'FGA', 'ITK', 'TFRC', 'PIK3CD', 'HFE', 'FYN', 'LAT', 'ZAP70', 'LYN', 'FGB', 'SYK', 'FCGR1A', 'PTK2B', 'IGHM', 'CD81', 'CD19', 'HPX', 'CR2']
419	GO:BP	GO:1900026	positive regulation of substrate adhesion-dependent cell spreading	1.9920614229957934e-09	True	"""Any process that activates or increases the frequency, rate or extent of substrate adhesion-dependent cell spreading."" [GOC:TermGenie, GOC:yaf]"	44	101	8	17376	0.0792079207920792	0.1818181818181818	query_1	['GO:0010811', 'GO:0034446', 'GO:1900024']	['FGA', 'ITGB3', 'CRK', 'APOA1', 'FGB', 'FGG', 'CRKL', 'NRP1']
420	GO:BP	GO:0031295	T cell costimulation	1.9920614229957934e-09	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]"	44	101	8	17376	0.0792079207920792	0.1818181818181818	query_1	['GO:0031294', 'GO:0050870']	['SRC', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'CD81', 'LCK', 'PTPN11']
421	GO:BP	GO:0007044	cell-substrate junction assembly	2.050248922169766e-09	True	"""The aggregation, arrangement and bonding together of a set of components to form a junction between a cell and its substrate."" [GOC:mah]"	93	101	10	17376	0.099009900990099	0.1075268817204301	query_1	['GO:0034329', 'GO:0150115']	['FN1', 'SRC', 'ITGB3', 'ITGA5', 'VCL', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'NRP1']
422	GO:BP	GO:0050679	positive regulation of epithelial cell proliferation	2.1605499554682118e-09	True	"""Any process that activates or increases the rate or extent of epithelial cell proliferation."" [GOC:ai]"	202	101	13	17376	0.1287128712871287	0.0643564356435643	query_1	['GO:0008284', 'GO:0050673', 'GO:0050678']	['VEGFB', 'ITGB3', 'CTNNB1', 'PIK3CD', 'ITGA4', 'CXCL12', 'NRP2', 'EGFR', 'PLCG1', 'ERBB2', 'VEGFA', 'NRP1', 'PGF']
423	GO:BP	GO:0001938	positive regulation of endothelial cell proliferation	2.2677465171830227e-09	True	"""Any process that activates or increases the rate or extent of endothelial cell proliferation."" [GOC:add]"	94	101	10	17376	0.099009900990099	0.1063829787234042	query_1	['GO:0001935', 'GO:0001936', 'GO:0050679']	['VEGFB', 'ITGB3', 'PIK3CD', 'ITGA4', 'CXCL12', 'NRP2', 'PLCG1', 'VEGFA', 'NRP1', 'PGF']
424	GO:BP	GO:0061041	regulation of wound healing	2.503414775518327e-09	True	"""Any process that modulates the rate, frequency, or extent of the series of events that restore integrity to a damaged tissue, following an injury."" [GOC:BHF, GOC:dph]"	127	101	11	17376	0.1089108910891089	0.0866141732283464	query_1	['GO:0042060', 'GO:1903034']	['ITGB1', 'VEGFB', 'FGA', 'CRK', 'CXCR4', 'VKORC1', 'FGB', 'FGG', 'VTN', 'PTK2', 'PDGFRA']
425	REAC	REAC:R-HSA-8957275	Post-translational protein phosphorylation	2.606168703566371e-09	True	Post-translational protein phosphorylation	103	101	10	17376	0.099009900990099	0.0970873786407767	query_1	['REAC:R-HSA-597592']	['C3', 'FN1', 'SPP1', 'FGA', 'TNC', 'APOA1', 'TF', 'FGG', 'SERPINA1', 'ALB']
426	GO:CC	GO:0032587	ruffle membrane	2.633817204022132e-09	True	"""The portion of the plasma membrane surrounding a ruffle."" [GOC:mah]"	98	101	10	17376	0.099009900990099	0.1020408163265306	query_1	['GO:0001726', 'GO:0031253', 'GO:0031256']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
427	GO:BP	GO:0043434	response to peptide hormone	2.835038789411118e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]"	411	101	17	17376	0.1683168316831683	0.0413625304136253	query_1	['GO:0009725', 'GO:1901652']	['PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'PXN', 'CXCL12', 'LYN', 'GJB2', 'GRB2', 'PIK3CA', 'PIK3R3', 'PTK2', 'PTPN11']
428	GO:BP	GO:0031294	lymphocyte costimulation	2.845907896563661e-09	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]"	46	101	8	17376	0.0792079207920792	0.1739130434782608	query_1	['GO:0002376', 'GO:0051251']	['SRC', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'CD81', 'LCK', 'PTPN11']
429	GO:BP	GO:1903037	regulation of leukocyte cell-cell adhesion	3.0111474732410822e-09	True	"""Any process that modulates the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	356	101	16	17376	0.1584158415841584	0.0449438202247191	query_1	['GO:0007159', 'GO:0022407']	['SRC', 'TFRC', 'HFE', 'FYN', 'ITGA4', 'ZAP70', 'CXCL12', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'CD81', 'VCAM1', 'LCK', 'PTPN11']
430	GO:BP	GO:0001894	tissue homeostasis	3.10221401718936e-09	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined tissue of an organism, including control of cellular proliferation and death and control of metabolic function."" [GOC:add, GOC:isa_complete]"	254	101	14	17376	0.1386138613861386	0.0551181102362204	query_1	['GO:0048871', 'GO:0060249']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'TFRC', 'CTNNB1', 'TF', 'VCL', 'SYK', 'PTK2B', 'VEGFA', 'SH3GL2', 'ALB', 'PTPN11']
431	GO:BP	GO:0060249	anatomical structure homeostasis	3.10221401718936e-09	True	"""A homeostatic process involved in the maintenance of an internal steady state within a defined anatomical structure of an organism, including control of cellular proliferation and death and control of metabolic function. An anatomical structure is any biological entity that occupies space and is distinguished from its surroundings. Anatomical structures can be macroscopic such as a carpel, or microscopic such as an acrosome."" [GOC:dph]"	254	101	14	17376	0.1386138613861386	0.0551181102362204	query_1	['GO:0048871']	['ITGB1', 'SRC', 'SPP1', 'ITGB3', 'TFRC', 'CTNNB1', 'TF', 'VCL', 'SYK', 'PTK2B', 'VEGFA', 'SH3GL2', 'ALB', 'PTPN11']
432	GO:BP	GO:0051094	positive regulation of developmental process	3.1972724697769132e-09	True	"""Any process that activates or increases the rate or extent of development, the biological process whose specific outcome is the progression of an organism over time from an initial condition (e.g. a zygote, or a young adult) to a later condition (e.g. a multicellular animal or an aged adult)."" [GOC:ai]"	1238	101	28	17376	0.2772277227722772	0.0226171243941841	query_1	['GO:0032502', 'GO:0048518', 'GO:0050793']	['C3', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'HGF', 'TFRC', 'CTNNB1', 'PIK3CD', 'ITGA5', 'ZAP70', 'CXCL12', 'LYN', 'CXCR4', 'SYK', 'PLCG1', 'PTK2B', 'VEGFA', 'L1CAM', 'PTK2', 'NRP1', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
433	REAC	REAC:R-HSA-9671555	Signaling by PDGFR in disease	3.563926040711017e-09	True	Signaling by PDGFR in disease	18	101	6	17376	0.0594059405940594	0.3333333333333333	query_1	['REAC:R-HSA-5663202']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'PIK3CA', 'PDGFRA']
434	GO:BP	GO:0048513	animal organ development	3.706900083113558e-09	True	"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]"	2937	101	44	17376	0.4356435643564356	0.0149812734082397	query_1	['GO:0048856']	['MET', 'ITGB1', 'ADRA1A', 'VEGFB', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'FYN', 'CXCL12', 'MED12', 'GJB2', 'GRB2', 'TNC', 'NRP2', 'CXCR4', 'VKORC1', 'EGFR', 'APOA1', 'PIK3CA', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'VCAM1', 'PTK2', 'ITGB6', 'NRP1', 'CBL', 'PTPN11', 'PDGFRA', 'SEMA4D', 'FLT1', 'PGF', 'PLXNA1']
435	GO:BP	GO:0044403	biological process involved in symbiotic interaction	4.110889530856464e-09	True	"""A process carried out by gene products in an organism that enable the organism to engage in a symbiotic relationship, a more or less intimate association, with another organism. The various forms of symbiosis include parasitism, in which the association is disadvantageous or destructive to one of the organisms; mutualism, in which the association is advantageous, or often necessary to one or both and not harmful to either; and commensalism, in which one member of the association benefits while the other is not affected. However, mutualism, parasitism, and commensalism are often not discrete categories of interactions and should rather be perceived as a continuum of interaction ranging from parasitism to mutualism. In fact, the direction of a symbiotic interaction can change during the lifetime of the symbionts due to developmental changes as well as changes in the biotic/abiotic environment in which the interaction occurs. Microscopic symbionts are often referred to as endosymbionts."" [GOC:cc, PMID:31257129]"	310	101	15	17376	0.1485148514851485	0.0483870967741935	query_1	['GO:0044419']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'SRC', 'ITGB3', 'TFRC', 'ITGA5', 'CXCR4', 'EGFR', 'CD81', 'ITGB6', 'NRP1', 'CBL', 'CR2']
436	REAC	REAC:R-HSA-2871796	FCERI mediated MAPK activation	4.1529143652398516e-09	True	FCERI mediated MAPK activation	33	101	7	17376	0.0693069306930693	0.2121212121212121	query_1	['REAC:R-HSA-2454202']	['PLCG2', 'SOS1', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1']
437	GO:CC	GO:0031983	vesicle lumen	4.48644355649464e-09	True	"""The volume enclosed by the membrane or protein that forms a vesicle."" [GOC:mah, GOC:vesicles]"	318	101	15	17376	0.1485148514851485	0.0471698113207547	query_1	['GO:0031982', 'GO:0043233']	['C3', 'VEGFB', 'FN1', 'FGA', 'TGFB3', 'HGF', 'EGFR', 'APOA1', 'TF', 'FGB', 'VCL', 'FGG', 'VEGFA', 'SERPINA1', 'ALB']
438	GO:BP	GO:0050673	epithelial cell proliferation	4.6213986362744235e-09	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population. Epithelial cells make up the epithelium, the covering of internal and external surfaces of the body, including the lining of vessels and other small cavities. It consists of cells joined by small amounts of cementing substances."" [ISBN:0721662544]"	425	101	17	17376	0.1683168316831683	0.04	query_1	['GO:0008283']	['PIK3CB', 'VEGFB', 'ITGB3', 'HGF', 'CTNNB1', 'PIK3CD', 'ITGA4', 'CXCL12', 'NRP2', 'EGFR', 'APOA1', 'PLCG1', 'ERBB2', 'VEGFA', 'NRP1', 'FLT1', 'PGF']
439	GO:BP	GO:0001936	regulation of endothelial cell proliferation	4.6879862773667165e-09	True	"""Any process that modulates the frequency, rate, or extent of endothelial cell proliferation."" [GOC:add]"	135	101	11	17376	0.1089108910891089	0.0814814814814814	query_1	['GO:0001935', 'GO:0050678']	['VEGFB', 'ITGB3', 'PIK3CD', 'ITGA4', 'CXCL12', 'NRP2', 'PLCG1', 'VEGFA', 'NRP1', 'FLT1', 'PGF']
440	GO:BP	GO:0010595	positive regulation of endothelial cell migration	4.939295407861603e-09	True	"""Any process that increases the rate, frequency, or extent of the orderly movement of an endothelial cell into the extracellular matrix to form an endothelium."" [GOC:BHF, GOC:dph, GOC:tb]"	102	101	10	17376	0.099009900990099	0.0980392156862745	query_1	['GO:0010594', 'GO:0010634', 'GO:0043542']	['MET', 'PIK3CB', 'BCAR1', 'ITGB3', 'PIK3CD', 'NRP2', 'PLCG1', 'PTK2B', 'VEGFA', 'NRP1']
441	REAC	REAC:R-HSA-8876384	Listeria monocytogenes entry into host cells	5.081749228882284e-09	True	Listeria monocytogenes entry into host cells	19	101	6	17376	0.0594059405940594	0.3157894736842105	query_1	['REAC:R-HSA-5663205']	['MET', 'SRC', 'CTNNB1', 'SH3KBP1', 'SH3GL2', 'CBL']
442	REAC	REAC:R-HSA-6802957	Oncogenic MAPK signaling	5.160696055909328e-09	True	Oncogenic MAPK signaling	80	101	9	17376	0.0891089108910891	0.1125	query_1	['REAC:R-HSA-5663202']	['FN1', 'SRC', 'FGA', 'ITGB3', 'ITGA2B', 'FGB', 'VCL', 'FGG', 'TLN1']
