Neuroectodermal melanolysosomal disease	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
201	GO:BP	GO:0010941	regulation of cell death	1.9233233056205863e-11	True	"""Any process that modulates the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:dph, GOC:tb]"	1554	101	35	17376	0.3465346534653465	0.0225225225225225	query_1	['GO:0008219', 'GO:0050794']	['BMI1', 'AKT1', 'MYC', 'CDK5', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'DNMT1', 'SIN3A', 'CDKN2D', 'PSMC5', 'CDK5R1', 'CDKN1A', 'RYBP', 'SMAD4', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'NQO1', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
202	GO:BP	GO:0042981	regulation of apoptotic process	1.96015575038036e-11	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	101	33	17376	0.3267326732673267	0.0239825581395348	query_1	['GO:0006915', 'GO:0043067']	['BMI1', 'AKT1', 'MYC', 'CDK5', 'TRRAP', 'CTNNB1', 'RB1', 'HDAC1', 'DNMT1', 'SIN3A', 'CDKN2D', 'CDK5R1', 'RYBP', 'SMAD4', 'CCND2', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'SKP2', 'NQO1', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
203	GO:BP	GO:0071495	cellular response to endogenous stimulus	2.282995080042865e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:mah]"	1384	101	33	17376	0.3267326732673267	0.0238439306358381	query_1	['GO:0009719']	['SMAD1', 'CDKN2B', 'BMI1', 'AKT1', 'CREBBP', 'CDK5', 'EHMT2', 'STAT3', 'MAX', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'SMARCA4', 'DNMT1', 'SIN3A', 'CDK5R1', 'CCNA2', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'MYO5A', 'SP1', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'CDK4', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A']
204	REAC	REAC:R-HSA-4839726	Chromatin organization	3.380369772466583e-11	True	Chromatin organization	267	101	16	17376	0.1584158415841584	0.0599250936329588	query_1	['REAC:0000000']	['CREBBP', 'EHMT2', 'TRRAP', 'HDAC1', 'RBBP4', 'SMARCA4', 'EP300', 'RUVBL1', 'EHMT1', 'RCOR1', 'KAT5', 'CDK4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
205	REAC	REAC:R-HSA-3247509	Chromatin modifying enzymes	3.380369772466583e-11	True	Chromatin modifying enzymes	267	101	16	17376	0.1584158415841584	0.0599250936329588	query_1	['REAC:R-HSA-4839726']	['CREBBP', 'EHMT2', 'TRRAP', 'HDAC1', 'RBBP4', 'SMARCA4', 'EP300', 'RUVBL1', 'EHMT1', 'RCOR1', 'KAT5', 'CDK4', 'HDAC2', 'KDM1A', 'EPC1', 'CCND1']
206	REAC	REAC:R-HSA-9617828	FOXO-mediated transcription of cell cycle genes	3.648091108701668e-11	True	FOXO-mediated transcription of cell cycle genes	17	101	7	17376	0.0693069306930693	0.4117647058823529	query_1	['REAC:R-HSA-9614085']	['RBL2', 'CDKN1A', 'SMAD2', 'SMAD4', 'FOXO1', 'CDKN1B', 'SMAD3']
207	GO:BP	GO:0033554	cellular response to stress	4.6410555076684446e-11	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating the organism is under stress. The stress is usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:mah]"	1893	101	38	17376	0.3762376237623762	0.0200739566825145	query_1	['GO:0006950', 'GO:0051716']	['CDKN2B', 'AKT1', 'MYC', 'CREBBP', 'EHMT2', 'CBX3', 'CDK7', 'MAX', 'RBL1', 'TRRAP', 'CTNNB1', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'CDKN1A', 'CCNA2', 'EP300', 'E2F1', 'RUVBL1', 'MNAT1', 'CDK1', 'CDKN2A', 'CDK2', 'SP1', 'PCGF2', 'UBE2W', 'FOXO1', 'KAT5', 'NQO1', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CDK6', 'EPC1', 'CCND1']
208	REAC	REAC:R-HSA-69563	p53-Dependent G1 DNA Damage Response	4.723169609088551e-11	True	p53-Dependent G1 DNA Damage Response	66	101	10	17376	0.099009900990099	0.1515151515151515	query_1	['REAC:R-HSA-69580']	['CCNA1', 'CCNE2', 'CCNE1', 'PSMC5', 'CDKN1A', 'CCNA2', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53']
209	REAC	REAC:R-HSA-69580	p53-Dependent G1/S DNA damage checkpoint	4.723169609088551e-11	True	p53-Dependent G1/S DNA damage checkpoint	66	101	10	17376	0.099009900990099	0.1515151515151515	query_1	['REAC:R-HSA-69615']	['CCNA1', 'CCNE2', 'CCNE1', 'PSMC5', 'CDKN1A', 'CCNA2', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53']
210	GO:BP	GO:0008152	metabolic process	4.9033643356160326e-11	True	"""The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation."" [GOC:go_curators, ISBN:0198547684]"	10396	101	92	17376	0.9108910891089108	0.0088495575221238	query_1	['GO:0008150']	['SMAD1', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'ODC1', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'CCNB2', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
211	GO:CC	GO:0043227	membrane-bounded organelle	5.203217779576415e-11	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	12190	101	98	17376	0.9702970297029704	0.008039376538146	query_1	['GO:0043226']	['SMAD1', 'MYRIP', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'KIF5A', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'CCNE2', 'RBL2', 'SYTL3', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'KIF5B', 'CCNB2', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'KLC2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MYO5A', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'KLC1', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
212	REAC	REAC:R-HSA-9754119	Drug-mediated inhibition of CDK4/CDK6 activity	6.207421213448712e-11	True	Drug-mediated inhibition of CDK4/CDK6 activity	5	101	5	17376	0.0495049504950495	1.0	query_1	['REAC:R-HSA-69231']	['CCND2', 'CCND3', 'CDK4', 'CDK6', 'CCND1']
213	REAC	REAC:R-HSA-69615	G1/S DNA Damage Checkpoints	6.251727085641545e-11	True	G1/S DNA Damage Checkpoints	68	101	10	17376	0.099009900990099	0.1470588235294117	query_1	['REAC:R-HSA-69620']	['CCNA1', 'CCNE2', 'CCNE1', 'PSMC5', 'CDKN1A', 'CCNA2', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53']
214	REAC	REAC:R-HSA-8878159	Transcriptional regulation by RUNX3	6.806584273479765e-11	True	Transcriptional regulation by RUNX3	94	101	11	17376	0.1089108910891089	0.1170212765957446	query_1	['REAC:R-HSA-212436']	['MYC', 'CREBBP', 'CTNNB1', 'PSMC5', 'CDKN1A', 'SMAD4', 'EP300', 'CDKN2A', 'TP53', 'SMAD3', 'CCND1']
215	REAC	REAC:R-HSA-5688426	Deubiquitination	6.950257376511101e-11	True	Deubiquitination	282	101	16	17376	0.1584158415841584	0.0567375886524822	query_1	['REAC:R-HSA-597592']	['SMAD1', 'MYC', 'CCNA1', 'TRRAP', 'PSMC5', 'CCNA2', 'SMAD2', 'SMAD4', 'USP37', 'EP300', 'RUVBL1', 'CDK1', 'ESR1', 'SKP2', 'TP53', 'SMAD3']
216	REAC	REAC:R-HSA-983231	Factors involved in megakaryocyte development and platelet production	9.681664662364712e-11	True	Factors involved in megakaryocyte development and platelet production	162	101	13	17376	0.1287128712871287	0.0802469135802469	query_1	['REAC:R-HSA-109582']	['CDK5', 'KIF5A', 'KLC4', 'HDAC1', 'KIF5B', 'SIN3A', 'KLC2', 'RCOR1', 'CDK2', 'TP53', 'KLC1', 'HDAC2', 'KDM1A']
217	GO:BP	GO:0048145	regulation of fibroblast proliferation	1.0154108689343315e-10	True	"""Any process that modulates the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	89	101	11	17376	0.1089108910891089	0.1235955056179775	query_1	['GO:0042127', 'GO:0048144']	['BMI1', 'MYC', 'CCNB1', 'CTNNB1', 'CDKN1A', 'CCNA2', 'E2F1', 'ESR1', 'CDK4', 'TP53', 'CDK6']
218	GO:BP	GO:0006468	protein phosphorylation	1.3623150947035264e-10	True	"""The process of introducing a phosphate group on to a protein."" [GOC:hb]"	1479	101	33	17376	0.3267326732673267	0.0223123732251521	query_1	['GO:0016310', 'GO:0036211']	['SMAD1', 'PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD2', 'SMAD4', 'CCND2', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'CCND3', 'CDK4', 'CDKN1B', 'TP53', 'HDAC2', 'CDK6', 'CCND1']
219	GO:BP	GO:0045786	negative regulation of cell cycle	1.3623150947035264e-10	True	"""Any process that stops, prevents or reduces the rate or extent of progression through the cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	375	101	18	17376	0.1782178217821782	0.048	query_1	['GO:0007049', 'GO:0048523', 'GO:0051726']	['CDKN2B', 'CDK5', 'CCNB1', 'RBL1', 'RBL2', 'CTNNB1', 'RB1', 'CDKN2D', 'CDKN1A', 'E2F1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'CDKN1B', 'TP53', 'CDK6', 'CCND1']
220	GO:BP	GO:0014070	response to organic cyclic compound	1.4189938554504926e-10	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organic cyclic compound stimulus."" [GOC:ef]"	895	101	26	17376	0.2574257425742574	0.0290502793296089	query_1	['GO:0010033']	['SMAD1', 'CDKN2B', 'BMI1', 'CDK5', 'EHMT2', 'STAT3', 'CTNNB1', 'HDAC1', 'SMARCA4', 'DNMT1', 'SIN3A', 'CDKN2D', 'CCNA2', 'SMAD2', 'EP300', 'CDK1', 'SP1', 'ESR1', 'KAT5', 'SKP2', 'NQO1', 'CDK4', 'CDKN1B', 'HDAC2', 'KDM1A', 'CCND1']
221	GO:BP	GO:0042325	regulation of phosphorylation	1.4189938554504926e-10	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into a molecule."" [GOC:jl]"	1133	101	29	17376	0.2871287128712871	0.0255957634598411	query_1	['GO:0016310', 'GO:0019220']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD4', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'TP53', 'HDAC2', 'CCND1']
222	REAC	REAC:R-HSA-9755511	KEAP1-NFE2L2 pathway	1.4505184538003818e-10	True	KEAP1-NFE2L2 pathway	101	101	11	17376	0.1089108910891089	0.1089108910891089	query_1	['REAC:R-HSA-9711123']	['AKT1', 'MYC', 'CREBBP', 'RBX1', 'PSMC5', 'SKP1', 'EP300', 'CDKN2A', 'SKP2', 'NQO1', 'CUL1']
223	GO:BP	GO:0044839	cell cycle G2/M phase transition	1.501572159132271e-10	True	"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]"	155	101	13	17376	0.1287128712871287	0.0838709677419354	query_1	['GO:0044770']	['PKMYT1', 'CCNB1', 'CCNB2', 'SIN3A', 'CDKN1A', 'CCNA2', 'CDK1', 'CDKN2A', 'CDK2', 'SKP2', 'CDK4', 'TP53', 'CCND1']
224	GO:BP	GO:1901701	cellular response to oxygen-containing compound	1.5189115053297706e-10	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1221	101	30	17376	0.297029702970297	0.0245700245700245	query_1	['GO:0070887', 'GO:1901700']	['BMI1', 'AKT1', 'CDK5', 'EHMT2', 'STAT3', 'MAX', 'CTNNB1', 'RB1', 'SMARCA4', 'DNMT1', 'SIN3A', 'CDK5R1', 'CCNA2', 'SMAD4', 'E2F1', 'MYO5A', 'CDK1', 'CDK2', 'SP1', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'NQO1', 'CDK4', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A']
225	REAC	REAC:R-HSA-2559586	DNA Damage/Telomere Stress Induced Senescence	2.732127822604696e-10	True	DNA Damage/Telomere Stress Induced Senescence	79	101	10	17376	0.099009900990099	0.1265822784810126	query_1	['REAC:R-HSA-2559583']	['CCNA1', 'CCNE2', 'RB1', 'CCNE1', 'CDKN1A', 'CCNA2', 'CDK2', 'KAT5', 'CDKN1B', 'TP53']
226	GO:CC	GO:0005829	cytosol	3.047210545499741e-10	True	"""The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."" [GOC:hjd, GOC:jl]"	5248	101	63	17376	0.6237623762376238	0.0120045731707317	query_1	['GO:0005737', 'GO:0110165']	['SMAD1', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'OAZ3', 'CREBBP', 'CDK5', 'OAZ2', 'STAT3', 'KIF5A', 'ODC1', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RBL2', 'TFDP1', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'RBBP4', 'CCNE1', 'KIF5B', 'CCNB2', 'RBX1', 'CDKN2D', 'PSMC5', 'CDK5R1', 'CDKN1A', 'CCNA2', 'AZIN1', 'SMAD2', 'SKP1', 'KLC2', 'SMAD4', 'USP37', 'EP300', 'CCND2', 'MYO5A', 'RUVBL1', 'CDK1', 'CDKN2C', 'CDKN2A', 'CDK2', 'YAF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'CDK4', 'CDKN1B', 'CUL1', 'TP53', 'SMAD3', 'KLC1', 'RAB27A', 'CDK6', 'CCND1']
227	REAC	REAC:R-HSA-8849470	PTK6 Regulates Cell Cycle	3.3468682541367817e-10	True	PTK6 Regulates Cell Cycle	6	101	5	17376	0.0495049504950495	0.8333333333333334	query_1	['REAC:R-HSA-8848021']	['CCNE1', 'CDK2', 'CDK4', 'CDKN1B', 'CCND1']
228	GO:BP	GO:0019220	regulation of phosphate metabolic process	4.730914747005383e-10	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphates."" [GOC:go_curators]"	1278	101	30	17376	0.297029702970297	0.0234741784037558	query_1	['GO:0006796', 'GO:0051174']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD4', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'CCND1']
229	GO:BP	GO:0051174	regulation of phosphorus metabolic process	4.787518651326764e-10	True	"""Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving phosphorus or compounds containing phosphorus."" [GOC:ai]"	1279	101	30	17376	0.297029702970297	0.0234558248631743	query_1	['GO:0006793', 'GO:0031323']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'RBL1', 'CCNE2', 'RBL2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD4', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'TP53', 'SMAD3', 'HDAC2', 'CCND1']
230	GO:BP	GO:0048146	positive regulation of fibroblast proliferation	4.863545795757505e-10	True	"""Any process that activates or increases the frequency, rate or extent of multiplication or reproduction of fibroblast cells."" [GOC:jid]"	53	101	9	17376	0.0891089108910891	0.1698113207547169	query_1	['GO:0008284', 'GO:0048144', 'GO:0048145']	['BMI1', 'MYC', 'CCNB1', 'CDKN1A', 'CCNA2', 'E2F1', 'ESR1', 'CDK4', 'CDK6']
231	GO:BP	GO:0001932	regulation of protein phosphorylation	5.030113092484456e-10	True	"""Any process that modulates the frequency, rate or extent of addition of phosphate groups into an amino acid in a protein."" [GOC:hjd]"	1029	101	27	17376	0.2673267326732673	0.0262390670553935	query_1	['GO:0006468', 'GO:0031399', 'GO:0042325']	['PKMYT1', 'CDKN2B', 'AKT1', 'SERTAD1', 'CDK5', 'CCNB1', 'CCNA1', 'CDK7', 'CCNE2', 'RB1', 'CCNE1', 'CCNB2', 'CDKN2D', 'CDK5R1', 'CDKN1A', 'CCNA2', 'CCNH', 'SMAD4', 'CCND2', 'MNAT1', 'CDKN2C', 'CDKN2A', 'CCND3', 'CDKN1B', 'TP53', 'HDAC2', 'CCND1']
232	REAC	REAC:R-HSA-9711123	Cellular response to chemical stress	5.618815920806135e-10	True	Cellular response to chemical stress	187	101	13	17376	0.1287128712871287	0.0695187165775401	query_1	['REAC:R-HSA-2262752']	['AKT1', 'MYC', 'CREBBP', 'STAT3', 'RBX1', 'SIN3A', 'PSMC5', 'SKP1', 'EP300', 'CDKN2A', 'SKP2', 'NQO1', 'CUL1']
233	GO:BP	GO:0010629	negative regulation of gene expression	6.707145605823956e-10	True	"""Any process that decreases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	962	101	26	17376	0.2574257425742574	0.027027027027027	query_1	['GO:0010467', 'GO:0010468', 'GO:0010605']	['SMAD1', 'BMI1', 'AKT1', 'CBX3', 'STAT3', 'MAX', 'RBL1', 'RBL2', 'CTNNB1', 'RB1', 'HDAC1', 'DNMT1', 'SIN3A', 'CDKN1A', 'SMAD2', 'E2F1', 'EHMT1', 'CDK1', 'RCOR1', 'CDK2', 'ESR1', 'KAT5', 'TP53', 'SMAD3', 'KDM1A', 'EPC1']
234	GO:BP	GO:0000083	regulation of transcription involved in G1/S transition of mitotic cell cycle	7.258836523498392e-10	True	"""Any process that regulates transcription such that the target genes are involved in the transition between G1 and S phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	22	101	7	17376	0.0693069306930693	0.3181818181818182	query_1	['GO:0000082', 'GO:0006355', 'GO:1903047']	['CDK5', 'E2F4', 'TFDP1', 'RB1', 'E2F2', 'E2F6', 'E2F1']
235	REAC	REAC:R-HSA-453276	Regulation of mitotic cell cycle	7.762108846869423e-10	True	Regulation of mitotic cell cycle	88	101	10	17376	0.099009900990099	0.1136363636363636	query_1	['REAC:R-HSA-69278']	['CCNB1', 'CCNA1', 'RB1', 'PSMC5', 'CCNA2', 'SKP1', 'CDK1', 'CDK2', 'SKP2', 'CUL1']
236	REAC	REAC:R-HSA-174143	APC/C-mediated degradation of cell cycle proteins	7.762108846869423e-10	True	APC/C-mediated degradation of cell cycle proteins	88	101	10	17376	0.099009900990099	0.1136363636363636	query_1	['REAC:R-HSA-453276']	['CCNB1', 'CCNA1', 'RB1', 'PSMC5', 'CCNA2', 'SKP1', 'CDK1', 'CDK2', 'SKP2', 'CUL1']
237	GO:BP	GO:1902807	negative regulation of cell cycle G1/S phase transition	9.319609135111595e-10	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G1 phase to S phase of the cell cycle."" [GO_REF:0000058, GOC:mtg_cell_cycle, GOC:TermGenie]"	81	101	10	17376	0.099009900990099	0.1234567901234567	query_1	['GO:0044843', 'GO:1901988', 'GO:1902806']	['CDKN2B', 'RBL1', 'RBL2', 'RB1', 'CDKN2D', 'CDKN1A', 'CDK2', 'CDKN1B', 'TP53', 'CCND1']
238	GO:CC	GO:0043226	organelle	9.42025257071427e-10	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12942	101	99	17376	0.9801980198019802	0.0076495132127955	query_1	['GO:0110165']	['SMAD1', 'MYRIP', 'PKMYT1', 'OAZ1', 'CDKN2B', 'BMI1', 'AKT1', 'MYC', 'OAZ3', 'CKS1B', 'SERTAD1', 'CREBBP', 'CDK5', 'EHMT2', 'OAZ2', 'CBX3', 'E2F4', 'STAT3', 'KIF5A', 'CCNB1', 'CCNA1', 'CDK7', 'MAX', 'RBL1', 'KLC4', 'CCNE2', 'RBL2', 'SYTL3', 'TFDP1', 'TRRAP', 'RING1', 'CTNNB1', 'RB1', 'HDAC1', 'PHC1', 'RBBP4', 'SMARCA4', 'CCNE1', 'KIF5B', 'CCNB2', 'DNMT1', 'RBX1', 'SIN3A', 'CDKN2D', 'PSMC5', 'PCGF6', 'CDK5R1', 'CDKN1A', 'E2F5', 'CCNA2', 'AZIN1', 'E2F2', 'CCNH', 'SMAD2', 'SKP1', 'KLC2', 'RYBP', 'SMAD4', 'E2F6', 'USP37', 'EP300', 'CCND2', 'E2F1', 'MYO5A', 'MGA', 'RUVBL1', 'EHMT1', 'MNAT1', 'CDK1', 'CDKN2C', 'CDKN2A', 'RCOR1', 'CDK2', 'SP1', 'PCGF2', 'YAF2', 'UBE2W', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'SKP2', 'NQO1', 'L3MBTL2', 'CDK4', 'RNF2', 'CDKN1B', 'CUL1', 'TP53', 'TFDP2', 'SMAD3', 'KLC1', 'HDAC2', 'KDM1A', 'RAB27A', 'CDK6', 'EPC1', 'CCND1', 'PHC3']
239	REAC	REAC:R-HSA-69620	Cell Cycle Checkpoints	1.0467962622788042e-09	True	Cell Cycle Checkpoints	289	101	15	17376	0.1485148514851485	0.0519031141868512	query_1	['REAC:R-HSA-1640170']	['PKMYT1', 'CCNB1', 'CCNA1', 'CCNE2', 'CCNE1', 'CCNB2', 'PSMC5', 'CDKN1A', 'CCNA2', 'CDK1', 'CDKN2A', 'CDK2', 'KAT5', 'CDKN1B', 'TP53']
240	REAC	REAC:R-HSA-69052	Switching of origins to a post-replicative state	1.184931261053631e-09	True	Switching of origins to a post-replicative state	92	101	10	17376	0.099009900990099	0.108695652173913	query_1	['REAC:R-HSA-69239']	['CCNA1', 'CCNE2', 'CCNE1', 'RBX1', 'PSMC5', 'CCNA2', 'SKP1', 'CDK2', 'SKP2', 'CUL1']
241	GO:BP	GO:1901700	response to oxygen-containing compound	1.2183402695867012e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an oxygen-containing compound stimulus."" [GOC:pr, GOC:TermGenie]"	1707	101	34	17376	0.3366336633663366	0.0199179847685998	query_1	['GO:0042221']	['BMI1', 'AKT1', 'CDK5', 'EHMT2', 'STAT3', 'MAX', 'CTNNB1', 'RB1', 'SMARCA4', 'DNMT1', 'SIN3A', 'CDKN2D', 'CDK5R1', 'CCNA2', 'SMAD2', 'SMAD4', 'E2F1', 'MYO5A', 'MNAT1', 'CDK1', 'CDK2', 'SP1', 'PCGF2', 'ESR1', 'FOXO1', 'KAT5', 'CCND3', 'NQO1', 'CDK4', 'CDKN1B', 'TP53', 'HDAC2', 'KDM1A', 'CCND1']
242	REAC	REAC:R-HSA-4551638	SUMOylation of chromatin organization proteins	1.277140816044289e-09	True	SUMOylation of chromatin organization proteins	66	101	9	17376	0.0891089108910891	0.1363636363636363	query_1	['REAC:R-HSA-3108232']	['BMI1', 'RING1', 'HDAC1', 'PHC1', 'PCGF2', 'L3MBTL2', 'RNF2', 'HDAC2', 'PHC3']
