Branchioskeletogenital syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
613	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	3.2066025661838376e-06	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	100	11	17376	0.11	0.0416666666666666	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['AKT1', 'CBFB', 'SRC', 'FOXO3', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'SMARCC2', 'RARA', 'SMARCC1']
614	GO:BP	GO:0006974	DNA damage response	3.2308876144308603e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating damage to its DNA from environmental insults or errors during metabolism."" [GOC:go_curators]"	855	100	19	17376	0.19	0.0222222222222222	query_1	['GO:0033554']	['PSEN1', 'PIK3R1', 'KAT2A', 'SMARCA4', 'SMARCA2', 'SUMO1', 'SMARCB1', 'EGFR', 'SIRT1', 'EP300', 'SMARCC2', 'SNW1', 'KAT2B', 'FOXO1', 'TP53', 'KDM1A', 'SMARCC1', 'SKIL', 'HIPK2']
615	GO:BP	GO:0051169	nuclear transport	3.4217079830177488e-06	True	"""The directed movement of substances into, out of, or within the nucleus."" [GOC:ai]"	326	100	12	17376	0.12	0.0368098159509202	query_1	['GO:0046907']	['UBE2I', 'AKT1', 'PSEN1', 'STAT3', 'PIK3R1', 'SUMO1', 'NOTCH1', 'HDAC3', 'CDH1', 'TP53', 'SMAD3', 'JUP']
616	GO:BP	GO:0006913	nucleocytoplasmic transport	3.4217079830177488e-06	True	"""The directed movement of molecules between the nucleus and the cytoplasm."" [GOC:go_curators]"	326	100	12	17376	0.12	0.0368098159509202	query_1	['GO:0051169']	['UBE2I', 'AKT1', 'PSEN1', 'STAT3', 'PIK3R1', 'SUMO1', 'NOTCH1', 'HDAC3', 'CDH1', 'TP53', 'SMAD3', 'JUP']
617	GO:BP	GO:0034329	cell junction assembly	3.447114219827985e-06	True	"""A cellular process that results in the aggregation, arrangement and bonding together of a set of components to form a cell junction."" [GOC:mah]"	391	100	13	17376	0.13	0.0332480818414322	query_1	['GO:0022607', 'GO:0034330']	['SRC', 'CTNNB1', 'CDH11', 'CTNNA1', 'CDH2', 'MECP2', 'CDH1', 'APP', 'CTNND1', 'CDH5', 'SMAD3', 'CDH10', 'JUP']
618	GO:BP	GO:0031399	regulation of protein modification process	3.5900515182952336e-06	True	"""Any process that modulates the frequency, rate or extent of the covalent alteration of one or more amino acid residues within a protein."" [GOC:mah, GOC:tb]"	1437	100	25	17376	0.25	0.0173973556019485	query_1	['GO:0036211', 'GO:0051246']	['UBE2I', 'CTBP1', 'AKT1', 'SRC', 'PSEN1', 'KAT2A', 'CTNNB1', 'WWTR1', 'SMARCB1', 'EGFR', 'SIRT1', 'SMAD4', 'EP300', 'MECP2', 'GPS2', 'HDAC3', 'SNW1', 'KAT2B', 'PDE8A', 'APP', 'TP53', 'CDH5', 'HDAC2', 'KDM1A', 'HIPK2']
619	GO:BP	GO:0040013	negative regulation of locomotion	3.6285764485046936e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of locomotion of a cell or organism."" [GOC:go_curators]"	328	100	12	17376	0.12	0.0365853658536585	query_1	['GO:0040011', 'GO:0040012', 'GO:0048519']	['AKT1', 'STAT3', 'FOXO3', 'HDAC1', 'CDH11', 'SIN3A', 'CTNNA1', 'NOTCH1', 'MECP2', 'CDH1', 'HDAC2', 'JUP']
620	REAC	REAC:R-HSA-9616222	Transcriptional regulation of granulopoiesis	3.6397948462009e-06	True	Transcriptional regulation of granulopoiesis	86	100	7	17376	0.07	0.0813953488372093	query_1	['REAC:R-HSA-1266738']	['RXRA', 'CBFB', 'STAT3', 'KMT2A', 'RUNX1', 'EP300', 'RARA']
621	GO:BP	GO:0061448	connective tissue development	3.6680895532977217e-06	True	"""The progression of a connective tissue over time, from its formation to the mature structure."" [GOC:BHF]"	268	100	11	17376	0.11	0.0410447761194029	query_1	['GO:0009888']	['SMAD1', 'KAT2A', 'NCOA2', 'CTNNB1', 'SIRT1', 'NOTCH1', 'RUNX1', 'RARA', 'TBL1XR1', 'SMAD3', 'NCOA1']
622	GO:BP	GO:0070828	heterochromatin organization	3.768390735290795e-06	True	"""Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic heterochromatin, a compact and highly condensed form of chromatin."" [GOC:mah]"	81	100	7	17376	0.07	0.0864197530864197	query_1	['GO:0006338']	['CTBP1', 'HDAC1', 'SIN3A', 'SIRT1', 'MECP2', 'HDAC2', 'KDM1A']
623	GO:BP	GO:0018022	peptidyl-lysine methylation	3.806533487117156e-06	True	"""The methylation of peptidyl-lysine to form either the mono-, di- or trimethylated derivative."" [GOC:ai]"	119	100	8	17376	0.08	0.0672268907563025	query_1	['GO:0006479', 'GO:0018205']	['CTNNB1', 'KMT2A', 'SMARCB1', 'SIRT1', 'SMAD4', 'MECP2', 'SNW1', 'KDM1A']
624	GO:BP	GO:0051129	negative regulation of cellular component organization	3.810295503031453e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	695	100	17	17376	0.17	0.0244604316546762	query_1	['GO:0016043', 'GO:0048523', 'GO:0051128']	['AKT1', 'SRC', 'PSEN1', 'PIK3R1', 'KAT2A', 'NR1H2', 'NR1H3', 'AR', 'SMAD4', 'NOTCH1', 'EP300', 'CDH1', 'KAT2B', 'CTNNA2', 'TP53', 'CDH5', 'HDAC2']
625	GO:BP	GO:0062197	cellular response to chemical stress	3.829863914944226e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus indicating the organism is under stress."" [PMID:26653712]"	330	100	12	17376	0.12	0.0363636363636363	query_1	['GO:0033554', 'GO:0070887']	['REST', 'AKT1', 'SRC', 'FOXO3', 'CTNNB1', 'SIN3A', 'EGFR', 'SIRT1', 'FOXO1', 'PDE8A', 'TP53', 'HDAC2']
626	GO:BP	GO:0006289	nucleotide-excision repair	4.057122935276081e-06	True	"""A DNA repair process in which a small region of the strand surrounding the damage is removed from the DNA helix as an oligonucleotide. The small gap left in the DNA helix is filled in by the sequential action of DNA polymerase and DNA ligase. Nucleotide excision repair recognizes a wide range of substrates, including damage caused by UV irradiation (pyrimidine dimers and 6-4 photoproducts) and chemicals (intrastrand cross-links and bulky adducts)."" [PMID:10197977]"	82	100	7	17376	0.07	0.0853658536585365	query_1	['GO:0006281']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SIRT1', 'SMARCC2', 'TP53', 'SMARCC1']
627	GO:BP	GO:0051851	modulation by host of symbiont process	4.057122935276081e-06	True	"""The process in which an organism effects a change in the structure or processes of a symbiont organism. The symbiont is defined as the smaller of the organisms involved in a symbiotic interaction."" [GOC:cc]"	82	100	7	17376	0.07	0.0853658536585365	query_1	['GO:0051702']	['REST', 'HDAC1', 'SMARCA4', 'SMARCB1', 'EP300', 'SNW1', 'SP1']
628	GO:BP	GO:0050435	amyloid-beta metabolic process	4.088197840832607e-06	True	"""The chemical reactions and pathways involving amyloid-beta, a glycoprotein associated with Alzheimer's disease, and its precursor, amyloid precursor protein (APP)."" [GOC:ai]"	51	100	6	17376	0.06	0.1176470588235294	query_1	['GO:0006518']	['PSEN1', 'APH1B', 'NCSTN', 'PSENEN', 'APH1A', 'SP1']
629	REAC	REAC:R-HSA-6804758	Regulation of TP53 Activity through Acetylation	4.181081389755154e-06	True	Regulation of TP53 Activity through Acetylation	30	100	5	17376	0.05	0.1666666666666666	query_1	['REAC:R-HSA-5633007']	['AKT1', 'HDAC1', 'EP300', 'TP53', 'HDAC2']
630	GO:BP	GO:0032355	response to estradiol	4.271075534137274e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of stimulus by estradiol, a C18 steroid hormone hydroxylated at C3 and C17 that acts as a potent estrogen."" [GOC:mah, ISBN:0911910123]"	121	100	8	17376	0.08	0.0661157024793388	query_1	['GO:0014070', 'GO:0033993', 'GO:1901700']	['NRIP1', 'NCOA3', 'STAT3', 'CTNNB1', 'NCOR2', 'EGFR', 'ESR1', 'RARA']
631	GO:BP	GO:0035050	embryonic heart tube development	4.382057632504682e-06	True	"""The process whose specific outcome is the progression of the embryonic heart tube over time, from its formation to the mature structure. The heart tube forms as the heart rudiment from the heart field."" [GOC:go_curators]"	83	100	7	17376	0.07	0.0843373493975903	query_1	['GO:0007507', 'GO:0035295', 'GO:0048568', 'GO:0060429']	['PSEN1', 'CTNNB1', 'DLL1', 'NOTCH1', 'NOTCH2', 'FOXH1', 'SMAD3']
632	GO:BP	GO:0033043	regulation of organelle organization	4.384896375698982e-06	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1153	100	22	17376	0.22	0.0190806591500433	query_1	['GO:0006996', 'GO:0051128']	['AKT1', 'SRC', 'PIK3R1', 'KAT2A', 'CTNNB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'SMAD4', 'CDH2', 'EP300', 'MECP2', 'NOTCH2', 'PRMT5', 'SMARCC2', 'KAT2B', 'CTNNA2', 'TP53', 'CDH5', 'SMAD3', 'SMARCC1']
633	GO:BP	GO:1905208	negative regulation of cardiocyte differentiation	4.385464828269128e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of cardiocyte differentiation."" [GO_REF:0000058, GOC:bc, GOC:BHF, GOC:BHF_miRNA, GOC:TermGenie, PMID:23069713]"	12	100	4	17376	0.04	0.3333333333333333	query_1	['GO:0035051', 'GO:0045596', 'GO:0051241', 'GO:1905207']	['DLL1', 'EGFR', 'SMAD4', 'HDAC3']
634	GO:BP	GO:0048666	neuron development	4.405150124566423e-06	True	"""The process whose specific outcome is the progression of a neuron over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."" [GOC:dph]"	1058	100	21	17376	0.21	0.0198487712665406	query_1	['GO:0030182', 'GO:0048468']	['NOTCH3', 'AKT1', 'PSEN1', 'CTNNB1', 'CDH11', 'FOXG1', 'SIN3A', 'CTNNA1', 'SMAD4', 'NOTCH1', 'RUNX1', 'CDH2', 'EP300', 'MECP2', 'NOTCH2', 'CDH1', 'CTNNA2', 'APP', 'HDAC2', 'KDM1A', 'SKIL']
635	GO:BP	GO:0051146	striated muscle cell differentiation	4.444949232053596e-06	True	"""The process in which a relatively unspecialized cell acquires specialized features of a striated muscle cell; striated muscle fibers are divided by transverse bands into striations, and cardiac and voluntary muscle are types of striated muscle."" [CL:0000737, GOC:ai]"	274	100	11	17376	0.11	0.0401459854014598	query_1	['GO:0042692']	['MAML1', 'AKT1', 'KAT2A', 'DLL1', 'SMAD4', 'NOTCH1', 'CDH2', 'RBPJ', 'HDAC3', 'SKI', 'RARA']
636	GO:BP	GO:0061647	histone H3-K9 modification	4.450906508019376e-06	True	"""The modification of histone H3 at a lysine in position 9 of the histone."" [GOC:vw]"	28	100	5	17376	0.05	0.1785714285714285	query_1	['GO:0016570']	['SMARCB1', 'SIRT1', 'SMAD4', 'MECP2', 'KDM1A']
637	GO:BP	GO:2000819	regulation of nucleotide-excision repair	4.450906508019376e-06	True	"""Any process that modulates the frequency, rate or extent of nucleotide-excision repair."" [GOC:jp, PMID:18836076]"	28	100	5	17376	0.05	0.1785714285714285	query_1	['GO:0006282', 'GO:0006289']	['SMARCA4', 'SMARCA2', 'SMARCB1', 'SMARCC2', 'SMARCC1']
638	GO:BP	GO:0002573	myeloid leukocyte differentiation	4.473884829688241e-06	True	"""The process in which a relatively unspecialized myeloid precursor cell acquires the specialized features of any cell of the myeloid leukocyte lineage."" [GOC:add, PMID:16551251]"	218	100	10	17376	0.1	0.0458715596330275	query_1	['GO:0002521', 'GO:0030099']	['SRC', 'PSEN1', 'PIK3R1', 'CTNNB1', 'SIRT1', 'RUNX1', 'RBPJ', 'NOTCH2', 'RARA', 'APP']
639	GO:BP	GO:0007517	muscle organ development	4.512792853330028e-06	True	"""The process whose specific outcome is the progression of the muscle over time, from its formation to the mature structure. The muscle is an organ consisting of a tissue made up of various elongated cells that are specialized to contract and thus to produce movement and mechanical work."" [GOC:jid, ISBN:0198506732]"	336	100	12	17376	0.12	0.0357142857142857	query_1	['GO:0048513', 'GO:0061061']	['COPRS', 'CTNNB1', 'DLL1', 'SIRT1', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'SKI', 'FOXH1', 'SMAD3', 'SKIL']
640	REAC	REAC:R-HSA-2219528	PI3K/AKT Signaling in Cancer	4.527462558533479e-06	True	PI3K/AKT Signaling in Cancer	89	100	7	17376	0.07	0.0786516853932584	query_1	['REAC:R-HSA-5663202']	['AKT1', 'SRC', 'PIK3R1', 'FOXO3', 'EGFR', 'ESR1', 'FOXO1']
641	GO:BP	GO:0000904	cell morphogenesis involved in differentiation	4.617630566480867e-06	True	"""The change in form (cell shape and size) that occurs when relatively unspecialized cells, e.g. embryonic or regenerative cells, acquire specialized structural and/or functional features that characterize the cells, tissues, or organs of the mature organism or some other relatively stable phase of the organism's life history."" [GOC:go_curators]"	625	100	16	17376	0.16	0.0256	query_1	['GO:0000902', 'GO:0048468']	['NOTCH3', 'PSEN1', 'CTNNB1', 'CDH11', 'FOXG1', 'SIN3A', 'AR', 'SMAD4', 'NOTCH1', 'CDH2', 'EP300', 'NOTCH2', 'CDH1', 'CTNNA2', 'APP', 'SKIL']
642	GO:BP	GO:0030512	negative regulation of transforming growth factor beta receptor signaling pathway	4.659359710708571e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of any TGF-beta receptor signaling pathway."" [GOC:mah]"	84	100	7	17376	0.07	0.0833333333333333	query_1	['GO:0007179', 'GO:0017015', 'GO:0090101']	['HDAC1', 'SIN3A', 'SIRT1', 'SKI', 'TP53', 'HDAC2', 'SKIL']
643	GO:BP	GO:0045765	regulation of angiogenesis	4.697989915098282e-06	True	"""Any process that modulates the frequency, rate or extent of angiogenesis."" [GOC:go_curators]"	276	100	11	17376	0.11	0.0398550724637681	query_1	['GO:0001525', 'GO:0022603', 'GO:1901342']	['SMAD1', 'STAT3', 'CTNNB1', 'DLL1', 'SIRT1', 'RUNX1', 'MECP2', 'SP1', 'CDH5', 'HIPK2', 'JUP']
644	GO:BP	GO:0030336	negative regulation of cell migration	4.697989915098282e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of cell migration."" [GOC:go_curators]"	276	100	11	17376	0.11	0.0398550724637681	query_1	['GO:0016477', 'GO:0030334', 'GO:2000146']	['AKT1', 'STAT3', 'FOXO3', 'HDAC1', 'CDH11', 'SIN3A', 'NOTCH1', 'MECP2', 'CDH1', 'HDAC2', 'JUP']
645	GO:BP	GO:0001649	osteoblast differentiation	4.804735672966508e-06	True	"""The process whereby a relatively unspecialized cell acquires the specialized features of an osteoblast, a mesodermal or neural crest cell that gives rise to bone."" [CL:0000062, GO_REF:0000034, GOC:jid]"	220	100	10	17376	0.1	0.0454545454545454	query_1	['GO:0001503', 'GO:0030154']	['SMAD1', 'REST', 'AKT1', 'CBFB', 'CTNNB1', 'WWTR1', 'SMAD4', 'NOTCH1', 'SKI', 'SMAD3']
646	GO:BP	GO:0043470	regulation of carbohydrate catabolic process	4.993300527350782e-06	True	"""Any process that modulates the frequency, rate, or extent of the chemical reactions and pathways resulting in the breakdown of carbohydrates."" [GOC:mlg]"	53	100	6	17376	0.06	0.1132075471698113	query_1	['GO:0006109', 'GO:0009894', 'GO:0016052']	['PSEN1', 'STAT3', 'EP300', 'NCOR1', 'APP', 'TP53']
647	GO:BP	GO:0061564	axon development	5.040005253219328e-06	True	"""The progression of an axon over time. Covers axonogenesis (de novo generation of an axon) and axon regeneration (regrowth), as well as processes pertaining to the progression of the axon over time (fasciculation and defasciculation)."" [GOC:dph, GOC:pg, GOC:pr]"	477	100	14	17376	0.14	0.0293501048218029	query_1	['GO:0031175']	['NOTCH3', 'PSEN1', 'CDH11', 'FOXG1', 'SIN3A', 'CTNNA1', 'SMAD4', 'NOTCH1', 'CDH2', 'NOTCH2', 'CDH1', 'CTNNA2', 'APP', 'SKIL']
648	GO:BP	GO:0051050	positive regulation of transport	5.377846630019223e-06	True	"""Any process that activates or increases the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	888	100	19	17376	0.19	0.0213963963963963	query_1	['GO:0006810', 'GO:0048518', 'GO:0051049']	['RXRA', 'AKT1', 'SRC', 'PSEN1', 'PIK3R1', 'NR1H2', 'KMT2A', 'DLL1', 'NR1H3', 'CBLL1', 'SUMO1', 'SIRT1', 'SMAD4', 'CDH2', 'GPS2', 'HDAC3', 'CDH1', 'SMAD3', 'JUP']
649	GO:BP	GO:0008593	regulation of Notch signaling pathway	5.842297015127331e-06	True	"""Any process that modulates the frequency, rate or extent of the Notch signaling pathway."" [GOC:go_curators]"	87	100	7	17376	0.07	0.0804597701149425	query_1	['GO:0007219', 'GO:0009966']	['AKT1', 'ADAM10', 'SRC', 'STAT3', 'DLL1', 'NOTCH1', 'CCNC']
650	GO:BP	GO:0051130	positive regulation of cellular component organization	5.885805646141242e-06	True	"""Any process that activates or increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of cell structures, including the plasma membrane and any external encapsulating structures such as the cell wall and cell envelope."" [GOC:ai]"	1079	100	21	17376	0.21	0.0194624652455977	query_1	['GO:0016043', 'GO:0048522', 'GO:0051128']	['SRC', 'PSEN1', 'PIK3R1', 'KAT2A', 'NR1H2', 'CTNNB1', 'SIN3A', 'DLL1', 'CBLL1', 'AR', 'SUMO1', 'RUNX1', 'EP300', 'MECP2', 'ESR1', 'APP', 'TP53', 'CDH5', 'SMAD3', 'KDM1A', 'SKIL']
651	GO:BP	GO:0072148	epithelial cell fate commitment	6.088232365149486e-06	True	"""The process in which the developmental fate of a cell becomes restricted such that it will develop into an epithelial cell."" [GOC:mtg_kidney_jan10]"	13	100	4	17376	0.04	0.3076923076923077	query_1	['GO:0030855', 'GO:0045165']	['DLL1', 'NOTCH1', 'RBPJ', 'RARA']
652	GO:BP	GO:1903846	positive regulation of cellular response to transforming growth factor beta stimulus	6.200656413673918e-06	True	"""Any process that activates or increases the frequency, rate or extent of cellular response to transforming growth factor beta stimulus."" [GO_REF:0000058, GOC:BHF, GOC:BHF_miRNA, GOC:rph, GOC:TermGenie, PMID:22269326]"	30	100	5	17376	0.05	0.1666666666666666	query_1	['GO:0048584', 'GO:0071560', 'GO:1903844']	['CREBBP', 'SMAD4', 'EP300', 'SNW1', 'HIPK2']
653	GO:BP	GO:0030511	positive regulation of transforming growth factor beta receptor signaling pathway	6.200656413673918e-06	True	"""Any process that activates or increases the frequency, rate or extent of TGF-beta receptor signaling pathway activity."" [GOC:go_curators]"	30	100	5	17376	0.05	0.1666666666666666	query_1	['GO:0007179', 'GO:0017015', 'GO:0090100', 'GO:1903846']	['CREBBP', 'SMAD4', 'EP300', 'SNW1', 'HIPK2']
654	GO:BP	GO:0050769	positive regulation of neurogenesis	6.270622303369054e-06	True	"""Any process that activates or increases the frequency, rate or extent of neurogenesis, the generation of cells within the nervous system."" [GOC:ai]"	227	100	10	17376	0.1	0.0440528634361233	query_1	['GO:0010720', 'GO:0022008', 'GO:0050767', 'GO:0051962']	['CTNNB1', 'HDAC1', 'FOXG1', 'NOTCH1', 'MECP2', 'PRMT5', 'SNW1', 'HDAC2', 'KDM1A', 'SKIL']
655	GO:BP	GO:0018076	N-terminal peptidyl-lysine acetylation	6.270622303369054e-06	True	"""The acetylation of the N-terminal lysine of proteins."" [GOC:ai]"	4	100	3	17376	0.03	0.75	query_1	['GO:0006474', 'GO:0018394']	['CREBBP', 'EP300', 'KAT2B']
656	REAC	REAC:R-HSA-8936459	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	6.464934068975557e-06	True	RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	94	100	7	17376	0.07	0.0744680851063829	query_1	['REAC:R-HSA-8878171']	['CBFB', 'HDAC1', 'KMT2A', 'SIN3A', 'RUNX1', 'EP300', 'KAT2B']
