Dermatosparaxis Ehlers-Danlos syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
187	GO:BP	GO:0031295	T cell costimulation	5.063514191948931e-09	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]"	44	100	8	15719	0.08	0.1818181818181818	query_1	['GO:0031294', 'GO:0050870']	['SRC', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'LCK', 'CD3E', 'PTPN11']
109	REAC	REAC:R-HSA-1660499	Synthesis of PIPs at the plasma membrane	5.257134940228471e-09	True	Synthesis of PIPs at the plasma membrane	51	97	9	10022	0.0927835051546391	0.1764705882352941	query_1	['REAC:R-HSA-1483255']	['PIK3R5', 'PIK3CB', 'PIK3R2', 'PIK3CG', 'PIK3R1', 'PIK3R6', 'PIK3CD', 'PIK3CA', 'PIK3R3']
189	GO:BP	GO:0051247	positive regulation of protein metabolic process	5.313949093143467e-09	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	100	31	15719	0.31	0.0221270521056388	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['PIK3R5', 'NCK1', 'PIK3CG', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R6', 'HGF', 'RET', 'PLCG2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'PIK3CA', 'SYK', 'FCGR1A', 'USP8', 'ERBB2', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'CD3E', 'PTPN11', 'NCK2']
110	REAC	REAC:R-HSA-8849471	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	5.352107413001619e-09	True	PTK6 Regulates RHO GTPases, RAS GTPase and MAP kinases	13	97	6	10022	0.0618556701030927	0.4615384615384615	query_1	['REAC:R-HSA-8848021']	['BCAR1', 'DOCK1', 'CRK', 'PXN', 'ELMO1', 'ELMO2']
18	GO:CC	GO:0031252	cell leading edge	6.022088705343963e-09	True	"""The area of a motile cell closest to the direction of movement."" [GOC:pg]"	406	100	17	16420	0.17	0.041871921182266	query_1	['GO:0110165']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'WASL', 'WIPF1', 'ITGA5', 'PXN', 'SH3BP1', 'EGFR', 'PIK3CA', 'PLCG1', 'ERBB2', 'PTK2B', 'TLN1']
111	REAC	REAC:R-HSA-2129379	Molecules associated with elastic fibres	6.4603079424311065e-09	True	Molecules associated with elastic fibres	36	97	8	10022	0.0824742268041237	0.2222222222222222	query_1	['REAC:R-HSA-1566948']	['ITGB1', 'ITGB5', 'ITGAV', 'FN1', 'ITGB3', 'TGFB3', 'VTN', 'ITGB6']
190	GO:BP	GO:0050870	positive regulation of T cell activation	6.663663667047495e-09	True	"""Any process that activates or increases the frequency, rate or extent of T cell activation."" [GOC:ai]"	242	100	14	15719	0.14	0.0578512396694214	query_1	['GO:0042110', 'GO:0050863', 'GO:0051251', 'GO:1903039']	['NCK1', 'SRC', 'PIK3R6', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'VAV1', 'SYK', 'LCK', 'CD3E', 'PTPN11', 'NCK2']
191	GO:BP	GO:0030154	cell differentiation	6.953633009643793e-09	True	"""The cellular developmental process in which a relatively unspecialized cell, e.g. embryonic or regenerative cell, acquires specialized structural and/or functional features that characterize a specific cell. Differentiation includes the processes involved in commitment of a cell to a specific fate and its subsequent development to the mature state."" [ISBN:0198506732]"	4042	100	55	15719	0.55	0.0136071251855517	query_1	['GO:0048869']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'PIK3R6', 'CRK', 'HGF', 'RET', 'ITK', 'PLCG2', 'WASL', 'SOS1', 'PIK3CD', 'ITGA5', 'SH3BP1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GFRA3', 'GRB2', 'EGFR', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'GAB2', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'BLNK', 'CD3E', 'DOCK5', 'PTPN11', 'NCK2', 'PDGFRA']
192	GO:BP	GO:0070374	positive regulation of ERK1 and ERK2 cascade	6.992615289839229e-09	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction mediated by the ERK1 and ERK2 cascade."" [GOC:mah]"	200	100	13	15719	0.13	0.065	query_1	['GO:0043410', 'GO:0070371', 'GO:0070372']	['RAPGEF1', 'SRC', 'FGA', 'ITGB3', 'SHC1', 'EGFR', 'FGB', 'FGG', 'PTK2B', 'CRKL', 'GAREM1', 'PTPN11', 'PDGFRA']
193	GO:BP	GO:0007159	leukocyte cell-cell adhesion	7.146078578711383e-09	True	"""The attachment of a leukocyte to another cell via adhesion molecules."" [GOC:go_curators]"	394	100	17	15719	0.17	0.0431472081218274	query_1	['GO:0098609']	['ITGB1', 'NCK1', 'SRC', 'PIK3R6', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'LCK', 'CD3E', 'PTPN11', 'NCK2']
194	GO:BP	GO:0031294	lymphocyte costimulation	7.150441878740351e-09	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]"	46	100	8	15719	0.08	0.1739130434782608	query_1	['GO:0002376', 'GO:0051251']	['SRC', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'LCK', 'CD3E', 'PTPN11']
19	GO:CC	GO:0032587	ruffle membrane	7.171656882202787e-09	True	"""The portion of the plasma membrane surrounding a ruffle."" [GOC:mah]"	99	100	10	16420	0.1	0.101010101010101	query_1	['GO:0001726', 'GO:0031253', 'GO:0031256']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
20	GO:CC	GO:0098802	plasma membrane signaling receptor complex	7.290367688040049e-09	True	"""Any protein complex that is part of the plasma membrane and which functions as a signaling receptor."" [GOC:dos]"	256	100	14	16420	0.14	0.0546875	query_1	['GO:0043235', 'GO:0098797']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5', 'ZAP70', 'LYN', 'SYK', 'ERBB2', 'PTK2B', 'CD247', 'ITGB6', 'CD3E']
195	GO:BP	GO:0032956	regulation of actin cytoskeleton organization	7.530552344090834e-09	True	"""Any process that modulates the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:mah]"	342	100	16	15719	0.16	0.0467836257309941	query_1	['GO:0030036', 'GO:0032970', 'GO:0051493']	['MET', 'NCK1', 'PIK3R2', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'WASL', 'PXN', 'SH3BP1', 'WAS', 'GRB2', 'PIK3CA', 'PTK2B', 'NCK2', 'PDGFRA']
196	GO:BP	GO:0018193	peptidyl-amino acid modification	7.793022122955802e-09	True	"""The alteration of an amino acid residue in a peptide."" [GOC:mah]"	1167	100	28	15719	0.28	0.0239931448157669	query_1	['GO:0036211']	['MET', 'NCK1', 'SRC', 'ITGB3', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'ITGA5', 'FYN', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
197	GO:BP	GO:0006915	apoptotic process	8.158552763010138e-09	True	"""A programmed cell death process which begins when a cell receives an internal (e.g. DNA damage) or external signal (e.g. an extracellular death ligand), and proceeds through a series of biochemical events (signaling pathway phase) which trigger an execution phase. The execution phase is the last step of an apoptotic process, and is typically characterized by rounding-up of the cell, retraction of pseudopodes, reduction of cellular volume (pyknosis), chromatin condensation, nuclear fragmentation (karyorrhexis), plasma membrane blebbing and fragmentation of the cell into apoptotic bodies. When the execution phase is completed, the cell has died."" [GOC:cjm, GOC:dhl, GOC:ecd, GOC:go_curators, GOC:mtg_apoptosis, GOC:tb, ISBN:0198506732, PMID:18846107, PMID:21494263]"	1799	100	35	15719	0.35	0.0194552529182879	query_1	['GO:0012501']	['ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'BCAR1', 'DOCK1', 'PIK3CG', 'SRC', 'FGA', 'TGFB3', 'PIK3R1', 'HGF', 'RET', 'SHC1', 'PIK3CD', 'ITGA5', 'LYN', 'SHB', 'EGFR', 'PIK3CA', 'FGB', 'PLCG1', 'FGG', 'ERBB2', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'CRKL', 'PTK2', 'LCK', 'CD3E', 'ELMO1', 'CBL', 'NCK2', 'ELMO2']
198	GO:BP	GO:0051896	regulation of protein kinase B signaling	8.564644569077837e-09	True	"""Any process that modulates the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B."" [GOC:ai]"	164	100	12	15719	0.12	0.073170731707317	query_1	['GO:0043491', 'GO:1902531']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'PIK3CB', 'PIK3CG', 'SRC', 'RET', 'PIK3CD', 'EGFR', 'PIK3CA', 'PTK2']
199	GO:BP	GO:0048869	cellular developmental process	8.638061657266527e-09	True	"""A biological process whose specific outcome is the progression of a cell over time from an initial condition to a later condition."" [GOC:isa_complete]"	4068	100	55	15719	0.55	0.013520157325467	query_1	['GO:0009987', 'GO:0032502']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'ITGB5', 'ITGAV', 'FN1', 'PIK3R2', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'PIK3R6', 'CRK', 'HGF', 'RET', 'ITK', 'PLCG2', 'WASL', 'SOS1', 'PIK3CD', 'ITGA5', 'SH3BP1', 'FYN', 'ZAP70', 'LYN', 'SHB', 'GFRA3', 'GRB2', 'EGFR', 'VCL', 'VAV1', 'SYK', 'FGG', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'GAB2', 'PTK2', 'ITGB6', 'DOCK2', 'ARTN', 'LCK', 'BLNK', 'CD3E', 'DOCK5', 'PTPN11', 'NCK2', 'PDGFRA']
200	GO:BP	GO:0030217	T cell differentiation	9.013433908609012e-09	True	"""The process in which a precursor cell type acquires characteristics of a more mature T-cell. A T cell is a type of lymphocyte whose definin characteristic is the expression of a T cell receptor complex."" [GO_REF:0000022, GOC:jid, GOC:mah]"	296	100	15	15719	0.15	0.0506756756756756	query_1	['GO:0030098', 'GO:0042110']	['PIK3R2', 'PIK3R1', 'PIK3R6', 'ITK', 'SOS1', 'PIK3CD', 'ZAP70', 'SHB', 'VAV1', 'SYK', 'ERBB2', 'PIK3R3', 'DOCK2', 'LCK', 'CD3E']
201	GO:BP	GO:0010243	response to organonitrogen compound	9.126473113648644e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [PMID:9869419]"	1014	100	26	15719	0.26	0.0256410256410256	query_1	['GO:0010033', 'GO:1901698']	['RAPGEF1', 'ITGB1', 'NCK1', 'PIK3R2', 'BCAR1', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'GAB1', 'PXN', 'FYN', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'SYK', 'PTK2B', 'PIK3R3', 'CRKL', 'PTK2', 'PTPN11', 'PDGFRA']
112	REAC	REAC:R-HSA-112399	IRS-mediated signalling	1.0185259072610682e-08	True	IRS-mediated signalling	38	97	8	10022	0.0824742268041237	0.2105263157894736	query_1	['REAC:R-HSA-2428928', 'REAC:R-HSA-74751']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'GAB2', 'PTPN11']
202	GO:BP	GO:0002694	regulation of leukocyte activation	1.0249522698484268e-08	True	"""Any process that modulates the frequency, rate, or extent of leukocyte activation."" [GOC:add]"	586	100	20	15719	0.2	0.0341296928327645	query_1	['GO:0002682', 'GO:0045321', 'GO:0050865']	['NCK1', 'FN1', 'SRC', 'PIK3R6', 'SOS1', 'FYN', 'LAT', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'VAV1', 'SYK', 'ERBB2', 'SH3KBP1', 'GAB2', 'LCK', 'CD3E', 'PTPN11', 'NCK2']
21	GO:CC	GO:0001726	ruffle	1.1529561586595362e-08	True	"""Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork."" [ISBN:0124325653]"	177	100	12	16420	0.12	0.0677966101694915	query_1	['GO:0031252', 'GO:0120025']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'WIPF1', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
203	GO:BP	GO:0060548	negative regulation of cell death	1.2554499942894764e-08	True	"""Any process that decreases the rate or frequency of cell death. Cell death is the specific activation or halting of processes within a cell so that its vital functions markedly cease, rather than simply deteriorating gradually over time, which culminates in cell death."" [GOC:BHF, GOC:dph, GOC:tb]"	951	100	25	15719	0.25	0.0262881177707676	query_1	['GO:0008219', 'GO:0010941', 'GO:0048523']	['MET', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3CG', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'PLCG2', 'ITGA5', 'FYN', 'EGFR', 'PIK3CA', 'FGB', 'FGG', 'ERBB2', 'PTK2B', 'PIK3R3', 'PTK2', 'CBL']
204	GO:BP	GO:0043434	response to peptide hormone	1.3393224951541029e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide hormone stimulus. A peptide hormone is any of a class of peptides that are secreted into the blood stream and have endocrine functions in living animals."" [PMID:11027914, PMID:15134857, Wikipedia:Peptide_hormone]"	412	100	17	15719	0.17	0.0412621359223301	query_1	['GO:0009725', 'GO:1901652']	['NCK1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'GAB1', 'PXN', 'LYN', 'GRB2', 'PIK3CA', 'PIK3R3', 'PTK2', 'PTPN11']
205	GO:BP	GO:0048013	ephrin receptor signaling pathway	1.3639085873619491e-08	True	"""The series of molecular signals initiated by ephrin binding to its receptor, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:ceb]"	50	100	8	15719	0.08	0.16	query_1	['GO:0007169']	['NCK1', 'SRC', 'CRK', 'FYN', 'LYN', 'PTK2', 'PTPN11', 'NCK2']
206	GO:BP	GO:0042221	response to chemical	1.3664447185137122e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:jl]"	3611	100	51	15719	0.51	0.0141235114926613	query_1	['GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'BCAR1', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'SHC1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'PXN', 'FYN', 'WAS', 'DOCK4', 'LYN', 'GFRA3', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'FGG', 'USP8', 'ERBB2', 'PTK2B', 'PIK3R3', 'LITAF', 'CRKL', 'PTK2', 'DOCK2', 'ARTN', 'LCK', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ELMO2']
113	REAC	REAC:R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants	1.4963839754304534e-08	True	Signaling by FLT3 ITD and TKD mutants	15	97	6	10022	0.0618556701030927	0.4	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1', 'GRB2', 'PIK3CA', 'GAB2', 'PTPN11']
207	GO:BP	GO:0044093	positive regulation of molecular function	1.5633128266676676e-08	True	"""Any process that activates or increases the rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GO:jl]"	1469	100	31	15719	0.31	0.0211027910142954	query_1	['GO:0065009']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'PIK3CB', 'PIK3CG', 'SRC', 'ITGB3', 'PIK3R6', 'CRK', 'RET', 'ITK', 'PLCG2', 'SOS1', 'SH3BP1', 'FYN', 'LAT', 'LYN', 'LCP2', 'EGFR', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'PDGFRA']
22	GO:CC	GO:0098797	plasma membrane protein complex	1.5985067256099742e-08	True	"""Any protein complex that is part of the plasma membrane."" [GOC:dos]"	632	100	20	16420	0.2	0.0316455696202531	query_1	['GO:0005886', 'GO:0098796']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'RET', 'SHC1', 'ITGA2B', 'ITGA5', 'ZAP70', 'LYN', 'GRB2', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VTN', 'CD247', 'ITGB6', 'CD3E', 'CBL']
208	GO:BP	GO:0070887	cellular response to chemical stimulus	1.673094719493048e-08	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a chemical stimulus."" [GOC:mah]"	2579	100	42	15719	0.42	0.016285381930981	query_1	['GO:0042221', 'GO:0051716']	['MET', 'RAPGEF1', 'NCK1', 'PIK3CB', 'PIK3R2', 'BCAR1', 'PIK3CG', 'SRC', 'SPP1', 'ITGB3', 'PIK3R1', 'CRK', 'HGF', 'RET', 'SHC1', 'PLCG2', 'SOS1', 'GAB1', 'PIK3CD', 'PXN', 'FYN', 'WAS', 'DOCK4', 'LYN', 'GRB2', 'EGFR', 'PIK3CA', 'FGB', 'VAV1', 'SYK', 'FGG', 'USP8', 'PTK2B', 'PIK3R3', 'LITAF', 'CRKL', 'PTK2', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'ELMO2']
23	GO:CC	GO:0005944	phosphatidylinositol 3-kinase complex, class IB	1.7537642734348842e-08	True	"""A class I phosphatidylinositol 3-kinase complex that possesses 1-phosphatidylinositol-4-phosphate 3-kinase activity; comprises a catalytic class IB phosphoinositide 3-kinase (PI3K) subunit and an associated regulatory subunit that is larger than, and unrelated to, the p85 proteins present in class IA complexes. Class IB PI3Ks are stimulated by G-proteins and do not interact with the SH2-domain containing adaptors that bind to Class IA PI3Ks."" [PMID:9255069, PMID:9759495]"	4	100	4	16420	0.04	1.0	query_1	['GO:0097651']	['PIK3R5', 'PIK3CG', 'PIK3R6', 'PIK3CA']
209	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	1.880407211620408e-08	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	100	14	15719	0.14	0.053030303030303	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['NCK1', 'SRC', 'PIK3R6', 'FYN', 'ZAP70', 'LYN', 'SHB', 'PIK3CA', 'VAV1', 'SYK', 'LCK', 'CD3E', 'PTPN11', 'NCK2']
210	GO:BP	GO:0065009	regulation of molecular function	1.880407211620408e-08	True	"""Any process that modulates the frequency, rate or extent of a molecular function, an elemental biological activity occurring at the molecular level, such as catalysis or binding."" [GOC:isa_complete]"	2480	100	41	15719	0.41	0.0165322580645161	query_1	['GO:0065007']	['MET', 'RAPGEF1', 'PIK3R5', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'PIK3CG', 'SRC', 'ITGB3', 'HGS', 'PIK3R1', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'ITK', 'PLCG2', 'SOS1', 'SH3BP1', 'FYN', 'LAT', 'LYN', 'SHB', 'LCP2', 'EGFR', 'VAV1', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'PIK3R3', 'CRKL', 'VTN', 'DOCK3', 'PTK2', 'LCK', 'CBL', 'NCK2', 'PDGFRA']
114	REAC	REAC:R-HSA-9682385	FLT3 signaling in disease	2.190914483785641e-08	True	FLT3 signaling in disease	27	97	7	10022	0.0721649484536082	0.2592592592592592	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'GRB2', 'PIK3CA', 'GAB2', 'PTPN11', 'CBL']
211	GO:BP	GO:2000811	negative regulation of anoikis	2.2027251444686897e-08	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of anoikis."" [GOC:obol]"	19	100	6	15719	0.06	0.3157894736842105	query_1	['GO:0043066', 'GO:0043276', 'GO:2000209']	['ITGB1', 'SRC', 'ITGA5', 'PIK3CA', 'PIK3R3', 'PTK2']
116	REAC	REAC:R-HSA-2428924	IGF1R signaling cascade	2.280598131359787e-08	True	IGF1R signaling cascade	42	97	8	10022	0.0824742268041237	0.1904761904761904	query_1	['REAC:R-HSA-2404192']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'GAB2', 'PTPN11']
115	REAC	REAC:R-HSA-2428928	IRS-related events triggered by IGF1R	2.280598131359787e-08	True	IRS-related events triggered by IGF1R	42	97	8	10022	0.0824742268041237	0.1904761904761904	query_1	['REAC:R-HSA-2428924']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'GAB2', 'PTPN11']
117	REAC	REAC:R-HSA-2404192	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	2.280598131359787e-08	True	Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)	42	97	8	10022	0.0824742268041237	0.1904761904761904	query_1	['REAC:R-HSA-9006934']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SOS1', 'GAB1', 'PIK3CA', 'GAB2', 'PTPN11']
212	GO:BP	GO:0043405	regulation of MAP kinase activity	2.3356773676571235e-08	True	"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	180	100	12	15719	0.12	0.0666666666666666	query_1	['GO:0071900']	['PIK3R5', 'PIK3CB', 'PIK3CG', 'SRC', 'HGS', 'PIK3R6', 'SOS1', 'LYN', 'EGFR', 'SYK', 'ERBB2', 'PTK2B']
213	GO:BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	2.405298362240616e-08	True	"""The series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	34	100	7	15719	0.07	0.2058823529411764	query_1	['GO:0002429']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
214	GO:BP	GO:0032101	regulation of response to external stimulus	2.407476458895397e-08	True	"""Any process that modulates the frequency, rate or extent of a response to an external stimulus."" [GOC:mah]"	984	100	25	15719	0.25	0.0254065040650406	query_1	['GO:0009605', 'GO:0048583']	['MET', 'PIK3CG', 'SRC', 'SPP1', 'FGA', 'PIK3R6', 'CRK', 'NCR3', 'HGF', 'PIK3AP1', 'PLCG2', 'FYN', 'LYN', 'FGB', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'FGG', 'PTK2B', 'VTN', 'PTK2', 'ARTN', 'PTPN11', 'PDGFRA']
215	GO:BP	GO:1901652	response to peptide	2.5271634492651093e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	491	100	18	15719	0.18	0.0366598778004073	query_1	['GO:0010243', 'GO:1901700']	['NCK1', 'PIK3R2', 'BCAR1', 'SRC', 'ITGB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'GAB1', 'PXN', 'FYN', 'LYN', 'GRB2', 'PIK3CA', 'PIK3R3', 'PTK2', 'PTPN11']
216	GO:BP	GO:0008284	positive regulation of cell population proliferation	2.5513356062094946e-08	True	"""Any process that activates or increases the rate or extent of cell proliferation."" [GOC:go_curators]"	909	100	24	15719	0.24	0.0264026402640264	query_1	['GO:0008283', 'GO:0042127', 'GO:0048522']	['ITGB1', 'NCK1', 'ITGAV', 'FN1', 'SRC', 'ITGB3', 'TGFB3', 'SHC1', 'PIK3CD', 'ZAP70', 'LYN', 'EGFR', 'PIK3CA', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'CRKL', 'GAB2', 'PTK2', 'GAREM1', 'CD3E', 'NCK2', 'PDGFRA']
217	GO:BP	GO:0048731	system development	2.8610750953256517e-08	True	"""The process whose specific outcome is the progression of an organismal system over time, from its formation to the mature structure. A system is a regularly interacting or interdependent group of organs or tissues that work together to carry out a given biological process."" [GOC:dph, GOC:jid]"	3689	100	51	15719	0.51	0.0138248847926267	query_1	['GO:0007275', 'GO:0048856']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'ITGAV', 'FN1', 'PIK3CG', 'SRC', 'SPP1', 'ITGB3', 'HGS', 'TGFB3', 'PIK3R6', 'CRK', 'HGF', 'RET', 'SHC1', 'ADAMTSL2', 'WASL', 'SOS1', 'GAB1', 'PIK3CD', 'CYP4A11', 'ITGA2B', 'ITGA5', 'FYN', 'ADAMTS2', 'LYN', 'SHB', 'GFRA3', 'EGFR', 'PIK3CA', 'VCL', 'SYK', 'PLCG1', 'ERBB2', 'PTK2B', 'PIK3R3', 'SH3GL2', 'CRKL', 'VTN', 'SHC3', 'PTK2', 'ITGB6', 'ARTN', 'CD3E', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA']
