KID syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
484	GO:BP	GO:0051707	response to other organism	2.0682564710902948e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from another living organism."" [GOC:ai]"	1430	102	29	17376	0.284313725490196	0.0202797202797202	query_1	['GO:0043207', 'GO:0044419']	['GJB6', 'C3', 'SRC', 'FGA', 'CRK', 'SHC1', 'PLCG2', 'PIK3CD', 'FYN', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'CXCR4', 'TF', 'FGB', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'IGHM', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'PTPN11', 'HPX', 'CR2']
485	GO:BP	GO:0031032	actomyosin structure organization	2.0891668912751732e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. The myosin may be organized into filaments."" [GOC:dph, GOC:jl, GOC:mah]"	197	102	12	17376	0.1176470588235294	0.0609137055837563	query_1	['GO:0030036']	['MET', 'ITGB1', 'ITGB5', 'PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'APOA1', 'PTK2B', 'NRP1', 'PDGFRA']
486	GO:BP	GO:0043207	response to external biotic stimulus	2.1575725787271225e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an external biotic stimulus, an external stimulus caused by, or produced by living things."" [GOC:go_curators]"	1433	102	29	17376	0.284313725490196	0.0202372644801116	query_1	['GO:0009605', 'GO:0009607']	['GJB6', 'C3', 'SRC', 'FGA', 'CRK', 'SHC1', 'PLCG2', 'PIK3CD', 'FYN', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'CXCR4', 'TF', 'FGB', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'IGHM', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'PTPN11', 'HPX', 'CR2']
487	GO:BP	GO:0048729	tissue morphogenesis	2.2730132143421804e-08	True	"""The process in which the anatomical structures of a tissue are generated and organized."" [GOC:dph, GOC:jid]"	604	102	19	17376	0.1862745098039215	0.0314569536423841	query_1	['GO:0009653', 'GO:0009888']	['MET', 'ITGB1', 'SRC', 'ITGB3', 'HGF', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'GRB2', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'KDR', 'VCL', 'VEGFA', 'NRP1', 'PLXNA1']
488	GO:BP	GO:0022607	cellular component assembly	2.3105537163315704e-08	True	"""The aggregation, arrangement and bonding together of a cellular component."" [GOC:isa_complete]"	2839	102	42	17376	0.4117647058823529	0.0147939415287072	query_1	['GO:0016043', 'GO:0044085']	['MET', 'GJB6', 'RAPGEF1', 'ITGB1', 'ITGB5', 'PLXNB1', 'FN1', 'PIK3R2', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'PLCG2', 'TFRC', 'CTNNB1', 'ITGA5', 'HFE', 'PXN', 'GJB1', 'CXCL12', 'MS4A1', 'GJB2', 'GRB2', 'APOA1', 'PIK3CA', 'KDR', 'FGB', 'VCL', 'SYK', 'FGG', 'PTK2B', 'VEGFA', 'CRKL', 'VTN', 'TLN1', 'PTK2', 'NRP1', 'PTPN11', 'PDGFRA', 'SEMA4D']
489	REAC	REAC:R-HSA-9027276	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	2.642303400949264e-08	True	Erythropoietin activates Phosphoinositide-3-kinase (PI3K)	12	102	5	17376	0.0490196078431372	0.4166666666666667	query_1	['REAC:R-HSA-9006335']	['PIK3CB', 'PIK3R1', 'PIK3CD', 'LYN', 'PIK3CA']
490	GO:BP	GO:0008286	insulin receptor signaling pathway	2.8644837284507346e-08	True	"""The series of molecular signals generated as a consequence of the insulin receptor binding to insulin."" [GOC:ceb]"	122	102	10	17376	0.0980392156862745	0.081967213114754	query_1	['GO:0007169', 'GO:0032869']	['PIK3R2', 'BCAR1', 'SRC', 'PIK3R1', 'SHC1', 'SOS1', 'GRB2', 'PIK3CA', 'PIK3R3', 'PTPN11']
491	GO:BP	GO:0022604	regulation of cell morphogenesis	2.870101870862521e-08	True	"""Any process that modulates the frequency, rate or extent of cell morphogenesis. Cell morphogenesis is the developmental process in which the shape of a cell is generated and organized."" [GOC:isa_complete]"	250	102	13	17376	0.1274509803921568	0.052	query_1	['GO:0000902', 'GO:0022603']	['PLXNB1', 'FN1', 'SRC', 'CRK', 'FYN', 'CXCR4', 'KDR', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PTK2', 'SEMA4D', 'PLXNA1']
492	GO:BP	GO:0044087	regulation of cellular component biogenesis	2.9134177252354225e-08	True	"""Any process that modulates the frequency, rate or extent of cellular component biogenesis, a process that results in the biosynthesis of constituent macromolecules, assembly, and arrangement of constituent parts of a cellular component."" [GOC:jl]"	919	102	23	17376	0.2254901960784313	0.0250272034820457	query_1	['GO:0044085', 'GO:0050794']	['MET', 'RAPGEF1', 'PIK3R2', 'SRC', 'TGFB3', 'PIK3R1', 'PLCG2', 'TFRC', 'CTNNB1', 'PXN', 'GRB2', 'APOA1', 'PIK3CA', 'KDR', 'VCL', 'SYK', 'PTK2B', 'VEGFA', 'TLN1', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D']
493	GO:BP	GO:0050678	regulation of epithelial cell proliferation	3.0099395677213986e-08	True	"""Any process that modulates the frequency, rate or extent of epithelial cell proliferation."" [GOC:ai]"	358	102	15	17376	0.1470588235294117	0.0418994413407821	query_1	['GO:0042127', 'GO:0050673']	['VEGFB', 'ITGB3', 'CTNNB1', 'PIK3CD', 'ITGA4', 'CXCL12', 'NRP2', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'VEGFA', 'NRP1', 'FLT1', 'PGF']
494	REAC	REAC:R-HSA-8851907	MET activates PI3K/AKT signaling	3.0141695408013426e-08	True	MET activates PI3K/AKT signaling	5	102	4	17376	0.0392156862745098	0.8	query_1	['REAC:R-HSA-6806834']	['MET', 'PIK3R1', 'HGF', 'PIK3CA']
495	GO:BP	GO:0010035	response to inorganic substance	3.1084980204103875e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an inorganic substance stimulus."" [GOC:sm]"	547	102	18	17376	0.1764705882352941	0.0329067641681901	query_1	['GO:0042221']	['MET', 'SRC', 'FGA', 'CRK', 'HGF', 'PLCG2', 'TFRC', 'HFE', 'FYN', 'EGFR', 'TF', 'TFR2', 'PIK3CA', 'KDR', 'FGB', 'FGG', 'PTK2B', 'VCAM1']
496	GO:BP	GO:0050918	positive chemotaxis	3.163838787789131e-08	True	"""The directed movement of a motile cell or organism towards a higher concentration of a chemical."" [GOC:ai, GOC:bf, GOC:isa_complete]"	62	102	8	17376	0.0784313725490196	0.1290322580645161	query_1	['GO:0006935']	['MET', 'VEGFB', 'HGF', 'CXCL12', 'KDR', 'VEGFA', 'NRP1', 'PGF']
497	GO:BP	GO:0030307	positive regulation of cell growth	3.2044531523099265e-08	True	"""Any process that activates or increases the frequency, rate, extent or direction of cell growth."" [GOC:go_curators]"	162	102	11	17376	0.1078431372549019	0.0679012345679012	query_1	['GO:0001558', 'GO:0016049', 'GO:0045927', 'GO:0048522']	['FN1', 'CRK', 'CXCL12', 'CXCR4', 'EGFR', 'ERBB2', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D']
498	REAC	REAC:R-HSA-2173789	TGF-beta receptor signaling activates SMADs	3.323919968265532e-08	True	TGF-beta receptor signaling activates SMADs	44	102	7	17376	0.0686274509803921	0.1590909090909091	query_1	['REAC:R-HSA-170834']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGB6', 'CBL']
499	REAC	REAC:R-HSA-74751	Insulin receptor signalling cascade	3.323919968265532e-08	True	Insulin receptor signalling cascade	44	102	7	17376	0.0686274509803921	0.1590909090909091	query_1	['REAC:R-HSA-74752']	['PIK3CB', 'PIK3R2', 'PIK3R1', 'SHC1', 'SOS1', 'PIK3CA', 'PTPN11']
500	REAC	REAC:R-HSA-9679191	Potential therapeutics for SARS	3.406110172527624e-08	True	Potential therapeutics for SARS	99	102	9	17376	0.088235294117647	0.0909090909090909	query_1	['REAC:R-HSA-9679506']	['ITGB1', 'PLCG2', 'SOS1', 'ITGA4', 'VAV1', 'SYK', 'SH3KBP1', 'IGHM', 'BLNK']
501	GO:BP	GO:0002697	regulation of immune effector process	3.4599967759032085e-08	True	"""Any process that modulates the frequency, rate, or extent of an immune effector process."" [GOC:add]"	362	102	15	17376	0.1470588235294117	0.0414364640883977	query_1	['GO:0002252', 'GO:0002682']	['RAPGEF1', 'C3', 'TGFB3', 'CRK', 'PLCG2', 'TFRC', 'HFE', 'LYN', 'APOA1', 'VAV1', 'SYK', 'FCGR1A', 'CD81', 'HPX', 'CR2']
502	GO:BP	GO:0009607	response to biotic stimulus	3.576558138233862e-08	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a biotic stimulus, a stimulus caused or produced by a living organism."" [GOC:hb]"	1467	102	29	17376	0.284313725490196	0.0197682344921608	query_1	['GO:0050896']	['GJB6', 'C3', 'SRC', 'FGA', 'CRK', 'SHC1', 'PLCG2', 'PIK3CD', 'FYN', 'ZAP70', 'CXCL12', 'MS4A1', 'LYN', 'GJB2', 'CXCR4', 'TF', 'FGB', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'IGHM', 'VCAM1', 'PTK2', 'ITGB6', 'LCK', 'PTPN11', 'HPX', 'CR2']
503	GO:BP	GO:0051896	regulation of protein kinase B signaling	3.6166584661578546e-08	True	"""Any process that modulates the frequency, rate or extent of protein kinase B signaling, a series of reactions mediated by the intracellular serine/threonine kinase protein kinase B."" [GOC:ai]"	164	102	11	17376	0.1078431372549019	0.0670731707317073	query_1	['GO:0043491', 'GO:1902531']	['MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'VEGFB', 'SRC', 'PIK3CD', 'EGFR', 'PIK3CA', 'VEGFA', 'PTK2']
504	GO:CC	GO:0034774	secretory granule lumen	3.6400688626166224e-08	True	"""The volume enclosed by the membrane of a secretory granule."" [GOC:rph]"	313	102	14	17376	0.1372549019607843	0.0447284345047923	query_1	['GO:0030141', 'GO:0060205']	['C3', 'VEGFB', 'FN1', 'FGA', 'TGFB3', 'HGF', 'APOA1', 'TF', 'FGB', 'VCL', 'FGG', 'VEGFA', 'SERPINA1', 'ALB']
505	GO:BP	GO:0038083	peptidyl-tyrosine autophosphorylation	3.6864159641900784e-08	True	"""The phosphorylation by a protein of one or more of its own tyrosine amino acid residues, or a tyrosine residue on an identical protein."" [PMID:10037737, PMID:10068444, PMID:10940390]"	23	102	6	17376	0.0588235294117647	0.2608695652173913	query_1	['GO:0018108', 'GO:0046777']	['SRC', 'EGFR', 'KDR', 'PTK2B', 'VEGFA', 'LCK']
506	GO:BP	GO:0048667	cell morphogenesis involved in neuron differentiation	3.826316087244821e-08	True	"""The process in which the structures of a neuron are generated and organized. This process occurs while the initially relatively unspecialized cell is acquiring the specialized features of a neuron."" [GOC:dph, GOC:tb]"	555	102	18	17376	0.1764705882352941	0.0324324324324324	query_1	['GO:0000904', 'GO:0048666']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'SOS1', 'FYN', 'ITGA4', 'CXCL12', 'NRP2', 'VCL', 'ERBB2', 'VEGFA', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'SEMA4D', 'PLXNA1']
507	GO:BP	GO:0010628	positive regulation of gene expression	3.842163340671469e-08	True	"""Any process that increases the frequency, rate or extent of gene expression. Gene expression is the process in which a gene's coding sequence is converted into a mature gene product (protein or RNA)."" [GOC:txnOH-2018]"	1104	102	25	17376	0.2450980392156862	0.0226449275362318	query_1	['GO:0010467', 'GO:0010468', 'GO:0010604']	['C3', 'PIK3CB', 'FN1', 'SRC', 'ITGB3', 'PIK3R1', 'HGF', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'PIK3CD', 'HFE', 'TNC', 'TFR2', 'PIK3CA', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'CD81', 'BLNK', 'PTPN11', 'HPX']
508	GO:CC	GO:0060205	cytoplasmic vesicle lumen	4.014592531311813e-08	True	"""The volume enclosed by a cytoplasmic vesicle."" [GOC:dph, GOC:vesicles]"	316	102	14	17376	0.1372549019607843	0.0443037974683544	query_1	['GO:0031410', 'GO:0031983', 'GO:0070013']	['C3', 'VEGFB', 'FN1', 'FGA', 'TGFB3', 'HGF', 'APOA1', 'TF', 'FGB', 'VCL', 'FGG', 'VEGFA', 'SERPINA1', 'ALB']
509	REAC	REAC:R-HSA-1433559	Regulation of KIT signaling	4.0895601694461415e-08	True	Regulation of KIT signaling	13	102	5	17376	0.0490196078431372	0.3846153846153846	query_1	['REAC:R-HSA-1433557']	['SOS1', 'FYN', 'LYN', 'LCK', 'CBL']
510	GO:BP	GO:0007015	actin filament organization	4.3663064303168576e-08	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments. Includes processes that control the spatial distribution of actin filaments, such as organizing filaments into meshworks, bundles, or other structures, as by cross-linking."" [GOC:mah]"	429	102	16	17376	0.1568627450980392	0.0372960372960372	query_1	['GO:0030036', 'GO:0097435']	['MET', 'ITGB5', 'PIK3R2', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'CXCL12', 'GRB2', 'APOA1', 'TF', 'PIK3CA', 'SH3KBP1', 'PTK2B', 'NRP1']
511	GO:CC	GO:0048471	perinuclear region of cytoplasm	4.5256060062316384e-08	True	"""Cytoplasm situated near, or occurring around, the nucleus."" [GOC:jid]"	716	102	20	17376	0.196078431372549	0.0279329608938547	query_1	['GO:0005737', 'GO:0110165']	['RAPGEF1', 'ITGB1', 'SRC', 'SPP1', 'PIK3R1', 'PLCG2', 'TFRC', 'CTNNB1', 'HFE', 'FYN', 'LYN', 'GJB2', 'EGFR', 'TF', 'PIK3CA', 'ERBB2', 'PTK2B', 'SH3GL2', 'PTK2', 'CBL']
512	GO:BP	GO:0045453	bone resorption	4.536896561335317e-08	True	"""The process in which specialized cells known as osteoclasts degrade the organic and inorganic portions of bone, and endocytose and transport the degradation products."" [GOC:mah, PMID:10968780]"	65	102	8	17376	0.0784313725490196	0.123076923076923	query_1	['GO:0001894', 'GO:0046849']	['SRC', 'SPP1', 'ITGB3', 'TFRC', 'CTNNB1', 'TF', 'SYK', 'PTK2B']
513	GO:BP	GO:0019538	protein metabolic process	4.729325448071284e-08	True	"""The chemical reactions and pathways involving a protein. Includes protein modification."" [GOC:ma]"	5057	102	58	17376	0.5686274509803921	0.0114692505438006	query_1	['GO:0043170', 'GO:0044238', 'GO:1901564']	['MET', 'C3', 'PIK3CB', 'ADRA1A', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'ITK', 'PLCG2', 'TFRC', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'HFE', 'FYN', 'LAT', 'ZAP70', 'LYN', 'LCP2', 'VKORC1', 'EGFR', 'APOA1', 'GALNT12', 'TFR2', 'PIK3CA', 'KDR', 'FGB', 'SYK', 'FCGR1A', 'FGG', 'ERBB2', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'SERPINA1', 'CRKL', 'VTN', 'CD81', 'PTK2', 'NRP1', 'LCK', 'CBL', 'PTPN11', 'PDGFRA', 'HPX', 'SEMA4D', 'FLT1', 'PGF', 'HPR']
514	GO:BP	GO:0038095	Fc-epsilon receptor signaling pathway	4.809507713427595e-08	True	"""The series of molecular signals initiated by the binding of the Fc portion of immunoglobulin E (IgE) to an Fc-epsilon receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GOC:phg, PMID:12413516, PMID:15048725]"	24	102	6	17376	0.0588235294117647	0.25	query_1	['GO:0038093']	['PLCG2', 'SOS1', 'LYN', 'VAV1', 'SYK', 'PLCG1']
515	REAC	REAC:R-HSA-9682385	FLT3 signaling in disease	4.892583068972731e-08	True	FLT3 signaling in disease	27	102	6	17376	0.0588235294117647	0.2222222222222222	query_1	['REAC:R-HSA-5663202']	['PIK3R1', 'SOS1', 'GRB2', 'PIK3CA', 'CBL', 'PTPN11']
516	GO:BP	GO:0007399	nervous system development	5.0501286702538155e-08	True	"""The process whose specific outcome is the progression of nervous tissue over time, from its formation to its mature state."" [GOC:dgh]"	2332	102	37	17376	0.3627450980392157	0.0158662092624356	query_1	['GO:0048731']	['MET', 'RAPGEF1', 'C3', 'ITGB1', 'PLXNB1', 'FN1', 'SRC', 'SPP1', 'CRK', 'HGF', 'CTNNB1', 'SOS1', 'FYN', 'GJB1', 'ITGA4', 'CXCL12', 'LYN', 'TNC', 'NRP2', 'CXCR4', 'EGFR', 'VCL', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'VTN', 'VCAM1', 'L1CAM', 'PTK2', 'NRP1', 'PTPN11', 'ACKR3', 'SEMA4D', 'PLXNA1']
517	GO:BP	GO:0002009	morphogenesis of an epithelium	5.19218697286985e-08	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	499	102	17	17376	0.1666666666666666	0.034068136272545	query_1	['GO:0048729', 'GO:0060429']	['MET', 'ITGB1', 'SRC', 'HGF', 'CTNNB1', 'SOS1', 'PIK3CD', 'ITGA5', 'GRB2', 'TNC', 'CXCR4', 'EGFR', 'KDR', 'VCL', 'VEGFA', 'NRP1', 'PLXNA1']
518	GO:BP	GO:1903039	positive regulation of leukocyte cell-cell adhesion	5.2651970569814824e-08	True	"""Any process that activates or increases the frequency, rate or extent of leukocyte cell-cell adhesion."" [GO_REF:0000058, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:21106532]"	264	102	13	17376	0.1274509803921568	0.0492424242424242	query_1	['GO:0007159', 'GO:0022409', 'GO:1903037']	['SRC', 'TFRC', 'FYN', 'ITGA4', 'ZAP70', 'LYN', 'PIK3CA', 'VAV1', 'SYK', 'CD81', 'VCAM1', 'LCK', 'PTPN11']
519	GO:BP	GO:0048878	chemical homeostasis	5.5201936305856404e-08	True	"""Any biological process involved in the maintenance of an internal steady state of a chemical."" [GOC:isa_complete]"	953	102	23	17376	0.2254901960784313	0.0241343126967471	query_1	['GO:0042592']	['GJB6', 'PIK3CB', 'PIK3R2', 'ITGB3', 'PIK3R1', 'PLCG2', 'TFRC', 'HFE', 'CXCL12', 'LYN', 'APOA1', 'TF', 'TFR2', 'PIK3CA', 'KDR', 'PLCG1', 'PTK2B', 'VEGFA', 'ITGB6', 'LCK', 'CD19', 'PTPN11', 'HPX']
520	GO:CC	GO:0001726	ruffle	5.6453198501575966e-08	True	"""Projection at the leading edge of a crawling cell; the protrusions are supported by a microfilament meshwork."" [ISBN:0124325653]"	176	102	11	17376	0.1078431372549019	0.0625	query_1	['GO:0031252', 'GO:0120025']	['ITGB1', 'ITGAV', 'BCAR1', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
521	GO:BP	GO:0150116	regulation of cell-substrate junction organization	5.6938679428792666e-08	True	"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	67	102	8	17376	0.0784313725490196	0.1194029850746268	query_1	['GO:0051128', 'GO:0150115']	['SRC', 'PIK3R1', 'KDR', 'VCL', 'VEGFA', 'TLN1', 'PTK2', 'NRP1']
522	REAC	REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	6.22463438542964e-08	True	Signaling by NTRK3 (TRKC)	14	102	5	17376	0.0490196078431372	0.3571428571428571	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1']
523	GO:BP	GO:0071526	semaphorin-plexin signaling pathway	6.788389695049157e-08	True	"""The series of molecular signals generated as a consequence of a semaphorin receptor (composed of a plexin and a neurophilin) binding to a semaphorin ligand."" [GOC:BHF, GOC:mah, GOC:vk, PMID:15239959]"	44	102	7	17376	0.0686274509803921	0.1590909090909091	query_1	['GO:0007166']	['MET', 'PLXNB1', 'NRP2', 'KDR', 'NRP1', 'SEMA4D', 'PLXNA1']
524	GO:BP	GO:0060284	regulation of cell development	7.131138111723378e-08	True	"""Any process that modulates the rate, frequency or extent of the progression of the cell over time, from its formation to the mature structure. Cell development does not include the steps involved in committing a cell to a specific fate."" [GOC:dph, GOC:tb]"	803	102	21	17376	0.2058823529411764	0.0261519302615193	query_1	['GO:0045595', 'GO:0048468']	['ITGB1', 'PLXNB1', 'FN1', 'SPP1', 'PIK3R1', 'CTNNB1', 'SOS1', 'ZAP70', 'CXCL12', 'LYN', 'CXCR4', 'VCL', 'SYK', 'ERBB2', 'CERS2', 'PTK2B', 'VEGFA', 'L1CAM', 'NRP1', 'SEMA4D', 'PLXNA1']
525	REAC	REAC:R-HSA-8874081	MET activates PTK2 signaling	7.646497951756215e-08	True	MET activates PTK2 signaling	29	102	6	17376	0.0588235294117647	0.2068965517241379	query_1	['REAC:R-HSA-8875878']	['MET', 'ITGB1', 'FN1', 'SRC', 'HGF', 'PTK2']
526	GO:BP	GO:0051241	negative regulation of multicellular organismal process	7.655266857624052e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1056	102	24	17376	0.2352941176470588	0.0227272727272727	query_1	['GO:0032501', 'GO:0048519', 'GO:0051239']	['PIK3CB', 'ADRA1A', 'FN1', 'SPP1', 'FGA', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'HFE', 'LYN', 'EGFR', 'APOA1', 'FGB', 'FGG', 'ERBB2', 'CERS2', 'PTK2B', 'VTN', 'NRP1', 'PTPN11', 'PDGFRA', 'SEMA4D']
