Hoyeraal-Hreidarsson syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
44	REAC	REAC:R-HSA-912446	Meiotic recombination	1.7446832836808037e-15	True	Meiotic recombination	86	100	16	10022	0.16	0.1860465116279069	query_1	['REAC:R-HSA-1500620']	['RBBP8', 'NBN', 'RAD50', 'MLH1', 'H2AX', 'RPA2', 'BRCA2', 'RPA3', 'RPA1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'BRCA1', 'CDK2']
99	GO:BP	GO:0010165	response to X-ray	2.2352226433966733e-15	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of X-ray radiation. An X-ray is a form of electromagnetic radiation with a wavelength in the range of 10 nanometers to 100 picometers (corresponding to frequencies in the range 30 PHz to 3 EHz)."" [GOC:sm, Wikipedia:X-ray]"	32	104	11	15719	0.1057692307692307	0.34375	query_1	['GO:0010212']	['MSH2', 'TP53BP1', 'XRCC6', 'LIG4', 'BRCA2', 'XRCC4', 'XRCC5', 'BLM', 'ATM', 'RAD51', 'TP53']
100	GO:BP	GO:0007346	regulation of mitotic cell cycle	2.5109538246721605e-15	True	"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	489	104	26	15719	0.25	0.0531697341513292	query_1	['GO:0000278', 'GO:0051726']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'RAD50', 'CTNNB1', 'RPA2', 'MDC1', 'BRCA2', 'RPA3', 'TERT', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
45	REAC	REAC:R-HSA-1643685	Disease	3.078541662044187e-15	True	Disease	1723	100	53	10022	0.53	0.0307603017991874	query_1	['REAC:0000000']	['RBBP8', 'HUS1', 'GNE', 'GSK3B', 'AKT1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'ATRX', 'RAD50', 'RAD51AP1', 'XRCC6', 'WDR48', 'LIG4', 'CTNNB1', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'LIG1', 'BRCA2', 'RAD1', 'RPA3', 'TNKS2', 'DVL2', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'RPA1', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'DVL1', 'EXO1', 'BRCA1', 'CDK2', 'POLA2', 'BARD1', 'WRN', 'RMI2', 'TNKS', 'RMI1', 'TP53', 'NEIL1', 'MSH6']
101	GO:BP	GO:0033043	regulation of organelle organization	3.225188992232727e-15	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1154	104	37	15719	0.3557692307692308	0.0320623916811091	query_1	['GO:0006996', 'GO:0051128']	['ACD', 'GSK3B', 'AKT1', 'NBN', 'ATRX', 'RAD50', 'TERF2', 'RAD51AP1', 'TERF2IP', 'LIG4', 'CTNNB1', 'FEN1', 'DCP2', 'TERF1', 'TINF2', 'RAD1', 'TNKS2', 'DKC1', 'POT1', 'PARN', 'PARP1', 'XRCC5', 'ATM', 'MRE11', 'NAF1', 'USP7', 'SMG6', 'AXIN2', 'BRCA1', 'CDK2', 'XRCC1', 'RTEL1', 'RMI2', 'TNKS', 'TP53', 'PNKP', 'PIF1']
22	GO:CC	GO:0032993	protein-DNA complex	3.244476414278763e-15	True	"""A macromolecular complex containing both protein and DNA molecules."" [GOC:mah]"	227	104	19	16420	0.1826923076923076	0.0837004405286343	query_1	['GO:0032991']	['ACD', 'TERF2', 'XRCC6', 'TERF2IP', 'CTNNB1', 'H2AX', 'RPA2', 'TERF1', 'TINF2', 'PCNA', 'RPA3', 'TERT', 'POT1', 'PARP1', 'XRCC5', 'RPA1', 'PRKDC', 'POLA2', 'POLD1']
102	GO:BP	GO:0032212	positive regulation of telomere maintenance via telomerase	4.759891156576967e-15	True	"""Any process that activates or increases the frequency, rate or extent of the addition of telomeric repeats by telomerase."" [GOC:mah]"	34	104	11	15719	0.1057692307692307	0.3235294117647059	query_1	['GO:0007004', 'GO:0032210', 'GO:1904358', 'GO:2000573']	['ACD', 'CTNNB1', 'TNKS2', 'DKC1', 'POT1', 'PARN', 'XRCC5', 'ATM', 'NAF1', 'TNKS', 'PNKP']
103	GO:BP	GO:0010605	negative regulation of macromolecule metabolic process	5.896719962532928e-15	True	"""Any process that decreases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	2640	104	54	15719	0.5192307692307693	0.0204545454545454	query_1	['GO:0009892', 'GO:0043170', 'GO:0060255']	['RBBP8', 'ACD', 'GSK3B', 'AKT1', 'NBN', 'MDM2', 'MSH2', 'TP53BP1', 'ATRX', 'RAD50', 'TERF2', 'LIG3', 'XRCC6', 'TERF2IP', 'CTNNB1', 'MLH1', 'SHQ1', 'MSH3', 'DCP2', 'TERF1', 'TINF2', 'PCNA', 'AR', 'TERT', 'TNKS2', 'DKC1', 'POT1', 'PARN', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'ATM', 'NAF1', 'USP7', 'DVL1', 'SMG6', 'APEX1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'BARD1', 'KHSRP', 'RMI2', 'TNKS', 'TP53', 'NEIL1', 'PIF1', 'RNF8', 'MSH6']
105	GO:BP	GO:0104004	cellular response to environmental stimulus	5.9718363684738155e-15	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an environmental stimulus."" [GOC:dos]"	327	104	22	15719	0.2115384615384615	0.0672782874617737	query_1	['GO:0051716']	['HUS1', 'RAD9B', 'MDM2', 'TP53BP1', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'PARP1', 'XRCC5', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'TP53']
104	GO:BP	GO:0071214	cellular response to abiotic stimulus	5.9718363684738155e-15	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (non-living) stimulus."" [GOC:mah]"	327	104	22	15719	0.2115384615384615	0.0672782874617737	query_1	['GO:0009628', 'GO:0104004']	['HUS1', 'RAD9B', 'MDM2', 'TP53BP1', 'RAD51AP1', 'XRCC6', 'LIG4', 'H2AX', 'BRCA2', 'RAD1', 'PCNA', 'PARP1', 'XRCC5', 'BLM', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'POLD1', 'BARD1', 'WRN', 'TP53']
106	GO:BP	GO:0010638	positive regulation of organelle organization	5.9718363684738155e-15	True	"""Any process that increases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	508	104	26	15719	0.25	0.0511811023622047	query_1	['GO:0006996', 'GO:0033043', 'GO:0051130']	['ACD', 'GSK3B', 'NBN', 'ATRX', 'RAD50', 'TERF2', 'RAD51AP1', 'TERF2IP', 'LIG4', 'CTNNB1', 'FEN1', 'TERF1', 'TINF2', 'TNKS2', 'DKC1', 'POT1', 'PARN', 'XRCC5', 'ATM', 'MRE11', 'NAF1', 'CDK2', 'RTEL1', 'TNKS', 'TP53', 'PNKP']
107	GO:BP	GO:0033260	nuclear DNA replication	1.3346410751732792e-14	True	"""The DNA-dependent DNA replication that occurs in the nucleus of eukaryotic organisms as part of the cell cycle."" [GOC:mtg_cell_cycle]"	37	104	11	15719	0.1057692307692307	0.2972972972972973	query_1	['GO:0044786']	['ATRX', 'TERF2', 'FEN1', 'LIG1', 'TERF1', 'BRCA2', 'PCNA', 'BLM', 'RAD51', 'RTEL1', 'WRN']
108	GO:BP	GO:0071103	DNA conformation change	1.547619301201853e-14	True	"""A cellular process that results in a change in the spatial configuration of a DNA molecule. A conformation change can bend DNA, or alter the, twist, writhe, or linking number of a DNA molecule."" [GOC:mah]"	88	104	14	15719	0.1346153846153846	0.1590909090909091	query_1	['GO:0051276']	['NBN', 'RAD50', 'XRCC6', 'CHD1L', 'POT1', 'XRCC5', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'TOP3A', 'RTEL1', 'WRN', 'PIF1']
109	GO:BP	GO:0010604	positive regulation of macromolecule metabolic process	2.059658622273856e-14	True	"""Any process that increases the frequency, rate or extent of the chemical reactions and pathways involving macromolecules, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3362	104	60	15719	0.5769230769230769	0.0178465199286139	query_1	['GO:0009893', 'GO:0043170', 'GO:0060255']	['RBBP8', 'ACD', 'GSK3B', 'AKT1', 'NBN', 'MDM2', 'MSH2', 'USP1', 'TP53BP1', 'ATRX', 'RAD50', 'TERF2', 'FANCI', 'RAD51AP1', 'XRCC6', 'WDR48', 'TERF2IP', 'PAXIP1', 'CTNNB1', 'APLF', 'MLH1', 'H2AX', 'DCP2', 'TERF1', 'TINF2', 'BRCA2', 'PCNA', 'AR', 'TERT', 'TNKS2', 'DVL2', 'DKC1', 'POT1', 'PARN', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'NAF1', 'USP7', 'DVL1', 'APEX1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'BARD1', 'WRN', 'KHSRP', 'TNKS', 'TP53', 'WRAP53', 'PNKP', 'RNF8']
110	GO:BP	GO:0010639	negative regulation of organelle organization	2.545180272719664e-14	True	"""Any process that decreases the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:dph, GOC:tb]"	351	104	22	15719	0.2115384615384615	0.0626780626780626	query_1	['GO:0006996', 'GO:0033043', 'GO:0051129']	['ACD', 'AKT1', 'NBN', 'ATRX', 'RAD50', 'TERF2', 'TERF2IP', 'DCP2', 'TERF1', 'TINF2', 'RAD1', 'TNKS2', 'POT1', 'PARP1', 'ATM', 'SMG6', 'BRCA1', 'XRCC1', 'RTEL1', 'TNKS', 'TP53', 'PIF1']
111	GO:BP	GO:0000278	mitotic cell cycle	3.558025850616537e-14	True	"""Progression through the phases of the mitotic cell cycle, the most common eukaryotic cell cycle, which canonically comprises four successive phases called G1, S, G2, and M and includes replication of the genome and the subsequent segregation of chromosomes into daughter cells. In some variant cell cycles nuclear replication or nuclear division may not be followed by cell division, or G1 and G2 phases may be absent."" [GOC:mah, ISBN:0815316194, Reactome:69278]"	900	104	32	15719	0.3076923076923077	0.0355555555555555	query_1	['GO:0007049']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'RAD50', 'CTNNB1', 'RPA2', 'MDC1', 'LIG1', 'BRCA2', 'PCNA', 'RPA3', 'TERT', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'RTEL1', 'BARD1', 'TNKS', 'TP53', 'ZNRD2']
112	GO:BP	GO:1904357	negative regulation of telomere maintenance via telomere lengthening	5.18679154930812e-14	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomere maintenance via telomere lengthening."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	29	104	10	15719	0.0961538461538461	0.3448275862068966	query_1	['GO:0010833', 'GO:0032205', 'GO:1904356']	['ACD', 'TERF2', 'DCP2', 'TERF1', 'TINF2', 'TNKS2', 'POT1', 'PARP1', 'TNKS', 'PIF1']
113	GO:BP	GO:0032508	DNA duplex unwinding	5.351567620820582e-14	True	"""The process in which interchain hydrogen bonds between two strands of DNA are broken or 'melted', generating a region of unpaired single strands."" [GOC:isa_complete, GOC:mah]"	75	104	13	15719	0.125	0.1733333333333333	query_1	['GO:0032392']	['NBN', 'RAD50', 'XRCC6', 'CHD1L', 'POT1', 'XRCC5', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'RTEL1', 'WRN', 'PIF1']
114	GO:BP	GO:0044786	cell cycle DNA replication	6.10668157192545e-14	True	"""The DNA-dependent DNA replication that takes place as part of the cell cycle."" [GOC:mtg_cell_cycle]"	42	104	11	15719	0.1057692307692307	0.2619047619047619	query_1	['GO:0006261', 'GO:0022402']	['ATRX', 'TERF2', 'FEN1', 'LIG1', 'TERF1', 'BRCA2', 'PCNA', 'BLM', 'RAD51', 'RTEL1', 'WRN']
115	GO:BP	GO:1903047	mitotic cell cycle process	1.197562502074637e-13	True	"""A process that is part of the mitotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	750	104	29	15719	0.2788461538461538	0.0386666666666666	query_1	['GO:0000278', 'GO:0022402']	['RBBP8', 'HUS1', 'AKT1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'LIG1', 'BRCA2', 'PCNA', 'TERT', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'RTEL1', 'BARD1', 'TNKS', 'TP53']
116	GO:BP	GO:0035825	homologous recombination	1.3124634480790557e-13	True	"""A DNA recombination process that results in the exchange of an equal amount of genetic material between highly homologous DNA molecules."" [GOC:mah, PMID:11139492, PMID:17304215]"	61	104	12	15719	0.1153846153846153	0.1967213114754098	query_1	['GO:0006310']	['RBBP8', 'NBN', 'RAD50', 'RAD51AP1', 'MLH1', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'BRCA1', 'BARD1', 'RMI1']
23	GO:CC	GO:0043231	intracellular membrane-bounded organelle	1.4193342929926332e-13	True	"""Organized structure of distinctive morphology and function, bounded by a single or double lipid bilayer membrane and occurring within the cell. Includes the nucleus, mitochondria, plastids, vacuoles, and vesicles. Excludes the plasma membrane."" [GOC:go_curators]"	11275	104	102	16420	0.9807692307692308	0.0090465631929046	query_1	['GO:0043227', 'GO:0043229']	['USP34', 'RBBP8', 'HUS1', 'ACD', 'GSK3B', 'AKT1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'USP1', 'RNF146', 'TP53BP1', 'ATRX', 'RAD50', 'TERF2', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'WDR48', 'TERF2IP', 'PAXIP1', 'LIG4', 'CTNNB1', 'APLF', 'MLH1', 'FEN1', 'SHQ1', 'H2AX', 'NHP2', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'LIG1', 'DCP2', 'TERF1', 'TINF2', 'BRCA2', 'GAR1', 'RAD1', 'PCNA', 'USP12', 'RPA3', 'AR', 'TERT', 'TNKS2', 'CHD1L', 'DVL2', 'DKC1', 'POT1', 'PARN', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'NHEJ1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'NAF1', 'TOP3A', 'HADHB', 'USP7', 'DCLRE1B', 'DVL1', 'SMG6', 'APEX1', 'HUS1B', 'EXO1', 'USP46', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'XRCC1', 'RTEL1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'NOP10', 'KHSRP', 'RMI2', 'TNKS', 'RMI1', 'TP53', 'HADHA', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'RNF8', 'MSH6']
117	GO:BP	GO:0009892	negative regulation of metabolic process	1.4417408406062246e-13	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	2846	104	54	15719	0.5192307692307693	0.0189739985945186	query_1	['GO:0008152', 'GO:0019222', 'GO:0048519']	['RBBP8', 'ACD', 'GSK3B', 'AKT1', 'NBN', 'MDM2', 'MSH2', 'TP53BP1', 'ATRX', 'RAD50', 'TERF2', 'LIG3', 'XRCC6', 'TERF2IP', 'CTNNB1', 'MLH1', 'SHQ1', 'MSH3', 'DCP2', 'TERF1', 'TINF2', 'PCNA', 'AR', 'TERT', 'TNKS2', 'DKC1', 'POT1', 'PARN', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'ATM', 'NAF1', 'USP7', 'DVL1', 'SMG6', 'APEX1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'BARD1', 'KHSRP', 'RMI2', 'TNKS', 'TP53', 'NEIL1', 'PIF1', 'RNF8', 'MSH6']
118	GO:BP	GO:0032392	DNA geometric change	1.4716110029437048e-13	True	"""The process in which a transformation is induced in the geometry of a DNA double helix, resulting in a change in twist, writhe, or both, but with no change in linking number. Includes the unwinding of double-stranded DNA by helicases."" [GOC:mah]"	81	104	13	15719	0.125	0.1604938271604938	query_1	['GO:0071103']	['NBN', 'RAD50', 'XRCC6', 'CHD1L', 'POT1', 'XRCC5', 'RPA1', 'BLM', 'MRE11', 'RAD51', 'RTEL1', 'WRN', 'PIF1']
46	REAC	REAC:R-HSA-110373	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	1.9548071090655282e-13	True	Resolution of AP sites via the multiple-nucleotide patch replacement pathway	25	100	10	10022	0.1	0.4	query_1	['REAC:R-HSA-73933']	['FEN1', 'RPA2', 'LIG1', 'PCNA', 'RPA3', 'PARP1', 'RPA1', 'APEX1', 'POLD1', 'POLB']
119	GO:BP	GO:0090305	nucleic acid phosphodiester bond hydrolysis	2.378650790647175e-13	True	"""The nucleic acid metabolic process in which the phosphodiester bonds between nucleotides are cleaved by hydrolysis."" [GOC:dph, GOC:tb]"	228	104	18	15719	0.173076923076923	0.0789473684210526	query_1	['GO:0090304']	['RBBP8', 'RAD50', 'APLF', 'FEN1', 'NHP2', 'DCP2', 'RAD1', 'PARN', 'PMS2', 'RAD9A', 'MRE11', 'DCLRE1B', 'SMG6', 'APEX1', 'EXO1', 'POLD1', 'WRN', 'PNKP']
121	GO:BP	GO:0051973	positive regulation of telomerase activity	3.0604433752029365e-13	True	"""Any process that activates or increases the frequency, rate or extent of telomerase activity, the catalysis of the reaction: deoxynucleoside triphosphate + DNA(n) = diphosphate + DNA(n+1)."" [GOC:ai]"	34	104	10	15719	0.0961538461538461	0.2941176470588235	query_1	['GO:0051347', 'GO:0051972', 'GO:2000573']	['ACD', 'CTNNB1', 'DKC1', 'POT1', 'PARN', 'XRCC5', 'NAF1', 'TNKS', 'WRAP53', 'PNKP']
120	GO:BP	GO:0050896	response to stimulus	3.0604433752029365e-13	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus. The process begins with detection of the stimulus and ends with a change in state or activity or the cell or organism."" [GOC:ai, GOC:bf]"	7975	104	90	15719	0.8653846153846154	0.0112852664576802	query_1	['GO:0008150']	['USP34', 'RBBP8', 'HUS1', 'ACD', 'GSK3B', 'AKT1', 'RAD9B', 'NBN', 'MDM2', 'MSH2', 'USP1', 'RNF146', 'TP53BP1', 'ATRX', 'RAD50', 'TERF2', 'FANCI', 'RAD51AP1', 'LIG3', 'XRCC6', 'WDR48', 'TERF2IP', 'PAXIP1', 'LIG4', 'CTNNB1', 'APLF', 'MLH1', 'FEN1', 'H2AX', 'RPA2', 'MSH3', 'MDC1', 'PIP5K1B', 'LIG1', 'TERF1', 'BRCA2', 'RAD1', 'PCNA', 'RPA3', 'AR', 'TERT', 'TNKS2', 'CHD1L', 'DVL2', 'POT1', 'PMS2', 'PARP1', 'DAXX', 'AXIN1', 'XRCC4', 'XRCC5', 'NHEJ1', 'RPA1', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'HADHB', 'USP7', 'DCLRE1B', 'DVL1', 'APEX1', 'HUS1B', 'EXO1', 'USP46', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'POLD1', 'BARD1', 'POLB', 'WRN', 'KHSRP', 'RMI2', 'TNKS', 'RMI1', 'TP53', 'HADHA', 'WRAP53', 'PNKP', 'NEIL1', 'PIF1', 'RNF8', 'MSH6']
122	GO:BP	GO:0032201	telomere maintenance via semi-conservative replication	4.119539741954848e-13	True	"""The process in which telomeric DNA is synthesized semi-conservatively by the conventional replication machinery and telomeric accessory factors as part of cell cycle DNA replication."" [GOC:BHF, GOC:BHF_telomere, GOC:rl, GOC:vw, PMID:16598261]"	9	104	7	15719	0.0673076923076923	0.7777777777777778	query_1	['GO:0000723', 'GO:0022402', 'GO:0033260']	['TERF2', 'FEN1', 'TERF1', 'PCNA', 'BLM', 'RTEL1', 'WRN']
124	GO:BP	GO:0090737	telomere maintenance via telomere trimming	4.318350801439306e-13	True	"""A process that contributes to the maintenance of proper telomeric length and structure via the activation of telomere shortening pathways that compensate telomerase-dependent excessive telomere elongation. Telomere attrition is mediated by a mechanism which involves the generation of single-stranded C-rich telomeric DNA, and the formation and removal of double-stranded telomeric circular DNA (T-circles). Telomere trimming is an independent pathway to recombination-mediated telomere elongation and the well-documented gradual telomere attrition that accompanies cellular replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:27918544]"	15	104	8	15719	0.0769230769230769	0.5333333333333333	query_1	['GO:0000723']	['NBN', 'TERF2', 'TERF1', 'XRCC5', 'BLM', 'EXO1', 'RTEL1', 'WRN']
123	GO:BP	GO:0001325	formation of extrachromosomal circular DNA	4.318350801439306e-13	True	"""Excision from the chromosome and circularization of a region of chromosomal DNA, generally, but not always, via homologous recombination between direct tandem repeats."" [GOC:jh, PMID:12044938]"	15	104	8	15719	0.0769230769230769	0.5333333333333333	query_1	['GO:0006259', 'GO:0022607']	['NBN', 'TERF2', 'TERF1', 'XRCC5', 'BLM', 'EXO1', 'RTEL1', 'WRN']
125	GO:BP	GO:0090656	t-circle formation	4.318350801439306e-13	True	"""A telomere maintenance process that results in the formation of a telomeric circle, or t-circle. A t-circle is an extrachromosomal duplex or single-stranded circular DNA molecule composed of t-arrays. T-circles are involved in the control of telomere length via alternative-lengthening of telomeres (ALT) pathway and telomere rapid deletion (TRD)."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:19214183, PMID:19581589, PMID:19809492, PMID:19858100]"	15	104	8	15719	0.0769230769230769	0.5333333333333333	query_1	['GO:0001325', 'GO:0090737']	['NBN', 'TERF2', 'TERF1', 'XRCC5', 'BLM', 'EXO1', 'RTEL1', 'WRN']
126	GO:BP	GO:0006312	mitotic recombination	5.091568033477453e-13	True	"""The exchange, reciprocal or nonreciprocal, of genetic material between one DNA molecule and a homologous DNA region that occurs during mitotic cell cycles."" [GOC:elh]"	24	104	9	15719	0.0865384615384615	0.375	query_1	['GO:0006310']	['MSH2', 'RAD50', 'TERF2', 'MLH1', 'MSH3', 'BRCA2', 'MRE11', 'RAD51', 'XRCC1']
24	GO:CC	GO:1902494	catalytic complex	6.710736390017664e-13	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1723	104	40	16420	0.3846153846153846	0.0232153221125943	query_1	['GO:0032991']	['ACD', 'GSK3B', 'TP53BP1', 'FANCI', 'LIG3', 'XRCC6', 'PAXIP1', 'LIG4', 'CTNNB1', 'NHP2', 'BRCA2', 'GAR1', 'PCNA', 'TERT', 'DKC1', 'AXIN1', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'RAD51', 'TOP3A', 'HADHB', 'SMG6', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'POLA2', 'POLD1', 'BARD1', 'NOP10', 'KHSRP', 'RMI2', 'RMI1', 'HADHA', 'WRAP53', 'RNF8']
25	GO:CC	GO:0070533	BRCA1-C complex	6.823998779758131e-13	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, CtIP and Mre11/Rad50/NBS1 (M/R/N) complex, and binds to DNA at DNA damage sites. BRCA1-C binding ta damaged DNA is required for DNA damage-induced Chk1 phosphorylation and the G2/M transition checkpoint."" [GOC:mah, PMID:15485915, PMID:16391231]"	6	104	6	16420	0.0576923076923076	1.0	query_1	['GO:0140513']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'BRCA1', 'BARD1']
127	GO:BP	GO:0009893	positive regulation of metabolic process	9.917825840330545e-13	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways within a cell or an organism."" [GOC:go_curators]"	3655	104	60	15719	0.5769230769230769	0.0164158686730506	query_1	['GO:0008152', 'GO:0019222', 'GO:0048518']	['RBBP8', 'ACD', 'GSK3B', 'AKT1', 'NBN', 'MDM2', 'MSH2', 'USP1', 'TP53BP1', 'ATRX', 'RAD50', 'TERF2', 'FANCI', 'RAD51AP1', 'XRCC6', 'WDR48', 'TERF2IP', 'PAXIP1', 'CTNNB1', 'APLF', 'MLH1', 'H2AX', 'DCP2', 'TERF1', 'TINF2', 'BRCA2', 'PCNA', 'AR', 'TERT', 'TNKS2', 'DVL2', 'DKC1', 'POT1', 'PARN', 'PARP1', 'DAXX', 'AXIN1', 'XRCC5', 'BLM', 'ATM', 'MRE11', 'RAD51', 'NAF1', 'USP7', 'DVL1', 'APEX1', 'AXIN2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'RTEL1', 'BARD1', 'WRN', 'KHSRP', 'TNKS', 'TP53', 'WRAP53', 'PNKP', 'RNF8']
26	GO:CC	GO:0000794	condensed nuclear chromosome	1.2597906953214493e-12	True	"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct nuclear chromosome."" [GOC:elh]"	81	104	12	16420	0.1153846153846153	0.1481481481481481	query_1	['GO:0000228', 'GO:0000793']	['HUS1', 'RAD9B', 'RAD50', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'BLM', 'RAD9A', 'RAD51', 'HUS1B', 'BRCA1']
