Hutchinson-Gilford progeria syndrome	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
122	GO:BP	GO:0019953	sexual reproduction	7.475943294060696e-11	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1015	101	29	15719	0.2871287128712871	0.0285714285714285	query_1	['GO:0000003']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'SPATA48', 'RAD1', 'AR', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'HUS1B', 'CDK2', 'KAT5', 'RMI1', 'RNF8', 'MSH6']
123	GO:BP	GO:0010972	negative regulation of G2/M transition of mitotic cell cycle	1.1303928762430676e-10	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle]"	62	101	10	15719	0.099009900990099	0.1612903225806451	query_1	['GO:0000086', 'GO:0010389', 'GO:1901991', 'GO:1902750']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'BARD1']
124	GO:BP	GO:2001252	positive regulation of chromosome organization	1.1901960738203634e-10	True	"""Any process that activates or increases the frequency, rate or extent of chromosome organization."" [GOC:obol]"	112	101	12	15719	0.1188118811881188	0.1071428571428571	query_1	['GO:0010638', 'GO:0033044', 'GO:0051276']	['NBN', 'RAD50', 'LIG4', 'FEN1', 'ATR', 'XRCC5', 'ERCC1', 'ATM', 'MRE11', 'CDK2', 'KAT5', 'PNKP']
125	GO:BP	GO:0002312	B cell activation involved in immune response	1.2997211817357288e-10	True	"""The change in morphology and behavior of a mature or immature B cell during an immune response, resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:jal]"	86	101	11	15719	0.1089108910891089	0.127906976744186	query_1	['GO:0002285', 'GO:0042113']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
39	GO:CC	GO:0042555	MCM complex	1.3161162702047335e-10	True	"""A hexameric protein complex required for the initiation and regulation of DNA replication."" [GOC:jl, PMID:11282021]"	11	102	6	16420	0.0588235294117647	0.5454545454545454	query_1	['GO:0032991']	['MCM6', 'MCM5', 'MCM7', 'MCM4', 'MCM2', 'MCM3']
38	GO:CC	GO:0071162	CMG complex	1.3161162702047335e-10	True	"""A protein complex that contains the GINS complex, Cdc45p, and the heterohexameric MCM complex, and that is involved in unwinding DNA during replication."" [GOC:rb, PMID:19228417]"	11	102	6	16420	0.0588235294117647	0.5454545454545454	query_1	['GO:0000228', 'GO:0031261']	['MCM6', 'MCM5', 'MCM7', 'MCM4', 'MCM2', 'MCM3']
126	GO:BP	GO:1901991	negative regulation of mitotic cell cycle phase transition	1.4249652390006788e-10	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of mitotic cell cycle phase transition."" [GOC:mtg_cell_cycle, GOC:TermGenie, PMID:22841721]"	179	101	14	15719	0.1386138613861386	0.0782122905027933	query_1	['GO:0044772', 'GO:0045930', 'GO:1901988', 'GO:1901990']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'RPA2', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
127	GO:BP	GO:0009416	response to light stimulus	1.4694795662656362e-10	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a light stimulus, electromagnetic radiation of wavelengths classified as infrared, visible or ultraviolet light."" [GOC:go_curators, ISBN:0582227089]"	303	101	17	15719	0.1683168316831683	0.0561056105610561	query_1	['GO:0009314']	['HUS1', 'XPA', 'MSH2', 'USP1', 'POLD3', 'FEN1', 'OGG1', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'ERCC4', 'POLD1', 'WRN', 'TP53', 'MSH6']
128	GO:BP	GO:1902750	negative regulation of cell cycle G2/M phase transition	1.5146867407881934e-10	True	"""Any signalling pathway that decreases or inhibits the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	64	101	10	15719	0.099009900990099	0.15625	query_1	['GO:0044839', 'GO:1901988', 'GO:1902749']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'BARD1']
129	GO:BP	GO:0051103	DNA ligation involved in DNA repair	1.7229441829452134e-10	True	"""The re-formation of a broken phosphodiester bond in the DNA backbone, carried out by DNA ligase, that contributes to DNA repair."" [GOC:ai]"	5	101	5	15719	0.0495049504950495	1.0	query_1	['GO:0006266', 'GO:0006281']	['LIG3', 'LIG4', 'XRCC4', 'NHEJ1', 'PNKP']
130	GO:BP	GO:0033151	V(D)J recombination	1.897040531123408e-10	True	"""The process in which immune receptor V, D, and J, or V and J gene segments, depending on the specific receptor, are recombined within a single locus utilizing the conserved heptamer and nonomer recombination signal sequences (RSS)."" [GOC:add, ISBN:0781700221, ISBN:0781735149]"	18	101	7	15719	0.0693069306930693	0.3888888888888889	query_1	['GO:0002562']	['DCLRE1C', 'LIG4', 'XRCC4', 'NHEJ1', 'ATM', 'PRKDC', 'POLB']
81	REAC	REAC:R-HSA-73857	RNA Polymerase II Transcription	2.5459378543716346e-10	True	RNA Polymerase II Transcription	1274	94	37	10022	0.3936170212765957	0.0290423861852433	query_1	['REAC:R-HSA-74160']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53']
40	GO:CC	GO:0031261	DNA replication preinitiation complex	2.5551611823325083e-10	True	"""A protein-DNA complex assembled at eukaryotic DNA replication origins immediately prior to the initiation of DNA replication. The preinitiation complex is formed by the assembly of additional proteins onto an existing prereplicative complex. In budding yeast, the additional proteins might include Cdc45p, Sld2p, Sld3p, Dpb11p, DNA polymerases, and others; in fission yeast the GINS complex is present."" [GOC:bf, GOC:hjd, GOC:jl, GOC:pr, GOC:rb, GOC:vw, PMID:12694535, PMID:15194812, PMID:17230184]"	12	102	6	16420	0.0588235294117647	0.5	query_1	['GO:0005654', 'GO:0032993', 'GO:0140513']	['MCM6', 'MCM5', 'MCM7', 'MCM4', 'MCM2', 'MCM3']
82	REAC	REAC:R-HSA-5423599	Diseases of Mismatch Repair (MMR)	2.8207221015706145e-10	True	Diseases of Mismatch Repair (MMR)	5	94	5	10022	0.0531914893617021	1.0	query_1	['REAC:R-HSA-9675135']	['MSH2', 'MLH1', 'MSH3', 'PMS2', 'MSH6']
131	GO:BP	GO:0000729	DNA double-strand break processing	2.965292784696055e-10	True	"""The 5' to 3' exonucleolytic resection of the DNA at the site of the break to form a 3' single-strand DNA overhang."" [PMID:10357855]"	19	101	7	15719	0.0693069306930693	0.3684210526315789	query_1	['GO:0006259', 'GO:0006302']	['RBBP8', 'BRIP1', 'NBN', 'RAD50', 'RAD52', 'BLM', 'MRE11']
132	GO:BP	GO:0044839	cell cycle G2/M phase transition	3.5757963833373887e-10	True	"""The cell cycle process by which a cell in G2 phase commits to M phase."" [GOC:jl, GOC:mtg_cell_cycle]"	156	101	13	15719	0.1287128712871287	0.0833333333333333	query_1	['GO:0044770']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'TP53']
133	GO:BP	GO:0000012	single strand break repair	4.5967942569184645e-10	True	"""The repair of single strand breaks in DNA. Repair of such breaks is mediated by the same enzyme systems as are used in base excision repair."" [PMID:18626472]"	11	101	6	15719	0.0594059405940594	0.5454545454545454	query_1	['GO:0006281']	['LIG4', 'APLF', 'TDP1', 'PARP1', 'APTX', 'XRCC1']
134	GO:BP	GO:0010389	regulation of G2/M transition of mitotic cell cycle	4.65414824800149e-10	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:mtg_cell_cycle, PMID:17329565]"	97	101	11	15719	0.1089108910891089	0.1134020618556701	query_1	['GO:0000086', 'GO:1901990', 'GO:1902749']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1']
135	GO:BP	GO:0042113	B cell activation	5.9732533759908e-10	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	285	101	16	15719	0.1584158415841584	0.0561403508771929	query_1	['GO:0046649']	['NBN', 'MSH2', 'TP53BP1', 'DCLRE1C', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'NHEJ1', 'ATM', 'EXO1', 'PRKDC', 'TP53', 'RNF8', 'MSH6']
136	GO:BP	GO:0006301	postreplication repair	7.374199989534268e-10	True	"""The conversion of DNA-damage induced single-stranded gaps into large molecular weight DNA after replication. Includes pathways that remove replication-blocking lesions in conjunction with DNA replication."" [GOC:elh]"	35	101	8	15719	0.0792079207920792	0.2285714285714285	query_1	['GO:0006281']	['MSH2', 'USP1', 'POLD3', 'PCNA', 'BRCA1', 'POLD1', 'POLE2', 'POLD2']
137	GO:BP	GO:0022414	reproductive process	7.429326369106786e-10	True	"""A biological process that directly contributes to the process of producing new individuals by one or two organisms. The new individuals inherit some proportion of their genetic material from the parent or parents."" [GOC:dph, GOC:isa_complete]"	1453	101	33	15719	0.3267326732673267	0.0227116311080523	query_1	['GO:0000003', 'GO:0008150']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'SPATA48', 'RAD1', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'HUS1B', 'CDK2', 'PRKDC', 'KAT5', 'RMI1', 'RNF8', 'MSH6']
83	REAC	REAC:R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	8.406527672132335e-10	True	TP53 Regulates Transcription of DNA Repair Genes	61	94	10	10022	0.1063829787234042	0.1639344262295081	query_1	['REAC:R-HSA-3700989']	['MSH2', 'FANCI', 'MLH1', 'MDC1', 'ATR', 'PMS2', 'FANCD2', 'ATM', 'BRCA1', 'TP53']
138	GO:BP	GO:0000727	double-strand break repair via break-induced replication	8.691903130695088e-10	True	"""The error-free repair of a double-strand break in DNA in which the centromere-proximal end of a broken chromosome searches for a homologous region in an intact chromosome. DNA synthesis initiates from the 3' end of the invading DNA strand, using the intact chromosome as the template, and progresses to the end of the chromosome."" [GOC:elh, PMID:10357855]"	12	101	6	15719	0.0594059405940594	0.5	query_1	['GO:0000724']	['MCM6', 'MCM5', 'MCM7', 'MCM4', 'MCM2', 'MCM3']
139	GO:BP	GO:0016446	somatic hypermutation of immunoglobulin genes	8.691903130695088e-10	True	"""Mutations occurring somatically that result in amino acid changes in the rearranged V regions of immunoglobulins."" [GOC:add, ISBN:0781735149, PMID:11205330, PMID:11205333, PMID:14975236, PMID:7813007]"	12	101	6	15719	0.0594059405940594	0.5	query_1	['GO:0002566', 'GO:0016445']	['MSH2', 'MLH1', 'PMS2', 'EXO1', 'POLB', 'MSH6']
140	GO:BP	GO:0000003	reproduction	8.691903130695088e-10	True	"""The production of new individuals that contain some portion of genetic material inherited from one or more parent organisms."" [GOC:go_curators, GOC:isa_complete, GOC:jl, ISBN:0198506732]"	1462	101	33	15719	0.3267326732673267	0.0225718194254445	query_1	['GO:0008150']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'SPATA48', 'RAD1', 'PCNA', 'AR', 'PARP1', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'HUS1B', 'CDK2', 'PRKDC', 'KAT5', 'RMI1', 'RNF8', 'MSH6']
41	GO:CC	GO:0032300	mismatch repair complex	9.78984819279163e-10	True	"""Any complex formed of proteins that act in mismatch repair."" [GOC:mah]"	7	102	5	16420	0.0490196078431372	0.7142857142857143	query_1	['GO:0005622', 'GO:0032991']	['MSH2', 'MLH1', 'MSH3', 'PMS2', 'MSH6']
141	GO:BP	GO:0002566	somatic diversification of immune receptors via somatic mutation	1.5945392331081235e-09	True	"""The process in which immune receptor genes are diversified through somatic mutation."" [ISBN:0781735149, PMID:16102575]"	13	101	6	15719	0.0594059405940594	0.4615384615384615	query_1	['GO:0002200']	['MSH2', 'MLH1', 'PMS2', 'EXO1', 'POLB', 'MSH6']
84	REAC	REAC:R-HSA-5693548	Sensing of DNA Double Strand Breaks	1.6403752360178406e-09	True	Sensing of DNA Double Strand Breaks	6	94	5	10022	0.0531914893617021	0.8333333333333334	query_1	['REAC:R-HSA-5693606']	['NBN', 'RAD50', 'ATM', 'MRE11', 'KAT5']
142	GO:BP	GO:0010833	telomere maintenance via telomere lengthening	1.7546816596468075e-09	True	"""Any process that contributes to the maintenance of proper telomeric length and structure by affecting and monitoring the activity of telomeric proteins and lengthening the telomeric DNA."" [GOC:dph, GOC:tb]"	82	101	10	15719	0.099009900990099	0.1219512195121951	query_1	['GO:0000723']	['RAD50', 'ATR', 'PARP1', 'XRCC5', 'RPA1', 'ERCC4', 'ATM', 'MRE11', 'RAD51', 'PNKP']
85	REAC	REAC:R-HSA-176974	Unwinding of DNA	2.1358461817814862e-09	True	Unwinding of DNA	12	94	6	10022	0.0638297872340425	0.5	query_1	['REAC:R-HSA-69190']	['MCM6', 'MCM5', 'MCM7', 'MCM4', 'MCM2', 'MCM3']
143	GO:BP	GO:0000722	telomere maintenance via recombination	2.7374329030705993e-09	True	"""Any recombinational process that contributes to the maintenance of proper telomeric length."" [GOC:elh, PMID:11850777]"	14	101	6	15719	0.0594059405940594	0.4285714285714285	query_1	['GO:0000723', 'GO:0006312']	['RAD50', 'BRCA2', 'ERCC1', 'ERCC4', 'RAD51', 'XRCC1']
144	GO:BP	GO:1904353	regulation of telomere capping	3.3969630747675304e-09	True	"""Any process that modulates the frequency, rate or extent of telomere capping."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	26	101	7	15719	0.0693069306930693	0.2692307692307692	query_1	['GO:0016233', 'GO:0032204']	['NBN', 'RAD50', 'ERCC1', 'ERCC4', 'ATM', 'XRCC1', 'PNKP']
146	GO:BP	GO:0090737	telomere maintenance via telomere trimming	4.416085810634693e-09	True	"""A process that contributes to the maintenance of proper telomeric length and structure via the activation of telomere shortening pathways that compensate telomerase-dependent excessive telomere elongation. Telomere attrition is mediated by a mechanism which involves the generation of single-stranded C-rich telomeric DNA, and the formation and removal of double-stranded telomeric circular DNA (T-circles). Telomere trimming is an independent pathway to recombination-mediated telomere elongation and the well-documented gradual telomere attrition that accompanies cellular replication."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:27918544]"	15	101	6	15719	0.0594059405940594	0.4	query_1	['GO:0000723']	['NBN', 'XRCC5', 'ERCC1', 'BLM', 'EXO1', 'WRN']
147	GO:BP	GO:0090656	t-circle formation	4.416085810634693e-09	True	"""A telomere maintenance process that results in the formation of a telomeric circle, or t-circle. A t-circle is an extrachromosomal duplex or single-stranded circular DNA molecule composed of t-arrays. T-circles are involved in the control of telomere length via alternative-lengthening of telomeres (ALT) pathway and telomere rapid deletion (TRD)."" [GOC:BHF, GOC:BHF_telomere, GOC:nc, PMID:19214183, PMID:19581589, PMID:19809492, PMID:19858100]"	15	101	6	15719	0.0594059405940594	0.4	query_1	['GO:0001325', 'GO:0090737']	['NBN', 'XRCC5', 'ERCC1', 'BLM', 'EXO1', 'WRN']
145	GO:BP	GO:0001325	formation of extrachromosomal circular DNA	4.416085810634693e-09	True	"""Excision from the chromosome and circularization of a region of chromosomal DNA, generally, but not always, via homologous recombination between direct tandem repeats."" [GOC:jh, PMID:12044938]"	15	101	6	15719	0.0594059405940594	0.4	query_1	['GO:0006259', 'GO:0022607']	['NBN', 'XRCC5', 'ERCC1', 'BLM', 'EXO1', 'WRN']
86	REAC	REAC:R-HSA-74160	Gene expression (Transcription)	4.458782625866061e-09	True	Gene expression (Transcription)	1409	94	37	10022	0.3936170212765957	0.0262597586941093	query_1	['REAC:0000000']	['RBBP8', 'HUS1', 'BRIP1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'FANCI', 'MLH1', 'H2AX', 'RPA2', 'MDC1', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'RPA1', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'BRCA1', 'CDK2', 'KAT5', 'BARD1', 'WRN', 'RMI2', 'RMI1', 'TP53']
42	GO:CC	GO:0043226	organelle	5.058807253801193e-09	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12969	102	101	16420	0.9901960784313726	0.0077878016809314	query_1	['GO:0110165']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'ZMPSTE24', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'XRCC5', 'ERCC1', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'RNF8', 'MSH6', 'CDX1']
87	REAC	REAC:R-HSA-164843	2-LTR circle formation	5.504532011322905e-09	True	2-LTR circle formation	7	94	5	10022	0.0531914893617021	0.7142857142857143	query_1	['REAC:R-HSA-162592']	['XRCC6', 'LIG4', 'XRCC4', 'XRCC5', 'BANF1']
148	GO:BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	6.596262736823103e-09	True	"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	1963	101	37	15719	0.3663366336633663	0.0188487009679062	query_1	['GO:0006139', 'GO:0019219', 'GO:0031325', 'GO:0051173']	['RBBP8', 'NBN', 'MSH2', 'USP1', 'TP53BP1', 'RAD50', 'RAD51AP1', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'APLF', 'MLH1', 'H2AX', 'BRCA2', 'PCNA', 'ATR', 'AR', 'PARP1', 'XRCC5', 'ERCC1', 'BLM', 'ATM', 'MRE11', 'RAD51', 'APEX1', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'XRCC1', 'KAT5', 'WRN', 'TP53', 'PNKP', 'RNF8', 'CDX1']
149	GO:BP	GO:0007127	meiosis I	7.341616000973506e-09	True	"""The first meiotic nuclear division in which homologous chromosomes are paired and segregated from each other, producing two haploid daughter nuclei."" [GOC:dph, GOC:jl, GOC:mtg_cell_cycle, PMID:9334324]"	126	101	11	15719	0.1089108910891089	0.0873015873015873	query_1	['GO:0061982', 'GO:0140013']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1']
44	GO:CC	GO:0031422	RecQ family helicase-topoisomerase III complex	7.360754348038348e-09	True	"""A complex containing a RecQ family helicase and a topoisomerase III homologue (a member of the topoisomerase type IA subfamily); may also include one or more additional proteins; conserved from E. coli to human."" [GOC:bhm, GOC:krc, PMID:15889139]"	4	102	4	16420	0.0392156862745098	1.0	query_1	['GO:0005694', 'GO:1902494']	['BLM', 'TOP3A', 'RMI2', 'RMI1']
43	GO:CC	GO:0043625	delta DNA polymerase complex	7.360754348038348e-09	True	"""A multimeric DNA polymerase enzyme complex which differs in composition amongst species; in humans it is a heterotetramer of four subunits of approximately 125, 50, 68 and 12kDa, while in S. cerevisiae, it has three different subunits which form a heterotrimer, and the active enzyme is a dimer of this heterotrimer. Functions in DNA replication, mismatch repair and excision repair."" [GOC:jl, ISBN:0198547684, PMID:11205330, PMID:12403614]"	4	102	4	16420	0.0392156862745098	1.0	query_1	['GO:0042575', 'GO:0043601', 'GO:0140513']	['POLD3', 'POLD4', 'POLD1', 'POLD2']
150	GO:BP	GO:0010569	regulation of double-strand break repair via homologous recombination	8.007868694853652e-09	True	"""Any process that modulates the frequency, rate or extent of the error-free repair of a double-strand break in DNA in which the broken DNA molecule is repaired using homologous sequences."" [GOC:dph, GOC:jp, GOC:tb]"	69	101	9	15719	0.0891089108910891	0.1304347826086956	query_1	['GO:0000018', 'GO:0000724', 'GO:2000779']	['RBBP8', 'TP53BP1', 'RAD51AP1', 'WDR48', 'RPA2', 'PARP1', 'RAD51', 'KAT5', 'RMI2']
