Acquired partial lipodystrophy	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
376	GO:BP	GO:0038096	Fc-gamma receptor signaling pathway involved in phagocytosis	1.465115147253661e-09	True	"""An Fc-gamma receptor signaling pathway that contributes to the endocytic engulfment of external particulate material by phagocytes."" [GOC:phg, PMID:12488490, PMID:15466916]"	26	101	7	17376	0.0693069306930693	0.2692307692307692	query_1	['GO:0002431', 'GO:0002433', 'GO:0038094']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
377	GO:BP	GO:0042981	regulation of apoptotic process	1.5019578436923491e-09	True	"""Any process that modulates the occurrence or rate of cell death by apoptotic process."" [GOC:jl, GOC:mtg_apoptosis]"	1376	101	30	17376	0.297029702970297	0.0218023255813953	query_1	['GO:0006915', 'GO:0043067']	['ITGB1', 'VEGFB', 'ITGAV', 'BCAR1', 'SRC', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'FLT4', 'CTNNB1', 'LOX', 'ITGA5', 'ITGA4', 'LYN', 'TGFB1', 'EGFR', 'KDR', 'PLCG1', 'ERBB2', 'PTK2B', 'VEGFA', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'CBL', 'SEMA4D']
378	GO:BP	GO:0036293	response to decreased oxygen levels	1.578917695603863e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting a decline in the level of oxygen."" [GOC:al]"	289	101	15	17376	0.1485148514851485	0.0519031141868512	query_1	['GO:0070482']	['VEGFB', 'SRC', 'TGFB3', 'VEGFC', 'TGFBR2', 'TGFB1', 'PTK2B', 'VEGFA', 'VEGFD', 'VCAM1', 'THBS1', 'ADAM15', 'CBL', 'ITGA2', 'PGF']
379	GO:BP	GO:0080134	regulation of response to stress	1.6011583126972755e-09	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1380	101	30	17376	0.297029702970297	0.0217391304347826	query_1	['GO:0006950', 'GO:0048583']	['MET', 'RAPGEF1', 'ITGB1', 'VEGFB', 'SRC', 'SPP1', 'PIK3R1', 'CRK', 'HGF', 'PLCG2', 'FLT4', 'CTNNB1', 'FYN', 'LYN', 'FBLN5', 'TNC', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'PTK2B', 'VEGFA', 'VTN', 'PTK2', 'EMILIN1', 'THBS1', 'PTPN11', 'PDGFRA', 'ITGA2']
380	GO:BP	GO:0002253	activation of immune response	1.7230909219668842e-09	True	"""Any process that initiates an immune response."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	457	101	18	17376	0.1782178217821782	0.0393873085339168	query_1	['GO:0002376', 'GO:0050778']	['RAPGEF1', 'BCAR1', 'SRC', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'CRKL', 'PTK2', 'LCK', 'MFAP4']
381	GO:BP	GO:0051173	positive regulation of nitrogen compound metabolic process	1.813310361569955e-09	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nitrogen or nitrogenous compounds."" [GOC:ai, GOC:tb]"	2994	101	45	17376	0.4455445544554455	0.0150300601202404	query_1	['GO:0006807', 'GO:0009893', 'GO:0051171']	['MET', 'VEGFB', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'TGFBR2', 'ITGA5', 'FYN', 'LAT', 'LYN', 'TGFB1', 'LCP2', 'EGFR', 'KDR', 'SYK', 'FCGR1A', 'ERBB2', 'MUSK', 'CDH1', 'PTK2B', 'VEGFA', 'AGRN', 'CRKL', 'VTN', 'VEGFD', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'THBS1', 'PTPN11', 'SEMA4D', 'FLT1', 'ITGA2', 'PGF']
382	GO:BP	GO:0050926	regulation of positive chemotaxis	1.9276742246042366e-09	True	"""Any process that modulates the frequency, rate or extent of the directed movement of a motile cell or organism towards a higher concentration in a concentration gradient of a specific chemical."" [GOC:ai]"	27	101	7	17376	0.0693069306930693	0.2592592592592592	query_1	['GO:0050918', 'GO:0050920']	['VEGFB', 'VEGFC', 'KDR', 'VEGFA', 'VEGFD', 'ITGA2', 'PGF']
383	GO:BP	GO:0045859	regulation of protein kinase activity	2.089683609839579e-09	True	"""Any process that modulates the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	591	101	20	17376	0.198019801980198	0.0338409475465313	query_1	['GO:0001932', 'GO:0043549']	['SRC', 'ITGB3', 'VEGFC', 'HGF', 'SHC1', 'SOS1', 'TGFBR2', 'LAT', 'LYN', 'LCP2', 'EGFR', 'SYK', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'PTK2', 'THBS1', 'CBL', 'FLT1']
384	GO:BP	GO:0150116	regulation of cell-substrate junction organization	2.2260758677856803e-09	True	"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	67	101	9	17376	0.0891089108910891	0.1343283582089552	query_1	['GO:0051128', 'GO:0150115']	['SRC', 'PIK3R1', 'KDR', 'VCL', 'VEGFA', 'TLN1', 'PTK2', 'NRP1', 'THBS1']
385	GO:BP	GO:0050776	regulation of immune response	2.490428137633893e-09	True	"""Any process that modulates the frequency, rate or extent of the immune response, the immunological reaction of an organism to an immunogenic stimulus."" [GOC:ai]"	813	101	23	17376	0.2277227722772277	0.028290282902829	query_1	['GO:0002682', 'GO:0006955', 'GO:0048583']	['RAPGEF1', 'BCAR1', 'SRC', 'SMAD7', 'CRK', 'ITK', 'PLCG2', 'SOS1', 'FYN', 'ZAP70', 'LYN', 'GRB2', 'TGFB1', 'LCP2', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CRKL', 'PTK2', 'LCK', 'PTPN11', 'MFAP4']
386	GO:BP	GO:0051241	negative regulation of multicellular organismal process	2.6448940493431504e-09	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of an organismal process, the processes pertinent to the function of an organism above the cellular level; includes the integrated processes of tissues and organs."" [GOC:ai]"	1056	101	26	17376	0.2574257425742574	0.0246212121212121	query_1	['GO:0032501', 'GO:0048519', 'GO:0051239']	['FN1', 'SPP1', 'SMAD7', 'TGFB3', 'PIK3R1', 'HGF', 'SHC1', 'CTNNB1', 'LRP4', 'TGFBR2', 'LYN', 'TGFB1', 'EGFR', 'FBN1', 'ERBB2', 'CDH1', 'PTK2B', 'VTN', 'TGFBR1', 'NRP1', 'EMILIN1', 'THBS1', 'PTPN11', 'JAM2', 'PDGFRA', 'SEMA4D']
387	GO:CC	GO:0031982	vesicle	2.704377897125241e-09	True	"""Any small, fluid-filled, spherical organelle enclosed by membrane."" [GOC:mah, GOC:pz, GOC:vesicles]"	3792	101	51	17376	0.504950495049505	0.0134493670886075	query_1	['GO:0043227']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'FN1', 'ITGAV', 'SRC', 'PSAT1', 'SPP1', 'ITGB3', 'TGFB3', 'VEGFC', 'CRK', 'HGF', 'PLCG2', 'CTNNB1', 'ITGA2B', 'ITGA5', 'FYN', 'ITGA4', 'LYN', 'FBLN5', 'GRB2', 'TGFB1', 'FBLN2', 'LOXL1', 'EGFR', 'KDR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'CDH1', 'VEGFA', 'SH3KBP1', 'AGRN', 'SH3GL2', 'VTN', 'TLN1', 'VEGFD', 'VCAM1', 'TGFBR1', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ITGB7', 'ADAM15', 'ITGA3', 'FLT1', 'PLXNA1']
388	GO:BP	GO:0050878	regulation of body fluid levels	2.9343598717007564e-09	True	"""Any process that modulates the levels of body fluids."" [GOC:ai, GOC:dph, GOC:tb]"	356	101	16	17376	0.1584158415841584	0.0449438202247191	query_1	['GO:0065008']	['FN1', 'SRC', 'ITGB3', 'PLCG2', 'LYN', 'VCL', 'VAV1', 'SYK', 'VEGFA', 'VTN', 'TLN1', 'LCK', 'EMILIN1', 'THBS1', 'PDGFRA', 'ITGA2']
389	GO:BP	GO:0009410	response to xenobiotic stimulus	2.9473782507387646e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a xenobiotic, a compound foreign to the organim exposed to it. It may be synthesized by another organism (like ampicilin) or it can be a synthetic chemical."" [GOC:jl, GOC:krc]"	413	101	17	17376	0.1683168316831683	0.0411622276029055	query_1	['GO:0042221']	['SRC', 'ITGB3', 'VEGFC', 'CTNNB1', 'TGFBR2', 'LOX', 'LYN', 'TGFB1', 'VAV1', 'CDH1', 'PTK2B', 'CRKL', 'LCK', 'THBS1', 'ITGA3', 'ITGA2', 'PGF']
390	REAC	REAC:R-HSA-5637815	Signaling by Ligand-Responsive EGFR Variants in Cancer	3.080822718179092e-09	True	Signaling by Ligand-Responsive EGFR Variants in Cancer	17	101	6	17376	0.0594059405940594	0.3529411764705882	query_1	['REAC:R-HSA-1643713']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
391	REAC	REAC:R-HSA-1236382	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	3.080822718179092e-09	True	Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants	17	101	6	17376	0.0594059405940594	0.3529411764705882	query_1	['REAC:R-HSA-5637815']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'CBL']
392	GO:CC	GO:0032587	ruffle membrane	3.2582047574080733e-09	True	"""The portion of the plasma membrane surrounding a ruffle."" [GOC:mah]"	98	101	10	17376	0.099009900990099	0.1020408163265306	query_1	['GO:0001726', 'GO:0031253', 'GO:0031256']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
393	GO:BP	GO:0030947	regulation of vascular endothelial growth factor receptor signaling pathway	3.2766724347631263e-09	True	"""Any process that modulates the frequency, rate or extent of vascular endothelial growth factor receptor signaling pathway activity."" [GOC:dgh]"	29	101	7	17376	0.0693069306930693	0.2413793103448276	query_1	['GO:0009966', 'GO:0048010', 'GO:0090287']	['VEGFB', 'ITGB3', 'VEGFC', 'ITGA5', 'VTN', 'NRP1', 'EMILIN1']
394	GO:BP	GO:0035987	endodermal cell differentiation	3.2815973330723604e-09	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]"	47	101	8	17376	0.0792079207920792	0.1702127659574468	query_1	['GO:0001706', 'GO:0030154']	['ITGB5', 'FN1', 'ITGAV', 'CTNNB1', 'ITGA5', 'ITGA4', 'GRB2', 'VTN']
395	GO:BP	GO:0030098	lymphocyte differentiation	3.5119034923984597e-09	True	"""The process in which a relatively unspecialized precursor cell acquires specialized features of a lymphocyte. A lymphocyte is a leukocyte commonly found in the blood and lymph that has the characteristics of a large nucleus, a neutral staining cytoplasm, and prominent heterochromatin."" [CL:0000542, GOC:go_curators]"	418	101	17	17376	0.1683168316831683	0.0406698564593301	query_1	['GO:0046649', 'GO:1903131']	['ITGB1', 'SMAD7', 'PIK3R1', 'ITK', 'PLCG2', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA4', 'ZAP70', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'PTK2B', 'VCAM1', 'LCK']
396	GO:BP	GO:0050863	regulation of T cell activation	3.8386787692543996e-09	True	"""Any process that modulates the frequency, rate or extent of T cell activation."" [GOC:ai]"	363	101	16	17376	0.1584158415841584	0.0440771349862259	query_1	['GO:0042110', 'GO:0051249']	['SRC', 'SMAD7', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'LAT', 'ZAP70', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'ERBB2', 'VCAM1', 'LCK', 'PTPN11']
397	GO:BP	GO:0033628	regulation of cell adhesion mediated by integrin	3.879988294553086e-09	True	"""Any process that modulates the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	48	101	8	17376	0.0792079207920792	0.1666666666666666	query_1	['GO:0030155', 'GO:0033627']	['ITGB3', 'CRK', 'LYN', 'JAM3', 'SYK', 'CRKL', 'PTK2', 'PTPN11']
398	GO:BP	GO:0060753	regulation of mast cell chemotaxis	4.187560283713873e-09	True	"""Any process that modulates the rate, frequency or extent of mast cell chemotaxis. Mast cell chemotaxis is the movement of a mast cell in response to an external stimulus."" [GOC:dph, GOC:tb]"	8	101	5	17376	0.0495049504950495	0.625	query_1	['GO:0002551', 'GO:0002688']	['VEGFB', 'VEGFC', 'VEGFA', 'VEGFD', 'PGF']
399	GO:BP	GO:0022409	positive regulation of cell-cell adhesion	4.336254238611155e-09	True	"""Any process that activates or increases the rate or extent of cell adhesion to another cell."" [GOC:isa_complete]"	312	101	15	17376	0.1485148514851485	0.048076923076923	query_1	['GO:0022407', 'GO:0045785', 'GO:0098609']	['SRC', 'SMAD7', 'TGFBR2', 'FYN', 'ITGA4', 'ZAP70', 'ADAM19', 'LYN', 'TGFB1', 'VAV1', 'SYK', 'VCAM1', 'LCK', 'EMILIN1', 'PTPN11']
400	GO:BP	GO:0009628	response to abiotic stimulus	4.6843729134515e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an abiotic (not derived from living organisms) stimulus."" [GOC:hb]"	1086	101	26	17376	0.2574257425742574	0.0239410681399631	query_1	['GO:0050896']	['ITGB1', 'VEGFB', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CTNNB1', 'TGFBR2', 'FYN', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PTK2B', 'VEGFA', 'VEGFD', 'VCAM1', 'ITGB6', 'PTK2', 'THBS1', 'ADAM15', 'CBL', 'ITGA2', 'PGF', 'MFAP4']
401	GO:BP	GO:0045123	cellular extravasation	4.7014161243309905e-09	True	"""The migration of a leukocyte from the blood vessels into the surrounding tissue."" [GOC:jl]"	73	101	9	17376	0.0891089108910891	0.1232876712328767	query_1	['GO:0050900']	['ITGB1', 'CRK', 'ITGA4', 'MADCAM1', 'JAM3', 'CRKL', 'VCAM1', 'ITGB7', 'JAM2']
402	GO:BP	GO:0009725	response to hormone	5.0800936054332654e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	845	101	23	17376	0.2277227722772277	0.0272189349112426	query_1	['GO:0009719', 'GO:0010033']	['BCAR1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'SOS1', 'TGFBR2', 'LOX', 'PXN', 'LYN', 'GRB2', 'TGFB1', 'FBN1', 'PTK2B', 'PTK2', 'THBS1', 'ITGA3', 'PTPN11', 'ITGA2', 'PGF']
403	GO:BP	GO:0070482	response to oxygen levels	5.1065436713290464e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:BHF, GOC:mah]"	316	101	15	17376	0.1485148514851485	0.0474683544303797	query_1	['GO:0009628']	['VEGFB', 'SRC', 'TGFB3', 'VEGFC', 'TGFBR2', 'TGFB1', 'PTK2B', 'VEGFA', 'VEGFD', 'VCAM1', 'THBS1', 'ADAM15', 'CBL', 'ITGA2', 'PGF']
404	GO:BP	GO:0030036	actin cytoskeleton organization	5.113413597966834e-09	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures comprising actin filaments and their associated proteins."" [GOC:dph, GOC:jl, GOC:mah]"	695	101	21	17376	0.2079207920792079	0.0302158273381294	query_1	['GO:0007010', 'GO:0030029']	['MET', 'ITGB1', 'ITGB5', 'BCAR1', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'SHC1', 'PXN', 'GRB2', 'TGFB1', 'JAM3', 'PTK2B', 'SH3KBP1', 'TLN1', 'TGFBR1', 'NRP1', 'ELN', 'PDGFRA']
405	REAC	REAC:R-HSA-2871796	FCERI mediated MAPK activation	5.337613638213262e-09	True	FCERI mediated MAPK activation	33	101	7	17376	0.0693069306930693	0.2121212121212121	query_1	['REAC:R-HSA-2454202']	['PLCG2', 'SOS1', 'LYN', 'LCP2', 'VAV1', 'SYK', 'PLCG1']
406	GO:BP	GO:0043149	stress fiber assembly	6.2793475366223614e-09	True	"""The aggregation, arrangement and bonding together of a set of components to form a stress fiber. A stress fiber is a contractile actin filament bundle that consists of short actin filaments with alternating polarity."" [GOC:go_curators, GOC:mah, PMID:16651381]"	105	101	10	17376	0.099009900990099	0.0952380952380952	query_1	['GO:0030038', 'GO:0031032']	['MET', 'ITGB5', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'PTK2B', 'TGFBR1', 'NRP1', 'ELN']
407	GO:BP	GO:0030038	contractile actin filament bundle assembly	6.2793475366223614e-09	True	"""Assembly of actin filament bundles in which the filaments are loosely packed (approximately 30-60 nm apart) and arranged with opposing polarities; the loose packing allows myosin (usually myosin-II) to enter the bundle."" [GOC:mah, ISBN:0815316194]"	105	101	10	17376	0.099009900990099	0.0952380952380952	query_1	['GO:0051017']	['MET', 'ITGB5', 'SRC', 'TGFB3', 'PIK3R1', 'PXN', 'PTK2B', 'TGFBR1', 'NRP1', 'ELN']
408	GO:BP	GO:0002009	morphogenesis of an epithelium	6.581238947558273e-09	True	"""The process in which the anatomical structures of epithelia are generated and organized. An epithelium consists of closely packed cells arranged in one or more layers, that covers the outer surfaces of the body or lines any internal cavity or tube."" [GOC:dph, GOC:jl, GOC:tb, ISBN:0198506732]"	499	101	18	17376	0.1782178217821782	0.0360721442885771	query_1	['GO:0048729', 'GO:0060429']	['MET', 'ITGB1', 'SRC', 'VEGFC', 'HGF', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA5', 'GRB2', 'TNC', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'VEGFA', 'NRP1', 'PLXNA1']
409	GO:BP	GO:0044000	movement in host	6.910241391809462e-09	True	"""The process in which an organism or its progeny spreads from one location to another within its host organism. The host is defined as the larger of the organisms involved in a symbiotic interaction."" [GOC:cc]"	180	101	12	17376	0.1188118811881188	0.0666666666666666	query_1	['GO:0051701']	['ITGB1', 'ITGB5', 'ITGAV', 'SRC', 'ITGB3', 'ITGA5', 'EGFR', 'ITGB6', 'NRP1', 'ITGB7', 'CBL', 'ITGA2']
410	REAC	REAC:R-HSA-194306	Neurophilin interactions with VEGF and VEGFR	8.145835907392418e-09	True	Neurophilin interactions with VEGF and VEGFR	4	101	4	17376	0.0396039603960396	1.0	query_1	['REAC:R-HSA-194138']	['NRP2', 'KDR', 'NRP1', 'FLT1']
411	REAC	REAC:R-HSA-8941237	Invadopodia formation	8.145835907392418e-09	True	Invadopodia formation	4	101	4	17376	0.0396039603960396	1.0	query_1	['REAC:R-HSA-1474244']	['SH3PXD2A', 'ADAM19', 'ADAM12', 'ADAM15']
412	GO:BP	GO:0002431	Fc receptor mediated stimulatory signaling pathway	8.348791731338684e-09	True	"""The series of molecular signals generated as a consequence of a the binding of the Fc portion of an immunoglobulin by an Fc receptor capable of activating or perpetuating an immune response. The Fc portion of an immunoglobulin is its C-terminal constant region."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	33	101	7	17376	0.0693069306930693	0.2121212121212121	query_1	['GO:0002429']	['RAPGEF1', 'SRC', 'FYN', 'LYN', 'VAV1', 'SYK', 'PTK2']
413	GO:BP	GO:0001666	response to hypoxia	8.900303184177912e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus indicating lowered oxygen tension. Hypoxia, defined as a decline in O2 levels below normoxic levels of 20.8 - 20.95%, results in metabolic adaptation at both the cellular and organismal level."" [GOC:hjd]"	277	101	14	17376	0.1386138613861386	0.0505415162454873	query_1	['GO:0006950', 'GO:0036293']	['VEGFB', 'SRC', 'TGFB3', 'VEGFC', 'TGFBR2', 'TGFB1', 'PTK2B', 'VEGFA', 'VEGFD', 'VCAM1', 'THBS1', 'ADAM15', 'ITGA2', 'PGF']
414	REAC	REAC:R-HSA-9664565	Signaling by ERBB2 KD Mutants	8.999490629179889e-09	True	Signaling by ERBB2 KD Mutants	20	101	6	17376	0.0594059405940594	0.3	query_1	['REAC:R-HSA-1227990']	['PIK3R1', 'SHC1', 'SOS1', 'EGFR', 'PLCG1', 'ERBB2']
415	REAC	REAC:R-HSA-9607240	FLT3 Signaling	9.734053903748889e-09	True	FLT3 Signaling	36	101	7	17376	0.0693069306930693	0.1944444444444444	query_1	['REAC:R-HSA-1280215']	['PIK3R1', 'SOS1', 'FYN', 'SYK', 'LCK', 'PTPN11', 'CBL']
416	REAC	REAC:R-HSA-5663205	Infectious disease	1.0611952272795767e-08	True	Infectious disease	985	101	24	17376	0.2376237623762376	0.0243654822335025	query_1	['REAC:R-HSA-1643685']	['MET', 'ITGB1', 'SRC', 'CRK', 'PLCG2', 'CTNNB1', 'SOS1', 'FYN', 'ITGA4', 'LYN', 'EGFR', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'CDH1', 'SH3KBP1', 'AGRN', 'SH3GL2', 'PTK2', 'NRP1', 'LCK', 'PTPN11', 'CBL']
417	REAC	REAC:R-HSA-8875555	MET activates RAP1 and RAC1	1.0618627050443031e-08	True	MET activates RAP1 and RAC1	10	101	5	17376	0.0495049504950495	0.5	query_1	['REAC:R-HSA-8875878']	['MET', 'RAPGEF1', 'CRK', 'HGF', 'CRKL']
418	GO:BP	GO:0048523	negative regulation of cellular process	1.0711900945722e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	4496	101	55	17376	0.5445544554455446	0.0122330960854092	query_1	['GO:0009987', 'GO:0048519', 'GO:0050794']	['MET', 'RAPGEF1', 'ITGB1', 'VEGFB', 'PLXNB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'SMAD7', 'ITGB3', 'TGFB3', 'PIK3R1', 'VEGFC', 'CRK', 'HGF', 'SHC1', 'PLCG2', 'FLT4', 'CTNNB1', 'LRP4', 'LTBP1', 'TGFBR2', 'ITGA5', 'FYN', 'LYN', 'TGFB1', 'JAM3', 'EGFR', 'FBN1', 'KDR', 'VCL', 'FBN2', 'PLCG1', 'ERBB2', 'CDH1', 'PTK2B', 'VEGFA', 'SH3GL2', 'CRKL', 'TGFBR1', 'PTK2', 'NRP1', 'LCK', 'EMILIN1', 'THBS1', 'ADAM15', 'ITGA3', 'PTPN11', 'JAM2', 'CBL', 'PDGFRA', 'SEMA4D', 'FLT1', 'PLXNA1']
