Peripheral demyelinating neuropathy-central dysmyelinating leukodystrophy-Waardenburg syndrome-Hirschsprung disease	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
112	REAC	REAC:R-HSA-170145	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	4.351798100982301e-06	True	Phosphorylation of proteins involved in the G2/M transition by Cyclin A:Cdc2 complexes	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-69273']	['CCNA1', 'CCNA2', 'CDK1']
111	REAC	REAC:R-HSA-9675132	Diseases of cellular response to stress	4.351798100982301e-06	True	Diseases of cellular response to stress	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-1643685']	['CDKN2A', 'CDK4', 'CDK6']
110	REAC	REAC:R-HSA-9630747	Diseases of Cellular Senescence	4.351798100982301e-06	True	Diseases of Cellular Senescence	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-9675132']	['CDKN2A', 'CDK4', 'CDK6']
117	REAC	REAC:R-HSA-3304347	Loss of Function of SMAD4 in Cancer	4.351798100982301e-06	True	Loss of Function of SMAD4 in Cancer	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-3304351']	['SMAD2', 'SMAD4', 'SMAD3']
118	REAC	REAC:R-HSA-3315487	SMAD2/3 MH2 Domain Mutants in Cancer	4.351798100982301e-06	True	SMAD2/3 MH2 Domain Mutants in Cancer	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-3304349']	['SMAD2', 'SMAD4', 'SMAD3']
119	REAC	REAC:R-HSA-3311021	SMAD4 MH2 Domain Mutants in Cancer	4.351798100982301e-06	True	SMAD4 MH2 Domain Mutants in Cancer	3	96	3	10022	0.03125	1.0	query_1	['REAC:R-HSA-3304347']	['SMAD2', 'SMAD4', 'SMAD3']
347	GO:BP	GO:0071417	cellular response to organonitrogen compound	4.4256200594496776e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an organonitrogen stimulus. An organonitrogen compound is formally a compound containing at least one carbon-nitrogen bond."" [GOC:mah]"	629	100	17	15719	0.17	0.027027027027027	query_1	['GO:0010243', 'GO:0071310', 'GO:0071495', 'GO:1901699']	['AKT1', 'CDK5', 'CTNNB1', 'RB1', 'SIN3A', 'CCNA2', 'PRMT5', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'EGR1', 'TP53', 'HDAC2', 'KDM1A', 'SMARCC1']
348	GO:BP	GO:0051247	positive regulation of protein metabolic process	4.491633127499775e-06	True	"""Any process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving a protein."" [GOC:ai]"	1401	100	26	15719	0.26	0.0185581727337615	query_1	['GO:0010604', 'GO:0019538', 'GO:0051173', 'GO:0051246']	['REST', 'AKT1', 'CDK5', 'CTNNB1', 'RBX1', 'CDKN1A', 'SMARCB1', 'SKP1', 'SMAD4', 'VGLL4', 'NAB2', 'CCND2', 'MNAT1', 'CDKN2A', 'SNW1', 'SP1', 'FOXO1', 'CCND3', 'SKP2', 'CDKN1B', 'EGR1', 'TP53', 'SMAD3', 'HDAC2', 'KDM1A', 'CCND1']
349	GO:BP	GO:0055017	cardiac muscle tissue growth	4.552411249172869e-06	True	"""The increase in size or mass of a cardiac muscle, where the increase in size or mass has the specific outcome of the progression of the organism over time from one condition to another."" [GOC:devbiol]"	74	100	7	15719	0.07	0.0945945945945946	query_1	['GO:0048589', 'GO:0048738', 'GO:0060419']	['TBX5', 'NOTCH1', 'VGLL4', 'RUNX1', 'RBPJ', 'CDK1', 'YAP1']
350	GO:BP	GO:0001944	vasculature development	4.795970557883664e-06	True	"""The process whose specific outcome is the progression of the vasculature over time, from its formation to the mature structure. The vasculature is an interconnected tubular multi-tissue structure that contains fluid that is actively transported around the organism."" [GOC:dph, UBERON:0002409]"	709	100	18	15719	0.18	0.0253878702397743	query_1	['GO:0048731', 'GO:0072359']	['AKT1', 'AMOT', 'CTNNB1', 'TBX5', 'EGR2', 'TEAD2', 'E2F2', 'AMOTL2', 'NOTCH1', 'RUNX1', 'RBPJ', 'NOTCH2', 'SP1', 'AMOTL1', 'FOXO1', 'FOXH1', 'EGR1', 'YAP1']
120	REAC	REAC:R-HSA-139915	Activation of PUMA and translocation to mitochondria	4.865066505466055e-06	True	Activation of PUMA and translocation to mitochondria	9	96	4	10022	0.0416666666666666	0.4444444444444444	query_1	['REAC:R-HSA-114452']	['TFDP1', 'E2F1', 'TP53', 'TFDP2']
352	GO:BP	GO:1901652	response to peptide	4.8775709143478526e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a peptide stimulus."" [GOC:pr, GOC:TermGenie]"	491	100	15	15719	0.15	0.0305498981670061	query_1	['GO:0010243', 'GO:1901700']	['AKT1', 'CDK5', 'RB1', 'EGR2', 'CCNA2', 'NOTCH1', 'SP1', 'KAT2B', 'FOXO1', 'CCND3', 'CDK4', 'CDKN1B', 'EGR1', 'TP53', 'SMARCC1']
351	GO:BP	GO:0009411	response to UV	4.8775709143478526e-06	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of an ultraviolet radiation (UV light) stimulus. Ultraviolet radiation is electromagnetic radiation with a wavelength in the range of 10 to 380 nanometers."" [GOC:hb]"	150	100	9	15719	0.09	0.06	query_1	['GO:0009416']	['AKT1', 'CREBBP', 'RBX1', 'CDKN2D', 'CDKN1A', 'EP300', 'TP53', 'KDM1A', 'CCND1']
353	GO:BP	GO:0051098	regulation of binding	4.8775709143478526e-06	True	"""Any process that modulates the frequency, rate or extent of binding, the selective interaction of a molecule with one or more specific sites on another molecule."" [GOC:ai]"	361	100	13	15719	0.13	0.0360110803324099	query_1	['GO:0065009']	['AKT1', 'CDK5', 'CTNNB1', 'RB1', 'SIN3A', 'CDKN1A', 'SMAD2', 'SMAD4', 'EP300', 'E2F1', 'SMAD3', 'HDAC2', 'KDM1A']
354	GO:BP	GO:0060767	epithelial cell proliferation involved in prostate gland development	5.081668369556125e-06	True	"""The multiplication or reproduction of epithelial cells, resulting in the expansion of a cell population that contributes to the progression of the prostate gland over time."" [GOC:dph]"	11	100	4	15719	0.04	0.3636363636363636	query_1	['GO:0022414', 'GO:0030850', 'GO:0050673']	['WDR77', 'CTNNB1', 'NOTCH1', 'CDKN1B']
355	GO:BP	GO:0061314	Notch signaling involved in heart development	5.081668369556125e-06	True	"""The series of molecular signals initiated by binding of an extracellular ligand to a Notch receptor on the surface of the target cell and contributing to the progression of the heart over time."" [GOC:mtg_heart]"	11	100	4	15719	0.04	0.3636363636363636	query_1	['GO:0007219', 'GO:0061311']	['SNAI1', 'NOTCH1', 'RBPJ', 'NOTCH2']
356	GO:BP	GO:1905314	semi-lunar valve development	5.105280755328332e-06	True	"""The process whose specific outcome is the progression of a semi-lunar valve over time, from its formation to the mature structure."" [GO_REF:0000094, GOC:BHF, GOC:rl, GOC:TermGenie, PMID:19409885]"	47	100	6	15719	0.06	0.1276595744680851	query_1	['GO:0003170']	['RB1', 'SNAI1', 'SMAD2', 'NOTCH1', 'RBPJ', 'NOTCH2']
357	GO:BP	GO:0008544	epidermis development	5.113273147051537e-06	True	"""The process whose specific outcome is the progression of the epidermis over time, from its formation to the mature structure. The epidermis is the outer epithelial layer of an animal, it may be a single layer that produces an extracellular material (e.g. the cuticle of arthropods) or a complex stratified squamous epithelium, as in the case of many vertebrate species."" [GOC:go_curators, UBERON:0001003]"	363	100	13	15719	0.13	0.0358126721763085	query_1	['GO:0009888']	['TFDP1', 'CTNNB1', 'HDAC1', 'SNAI1', 'SMAD4', 'NOTCH1', 'POU3F1', 'NAB2', 'RBPJ', 'POU3F2', 'NAB1', 'HDAC2', 'YAP1']
358	GO:BP	GO:0006469	negative regulation of protein kinase activity	5.31398460669021e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of protein kinase activity."" [GOC:go_curators]"	198	100	10	15719	0.1	0.0505050505050505	query_1	['GO:0001933', 'GO:0033673', 'GO:0045859']	['CDKN2B', 'AKT1', 'RB1', 'CDKN2D', 'CDKN1A', 'WWTR1', 'CDKN2C', 'CDKN2A', 'KAT2B', 'CDKN1B']
359	GO:BP	GO:0090068	positive regulation of cell cycle process	5.496553530312646e-06	True	"""Any process that increases the rate, frequency or extent of a cellular process that is involved in the progression of biochemical and morphological phases and events that occur in a cell during successive cell replication or nuclear replication events."" [GOC:dph, GOC:tb]"	250	100	11	15719	0.11	0.044	query_1	['GO:0010564', 'GO:0022402', 'GO:0045787']	['AKT1', 'CCNB1', 'TFDP1', 'RB1', 'SIN3A', 'CCND2', 'CDK1', 'KAT2B', 'CCND3', 'CDK4', 'CCND1']
121	REAC	REAC:R-HSA-212165	Epigenetic regulation of gene expression	5.772596155364681e-06	True	Epigenetic regulation of gene expression	145	96	10	10022	0.1041666666666666	0.0689655172413793	query_1	['REAC:R-HSA-74160']	['CDK7', 'HDAC1', 'SIN3A', 'CCNH', 'CHD4', 'EP300', 'MNAT1', 'TBP', 'KAT2B', 'HDAC2']
44	GO:CC	GO:0098687	chromosomal region	5.914337881745019e-06	True	"""Any subdivision of a chromosome along its length."" [GOC:dos]"	393	101	13	16420	0.1287128712871287	0.0330788804071246	query_1	['GO:0005694', 'GO:0110165']	['CCNB1', 'SNAI1', 'SMARCA4', 'SIN3A', 'SMARCB1', 'CHD4', 'CDK1', 'SMARCC2', 'CDK2', 'KAT2B', 'HDAC2', 'KDM1A', 'SMARCC1']
45	GO:CC	GO:0097124	cyclin A2-CDK2 complex	6.048071915924159e-06	True	"""A protein complex consisting of cyclin A2 and cyclin-dependent kinase 2 (CDK2). Cyclins are characterized by periodicity in protein abundance throughout the cell cycle. Cyclin-dependent kinases represent a family of serine/threonine protein kinases that become active upon binding to a cyclin regulatory partner."" [GOC:so, PMID:15935619]"	4	101	3	16420	0.0297029702970297	0.75	query_1	['GO:0000307']	['CCNA1', 'CCNA2', 'CDK2']
46	GO:CC	GO:0070516	CAK-ERCC2 complex	6.048071915924159e-06	True	"""A protein complex formed by the association of the cyclin-dependent protein kinase activating kinase (CAK) holoenzyme complex with ERCC2."" [PMID:8692841, PMID:8692842]"	4	101	3	16420	0.0297029702970297	0.75	query_1	['GO:0140513']	['CDK7', 'CCNH', 'MNAT1']
360	GO:BP	GO:0030518	intracellular steroid hormone receptor signaling pathway	6.081627429468918e-06	True	"""The series of molecular signals initiated by a steroid binding to an intracellular steroid hormone receptor."" [GOC:mah, GOC:signaling]"	113	100	8	15719	0.08	0.0707964601769911	query_1	['GO:0030522', 'GO:0043401']	['HDAC1', 'SMARCA4', 'EP300', 'ESR1', 'SKP2', 'FOXH1', 'YAP1', 'KDM1A']
361	GO:BP	GO:1902105	regulation of leukocyte differentiation	6.128212356675597e-06	True	"""Any process that modulates the frequency, rate or extent of leukocyte differentiation."" [GOC:add, GOC:TermGenie]"	309	100	12	15719	0.12	0.0388349514563106	query_1	['GO:0002521', 'GO:1903706']	['CBFB', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SMARCB1', 'RUNX1', 'NOTCH2', 'SMARCC2', 'CDKN2A', 'SMARCC1', 'CDK6']
362	GO:BP	GO:0006281	DNA repair	6.2976976730630525e-06	True	"""The process of restoring DNA after damage. Genomes are subject to damage by chemical and physical agents in the environment (e.g. UV and ionizing radiations, chemical mutagens, fungal and bacterial toxins, etc.) and by free radicals or alkylating agents endogenously generated in metabolism. DNA is also damaged because of errors during its replication. A variety of different DNA repair pathways have been reported that include direct reversal, base excision repair, nucleotide excision repair, photoreactivation, bypass, double-strand break repair pathway, and mismatch repair pathway."" [PMID:11563486]"	573	100	16	15719	0.16	0.0279232111692844	query_1	['GO:0006259', 'GO:0006974']	['CDK7', 'SMARCA4', 'SMARCA2', 'RBX1', 'CDKN2D', 'SMARCB1', 'CHD4', 'MNAT1', 'CDK1', 'SMARCC2', 'CDK2', 'UBE2W', 'KAT2B', 'TP53', 'KDM1A', 'SMARCC1']
363	GO:BP	GO:0034504	protein localization to nucleus	6.306934214665258e-06	True	"""A process in which a protein transports or maintains the localization of another protein to the nucleus."" [GOC:ecd]"	310	100	12	15719	0.12	0.0387096774193548	query_1	['GO:0033365']	['AKT1', 'CDK5', 'SIN3A', 'CDKN1A', 'WWTR1', 'SKP1', 'NOTCH1', 'CDK1', 'CDKN2A', 'TP53', 'SMAD3', 'YAP1']
364	GO:BP	GO:0007389	pattern specification process	6.377648019969805e-06	True	"""Any developmental process that results in the creation of defined areas or spaces within an organism to which cells respond and eventually are instructed to differentiate."" [GOC:go_curators, GOC:isa_complete, ISBN:0521436125]"	435	100	14	15719	0.14	0.032183908045977	query_1	['GO:0007275', 'GO:0032501']	['WDR77', 'CTNNB1', 'SNAI1', 'TBX5', 'EGR2', 'SMAD2', 'SMAD4', 'NOTCH1', 'EP300', 'RBPJ', 'NOTCH2', 'FOXH1', 'TP53', 'SMAD3']
365	GO:BP	GO:0023051	regulation of signaling	6.465595899125837e-06	True	"""Any process that modulates the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	3196	100	42	15719	0.42	0.0131414267834793	query_1	['GO:0023052', 'GO:0050789']	['REST', 'CDKN2B', 'AKT1', 'CREBBP', 'CDK5', 'AMOT', 'CCNB1', 'CTNNB1', 'RB1', 'HDAC1', 'SNAI1', 'SMARCA4', 'RBX1', 'SIN3A', 'CDKN2D', 'EGR2', 'SOX10', 'WWTR1', 'SMAD2', 'SMARCB1', 'SMAD4', 'NOTCH1', 'VGLL4', 'EP300', 'RBPJ', 'PRMT5', 'NOTCH2', 'CDKN2A', 'SNW1', 'ESR1', 'FOXO1', 'CCND3', 'SKP2', 'FOXH1', 'CDK4', 'EGR1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1', 'KDM1A', 'CCNC']
367	GO:BP	GO:0060765	regulation of androgen receptor signaling pathway	6.8039715305244e-06	True	"""Any process that modulates the rate, frequency, or extent of the androgen receptor signaling pathway."" [GOC:dph]"	27	100	5	15719	0.05	0.1851851851851851	query_1	['GO:0030521', 'GO:0033143']	['HDAC1', 'SMARCA4', 'EP300', 'FOXH1', 'KDM1A']
366	GO:BP	GO:0010971	positive regulation of G2/M transition of mitotic cell cycle	6.8039715305244e-06	True	"""Any signalling pathway that activates or increases the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the mitotic cell cycle."" [GOC:dph, GOC:mtg_cell_cycle, GOC:tb]"	27	100	5	15719	0.05	0.1851851851851851	query_1	['GO:0000086', 'GO:0010389', 'GO:1901992', 'GO:1902751']	['CCNB1', 'SIN3A', 'CDK1', 'CDK4', 'CCND1']
368	GO:BP	GO:0033043	regulation of organelle organization	6.82397535331865e-06	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1154	100	23	15719	0.23	0.0199306759098786	query_1	['GO:0006996', 'GO:0051128']	['AKT1', 'CDK5', 'AMOT', 'CCNB1', 'CTNNB1', 'RB1', 'SMARCA4', 'SMARCA2', 'SIN3A', 'SMARCB1', 'SMAD4', 'EP300', 'PRMT5', 'NOTCH2', 'MNAT1', 'SMARCC2', 'CDK2', 'KAT2B', 'CDKN1B', 'TP53', 'SMAD3', 'YAP1', 'SMARCC1']
369	GO:BP	GO:0030178	negative regulation of Wnt signaling pathway	7.224562616503032e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the Wnt signaling pathway."" [GOC:dph, GOC:go_curators, GOC:tb]"	158	100	9	15719	0.09	0.0569620253164556	query_1	['GO:0009968', 'GO:0016055', 'GO:0030111']	['CTNNB1', 'HDAC1', 'RBX1', 'SOX10', 'WWTR1', 'NOTCH1', 'VGLL4', 'FOXO1', 'EGR1']
370	GO:BP	GO:0006476	protein deacetylation	7.232852340854125e-06	True	"""The removal of an acetyl group from a protein amino acid. An acetyl group is CH3CO-, derived from acetic [ethanoic] acid."" [GOC:ai]"	116	100	8	15719	0.08	0.0689655172413793	query_1	['GO:0035601']	['HDAC1', 'SIN3A', 'CHD4', 'EP300', 'RCOR1', 'KAT2B', 'TP53', 'HDAC2']
371	GO:BP	GO:0048598	embryonic morphogenesis	7.38307726670476e-06	True	"""The process in which anatomical structures are generated and organized during the embryonic phase. The embryonic phase begins with zygote formation. The end of the embryonic phase is organism-specific. For example, it would be at birth for mammals, larval hatching for insects and seed dormancy in plants."" [GOC:jid, GOC:mtg_sensu]"	581	100	16	15719	0.16	0.027538726333907	query_1	['GO:0009653', 'GO:0009790']	['CREBBP', 'AMOT', 'CTNNB1', 'HDAC1', 'SNAI1', 'TBX5', 'TEAD2', 'SMAD2', 'SMAD4', 'NOTCH1', 'NOTCH2', 'FOXH1', 'TP53', 'SMAD3', 'HDAC2', 'YAP1']
372	GO:BP	GO:0071453	cellular response to oxygen levels	7.556836409772027e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus reflecting the presence, absence, or concentration of oxygen."" [GOC:mah]"	159	100	9	15719	0.09	0.0566037735849056	query_1	['GO:0070482', 'GO:0070887']	['AKT1', 'CCNA2', 'NOTCH1', 'RBPJ', 'E2F1', 'FOXO1', 'CDKN1B', 'EGR1', 'TP53']
373	GO:BP	GO:0071383	cellular response to steroid hormone stimulus	7.667831550433684e-06	True	"""Any process that results in a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a steroid hormone stimulus."" [GOC:mah]"	207	100	10	15719	0.1	0.0483091787439613	query_1	['GO:0032870', 'GO:0048545', 'GO:0071396', 'GO:0071407']	['REST', 'HDAC1', 'SMARCA4', 'SOX10', 'EP300', 'ESR1', 'SKP2', 'FOXH1', 'YAP1', 'KDM1A']
123	REAC	REAC:R-HSA-9617629	Regulation of FOXO transcriptional activity by acetylation	7.854208298198182e-06	True	Regulation of FOXO transcriptional activity by acetylation	10	96	4	10022	0.0416666666666666	0.4	query_1	['REAC:R-HSA-9614085']	['CREBBP', 'EP300', 'KAT2B', 'FOXO1']
122	REAC	REAC:R-HSA-9701898	STAT3 nuclear events downstream of ALK signaling	7.854208298198182e-06	True	STAT3 nuclear events downstream of ALK signaling	10	96	4	10022	0.0416666666666666	0.4	query_1	['REAC:R-HSA-201556']	['HDAC1', 'SIN3A', 'EP300', 'HDAC2']
374	GO:BP	GO:0070828	heterochromatin organization	7.9174576954093e-06	True	"""Any process that results in the specification, formation or maintenance of the physical structure of eukaryotic heterochromatin, a compact and highly condensed form of chromatin."" [GOC:mah]"	81	100	7	15719	0.07	0.0864197530864197	query_1	['GO:0006338']	['RB1', 'HDAC1', 'SNAI1', 'SIN3A', 'CDK2', 'HDAC2', 'KDM1A']
376	GO:BP	GO:0014009	glial cell proliferation	7.922836499625049e-06	True	"""The multiplication or reproduction of glial cells by cell division, resulting in the expansion of their population. Glial cells exist throughout the nervous system, and include Schwann cells, astrocytes, and oligodendrocytes among others."" [GOC:ef, ISBN:0878932585]"	51	100	6	15719	0.06	0.1176470588235294	query_1	['GO:0008283', 'GO:0042063']	['CDKN2B', 'RB1', 'SOX10', 'NOTCH1', 'E2F1', 'TP53']
375	GO:BP	GO:1902895	positive regulation of miRNA transcription	7.922836499625049e-06	True	"""Any process that activates or increases the frequency, rate or extent of microRNA (miRNA) gene transcription."" [GO_REF:0000058, GOC:dph, GOC:kmv, GOC:TermGenie, PMID:24699545]"	51	100	6	15719	0.06	0.1176470588235294	query_1	['GO:0045893', 'GO:0061614', 'GO:1902893', 'GO:2000630']	['SMARCA4', 'SMAD4', 'TEAD1', 'EGR1', 'TP53', 'SMAD3']
377	GO:BP	GO:0003197	endocardial cushion development	7.922836499625049e-06	True	"""The progression of a cardiac cushion over time, from its initial formation to the mature structure. The endocardial cushion is a specialized region of mesenchymal cells that will give rise to the heart septa and valves."" [GOC:mtg_heart]"	51	100	6	15719	0.06	0.1176470588235294	query_1	['GO:0007507', 'GO:0060485']	['SNAI1', 'TBX5', 'SMAD2', 'SMAD4', 'NOTCH1', 'RBPJ']
