LMNA-related cardiocutaneous progeria syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
200	GO:BP	GO:0006996	organelle organization	4.410868592698329e-14	True	"""A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of an organelle within a cell. An organelle is an organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton. Excludes the plasma membrane."" [GOC:mah]"	3431	101	56	17376	0.5544554455445545	0.0163217720781113	query_1	['GO:0016043']	['MCM6', 'HUS1', 'LMNA', 'BRIP1', 'XPA', 'NBN', 'MCM5', 'MSH2', 'RAD50', 'MCM7', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'LIG4', 'MLH1', 'FEN1', 'RPA2', 'MSH3', 'BRCA2', 'RAD1', 'PCNA', 'ATR', 'RPA3', 'PARP1', 'ERCC1', 'XRCC5', 'RPA1', 'ERCC4', 'FANCD2', 'BLM', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'VRK1', 'EXO1', 'HUS1B', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'XRCC1', 'KAT5', 'WRN', 'EMD', 'RMI2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'BANF1', 'ORC4', 'RNF8']
201	GO:CC	GO:0070419	nonhomologous end joining complex	5.4314395903063265e-14	True	"""A protein complex that plays a role in DNA double-strand break repair via nonhomologous end joining. Such complexes typically contain a specialized DNA ligase (e.g. Lig4 in eukaryotes) and one or more proteins that bind to DNA ends."" [GOC:mah, PMID:17072889, PMID:17938628]"	9	101	7	17376	0.0693069306930693	0.7777777777777778	query_1	['GO:0140535', 'GO:1990391']	['DCLRE1C', 'XRCC6', 'LIG4', 'XRCC4', 'XRCC5', 'NHEJ1', 'PRKDC']
202	GO:BP	GO:1903046	meiotic cell cycle process	5.5052138032454965e-14	True	"""A process that is part of the meiotic cell cycle."" [GO_REF:0000060, GOC:mtg_cell_cycle, GOC:TermGenie]"	203	101	17	17376	0.1683168316831683	0.083743842364532	query_1	['GO:0022402', 'GO:0022414', 'GO:0051321']	['HUS1', 'BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'RAD1', 'ERCC1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'HUS1B', 'RMI1', 'ORC4', 'MSH6']
203	GO:CC	GO:0061695	transferase complex, transferring phosphorus-containing groups	5.581019582750579e-14	True	"""A transferase complex capable of catalysis of the transfer of a phosphorus-containing group from one compound (donor) to another (acceptor)."" [GOC:bhm, GOC:dph]"	297	101	19	17376	0.1881188118811881	0.0639730639730639	query_1	['GO:1990234']	['POLD3', 'XRCC6', 'POLD4', 'POLE4', 'POLA1', 'PRIM1', 'PCNA', 'XRCC5', 'POLE3', 'PRIM2', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'POLD1', 'POLE2', 'MCM3', 'POLE', 'POLD2']
204	GO:BP	GO:1902969	mitotic DNA replication	6.450357921832769e-14	True	"""Any nuclear DNA replication that is involved in a mitotic cell cycle."" [GO_REF:0000060, GOC:TermGenie]"	14	101	8	17376	0.0792079207920792	0.5714285714285714	query_1	['GO:0033260', 'GO:1903047']	['MCM6', 'LIG1', 'BRCA2', 'POLA1', 'RAD51', 'MCM4', 'MCM2', 'MCM3']
205	REAC	REAC:R-HSA-174411	Polymerase switching on the C-strand of the telomere	6.836462813676418e-14	True	Polymerase switching on the C-strand of the telomere	26	101	9	17376	0.0891089108910891	0.3461538461538461	query_1	['REAC:R-HSA-174417']	['POLD3', 'POLD4', 'POLA1', 'PRIM1', 'PCNA', 'PRIM2', 'POLA2', 'POLD1', 'POLD2']
206	GO:BP	GO:0090329	regulation of DNA-templated DNA replication	7.905909590467665e-14	True	"""Any process that modulates the rate, frequency, or extent of DNA-templated DNA replication, the process in which new strands of DNA are synthesized."" [GOC:dph, GOC:tb]"	49	101	11	17376	0.1089108910891089	0.2244897959183673	query_1	['GO:0006261', 'GO:0006275']	['MCM6', 'NBN', 'MCM5', 'MCM7', 'LIG3', 'PCNA', 'BLM', 'MCM4', 'CDK2', 'MCM2', 'MCM3']
207	REAC	REAC:R-HSA-5693565	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	9.102736433380077e-14	True	Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks	77	101	12	17376	0.1188118811881188	0.1558441558441558	query_1	['REAC:R-HSA-5693606']	['NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'ATM', 'MRE11', 'BRCA1', 'KAT5', 'BARD1', 'TP53', 'RNF8']
208	GO:CC	GO:1902494	catalytic complex	9.719096973208634e-14	True	"""A protein complex which is capable of catalytic activity."" [GOC:bhm, GOC:TermGenie, PMID:8077207]"	1713	101	39	17376	0.3861386138613861	0.0227670753064798	query_1	['GO:0032991']	['TP53BP1', 'POLD3', 'FANCI', 'DCLRE1C', 'LIG3', 'XRCC6', 'PAXIP1', 'LIG4', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'XRCC4', 'XRCC5', 'NHEJ1', 'FANCD2', 'BLM', 'ATM', 'POLE3', 'RAD51', 'TOP3A', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'POLE', 'POLD2', 'RNF8']
209	REAC	REAC:R-HSA-5693606	DNA Double Strand Break Response	1.0576229518029765e-13	True	DNA Double Strand Break Response	78	101	12	17376	0.1188118811881188	0.1538461538461538	query_1	['REAC:R-HSA-5693532']	['NBN', 'TP53BP1', 'RAD50', 'H2AX', 'MDC1', 'ATM', 'MRE11', 'BRCA1', 'KAT5', 'BARD1', 'TP53', 'RNF8']
210	GO:BP	GO:0033044	regulation of chromosome organization	1.2347377834714122e-13	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of a chromosome."" [GOC:mah]"	252	101	18	17376	0.1782178217821782	0.0714285714285714	query_1	['GO:0033043', 'GO:0051276']	['LMNA', 'NBN', 'RAD50', 'LIG4', 'FEN1', 'ATR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATM', 'MRE11', 'CDK2', 'MCM2', 'XRCC1', 'KAT5', 'RMI2', 'PNKP']
211	GO:BP	GO:0030174	regulation of DNA-templated DNA replication initiation	1.3343716823004218e-13	True	"""Any process that modulates the frequency, rate or extent of initiation of DNA-dependent DNA replication; the process in which DNA becomes competent to replicate. In eukaryotes, replication competence is established in early G1 and lost during the ensuing S phase."" [GOC:mah]"	15	101	8	17376	0.0792079207920792	0.5333333333333333	query_1	['GO:0006270', 'GO:0090329']	['MCM6', 'NBN', 'MCM5', 'MCM7', 'MCM4', 'CDK2', 'MCM2', 'MCM3']
212	GO:BP	GO:0002440	production of molecular mediator of immune response	1.367222985706238e-13	True	"""The synthesis or release of any molecular mediator of the immune response, resulting in an increase in its intracellular or extracellular levels."" [GO_REF:0000022, GOC:add, ISBN:0781735149]"	215	101	17	17376	0.1683168316831683	0.0790697674418604	query_1	['GO:0002376', 'GO:0010467']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'MSH3', 'PMS2', 'XRCC4', 'ERCC1', 'NHEJ1', 'EXO1', 'PRKDC', 'POLB', 'RNF8', 'MSH6']
213	GO:BP	GO:0045190	isotype switching	1.912172325117396e-13	True	"""The switching of activated B cells from IgM biosynthesis to biosynthesis of other isotypes of immunoglobulin, accomplished through a recombination process involving an intrachromosomal deletion involving switch regions that reside 5' of each constant region gene segment in the immunoglobulin heavy chain locus."" [ISBN:0781735149]"	53	101	11	17376	0.1089108910891089	0.2075471698113207	query_1	['GO:0002204', 'GO:0002312']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
214	GO:BP	GO:0002208	somatic diversification of immunoglobulins involved in immune response	1.912172325117396e-13	True	"""The somatic process that results in the generation of sequence diversity of immunoglobulins after induction, and contributes to an immune response."" [GOC:add, ISBN:0781735149, PMID:14991701]"	53	101	11	17376	0.1089108910891089	0.2075471698113207	query_1	['GO:0002381', 'GO:0016445']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
215	GO:BP	GO:0002204	somatic recombination of immunoglobulin genes involved in immune response	1.912172325117396e-13	True	"""The process in which immunoglobulin genes are formed through recombination of the germline genetic elements, also known as immunoglobulin gene segments, within a single locus following the induction of and contributing to an immune response."" [GOC:add, ISBN:0781735149]"	53	101	11	17376	0.1089108910891089	0.2075471698113207	query_1	['GO:0002208', 'GO:0016447']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
216	GO:CC	GO:0070533	BRCA1-C complex	2.5154047740308996e-13	True	"""A protein complex that contains the BRCA1-BARD1 heterodimer, CtIP and Mre11/Rad50/NBS1 (M/R/N) complex, and binds to DNA at DNA damage sites. BRCA1-C binding ta damaged DNA is required for DNA damage-induced Chk1 phosphorylation and the G2/M transition checkpoint."" [GOC:mah, PMID:15485915, PMID:16391231]"	6	101	6	17376	0.0594059405940594	1.0	query_1	['GO:0140513']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'BRCA1', 'BARD1']
217	GO:CC	GO:0000794	condensed nuclear chromosome	2.832276134314416e-13	True	"""A highly compacted molecule of DNA and associated proteins resulting in a cytologically distinct nuclear chromosome."" [GOC:elh]"	81	101	12	17376	0.1188118811881188	0.1481481481481481	query_1	['GO:0000228', 'GO:0000793']	['HUS1', 'RAD9B', 'RAD50', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'BLM', 'RAD9A', 'RAD51', 'HUS1B', 'BRCA1']
218	GO:BP	GO:0000731	DNA synthesis involved in DNA repair	4.174849688155805e-13	True	"""Synthesis of DNA that proceeds from the broken 3' single-strand DNA end and uses the homologous intact duplex as the template."" [PMID:10357855]"	40	101	10	17376	0.099009900990099	0.25	query_1	['GO:0006281', 'GO:0071897']	['USP1', 'POLD3', 'POLD4', 'POLA1', 'PCNA', 'POLD1', 'WRN', 'POLE2', 'POLE', 'POLD2']
219	GO:BP	GO:0016233	telomere capping	4.174849688155805e-13	True	"""A process in which telomeres are protected from degradation and fusion, thereby ensuring chromosome stability by protecting the ends from both degradation and from being recognized as damaged DNA. May be mediated by specific single- or double-stranded telomeric DNA binding proteins."" [GOC:mah, GOC:rn, PMID:11349150, PMID:11352055]"	40	101	10	17376	0.099009900990099	0.25	query_1	['GO:0000723']	['NBN', 'RAD50', 'DCLRE1C', 'ERCC1', 'ERCC4', 'ATM', 'MRE11', 'PRKDC', 'XRCC1', 'PNKP']
220	GO:BP	GO:0036297	interstrand cross-link repair	4.174849688155805e-13	True	"""Removal of a DNA interstrand crosslink (a covalent attachment of DNA bases on opposite strands of the DNA) and restoration of the DNA. DNA interstrand crosslinks occur when both strands of duplex DNA are covalently tethered together (e.g. by an exogenous or endogenous agent), thus preventing the strand unwinding necessary for essential DNA functions such as transcription and replication."" [GOC:vw, PMID:16464006, PMID:22064477]"	40	101	10	17376	0.099009900990099	0.25	query_1	['GO:0006281']	['XPA', 'FANCI', 'DCLRE1C', 'RAD51AP1', 'ATR', 'ERCC1', 'ERCC4', 'FANCD2', 'RAD51', 'RNF8']
221	GO:BP	GO:0002381	immunoglobulin production involved in immunoglobulin-mediated immune response	4.3730520468917414e-13	True	"""The appearance of immunoglobulin due to biosynthesis or secretion following a cellular stimulus during an immune response, resulting in an increase in its intracellular or extracellular levels."" [GOC:add, ISBN:0781735149, PMID:9185563]"	57	101	11	17376	0.1089108910891089	0.1929824561403508	query_1	['GO:0002377', 'GO:0016064']	['NBN', 'MSH2', 'TP53BP1', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'ERCC1', 'EXO1', 'RNF8', 'MSH6']
222	GO:BP	GO:2000779	regulation of double-strand break repair	4.474515900278688e-13	True	"""Any process that modulates the frequency, rate or extent of double-strand break repair."" [GOC:BHF]"	129	101	14	17376	0.1386138613861386	0.1085271317829457	query_1	['GO:0006282', 'GO:0006302']	['RBBP8', 'TP53BP1', 'RAD51AP1', 'WDR48', 'RPA2', 'OGG1', 'ATR', 'PARP1', 'ATRIP', 'RAD51', 'PRKDC', 'KAT5', 'RMI2', 'PNKP']
223	GO:BP	GO:0031573	mitotic intra-S DNA damage checkpoint signaling	4.539172539456206e-13	True	"""A mitotic cell cycle checkpoint that slows DNA synthesis in response to DNA damage by the prevention of new origin firing and the stabilization of slow replication fork progression."" [GOC:vw]"	17	101	8	17376	0.0792079207920792	0.4705882352941176	query_1	['GO:0044773']	['HUS1', 'RAD9B', 'MSH2', 'MDC1', 'FANCD2', 'RAD9A', 'MRE11', 'HUS1B']
224	GO:CC	GO:0016604	nuclear body	4.829961656954784e-13	True	"""Extra-nucleolar nuclear domains usually visualized by confocal microscopy and fluorescent antibodies to specific proteins."" [GOC:ma, PMID:10330182]"	808	101	27	17376	0.2673267326732673	0.0334158415841584	query_1	['GO:0005654', 'GO:0110165']	['LMNA', 'NBN', 'TP53BP1', 'H2AX', 'RPA2', 'MDC1', 'OGG1', 'PCNA', 'ATR', 'AR', 'PARP1', 'RPA1', 'FANCD2', 'BLM', 'MRE11', 'RAD51', 'TOP3A', 'APEX1', 'EXO1', 'BRCA1', 'CDK2', 'BARD1', 'WRN', 'RMI2', 'POLE2', 'RMI1', 'TP53']
225	GO:CC	GO:0043226	organelle	7.470669884802978e-13	True	"""Organized structure of distinctive morphology and function. Includes the nucleus, mitochondria, plastids, vacuoles, vesicles, ribosomes and the cytoskeleton, and prokaryotic structures such as anammoxosomes and pirellulosomes. Excludes the plasma membrane."" [GOC:go_curators]"	12942	101	101	17376	1.0	0.007804048833256	query_1	['GO:0110165']	['RBBP8', 'MCM6', 'HUS1', 'RPA4', 'LMNA', 'BRIP1', 'RAD9B', 'XPA', 'NBN', 'MCM5', 'MSH2', 'USP1', 'TP53BP1', 'POLD3', 'RAD50', 'MCM7', 'FANCI', 'RAD52', 'DCLRE1C', 'RAD51AP1', 'LIG3', 'XRCC6', 'HLTF', 'WDR48', 'PAXIP1', 'LIG4', 'APLF', 'MLH1', 'FEN1', 'TDP1', 'POLD4', 'H2AX', 'WDR20', 'RPA2', 'MSH3', 'MDC1', 'OGG1', 'LIG1', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'RAD1', 'PCNA', 'USP12', 'MCM10', 'ATR', 'RPA3', 'AR', 'PMS2', 'PARP1', 'XRCC4', 'ERCC1', 'XRCC5', 'NHEJ1', 'RPA1', 'APTX', 'ERCC4', 'ATRIP', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'POLE3', 'MRE11', 'RAD51', 'TOP3A', 'MCM4', 'APEX1', 'PRIM2', 'VRK1', 'EXO1', 'HUS1B', 'USP46', 'BRCA1', 'CDK2', 'MCM2', 'PRKDC', 'CHRAC1', 'POLA2', 'XRCC1', 'KAT5', 'POLD1', 'POLB', 'BARD1', 'WRN', 'EMD', 'RMI2', 'POLE2', 'RMI1', 'MCM3', 'TP53', 'PNKP', 'NEIL1', 'BANF1', 'POLE', 'POLD2', 'ORC4', 'ORC2', 'RNF8', 'MSH6']
226	GO:BP	GO:1902749	regulation of cell cycle G2/M phase transition	1.0027201974331876e-12	True	"""Any signalling pathway that modulates the activity of a cell cycle cyclin-dependent protein kinase to modulate the switch from G2 phase to M phase of the cell cycle."" [GO_REF:0000058, GOC:jl, GOC:TermGenie]"	108	101	13	17376	0.1287128712871287	0.1203703703703703	query_1	['GO:0044839', 'GO:1901987']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'PAXIP1', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'CDK2', 'BARD1', 'TP53']
227	REAC	REAC:R-HSA-5649702	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	1.0055140702048293e-12	True	APEX1-Independent Resolution of AP Sites via the Single Nucleotide Replacement Pathway	7	101	6	17376	0.0594059405940594	0.8571428571428571	query_1	['REAC:R-HSA-73933']	['LIG3', 'OGG1', 'XRCC1', 'POLB', 'PNKP', 'NEIL1']
228	GO:BP	GO:0007346	regulation of mitotic cell cycle	1.0334281287814969e-12	True	"""Any process that modulates the rate or extent of progress through the mitotic cell cycle."" [GOC:dph, GOC:go_curators, GOC:tb]"	487	101	22	17376	0.2178217821782178	0.0451745379876796	query_1	['GO:0000278', 'GO:0051726']	['RBBP8', 'HUS1', 'RAD9B', 'NBN', 'MSH2', 'RAD50', 'RPA2', 'MDC1', 'BRCA2', 'RPA3', 'FANCD2', 'BLM', 'ATM', 'RAD9A', 'MRE11', 'APEX1', 'HUS1B', 'BRCA1', 'CDK2', 'PRKDC', 'BARD1', 'TP53']
229	REAC	REAC:R-HSA-162594	Early Phase of HIV Life Cycle	2.5892352485638275e-12	True	Early Phase of HIV Life Cycle	14	101	7	17376	0.0693069306930693	0.5	query_1	['REAC:R-HSA-162587']	['XRCC6', 'LIG4', 'FEN1', 'LIG1', 'XRCC4', 'XRCC5', 'BANF1']
230	GO:CC	GO:0140535	intracellular protein-containing complex	5.3125400955091e-12	True	"""A protein-containing complex located intracellularly."" [GOC:pg]"	896	101	27	17376	0.2673267326732673	0.0301339285714285	query_1	['GO:0032991']	['POLD3', 'DCLRE1C', 'XRCC6', 'LIG4', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'XRCC4', 'XRCC5', 'NHEJ1', 'POLE3', 'RAD51', 'PRIM2', 'BRCA1', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'POLE2', 'MCM3', 'POLE', 'POLD2', 'RNF8']
231	GO:BP	GO:0044818	mitotic G2/M transition checkpoint	5.653996126563869e-12	True	"""A cell cycle checkpoint that detects and negatively regulates progression from G2 to M phase as part of a mitotic cell cycle."" [GOC:mtg_cell_cycle]"	51	101	10	17376	0.099009900990099	0.196078431372549	query_1	['GO:0007093', 'GO:0010972']	['RBBP8', 'HUS1', 'NBN', 'RAD50', 'BLM', 'ATM', 'MRE11', 'HUS1B', 'BRCA1', 'BARD1']
232	GO:BP	GO:0019953	sexual reproduction	7.124618896874096e-12	True	"""A type of reproduction that combines the genetic material of two gametes (such as a sperm or egg cell or fungal spores). The gametes have an haploid genome (with a single set of chromosomes, the product of a meiotic division) and combines with one another to produce a zygote (diploid)."" [Wikipedia:Sexual_reproduction]"	1018	101	29	17376	0.2871287128712871	0.0284872298624754	query_1	['GO:0000003']	['RBBP8', 'HUS1', 'BRIP1', 'NBN', 'MSH2', 'RAD50', 'RAD51AP1', 'WDR48', 'MLH1', 'H2AX', 'BRCA2', 'RAD1', 'AR', 'ERCC1', 'RPA1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'TOP3A', 'EXO1', 'HUS1B', 'CDK2', 'KAT5', 'RMI1', 'ORC4', 'RNF8', 'MSH6']
233	REAC	REAC:R-HSA-6796648	TP53 Regulates Transcription of DNA Repair Genes	8.363005607884635e-12	True	TP53 Regulates Transcription of DNA Repair Genes	61	101	10	17376	0.099009900990099	0.1639344262295081	query_1	['REAC:R-HSA-3700989']	['MSH2', 'FANCI', 'MLH1', 'MDC1', 'ATR', 'PMS2', 'FANCD2', 'ATM', 'BRCA1', 'TP53']
234	GO:CC	GO:1990234	transferase complex	9.662456731667474e-12	True	"""A protein complex capable of catalyzing the transfer of a group, e.g. a methyl group, glycosyl group, acyl group, phosphorus-containing, or other groups, from one compound (generally regarded as the donor) to another compound (generally regarded as the acceptor)."" [GOC:bhm, PMID:16540464]"	846	101	26	17376	0.2574257425742574	0.0307328605200945	query_1	['GO:1902494']	['POLD3', 'XRCC6', 'PAXIP1', 'POLD4', 'POLE4', 'BRCA2', 'POLA1', 'PRIM1', 'PCNA', 'XRCC5', 'POLE3', 'RAD51', 'PRIM2', 'BRCA1', 'CDK2', 'PRKDC', 'CHRAC1', 'POLA2', 'KAT5', 'POLD1', 'BARD1', 'POLE2', 'MCM3', 'POLE', 'POLD2', 'RNF8']
235	GO:BP	GO:0045739	positive regulation of DNA repair	1.001855284523482e-11	True	"""Any process that activates or increases the frequency, rate or extent of DNA repair."" [GOC:go_curators]"	129	101	13	17376	0.1287128712871287	0.1007751937984496	query_1	['GO:0006281', 'GO:0006282', 'GO:0048584', 'GO:0051054']	['RBBP8', 'USP1', 'RAD51AP1', 'WDR48', 'H2AX', 'PCNA', 'PARP1', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'PNKP', 'RNF8']
236	GO:BP	GO:0007131	reciprocal meiotic recombination	1.0081519704558604e-11	True	"""The cell cycle process in which double strand breaks are formed and repaired through a single or double Holliday junction intermediate. This results in the equal exchange of genetic material between non-sister chromatids in a pair of homologous chromosomes. These reciprocal recombinant products ensure the proper segregation of homologous chromosomes during meiosis I and create genetic diversity."" [PMID:2087779]"	54	101	10	17376	0.099009900990099	0.1851851851851851	query_1	['GO:0007127', 'GO:0140527', 'GO:1903046']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1']
237	GO:BP	GO:0140527	reciprocal homologous recombination	1.0081519704558604e-11	True	"""A DNA recombination process that results in the bidirectional exchange of genetic material between highly homologous DNA molecules."" [PMID:17846636]"	54	101	10	17376	0.099009900990099	0.1851851851851851	query_1	['GO:0035825']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1']
238	GO:BP	GO:0061982	meiosis I cell cycle process	1.3171275162944036e-11	True	"""A process that contributes to the first meiotic division. The first meiotic division is the reductive division resulting in the separation of homologous chromosome pairs."" [PMID:29385397]"	132	101	13	17376	0.1287128712871287	0.0984848484848484	query_1	['GO:1903046']	['BRIP1', 'RAD50', 'RAD51AP1', 'MLH1', 'BRCA2', 'ERCC1', 'ERCC4', 'FANCD2', 'ATM', 'MRE11', 'RAD51', 'RMI1', 'MSH6']
239	GO:BP	GO:0080134	regulation of response to stress	1.3654936902856744e-11	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1380	101	33	17376	0.3267326732673267	0.0239130434782608	query_1	['GO:0006950', 'GO:0048583']	['RBBP8', 'LMNA', 'USP1', 'TP53BP1', 'RAD52', 'RAD51AP1', 'XRCC6', 'WDR48', 'H2AX', 'RPA2', 'OGG1', 'BRCA2', 'PCNA', 'ATR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATRIP', 'FANCD2', 'ATM', 'RAD9A', 'RAD51', 'BRCA1', 'PRKDC', 'XRCC1', 'KAT5', 'BARD1', 'RMI2', 'TP53', 'PNKP', 'BANF1', 'RNF8']
240	GO:BP	GO:0032204	regulation of telomere maintenance	1.5372724199696628e-11	True	"""Any process that modulates the frequency, rate or extent of a process that affects and monitors the activity of telomeric proteins and the length of telomeric DNA."" [GOC:mah]"	104	101	12	17376	0.1188118811881188	0.1153846153846153	query_1	['GO:0000723', 'GO:0033044', 'GO:0051052']	['LMNA', 'NBN', 'RAD50', 'ATR', 'PARP1', 'ERCC1', 'XRCC5', 'ERCC4', 'ATM', 'MRE11', 'XRCC1', 'PNKP']
241	GO:BP	GO:1904354	negative regulation of telomere capping	1.646919329519311e-11	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of telomere capping."" [GO_REF:0000058, GOC:BHF, GOC:BHF_telomere, GOC:nc, GOC:TermGenie, PMID:23959892]"	8	101	6	17376	0.0594059405940594	0.75	query_1	['GO:0016233', 'GO:0032205', 'GO:1904353']	['NBN', 'RAD50', 'ERCC1', 'ERCC4', 'ATM', 'XRCC1']
242	GO:BP	GO:0110025	DNA strand resection involved in replication fork processing	1.646919329519311e-11	True	"""The 5' to 3' exonucleolytic resection of DNA at the site of a stalled replication fork that contributes to replication fork processing."" [GOC:mah, PMID:28475874]"	8	101	6	17376	0.0594059405940594	0.75	query_1	['GO:0006259', 'GO:0031297']	['RBBP8', 'NBN', 'RAD50', 'MRE11', 'BRCA1', 'BARD1']
243	REAC	REAC:R-HSA-5423599	Diseases of Mismatch Repair (MMR)	2.5203685419015443e-11	True	Diseases of Mismatch Repair (MMR)	5	101	5	17376	0.0495049504950495	1.0	query_1	['REAC:R-HSA-9675135']	['MSH2', 'MLH1', 'MSH3', 'PMS2', 'MSH6']
