SHORT syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
506	GO:BP	GO:0018209	peptidyl-serine modification	4.2102990862357295e-08	True	"""The modification of peptidyl-serine."" [GOC:go_curators]"	321	99	14	17376	0.1414141414141414	0.043613707165109	query_1	['GO:0018193']	['NCK1', 'SRC', 'SMAD7', 'HGF', 'TGFBR2', 'PRKCI', 'EGFR', 'PIK3CA', 'SYK', 'VEGFA', 'TGFBR1', 'PKN3', 'PRKCZ', 'NCK2']
507	GO:CC	GO:0031410	cytoplasmic vesicle	4.300504063134354e-08	True	"""A vesicle found in the cytoplasm of a cell."" [GOC:ai, GOC:mah, GOC:vesicles]"	2390	99	37	17376	0.3737373737373737	0.0154811715481171	query_1	['GO:0005737', 'GO:0097708']	['RAPGEF1', 'ITGB1', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'SRC', 'FGFR2', 'ITGB3', 'TGFB3', 'WIPF3', 'HGF', 'WASL', 'WIPF1', 'ITGA2B', 'ITGA5', 'SQSTM1', 'FYN', 'PRKCI', 'WAS', 'LYN', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'KDR', 'VCL', 'SYK', 'FCGR1A', 'ERBB2', 'SH3KBP1', 'VEGFA', 'SH3GL2', 'TRAF6', 'TGFBR1', 'DOCK2', 'PRKCZ']
508	GO:CC	GO:0031256	leading edge membrane	4.3094198643607283e-08	True	"""The portion of the plasma membrane surrounding the leading edge of a motile cell."" [GOC:mah]"	171	99	11	17376	0.1111111111111111	0.0643274853801169	query_1	['GO:0005886', 'GO:0031252', 'GO:0110165']	['ITGB1', 'ITGAV', 'SRC', 'ITGB3', 'PLCG2', 'ITGA5', 'DOCK8', 'EGFR', 'PLCG1', 'ERBB2', 'TLN1']
509	GO:BP	GO:0048585	negative regulation of response to stimulus	4.5787357504528455e-08	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1534	99	29	17376	0.2929292929292929	0.0189048239895697	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'SMAD7', 'TGFB3', 'CRK', 'HGF', 'CTNNB1', 'FYN', 'LYN', 'TGFB1', 'EGFR', 'SYK', 'PLCG1', 'SMURF1', 'VTN', 'TGFBR1', 'PRKCZ', 'SMAD3', 'CBL', 'NCK2', 'PDGFRA']
510	GO:BP	GO:0150116	regulation of cell-substrate junction organization	4.5867342256346825e-08	True	"""Any process that modulates the frequency, rate or extent of cell-substrate junction organization."" [GOC:aruk]"	67	99	8	17376	0.0808080808080808	0.1194029850746268	query_1	['GO:0051128', 'GO:0150115']	['SRC', 'PIK3R1', 'KDR', 'VCL', 'VEGFA', 'TLN1', 'PTK2', 'SMAD3']
511	GO:BP	GO:0033043	regulation of organelle organization	4.739861182125818e-08	True	"""Any process that modulates the frequency, rate or extent of a process involved in the formation, arrangement of constituent parts, or disassembly of an organelle."" [GOC:mah]"	1153	99	25	17376	0.2525252525252525	0.0216825672159583	query_1	['GO:0006996', 'GO:0051128']	['MET', 'NCK1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CRK', 'HGF', 'CTNNB1', 'WASL', 'SQSTM1', 'PXN', 'WAS', 'GRB2', 'TGFB1', 'PIK3CA', 'KDR', 'PTK2B', 'TGFBR1', 'PTK2', 'SMAD3', 'NCK2', 'PDGFRA', 'F11R']
512	GO:BP	GO:0006810	transport	4.8307464094866214e-08	True	"""The directed movement of substances (such as macromolecules, small molecules, ions) or cellular components (such as complexes and organelles) into, out of or within a cell, or between cells, or within a multicellular organism by means of some agent such as a transporter or a transporter complex, a pore or a motor protein."" [GOC:dos, GOC:dph, GOC:jl, GOC:mah]"	4220	99	51	17376	0.5151515151515151	0.012085308056872	query_1	['GO:0051234']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'DOCK1', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'CTNNB1', 'WASL', 'TGFBR2', 'PIK3CD', 'PARD6A', 'SQSTM1', 'FYN', 'PRKCI', 'WAS', 'PARD3', 'LAT', 'LYN', 'GRB2', 'TGFB1', 'EGFR', 'PIK3CA', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'SH3GL2', 'VTN', 'PTK2', 'DOCK2', 'LCK', 'PRKCZ', 'SMAD3', 'ELMO1', 'PTPN11', 'CBL', 'F11R', 'ELMO2']
513	GO:BP	GO:0002685	regulation of leukocyte migration	4.8714366923008077e-08	True	"""Any process that modulates the frequency, rate, or extent of leukocyte migration."" [GOC:add]"	220	99	12	17376	0.1212121212121212	0.0545454545454545	query_1	['GO:0002682', 'GO:0030334', 'GO:0050900']	['VEGFB', 'ITGB3', 'PIK3R1', 'CRK', 'WASL', 'DOCK8', 'LYN', 'TGFB1', 'PTK2B', 'VEGFA', 'CRKL', 'PTK2']
514	REAC	REAC:R-HSA-9034015	Signaling by NTRK3 (TRKC)	5.151950404723235e-08	True	Signaling by NTRK3 (TRKC)	14	99	5	17376	0.0505050505050505	0.3571428571428571	query_1	['REAC:R-HSA-166520']	['SRC', 'PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1']
515	REAC	REAC:R-HSA-373752	Netrin-1 signaling	5.444623354337049e-08	True	Netrin-1 signaling	49	99	7	17376	0.0707070707070707	0.1428571428571428	query_1	['REAC:R-HSA-422475']	['NCK1', 'DOCK1', 'SRC', 'WASL', 'PLCG1', 'PTK2', 'PTPN11']
516	GO:BP	GO:0110020	regulation of actomyosin structure organization	5.453656615390869e-08	True	"""Any process that modulates the frequency, rate or extent of the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin."" [GOC:lf, PMID:22790195]"	99	99	9	17376	0.0909090909090909	0.0909090909090909	query_1	['GO:0031032', 'GO:0032956']	['MET', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PXN', 'WAS', 'TGFBR1', 'SMAD3', 'F11R']
517	GO:BP	GO:0031295	T cell costimulation	5.5648115010851375e-08	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the T cell receptor to augment T cell activation."" [ISBN:0781735149]"	44	99	7	17376	0.0707070707070707	0.1590909090909091	query_1	['GO:0031294', 'GO:0050870']	['SRC', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'LCK', 'PTPN11']
518	GO:BP	GO:1905475	regulation of protein localization to membrane	5.696254464261516e-08	True	"""Any process that modulates the frequency, rate or extent of protein localization to membrane."" [GO_REF:0000058, GOC:bc, GOC:PARL, GOC:TermGenie, PMID:26911690]"	177	99	11	17376	0.1111111111111111	0.0621468926553672	query_1	['GO:0032880', 'GO:0072657']	['ITGB1', 'PIK3R2', 'PIK3R1', 'SQSTM1', 'FYN', 'PRKCI', 'TGFB1', 'EGFR', 'ERBB2', 'CRKL', 'PRKCZ']
519	REAC	REAC:R-HSA-8874081	MET activates PTK2 signaling	6.099738630496897e-08	True	MET activates PTK2 signaling	29	99	6	17376	0.0606060606060606	0.2068965517241379	query_1	['REAC:R-HSA-8875878']	['MET', 'ITGB1', 'FN1', 'SRC', 'HGF', 'PTK2']
520	GO:BP	GO:0009790	embryo development	6.70263734875736e-08	True	"""The process whose specific outcome is the progression of an embryo from its formation until the end of its embryonic life stage. The end of the embryonic stage is organism-specific. For example, for mammals, the process would begin with zygote formation and end with birth. For insects, the process would begin at zygote formation and end with larval hatching. For plant zygotic embryos, this would be from zygote formation to the end of seed dormancy. For plant vegetative embryos, this would be from the initial determination of the cell or group of cells to form an embryo until the point when the embryo becomes independent of the parent plant."" [GOC:go_curators, GOC:isa_complete, GOC:mtg_sensu]"	1083	99	24	17376	0.2424242424242424	0.0221606648199446	query_1	['GO:0007275']	['ITGB1', 'PIK3CB', 'ITGB5', 'ITGAV', 'FN1', 'FGFR2', 'ITGB3', 'TGFB3', 'CTNNB1', 'SOS1', 'TGFBR2', 'ITGA5', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'KDR', 'PLCG1', 'VEGFA', 'TRAF6', 'VTN', 'TGFBR1', 'SMAD3', 'PDGFRA']
521	GO:BP	GO:2000209	regulation of anoikis	6.708004765322408e-08	True	"""Any process that modulates the frequency, rate or extent of anoikis."" [GOC:mah]"	26	99	6	17376	0.0606060606060606	0.2307692307692307	query_1	['GO:0042981', 'GO:0043276']	['ITGB1', 'SRC', 'ITGA5', 'PIK3CA', 'PIK3R3', 'PTK2']
522	GO:BP	GO:0032231	regulation of actin filament bundle assembly	7.018279905619783e-08	True	"""Any process that modulates the frequency, rate or extent of the assembly of actin filament bundles."" [GOC:mah]"	102	99	9	17376	0.0909090909090909	0.088235294117647	query_1	['GO:0044087', 'GO:0051017', 'GO:0110053']	['MET', 'PIK3R2', 'TGFB3', 'PIK3R1', 'PXN', 'WAS', 'TGFBR1', 'SMAD3', 'F11R']
523	GO:BP	GO:0043405	regulation of MAP kinase activity	7.092539454660142e-08	True	"""Any process that modulates the frequency, rate or extent of MAP kinase activity."" [GOC:dph, GOC:go_curators]"	181	99	11	17376	0.1111111111111111	0.0607734806629834	query_1	['GO:0071900']	['PIK3CB', 'SRC', 'SOS1', 'LYN', 'DVL2', 'EGFR', 'SYK', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6']
524	GO:BP	GO:0006954	inflammatory response	7.092539454660142e-08	True	"""The immediate defensive reaction (by vertebrate tissue) to infection or injury caused by chemical or physical agents. The process is characterized by local vasodilation, extravasation of plasma into intercellular spaces and accumulation of white blood cells and macrophages."" [GO_REF:0000022, ISBN:0198506732]"	749	99	20	17376	0.202020202020202	0.0267022696929239	query_1	['GO:0006952']	['ITGB1', 'FN1', 'SRC', 'SPP1', 'HGF', 'PIK3AP1', 'PLCG2', 'PIK3CD', 'FYN', 'LAT', 'LYN', 'TGFB1', 'SYK', 'PLCG1', 'FCGR1A', 'ITGB6', 'BLNK', 'PRKCZ', 'SMAD3', 'F11R']
525	GO:BP	GO:0055123	digestive system development	7.092539454660142e-08	True	"""The process whose specific outcome is the progression of the digestive system over time, from its formation to the mature structure. The digestive system is the entire structure in which digestion takes place. Digestion is all of the physical, chemical, and biochemical processes carried out by multicellular organisms to break down ingested nutrients into components that may be easily absorbed and directed into metabolism."" [GOC:jid]"	139	99	10	17376	0.101010101010101	0.0719424460431654	query_1	['GO:0048731']	['SRC', 'FGFR2', 'TGFB3', 'CTNNB1', 'TGFBR2', 'TGFB1', 'EGFR', 'CRKL', 'SMAD3', 'PDGFRA']
526	REAC	REAC:R-HSA-9703648	Signaling by FLT3 ITD and TKD mutants	7.471130519524855e-08	True	Signaling by FLT3 ITD and TKD mutants	15	99	5	17376	0.0505050505050505	0.3333333333333333	query_1	['REAC:R-HSA-9682385']	['PIK3R1', 'SOS1', 'GRB2', 'PIK3CA', 'PTPN11']
527	REAC	REAC:R-HSA-420029	Tight junction interactions	7.471130519524855e-08	True	Tight junction interactions	30	99	6	17376	0.0606060606060606	0.2	query_1	['REAC:R-HSA-421270']	['PARD6A', 'PARD6B', 'PRKCI', 'PARD6G', 'PARD3', 'F11R']
528	GO:BP	GO:0048513	animal organ development	7.514081811721222e-08	True	"""Development of a tissue or tissues that work together to perform a specific function or functions. Development pertains to the process whose specific outcome is the progression of a structure over time, from its formation to the mature structure. Organs are commonly observed as visibly distinct structures, but may also exist as loosely associated clusters of cells that work together to perform a specific function or functions."" [GOC:dph, GOC:jid]"	2937	99	41	17376	0.4141414141414141	0.0139598229485869	query_1	['GO:0048856']	['RHOJ', 'MET', 'ITGB1', 'SMURF2', 'VEGFB', 'FN1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'CRK', 'HGF', 'SHC1', 'CTNNB1', 'SOS1', 'TGFBR2', 'FYN', 'PRKCI', 'GRB2', 'DVL2', 'TGFB1', 'EGFR', 'PIK3CA', 'KDR', 'SYK', 'SMURF1', 'ERBB2', 'PTK2B', 'VEGFA', 'TRAF6', 'CRKL', 'VTN', 'TGFBR1', 'PTK2', 'ITGB6', 'SMAD3', 'PTPN11', 'CBL', 'PDGFRA']
529	GO:BP	GO:0031294	lymphocyte costimulation	7.514081811721222e-08	True	"""The process of providing, via surface-bound receptor-ligand pairs, a second, antigen-independent, signal in addition to that provided by the B- or T cell receptor to augment B- or T cell activation."" [ISBN:0781735149]"	46	99	7	17376	0.0707070707070707	0.1521739130434782	query_1	['GO:0002376', 'GO:0051251']	['SRC', 'FYN', 'LYN', 'PIK3CA', 'VAV1', 'LCK', 'PTPN11']
530	GO:BP	GO:0060560	developmental growth involved in morphogenesis	8.163080752965968e-08	True	"""The increase in size or mass of an anatomical structure that contributes to the structure attaining its shape."" [GOC:dph]"	231	99	12	17376	0.1212121212121212	0.0519480519480519	query_1	['GO:0009653', 'GO:0048589']	['ITGB1', 'FN1', 'SPP1', 'FGFR2', 'CTNNB1', 'TGFBR2', 'TGFB1', 'VCL', 'SMURF1', 'VEGFA', 'SH3GL2', 'PRKCZ']
531	GO:BP	GO:0007178	transmembrane receptor protein serine/threonine kinase signaling pathway	8.66101529620531e-08	True	"""The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses serine/threonine kinase activity, and ending with the regulation of a downstream cellular process, e.g. transcription."" [GOC:mah, GOC:signaling]"	341	99	14	17376	0.1414141414141414	0.0410557184750733	query_1	['GO:0007167']	['SMURF2', 'ITGB5', 'SRC', 'SMAD7', 'TGFB3', 'TGFBR2', 'PXN', 'TGFB1', 'KDR', 'SMURF1', 'TGFBR1', 'PTK2', 'ITGB6', 'SMAD3']
532	GO:BP	GO:0035987	endodermal cell differentiation	8.717671508421633e-08	True	"""The process in which a relatively unspecialized cell acquires the specialized features of an endoderm cell, a cell of the inner of the three germ layers of the embryo."" [CL:0000223, GOC:yaf, PMID:17624332]"	47	99	7	17376	0.0707070707070707	0.1489361702127659	query_1	['GO:0001706', 'GO:0030154']	['ITGB5', 'ITGAV', 'FN1', 'CTNNB1', 'ITGA5', 'GRB2', 'VTN']
533	GO:BP	GO:0090287	regulation of cellular response to growth factor stimulus	8.80827620825924e-08	True	"""Any process that modulates the rate, frequency, or extent of a change in state or activity of a cell (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a growth factor stimulus."" [GOC:tb]"	285	99	13	17376	0.1313131313131313	0.0456140350877193	query_1	['GO:0048583', 'GO:0071363']	['PIK3CB', 'SMURF2', 'VEGFB', 'SMAD7', 'ITGB3', 'TGFB3', 'CTNNB1', 'ITGA5', 'KDR', 'SMURF1', 'VEGFA', 'VTN', 'SMAD3']
534	REAC	REAC:R-HSA-5654741	Signaling by FGFR3	9.08176812082452e-08	True	Signaling by FGFR3	31	99	6	17376	0.0606060606060606	0.1935483870967742	query_1	['REAC:R-HSA-190236']	['PIK3R1', 'SOS1', 'PIK3CA', 'PLCG1', 'PTPN11', 'CBL']
535	REAC	REAC:R-HSA-9725370	Signaling by ALK fusions and activated point mutants	9.08176812082452e-08	True	Signaling by ALK fusions and activated point mutants	53	99	7	17376	0.0707070707070707	0.1320754716981132	query_1	['REAC:R-HSA-9700206']	['FN1', 'PIK3R1', 'SQSTM1', 'GRB2', 'PIK3CA', 'VCL', 'PLCG1']
536	REAC	REAC:R-HSA-9013409	RHOJ GTPase cycle	9.08176812082452e-08	True	RHOJ GTPase cycle	53	99	7	17376	0.0707070707070707	0.1320754716981132	query_1	['REAC:R-HSA-9012999']	['RHOJ', 'PIK3R2', 'PIK3R1', 'WASL', 'WIPF2', 'DOCK8', 'WAS']
537	REAC	REAC:R-HSA-9700206	Signaling by ALK in cancer	9.08176812082452e-08	True	Signaling by ALK in cancer	53	99	7	17376	0.0707070707070707	0.1320754716981132	query_1	['REAC:R-HSA-5663202']	['FN1', 'PIK3R1', 'SQSTM1', 'GRB2', 'PIK3CA', 'VCL', 'PLCG1']
538	GO:BP	GO:0051049	regulation of transport	9.298083448035005e-08	True	"""Any process that modulates the frequency, rate or extent of the directed movement of substances (such as macromolecules, small molecules, ions) into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:ai]"	1690	99	30	17376	0.303030303030303	0.0177514792899408	query_1	['GO:0006810', 'GO:0032879']	['RAPGEF1', 'ITGB1', 'PIK3CB', 'ITGAV', 'PIK3R2', 'SRC', 'SPP1', 'ITGB3', 'TGFB3', 'PIK3R1', 'PLCG2', 'CTNNB1', 'WASL', 'PARD6A', 'FYN', 'PRKCI', 'LYN', 'TGFB1', 'SYK', 'PLCG1', 'FCGR1A', 'ERBB2', 'PTK2B', 'VEGFA', 'VTN', 'DOCK2', 'PRKCZ', 'SMAD3', 'PTPN11', 'CBL']
539	GO:BP	GO:0032880	regulation of protein localization	9.644099694186978e-08	True	"""Any process that modulates the frequency, rate or extent of any process in which a protein is transported to, or maintained in, a specific location."" [GOC:dph, GOC:mah, GOC:tb]"	845	99	21	17376	0.2121212121212121	0.0248520710059171	query_1	['GO:0008104', 'GO:0060341']	['ITGB1', 'PIK3R2', 'SRC', 'ITGB3', 'TGFB3', 'PIK3R1', 'CTNNB1', 'WASL', 'PARD6A', 'SQSTM1', 'FYN', 'PRKCI', 'TGFB1', 'EGFR', 'VCL', 'ERBB2', 'VEGFA', 'CRKL', 'PRKCZ', 'SMAD3', 'PTPN11']
540	GO:BP	GO:0032103	positive regulation of response to external stimulus	9.77249262427456e-08	True	"""Any process that activates, maintains or increases the rate of a response to an external stimulus."" [GOC:mah]"	539	99	17	17376	0.1717171717171717	0.0315398886827458	query_1	['GO:0009605', 'GO:0032101', 'GO:0048584']	['MET', 'VEGFB', 'SRC', 'PIK3AP1', 'PLCG2', 'FYN', 'LYN', 'KDR', 'VAV1', 'SYK', 'FCGR1A', 'PTK2B', 'VEGFA', 'TRAF6', 'VTN', 'PTK2', 'SMAD3']
541	GO:BP	GO:0042113	B cell activation	9.877009815571187e-08	True	"""The change in morphology and behavior of a mature or immature B cell resulting from exposure to a mitogen, cytokine, chemokine, cellular ligand, or an antigen for which it is specific."" [GOC:mgi_curators, ISBN:0781735149]"	288	99	13	17376	0.1313131313131313	0.0451388888888888	query_1	['GO:0046649']	['ITGB1', 'PIK3R2', 'PIK3R1', 'PLCG2', 'PIK3CD', 'ZAP70', 'LYN', 'SHB', 'SYK', 'SH3KBP1', 'PTK2B', 'PIK3R3', 'BLNK']
542	GO:BP	GO:0033628	regulation of cell adhesion mediated by integrin	9.998396275496209e-08	True	"""Any process that modulates the frequency, rate, or extent of cell adhesion mediated by integrin."" [GOC:add]"	48	99	7	17376	0.0707070707070707	0.1458333333333333	query_1	['GO:0030155', 'GO:0033627']	['ITGB3', 'CRK', 'LYN', 'SYK', 'CRKL', 'PTK2', 'PTPN11']
543	GO:BP	GO:0048259	regulation of receptor-mediated endocytosis	1.0310065585572313e-07	True	"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	107	99	9	17376	0.0909090909090909	0.0841121495327102	query_1	['GO:0006898', 'GO:0030100']	['PIK3CB', 'ITGAV', 'ITGB3', 'PLCG2', 'WASL', 'SYK', 'VEGFA', 'VTN', 'CBL']
544	GO:CC	GO:0043296	apical junction complex	1.06875718598404e-07	True	"""A functional unit located near the cell apex at the points of contact between epithelial cells, which in vertebrates is composed of the tight junction, the zonula adherens, and desmosomes and in some invertebrates, such as Drosophila, is composed of the subapical complex (SAC), the zonula adherens and the septate junction. Functions in the regulation of cell polarity, tissue integrity and intercellular adhesion and permeability."" [GOC:go_curators, GOC:kmv, PMID:12525486, PMID:15196556]"	144	99	10	17376	0.101010101010101	0.0694444444444444	query_1	['GO:0005911']	['CTNNB1', 'PARD6A', 'PARD6B', 'PRKCI', 'PARD6G', 'PARD3', 'VCL', 'TGFBR1', 'PRKCZ', 'F11R']
545	GO:BP	GO:0051495	positive regulation of cytoskeleton organization	1.13565711020925e-07	True	"""Any process that activates or increases the frequency, rate or extent of the formation, arrangement of constituent parts, or disassembly of cytoskeletal structures."" [GOC:ai]"	190	99	11	17376	0.1111111111111111	0.0578947368421052	query_1	['GO:0007010', 'GO:0010638', 'GO:0051493']	['MET', 'NCK1', 'TGFB3', 'WASL', 'PXN', 'WAS', 'GRB2', 'PTK2B', 'TGFBR1', 'SMAD3', 'NCK2']
546	GO:BP	GO:0008360	regulation of cell shape	1.173229007417469e-07	True	"""Any process that modulates the surface configuration of a cell."" [GOC:dph, GOC:go_curators, GOC:tb]"	147	99	10	17376	0.101010101010101	0.0680272108843537	query_1	['GO:0022604', 'GO:0065008']	['RHOJ', 'FN1', 'CRK', 'FYN', 'KDR', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PTK2', 'F11R']
547	GO:BP	GO:0030010	establishment of cell polarity	1.2491127217053008e-07	True	"""The specification and formation of anisotropic intracellular organization or cell growth patterns."" [GOC:mah]"	148	99	10	17376	0.101010101010101	0.0675675675675675	query_1	['GO:0007163']	['ITGB1', 'CRK', 'DOCK8', 'PRKCI', 'PARD3', 'PTK2B', 'CRKL', 'PTK2', 'DOCK2', 'PRKCZ']
548	GO:BP	GO:0009987	cellular process	1.3112569192438836e-07	True	"""Any process that is carried out at the cellular level, but not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:go_curators, GOC:isa_complete]"	14469	99	99	17376	1.0	0.0068422143893842	query_1	['GO:0008150']	['RHOJ', 'MET', 'RAPGEF1', 'ITGB1', 'NCK1', 'PIK3CB', 'SMURF2', 'ITGB5', 'VEGFB', 'ITGAV', 'FN1', 'PIK3R2', 'BCAR1', 'DOCK1', 'SRC', 'SPP1', 'SMAD7', 'FGFR2', 'ITGB3', 'TGFB3', 'PIK3R1', 'WIPF3', 'CRK', 'HGF', 'SHC1', 'ITK', 'PIK3AP1', 'PLCG2', 'CTNNB1', 'ZNF398', 'WASL', 'SOS1', 'USP4', 'TGFBR2', 'PIK3CD', 'WIPF1', 'PARD6A', 'ITGA2B', 'ITGA5', 'SQSTM1', 'PXN', 'WIPF2', 'DOCK8', 'PARD6B', 'FYN', 'PRKCI', 'PARD6G', 'WAS', 'PARD3', 'LAT', 'DOCK4', 'ZAP70', 'LYN', 'DIP2A', 'SHB', 'GRB2', 'DVL2', 'TGFB1', 'LCP2', 'EGFR', 'PIK3CA', 'KDR', 'VCL', 'VAV1', 'SYK', 'PLCG1', 'FCGR1A', 'SMURF1', 'ERBB2', 'NYAP2', 'SH3KBP1', 'PTK2B', 'VEGFA', 'PIK3R3', 'SH3GL2', 'TRAF6', 'CRKL', 'VTN', 'PLEKHH3', 'DOCK3', 'TLN1', 'TGFBR1', 'PTK2', 'ITGB6', 'DOCK2', 'LCK', 'PKN3', 'BLNK', 'PRKCZ', 'SMAD3', 'DOCK5', 'WDR6', 'ELMO1', 'PTPN11', 'CBL', 'NCK2', 'PDGFRA', 'F11R', 'ELMO2']
