Laron syndrome	source	native	name	p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
291	GO:BP	GO:0032774	RNA biosynthetic process	1.4685761728339752e-09	True	"""The chemical reactions and pathways resulting in the formation of RNA, ribonucleic acid, one of the two main type of nucleic acid, consisting of a long, unbranched macromolecule formed from ribonucleotides joined in 3',5'-phosphodiester linkage. Includes polymerization of ribonucleotide monomers. Refers not only to transcription but also to e.g. viral RNA replication."" [GOC:mah, GOC:txnOH]"	3623	99	48	21110	0.4848484848484848	0.0132486889318244	query_1	['GO:0009059', 'GO:0016070', 'GO:0034654']	['SNX6', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'TRAF3', 'STAT3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'ELOB', 'DDRGK1', 'UFL1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'BCL10', 'PRL', 'STAT5B']
292	GO:BP	GO:2001141	regulation of RNA biosynthetic process	1.499799335519597e-09	True	"""Any process that modulates the frequency, rate or extent of RNA biosynthetic process."" [GOC:dph]"	3480	99	47	21110	0.4747474747474747	0.0135057471264367	query_1	['GO:0010556', 'GO:0031326', 'GO:0032774', 'GO:0051252']	['SNX6', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'TRAF3', 'STAT3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'BCL10', 'PRL', 'STAT5B']
293	WP	WP:WP4754	IL-18 signaling pathway	1.5437736941079702e-09	True	IL-18 signaling pathway	273	80	19	8133	0.2375	0.0695970695970696	query_1	['WP:000000']	['GSK3B', 'NFKBIE', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'FADD', 'NFKB1', 'CFLAR', 'NFKB2', 'BIRC3', 'MAP3K7', 'REL', 'TRAF6', 'NFKBIA', 'CASP8', 'FBXW7']
294	GO:BP	GO:0045935	positive regulation of nucleobase-containing compound metabolic process	1.6295947089744816e-09	True	"""Any cellular process that activates or increases the frequency, rate or extent of the chemical reactions and pathways involving nucleobases, nucleosides, nucleotides and nucleic acids."" [GOC:go_curators]"	2050	99	36	21110	0.3636363636363636	0.0175609756097561	query_1	['GO:0006139', 'GO:0019219', 'GO:0031325', 'GO:0051173']	['CDK5RAP3', 'CREBBP', 'NFKBIB', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'DDRGK1', 'RBCK1', 'BTRC', 'TNF', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'EPAS1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'BCL10', 'PRL', 'STAT5B']
295	REAC	REAC:R-HSA-5357786	TNFR1-induced proapoptotic signaling	1.633688178612677e-09	True	TNFR1-induced proapoptotic signaling	13	91	7	10790	0.0769230769230769	0.5384615384615384	query_1	['REAC:R-HSA-75893']	['TNFRSF1A', 'TNF', 'FADD', 'RIPK1', 'TRADD', 'TRAF2', 'CASP8']
296	REAC	REAC:R-HSA-933543	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	1.633688178612677e-09	True	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	13	91	7	10790	0.0769230769230769	0.5384615384615384	query_1	['REAC:R-HSA-168928']	['CASP10', 'CHUK', 'IKBKB', 'FADD', 'RIPK1', 'IKBKG', 'CASP8']
297	KEGG	KEGG:05164	Influenza A	1.7053470121993595e-09	True	Influenza A	168	88	16	8161	0.1818181818181818	0.0952380952380952	query_1	['KEGG:00000']	['CREBBP', 'NFKBIB', 'TRAF3', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'FADD', 'NFKB1', 'TRADD', 'EP300', 'IKBKG', 'NFKBIA', 'CASP8']
298	GO:BP	GO:0062099	negative regulation of programmed necrotic cell death	1.7103239890864755e-09	True	"""Any process that decreases the frequency, rate or extent of programmed necrotic cell death."" [GOC:aruk, GOC:rph, PMID:27258785]"	17	99	7	21110	0.0707070707070707	0.4117647058823529	query_1	['GO:0043069', 'GO:0060547', 'GO:0062098', 'GO:0097300']	['RBCK1', 'RNF31', 'FADD', 'RIPK1', 'BIRC3', 'BIRC2', 'CASP8']
299	GO:MF	GO:0005515	protein binding	1.7338371488548754e-09	True	"""Binding to a protein."" [GOC:go_curators]"	14881	99	98	20195	0.98989898989899	0.0065855789261474	query_1	['GO:0005488']	['SNX6', 'SHARPIN', 'EGLN3', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'SNX1', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'METTL21C', 'RBCK1', 'BTRC', 'DBT', 'TNF', 'RNF31', 'FAS', 'FADD', 'SIL1', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'GH2', 'HIF1A', 'RIPK1', 'SKP1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'BIRC3', 'GH1', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'CUL5', 'NFKBIA', 'SKP2', 'CASP8', 'ABHD6', 'CUL1', 'CUL2', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'BCKDHA', 'PRLR']
300	REAC	REAC:R-HSA-1834949	Cytosolic sensors of pathogen-associated DNA 	1.7598136360734382e-09	True	Cytosolic sensors of pathogen-associated DNA 	64	91	11	10790	0.1208791208791208	0.171875	query_1	['REAC:R-HSA-168249']	['CREBBP', 'NFKBIB', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'RIPK1', 'NFKB2', 'EP300', 'IKBKG', 'NFKBIA']
301	GO:MF	GO:0004740	pyruvate dehydrogenase (acetyl-transferring) kinase activity	1.7752565746604515e-09	True	"""Catalysis of the reaction: ATP + pyruvate dehydrogenase (acetyl-transferring) = ADP + pyruvate dehydrogenase (acetyl-transferring) phosphate."" [EC:2.7.11.2]"	5	99	5	20195	0.0505050505050505	1.0	query_1	['GO:0004672']	['PDK4', 'BCKDK', 'PDK3', 'PDK1', 'PDK2']
302	WP	WP:WP4961	STING pathway in Kawasaki-like disease and COVID-19	1.791240827289967e-09	True	STING pathway in Kawasaki-like disease and COVID-19	21	80	8	8133	0.1	0.3809523809523809	query_1	['WP:000000']	['NFKBIE', 'CHUK', 'RELA', 'IKBKB', 'NFKB1', 'IKBKG', 'REL', 'NFKBIA']
303	GO:CC	GO:0005759	mitochondrial matrix	1.8224089412075891e-09	True	"""The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."" [GOC:as, ISBN:0198506732]"	491	99	18	22122	0.1818181818181818	0.0366598778004073	query_1	['GO:0005739', 'GO:0070013']	['PDK4', 'GCSH', 'PPM1K', 'DLST', 'DLAT', 'PDHA2', 'PDHX', 'PDHB', 'DBT', 'BCKDK', 'BCKDHB', 'PDHA1', 'PDK3', 'PDK1', 'DLD', 'PDK2', 'OGDH', 'BCKDHA']
304	GO:BP	GO:0009719	response to endogenous stimulus	1.8957921273749224e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus arising within the organism."" [GOC:sm]"	1720	99	33	21110	0.3333333333333333	0.0191860465116279	query_1	['GO:0050896']	['SNX6', 'PDK4', 'GSK3B', 'CREBBP', 'STAT3', 'HSP90AB1', 'RELA', 'DDRGK1', 'UFL1', 'METTL21C', 'TNF', 'NFKB1', 'BCKDHB', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'SOCS2', 'EP300', 'ARNT', 'AHR', 'TAB1', 'GH1', 'MAP3K7', 'GHR', 'STAT5A', 'PDK2', 'SKP2', 'UBA5', 'CSH2', 'UFM1', 'STAT5B', 'PRLR']
305	GO:BP	GO:0007259	receptor signaling pathway via JAK-STAT	2.313794694578384e-09	True	"""Any process in which STAT proteins (Signal Transducers and Activators of Transcription) and JAK (Janus Activated Kinase) proteins convey a signal to trigger a change in the activity or state of a cell. The receptor signaling pathway via JAK-STAT begins with activation of a receptor and proceeeds through STAT protein activation by members of the JAK family of tyrosine kinases. STAT proteins dimerize and subsequently translocate to the nucleus. The pathway ends with regulation of target gene expression by STAT proteins."" [GOC:bf, GOC:jl, GOC:signaling, PMID:12039028]"	167	99	13	21110	0.1313131313131313	0.0778443113772455	query_1	['GO:0097696']	['STAT3', 'TNFRSF1A', 'TNF', 'VHL', 'GH2', 'SOCS2', 'GH1', 'GHR', 'STAT5A', 'PRL', 'CSH2', 'STAT5B', 'PRLR']
306	WP	WP:WP4880	Host-pathogen interaction of human coronaviruses - interferon induction	2.758359106131969e-09	True	Host-pathogen interaction of human coronaviruses - interferon induction	33	80	9	8133	0.1125	0.2727272727272727	query_1	['WP:000000']	['TRAF3', 'CHUK', 'IKBKB', 'NFKB1', 'RIPK1', 'IKBKG', 'MAP3K7', 'TRAF6', 'NFKBIA']
307	GO:BP	GO:0002376	immune system process	2.773090304069277e-09	True	"""Any process involved in the development or functioning of the immune system, an organismal system for calibrated responses to potential internal or invasive threats."" [GO_REF:0000022, GOC:add]"	2710	99	41	21110	0.4141414141414141	0.0151291512915129	query_1	['GO:0008150']	['MAP3K8', 'CDK5RAP3', 'CREBBP', 'MAP3K14', 'TRAF3', 'STAT3', 'CHUK', 'RELA', 'IKBKB', 'UFL1', 'RBCK1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'HIF1A', 'RIPK1', 'EPAS1', 'MALT1', 'NFKB2', 'EP300', 'ARNT', 'AHR', 'IKBKG', 'BIRC3', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'SKP2', 'CASP8', 'FBXW7', 'UBA5', 'BCL10', 'STAT5B', 'PRLR']
308	GO:CC	GO:0031265	CD95 death-inducing signaling complex	2.9362879510062542e-09	True	"""A protein complex formed upon binding of Fas/CD95/APO-1 to its ligand. The complex includes FADD/Mort1, procaspase-8/10 and c-FLIP in addition to the ligand-bound receptor."" [PMID:12628743, PMID:12655293]"	6	99	5	22122	0.0505050505050505	0.8333333333333334	query_1	['GO:0031264']	['CASP10', 'FAS', 'FADD', 'CFLAR', 'CASP8']
309	GO:CC	GO:0005947	mitochondrial alpha-ketoglutarate dehydrogenase complex	2.9362879510062542e-09	True	"""Mitochondrial complex that possesses alpha-ketoglutarate dehydrogenase activity."" [GOC:mah, GOC:mtg_sensu]"	6	99	5	22122	0.0505050505050505	0.8333333333333334	query_1	['GO:0030062', 'GO:0045240']	['DBT', 'BCKDK', 'BCKDHB', 'DLD', 'BCKDHA']
310	GO:CC	GO:0097342	ripoptosome	2.9362879510062542e-09	True	"""A protein complex whose core components are the receptor-interacting serine/threonine-protein kinases RIPK1 and RIPK3 (also called RIP1 and RIP3). Formation of the ripoptosome can induce an extrinsic apoptotic signaling pathway or a necroptotic signaling pathway. The composition of this protein complex may depend on several factors including nature of the signal, cell type and more."" [GOC:bhm, GOC:mtg_apoptosis, PMID:22265414, PMID:22274400]"	6	99	5	22122	0.0505050505050505	0.8333333333333334	query_1	['GO:0005829', 'GO:1902494']	['CASP10', 'FADD', 'RIPK1', 'CFLAR', 'CASP8']
311	GO:CC	GO:0071159	NF-kappaB complex	2.9362879510062542e-09	True	"""A protein complex that consists of a homo- or heterodimer of members of a family of structurally related proteins that contain a conserved N-terminal region called the Rel homology domain (RHD). In the nucleus, NF-kappaB complexes act as transcription factors. In unstimulated cells, NF-kappaB dimers are sequestered in the cytoplasm by IkappaB monomers; signals that induce NF-kappaB activity cause degradation of IkappaB, allowing NF-kappaB dimers to translocate to the nucleus and induce gene expression."" [ISBN:0849327946]"	6	99	5	22122	0.0505050505050505	0.8333333333333334	query_1	['GO:0140513']	['RELA', 'NFKB1', 'NFKB2', 'RELB', 'REL']
312	GO:BP	GO:0044419	biological process involved in interspecies interaction between organisms	3.1536731738473223e-09	True	"""Any process evolved to enable an interaction with an organism of a different species."" [GOC:cc]"	1752	99	33	21110	0.3333333333333333	0.0188356164383561	query_1	['GO:0008150']	['SHARPIN', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'RELA', 'IKBKB', 'RBCK1', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'HIF1A', 'MALT1', 'EP300', 'IKBKG', 'BIRC3', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'BIRC2', 'NFKBIA', 'SKP2', 'CASP8', 'BCL10', 'STAT5B', 'PRLR']
313	GO:MF	GO:0016746	acyltransferase activity	3.2228588827710875e-09	True	"""Catalysis of the transfer of an acyl group from one compound (donor) to another (acceptor)."" [GOC:jl, ISBN:0198506732]"	722	99	22	20195	0.2222222222222222	0.0304709141274238	query_1	['GO:0016740']	['SHARPIN', 'CREBBP', 'DLST', 'TRAF3', 'DLAT', 'PDHX', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'DBT', 'RNF31', 'VHL', 'MALT1', 'EP300', 'FBXW11', 'BIRC3', 'TRAF2', 'TRAF6', 'BIRC2', 'CUL5', 'CUL2']
314	KEGG	KEGG:05142	Chagas disease	3.3952294213520383e-09	True	Chagas disease	101	88	13	8161	0.1477272727272727	0.1287128712871287	query_1	['KEGG:00000']	['CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'TNF', 'FAS', 'FADD', 'NFKB1', 'CFLAR', 'IKBKG', 'TRAF6', 'NFKBIA', 'CASP8']
315	GO:BP	GO:0009725	response to hormone	3.477439616503959e-09	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a hormone stimulus."" [GOC:jl]"	875	99	24	21110	0.2424242424242424	0.0274285714285714	query_1	['GO:0009719', 'GO:0010033']	['PDK4', 'GSK3B', 'STAT3', 'RELA', 'DDRGK1', 'UFL1', 'METTL21C', 'TNF', 'NFKB1', 'BCKDHB', 'GH2', 'CFLAR', 'SOCS2', 'EP300', 'GH1', 'GHR', 'STAT5A', 'PDK2', 'SKP2', 'UBA5', 'CSH2', 'UFM1', 'STAT5B', 'PRLR']
316	GO:BP	GO:0080134	regulation of response to stress	3.5021149845964262e-09	True	"""Any process that modulates the frequency, rate or extent of a response to stress. Response to stress is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a disturbance in organismal or cellular homeostasis, usually, but not necessarily, exogenous (e.g. temperature, humidity, ionizing radiation)."" [GOC:dhl]"	1438	99	30	21110	0.303030303030303	0.0208623087621696	query_1	['GO:0006950', 'GO:0048583']	['SHARPIN', 'GSK3B', 'CREBBP', 'TRAF3', 'TNFRSF1A', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'VHL', 'HIF1A', 'RIPK1', 'TRADD', 'EP300', 'BIRC3', 'TRAF2', 'MAP3K7', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'FBXW7', 'BCL10', 'STAT5B']
317	GO:BP	GO:0097696	receptor signaling pathway via STAT	3.639912528300478e-09	True	"""An intracellular signal transduction process in which STAT proteins (Signal Transducers and Activators of Transcription) convey a signal to trigger a change in the activity or state of a cell. The STAT cascade begins with receptor activation followed by activation of STAT proteins by kinases. It proceeds through STA dimerization and subsequent nuclear translocation of STAT proteins, and ends with regulation of target gene expression by STAT proteins."" [GOC:rjd, PMID:21534947, PMID:24587195]"	173	99	13	21110	0.1313131313131313	0.0751445086705202	query_1	['GO:0007166']	['STAT3', 'TNFRSF1A', 'TNF', 'VHL', 'GH2', 'SOCS2', 'GH1', 'GHR', 'STAT5A', 'PRL', 'CSH2', 'STAT5B', 'PRLR']
318	GO:BP	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	4.4463792095465194e-09	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, with ubiquitin-protein ligation catalyzed by an SCF (Skp1/Cul1/F-box protein) complex, and mediated by the proteasome."" [PMID:15380083]"	51	99	9	21110	0.0909090909090909	0.1764705882352941	query_1	['GO:0043161']	['RBX1', 'BTRC', 'SKP1', 'FBXW11', 'CUL5', 'SKP2', 'CUL1', 'CUL2', 'FBXW7']
319	GO:CC	GO:0019005	SCF ubiquitin ligase complex	4.511870031418312e-09	True	"""A ubiquitin ligase complex in which a cullin from the Cul1 subfamily and a RING domain protein form the catalytic core; substrate specificity is conferred by a Skp1 adaptor and an F-box protein. SCF complexes are involved in targeting proteins for degradation by the proteasome. The best characterized complexes are those from yeast and mammals (with core subunits named Cdc53/Cul1, Rbx1/Hrt1/Roc1)."" [PMID:15571813, PMID:15688063]"	66	99	9	22122	0.0909090909090909	0.1363636363636363	query_1	['GO:0031461']	['RBX1', 'BTRC', 'SKP1', 'FBXW11', 'CUL5', 'SKP2', 'CUL1', 'CUL2', 'FBXW7']
320	GO:BP	GO:0006508	proteolysis	4.877064559236782e-09	True	"""The hydrolysis of proteins into smaller polypeptides and/or amino acids by cleavage of their peptide bonds."" [GOC:bf, GOC:mah]"	1780	99	33	21110	0.3333333333333333	0.0185393258426966	query_1	['GO:0019538']	['SHARPIN', 'EGLN3', 'GSK3B', 'TRAF3', 'STAT3', 'CASP10', 'HSP90AB1', 'ELOB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'TNF', 'FAS', 'FADD', 'VHL', 'SKP1', 'CFLAR', 'ELOC', 'MALT1', 'FBXW11', 'BIRC3', 'BIRC2', 'DLD', 'CUL5', 'SKP2', 'CASP8', 'CUL1', 'CUL2', 'FBXW7', 'BCL10']
321	KEGG	KEGG:04625	C-type lectin receptor signaling pathway	4.959226916343808e-09	True	C-type lectin receptor signaling pathway	104	88	13	8161	0.1477272727272727	0.125	query_1	['KEGG:00000']	['MAP3K14', 'CHUK', 'RELA', 'IKBKB', 'TNF', 'NFKB1', 'MALT1', 'NFKB2', 'IKBKG', 'RELB', 'NFKBIA', 'CASP8', 'BCL10']
322	GO:BP	GO:1903322	positive regulation of protein modification by small protein conjugation or removal	6.273802308473649e-09	True	"""Any process that activates or increases the frequency, rate or extent of protein modification by small protein conjugation or removal."" [GO_REF:0000058, GOC:TermGenie, GOC:vw]"	141	99	12	21110	0.1212121212121212	0.0851063829787234	query_1	['GO:0031401', 'GO:0070647', 'GO:1903320']	['CDK5RAP3', 'RBX1', 'BTRC', 'SKP1', 'MALT1', 'ARNT', 'BIRC3', 'TRAF6', 'BIRC2', 'SKP2', 'FBXW7', 'BCL10']
323	GO:MF	GO:0008134	transcription factor binding	6.797301682635906e-09	True	"""Binding to a transcription factor, a protein required to initiate or regulate transcription."" [ISBN:0198506732]"	599	99	20	20195	0.202020202020202	0.0333889816360601	query_1	['GO:0005515']	['GSK3B', 'CDK5RAP3', 'CREBBP', 'STAT3', 'RELA', 'ELOB', 'DDRGK1', 'RBX1', 'VHL', 'HIF1A', 'EPAS1', 'ELOC', 'FLYWCH1', 'EP300', 'ARNT', 'AHR', 'STAT5A', 'NFKBIA', 'BCL10', 'STAT5B']
324	GO:BP	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	8.920369355646893e-09	True	"""The chemical reactions and pathways resulting in the breakdown of a protein or peptide by hydrolysis of its peptide bonds, initiated by the covalent attachment of ubiquitin, and mediated by the proteasome."" [GOC:go_curators]"	457	99	18	21110	0.1818181818181818	0.0393873085339168	query_1	['GO:0006511', 'GO:0010498']	['SHARPIN', 'GSK3B', 'HSP90AB1', 'ELOB', 'OS9', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'SKP1', 'FBXW11', 'BIRC2', 'CUL5', 'SKP2', 'CUL1', 'CUL2', 'FBXW7']
325	GO:BP	GO:0002831	regulation of response to biotic stimulus	8.920369355646893e-09	True	"""Any process that modulates the frequency, rate, or extent of a response to biotic stimulus."" [GOC:add]"	457	99	18	21110	0.1818181818181818	0.0393873085339168	query_1	['GO:0009607', 'GO:0048583']	['CREBBP', 'TRAF3', 'RELA', 'IKBKB', 'TNF', 'RNF31', 'FADD', 'TNIP2', 'EP300', 'AHR', 'BIRC3', 'MAP3K7', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'BCL10', 'STAT5B']
326	REAC	REAC:R-HSA-168249	Innate Immune System	9.451513168023655e-09	True	Innate Immune System	1100	91	33	10790	0.3626373626373626	0.03	query_1	['REAC:R-HSA-168256']	['MAP3K8', 'CREBBP', 'NFKBIB', 'MAP3K14', 'TRAF3', 'CASP10', 'HSP90AB1', 'CHUK', 'TAB2', 'RELA', 'IKBKB', 'BTRC', 'FADD', 'NFKB1', 'TNIP2', 'RIPK1', 'SKP1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'IKBKG', 'TAB1', 'BIRC3', 'TRAF2', 'MAP3K7', 'RELB', 'TRAF6', 'BIRC2', 'NFKBIA', 'CASP8', 'CUL1', 'BCL10']
327	GO:BP	GO:0010556	regulation of macromolecule biosynthetic process	9.4989975203717e-09	True	"""Any process that modulates the rate, frequency or extent of the chemical reactions and pathways resulting in the formation of a macromolecule, any molecule of high relative molecular mass, the structure of which essentially comprises the multiple repetition of units derived, actually or conceptually, from molecules of low relative molecular mass."" [GOC:dph, GOC:tb]"	3958	99	49	21110	0.494949494949495	0.0123799898938858	query_1	['GO:0009059', 'GO:0009889', 'GO:0060255']	['SNX6', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'RELA', 'IKBKB', 'DDRGK1', 'UFL1', 'RBCK1', 'BTRC', 'TNF', 'RNF31', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'TRADD', 'FLYWCH1', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'ARNT', 'AHR', 'IKBKG', 'TRAF2', 'MAP3K7', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'NFKBIA', 'BCL10', 'PRL', 'STAT5B']
328	WP	WP:WP4479	Supression of HMGB1 mediated inflammation by THBD	9.785556932070208e-09	True	Supression of HMGB1 mediated inflammation by THBD	9	80	6	8133	0.075	0.6666666666666666	query_1	['WP:000000']	['CHUK', 'RELA', 'IKBKB', 'NFKB1', 'IKBKG', 'NFKBIA']
329	GO:BP	GO:0044237	cellular metabolic process	9.964220456101581e-09	True	"""The chemical reactions and pathways by which individual cells transform chemical substances."" [GOC:go_curators]"	11477	99	86	21110	0.8686868686868687	0.0074932473642938	query_1	['GO:0008152', 'GO:0009987']	['SNX6', 'PDK4', 'MAP3K8', 'GCSH', 'PPM1K', 'GSK3B', 'CDK5RAP3', 'CREBBP', 'NFKBIE', 'NFKBIB', 'DLST', 'MAP3K14', 'TRAF3', 'STAT3', 'HSP90AB1', 'CHUK', 'TNFRSF1A', 'TAB2', 'DLAT', 'RELA', 'IKBKB', 'PDHA2', 'ELOB', 'PDHX', 'PDHB', 'DDRGK1', 'UFL1', 'RBX1', 'RBCK1', 'BTRC', 'DBT', 'TNF', 'RNF31', 'FAS', 'FADD', 'NFKB1', 'TNIP2', 'EGLN1', 'VHL', 'BCKDK', 'BCKDHB', 'PDHA1', 'GH2', 'HIF1A', 'RIPK1', 'CFLAR', 'EPAS1', 'ELOC', 'PDK3', 'TRADD', 'FLYWCH1', 'SOCS2', 'MALT1', 'NFKB2', 'EP300', 'FBXW11', 'PDK1', 'ARNT', 'AHR', 'IKBKG', 'TAB1', 'GH1', 'NSUN6', 'TRAF2', 'MAP3K7', 'GHR', 'RELB', 'REL', 'TRAF6', 'STAT5A', 'BIRC2', 'DLD', 'PDK2', 'NFKBIA', 'SKP2', 'ABHD6', 'FBXW7', 'UBA5', 'OGDH', 'BCL10', 'PRL', 'CSH2', 'UFM1', 'STAT5B', 'BCKDHA', 'PRLR']
330	GO:BP	GO:0060547	negative regulation of necrotic cell death	1.0070952852252742e-08	True	"""Any process that decreases the rate, frequency or extent of necrotic cell death. Necrotic cell death is a cell death process that is morphologically characterized by a gain in cell volume (oncosis), swelling of organelles, plasma membrane rupture and subsequent loss of intracellular contents."" [GOC:BHF, GOC:dph, GOC:tb]"	21	99	7	21110	0.0707070707070707	0.3333333333333333	query_1	['GO:0010939', 'GO:0060548', 'GO:0070265']	['RBCK1', 'RNF31', 'FADD', 'RIPK1', 'BIRC3', 'BIRC2', 'CASP8']
331	CORUM	CORUM:5230	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex	1.0098139952296938e-08	True	CHUK-NFKB2-REL-IKBKG-SPAG9-NFKB1-NFKBIE-COPB2-TNIP1-NFKBIA-RELA-TNIP2 complex	10	64	7	3383	0.109375	0.7	query_1	['CORUM:0000000']	['NFKBIE', 'CHUK', 'RELA', 'TNIP2', 'NFKB2', 'IKBKG', 'REL']
