ALG8-CDG	source	native	name	Corrected p_value	significant	description	term_size	query_size	intersection_size	effective_domain_size	precision	recall	query	parents	intersections
146	GO:BP	GO:0048585	negative regulation of response to stimulus	5.297269500248497e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a response to a stimulus. Response to stimulus is a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus."" [GOC:jid]"	1532	96	27	15719	0.28125	0.0176240208877284	query_1	['GO:0048519', 'GO:0048583', 'GO:0050896']	['MASP1', 'F12', 'ITGB1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'TGFB3', 'GP1BA', 'BDKRB2', 'F11', 'APOE', 'HFE', 'A2M', 'C4BPB', 'CD46', 'APOA1', 'LRP1', 'F2', 'KLKB1', 'FGB', 'PROS1', 'FGG', 'C4BPA', 'VTN', 'KNG1', 'C1QBP']
147	GO:BP	GO:0048259	regulation of receptor-mediated endocytosis	5.513340388321143e-06	True	"""Any process that modulates the frequency, rate or extent of receptor mediated endocytosis, the uptake of external materials by cells, utilizing receptors to ensure specificity of transport."" [GOC:go_curators, GOC:tb]"	107	96	8	15719	0.0833333333333333	0.0747663551401869	query_1	['GO:0006898', 'GO:0030100']	['C3', 'APOC3', 'ITGAV', 'ITGB3', 'HFE', 'TF', 'VTN', 'APOC2']
149	GO:BP	GO:0002220	innate immune response activating cell surface receptor signaling pathway	5.668974232172216e-06	True	"""The series of molecular signals initiated by a ligand binding to a cell surface receptor that leads to the activation of an innate immune response."" [GOC:add, ISBN:0781735149, PMID:15199967]"	73	96	7	15719	0.0729166666666666	0.0958904109589041	query_1	['GO:0002429', 'GO:0002758']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1']
148	GO:BP	GO:0001775	cell activation	5.668974232172216e-06	True	"""A multicellular organismal process by which exposure to an activating factor such as a cellular or soluble ligand results in a change in the morphology or behavior of a cell."" [GOC:mgi_curators]"	1059	96	22	15719	0.2291666666666666	0.0207743153918791	query_1	['GO:0009987', 'GO:0032501']	['GP1BB', 'ITGB1', 'FN1', 'HBB', 'SRC', 'FGA', 'ITGB3', 'VWF', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'CD46', 'LRP1', 'F2', 'FGB', 'FGG', 'GP5', 'TLN1', 'ITGB6']
150	GO:BP	GO:0019058	viral life cycle	5.896339260127663e-06	True	"""A set of processes which all viruses follow to ensure survival; includes attachment and entry of the virus particle, decoding of genome information, translation of viral mRNA by host ribosomes, genome replication, and assembly and release of viral particles containing the genome."" [ISBN:1555811272]"	303	96	12	15719	0.125	0.0396039603960396	query_1	['GO:0016032']	['PTX3', 'ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'FCN3', 'TFRC', 'APOE', 'ITGA5', 'CD46', 'FCN1', 'ITGB6']
151	GO:BP	GO:0048519	negative regulation of biological process	6.001145208277952e-06	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of a biological process. Biological processes are regulated by many means; examples include the control of gene expression, protein modification or interaction with a protein or substrate molecule."" [GOC:jid]"	5055	96	55	15719	0.5729166666666666	0.0108803165182987	query_1	['GO:0008150', 'GO:0050789']	['MASP1', 'PTX3', 'F12', 'GP1BB', 'ITGB1', 'APOC3', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'TGFB3', 'GP1BA', 'GP9', 'TJP1', 'BDKRB2', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'F11', 'APOE', 'ITGA5', 'HFE', 'CRP', 'A2M', 'SERPIND1', 'C4BPB', 'ZNF655', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'KLKB1', 'HP', 'YWHAZ', 'FGB', 'APOA2', 'PROS1', 'FGG', 'SERPINC1', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'GP5', 'APOC2', 'FCN1', 'KNG1', 'PTK2', 'C1QBP', 'ALB', 'ORM1']
152	GO:BP	GO:0003013	circulatory system process	6.08597753544124e-06	True	"""A organ system process carried out by any of the organs or tissues of the circulatory system. The circulatory system is an organ system that moves extracellular fluids to and from tissue within a multicellular organism."" [GOC:mtg_cardio]"	570	96	16	15719	0.1666666666666666	0.0280701754385964	query_1	['GO:0003008']	['HBB', 'SRC', 'FGA', 'TJP1', 'BDKRB2', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'CRP', 'BDKRB1', 'LRP1', 'FGB', 'FGG', 'KNG1', 'PRCP']
50	REAC	REAC:R-HSA-9657688	Defective factor XII causes hereditary angioedema	6.181507666230745e-06	True	Defective factor XII causes hereditary angioedema	3	95	3	10022	0.031578947368421	1.0	query_1	['REAC:R-HSA-9651496']	['F12', 'F2', 'KLKB1']
153	GO:BP	GO:1905953	negative regulation of lipid localization	6.317743996596523e-06	True	"""Any process that stops, prevents or reduces the frequency, rate or extent of lipid localization."" [GO_REF:0000058, GOC:TermGenie, PMID:17564681]"	46	96	6	15719	0.0625	0.1304347826086956	query_1	['GO:0010876', 'GO:0048519', 'GO:1905952']	['APOC3', 'ITGAV', 'ITGB3', 'CRP', 'APOA2', 'APOC2']
51	REAC	REAC:R-HSA-445144	Signal transduction by L1	7.005118000517852e-06	True	Signal transduction by L1	20	95	5	10022	0.0526315789473684	0.25	query_1	['REAC:R-HSA-373760']	['ITGB1', 'ITGAV', 'ITGB3', 'ITGA2B', 'ITGA5']
52	REAC	REAC:R-HSA-168256	Immune System	7.587866368067236e-06	True	Immune System	1957	95	39	10022	0.4105263157894737	0.0199284619315278	query_1	['REAC:0000000']	['MASP1', 'PTX3', 'C3', 'ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'HBB', 'FGA', 'FCN2', 'FCN3', 'FLNA', 'COLEC11', 'COLEC10', 'CRP', 'CFHR4', 'CFH', 'C4A', 'C4BPB', 'CD46', 'F2', 'HP', 'YWHAZ', 'FGB', 'PROS1', 'C4B_2', 'FGG', 'CFI', 'CFB', 'C2', 'MBL2', 'C4BPA', 'SERPINA1', 'VTN', 'FCN1', 'PTK2', 'A1BG', 'PRCP', 'ORM1']
154	GO:BP	GO:0051346	negative regulation of hydrolase activity	9.945204021455451e-06	True	"""Any process that stops or reduces the rate of hydrolase activity, the catalysis of the hydrolysis of various bonds."" [GOC:ai]"	319	96	12	15719	0.125	0.0376175548589341	query_1	['GO:0043086', 'GO:0051336']	['PTX3', 'APOC3', 'SRC', 'A2M', 'SERPIND1', 'APOA1', 'LRP1', 'APOA2', 'SERPINC1', 'SERPINA1', 'VTN', 'KNG1']
155	GO:BP	GO:0019915	lipid storage	1.0264953651430231e-05	True	"""The accumulation and maintenance in cells or tissues of lipids, compounds soluble in organic solvents but insoluble or sparingly soluble in aqueous solvents. Lipid reserves can be accumulated during early developmental stages for mobilization and utilization at later stages of development."" [GOC:dph, GOC:mah, GOC:tb, PMID:11102830]"	80	96	7	15719	0.0729166666666666	0.0875	query_1	['GO:0010876', 'GO:0051235']	['C3', 'ITGAV', 'ITGB3', 'APOE', 'CRP', 'APOA1', 'FITM2']
156	GO:BP	GO:0009617	response to bacterium	1.2517601166442136e-05	True	"""Any process that results in a change in state or activity of a cell or an organism (in terms of movement, secretion, enzyme production, gene expression, etc.) as a result of a stimulus from a bacterium."" [GOC:hb]"	681	96	17	15719	0.1770833333333333	0.0249632892804698	query_1	['GO:0051707']	['C3', 'SRC', 'FGA', 'FCN2', 'TJP1', 'CRP', 'C4BPB', 'BDKRB1', 'F2', 'TF', 'HP', 'FGB', 'C4B_2', 'CFB', 'C2', 'MBL2', 'C4BPA']
157	GO:BP	GO:0001704	formation of primary germ layer	1.2517601166442136e-05	True	"""The formation of the ectoderm, mesoderm and endoderm during gastrulation."" [GOC:go_curators]"	120	96	8	15719	0.0833333333333333	0.0666666666666666	query_1	['GO:0007369', 'GO:0048646']	['ITGB1', 'ITGB5', 'FN1', 'ITGAV', 'ITGB3', 'GJA1', 'ITGA5', 'VTN']
158	GO:BP	GO:0051209	release of sequestered calcium ion into cytosol	1.4067617019179605e-05	True	"""The process in which calcium ions sequestered in the endoplasmic reticulum, Golgi apparatus or mitochondria are released into the cytosolic compartment."" [GOC:dph, GOC:hjd, GOC:mtg_lung, PMID:1814929]"	122	96	8	15719	0.0833333333333333	0.0655737704918032	query_1	['GO:0051283', 'GO:0097553']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
51	GO:CC	GO:1990777	lipoprotein particle	1.4094399578383742e-05	True	"""A spherical particle containing non-covalently associated proteins and lipids. Examples are plasma lipoprotein particles which transport lipids in the blood or lymph."" [GOC:vesicles]"	37	97	5	16420	0.0515463917525773	0.1351351351351351	query_1	['GO:0032994']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
52	GO:CC	GO:0034358	plasma lipoprotein particle	1.4094399578383742e-05	True	"""A spherical particle with a hydrophobic core of triglycerides and/or cholesterol esters, surrounded by an amphipathic monolayer of phospholipids, cholesterol and apolipoproteins. Plasma lipoprotein particles transport lipids, which are non-covalently associated with the particles, in the blood or lymph."" [GOC:BHF, GOC:expert_pt, GOC:rl]"	37	97	5	16420	0.0515463917525773	0.1351351351351351	query_1	['GO:0005615', 'GO:1990777']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
159	GO:BP	GO:0034369	plasma lipoprotein particle remodeling	1.4253316040108242e-05	True	"""The acquisition, loss or modification of a protein or lipid within a plasma lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase, with the subsequent loss of free fatty acid, and the esterification of cholesterol by phosphatidylcholine-sterol O-acyltransferase (lecithin cholesterol acyltransferase; LCAT)."" [GOC:BHF, GOC:expert_pt, GOC:mah, GOC:rl]"	29	96	5	15719	0.0520833333333333	0.1724137931034483	query_1	['GO:0034368', 'GO:0071827', 'GO:0097006']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
160	GO:BP	GO:0032369	negative regulation of lipid transport	1.4253316040108242e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the directed movement of lipids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore."" [GOC:mah]"	29	96	5	15719	0.0520833333333333	0.1724137931034483	query_1	['GO:0006869', 'GO:0032368', 'GO:0051051', 'GO:1905953']	['APOC3', 'ITGAV', 'ITGB3', 'APOA2', 'APOC2']
161	GO:BP	GO:0034368	protein-lipid complex remodeling	1.4253316040108242e-05	True	"""The acquisition, loss or modification of a protein or lipid within a protein-lipid complex."" [GOC:BHF, GOC:mah, GOC:rl]"	29	96	5	15719	0.0520833333333333	0.1724137931034483	query_1	['GO:0034367', 'GO:0071825']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
162	GO:BP	GO:0051283	negative regulation of sequestering of calcium ion	1.4604002032797327e-05	True	"""Any process that stops, prevents, or reduces the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	123	96	8	15719	0.0833333333333333	0.065040650406504	query_1	['GO:0048523', 'GO:0051208', 'GO:0051282']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
163	GO:BP	GO:0051919	positive regulation of fibrinolysis	1.5211822359549266e-05	True	"""Any process that activates, maintains or increases the frequency, rate or extent of fibrinolysis, an ongoing process that solubilizes fibrin, resulting in the removal of small blood clots."" [GOC:ai]"	4	96	3	15719	0.03125	0.75	query_1	['GO:0030195', 'GO:0042730', 'GO:0048518', 'GO:0051917']	['F12', 'F11', 'KLKB1']
164	GO:BP	GO:0010903	negative regulation of very-low-density lipoprotein particle remodeling	1.5211822359549266e-05	True	"""Any process that decreases the rate, frequency or extent of very-low-density lipoprotein particle remodeling. Very-low-density lipoprotein particle remodeling is the acquisition, loss or modification of a protein or lipid within a very-low-density lipoprotein particle, including the hydrolysis of triglyceride by hepatic lipase or lipoprotein lipase and the subsequent loss of free fatty acid."" [GOC:tb]"	4	96	3	15719	0.03125	0.75	query_1	['GO:0010901', 'GO:0034372', 'GO:0051129', 'GO:0051241']	['APOC3', 'APOA1', 'APOA2']
165	GO:BP	GO:0033344	cholesterol efflux	1.5445024759747538e-05	True	"""The directed movement of cholesterol, cholest-5-en-3-beta-ol, out of a cell or organelle."" [GOC:sart]"	54	96	6	15719	0.0625	0.1111111111111111	query_1	['GO:0030301']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOC2']
166	GO:BP	GO:0002752	cell surface pattern recognition receptor signaling pathway	1.5445024759747538e-05	True	"""The series of molecular signals initiated by a ligand binding to a cell surface pattern recognition receptor (PRR). PRRs bind pathogen-associated molecular pattern (PAMPs), structures conserved among microbial species."" [GOC:add, GOC:ar, ISBN:0781735149, PMID:15199967]"	54	96	6	15719	0.0625	0.1111111111111111	query_1	['GO:0002220', 'GO:0002221']	['FCN2', 'FCN3', 'COLEC11', 'COLEC10', 'MBL2', 'FCN1']
167	GO:BP	GO:0051651	maintenance of location in cell	1.5775470455839427e-05	True	"""Any process in which a substance or cellular entity, such as a protein complex or organelle, is maintained in a specific location within, or in the membrane of, a cell, and is prevented from moving elsewhere."" [GOC:ai]"	220	96	10	15719	0.1041666666666666	0.0454545454545454	query_1	['GO:0009987', 'GO:0051235', 'GO:0051641']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'APOE', 'BDKRB1', 'F2', 'GP5', 'ALB']
168	GO:BP	GO:0051282	regulation of sequestering of calcium ion	1.592684783991759e-05	True	"""Any process that modulates the frequency, rate or extent of the binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	125	96	8	15719	0.0833333333333333	0.064	query_1	['GO:0032879', 'GO:0050794', 'GO:0051208']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
53	REAC	REAC:R-HSA-975634	Retinoid metabolism and transport	1.743550588982109e-05	True	Retinoid metabolism and transport	42	95	6	10022	0.0631578947368421	0.1428571428571428	query_1	['REAC:R-HSA-2187338', 'REAC:R-HSA-6806667']	['APOC3', 'APOE', 'APOA1', 'LRP1', 'APOA2', 'APOC2']
169	GO:BP	GO:0048522	positive regulation of cellular process	1.7832208361539812e-05	True	"""Any process that activates or increases the frequency, rate or extent of a cellular process, any of those that are carried out at the cellular level, but are not necessarily restricted to a single cell. For example, cell communication occurs among more than one cell, but occurs at the cellular level."" [GOC:jid]"	5226	96	55	15719	0.5729166666666666	0.0105243015690776	query_1	['GO:0009987', 'GO:0048518', 'GO:0050794']	['RHOD', 'PTX3', 'C3', 'GP1BB', 'ITGB1', 'FN1', 'ITGAV', 'HBB', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'FCN2', 'GP1BA', 'GP9', 'TJP1', 'FCN3', 'GJA1', 'FLNA', 'TFRC', 'COLEC11', 'APOE', 'ITGA5', 'ANKFY1', 'HFE', 'COLEC10', 'CRP', 'INHBE', 'INHBC', 'WHAMM', 'C4A', 'BDKRB1', 'CD46', 'APOA1', 'LRP1', 'F2', 'TF', 'TFR2', 'HP', 'FGB', 'APOA2', 'C4B_2', 'FGG', 'C2', 'MBL2', 'VTN', 'GP5', 'APOC2', 'FCN1', 'KNG1', 'PTK2', 'C1QBP', 'HPX']
170	GO:BP	GO:0023056	positive regulation of signaling	1.7841312722770762e-05	True	"""Any process that activates, maintains or increases the frequency, rate or extent of a signaling process."" [GOC:mtg_signal]"	1641	96	27	15719	0.28125	0.016453382084095	query_1	['GO:0023051', 'GO:0023052', 'GO:0048518']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'APOA1', 'F2', 'TFR2', 'FGB', 'FGG', 'VTN', 'PTK2', 'C1QBP', 'HPX']
171	GO:BP	GO:0010647	positive regulation of cell communication	1.8165613293767448e-05	True	"""Any process that increases the frequency, rate or extent of cell communication. Cell communication is the process that mediates interactions between a cell and its surroundings. Encompasses interactions such as signaling or attachment between one cell and another cell, between a cell and an extracellular matrix, or between a cell and any other aspect of its environment."" [GOC:dph, GOC:tb]"	1643	96	27	15719	0.28125	0.0164333536214242	query_1	['GO:0007154', 'GO:0010646', 'GO:0048522']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'SPP1', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'APOA1', 'F2', 'TFR2', 'FGB', 'FGG', 'VTN', 'PTK2', 'C1QBP', 'HPX']
172	GO:BP	GO:0016032	viral process	1.8845314912625528e-05	True	"""A multi-organism process in which a virus is a participant. The other participant is the host. Includes infection of a host cell, replication of the viral genome, and assembly of progeny virus particles. In some cases the viral genetic material may integrate into the host genome and only subsequently, under particular circumstances, 'complete' its life cycle."" [GOC:bf, GOC:jl, GOC:mah]"	408	96	13	15719	0.1354166666666666	0.0318627450980392	query_1	['GO:0008150']	['PTX3', 'ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'FCN3', 'TFRC', 'APOE', 'ITGA5', 'CD46', 'MBL2', 'FCN1', 'ITGB6']
173	GO:BP	GO:0034367	protein-containing complex remodeling	1.8845314912625528e-05	True	"""The acquisition, loss, or modification of macromolecules within a complex, resulting in the alteration of an existing complex."" [GOC:BHF, GOC:mah, GOC:mtg_mpo, GOC:rl]"	31	96	5	15719	0.0520833333333333	0.1612903225806451	query_1	['GO:0043933']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
174	GO:BP	GO:0051208	sequestering of calcium ion	1.9538696617260832e-05	True	"""The process of binding or confining calcium ions such that they are separated from other components of a biological system."" [GOC:ai]"	129	96	8	15719	0.0833333333333333	0.0620155038759689	query_1	['GO:0006874', 'GO:0051651']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'BDKRB1', 'F2', 'GP5']
53	GO:CC	GO:0032994	protein-lipid complex	2.0591766951497506e-05	True	"""A macromolecular complex containing separate protein and lipid molecules. Separate in this context means not covalently bound to each other."" [GOC:mah]"	40	97	5	16420	0.0515463917525773	0.125	query_1	['GO:0032991']	['APOC3', 'APOE', 'APOA1', 'APOA2', 'APOC2']
175	GO:BP	GO:0045088	regulation of innate immune response	2.12639464712952e-05	True	"""Any process that modulates the frequency, rate or extent of the innate immune response, the organism's first line of defense against infection."" [GOC:ebc]"	347	96	12	15719	0.125	0.0345821325648415	query_1	['GO:0002831', 'GO:0031347', 'GO:0032101', 'GO:0045087', 'GO:0050776']	['SRC', 'FCN2', 'FCN3', 'COLEC11', 'APOE', 'COLEC10', 'A2M', 'CFH', 'MBL2', 'FCN1', 'C1QBP', 'HPX']
54	REAC	REAC:R-HSA-2173789	TGF-beta receptor signaling activates SMADs	2.268712904553132e-05	True	TGF-beta receptor signaling activates SMADs	44	95	6	10022	0.0631578947368421	0.1363636363636363	query_1	['REAC:R-HSA-170834']	['ITGB1', 'ITGB5', 'ITGAV', 'ITGB3', 'TGFB3', 'ITGB6']
55	REAC	REAC:R-HSA-174824	Plasma lipoprotein assembly, remodeling, and clearance	2.507868662769466e-05	True	Plasma lipoprotein assembly, remodeling, and clearance	69	95	7	10022	0.0736842105263157	0.1014492753623188	query_1	['REAC:R-HSA-382551']	['APOC3', 'APOE', 'A2M', 'APOA1', 'APOA2', 'APOC2', 'ALB']
176	GO:BP	GO:0030003	intracellular monoatomic cation homeostasis	2.5237815944815385e-05	True	"""A homeostatic process involved in the maintenance of a steady state level of monoatomic cations within a cell. Monatomic cations (also called simple cations) are cations consisting of exactly one atom."" [GOC:ceb, GOC:mah]"	490	96	14	15719	0.1458333333333333	0.0285714285714285	query_1	['GO:0006873', 'GO:0055080']	['GP1BB', 'ITGB3', 'GP1BA', 'GP9', 'FLNA', 'TFRC', 'APOE', 'HFE', 'BDKRB1', 'F2', 'TF', 'TFR2', 'GP5', 'HPX']
177	GO:BP	GO:0009967	positive regulation of signal transduction	2.6007187733974854e-05	True	"""Any process that activates or increases the frequency, rate or extent of signal transduction."" [GOC:sm]"	1468	96	25	15719	0.2604166666666667	0.0170299727520436	query_1	['GO:0007165', 'GO:0009966', 'GO:0010647', 'GO:0023056', 'GO:0048584']	['C3', 'ITGB1', 'FN1', 'ITGAV', 'SRC', 'FGA', 'ITGB3', 'VWF', 'TGFB3', 'GJA1', 'FLNA', 'TFRC', 'APOE', 'ITGA5', 'HFE', 'INHBE', 'INHBC', 'APOA1', 'F2', 'FGB', 'FGG', 'VTN', 'PTK2', 'C1QBP', 'HPX']
